.id,chemical,min,max,median_POD,POD_med,mean_POD,low_conf,high_conf,n_genes,Assay,confidence,species,.id_legacy
fitted_z_score_neg_dir,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Fluoxetine,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Flutamide,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Glyphosate,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Malathion,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,NN-Dimethylformamide,0.1,1000,0.163369989348342,1000,0.726099081419173,0.018057806664079,187.619084639725,NA,Metabolic,0.252,Zebrafish,NA
fitted_z_score_neg_dir,Prochloraz,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,TGSH,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Trenbolone,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Vinclozolin,1e-4,1,0.517035109703171,1,0.465079543242529,0.137544185007871,1,NA,Metabolic,0.319,Zebrafish,NA
fitted_z_score_pos_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,24-DMP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,24-DNP,1e-4,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,34-DCA,1e-5,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,4-TPP,1e-4,1,0.025010255248721,0.0250225851534334,0.0290446868141778,0.0109932524546948,0.126615272572997,NA,Metabolic,0.999,Zebrafish,NA
fitted_z_score_pos_dir,4C3MP,1e-4,1,0.884406119722938,1,0.693395918947233,0.154175999594046,0.924639579077348,NA,Metabolic,0.172,Zebrafish,NA
fitted_z_score_pos_dir,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Aniline,0.001,10,10,10,6.14099922242523,1.46441942096435,10,NA,Metabolic,0.152,Zebrafish,NA
fitted_z_score_pos_dir,BPA,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,DES,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,DMSO,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Fadrozole,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Fluoxetine,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Flutamide,1e-4,1,0.00370182282583755,0.00598885965267959,0.00503686166401035,2.8625192667979e-4,0.282350106590471,NA,Metabolic,0.874,Zebrafish,NA
fitted_z_score_pos_dir,Glyphosate,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Malathion,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,NN-Dimethylformamide,0.1,1000,1000,1000,1000,1000,1000,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Prochloraz,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,TGSH,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_pos_dir,Trenbolone,1e-5,0.1,0.0329492647583885,0.1,0.0126897200568323,2.00526762965454e-5,0.1,NA,Metabolic,0.079,Zebrafish,NA
fitted_z_score_pos_dir,Vinclozolin,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
pearson_fitted,1-Decanol,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,1-Octanol,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,24-DMP,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,24-DNP,1e-4,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,34-DCA,1e-5,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,4-TPP,1e-4,1,0.983628871866631,1,0.970454183862137,0.870039806517322,1,NA,Swim Behaviour,0.33,Zebrafish,NA
pearson_fitted,4C3MP,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Aniline,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,BPA,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,BPAF,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,DES,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,DMSO,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Fadrozole,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Fluoxetine,1e-5,0.1,0.0295775730089561,0.1,0.0288513652276901,0.00762434246795576,0.1,NA,Swim Behaviour,0.498,Zebrafish,NA
pearson_fitted,Flutamide,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Glyphosate,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Malathion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,NN-Dimethylformamide,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Prochloraz,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,TGSH,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Trenbolone,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_fitted,Vinclozolin,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,1-Decanol,1e-4,1,0.00707154671053811,1,0.0168646407424527,0.00286143753802042,0.657703477557481,NA,Swim Behaviour,0.232,Zebrafish,NA
pearson_rcurvep,1-Octanol,0.001,10,0.415066903911792,10,0.547724781352377,0.0483994383685992,3.3489817598224,NA,Swim Behaviour,0.151,Zebrafish,NA
pearson_rcurvep,17betaestradiol,1e-5,0.1,0.0925824224998568,0.1,0.0355457993480527,3.8338449398312e-4,0.0925824224998568,NA,Swim Behaviour,0.108,Zebrafish,NA
pearson_rcurvep,24-DMP,1e-4,1,0.462459957810528,1,0.255061552366218,0.0940406711475466,0.462459957810528,NA,Swim Behaviour,0.107,Zebrafish,NA
pearson_rcurvep,24-DNP,1e-4,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,34-DCA,1e-5,1,6.8539313701222e-4,1,1.730947812555e-4,6.34858685832332e-6,6.8539313701222e-4,NA,Swim Behaviour,0.01,Zebrafish,NA
pearson_rcurvep,4-TPP,1e-4,1,0.534765523233723,0.974522403979182,0.284737830161374,0.00480493711693137,0.974522403979182,NA,Swim Behaviour,0.564,Zebrafish,NA
pearson_rcurvep,4C3MP,1e-4,1,0.365919234752132,1,0.235234921395593,0.00454229251659652,0.600145863368672,NA,Swim Behaviour,0.237,Zebrafish,NA
pearson_rcurvep,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,Aniline,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,BPA,1e-4,1,0.607787386080155,1,0.710558079771719,0.607787386080155,0.909078449999025,NA,Swim Behaviour,0.232,Zebrafish,NA
pearson_rcurvep,BPAF,1e-4,1,0.00849592053824255,1,0.0130449051005393,9.86678437739827e-5,0.3970220442877,NA,Swim Behaviour,0.186,Zebrafish,NA
pearson_rcurvep,Clofibric-acid,0.001,10,3.26946287505133,10,0.948044993333311,0.0312010919049063,5.06905232471554,NA,Swim Behaviour,0.242,Zebrafish,NA
pearson_rcurvep,DES,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,DMSO,0.001,10,6.4093550683813,10,2.74397545447121,0.0449950147044837,6.4093550683813,NA,Swim Behaviour,0.1,Zebrafish,NA
pearson_rcurvep,EE2,1e-7,0.001,4.7399943307267e-4,0.001,2.9390092392487e-4,6.44549147089149e-6,4.7399943307267e-4,NA,Swim Behaviour,0.109,Zebrafish,NA
pearson_rcurvep,Fadrozole,1e-4,1,0.258646080334071,1,0.114806275828003,0.00423309290067572,0.484700294364936,NA,Swim Behaviour,0.245,Zebrafish,NA
pearson_rcurvep,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,Fluoxetine,1e-5,0.1,0.0497017737819281,0.1,0.0164605602872023,6.5431398604048e-4,0.0925254671801878,NA,Swim Behaviour,0.444,Zebrafish,NA
pearson_rcurvep,Flutamide,1e-4,1,0.496801161609645,1,0.369064369316571,0.0470742540597376,0.799747498095923,NA,Swim Behaviour,0.316,Zebrafish,NA
pearson_rcurvep,Glyphosate,1e-4,1,0.463836760535539,1,0.138961126360119,0.00466849137660619,0.767232169192006,NA,Swim Behaviour,0.237,Zebrafish,NA
pearson_rcurvep,Malathion,1e-4,1,0.304923470843838,1,0.242436615899396,0.304923470843838,0.304923470843838,NA,Swim Behaviour,0.114,Zebrafish,NA
pearson_rcurvep,NN-Dimethylformamide,0.1,1000,314.170529084848,1000,146.45572403707,3.36751906714335,878.968072518823,NA,Swim Behaviour,0.229,Zebrafish,NA
pearson_rcurvep,Prochloraz,1e-4,1,0.380642229101425,1,0.163571461807444,0.00862282000666627,0.390908358461127,NA,Swim Behaviour,0.365,Zebrafish,NA
pearson_rcurvep,SDS,1e-5,0.1,0.030807295126366,0.1,0.0106438196579909,4.6895432357256e-4,0.0879982462035393,NA,Swim Behaviour,0.24,Zebrafish,NA
pearson_rcurvep,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
pearson_rcurvep,TGSH,1e-4,1,0.456835133151302,1,0.0706140541756524,2.9851025671244e-4,0.456835133151302,NA,Swim Behaviour,0.137,Zebrafish,NA
pearson_rcurvep,Trenbolone,1e-5,0.1,0.0633003802844531,0.1,0.0384396876861096,0.00383025650031222,0.0669040022795083,NA,Swim Behaviour,0.429,Zebrafish,NA
pearson_rcurvep,Vinclozolin,1e-4,1,0.291910935553454,1,0.080009502195863,6.499146488222e-4,0.706890417746014,NA,Swim Behaviour,0.36,Zebrafish,NA
spearman_fitted,1-Decanol,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,1-Octanol,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,24-DMP,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,24-DNP,1e-4,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,34-DCA,1e-5,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,4-TPP,1e-4,1,0.948120631038724,1,0.905634116952672,0.747782423992657,0.965519482934086,NA,Swim Behaviour,0.33,Zebrafish,NA
spearman_fitted,4C3MP,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Aniline,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,BPA,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,BPAF,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,DES,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,DMSO,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Fadrozole,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Fluoxetine,1e-5,0.1,0.0382574055786114,0.0418139134074213,0.0345448019768388,0.0111881809155565,0.1,NA,Swim Behaviour,0.914,Zebrafish,NA
spearman_fitted,Flutamide,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Glyphosate,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Malathion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,NN-Dimethylformamide,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Prochloraz,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,TGSH,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Trenbolone,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_fitted,Vinclozolin,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,1-Decanol,1e-4,1,0.0322404697420353,1,0.0398957447100195,8.9463233710667e-4,0.640449631203169,NA,Swim Behaviour,0.425,Zebrafish,NA
spearman_rcurvep,1-Octanol,0.001,10,0.816403165394741,10,0.649855582722548,0.0462651247916304,5.28091932600241,NA,Swim Behaviour,0.261,Zebrafish,NA
spearman_rcurvep,17betaestradiol,1e-5,0.1,0.0827957398533571,0.1,0.0131469436750001,7.75091566284115e-5,0.0827957398533571,NA,Swim Behaviour,0.119,Zebrafish,NA
spearman_rcurvep,24-DMP,1e-4,1,0.367128011327315,1,0.23754118670164,6.4193276834521e-4,0.828931014920246,NA,Swim Behaviour,0.22,Zebrafish,NA
spearman_rcurvep,24-DNP,1e-4,10,0.817081041765709,10,0.817081041765709,0.817081041765709,0.817081041765709,NA,Swim Behaviour,0.111,Zebrafish,NA
spearman_rcurvep,34-DCA,1e-5,1,5.0075303301667e-4,1,5.0075303301667e-4,5.0075303301667e-4,5.0075303301667e-4,NA,Swim Behaviour,0.023,Zebrafish,NA
spearman_rcurvep,4-TPP,1e-4,1,0.391195854189563,0.925772412716089,0.166206756017869,0.00575731589596394,0.925772412716089,NA,Swim Behaviour,0.559,Zebrafish,NA
spearman_rcurvep,4C3MP,1e-4,1,0.470877548073313,1,0.16036413110586,9.472833971089e-4,0.795534175550425,NA,Swim Behaviour,0.339,Zebrafish,NA
spearman_rcurvep,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,Aniline,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,BPA,1e-4,1,0.661835082078288,1,0.661835082078288,0.661835082078288,0.661835082078288,NA,Swim Behaviour,0.119,Zebrafish,NA
spearman_rcurvep,BPAF,1e-4,1,0.360399134502547,1,0.125616699575393,5.02430033258e-4,0.684196111912329,NA,Swim Behaviour,0.233,Zebrafish,NA
spearman_rcurvep,Clofibric-acid,0.001,10,3.22390651912259,10,1.0197360211014,0.0302580504976988,6.66383245469536,NA,Swim Behaviour,0.333,Zebrafish,NA
spearman_rcurvep,DES,1e-5,0.1,0.0637404887800956,0.1,0.0198565857208307,7.90600918401362e-5,0.0637404887800956,NA,Swim Behaviour,0.119,Zebrafish,NA
spearman_rcurvep,DMSO,0.001,10,10,10,10,10,10,NA,Swim Behaviour,0.009,Zebrafish,NA
spearman_rcurvep,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,Fadrozole,1e-4,1,0.264325115572513,1,0.13834751082125,0.00730721760529742,0.631813151968571,NA,Swim Behaviour,0.346,Zebrafish,NA
spearman_rcurvep,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,Fluoxetine,1e-5,0.1,0.0489517722656388,0.0910342128697055,0.0188065434148016,8.9416840035456e-4,0.0910342128697055,NA,Swim Behaviour,0.553,Zebrafish,NA
spearman_rcurvep,Flutamide,1e-4,1,0.436229732478961,1,0.305254414153681,0.061587002608234,0.519501263476581,NA,Swim Behaviour,0.316,Zebrafish,NA
spearman_rcurvep,Glyphosate,1e-4,1,0.533135441541744,1,0.174981838118962,0.00418013354977918,0.949725158355327,NA,Swim Behaviour,0.36,Zebrafish,NA
spearman_rcurvep,Malathion,1e-4,1,0.322952121501155,1,0.194593487236158,8.43569237276569e-5,0.322952121501155,NA,Swim Behaviour,0.114,Zebrafish,NA
spearman_rcurvep,NN-Dimethylformamide,0.1,1000,326.729676702729,1000,80.7895274055695,3.18013331270103,930.810363402627,NA,Swim Behaviour,0.246,Zebrafish,NA
spearman_rcurvep,Prochloraz,1e-4,1,0.365040784157072,1,0.262359720152646,0.025710685769084,0.381210089726597,NA,Swim Behaviour,0.358,Zebrafish,NA
spearman_rcurvep,SDS,1e-5,0.1,0.00645462959132253,0.1,0.00354613464444343,5.42631156579137e-6,0.0348144034323757,NA,Swim Behaviour,0.137,Zebrafish,NA
spearman_rcurvep,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Swim Behaviour,0,Zebrafish,NA
spearman_rcurvep,TGSH,1e-4,1,0.487025628721046,1,0.14103912608006,5.3990853110962e-4,0.487025628721046,NA,Swim Behaviour,0.127,Zebrafish,NA
spearman_rcurvep,Trenbolone,1e-5,0.1,0.0667221696802538,0.1,0.0515190110703321,0.00495306310317338,0.0860797854535169,NA,Swim Behaviour,0.429,Zebrafish,NA
spearman_rcurvep,Vinclozolin,1e-4,1,0.272220003348074,1,0.0620261288392069,5.4080745529845e-4,0.736046862782508,NA,Swim Behaviour,0.362,Zebrafish,NA
z_score_neg_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,17betaestradiol,1e-5,0.1,0.00521010298328245,0.00521010298328245,0.00297468471634994,4.8124318285497e-4,0.037586212689078,NA,Metabolic,0.9,Zebrafish,NA
z_score_neg_dir,24-DMP,1e-4,1,0.276130072129005,1,0.15922126611696,0.00268106281351171,0.986489568226708,NA,Metabolic,0.283,Zebrafish,NA
z_score_neg_dir,24-DNP,1e-4,10,0.51244745790279,10,0.418870920456092,0.0464328130236987,0.596518529253297,NA,Metabolic,0.218,Zebrafish,NA
z_score_neg_dir,34-DCA,1e-5,1,0.0803625872857175,1,0.0803625872857175,0.0803625872857175,0.0803625872857175,NA,Metabolic,0.118,Zebrafish,NA
z_score_neg_dir,4-TPP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,4C3MP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,4TOP,1e-5,0.1,0.0509187124699132,0.0751766260690173,0.0202149098136831,9.9368902432531e-4,0.0876507315331486,NA,Metabolic,0.638,Zebrafish,NA
z_score_neg_dir,Aniline,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,BPA,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Clofibric-acid,0.001,10,8.60602319943393,10,7.59742182355681,5.85006716374749,8.81147718930479,NA,Metabolic,0.337,Zebrafish,NA
z_score_neg_dir,DES,1e-5,0.1,6.1438894595746e-4,0.0633016316446778,6.49533505318e-4,3.47203989818714e-6,0.0764680667821386,NA,Metabolic,0.579,Zebrafish,NA
z_score_neg_dir,DMSO,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Fadrozole,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Fenitrothion,1e-4,1,0.80692361078347,1,0.656715401352401,0.0986464398451106,0.863992574971062,NA,Metabolic,0.314,Zebrafish,NA
z_score_neg_dir,Fluoxetine,1e-5,0.1,0.0675596182524359,0.1,0.0519586186208917,0.00713582073525877,0.0832940218776687,NA,Metabolic,0.444,Zebrafish,NA
z_score_neg_dir,Flutamide,1e-4,1,0.679543316357046,1,0.679543316357046,0.679543316357046,0.679543316357046,NA,Metabolic,0.096,Zebrafish,NA
z_score_neg_dir,Glyphosate,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Malathion,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,NN-Dimethylformamide,0.1,1000,57.386752262813,1000,26.3159739748131,0.0487996899751734,499.619653194543,NA,Metabolic,0.37,Zebrafish,NA
z_score_neg_dir,Prochloraz,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,TGSH,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Trenbolone,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
z_score_neg_dir,Vinclozolin,1e-4,1,0.523459015282096,1,0.296358146071082,0.00452385273624617,0.685523096054226,NA,Metabolic,0.456,Zebrafish,NA
z_score_pos_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,24-DMP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,24-DNP,1e-4,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,34-DCA,1e-5,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,4-TPP,1e-4,1,0.219570666672326,0.237960883489998,0.0382893486052155,3.2385959200132e-4,0.708749414221201,NA,Metabolic,0.896,Zebrafish,NA
z_score_pos_dir,4C3MP,1e-4,1,0.902137146337241,1,0.402418915160858,0.0079143540749381,0.91247049161653,NA,Metabolic,0.332,Zebrafish,NA
z_score_pos_dir,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,Aniline,0.001,10,2.77607092484185,10,2.40227870642937,0.293942622466743,3.89004204169346,NA,Metabolic,0.372,Zebrafish,NA
z_score_pos_dir,BPA,1e-4,1,0.928693354653989,1,0.928693354653989,0.928693354653989,0.928693354653989,NA,Metabolic,0.093,Zebrafish,NA
z_score_pos_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
z_score_pos_dir,DES,1e-5,0.1,0.0206871507906525,0.1,0.00454873436568604,8.2671740314006e-6,0.033153123276033,NA,Metabolic,0.264,Zebrafish,NA
z_score_pos_dir,DMSO,0.001,10,0.0352545322612073,10,0.0301747403599652,0.00655416040125892,0.0848682366961677,NA,Metabolic,0.022,Zebrafish,NA
