Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: DEHP_ds_DESeq_normData
Work Source: DEHP_ds_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/10/2022 17:44.45
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1908
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0007015	6	actin filament organization	216	228	4	4	3	3	3	3	4	2	2	83	226	18640	0.91702	0.27262	0.27262	0.88	767803;664708	catip;lmod2b	ENSDARG00000063009;ENSDARG00000045864		1.57954	1.57954	1.37624	0.28750961723045104	1.4774958641701623	0.24866798886363256	0.8216245	0.8216245	0.768631	0.07494412641761847	0.7950250119916453	0.06481941499185842	3.049175	3.049175	2.46418	0.8273078629204493	2.7555433756036605	0.7155412205867193					1.37624;1.78284	0.768631;0.874618	2.46418;3.63417	2	0	2	767803;664708	ENSDARG00000063009;ENSDARG00000045864	1.57954	1.57954	0.28750961723045104	0.8216245	0.8216245	0.07494412641761847	3.049175	3.049175	0.8273078629204493	1.37624;1.78284	0.768631;0.874618	2.46418;3.63417	0															0						Linear,2(1)	1.6492089378880561	3.2995117902755737	1.607277750968933	1.6922340393066406	0.06007316758803259	1.6497558951377869	1.181072	1.978008	0.71775724	0.92549176	1.9025847999999999	4.1957652	UP	1.0	0.0	0.0	
GO:0007017	3	microtubule-based process	423	439	4	3	3	3	3	2	4	2	2	83	437	18429	0.6852	0.58926	0.72504	0.46	619252;553389	cep19;haus1	ENSDARG00000059175;ENSDARG00000058968		1.23469	1.23469	0.95378	0.39726673180622596	1.2284594294684192	0.39716900204031824	0.7060795	0.7060795	0.603476	0.14510326124694883	0.7038037592163432	0.14506756505942675	2.17396	2.17396	1.50743	0.9426157657285387	2.1591763960826795	0.9423838771490262					0.95378;1.5156	0.603476;0.808683	1.50743;2.84049	0	2	0															2	619252;553389	ENSDARG00000059175;ENSDARG00000058968	1.23469	1.23469	0.39726673180622596	0.7060795	0.7060795	0.14510326124694883	2.17396	2.17396	0.9426157657285387	0.95378;1.5156	0.603476;0.808683	1.50743;2.84049	0						Linear,2(1)	1.6547899124281513	3.3138203620910645	1.5731146335601807	1.7407057285308838	0.11850479972026288	1.6569101810455322	0.6841064	1.7852736	0.50497664	0.90718236	0.8675612000000001	3.4803588000000003	DOWN	0.0	1.0	0.0	
GO:0007018	4	microtubule-based movement	179	187	1	1	1	0	0	0	1	0	0	85	187	18679	0.42965	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007029	6	endoplasmic reticulum organization	27	28	1	1	1	1	1	1	1	1	1	84	27	18839	0.99303	0.11835	0.11835	3.57	556854	tor1l2	ENSDARG00000090741		1.21825	1.21825	1.21825		1.21825		0.717203	0.717203	0.717203		0.717203		2.06934	2.06934	2.06934		2.06934						1.21825	0.717203	2.06934	1	0	1	556854	ENSDARG00000090741	1.21825	1.21825		0.717203	0.717203		2.06934	2.06934		1.21825	0.717203	2.06934	0															0						Linear,1(1)	2.5472424030303955	2.5472424030303955	2.5472424030303955	2.5472424030303955	0.0	2.5472424030303955	1.21825	1.21825	0.717203	0.717203	2.06934	2.06934	UP	1.0	0.0	0.0	
GO:0007049	3	cell cycle	323	348	9	4	2	7	7	4	9	1	1	84	347	18519	0.53556	0.7938	1.0	0.29	553389	haus1	ENSDARG00000058968		1.5156	1.5156	1.5156		1.5156		0.808683	0.808683	0.808683		0.808683		2.84049	2.84049	2.84049		2.84049						1.5156	0.808683	2.84049	0	1	0															1	553389	ENSDARG00000058968	1.5156	1.5156		0.808683	0.808683		2.84049	2.84049		1.5156	0.808683	2.84049	0						Linear,1(1)	1.7407057285308838	1.7407057285308838	1.7407057285308838	1.7407057285308838	0.0	1.7407057285308838	1.5156	1.5156	0.808683	0.808683	2.84049	2.84049	DOWN	0.0	1.0	0.0	
GO:0007051	6	spindle organization	68	70	1	1	1	1	1	1	1	1	1	84	69	18797	0.96056	0.27039	0.27039	1.43	553389	haus1	ENSDARG00000058968		1.5156	1.5156	1.5156		1.5156		0.808683	0.808683	0.808683		0.808683		2.84049	2.84049	2.84049		2.84049						1.5156	0.808683	2.84049	0	1	0															1	553389	ENSDARG00000058968	1.5156	1.5156		0.808683	0.808683		2.84049	2.84049		1.5156	0.808683	2.84049	0						Linear,1(1)	1.7407057285308838	1.7407057285308838	1.7407057285308838	1.7407057285308838	0.0	1.7407057285308838	1.5156	1.5156	0.808683	0.808683	2.84049	2.84049	DOWN	0.0	1.0	0.0	
GO:0007059	3	chromosome segregation	60	67	2	1	1	1	1	0	2	0	0	85	67	18799	0.73955	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007062	5	sister chromatid cohesion	25	29	1	0	0	1	1	0	1	0	0	85	29	18837	0.87769	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007064	6	mitotic sister chromatid cohesion	12	15	1	0	0	1	1	0	1	0	0	85	15	18851	0.93477	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007098	4	centrosome cycle	17	18	1	1	1	1	1	1	1	1	1	84	17	18849	0.9971	0.077763	0.077763	5.56	553389	haus1	ENSDARG00000058968		1.5156	1.5156	1.5156		1.5156		0.808683	0.808683	0.808683		0.808683		2.84049	2.84049	2.84049		2.84049		0.0	1.5156			1.5156	0.808683	2.84049	0	1	0															1	553389	ENSDARG00000058968	1.5156	1.5156		0.808683	0.808683		2.84049	2.84049		1.5156	0.808683	2.84049	0						Linear,1(1)	1.7407057285308838	1.7407057285308838	1.7407057285308838	1.7407057285308838	0.0	1.7407057285308838	1.5156	1.5156	0.808683	0.808683	2.84049	2.84049	DOWN	0.0	1.0	0.0	
GO:0007154	3	cell communication	320	361	3	2	1	1	1	1	3	1	1	84	360	18506	0.51641	0.80572	1.0	0.28	100151233	si:dkeyp-3f10.14	ENSDARG00000055467		1.17481	1.17481	1.17481		1.17481		0.697703	0.697703	0.697703		0.697703		1.97817	1.97817	1.97817		1.97817						1.17481	0.697703	1.97817	1	0	1	100151233	ENSDARG00000055467	1.17481	1.17481		0.697703	0.697703		1.97817	1.97817		1.17481	0.697703	1.97817	0															0						Linear,1(1)	1.998702883720398	1.998702883720398	1.998702883720398	1.998702883720398	0.0	1.998702883720398	1.17481	1.17481	0.697703	0.697703	1.97817	1.97817	UP	1.0	0.0	0.0	
GO:0007155	3	cell adhesion	471	510	1	1	1	1	1	1	1	1	1	84	509	18357	0.32901	0.90212	0.73084	0.2	407978	cdh23	ENSDARG00000007561		2.18697	2.18697	2.18697		2.18697		0.940768	0.940768	0.940768		0.9407679999999999		5.08399	5.08399	5.08399		5.08399						2.18697	0.940768	5.08399	0	1	0															1	407978	ENSDARG00000007561	2.18697	2.18697		0.940768	0.940768		5.08399	5.08399		2.18697	0.940768	5.08399	0						Linear,1(1)	2.0982956886291504	2.0982956886291504	2.0982956886291504	2.0982956886291504	0.0	2.0982956886291504	2.18697	2.18697	0.940768	0.940768	5.08399	5.08399	DOWN	0.0	1.0	0.0	
GO:0007156	6	homophilic cell adhesion via plasma membrane adhesion molecules	113	131	1	1	1	1	1	1	1	1	1	84	130	18736	0.88295	0.44618	0.44618	0.76	407978	cdh23	ENSDARG00000007561		2.18697	2.18697	2.18697		2.18697		0.940768	0.940768	0.940768		0.9407679999999999		5.08399	5.08399	5.08399		5.08399						2.18697	0.940768	5.08399	0	1	0															1	407978	ENSDARG00000007561	2.18697	2.18697		0.940768	0.940768		5.08399	5.08399		2.18697	0.940768	5.08399	0						Linear,1(1)	2.0982956886291504	2.0982956886291504	2.0982956886291504	2.0982956886291504	0.0	2.0982956886291504	2.18697	2.18697	0.940768	0.940768	5.08399	5.08399	DOWN	0.0	1.0	0.0	
GO:0007162	6	negative regulation of cell adhesion	51	59	1	0	0	0	0	0	1	0	0	85	59	18807	0.76672	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007165	4	signal transduction	2381	2981	22	20	16	15	15	15	22	11	11	74	2970	15896	0.29657	0.80189	0.55252	0.37	101886109;101883306;100535600;100321723;100307104;100151233;100006464;799479;798285;768172;559959	styk1a;rxfp3.3b;themis2;si:dkey-192g7.3;caly;si:dkeyp-3f10.14;si:dkey-27j5.5;adgrg3;rem2;zgc:153911;ids	ENSDARG00000070950;ENSDARG00000059348;ENSDARG00000058964;ENSDARG00000094012;ENSDARG00000036008;ENSDARG00000055467;ENSDARG00000026383;ENSDARG00000074782;ENSDARG00000074064;ENSDARG00000002509;ENSDARG00000071699		1.3970224545454544	1.48904	0.828467	0.29594955069111567	1.3757533170154004	0.26760822555162744	0.7625609999999999	0.802969	0.541435	0.1004186688609244	0.7580159841335772	0.09241608753225437	2.576340909090909	2.76131	1.26766	0.7492636316204674	2.510525591645401	0.6707621655875486					1.28722;1.12966;0.828467;1.54753;1.48904;1.17481;1.20116;1.53495;1.73111;1.78799;1.65531	0.738964;0.680572;0.541435;0.819636;0.802969;0.697703;0.707528;0.814659;0.8642;0.874498;0.846007	2.24226;1.87508;1.26766;2.92184;2.76131;1.97817;2.03918;2.8921;3.46765;3.6557;3.2388	7	4	7	101886109;100535600;100321723;100151233;799479;768172;559959	ENSDARG00000070950;ENSDARG00000058964;ENSDARG00000094012;ENSDARG00000055467;ENSDARG00000074782;ENSDARG00000002509;ENSDARG00000071699	1.4023252857142856	1.53495	0.3280594523135075	0.7618431428571428	0.814659	0.11483420173657377	2.5995042857142856	2.8921	0.8166241421824598	1.28722;0.828467;1.54753;1.17481;1.53495;1.78799;1.65531	0.738964;0.541435;0.819636;0.697703;0.814659;0.874498;0.846007	2.24226;1.26766;2.92184;1.97817;2.8921;3.6557;3.2388	4	101883306;100307104;100006464;798285	ENSDARG00000059348;ENSDARG00000036008;ENSDARG00000026383;ENSDARG00000074064	1.3877425	1.3451	0.2766357591219895	0.76381725	0.7552485	0.08506430379179776	2.535805	2.400245	0.7308400475480262	1.12966;1.48904;1.20116;1.73111	0.680572;0.802969;0.707528;0.8642	1.87508;2.76131;2.03918;3.46765	0						Linear,11(1)	1.8068891489488434	20.053128123283386	1.552970290184021	2.3956830501556396	0.2632423531658916	1.835966944694519	1.222127446511571	1.5719174625793382	0.7032173589768256	0.8219046410231745	2.133554398465223	3.0191274197165954	UP	0.6363636363636364	0.36363636363636365	0.0	
GO:0007166	5	cell surface receptor signaling pathway	892	997	10	9	8	7	7	7	10	6	6	79	991	17875	0.84042	0.28952	0.45811	0.6	101886109;100535600;100321723;799479;768172;559959	styk1a;themis2;si:dkey-192g7.3;adgrg3;zgc:153911;ids	ENSDARG00000070950;ENSDARG00000058964;ENSDARG00000094012;ENSDARG00000074782;ENSDARG00000002509;ENSDARG00000071699		1.4402445000000001	1.5412400000000002	0.828467	0.34215423989993116	1.3898600346554455	0.29854061126541875	0.7725331666666667	0.8171475	0.541435	0.12191943713028977	0.7606602769453937	0.10804584807091216	2.7030600000000002	2.9069700000000003	1.26766	0.8427159577461422	2.5533180903540664	0.7283077189699609					1.28722;0.828467;1.54753;1.53495;1.78799;1.65531	0.738964;0.541435;0.819636;0.814659;0.874498;0.846007	2.24226;1.26766;2.92184;2.8921;3.6557;3.2388	6	0	6	101886109;100535600;100321723;799479;768172;559959	ENSDARG00000070950;ENSDARG00000058964;ENSDARG00000094012;ENSDARG00000074782;ENSDARG00000002509;ENSDARG00000071699	1.4402445000000001	1.5412400000000002	0.34215423989993116	0.7725331666666667	0.8171475	0.12191943713028977	2.7030600000000002	2.9069700000000003	0.8427159577461422	1.28722;0.828467;1.54753;1.53495;1.78799;1.65531	0.738964;0.541435;0.819636;0.814659;0.874498;0.846007	2.24226;1.26766;2.92184;2.8921;3.6557;3.2388	0															0						Linear,6(1)	1.838810803736661	11.17264211177826	1.552970290184021	2.3956830501556396	0.33245763000648715	1.739737629890442	1.1664640883123452	1.7140249116876547	0.6749772991724626	0.8700890341608708	2.028746795770899	3.3773732042291007	UP	1.0	0.0	0.0	
GO:0007167	6	enzyme linked receptor protein signaling pathway	321	348	4	3	3	2	2	2	4	2	2	83	346	18520	0.79474	0.46444	0.67064	0.57	101886109;559959	styk1a;ids	ENSDARG00000070950;ENSDARG00000071699		1.471265	1.471265	1.28722	0.26027893508695626	1.3226889569344213	0.15360808215699834	0.7924855	0.7924855	0.738964	0.07569083117855191	0.7492786066373204	0.04467024352286718	2.7405299999999997	2.7405299999999997	2.24226	0.7046601917236428	2.3382860652107587	0.41586731014897066					1.28722;1.65531	0.738964;0.846007	2.24226;3.2388	2	0	2	101886109;559959	ENSDARG00000070950;ENSDARG00000071699	1.471265	1.471265	0.26027893508695626	0.7924855	0.7924855	0.07569083117855191	2.7405299999999997	2.7405299999999997	0.7046601917236428	1.28722;1.65531	0.738964;0.846007	2.24226;3.2388	0															0						Linear,2(1)	1.5882445493911421	3.1772903203964233	1.552970290184021	1.6243200302124023	0.050451885009965704	1.5886451601982117	1.1105368	1.8319932	0.68758336	0.8973876399999999	1.7639207999999997	3.7171391999999996	UP	1.0	0.0	0.0	
GO:0007169	7	transmembrane receptor protein tyrosine kinase signaling pathway	226	241	3	2	2	2	2	2	3	2	2	83	239	18627	0.90581	0.29423	0.29423	0.83	101886109;559959	styk1a;ids	ENSDARG00000070950;ENSDARG00000071699		1.471265	1.471265	1.28722	0.26027893508695626	1.3226889569344213	0.15360808215699834	0.7924855	0.7924855	0.738964	0.07569083117855191	0.7492786066373204	0.04467024352286718	2.7405299999999997	2.7405299999999997	2.24226	0.7046601917236428	2.3382860652107587	0.41586731014897066					1.28722;1.65531	0.738964;0.846007	2.24226;3.2388	2	0	2	101886109;559959	ENSDARG00000070950;ENSDARG00000071699	1.471265	1.471265	0.26027893508695626	0.7924855	0.7924855	0.07569083117855191	2.7405299999999997	2.7405299999999997	0.7046601917236428	1.28722;1.65531	0.738964;0.846007	2.24226;3.2388	0															0						Linear,2(1)	1.5882445493911421	3.1772903203964233	1.552970290184021	1.6243200302124023	0.050451885009965704	1.5886451601982117	1.1105368	1.8319932	0.68758336	0.8973876399999999	1.7639207999999997	3.7171391999999996	UP	1.0	0.0	0.0	
GO:0007178	7	transmembrane receptor protein serine/threonine kinase signaling pathway	79	90	1	1	1	0	0	0	1	0	0	85	90	18776	0.66662	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007179	8	transforming growth factor beta receptor signaling pathway	32	33	1	1	1	0	0	0	1	0	0	85	33	18833	0.86202	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007186	5	G protein-coupled receptor signaling pathway	483	899	7	6	3	6	6	6	7	3	3	82	896	17970	0.42189	0.77432	0.79946	0.33	101883306;100151233;799479	rxfp3.3b;si:dkeyp-3f10.14;adgrg3	ENSDARG00000059348;ENSDARG00000055467;ENSDARG00000074782		1.2798066666666668	1.17481	1.12966	0.2221108305178574	1.3340042751683645	0.22565302642082471	0.730978	0.697703	0.680572	0.07297431130884302	0.7491376119525016	0.07364476719623456	2.24845	1.97817	1.87508	0.5597953902096728	2.3833869284512406	0.570986887760322					1.12966;1.17481;1.53495	0.680572;0.697703;0.814659	1.87508;1.97817;2.8921	2	1	2	100151233;799479	ENSDARG00000055467;ENSDARG00000074782	1.35488	1.35488	0.25465743617652237	0.756181	0.756181	0.08270038070045373	2.435135	2.435135	0.6462461005298232	1.17481;1.53495	0.697703;0.814659	1.97817;2.8921	1	101883306	ENSDARG00000059348	1.12966	1.12966		0.680572	0.680572		1.87508	1.87508		1.12966	0.680572	1.87508	0						Linear,3(1)	2.0638627800795186	6.230352878570557	1.835966944694519	2.3956830501556396	0.2879115480797737	1.998702883720398	1.0284646009994085	1.531148732333925	0.6483997929749469	0.8135562070250532	1.614981882311814	2.881918117688186	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0007187	6	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	24	53	2	2	1	1	1	1	2	1	1	84	52	18814	0.97637	0.21226	0.21226	1.89	100151233	si:dkeyp-3f10.14	ENSDARG00000055467		1.17481	1.17481	1.17481		1.17481		0.697703	0.697703	0.697703		0.697703		1.97817	1.97817	1.97817		1.97817						1.17481	0.697703	1.97817	1	0	1	100151233	ENSDARG00000055467	1.17481	1.17481		0.697703	0.697703		1.97817	1.97817		1.17481	0.697703	1.97817	0															0						Linear,1(1)	1.998702883720398	1.998702883720398	1.998702883720398	1.998702883720398	0.0	1.998702883720398	1.17481	1.17481	0.697703	0.697703	1.97817	1.97817	UP	1.0	0.0	0.0	
GO:0007188	6	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	136	176	1	1	0	1	1	1	1	0	0	85	176	18690	0.45164	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007189	7	adenylate cyclase-activating G protein-coupled receptor signaling pathway	91	115	1	1	0	1	1	1	1	0	0	85	115	18751	0.5954	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007204	11	positive regulation of cytosolic calcium ion concentration	74	116	2	1	1	2	2	2	2	1	1	84	115	18751	0.90438	0.40729	0.40729	0.86	101883306	rxfp3.3b	ENSDARG00000059348		1.12966	1.12966	1.12966		1.12966		0.680572	0.680572	0.680572		0.680572		1.87508	1.87508	1.87508		1.8750800000000003						1.12966	0.680572	1.87508	0	1	0															1	101883306	ENSDARG00000059348	1.12966	1.12966		0.680572	0.680572		1.87508	1.87508		1.12966	0.680572	1.87508	0						Linear,1(1)	1.835966944694519	1.835966944694519	1.835966944694519	1.835966944694519	0.0	1.835966944694519	1.12966	1.12966	0.680572	0.680572	1.87508	1.87508	DOWN	0.0	1.0	0.0	
GO:0007212	5	dopamine receptor signaling pathway	21	24	1	1	1	1	1	1	1	1	1	84	23	18843	0.99485	0.10233	0.10233	4.17	100307104	caly	ENSDARG00000036008		1.48904	1.48904	1.48904		1.48904		0.802969	0.802969	0.802969		0.802969		2.76131	2.76131	2.76131		2.76131						1.48904	0.802969	2.76131	0	1	0															1	100307104	ENSDARG00000036008	1.48904	1.48904		0.802969	0.802969		2.76131	2.76131		1.48904	0.802969	2.76131	0						Linear,1(1)	1.5821880102157593	1.5821880102157593	1.5821880102157593	1.5821880102157593	0.0	1.5821880102157593	1.48904	1.48904	0.802969	0.802969	2.76131	2.76131	DOWN	0.0	1.0	0.0	
GO:0007224	6	smoothened signaling pathway	42	42	1	1	1	1	1	1	1	1	1	84	41	18825	0.98476	0.17222	0.17222	2.38	559959	ids	ENSDARG00000071699		1.65531	1.65531	1.65531		1.65531		0.846007	0.846007	0.846007		0.8460069999999998		3.2388	3.2388	3.2388		3.2388						1.65531	0.846007	3.2388	1	0	1	559959	ENSDARG00000071699	1.65531	1.65531		0.846007	0.846007		3.2388	3.2388		1.65531	0.846007	3.2388	0															0						Linear,1(1)	1.6243200302124023	1.6243200302124023	1.6243200302124023	1.6243200302124023	0.0	1.6243200302124023	1.65531	1.65531	0.846007	0.846007	3.2388	3.2388	UP	1.0	0.0	0.0	
GO:0007263	7	nitric oxide mediated signal transduction	2	3	1	1	1	0	0	0	1	0	0	85	3	18863	0.9866	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007267	3	cell-cell signaling	237	277	2	2	1	1	1	1	2	1	1	84	276	18590	0.64653	0.71475	1.0	0.36	100151233	si:dkeyp-3f10.14	ENSDARG00000055467		1.17481	1.17481	1.17481		1.17481		0.697703	0.697703	0.697703		0.697703		1.97817	1.97817	1.97817		1.97817						1.17481	0.697703	1.97817	1	0	1	100151233	ENSDARG00000055467	1.17481	1.17481		0.697703	0.697703		1.97817	1.97817		1.17481	0.697703	1.97817	0															0						Linear,1(1)	1.998702883720398	1.998702883720398	1.998702883720398	1.998702883720398	0.0	1.998702883720398	1.17481	1.17481	0.697703	0.697703	1.97817	1.97817	UP	1.0	0.0	0.0	
GO:0007268	7	chemical synaptic transmission	168	198	2	2	1	1	1	1	2	1	1	84	197	18669	0.77716	0.59129	0.59129	0.51	100151233	si:dkeyp-3f10.14	ENSDARG00000055467		1.17481	1.17481	1.17481		1.17481		0.697703	0.697703	0.697703		0.697703		1.97817	1.97817	1.97817		1.97817						1.17481	0.697703	1.97817	1	0	1	100151233	ENSDARG00000055467	1.17481	1.17481		0.697703	0.697703		1.97817	1.97817		1.17481	0.697703	1.97817	0															0						Linear,1(1)	1.998702883720398	1.998702883720398	1.998702883720398	1.998702883720398	0.0	1.998702883720398	1.17481	1.17481	0.697703	0.697703	1.97817	1.97817	UP	1.0	0.0	0.0	
GO:0007272	3	ensheathment of neurons	44	48	1	0	0	1	1	0	1	0	0	85	48	18818	0.8057	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007275	3	multicellular organism development	718	758	7	7	5	6	6	6	7	4	4	81	754	18112	0.74682	0.44356	0.58432	0.53	559959;353222;58055;30697	ids;gnrh2;hoxa5a;nkx2.2a	ENSDARG00000071699;ENSDARG00000044754;ENSDARG00000102501;ENSDARG00000053298		1.6049625	1.7146750000000002	1.07501	0.3689620812834285	1.5556217764961324	0.4119965171730809	0.818372	0.8583959999999999	0.657798	0.10920815284889102	0.8016845534964604	0.12189743107861808	3.172905	3.4265049999999997	1.75683	1.0050562878598728	3.050425048887069	1.119925643183406					1.65531;1.77404;1.07501;1.91549	0.846007;0.870785;0.657798;0.898898	3.2388;3.61421;1.75683;4.08178	1	3	1	559959	ENSDARG00000071699	1.65531	1.65531		0.846007	0.846007		3.2388	3.2388		1.65531	0.846007	3.2388	3	353222;58055;30697	ENSDARG00000044754;ENSDARG00000102501;ENSDARG00000053298	1.5881800000000001	1.77404	0.450010680206592	0.8091603333333334	0.870785	0.13183513248119125	3.15094	3.61421	1.2297611334320184	1.77404;1.07501;1.91549	0.870785;0.657798;0.898898	3.61421;1.75683;4.08178	0						Linear,4(1)	2.1268007936084508	9.46721637248993	1.5650883913040161	4.482241153717041	1.4136733068785725	1.709943413734436	1.2433796603422393	1.9665453396577608	0.7113480102080871	0.9253959897919128	2.1879498378973254	4.157860162102675	DOWN	0.25	0.75	0.0	
GO:0007276	4	gamete generation	52	75	1	0	0	0	0	0	1	0	0	85	75	18791	0.71333	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007346	6	regulation of mitotic cell cycle	148	213	2	1	1	2	2	1	2	1	1	84	212	18654	0.75232	0.61822	0.61822	0.47	30079	btg2	ENSDARG00000020298		1.63748	1.63748	1.63748		1.63748		0.842145	0.842145	0.842145		0.842145		3.18395	3.18395	3.18395		3.18395						1.63748	0.842145	3.18395	1	0	1	30079	ENSDARG00000020298	1.63748	1.63748		0.842145	0.842145		3.18395	3.18395		1.63748	0.842145	3.18395	0															0						Linear,1(1)	1.7828272581100464	1.7828272581100464	1.7828272581100464	1.7828272581100464	0.0	1.7828272581100464	1.63748	1.63748	0.842145	0.842145	3.18395	3.18395	UP	1.0	0.0	0.0	
GO:0007368	6	determination of left/right symmetry	138	157	3	2	2	2	2	2	3	1	1	84	156	18710	0.84341	0.50771	0.50771	0.64	767803	catip	ENSDARG00000063009		1.37624	1.37624	1.37624		1.37624		0.768631	0.768631	0.768631		0.768631		2.46418	2.46418	2.46418		2.46418						1.37624	0.768631	2.46418	1	0	1	767803	ENSDARG00000063009	1.37624	1.37624		0.768631	0.768631		2.46418	2.46418		1.37624	0.768631	2.46418	0															0						Linear,1(1)	1.6922340393066406	1.6922340393066406	1.6922340393066406	1.6922340393066406	0.0	1.6922340393066406	1.37624	1.37624	0.768631	0.768631	2.46418	2.46418	UP	1.0	0.0	0.0	
GO:0007369	5	gastrulation	47	51	1	1	1	1	1	1	1	1	1	84	50	18816	0.97801	0.20512	0.20512	1.96	393269	bbs5	ENSDARG00000039827		1.60324	1.60324	1.60324		1.60324		0.833567	0.833567	0.833567		0.833567		3.0836	3.0836	3.0836		3.0836						1.60324	0.833567	3.0836	0	1	0															1	393269	ENSDARG00000039827	1.60324	1.60324		0.833567	0.833567		3.0836	3.0836		1.60324	0.833567	3.0836	0						Linear,1(1)	1.54781174659729	1.54781174659729	1.54781174659729	1.54781174659729	0.0	1.54781174659729	1.60324	1.60324	0.833567	0.833567	3.0836	3.0836	DOWN	0.0	1.0	0.0	
GO:0007389	3	pattern specification process	433	483	7	6	4	5	5	5	7	2	2	83	481	18385	0.63109	0.64154	1.0	0.41	767803;58055	catip;hoxa5a	ENSDARG00000063009;ENSDARG00000102501		1.225625	1.225625	1.07501	0.21300177569682258	1.2256911224496483	0.21300175517033557	0.7132145	0.7132145	0.657798	0.0783707658792495	0.7132388287503298	0.07837075832684043	2.110505	2.110505	1.75683	0.5001719816723036	2.110660269112501	0.5001719334718865					1.37624;1.07501	0.768631;0.657798	2.46418;1.75683	1	1	1	767803	ENSDARG00000063009	1.37624	1.37624		0.768631	0.768631		2.46418	2.46418		1.37624	0.768631	2.46418	1	58055	ENSDARG00000102501	1.07501	1.07501		0.657798	0.657798		1.75683	1.75683		1.07501	0.657798	1.75683	0						Linear,2(1)	1.6274199981222817	3.2573224306106567	1.5650883913040161	1.6922340393066406	0.0899055499010136	1.6286612153053284	0.9304196	1.5208304	0.60459816	0.82183084	1.4173019999999998	2.803708	CONFLICT	0.5	0.5	0.0	
