Chemical,term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
Clofibric-acid,as.factor(Dose..mg.L.),0.1-0,0,-0.0999999999999999,-0.31967202268734696,0.1196720226873472,1
Clofibric-acid,as.factor(Dose..mg.L.),1-0,0,-2.7755575615628914e-17,-0.21967202268734712,0.21967202268734706,1
Clofibric-acid,as.factor(Dose..mg.L.),10-0,0,0.05000000000000013,-0.16967202268734696,0.26967202268734725,1
Clofibric-acid,as.factor(Dose..mg.L.),0.01-0.001,0,0.08333333333333329,-0.1363386893540138,0.30300535602068035,1
Clofibric-acid,as.factor(Dose..mg.L.),0.1-0.001,0,-0.03333333333333327,-0.25300535602068036,0.18633868935401382,1
Clofibric-acid,as.factor(Dose..mg.L.),1-0.001,0,0.0666666666666666,-0.1530053560206805,0.2863386893540137,1
Clofibric-acid,as.factor(Dose..mg.L.),10-0.001,0,0.11666666666666675,-0.10300535602068034,0.33633868935401384,1
Clofibric-acid,as.factor(Dose..mg.L.),0.1-0.01,0,-0.11666666666666656,-0.3363386893540137,0.10300535602068053,1
Clofibric-acid,as.factor(Dose..mg.L.),1-0.01,0,-0.01666666666666669,-0.23633868935401378,0.2030053560206804,1
Clofibric-acid,as.factor(Dose..mg.L.),10-0.01,0,0.033333333333333465,-0.18633868935401363,0.2530053560206805,1
Clofibric-acid,as.factor(Dose..mg.L.),1-0.1,0,0.09999999999999987,-0.11967202268734722,0.31967202268734696,1
Clofibric-acid,as.factor(Dose..mg.L.),10-0.1,0,0.15000000000000002,-0.06967202268734707,0.3696720226873471,1
Clofibric-acid,as.factor(Dose..mg.L.),10-1,0,0.050000000000000155,-0.16967202268734694,0.26967202268734725,1
Clofibric-acid,as.factor(Replicate),B-A,0,0.016666666666666663,-0.10592777840762,0.13926111174095332,1
Clofibric-acid,as.factor(Replicate),C-A,0,0.033333333333333326,-0.08926111174095333,0.15592777840761998,1
Clofibric-acid,as.factor(Replicate),C-B,0,0.016666666666666663,-0.10592777840762,0.13926111174095332,1
DES,as.factor(Dose..mg.L.),0.01-0,0,0.04999999999999999,-0.24479673825675158,0.34479673825675156,1
DES,as.factor(Dose..mg.L.),0.1-0,0,0,-0.29479673825675157,0.29479673825675157,1
DES,as.factor(Dose..mg.L.),1-0,0,0.23333333333333328,-0.061463404923418286,0.5281300715900848,0.8542994818048287
DES,as.factor(Dose..mg.L.),10-0,0,0.1833333333333334,-0.11146340492341816,0.47813007159008497,0.8542994818048287
DES,as.factor(Dose..mg.L.),100-0,0,5.551115123125783e-17,-0.2947967382567515,0.2947967382567516,1
DES,as.factor(Dose..mg.L.),0.1-0.01,0,-0.04999999999999999,-0.34479673825675156,0.24479673825675158,1
DES,as.factor(Dose..mg.L.),1-0.01,0,0.1833333333333333,-0.11146340492341827,0.47813007159008486,0.8542994818048287
DES,as.factor(Dose..mg.L.),10-0.01,0,0.13333333333333341,-0.16146340492341815,0.428130071590085,1
DES,as.factor(Dose..mg.L.),100-0.01,0,-0.04999999999999993,-0.3447967382567515,0.24479673825675163,1
DES,as.factor(Dose..mg.L.),1-0.1,0,0.23333333333333328,-0.061463404923418286,0.5281300715900848,0.8542994818048287
DES,as.factor(Dose..mg.L.),10-0.1,0,0.1833333333333334,-0.11146340492341816,0.47813007159008497,0.8542994818048287
DES,as.factor(Dose..mg.L.),100-0.1,0,5.551115123125783e-17,-0.2947967382567515,0.2947967382567516,1
DES,as.factor(Dose..mg.L.),10-1,0,-0.04999999999999988,-0.34479673825675144,0.2447967382567517,1
DES,as.factor(Dose..mg.L.),100-1,0,-0.23333333333333323,-0.5281300715900847,0.06146340492341834,0.8542994818048287
DES,as.factor(Dose..mg.L.),100-10,0,-0.18333333333333335,-0.4781300715900849,0.11146340492341822,0.8542994818048287
DES,as.factor(Replicate),B-A,0,-0.024999999999999967,-0.1895200062082273,0.13952000620822735,1
DES,as.factor(Replicate),C-A,0,-0.016666666666666607,-0.18118667287489393,0.1478533395415607,1
DES,as.factor(Replicate),C-B,0,0.00833333333333336,-0.15618667287489396,0.17285333954156068,1
DMSO,as.factor(Dose..mg.L.),0.001-0,0,1.0408340855860843e-17,-0.04957288746489079,0.0495728874648908,1
DMSO,as.factor(Dose..mg.L.),0.01-0,0,0.016666666666666684,-0.03290622079822411,0.06623955413155748,1
DMSO,as.factor(Dose..mg.L.),0.1-0,0,4.5102810375396984e-17,-0.04957288746489075,0.049572887464890844,1
DMSO,as.factor(Dose..mg.L.),1-0,0,0.033333333333333326,-0.01623955413155747,0.08290622079822413,0.607899497738537
DMSO,as.factor(Dose..mg.L.),10-0,0,0.033333333333333354,-0.016239554131557442,0.08290622079822416,0.607899497738537
DMSO,as.factor(Dose..mg.L.),0.01-0.001,0,0.01666666666666667,-0.032906220798224126,0.06623955413155747,1
DMSO,as.factor(Dose..mg.L.),0.1-0.001,0,3.469446951953614e-17,-0.04957288746489076,0.04957288746489083,1
DMSO,as.factor(Dose..mg.L.),1-0.001,0,0.03333333333333331,-0.016239554131557483,0.0829062207982241,0.607899497738537
DMSO,as.factor(Dose..mg.L.),10-0.001,0,0.03333333333333334,-0.016239554131557456,0.08290622079822413,0.607899497738537
DMSO,as.factor(Dose..mg.L.),0.1-0.01,0,-0.016666666666666635,-0.06623955413155744,0.03290622079822416,1
DMSO,as.factor(Dose..mg.L.),1-0.01,0,0.016666666666666642,-0.03290622079822415,0.06623955413155744,1
DMSO,as.factor(Dose..mg.L.),10-0.01,0,0.01666666666666667,-0.032906220798224126,0.06623955413155747,1
DMSO,as.factor(Dose..mg.L.),1-0.1,0,0.03333333333333328,-0.016239554131557518,0.08290622079822407,0.607899497738537
DMSO,as.factor(Dose..mg.L.),10-0.1,0,0.033333333333333305,-0.01623955413155749,0.0829062207982241,0.607899497738537
DMSO,as.factor(Dose..mg.L.),10-1,0,2.7755575615628914e-17,-0.04957288746489077,0.04957288746489082,1
DMSO,as.factor(Replicate),B-A,0,0.016666666666666666,-0.010998943888292721,0.044332277221626054,0.607899497738537
DMSO,as.factor(Replicate),C-A,0,0.024999999999999994,-0.0026656105549593932,0.052665610554959386,0.607899497738537
DMSO,as.factor(Replicate),C-B,0,0.008333333333333328,-0.01933227722162606,0.035998943888292716,1
EE2,as.factor(Dose..mg.L.),1e-07-0,0,0.09999999999999998,-0.1686266737633837,0.36862667376338365,1
EE2,as.factor(Dose..mg.L.),1e-06-0,0,-0.1,-0.36862667376338365,0.16862667376338367,1
EE2,as.factor(Dose..mg.L.),1e-05-0,0,-0.03333333333333327,-0.30196000709671694,0.2352933404300504,1
EE2,as.factor(Dose..mg.L.),1e-04-0,0,0.0666666666666666,-0.20196000709671708,0.33529334043005027,1
EE2,as.factor(Dose..mg.L.),0.001-0,0,0.10000000000000003,-0.16862667376338364,0.3686266737633837,1
EE2,as.factor(Dose..mg.L.),1e-06-1e-07,0,-0.19999999999999998,-0.46862667376338363,0.06862667376338369,1
EE2,as.factor(Dose..mg.L.),1e-05-1e-07,0,-0.13333333333333325,-0.4019600070967169,0.13529334043005042,1
EE2,as.factor(Dose..mg.L.),1e-04-1e-07,0,-0.03333333333333338,-0.30196000709671705,0.2352933404300503,1
EE2,as.factor(Dose..mg.L.),0.001-1e-07,0,5.551115123125783e-17,-0.2686266737633836,0.2686266737633837,1
EE2,as.factor(Dose..mg.L.),1e-05-1e-06,0,0.06666666666666674,-0.20196000709671694,0.33529334043005043,1
EE2,as.factor(Dose..mg.L.),1e-04-1e-06,0,0.1666666666666666,-0.10196000709671707,0.4352933404300503,1
EE2,as.factor(Dose..mg.L.),0.001-1e-06,0,0.20000000000000004,-0.06862667376338363,0.46862667376338374,1
EE2,as.factor(Dose..mg.L.),1e-04-1e-05,0,0.09999999999999987,-0.1686266737633838,0.36862667376338354,1
EE2,as.factor(Dose..mg.L.),0.001-1e-05,0,0.1333333333333333,-0.13529334043005037,0.401960007096717,1
EE2,as.factor(Dose..mg.L.),0.001-1e-04,0,0.03333333333333344,-0.23529334043005024,0.3019600070967171,1
EE2,as.factor(Replicate),B-A,0,-0.07499999999999998,-0.22491503059561133,0.07491503059561136,1
EE2,as.factor(Replicate),C-A,0,-0.08333333333333334,-0.23324836392894469,0.066581697262278,1
EE2,as.factor(Replicate),C-B,0,-0.00833333333333336,-0.1582483639289447,0.14158169726227798,1
Fadrozole,as.factor(Dose..mg.L.),1e-04-0,0,0.01666666666666665,-0.19365328266986465,0.22698661600319797,1
Fadrozole,as.factor(Dose..mg.L.),0.001-0,0,0,-0.2103199493365313,0.2103199493365313,1
Fadrozole,as.factor(Dose..mg.L.),0.01-0,0,0,-0.2103199493365313,0.2103199493365313,1
Fadrozole,as.factor(Dose..mg.L.),0.1-0,0,0.01666666666666665,-0.19365328266986465,0.22698661600319797,1
Fadrozole,as.factor(Dose..mg.L.),1-0,0,0.01666666666666669,-0.19365328266986462,0.226986616003198,1
Fadrozole,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.01666666666666665,-0.22698661600319797,0.19365328266986465,1
Fadrozole,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.01666666666666665,-0.22698661600319797,0.19365328266986465,1
Fadrozole,as.factor(Dose..mg.L.),0.1-1e-04,0,0,-0.2103199493365313,0.2103199493365313,1
Fadrozole,as.factor(Dose..mg.L.),1-1e-04,0,4.163336342344337e-17,-0.21031994933653125,0.21031994933653136,1
Fadrozole,as.factor(Dose..mg.L.),0.01-0.001,0,0,-0.2103199493365313,0.2103199493365313,1
Fadrozole,as.factor(Dose..mg.L.),0.1-0.001,0,0.01666666666666665,-0.19365328266986465,0.22698661600319797,1
Fadrozole,as.factor(Dose..mg.L.),1-0.001,0,0.01666666666666669,-0.19365328266986462,0.226986616003198,1
Fadrozole,as.factor(Dose..mg.L.),0.1-0.01,0,0.01666666666666665,-0.19365328266986465,0.22698661600319797,1
Fadrozole,as.factor(Dose..mg.L.),1-0.01,0,0.01666666666666669,-0.19365328266986462,0.226986616003198,1
Fadrozole,as.factor(Dose..mg.L.),1-0.1,0,4.163336342344337e-17,-0.21031994933653125,0.21031994933653136,1
Fadrozole,as.factor(Replicate),B-A,0,-1.3877787807814457e-17,-0.1173752449744675,0.11737524497446747,1
Fadrozole,as.factor(Replicate),C-A,0,-2.7755575615628914e-17,-0.11737524497446751,0.11737524497446745,1
Fadrozole,as.factor(Replicate),C-B,0,-1.3877787807814457e-17,-0.1173752449744675,0.11737524497446747,1
Fenitrothione,as.factor(Dose..mg.L.),1e-04-0,0,0.03333333333333334,-0.15866163424160312,0.22532830090826977,1
Fenitrothione,as.factor(Dose..mg.L.),0.001-0,0,-0.03333333333333332,-0.22532830090826977,0.15866163424160312,1
Fenitrothione,as.factor(Dose..mg.L.),0.01-0,0,0,-0.19199496757493645,0.19199496757493645,1
Fenitrothione,as.factor(Dose..mg.L.),0.1-0,0,0.016666666666666677,-0.17532830090826979,0.2086616342416031,1
Fenitrothione,as.factor(Dose..mg.L.),1-0,0,-0.016666666666666635,-0.20866163424160308,0.1753283009082698,1
Fenitrothione,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.06666666666666665,-0.2586616342416031,0.1253283009082698,1
Fenitrothione,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.03333333333333334,-0.22532830090826977,0.15866163424160312,1
Fenitrothione,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.016666666666666663,-0.2086616342416031,0.17532830090826979,1
Fenitrothione,as.factor(Dose..mg.L.),1-1e-04,0,-0.049999999999999975,-0.24199496757493644,0.14199496757493646,1
Fenitrothione,as.factor(Dose..mg.L.),0.01-0.001,0,0.03333333333333332,-0.15866163424160312,0.22532830090826977,1
Fenitrothione,as.factor(Dose..mg.L.),0.1-0.001,0,0.049999999999999996,-0.14199496757493646,0.24199496757493644,1
Fenitrothione,as.factor(Dose..mg.L.),1-0.001,0,0.016666666666666684,-0.17532830090826976,0.20866163424160314,1
Fenitrothione,as.factor(Dose..mg.L.),0.1-0.01,0,0.016666666666666677,-0.17532830090826979,0.2086616342416031,1
Fenitrothione,as.factor(Dose..mg.L.),1-0.01,0,-0.016666666666666635,-0.20866163424160308,0.1753283009082698,1
Fenitrothione,as.factor(Dose..mg.L.),1-0.1,0,-0.03333333333333331,-0.22532830090826977,0.15866163424160312,1
Fenitrothione,as.factor(Replicate),B-A,0,-0.008333333333333345,-0.1154817822753512,0.09881511560868451,1
Fenitrothione,as.factor(Replicate),C-A,0,-0.016666666666666684,-0.12381511560868455,0.09048178227535117,1
Fenitrothione,as.factor(Replicate),C-B,0,-0.008333333333333338,-0.11548178227535119,0.09881511560868453,1
Fluoxetine,as.factor(Dose..mg.L.),1e-05-0,0,-0.11666666666666665,-0.2254809254645903,-0.007852407868743014,0.20490285864735025
Fluoxetine,as.factor(Dose..mg.L.),1e-04-0,0,-0.01666666666666665,-0.12548092546459028,0.09214759213125699,0.9933779194250474
Fluoxetine,as.factor(Dose..mg.L.),0.001-0,0,-0.04999999999999993,-0.15881425879792357,0.05881425879792371,0.8561857776492706
Fluoxetine,as.factor(Dose..mg.L.),0.01-0,0,0.016666666666666635,-0.092147592131257,0.12548092546459028,0.9933779194250474
Fluoxetine,as.factor(Dose..mg.L.),0.1-0,0,-0.06666666666666662,-0.17548092546459026,0.04214759213125702,0.6917736871295765
Fluoxetine,as.factor(Dose..mg.L.),1e-04-1e-05,0,0.1,-0.008814258797923635,0.20881425879792365,0.3448188169665161
Fluoxetine,as.factor(Dose..mg.L.),0.001-1e-05,0,0.06666666666666672,-0.04214759213125692,0.17548092546459038,0.6917736871295765
Fluoxetine,as.factor(Dose..mg.L.),0.01-1e-05,0,0.1333333333333333,0.024519074535409663,0.24214759213125694,0.20490285864735025
Fluoxetine,as.factor(Dose..mg.L.),0.1-1e-05,0,0.05000000000000003,-0.05881425879792361,0.15881425879792366,0.8561857776492706
Fluoxetine,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.033333333333333284,-0.14214759213125694,0.07548092546459036,0.9933779194250474
Fluoxetine,as.factor(Dose..mg.L.),0.01-1e-04,0,0.033333333333333284,-0.07548092546459036,0.14214759213125694,0.9933779194250474
Fluoxetine,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.049999999999999975,-0.1588142587979236,0.058814258797923666,0.8561857776492706
Fluoxetine,as.factor(Dose..mg.L.),0.01-0.001,0,0.06666666666666657,-0.04214759213125707,0.1754809254645902,0.6917736871295765
Fluoxetine,as.factor(Dose..mg.L.),0.1-0.001,0,-0.01666666666666669,-0.12548092546459033,0.09214759213125695,0.9933779194250474
Fluoxetine,as.factor(Dose..mg.L.),0.1-0.01,0,-0.08333333333333326,-0.1921475921312569,0.02548092546459038,0.5830055267007062
Fluoxetine,as.factor(Replicate),B-A,0,0.02500000000000001,-0.035727003422223395,0.08572700342222342,0.8561857776492706
Fluoxetine,as.factor(Replicate),C-A,0,-0.041666666666666685,-0.10239367008889008,0.01906033675555672,0.5830055267007062
Fluoxetine,as.factor(Replicate),C-B,0,-0.0666666666666667,-0.1273936700888901,-0.00593966324444329,0.20490285864735025
Flutamide,as.factor(Dose..mg.L.),1e-04-0,0,0.09999999999999999,-0.06711016955367576,0.2671101695536757,1
Flutamide,as.factor(Dose..mg.L.),0.001-0,0,0.10000000000000003,-0.06711016955367571,0.2671101695536758,1
Flutamide,as.factor(Dose..mg.L.),0.01-0,0,0.0833333333333333,-0.08377683622034245,0.25044350288700906,1
Flutamide,as.factor(Dose..mg.L.),0.1-0,0,0.03333333333333336,-0.1337768362203424,0.2004435028870091,1
Flutamide,as.factor(Dose..mg.L.),1-0,0,0.06666666666666672,-0.10044350288700903,0.23377683622034245,1
Flutamide,as.factor(Dose..mg.L.),0.001-1e-04,0,4.163336342344337e-17,-0.1671101695536757,0.1671101695536758,1
Flutamide,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.01666666666666669,-0.18377683622034244,0.15044350288700906,1
Flutamide,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.06666666666666662,-0.23377683622034237,0.10044350288700912,1
Flutamide,as.factor(Dose..mg.L.),1-1e-04,0,-0.03333333333333327,-0.20044350288700902,0.13377683622034248,1
Flutamide,as.factor(Dose..mg.L.),0.01-0.001,0,-0.016666666666666732,-0.18377683622034247,0.15044350288700903,1
Flutamide,as.factor(Dose..mg.L.),0.1-0.001,0,-0.06666666666666668,-0.23377683622034243,0.10044350288700907,1
Flutamide,as.factor(Dose..mg.L.),1-0.001,0,-0.03333333333333331,-0.20044350288700907,0.13377683622034242,1
Flutamide,as.factor(Dose..mg.L.),0.1-0.01,0,-0.04999999999999994,-0.21711016955367568,0.11711016955367581,1
Flutamide,as.factor(Dose..mg.L.),1-0.01,0,-0.01666666666666658,-0.18377683622034233,0.15044350288700917,1
Flutamide,as.factor(Dose..mg.L.),1-0.1,0,0.03333333333333336,-0.1337768362203424,0.2004435028870091,1
Flutamide,as.factor(Replicate),B-A,0,0.02499999999999998,-0.06826075415557621,0.11826075415557617,1
Flutamide,as.factor(Replicate),C-A,0,0.016666666666666635,-0.07659408748890956,0.10992742082224283,1
Flutamide,as.factor(Replicate),C-B,0,-0.008333333333333345,-0.10159408748890954,0.08492742082224285,1
Glyphosate,as.factor(Dose..mg.L.),1e-04-0,0,-0.016666666666666677,-0.17414084926881052,0.1408075159354772,1
Glyphosate,as.factor(Dose..mg.L.),0.001-0,0,-0.016666666666666663,-0.17414084926881052,0.1408075159354772,1
Glyphosate,as.factor(Dose..mg.L.),0.01-0,0,-0.033333333333333354,-0.1908075159354772,0.1241408492688105,1
Glyphosate,as.factor(Dose..mg.L.),0.1-0,0,-0.049999999999999975,-0.20747418260214384,0.10747418260214388,1
Glyphosate,as.factor(Dose..mg.L.),1-0,0,0.01666666666666672,-0.14080751593547713,0.17414084926881057,1
Glyphosate,as.factor(Dose..mg.L.),0.001-1e-04,0,1.3877787807814457e-17,-0.15747418260214385,0.15747418260214385,1
Glyphosate,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.016666666666666677,-0.17414084926881052,0.1408075159354772,1
Glyphosate,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.0333333333333333,-0.19080751593547715,0.12414084926881055,1
Glyphosate,as.factor(Dose..mg.L.),1-1e-04,0,0.033333333333333395,-0.12414084926881046,0.19080751593547723,1
Glyphosate,as.factor(Dose..mg.L.),0.01-0.001,0,-0.01666666666666669,-0.17414084926881054,0.14080751593547716,1
Glyphosate,as.factor(Dose..mg.L.),0.1-0.001,0,-0.03333333333333331,-0.19080751593547718,0.12414084926881054,1
Glyphosate,as.factor(Dose..mg.L.),1-0.001,0,0.03333333333333338,-0.12414084926881047,0.19080751593547723,1
Glyphosate,as.factor(Dose..mg.L.),0.1-0.01,0,-0.01666666666666662,-0.17414084926881046,0.14080751593547725,1
Glyphosate,as.factor(Dose..mg.L.),1-0.01,0,0.05000000000000007,-0.10747418260214378,0.20747418260214393,1
Glyphosate,as.factor(Dose..mg.L.),1-0.1,0,0.0666666666666667,-0.09080751593547716,0.22414084926881056,1
Glyphosate,as.factor(Replicate),B-A,0,-0.008333333333333331,-0.09621644103846709,0.07954977437180043,1
Glyphosate,as.factor(Replicate),C-A,0,0.008333333333333331,-0.07954977437180043,0.09621644103846709,1
Glyphosate,as.factor(Replicate),C-B,0,0.016666666666666663,-0.0712164410384671,0.10454977437180042,1
Malathion,as.factor(Dose..mg.L.),1e-04-0,0,0.01666666666666669,-0.2569044712461843,0.29023780457951776,1
Malathion,as.factor(Dose..mg.L.),0.001-0,0,2.7755575615628914e-17,-0.27357113791285104,0.27357113791285104,1
Malathion,as.factor(Dose..mg.L.),0.01-0,0,0.016666666666666746,-0.2569044712461843,0.29023780457951776,1
Malathion,as.factor(Dose..mg.L.),0.1-0,0,0.033333333333333354,-0.24023780457951768,0.30690447124618436,1
Malathion,as.factor(Dose..mg.L.),1-0,0,0.11666666666666672,-0.1569044712461843,0.39023780457951773,1
Malathion,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.016666666666666663,-0.2902378045795177,0.2569044712461844,1
Malathion,as.factor(Dose..mg.L.),0.01-1e-04,0,5.551115123125783e-17,-0.273571137912851,0.2735711379128511,1
Malathion,as.factor(Dose..mg.L.),0.1-1e-04,0,0.016666666666666663,-0.2569044712461844,0.2902378045795177,1
Malathion,as.factor(Dose..mg.L.),1-1e-04,0,0.10000000000000003,-0.173571137912851,0.37357113791285107,1
Malathion,as.factor(Dose..mg.L.),0.01-0.001,0,0.01666666666666672,-0.2569044712461843,0.29023780457951776,1
Malathion,as.factor(Dose..mg.L.),0.1-0.001,0,0.033333333333333326,-0.2402378045795177,0.30690447124618436,1
Malathion,as.factor(Dose..mg.L.),1-0.001,0,0.1166666666666667,-0.15690447124618434,0.39023780457951773,1
Malathion,as.factor(Dose..mg.L.),0.1-0.01,0,0.016666666666666607,-0.25690447124618443,0.29023780457951764,1
Malathion,as.factor(Dose..mg.L.),1-0.01,0,0.09999999999999998,-0.17357113791285106,0.373571137912851,1
Malathion,as.factor(Dose..mg.L.),1-0.1,0,0.08333333333333337,-0.19023780457951767,0.3569044712461844,1
Malathion,as.factor(Replicate),B-A,0,0.04166666666666666,-0.11100776784018554,0.19434110117351885,1
Malathion,as.factor(Replicate),C-A,0,0.07499999999999998,-0.07767443450685221,0.22767443450685218,1
Malathion,as.factor(Replicate),C-B,0,0.033333333333333326,-0.11934110117351887,0.18600776784018552,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),0.1-0,0,-0.01666666666666665,-0.1966705447907044,0.16333721145737107,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1-0,0,0.016666666666666698,-0.18458378718280113,0.21791712051613452,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),10-0,0,1.3877787807814457e-17,-0.18000387812403773,0.18000387812403773,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),100-0,0,0.016666666666666684,-0.16333721145737104,0.19667054479070442,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1000-0,0,0.01666666666666669,-0.16333721145737104,0.19667054479070442,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1-0.1,0,0.03333333333333335,-0.16791712051613447,0.23458378718280118,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),10-0.1,0,0.016666666666666663,-0.16333721145737107,0.1966705447907044,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),100-0.1,0,0.03333333333333333,-0.1466705447907044,0.21333721145737106,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1000-0.1,0,0.03333333333333334,-0.1466705447907044,0.21333721145737106,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),10-1,0,-0.016666666666666684,-0.21791712051613452,0.18458378718280113,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),100-1,0,-1.3877787807814457e-17,-0.20125045384946783,0.20125045384946783,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1000-1,0,-6.938893903907228e-18,-0.20125045384946783,0.20125045384946783,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),100-10,0,0.01666666666666667,-0.16333721145737107,0.1966705447907044,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1000-10,0,0.016666666666666677,-0.16333721145737107,0.1966705447907044,1
NN-Dimethylformamide,as.factor(Dose..mg.L.),1000-100,0,6.938893903907228e-18,-0.18000387812403773,0.18000387812403773,1
NN-Dimethylformamide,as.factor(Replicate),B-A,0,-0.00944444444444445,-0.11437133177073848,0.09548244288184958,1
NN-Dimethylformamide,as.factor(Replicate),C-A,0,0,-0.10004386167160881,0.10004386167160881,1
NN-Dimethylformamide,as.factor(Replicate),C-B,0,0.00944444444444445,-0.09548244288184958,0.11437133177073848,1
Prochloraz,as.factor(Dose..mg.L.),1e-04-0,0,0.016666666666666677,-0.12747493636168922,0.16080826969502254,1
Prochloraz,as.factor(Dose..mg.L.),0.001-0,0,-0.016666666666666663,-0.16080826969502254,0.12747493636168922,1
Prochloraz,as.factor(Dose..mg.L.),0.01-0,0,2.7755575615628914e-17,-0.14414160302835585,0.1441416030283559,1
Prochloraz,as.factor(Dose..mg.L.),0.1-0,0,0.11666666666666663,-0.027474936361689253,0.2608082696950225,0.6084152146363713
Prochloraz,as.factor(Dose..mg.L.),1-0,0,-0.016666666666666684,-0.16080826969502257,0.1274749363616892,1
Prochloraz,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.03333333333333334,-0.1774749363616892,0.11080826969502254,1
Prochloraz,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.01666666666666665,-0.16080826969502254,0.12747493636168922,1
Prochloraz,as.factor(Dose..mg.L.),0.1-1e-04,0,0.09999999999999995,-0.04414160302835593,0.24414160302835583,0.8609958601521613
Prochloraz,as.factor(Dose..mg.L.),1-1e-04,0,-0.03333333333333336,-0.17747493636168923,0.11080826969502253,1
Prochloraz,as.factor(Dose..mg.L.),0.01-0.001,0,0.01666666666666669,-0.1274749363616892,0.16080826969502257,1
Prochloraz,as.factor(Dose..mg.L.),0.1-0.001,0,0.1333333333333333,-0.010808269695022577,0.2774749363616892,0.6084152146363713
Prochloraz,as.factor(Dose..mg.L.),1-0.001,0,-2.0816681711721685e-17,-0.1441416030283559,0.14414160302835585,1
Prochloraz,as.factor(Dose..mg.L.),0.1-0.01,0,0.1166666666666666,-0.02747493636168928,0.26080826969502247,0.6084152146363713
Prochloraz,as.factor(Dose..mg.L.),1-0.01,0,-0.01666666666666671,-0.1608082696950226,0.12747493636168916,1
Prochloraz,as.factor(Dose..mg.L.),1-0.1,0,-0.1333333333333333,-0.2774749363616892,0.010808269695022577,0.6084152146363713
Prochloraz,as.factor(Replicate),B-A,0,0.04166666666666668,-0.03877580215208672,0.12210913548542007,1
Prochloraz,as.factor(Replicate),C-A,0,0.008333333333333345,-0.07210913548542006,0.08877580215208675,1
Prochloraz,as.factor(Replicate),C-B,0,-0.03333333333333333,-0.11377580215208674,0.04710913548542007,1
SDS,as.factor(Dose..mg.L.),1e-05-0,0,2.7755575615628914e-17,-0.16368708621158473,0.1636870862115848,1
SDS,as.factor(Dose..mg.L.),1e-04-0,0,0.03333333333333334,-0.1303537528782514,0.1970204195449181,1
SDS,as.factor(Dose..mg.L.),0.001-0,0,-0.01666666666666665,-0.1803537528782514,0.14702041954491812,1
SDS,as.factor(Dose..mg.L.),0.01-0,0,0.04999999999999999,-0.11368708621158477,0.21368708621158475,1
SDS,as.factor(Dose..mg.L.),0.1-0,0,0.02500000000000001,-0.15800772590398598,0.20800772590398603,1
SDS,as.factor(Dose..mg.L.),1e-04-1e-05,0,0.03333333333333331,-0.13035375287825146,0.19702041954491806,1
SDS,as.factor(Dose..mg.L.),0.001-1e-05,0,-0.016666666666666677,-0.18035375287825145,0.14702041954491807,1
SDS,as.factor(Dose..mg.L.),0.01-1e-05,0,0.04999999999999996,-0.1136870862115848,0.21368708621158472,1
SDS,as.factor(Dose..mg.L.),0.1-1e-05,0,0.02499999999999998,-0.15800772590398604,0.20800772590398597,1
SDS,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.04999999999999999,-0.21368708621158475,0.11368708621158477,1
SDS,as.factor(Dose..mg.L.),0.01-1e-04,0,0.01666666666666665,-0.14702041954491812,0.1803537528782514,1
SDS,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.008333333333333331,-0.19134105923731934,0.17467439257065268,1
SDS,as.factor(Dose..mg.L.),0.01-0.001,0,0.06666666666666664,-0.09702041954491812,0.23035375287825138,1
SDS,as.factor(Dose..mg.L.),0.1-0.001,0,0.04166666666666666,-0.14134105923731935,0.22467439257065266,1
SDS,as.factor(Dose..mg.L.),0.1-0.01,0,-0.02499999999999998,-0.20800772590398597,0.15800772590398604,1
SDS,as.factor(Replicate),B-A,0,0.003611111111111086,-0.09180448010108044,0.09902670232330263,1
