Identifier,BPA-1ug/L-B
ENSDARG00000006207,1
ENSDARG00000014770,0
ENSDARG00000020607,0
ENSDARG00000005675,0
ENSDARG00000098454,0
ENSDARG00000008310,4
ENSDARG00000060235,0
ENSDARG00000027963,0
ENSDARG00000097524,0
ENSDARG00000097820,0
ENSDARG00000098020,0
ENSDARG00000097720,0
ENSDARG00000096913,0
ENSDARG00000077060,1
ENSDARG00000097941,0
ENSDARG00000011163,2
ENSDARG00000044199,9
ENSDARG00000025094,1
ENSDARG00000006915,2
ENSDARG00000076800,0
ENSDARG00000087225,0
ENSDARG00000044194,1
ENSDARG00000060120,0
ENSDARG00000060115,2
ENSDARG00000076797,0
ENSDARG00000074599,0
ENSDARG00000075297,0
ENSDARG00000077044,0
ENSDARG00000096903,0
ENSDARG00000097469,0
ENSDARG00000112918,2
ENSDARG00000003732,0
ENSDARG00000087873,0
ENSDARG00000053483,3
ENSDARG00000091832,0
ENSDARG00000097710,0
ENSDARG00000014181,0
ENSDARG00000006607,2
ENSDARG00000091616,0
ENSDARG00000097174,0
ENSDARG00000053459,1
ENSDARG00000058522,1
ENSDARG00000109575,0
ENSDARG00000044191,0
ENSDARG00000053447,1
ENSDARG00000073869,0
ENSDARG00000097338,0
ENSDARG00000053454,1
ENSDARG00000103109,1
ENSDARG00000104277,0
ENSDARG00000112767,0
ENSDARG00000113500,0
ENSDARG00000098161,0
ENSDARG00000116778,0
ENSDARG00000042590,3
ENSDARG00000017354,0
ENSDARG00000060153,0
ENSDARG00000070486,1
ENSDARG00000070485,0
ENSDARG00000040031,3
ENSDARG00000060123,1
ENSDARG00000081106,0
ENSDARG00000097631,0
ENSDARG00000107680,0
ENSDARG00000026086,0
ENSDARG00000097861,0
ENSDARG00000096954,1
ENSDARG00000091625,0
ENSDARG00000075540,0
ENSDARG00000060116,0
ENSDARG00000077038,1
ENSDARG00000044182,4
ENSDARG00000028862,1
ENSDARG00000079897,0
ENSDARG00000060095,0
ENSDARG00000060094,0
ENSDARG00000044175,0
ENSDARG00000053311,0
ENSDARG00000070471,0
ENSDARG00000008732,2
ENSDARG00000075926,0
ENSDARG00000101268,0
ENSDARG00000086028,0
ENSDARG00000097613,11
ENSDARG00000116192,0
ENSDARG00000005526,2
ENSDARG00000040156,3
ENSDARG00000109913,0
ENSDARG00000081967,0
ENSDARG00000100446,11
ENSDARG00000080152,0
ENSDARG00000086724,1
ENSDARG00000025974,0
ENSDARG00000113655,0
ENSDARG00000078561,5
ENSDARG00000044167,0
ENSDARG00000053272,0
ENSDARG00000100945,0
ENSDARG00000094064,0
ENSDARG00000086490,0
ENSDARG00000007412,0
ENSDARG00000013224,3
ENSDARG00000053179,0
ENSDARG00000005050,0
ENSDARG00000032603,0
ENSDARG00000034240,2
ENSDARG00000015829,1
ENSDARG00000096857,0
ENSDARG00000021309,5
ENSDARG00000074690,1
ENSDARG00000115420,0
ENSDARG00000106387,0
ENSDARG00000079446,0
ENSDARG00000100281,0
ENSDARG00000016963,0
ENSDARG00000003904,0
ENSDARG00000097845,2
ENSDARG00000003697,0
ENSDARG00000033726,0
ENSDARG00000020893,4
ENSDARG00000003754,3
ENSDARG00000081976,0
ENSDARG00000014050,1
ENSDARG00000089026,0
ENSDARG00000096832,0
ENSDARG00000002241,0
ENSDARG00000101406,220
ENSDARG00000030408,76
ENSDARG00000109360,0
ENSDARG00000099379,0
ENSDARG00000015807,2
ENSDARG00000070435,4
ENSDARG00000115555,0
ENSDARG00000109508,0
ENSDARG00000075557,1
ENSDARG00000003307,1
ENSDARG00000012871,6
ENSDARG00000095783,0
ENSDARG00000043081,7
ENSDARG00000021097,0
ENSDARG00000043094,4
ENSDARG00000095955,0
ENSDARG00000053066,0
ENSDARG00000095897,76
ENSDARG00000016255,5
ENSDARG00000097690,0
ENSDARG00000097047,0
ENSDARG00000005191,26
ENSDARG00000077858,0
ENSDARG00000053047,18
ENSDARG00000059972,1
ENSDARG00000107962,0
ENSDARG00000090367,0
ENSDARG00000038075,10
ENSDARG00000038074,0
ENSDARG00000038076,39
ENSDARG00000077473,1
ENSDARG00000059604,1
ENSDARG00000052279,1
ENSDARG00000075530,0
ENSDARG00000097807,0
ENSDARG00000097300,0
ENSDARG00000097572,1
ENSDARG00000074781,0
ENSDARG00000108044,0
ENSDARG00000097496,1
ENSDARG00000008141,1
ENSDARG00000017244,3
ENSDARG00000020979,0
ENSDARG00000052073,7
ENSDARG00000078868,2
ENSDARG00000022652,0
ENSDARG00000038593,0
ENSDARG00000076787,0
ENSDARG00000038583,0
ENSDARG00000059523,0
ENSDARG00000013078,31
ENSDARG00000001557,0
ENSDARG00000038577,33
ENSDARG00000030335,2
ENSDARG00000014239,0
ENSDARG00000082321,0
ENSDARG00000020232,3
ENSDARG00000096319,3
ENSDARG00000018896,2
ENSDARG00000075296,0
ENSDARG00000068176,3
ENSDARG00000002760,1
ENSDARG00000059906,7
ENSDARG00000024669,3
ENSDARG00000097547,0
ENSDARG00000099370,0
ENSDARG00000074148,0
ENSDARG00000015947,10
ENSDARG00000099958,0
ENSDARG00000070341,0
ENSDARG00000087254,0
ENSDARG00000094030,0
ENSDARG00000070344,0
ENSDARG00000105705,0
ENSDARG00000105736,0
ENSDARG00000105681,0
ENSDARG00000105838,0
ENSDARG00000091877,0
ENSDARG00000093273,0
ENSDARG00000055467,0
ENSDARG00000105789,0
ENSDARG00000116365,0
ENSDARG00000044704,0
ENSDARG00000105787,0
ENSDARG00000105791,0
ENSDARG00000105815,0
ENSDARG00000105803,0
ENSDARG00000061222,0
ENSDARG00000107017,0
ENSDARG00000070404,0
ENSDARG00000017294,3
ENSDARG00000091061,0
ENSDARG00000098280,3
ENSDARG00000101769,0
ENSDARG00000104372,24
ENSDARG00000100263,0
ENSDARG00000078781,3
ENSDARG00000103308,0
ENSDARG00000100531,1
ENSDARG00000103390,0
ENSDARG00000082031,0
ENSDARG00000059916,0
ENSDARG00000078195,0
ENSDARG00000083753,0
ENSDARG00000059931,0
ENSDARG00000099817,1
ENSDARG00000070951,2
ENSDARG00000042123,2
ENSDARG00000034897,180
ENSDARG00000042128,2
ENSDARG00000029930,0
ENSDARG00000078075,1
ENSDARG00000078901,0
ENSDARG00000009871,2
ENSDARG00000017606,0
ENSDARG00000059899,0
ENSDARG00000026246,0
ENSDARG00000114994,0
ENSDARG00000044061,0
ENSDARG00000082173,0
ENSDARG00000082908,0
ENSDARG00000078210,4
ENSDARG00000063649,2
ENSDARG00000052701,0
ENSDARG00000052705,1
ENSDARG00000100694,2
ENSDARG00000052708,2
ENSDARG00000115052,0
ENSDARG00000030980,1
ENSDARG00000058771,0
ENSDARG00000003081,44
ENSDARG00000112224,0
ENSDARG00000014169,1
ENSDARG00000059853,0
ENSDARG00000079972,0
ENSDARG00000059854,0
ENSDARG00000022512,0
ENSDARG00000114670,1
ENSDARG00000101618,0
ENSDARG00000099084,0
ENSDARG00000104495,0
ENSDARG00000098114,0
ENSDARG00000016345,1
ENSDARG00000075815,1
ENSDARG00000085124,0
ENSDARG00000084755,0
ENSDARG00000097417,0
ENSDARG00000084754,0
ENSDARG00000116691,0
ENSDARG00000097801,0
ENSDARG00000077028,0
ENSDARG00000103277,2
ENSDARG00000018984,0
ENSDARG00000040607,2
ENSDARG00000040608,2
ENSDARG00000040606,3
ENSDARG00000115394,0
ENSDARG00000098824,0
ENSDARG00000115249,0
ENSDARG00000114973,0
ENSDARG00000101494,0
ENSDARG00000100280,0
ENSDARG00000097460,0
ENSDARG00000091831,3
ENSDARG00000011125,22
ENSDARG00000097058,0
ENSDARG00000074903,0
ENSDARG00000074794,1
ENSDARG00000097467,1
ENSDARG00000074337,0
ENSDARG00000098420,0
ENSDARG00000115726,0
ENSDARG00000100055,5
ENSDARG00000100580,0
ENSDARG00000088899,1
ENSDARG00000091130,1
ENSDARG00000106003,0
ENSDARG00000087071,0
ENSDARG00000057857,0
ENSDARG00000038465,5
ENSDARG00000016527,0
ENSDARG00000019516,0
ENSDARG00000038467,0
ENSDARG00000059824,1
ENSDARG00000059818,1
ENSDARG00000115217,0
ENSDARG00000031388,5
ENSDARG00000086980,0
ENSDARG00000059836,3
ENSDARG00000034396,4
ENSDARG00000013390,0
ENSDARG00000102677,0
ENSDARG00000104414,0
ENSDARG00000087907,0
ENSDARG00000052638,2
ENSDARG00000079860,0
ENSDARG00000101244,0
ENSDARG00000100986,0
ENSDARG00000102610,0
ENSDARG00000110093,0
ENSDARG00000100119,1
ENSDARG00000005774,4
ENSDARG00000059794,1
ENSDARG00000045019,8
ENSDARG00000021882,0
ENSDARG00000101024,0
ENSDARG00000034086,0
ENSDARG00000033579,0
ENSDARG00000099851,0
ENSDARG00000110019,0
ENSDARG00000068082,0
ENSDARG00000104974,0
ENSDARG00000097651,0
ENSDARG00000039328,0
ENSDARG00000013522,11
ENSDARG00000039325,0
ENSDARG00000009505,5
ENSDARG00000012485,0
ENSDARG00000059775,8
ENSDARG00000111902,1
ENSDARG00000116076,3
ENSDARG00000113112,0
ENSDARG00000063150,0
ENSDARG00000106769,0
ENSDARG00000091521,0
ENSDARG00000041203,6
ENSDARG00000019406,0
ENSDARG00000098696,0
ENSDARG00000105631,0
ENSDARG00000067794,0
ENSDARG00000102296,0
ENSDARG00000105657,0
ENSDARG00000117751,0
ENSDARG00000117818,12
ENSDARG00000117735,2
ENSDARG00000076386,3
ENSDARG00000019743,0
ENSDARG00000117262,0
ENSDARG00000105495,0
ENSDARG00000111755,0
ENSDARG00000098854,0
ENSDARG00000115070,0
ENSDARG00000090965,0
ENSDARG00000092488,0
ENSDARG00000105485,0
ENSDARG00000105551,1
ENSDARG00000039268,8
ENSDARG00000035028,1
ENSDARG00000105383,0
ENSDARG00000104227,4
ENSDARG00000105648,1
ENSDARG00000100163,0
ENSDARG00000079949,7
ENSDARG00000098100,0
ENSDARG00000117582,0
ENSDARG00000059103,0
ENSDARG00000081256,0
ENSDARG00000100576,0
ENSDARG00000110326,0
ENSDARG00000105486,0
ENSDARG00000058829,0
ENSDARG00000105514,0
ENSDARG00000108556,0
ENSDARG00000105590,1
ENSDARG00000068030,3
ENSDARG00000089961,0
ENSDARG00000105625,0
ENSDARG00000102537,0
ENSDARG00000087424,0
ENSDARG00000053761,1
ENSDARG00000078093,0
ENSDARG00000076146,0
ENSDARG00000105316,0
ENSDARG00000087289,0
ENSDARG00000105427,0
ENSDARG00000117746,0
ENSDARG00000097745,0
ENSDARG00000087375,0
ENSDARG00000041333,0
ENSDARG00000097459,0
ENSDARG00000105466,0
ENSDARG00000076286,0
ENSDARG00000117704,0
ENSDARG00000117506,0
ENSDARG00000100155,0
ENSDARG00000104895,0
ENSDARG00000098767,0
ENSDARG00000100858,0
ENSDARG00000105369,0
ENSDARG00000039888,0
ENSDARG00000076398,0
ENSDARG00000092908,0
ENSDARG00000086565,0
ENSDARG00000105375,0
ENSDARG00000095410,0
ENSDARG00000076257,0
ENSDARG00000079234,0
ENSDARG00000105464,0
ENSDARG00000026505,0
ENSDARG00000094779,0
ENSDARG00000043770,2
ENSDARG00000043736,0
ENSDARG00000088682,0
ENSDARG00000043769,0
ENSDARG00000043768,0
ENSDARG00000043767,0
ENSDARG00000105145,0
ENSDARG00000086282,0
ENSDARG00000086419,0
ENSDARG00000070850,0
ENSDARG00000042752,0
ENSDARG00000025505,0
ENSDARG00000070852,0
ENSDARG00000089958,0
ENSDARG00000091095,0
ENSDARG00000034330,0
ENSDARG00000070851,0
ENSDARG00000113320,0
ENSDARG00000095326,0
ENSDARG00000105367,0
ENSDARG00000093595,0
ENSDARG00000105477,0
ENSDARG00000011170,21
ENSDARG00000085711,0
ENSDARG00000103845,0
ENSDARG00000105450,3
ENSDARG00000114345,0
ENSDARG00000105334,0
ENSDARG00000107773,0
ENSDARG00000041159,0
ENSDARG00000105343,0
ENSDARG00000086654,0
ENSDARG00000105443,2
ENSDARG00000071173,0
ENSDARG00000097682,0
ENSDARG00000055253,0
ENSDARG00000055313,0
ENSDARG00000099863,0
ENSDARG00000093836,0
ENSDARG00000093662,0
ENSDARG00000091495,0
ENSDARG00000086460,0
ENSDARG00000093312,0
ENSDARG00000086358,0
ENSDARG00000088252,0
ENSDARG00000113384,0
ENSDARG00000078012,0
ENSDARG00000094716,0
ENSDARG00000095250,0
ENSDARG00000089067,0
ENSDARG00000115633,0
ENSDARG00000055346,0
ENSDARG00000075036,0
ENSDARG00000111848,0
ENSDARG00000075634,0
ENSDARG00000095481,0
ENSDARG00000078821,0
ENSDARG00000095757,0
ENSDARG00000092384,0
ENSDARG00000093673,0
ENSDARG00000105413,0
ENSDARG00000094225,0
ENSDARG00000093876,0
ENSDARG00000055332,0
ENSDARG00000077899,0
ENSDARG00000077260,0
ENSDARG00000077136,0
ENSDARG00000085277,0
ENSDARG00000077395,0
ENSDARG00000041389,0
ENSDARG00000053114,0
ENSDARG00000032631,0
ENSDARG00000095105,0
ENSDARG00000088615,0
ENSDARG00000093776,0
ENSDARG00000092167,0
ENSDARG00000060049,0
ENSDARG00000105364,0
ENSDARG00000081507,0
ENSDARG00000105493,0
ENSDARG00000105406,0
ENSDARG00000090396,0
ENSDARG00000027397,1
ENSDARG00000052482,2
ENSDARG00000086815,0
ENSDARG00000092823,0
ENSDARG00000090099,0
ENSDARG00000094276,0
ENSDARG00000093835,0
ENSDARG00000092666,0
ENSDARG00000095133,0
ENSDARG00000094374,0
ENSDARG00000028912,0
ENSDARG00000097204,0
ENSDARG00000095068,0
ENSDARG00000105455,0
ENSDARG00000093987,0
ENSDARG00000105470,0
ENSDARG00000045200,0
ENSDARG00000088686,0
ENSDARG00000103819,0
ENSDARG00000099514,0
ENSDARG00000105314,1
ENSDARG00000105352,2
ENSDARG00000105397,0
ENSDARG00000105431,1
ENSDARG00000098970,0
ENSDARG00000029838,0
ENSDARG00000105342,0
ENSDARG00000105407,0
ENSDARG00000100259,0
ENSDARG00000099123,0
ENSDARG00000101249,0
ENSDARG00000102806,0
ENSDARG00000105328,2
ENSDARG00000101720,0
ENSDARG00000099920,0
ENSDARG00000100906,0
ENSDARG00000105508,0
ENSDARG00000105384,0
ENSDARG00000105439,0
ENSDARG00000105473,0
ENSDARG00000015607,0
ENSDARG00000105372,0
ENSDARG00000105379,0
ENSDARG00000105353,0
ENSDARG00000105459,0
ENSDARG00000105430,0
ENSDARG00000104588,0
ENSDARG00000105382,0
ENSDARG00000100279,0
ENSDARG00000105468,1
ENSDARG00000105318,0
ENSDARG00000105400,0
ENSDARG00000105414,0
ENSDARG00000105374,0
ENSDARG00000086552,0
ENSDARG00000058564,0
ENSDARG00000105471,0
ENSDARG00000105418,0
ENSDARG00000105502,0
ENSDARG00000113763,0
ENSDARG00000105376,0
ENSDARG00000100024,0
ENSDARG00000105340,0
ENSDARG00000105345,0
ENSDARG00000105478,2
ENSDARG00000105350,1
ENSDARG00000105482,0
ENSDARG00000105366,0
ENSDARG00000105483,0
ENSDARG00000105484,0
ENSDARG00000098595,0
ENSDARG00000074012,0
ENSDARG00000105355,0
ENSDARG00000105393,0
ENSDARG00000105409,7
ENSDARG00000103015,0
ENSDARG00000105507,0
ENSDARG00000105359,0
ENSDARG00000105444,0
ENSDARG00000058479,4
ENSDARG00000074818,0
ENSDARG00000105438,0
ENSDARG00000090815,0
ENSDARG00000078619,1
ENSDARG00000045199,1
ENSDARG00000084145,0
ENSDARG00000018049,6
ENSDARG00000104153,0
ENSDARG00000113916,0
ENSDARG00000116246,0
ENSDARG00000103834,2
ENSDARG00000001431,17
ENSDARG00000092003,0
ENSDARG00000073728,0
ENSDARG00000070100,0
ENSDARG00000084430,0
ENSDARG00000004658,2
ENSDARG00000070107,1
ENSDARG00000077583,0
ENSDARG00000111661,0
ENSDARG00000025391,2
ENSDARG00000070116,0
ENSDARG00000003269,3
ENSDARG00000105410,0
ENSDARG00000105378,0
ENSDARG00000062752,2
ENSDARG00000011410,0
ENSDARG00000062749,2
ENSDARG00000077639,1
ENSDARG00000112042,0
ENSDARG00000110604,0
ENSDARG00000109750,1
ENSDARG00000109762,0
ENSDARG00000060176,3
ENSDARG00000102776,0
ENSDARG00000099169,0
ENSDARG00000102299,1
ENSDARG00000116224,0
ENSDARG00000110601,0
ENSDARG00000099377,0
ENSDARG00000105415,0
ENSDARG00000100612,0
ENSDARG00000070065,0
ENSDARG00000036893,2
ENSDARG00000099026,2
ENSDARG00000039100,0
ENSDARG00000105433,0
ENSDARG00000039099,2
ENSDARG00000076388,0
ENSDARG00000092521,0
ENSDARG00000105358,0
ENSDARG00000092352,0
ENSDARG00000105405,0
ENSDARG00000076530,0
ENSDARG00000105489,0
ENSDARG00000074983,0
ENSDARG00000104386,0
ENSDARG00000076958,0
ENSDARG00000098097,0
ENSDARG00000056166,0
ENSDARG00000098977,0
ENSDARG00000098445,0
ENSDARG00000044584,1
ENSDARG00000017504,0
ENSDARG00000058702,0
ENSDARG00000076239,0
ENSDARG00000100900,0
ENSDARG00000012446,0
ENSDARG00000104574,0
ENSDARG00000024651,1
ENSDARG00000070097,2
ENSDARG00000079027,0
ENSDARG00000116050,0
ENSDARG00000007398,0
ENSDARG00000076933,0
ENSDARG00000006494,2
ENSDARG00000086879,0
ENSDARG00000078541,1
ENSDARG00000075555,0
ENSDARG00000108388,0
ENSDARG00000105432,0
ENSDARG00000104487,0
ENSDARG00000098443,1
ENSDARG00000101762,0
ENSDARG00000103212,0
ENSDARG00000103697,12
ENSDARG00000114931,0
ENSDARG00000058452,0
ENSDARG00000113043,0
ENSDARG00000039881,2
ENSDARG00000114647,0
ENSDARG00000063030,2
ENSDARG00000079017,0
ENSDARG00000102908,1
ENSDARG00000102637,0
ENSDARG00000076117,0
ENSDARG00000113756,0
ENSDARG00000105718,1
ENSDARG00000090696,0
ENSDARG00000117744,0
ENSDARG00000115178,0
ENSDARG00000099543,0
ENSDARG00000058369,1
ENSDARG00000079672,0
ENSDARG00000082308,0
ENSDARG00000006474,0
ENSDARG00000027903,0
ENSDARG00000084684,0
ENSDARG00000062959,0
ENSDARG00000017927,0
ENSDARG00000013360,3
ENSDARG00000114466,0
ENSDARG00000015551,37
ENSDARG00000045999,0
ENSDARG00000011201,157
ENSDARG00000058336,0
ENSDARG00000078060,0
ENSDARG00000084136,0
ENSDARG00000062971,6
ENSDARG00000058349,4
ENSDARG00000099257,4
ENSDARG00000062956,2
ENSDARG00000080109,0
ENSDARG00000036870,4
ENSDARG00000016774,0
ENSDARG00000098647,0
ENSDARG00000007760,1
ENSDARG00000029063,6
ENSDARG00000038976,0
ENSDARG00000076449,0
ENSDARG00000002701,0
ENSDARG00000025797,0
ENSDARG00000012504,0
ENSDARG00000058257,1
ENSDARG00000105391,0
ENSDARG00000062909,4
ENSDARG00000085584,0
ENSDARG00000011449,0
ENSDARG00000083794,0
ENSDARG00000003203,1
ENSDARG00000101727,1
ENSDARG00000101584,1
ENSDARG00000082766,0
ENSDARG00000033099,0
ENSDARG00000083129,0
ENSDARG00000075129,0
ENSDARG00000016307,0
ENSDARG00000086214,2
ENSDARG00000098326,0
ENSDARG00000023868,2
ENSDARG00000112830,0
ENSDARG00000057427,1
ENSDARG00000017078,0
ENSDARG00000030347,0
ENSDARG00000089706,0
ENSDARG00000036809,3
ENSDARG00000034434,2
ENSDARG00000057477,0
ENSDARG00000057527,0
ENSDARG00000073970,0
ENSDARG00000070006,0
ENSDARG00000045936,1
ENSDARG00000008852,0
ENSDARG00000045935,1
ENSDARG00000117257,0
ENSDARG00000084280,0
ENSDARG00000105564,0
ENSDARG00000060962,0
ENSDARG00000074813,0
ENSDARG00000084639,0
ENSDARG00000054184,0
ENSDARG00000105558,0
ENSDARG00000105603,0
ENSDARG00000006889,1
ENSDARG00000101144,0
ENSDARG00000101706,0
ENSDARG00000057323,0
ENSDARG00000115398,0
ENSDARG00000073688,0
ENSDARG00000102039,0
ENSDARG00000102605,0
ENSDARG00000086393,0
ENSDARG00000028386,1
ENSDARG00000019791,0
ENSDARG00000067964,10
ENSDARG00000098626,0
ENSDARG00000028333,0
ENSDARG00000099748,0
ENSDARG00000103653,0
ENSDARG00000087920,0
ENSDARG00000100389,0
ENSDARG00000036748,0
ENSDARG00000103252,0
ENSDARG00000103866,0
ENSDARG00000100740,0
ENSDARG00000036743,0
ENSDARG00000067977,0
ENSDARG00000077998,0
ENSDARG00000057620,0
ENSDARG00000043398,0
ENSDARG00000000460,0
ENSDARG00000069848,0
ENSDARG00000112323,0
ENSDARG00000115144,0
ENSDARG00000112065,0
ENSDARG00000079517,0
ENSDARG00000033963,0
ENSDARG00000110393,0
ENSDARG00000117125,0
ENSDARG00000087631,0
ENSDARG00000069773,0
ENSDARG00000077557,0
ENSDARG00000075288,0
ENSDARG00000111430,0
ENSDARG00000110751,0
ENSDARG00000076846,0
ENSDARG00000109301,0
ENSDARG00000001234,0
ENSDARG00000089456,0
ENSDARG00000091348,9
ENSDARG00000088036,0
ENSDARG00000104840,0
ENSDARG00000062834,1
ENSDARG00000058038,1
ENSDARG00000108995,0
ENSDARG00000013031,1
ENSDARG00000057328,0
ENSDARG00000079684,2
ENSDARG00000057331,0
ENSDARG00000057353,4
ENSDARG00000105521,0
ENSDARG00000058044,2
ENSDARG00000087452,1
ENSDARG00000077909,0
ENSDARG00000103713,1
ENSDARG00000067925,0
ENSDARG00000105532,2
ENSDARG00000009610,0
ENSDARG00000078801,0
ENSDARG00000076302,2
ENSDARG00000099518,1
ENSDARG00000008660,4
ENSDARG00000077419,0
ENSDARG00000036678,0
ENSDARG00000098379,0
ENSDARG00000006754,0
ENSDARG00000022020,0
ENSDARG00000057142,0
ENSDARG00000102221,3
ENSDARG00000111708,0
ENSDARG00000105667,0
ENSDARG00000103276,0
ENSDARG00000007526,9
ENSDARG00000001634,3
ENSDARG00000080020,1
ENSDARG00000062485,1
ENSDARG00000102066,1
ENSDARG00000105037,2
ENSDARG00000007366,2
ENSDARG00000036575,0
ENSDARG00000088656,0
ENSDARG00000055504,1
ENSDARG00000086421,4
ENSDARG00000100946,0
ENSDARG00000079463,1
ENSDARG00000013329,1
ENSDARG00000104639,0
ENSDARG00000103316,1
ENSDARG00000055226,3
ENSDARG00000069313,1
ENSDARG00000014657,0
ENSDARG00000105614,0
ENSDARG00000100942,0
ENSDARG00000089432,0
ENSDARG00000104169,6
ENSDARG00000101750,0
ENSDARG00000062085,1
ENSDARG00000089821,0
ENSDARG00000010940,0
ENSDARG00000076472,0
ENSDARG00000069326,1
ENSDARG00000077986,0
ENSDARG00000100885,0
ENSDARG00000100703,2
ENSDARG00000056233,0
ENSDARG00000088810,2
ENSDARG00000020397,1
ENSDARG00000110363,0
ENSDARG00000069331,0
ENSDARG00000069335,0
ENSDARG00000055342,0
ENSDARG00000056346,1
ENSDARG00000069334,0
ENSDARG00000105602,0
ENSDARG00000036414,1
ENSDARG00000117632,0
ENSDARG00000091234,0
ENSDARG00000105541,0
ENSDARG00000105617,0
ENSDARG00000056184,3
ENSDARG00000016687,10
ENSDARG00000077414,0
ENSDARG00000090444,0
ENSDARG00000036420,0
ENSDARG00000036422,2
ENSDARG00000055797,1
ENSDARG00000105585,0
ENSDARG00000061850,0
ENSDARG00000100712,0
ENSDARG00000105530,0
ENSDARG00000036426,0
ENSDARG00000036427,8
ENSDARG00000055791,0
ENSDARG00000104557,0
ENSDARG00000098410,0
ENSDARG00000079034,0
ENSDARG00000099752,0
ENSDARG00000103211,1
ENSDARG00000075140,0
ENSDARG00000036430,0
ENSDARG00000069376,0
ENSDARG00000021405,1
ENSDARG00000056007,0
ENSDARG00000017874,1
ENSDARG00000112049,1
ENSDARG00000114549,1
ENSDARG00000098932,2
ENSDARG00000086150,0
ENSDARG00000042277,2
ENSDARG00000036445,2
ENSDARG00000087352,0
ENSDARG00000088087,8
ENSDARG00000102693,0
ENSDARG00000069388,2
ENSDARG00000114494,0
ENSDARG00000113445,0
ENSDARG00000117035,0
ENSDARG00000055185,1
ENSDARG00000101135,4
ENSDARG00000012827,0
ENSDARG00000036394,1
ENSDARG00000055163,0
ENSDARG00000061610,0
ENSDARG00000073844,0
ENSDARG00000061611,0
ENSDARG00000078731,0
ENSDARG00000077329,1
ENSDARG00000114045,0
ENSDARG00000038901,4
ENSDARG00000087162,0
ENSDARG00000069662,0
ENSDARG00000069660,1
ENSDARG00000022532,0
ENSDARG00000036376,3
ENSDARG00000104636,0
ENSDARG00000100454,0
ENSDARG00000100550,0
ENSDARG00000055046,2
ENSDARG00000105629,0
ENSDARG00000088589,1
ENSDARG00000116684,0
ENSDARG00000087440,0
ENSDARG00000032862,0
ENSDARG00000090052,0
ENSDARG00000016260,4
ENSDARG00000036382,0
ENSDARG00000105545,0
ENSDARG00000091111,0
ENSDARG00000022129,7
ENSDARG00000055080,1
ENSDARG00000036386,0
ENSDARG00000008188,2
ENSDARG00000013317,8
ENSDARG00000022466,0
ENSDARG00000004196,10
ENSDARG00000085871,0
ENSDARG00000102228,0
ENSDARG00000034855,0
ENSDARG00000105634,0
ENSDARG00000106225,0
ENSDARG00000018228,0
ENSDARG00000080681,0
ENSDARG00000069600,2
ENSDARG00000036560,0
ENSDARG00000097133,0
ENSDARG00000074183,0
ENSDARG00000030176,3
ENSDARG00000029170,0
ENSDARG00000105524,0
ENSDARG00000036499,0
ENSDARG00000036501,3
ENSDARG00000030241,1
ENSDARG00000105547,0
ENSDARG00000036505,0
ENSDARG00000102029,0
ENSDARG00000076443,2
ENSDARG00000101235,0
ENSDARG00000105607,0
ENSDARG00000024598,0
ENSDARG00000012640,0
ENSDARG00000098710,0
ENSDARG00000054473,0
ENSDARG00000021135,2
ENSDARG00000088835,0
ENSDARG00000105601,0
ENSDARG00000026842,7
ENSDARG00000081623,0
ENSDARG00000083434,0
ENSDARG00000080493,0
ENSDARG00000077842,2
ENSDARG00000090568,2
ENSDARG00000002235,1
ENSDARG00000054539,0
ENSDARG00000098915,0
ENSDARG00000069563,0
ENSDARG00000027907,1
ENSDARG00000105536,0
ENSDARG00000061301,1
ENSDARG00000007989,3
ENSDARG00000075831,10
ENSDARG00000099215,0
ENSDARG00000013526,1
ENSDARG00000111039,0
ENSDARG00000044125,6
ENSDARG00000087017,0
ENSDARG00000024877,0
ENSDARG00000061385,0
ENSDARG00000103961,0
ENSDARG00000077256,11
ENSDARG00000089877,6
ENSDARG00000061411,0
ENSDARG00000054786,3
ENSDARG00000054805,0
ENSDARG00000079281,1
ENSDARG00000105583,0
ENSDARG00000054829,2
ENSDARG00000006545,1
ENSDARG00000105581,0
ENSDARG00000061472,0
ENSDARG00000036344,3
ENSDARG00000036345,0
ENSDARG00000079900,1
ENSDARG00000105573,0
ENSDARG00000011462,1
ENSDARG00000054856,0
ENSDARG00000002685,0
ENSDARG00000105626,0
ENSDARG00000040224,0
ENSDARG00000032458,1
ENSDARG00000008278,1
ENSDARG00000024109,2
ENSDARG00000001939,1
ENSDARG00000099819,3
ENSDARG00000103682,2
ENSDARG00000082440,0
ENSDARG00000080698,0
ENSDARG00000080156,0
ENSDARG00000083784,0
ENSDARG00000080531,0
ENSDARG00000082087,0
ENSDARG00000069496,2
ENSDARG00000105562,0
ENSDARG00000054931,0
ENSDARG00000105612,0
ENSDARG00000075403,0
ENSDARG00000105594,0
ENSDARG00000054934,0
ENSDARG00000054937,1
ENSDARG00000098874,1
ENSDARG00000103228,0
ENSDARG00000077121,7
ENSDARG00000105572,0
ENSDARG00000007370,1
ENSDARG00000115458,0
ENSDARG00000084791,0
ENSDARG00000037560,0
ENSDARG00000056690,1
ENSDARG00000056722,4
ENSDARG00000114221,0
ENSDARG00000114950,0
ENSDARG00000056725,25
ENSDARG00000011545,2
ENSDARG00000079313,1
ENSDARG00000109765,0
ENSDARG00000069463,1
ENSDARG00000069461,1
ENSDARG00000105575,1
