Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.34
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 633
Total Run Time: 19 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	118	118	1	1	1	1	1	1	1	1	1	21	117	4763	0.90287	0.41563	0.41563	0.85	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
R-DRE-72312	rRNA processing	118	118	1	1	1	1	1	1	1	1	1	21	117	4763	0.90287	0.41563	0.41563	0.85	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
R-DRE-72766	Translation	143	145	1	1	0	1	1	1	1	0	0	22	145	4735	0.51581	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8868773	rRNA processing in the nucleus and cytosol	118	118	1	1	1	1	1	1	1	1	1	21	117	4763	0.90287	0.41563	0.41563	0.85	447856	utp3	ENSDARG00000056720		0.417382	0.417382	0.417382		0.417382		0.212255	0.212255	0.212255		0.212255		0.820748	0.820748	0.820748		0.820748										0.417382	0.212255	0.820748	0	1	0															1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Poly 2,1(1)	1.5755168199539185	1.5755168199539185	1.5755168199539185	1.5755168199539185	0.0	1.5755168199539185	0.417382	0.417382	0.212255	0.212255	0.820748	0.820748	DOWN	0.0	1.0	0.0	
R-DRE-8953854	Metabolism of RNA	372	376	8	7	3	8	8	8	8	3	3	19	373	4507	0.91705	0.23572	0.23572	0.8	447856;30671;100126123	utp3;hsp70.3;hsp70.1	ENSDARG00000056720;ENSDARG00000021924;ENSDARG00000092362		3.421250666666667	4.91684	0.417382	2.601434312828469	3.76704151661492	2.4118705498191684	1.8695783333333331	2.69624	0.212255	1.4352855024030355	2.06007988477209	1.3304945048961478	6.262125999999999	8.96633	0.820748	4.712400413736931	6.88944741439301	4.369689865214494									0.417382;4.92953;4.91684	0.212255;2.70024;2.69624	0.820748;8.9993;8.96633	2	1	2	30671;100126123	ENSDARG00000021924;ENSDARG00000092362	4.923185	4.923185	0.00897318505275497	2.69824	2.69824	0.002828427124315829	8.982814999999999	8.982814999999999	0.02331331057634922	4.92953;4.91684	2.70024;2.69624	8.9993;8.96633	1	447856	ENSDARG00000056720	0.417382	0.417382		0.212255	0.212255		0.820748	0.820748		0.417382	0.212255	0.820748	0						Linear,2(0.67);Poly 2,1(0.34)	2.7511100291279753	9.597357392311096	1.5755168199539185	5.70545768737793	2.2019355921165804	2.316382884979248	0.4774506171169999	6.365050716216333	0.24539988982766836	3.4937567768389983	0.9295429310953702	11.594709068904628	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-927802	Nonsense-Mediated Decay (NMD)	80	80	1	1	0	1	1	1	1	0	0	22	80	4800	0.69574	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	80	80	1	1	0	1	1	1	1	0	0	22	80	4800	0.69574	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-199992	trans-Golgi Network Vesicle Budding	39	39	2	2	0	2	2	2	2	0	0	22	39	4841	0.83853	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-432720	Lysosome Vesicle Biogenesis	21	21	1	1	0	1	1	1	1	0	0	22	21	4859	0.90969	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-446203	Asparagine N-linked glycosylation	153	160	9	8	2	8	8	8	9	2	2	20	158	4722	0.96667	0.16016	0.16016	1.25	558856;553211	sec22c;st8sia4	ENSDARG00000063387;ENSDARG00000103600		2.5538455000000004	2.5538455000000004	0.533331	2.8574390088714927	2.0778786191522656	2.7770251612278662	1.41032	1.41032	0.23114	1.6676123484791063	1.132543905565621	1.6206825190399157	4.65562	4.65562	1.23061	4.843695593263474	3.8488000902333037	4.707384652501655									4.57436;0.533331	2.5895;0.23114	8.08063;1.23061	1	1	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Linear,1(0.5);Poly 2,1(0.5)	2.101727378556015	4.204422235488892	2.0571155548095703	2.1473066806793213	0.06377475670535036	2.102211117744446	-1.4063629199999994	6.51405392	-0.9008728000000001	3.7215128	-2.0573995999999974	11.368639599999998	CONFLICT	0.5	0.5	0.0	
R-DRE-948021	Transport to the Golgi and subsequent modification	100	104	6	6	1	6	6	6	6	1	1	21	103	4777	0.92177	0.37674	0.37674	0.96	558856	sec22c	ENSDARG00000063387		4.57436	4.57436	4.57436		4.57436		2.5895	2.5895	2.5895		2.5895		8.08063	8.08063	8.08063		8.08063										4.57436	2.5895	8.08063	1	0	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	0															0						Linear,1(1)	2.0571155548095703	2.0571155548095703	2.0571155548095703	2.0571155548095703	0.0	2.0571155548095703	4.57436	4.57436	2.5895	2.5895	8.08063	8.08063	UP	1.0	0.0	0.0	
R-DRE-975576	N-glycan antennae elongation in the medial/trans-Golgi	16	18	1	1	0	1	1	1	1	0	0	22	18	4862	0.9221	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975578	Reactions specific to the complex N-glycan synthesis pathway	6	8	1	1	0	1	1	1	1	0	0	22	8	4872	0.96463	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-199977	ER to Golgi Anterograde Transport	80	82	5	5	1	5	5	5	5	1	1	21	81	4799	0.94856	0.3106	0.3106	1.22	558856	sec22c	ENSDARG00000063387		4.57436	4.57436	4.57436		4.57436		2.5895	2.5895	2.5895		2.5895		8.08063	8.08063	8.08063		8.08063										4.57436	2.5895	8.08063	1	0	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	0															0						Linear,1(1)	2.0571155548095703	2.0571155548095703	2.0571155548095703	2.0571155548095703	0.0	2.0571155548095703	4.57436	4.57436	2.5895	2.5895	8.08063	8.08063	UP	1.0	0.0	0.0	
R-DRE-204005	COPII-mediated vesicle transport	41	42	2	2	1	2	2	2	2	1	1	21	41	4839	0.98515	0.17281	0.17281	2.38	558856	sec22c	ENSDARG00000063387		4.57436	4.57436	4.57436		4.57436		2.5895	2.5895	2.5895		2.5895		8.08063	8.08063	8.08063		8.08063										4.57436	2.5895	8.08063	1	0	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	0															0						Linear,1(1)	2.0571155548095703	2.0571155548095703	2.0571155548095703	2.0571155548095703	0.0	2.0571155548095703	4.57436	4.57436	2.5895	2.5895	8.08063	8.08063	UP	1.0	0.0	0.0	
R-DRE-196854	Metabolism of vitamins and cofactors	87	90	3	1	0	3	3	1	3	0	0	22	90	4790	0.66461	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9012999	RHO GTPase cycle	244	252	5	4	0	4	4	4	5	0	0	22	252	4628	0.31235	1.0	0.62591	0.0																																		0	0	0															0															0																							
R-DRE-1630316	Glycosaminoglycan metabolism	69	78	1	1	0	1	1	1	1	0	0	22	78	4802	0.70213	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-71387	Metabolism of carbohydrates	134	148	4	3	0	4	4	3	4	0	0	22	148	4732	0.50869	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-166016	Toll Like Receptor 4 (TLR4) Cascade	48	49	2	2	0	2	2	2	2	0	0	22	49	4831	0.80132	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-166166	MyD88-independent TLR4 cascade 	44	45	2	2	0	2	2	2	2	0	0	22	45	4835	0.81601	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-166520	Signaling by NTRKs	48	49	4	3	0	3	3	3	4	0	0	22	49	4831	0.80132	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168138	Toll Like Receptor 9 (TLR9) Cascade	49	49	2	2	0	2	2	2	2	0	0	22	49	4831	0.80132	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168142	Toll Like Receptor 10 (TLR10) Cascade	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168164	Toll Like Receptor 3 (TLR3) Cascade	44	45	2	2	0	2	2	2	2	0	0	22	45	4835	0.81601	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168176	Toll Like Receptor 5 (TLR5) Cascade	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168179	Toll Like Receptor TLR1:TLR2 Cascade	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	47	47	2	2	0	2	2	2	2	0	0	22	47	4833	0.80863	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168188	Toll Like Receptor TLR6:TLR2 Cascade	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168898	Toll-like Receptor Cascades	57	60	2	2	0	2	2	2	2	0	0	22	60	4820	0.76222	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-181438	Toll Like Receptor 2 (TLR2) Cascade	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-187037	Signaling by NTRK1 (TRKA)	42	43	3	2	0	2	2	2	3	0	0	22	43	4837	0.82345	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-198725	Nuclear Events (kinase and transcription factor activation)	18	18	1	1	0	1	1	1	1	0	0	22	18	4862	0.9221	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-198753	ERK/MAPK targets	11	11	1	1	0	1	1	1	1	0	0	22	11	4869	0.95168	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-202670	ERKs are inactivated	9	9	1	1	0	1	1	1	1	0	0	22	9	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-448424	Interleukin-17 signaling	33	33	1	1	0	1	1	1	1	0	0	22	33	4847	0.86163	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-449147	Signaling by Interleukins	101	122	4	3	1	2	2	2	4	1	1	21	121	4759	0.89724	0.42631	0.42631	0.82	406452	sqstm1	ENSDARG00000075014		0.741721	0.741721	0.741721		0.741721		0.238029	0.238029	0.238029		0.23802899999999996		2.31128	2.31128	2.31128		2.31128										0.741721	0.238029	2.31128	0	1	0															1	406452	ENSDARG00000075014	0.741721	0.741721		0.238029	0.238029		2.31128	2.31128		0.741721	0.238029	2.31128	0						Poly 2,1(1)	1.7721986770629883	1.7721986770629883	1.7721986770629883	1.7721986770629883	0.0	1.7721986770629883	0.741721	0.741721	0.238029	0.238029	2.31128	2.31128	DOWN	0.0	1.0	0.0	
R-DRE-450282	MAPK targets/ Nuclear events mediated by MAP kinases	18	18	1	1	0	1	1	1	1	0	0	22	18	4862	0.9221	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-450294	MAP kinase activation	33	33	1	1	0	1	1	1	1	0	0	22	33	4847	0.86163	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-937061	TRIF(TICAM1)-mediated TLR4 signaling 	44	45	2	2	0	2	2	2	2	0	0	22	45	4835	0.81601	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975155	MyD88 dependent cascade initiated on endosome	47	47	2	2	0	2	2	2	2	0	0	22	47	4833	0.80863	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-975871	MyD88 cascade initiated on plasma membrane	46	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3247509	Chromatin modifying enzymes	85	100	1	1	0	1	1	1	1	0	0	22	100	4780	0.63482	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-4839726	Chromatin organization	85	100	1	1	0	1	1	1	1	0	0	22	100	4780	0.63482	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69473	G2/M DNA damage checkpoint	48	56	2	2	0	2	2	2	2	0	0	22	56	4824	0.77622	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69481	G2/M Checkpoints	95	106	2	2	0	2	2	2	2	0	0	22	106	4774	0.61755	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-73894	DNA Repair	169	177	2	2	0	2	2	2	2	0	0	22	177	4703	0.44449	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	43	46	1	1	0	1	1	1	1	0	0	22	46	4834	0.81231	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2029482	Regulation of actin dynamics for phagocytic cup formation	36	39	1	1	0	1	1	1	1	0	0	22	39	4841	0.83853	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-422475	Axon guidance	144	145	6	6	1	6	6	6	6	1	1	21	144	4736	0.86324	0.48419	0.48419	0.69	553211	st8sia4	ENSDARG00000103600		0.533331	0.533331	0.533331		0.533331		0.23114	0.23114	0.23114		0.23114		1.23061	1.23061	1.23061		1.23061										0.533331	0.23114	1.23061	0	1	0															1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Poly 2,1(1)	2.1473066806793213	2.1473066806793213	2.1473066806793213	2.1473066806793213	0.0	2.1473066806793213	0.533331	0.533331	0.23114	0.23114	1.23061	1.23061	DOWN	0.0	1.0	0.0	
R-DRE-69231	Cyclin D associated events in G1	32	32	1	1	0	1	1	1	1	0	0	22	32	4848	0.86554	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69236	G1 Phase	32	32	1	1	0	1	1	1	1	0	0	22	32	4848	0.86554	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8878171	Transcriptional regulation by RUNX1	109	134	4	3	0	3	3	3	4	0	0	22	134	4746	0.54276	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	48	54	2	2	0	2	2	2	2	0	0	22	54	4826	0.78331	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9675108	Nervous system development	145	146	6	6	1	6	6	6	6	1	1	21	145	4735	0.86171	0.48657	0.48657	0.68	553211	st8sia4	ENSDARG00000103600		0.533331	0.533331	0.533331		0.533331		0.23114	0.23114	0.23114		0.23114		1.23061	1.23061	1.23061		1.23061										0.533331	0.23114	1.23061	0	1	0															1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Poly 2,1(1)	2.1473066806793213	2.1473066806793213	2.1473066806793213	2.1473066806793213	0.0	2.1473066806793213	0.533331	0.533331	0.23114	0.23114	1.23061	1.23061	DOWN	0.0	1.0	0.0	
R-DRE-112315	Transmission across Chemical Synapses	125	133	7	5	1	6	6	5	7	1	1	21	132	4748	0.88131	0.45472	0.45472	0.75	30725	chrna1	ENSDARG00000009021		0.726727	0.726727	0.726727		0.726727		0.238977	0.238977	0.238977		0.238977		2.20997	2.20997	2.20997		2.20997										0.726727	0.238977	2.20997	0	1	0															1	30725	ENSDARG00000009021	0.726727	0.726727		0.238977	0.238977		2.20997	2.20997		0.726727	0.238977	2.20997	0						Poly 2,1(1)	1.951396107673645	1.951396107673645	1.951396107673645	1.951396107673645	0.0	1.951396107673645	0.726727	0.726727	0.238977	0.238977	2.20997	2.20997	DOWN	0.0	1.0	0.0	
R-DRE-112316	Neuronal System	191	208	8	6	1	7	7	6	8	1	1	21	207	4673	0.76089	0.61556	0.61556	0.48	30725	chrna1	ENSDARG00000009021		0.726727	0.726727	0.726727		0.726727		0.238977	0.238977	0.238977		0.238977		2.20997	2.20997	2.20997		2.20997										0.726727	0.238977	2.20997	0	1	0															1	30725	ENSDARG00000009021	0.726727	0.726727		0.238977	0.238977		2.20997	2.20997		0.726727	0.238977	2.20997	0						Poly 2,1(1)	1.951396107673645	1.951396107673645	1.951396107673645	1.951396107673645	0.0	1.951396107673645	0.726727	0.726727	0.238977	0.238977	2.20997	2.20997	DOWN	0.0	1.0	0.0	
R-DRE-71291	Metabolism of amino acids and derivatives	144	156	8	6	2	6	6	5	8	1	1	21	155	4725	0.84616	0.50986	0.50986	0.64	322614	arg2	ENSDARG00000039269		0.772573	0.772573	0.772573		0.772573		0.23649	0.23649	0.23649		0.23649000000000003		2.52386	2.52386	2.52386		2.52386										0.772573	0.23649	2.52386	0	1	0															1	322614	ENSDARG00000039269	0.772573	0.772573		0.23649	0.23649		2.52386	2.52386		0.772573	0.23649	2.52386	0						Poly 2,1(1)	1.9719352722167969	1.9719352722167969	1.9719352722167969	1.9719352722167969	0.0	1.9719352722167969	0.772573	0.772573	0.23649	0.23649	2.52386	2.52386	DOWN	0.0	1.0	0.0	
R-DRE-191859	snRNP Assembly	26	26	1	0	0	1	1	1	1	0	0	22	26	4854	0.88936	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-194441	Metabolism of non-coding RNA	26	26	1	0	0	1	1	1	1	0	0	22	26	4854	0.88936	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-390247	Beta-oxidation of very long chain fatty acids	9	9	2	2	1	1	1	1	2	0	0	22	9	4871	0.96029	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-390918	Peroxisomal lipid metabolism	17	17	2	2	1	1	1	1	2	0	0	22	17	4863	0.92627	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-556833	Metabolism of lipids	322	349	18	11	3	13	13	11	18	2	2	20	347	4533	0.79665	0.47133	0.66755	0.57	393136;325875	cpne3;dgat1a	ENSDARG00000104177;ENSDARG00000103503		3.244522	3.244522	0.541544	3.8225881463961033	4.412861298724545	3.4470489847229717	1.594266	1.594266	0.232352	1.9260372495857911	2.182941767129122	1.7368192678519774	6.61394	6.61394	1.26218	7.568531574565834	8.927192836442646	6.824982990790533									0.541544;5.9475	0.232352;2.95618	1.26218;11.9657	0	2	0															2	393136;325875	ENSDARG00000104177;ENSDARG00000103503	3.244522	3.244522	3.8225881463961033	1.594266	1.594266	1.9260372495857911	6.61394	6.61394	7.568531574565834	0.541544;5.9475	0.232352;2.95618	1.26218;11.9657	0						Linear,1(0.5);Poly 2,1(0.5)	1.8269223757214408	3.656714677810669	1.7559336423873901	1.9007810354232788	0.10242257385286997	1.8283573389053345	-2.0533148799999994	8.542358879999998	-1.07508544	4.263617439999999	-3.8755095999999973	17.103389599999996	DOWN	0.0	1.0	0.0	
R-DRE-8978868	Fatty acid metabolism	89	94	7	4	1	4	4	3	7	0	0	22	94	4786	0.65254	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9033241	Peroxisomal protein import	36	39	2	2	1	1	1	1	2	0	0	22	39	4841	0.83853	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9609507	Protein localization	73	76	5	4	2	4	4	4	5	1	1	21	75	4805	0.95514	0.29143	0.29143	1.32	791518	hmox1a	ENSDARG00000027529		3.86685	3.86685	3.86685		3.86685		2.33241	2.33241	2.33241		2.33241		6.41076	6.41076	6.41076		6.410760000000001										3.86685	2.33241	6.41076	1	0	1	791518	ENSDARG00000027529	3.86685	3.86685		2.33241	2.33241		6.41076	6.41076		3.86685	2.33241	6.41076	0															0						Linear,1(1)	2.4351484775543213	2.4351484775543213	2.4351484775543213	2.4351484775543213	0.0	2.4351484775543213	3.86685	3.86685	2.33241	2.33241	6.41076	6.41076	UP	1.0	0.0	0.0	
R-DRE-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	17	28	1	1	1	1	1	1	1	1	1	21	27	4853	0.99323	0.11864	0.11864	3.57	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
R-DRE-2022377	Metabolism of Angiotensinogen to Angiotensins	11	13	3	0	0	1	1	0	3	0	0	22	13	4867	0.94313	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2980736	Peptide hormone metabolism	33	40	6	3	0	3	3	2	6	0	0	22	40	4840	0.83473	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1428517	The citric acid (TCA) cycle and respiratory electron transport	118	119	1	1	0	0	0	0	1	0	0	22	119	4761	0.58168	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	80	81	1	1	0	0	0	0	1	0	0	22	81	4799	0.69256	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-611105	Respiratory electron transport	63	64	1	1	0	0	0	0	1	0	0	22	64	4816	0.74845	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9707564	Cytoprotection by HMOX1	37	41	2	2	1	1	1	1	2	1	1	21	40	4840	0.98582	0.16904	0.16904	2.44	791518	hmox1a	ENSDARG00000027529		3.86685	3.86685	3.86685		3.86685		2.33241	2.33241	2.33241		2.33241		6.41076	6.41076	6.41076		6.410760000000001										3.86685	2.33241	6.41076	1	0	1	791518	ENSDARG00000027529	3.86685	3.86685		2.33241	2.33241		6.41076	6.41076		3.86685	2.33241	6.41076	0															0						Linear,1(1)	2.4351484775543213	2.4351484775543213	2.4351484775543213	2.4351484775543213	0.0	2.4351484775543213	3.86685	3.86685	2.33241	2.33241	6.41076	6.41076	UP	1.0	0.0	0.0	
R-DRE-9013148	CDC42 GTPase cycle	81	82	3	3	0	3	3	3	3	0	0	22	82	4798	0.6894	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013149	RAC1 GTPase cycle	89	91	2	2	0	2	2	2	2	0	0	22	91	4789	0.66157	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013404	RAC2 GTPase cycle	39	39	1	1	0	1	1	1	1	0	0	22	39	4841	0.83853	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013423	RAC3 GTPase cycle	50	51	2	1	0	1	1	1	2	0	0	22	51	4829	0.79407	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-983231	Factors involved in megakaryocyte development and platelet production	72	83	4	4	0	4	4	4	4	0	0	22	83	4797	0.68626	1.0	1.0	0.0																																		0	0	0															0															0																							
