Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Fenitrothion_DESeq_normData
Work Source: Fenitrothion_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:42.56
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 690
Total Run Time: 24 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-1296072	Voltage gated Potassium channels	22	22	2	2	2	1	1	1	2	1	1	74	21	4806	0.9562	0.28818	0.28818	4.55	561003	kcng4a	ENSDARG00000062967		0.585533	0.585533	0.585533		0.585533		0.297177	0.297177	0.297177		0.297177		1.15368	1.15368	1.15368		1.15368										0.585533	0.297177	1.15368	1	0	1	561003	ENSDARG00000062967	0.585533	0.585533		0.297177	0.297177		1.15368	1.15368		0.585533	0.297177	1.15368	0															0						Linear,1(1)	1.659493327140808	1.659493327140808	1.659493327140808	1.659493327140808	0.0	1.659493327140808	0.585533	0.585533	0.297177	0.297177	1.15368	1.15368	UP	1.0	0.0	0.0	
R-DRE-3371453	Regulation of HSF1-mediated heat shock response	45	45	4	3	1	4	4	4	4	1	1	74	44	4783	0.84956	0.50191	0.50191	2.22	403080	dnajc2	ENSDARG00000070477		0.503063	0.503063	0.503063		0.503063		0.2763	0.2763	0.2763		0.2763		0.915933	0.915933	0.915933		0.9159330000000001										0.503063	0.2763	0.915933	1	0	1	403080	ENSDARG00000070477	0.503063	0.503063		0.2763	0.2763		0.915933	0.915933		0.503063	0.2763	0.915933	0															0						Linear,1(1)	2.0218183994293213	2.0218183994293213	2.0218183994293213	2.0218183994293213	0.0	2.0218183994293213	0.503063	0.503063	0.2763	0.2763	0.915933	0.915933	UP	1.0	0.0	0.0	
R-DRE-3371556	Cellular response to heat stress	59	60	4	3	1	4	4	4	4	1	1	74	59	4768	0.76636	0.60574	0.60574	1.67	403080	dnajc2	ENSDARG00000070477		0.503063	0.503063	0.503063		0.503063		0.2763	0.2763	0.2763		0.2763		0.915933	0.915933	0.915933		0.9159330000000001										0.503063	0.2763	0.915933	1	0	1	403080	ENSDARG00000070477	0.503063	0.503063		0.2763	0.2763		0.915933	0.915933		0.503063	0.2763	0.915933	0															0						Linear,1(1)	2.0218183994293213	2.0218183994293213	2.0218183994293213	2.0218183994293213	0.0	2.0218183994293213	0.503063	0.503063	0.2763	0.2763	0.915933	0.915933	UP	1.0	0.0	0.0	
R-DRE-350562	Regulation of ornithine decarboxylase (ODC)	36	39	2	2	2	2	2	2	2	2	2	73	37	4790	0.97881	0.11922	0.11922	5.13	30647;114426	psme2;odc1	ENSDARG00000033144;ENSDARG00000007377		0.20542515	0.20542515	0.0373563	0.23768524708244937	0.15286704758023137	0.22576440910983117	0.12636985	0.12636985	0.0219307	0.147699262372718	0.09370988033677223	0.1402915709108679	0.3340094	0.3340094	0.0636318	0.3823716688818878	0.24945754168234485	0.36319424509975695	0.5	0.20542515			0.12636985		0.3340094		0.0373563;0.373494	0.0219307;0.230809	0.0636318;0.604387	2	0	2	30647;114426	ENSDARG00000033144;ENSDARG00000007377	0.20542515	0.20542515	0.23768524708244937	0.12636985	0.12636985	0.147699262372718	0.3340094	0.3340094	0.3823716688818878	0.0373563;0.373494	0.0219307;0.230809	0.0636318;0.604387	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.7421685077010194	3.4851062297821045	1.7059437036514282	1.7791625261306763	0.05177352588557032	1.7425531148910522	-0.12398979599999999	0.5348400959999999	-0.07833088399999999	0.331070584	-0.1959306959999999	0.8639494959999999	UP	1.0	0.0	0.0	
R-DRE-351202	Metabolism of polyamines	41	44	2	2	2	2	2	2	2	2	2	73	42	4785	0.9709	0.14513	0.14513	4.55	30647;114426	psme2;odc1	ENSDARG00000033144;ENSDARG00000007377		0.20542515	0.20542515	0.0373563	0.23768524708244937	0.15286704758023137	0.22576440910983117	0.12636985	0.12636985	0.0219307	0.147699262372718	0.09370988033677223	0.1402915709108679	0.3340094	0.3340094	0.0636318	0.3823716688818878	0.24945754168234485	0.36319424509975695									0.0373563;0.373494	0.0219307;0.230809	0.0636318;0.604387	2	0	2	30647;114426	ENSDARG00000033144;ENSDARG00000007377	0.20542515	0.20542515	0.23768524708244937	0.12636985	0.12636985	0.147699262372718	0.3340094	0.3340094	0.3823716688818878	0.0373563;0.373494	0.0219307;0.230809	0.0636318;0.604387	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.7421685077010194	3.4851062297821045	1.7059437036514282	1.7791625261306763	0.05177352588557032	1.7425531148910522	-0.12398979599999999	0.5348400959999999	-0.07833088399999999	0.331070584	-0.1959306959999999	0.8639494959999999	UP	1.0	0.0	0.0	
R-DRE-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	13	13	1	0	0	0	0	0	1	0	0	75	13	4814	0.81817	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-196849	Metabolism of water-soluble vitamins and cofactors	63	64	6	5	4	5	5	5	6	4	4	71	60	4767	0.99723	0.016078	0.016078	6.25	678609;557854;406409;100321249	slc52a3;slc19a3a;cyb5a;slc23a2	ENSDARG00000042737;ENSDARG00000006447;ENSDARG00000098589;ENSDARG00000017365		0.223361175	0.16255685	0.03343	0.23227594637396806	0.16042803730147667	0.1998352879208737	0.1280822	0.10342455	0.0204887	0.12778189430189238	0.09540154047367538	0.11392949491342717	0.39516609999999996	0.2610795	0.0545454	0.4311955828659504	0.27407871200145983	0.36137676892799897	2.5	0.400366			0.23224050000000002		0.6988315		0.534901;0.265831;0.03343;0.0592827	0.284991;0.17949;0.0204887;0.0273591	1.00396;0.393703;0.0545454;0.128456	3	1	3	678609;557854;406409	ENSDARG00000042737;ENSDARG00000006447;ENSDARG00000098589	0.27805399999999997	0.265831	0.2509588457436796	0.16165656666666667	0.17949	0.13314987865057684	0.48406946666666667	0.393703	0.48111494925501264	0.534901;0.265831;0.03343	0.284991;0.17949;0.0204887	1.00396;0.393703;0.0545454	1	100321249	ENSDARG00000017365	0.0592827	0.0592827		0.0273591	0.0273591		0.128456	0.128456		0.0592827	0.0273591	0.128456	0						Linear,2(0.5);Poly 2,2(0.5)	1.68394656042738	6.769780397415161	1.5467538833618164	1.991464376449585	0.20243602337453578	1.6157810688018799	-0.004269252446488708	0.4509916024464887	0.0028559435841454817	0.25330845641585453	-0.027405571208631296	0.8177377712086314	UP	0.75	0.25	0.0	
R-DRE-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	9	10	1	1	0	1	1	1	1	0	0	75	10	4817	0.85699	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2142753	Arachidonic acid metabolism	29	30	4	4	3	4	4	4	4	3	3	72	27	4800	0.99898	0.010383	0.010383	10.0	447803;140634;100150054	pon1;cyp1a;cyp1b1	ENSDARG00000032496;ENSDARG00000098315;ENSDARG00000068934		0.16871433333333333	0.139633	0.122116	0.06612314483093895	0.1637385621502519	0.06617549763649756	0.12002696666666668	0.102261	0.0901849	0.04166955334777816	0.11678229252882626	0.04179025711100815	0.237438	0.190662	0.165352	0.10371248867903997	0.22986181781025142	0.10361047557514065	0.5	0.1308745	2.0	0.244394	0.09622295	0.167635	0.178007	0.3563	0.139633;0.122116;0.244394	0.102261;0.0901849;0.167635	0.190662;0.165352;0.3563	3	0	3	447803;140634;100150054	ENSDARG00000032496;ENSDARG00000098315;ENSDARG00000068934	0.16871433333333333	0.139633	0.06612314483093895	0.12002696666666668	0.102261	0.04166955334777816	0.237438	0.190662	0.10371248867903997	0.139633;0.122116;0.244394	0.102261;0.0901849;0.167635	0.190662;0.165352;0.3563	0															0						Linear,3(1)	3.4000441840728124	12.985852360725403	1.8842421770095825	8.705374717712402	3.7990179512444318	2.396235466003418	0.09388895101643115	0.24353971565023552	0.07287342809565828	0.16718050523767505	0.12007627081594727	0.3547997291840528	UP	1.0	0.0	0.0	
R-DRE-382556	ABC-family proteins mediated transport	62	65	6	6	2	6	6	6	6	2	2	73	63	4764	0.92338	0.26213	0.26213	3.08	557317;30647	abcg5;psme2	ENSDARG00000063078;ENSDARG00000033144		0.039189600000000005	0.039189600000000005	0.0373563	0.0025926777238985295	0.03829733264987407	0.002264883160738906	0.022577	0.022577	0.0219307	9.140062253618433E-4	0.022262445705347522	7.984476009303541E-4	0.06804845000000001	0.06804845000000001	0.0636318	0.006246086330254941	0.06589886586650646	0.005456388049897684									0.0410229;0.0373563	0.0232233;0.0219307	0.0724651;0.0636318	2	0	2	557317;30647	ENSDARG00000063078;ENSDARG00000033144	0.039189600000000005	0.039189600000000005	0.0025926777238985295	0.022577	0.022577	9.140062253618433E-4	0.06804845000000001	0.06804845000000001	0.006246086330254941	0.0410229;0.0373563	0.0232233;0.0219307	0.0724651;0.0636318	0															0						Poly 2,2(1)	1.7180816849347278	3.4362497329711914	1.7059437036514282	1.7303060293197632	0.01722676568555474	1.7181248664855957	0.03559633200000001	0.042782868	0.021310252000000002	0.023843747999999998	0.05939181600000001	0.076705084	UP	1.0	0.0	0.0	
R-DRE-1483226	Synthesis of PI	2	2	1	1	1	1	1	1	1	1	1	74	1	4826	0.99977	0.030369	0.030369	50.0	337272	pitpnm3	ENSDARG00000055255		0.0520034	0.0520034	0.0520034		0.0520034		0.0260526	0.0260526	0.0260526		0.0260526		0.103804	0.103804	0.103804		0.103804		0.0	0.0520034	0.0	0.0520034	0.0260526	0.0260526	0.103804	0.103804	0.0520034	0.0260526	0.103804	0	1	0															1	337272	ENSDARG00000055255	0.0520034	0.0520034		0.0260526	0.0260526		0.103804	0.103804		0.0520034	0.0260526	0.103804	0						Poly 2,1(1)	1.6625885963439941	1.6625885963439941	1.6625885963439941	1.6625885963439941	0.0	1.6625885963439941	0.0520034	0.0520034	0.0260526	0.0260526	0.103804	0.103804	DOWN	0.0	1.0	0.0	
R-DRE-1638074	Keratan sulfate/keratin metabolism	22	23	4	3	3	3	3	3	4	2	2	73	21	4806	0.99511	0.047506	0.047506	8.7	791159;724080	galns;b4galt5	ENSDARG00000051853;ENSDARG00000037815		0.1788209	0.1788209	0.0654388	0.16034650355034244	0.23169860787732288	0.1418410984873601	0.1107767	0.1107767	0.0282744	0.11667587158697379	0.14925307782866304	0.1032104437978635	0.29660549999999997	0.29660549999999997	0.151453	0.20527663411236072	0.36429988467503344	0.18158589449469126	0.5	0.1788209			0.1107767		0.29660549999999997		0.292203;0.0654388	0.193279;0.0282744	0.441758;0.151453	1	1	1	791159	ENSDARG00000051853	0.292203	0.292203		0.193279	0.193279		0.441758	0.441758		0.292203	0.193279	0.441758	1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Linear,1(0.5);Poly 2,1(0.5)	1.748348031584141	3.5338053703308105	1.511512279510498	2.0222930908203125	0.3611765753771362	1.7669026851654053	-0.04340801599999991	0.4010498159999999	-0.05092780799999996	0.272481208	0.012106600000000023	0.5811043999999999	CONFLICT	0.5	0.5	0.0	
R-DRE-2022854	Keratan sulfate biosynthesis	20	21	3	2	2	2	2	2	3	1	1	74	20	4807	0.95979	0.27707	0.27707	4.76	724080	b4galt5	ENSDARG00000037815		0.0654388	0.0654388	0.0654388		0.0654388		0.0282744	0.0282744	0.0282744		0.0282744		0.151453	0.151453	0.151453		0.151453										0.0654388	0.0282744	0.151453	0	1	0															1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Poly 2,1(1)	2.0222930908203125	2.0222930908203125	2.0222930908203125	2.0222930908203125	0.0	2.0222930908203125	0.0654388	0.0654388	0.0282744	0.0282744	0.151453	0.151453	DOWN	0.0	1.0	0.0	
R-DRE-5173105	O-linked glycosylation	51	52	2	1	1	2	2	2	2	1	1	74	51	4776	0.81138	0.55335	0.55335	1.92	724080	b4galt5	ENSDARG00000037815		0.0654388	0.0654388	0.0654388		0.0654388		0.0282744	0.0282744	0.0282744		0.0282744		0.151453	0.151453	0.151453		0.151453										0.0654388	0.0282744	0.151453	0	1	0															1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Poly 2,1(1)	2.0222930908203125	2.0222930908203125	2.0222930908203125	2.0222930908203125	0.0	2.0222930908203125	0.0654388	0.0654388	0.0282744	0.0282744	0.151453	0.151453	DOWN	0.0	1.0	0.0	
R-DRE-913709	O-linked glycosylation of mucins	28	29	2	1	1	2	2	2	2	1	1	74	28	4799	0.92808	0.36136	0.36136	3.45	724080	b4galt5	ENSDARG00000037815		0.0654388	0.0654388	0.0654388		0.0654388		0.0282744	0.0282744	0.0282744		0.0282744		0.151453	0.151453	0.151453		0.151453										0.0654388	0.0282744	0.151453	0	1	0															1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Poly 2,1(1)	2.0222930908203125	2.0222930908203125	2.0222930908203125	2.0222930908203125	0.0	2.0222930908203125	0.0654388	0.0654388	0.0282744	0.0282744	0.151453	0.151453	DOWN	0.0	1.0	0.0	
R-DRE-9749641	Aspirin ADME	15	16	1	1	1	1	1	1	1	1	1	74	15	4812	0.97587	0.21891	0.21891	6.25	555510	cyp2aa12	ENSDARG00000102805		0.0420458	0.0420458	0.0420458		0.0420458		0.0235901	0.0235901	0.0235901		0.0235901		0.0749405	0.0749405	0.0749405		0.0749405		0.0	0.0420458			0.0235901		0.0749405		0.0420458	0.0235901	0.0749405	1	0	1	555510	ENSDARG00000102805	0.0420458	0.0420458		0.0235901	0.0235901		0.0749405	0.0749405		0.0420458	0.0235901	0.0749405	0															0						Poly 2,1(1)	1.8450993299484253	1.8450993299484253	1.8450993299484253	1.8450993299484253	0.0	1.8450993299484253	0.0420458	0.0420458	0.0235901	0.0235901	0.0749405	0.0749405	UP	1.0	0.0	0.0	
R-DRE-390522	Striated Muscle Contraction	25	25	2	2	0	2	2	2	2	0	0	75	25	4802	0.67949	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2682334	EPH-Ephrin signaling	53	53	1	1	0	1	1	1	1	0	0	75	53	4774	0.43975	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5658442	Regulation of RAS by GAPs	45	48	1	1	1	1	1	1	1	1	1	74	47	4780	0.83338	0.52463	0.52463	2.08	30647	psme2	ENSDARG00000033144		0.0373563	0.0373563	0.0373563		0.0373563		0.0219307	0.0219307	0.0219307		0.0219307		0.0636318	0.0636318	0.0636318		0.0636318										0.0373563	0.0219307	0.0636318	1	0	1	30647	ENSDARG00000033144	0.0373563	0.0373563		0.0219307	0.0219307		0.0636318	0.0636318		0.0373563	0.0219307	0.0636318	0															0						Poly 2,1(1)	1.7059437036514282	1.7059437036514282	1.7059437036514282	1.7059437036514282	0.0	1.7059437036514282	0.0373563	0.0373563	0.0219307	0.0219307	0.0636318	0.0636318	UP	1.0	0.0	0.0	
R-DRE-8848021	Signaling by PTK6	26	26	1	1	1	1	1	1	1	1	1	74	25	4802	0.94073	0.33096	0.33096	3.85	406596	socs3b	ENSDARG00000026611		0.396132	0.396132	0.396132		0.396132		0.240012	0.240012	0.240012		0.240012		0.653802	0.653802	0.653802		0.653802										0.396132	0.240012	0.653802	1	0	1	406596	ENSDARG00000026611	0.396132	0.396132		0.240012	0.240012		0.653802	0.653802		0.396132	0.240012	0.653802	0															0						Linear,1(1)	1.601833462715149	1.601833462715149	1.601833462715149	1.601833462715149	0.0	1.601833462715149	0.396132	0.396132	0.240012	0.240012	0.653802	0.653802	UP	1.0	0.0	0.0	
R-DRE-9006927	Signaling by Non-Receptor Tyrosine Kinases	26	26	1	1	1	1	1	1	1	1	1	74	25	4802	0.94073	0.33096	0.33096	3.85	406596	socs3b	ENSDARG00000026611		0.396132	0.396132	0.396132		0.396132		0.240012	0.240012	0.240012		0.240012		0.653802	0.653802	0.653802		0.653802										0.396132	0.240012	0.653802	1	0	1	406596	ENSDARG00000026611	0.396132	0.396132		0.240012	0.240012		0.653802	0.653802		0.396132	0.240012	0.653802	0															0						Linear,1(1)	1.601833462715149	1.601833462715149	1.601833462715149	1.601833462715149	0.0	1.601833462715149	0.396132	0.396132	0.240012	0.240012	0.653802	0.653802	UP	1.0	0.0	0.0	
R-DRE-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	101	101	3	1	0	2	2	1	3	0	0	75	101	4726	0.20733	1.0	0.40776	0.0																																		0	0	0															0															0																							
R-DRE-112310	Neurotransmitter release cycle	38	41	1	0	0	1	1	1	1	0	0	75	41	4786	0.53006	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-352230	Amino acid transport across the plasma membrane	26	29	2	0	0	2	2	2	2	0	0	75	29	4798	0.63864	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	59	62	4	1	1	3	3	3	4	1	1	74	61	4766	0.75498	0.61786	0.61786	1.61	100329340	slc34a1a	ENSDARG00000028824		0.0696545	0.0696545	0.0696545		0.0696545		0.0288699	0.0288699	0.0288699		0.0288699		0.168056	0.168056	0.168056		0.168056										0.0696545	0.0288699	0.168056	0	1	0															1	100329340	ENSDARG00000028824	0.0696545	0.0696545		0.0288699	0.0288699		0.168056	0.168056		0.0696545	0.0288699	0.168056	0						Poly 2,1(1)	1.5519930124282837	1.5519930124282837	1.5519930124282837	1.5519930124282837	0.0	1.5519930124282837	0.0696545	0.0696545	0.0288699	0.0288699	0.168056	0.168056	DOWN	0.0	1.0	0.0	
R-DRE-425407	SLC-mediated transmembrane transport	115	121	5	1	1	4	4	4	5	1	1	74	120	4707	0.44278	0.84878	1.0	0.83	100329340	slc34a1a	ENSDARG00000028824		0.0696545	0.0696545	0.0696545		0.0696545		0.0288699	0.0288699	0.0288699		0.0288699		0.168056	0.168056	0.168056		0.168056										0.0696545	0.0288699	0.168056	0	1	0															1	100329340	ENSDARG00000028824	0.0696545	0.0696545		0.0288699	0.0288699		0.168056	0.168056		0.0696545	0.0288699	0.168056	0						Poly 2,1(1)	1.5519930124282837	1.5519930124282837	1.5519930124282837	1.5519930124282837	0.0	1.5519930124282837	0.0696545	0.0696545	0.0288699	0.0288699	0.168056	0.168056	DOWN	0.0	1.0	0.0	
R-DRE-71288	Creatine metabolism	10	13	1	1	0	1	1	1	1	0	0	75	13	4814	0.81817	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-888590	GABA synthesis, release, reuptake and degradation	18	21	1	0	0	1	1	1	1	0	0	75	21	4806	0.72293	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	12	13	1	1	0	1	1	1	1	0	0	75	13	4814	0.81817	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-983705	Signaling by the B Cell Receptor (BCR)	55	59	2	2	1	2	2	2	2	1	1	74	58	4769	0.77204	0.59954	0.59954	1.69	30647	psme2	ENSDARG00000033144		0.0373563	0.0373563	0.0373563		0.0373563		0.0219307	0.0219307	0.0219307		0.0219307		0.0636318	0.0636318	0.0636318		0.0636318										0.0373563	0.0219307	0.0636318	1	0	1	30647	ENSDARG00000033144	0.0373563	0.0373563		0.0219307	0.0219307		0.0636318	0.0636318		0.0373563	0.0219307	0.0636318	0															0						Poly 2,1(1)	1.7059437036514282	1.7059437036514282	1.7059437036514282	1.7059437036514282	0.0	1.7059437036514282	0.0373563	0.0373563	0.0219307	0.0219307	0.0636318	0.0636318	UP	1.0	0.0	0.0	
R-DRE-198203	PI3K/AKT activation	8	8	1	1	0	1	1	1	1	0	0	75	8	4819	0.88388	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-202733	Cell surface interactions at the vascular wall	54	57	2	1	1	2	2	2	2	1	1	74	56	4771	0.78336	0.58684	0.58684	1.75	568465	si:dkey-93h22.7	ENSDARG00000099600		0.688669	0.688669	0.688669		0.688669		0.315488	0.315488	0.315488		0.315488		1.50328	1.50328	1.50328		1.50328										0.688669	0.315488	1.50328	1	0	1	568465	ENSDARG00000099600	0.688669	0.688669		0.315488	0.315488		1.50328	1.50328		0.688669	0.315488	1.50328	0															0						Linear,1(1)	1.55689537525177	1.55689537525177	1.55689537525177	1.55689537525177	0.0	1.55689537525177	0.688669	0.688669	0.315488	0.315488	1.50328	1.50328	UP	1.0	0.0	0.0	
R-DRE-2172127	DAP12 interactions	15	20	1	1	0	1	1	1	1	0	0	75	20	4807	0.73421	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2424491	DAP12 signaling	13	15	1	1	0	1	1	1	1	0	0	75	15	4812	0.79326	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-451927	Interleukin-2 family signaling	15	17	1	1	1	1	1	1	1	1	1	74	16	4811	0.97292	0.2309	0.2309	5.88	100134976	il21r.1	ENSDARG00000069961		0.468735	0.468735	0.468735		0.46873500000000007		0.265987	0.265987	0.265987		0.265987		0.826027	0.826027	0.826027		0.826027		0.0	0.468735			0.265987		0.826027		0.468735	0.265987	0.826027	1	0	1	100134976	ENSDARG00000069961	0.468735	0.468735		0.265987	0.265987		0.826027	0.826027		0.468735	0.265987	0.826027	0															0						Linear,1(1)	1.6182363033294678	1.6182363033294678	1.6182363033294678	1.6182363033294678	0.0	1.6182363033294678	0.468735	0.468735	0.265987	0.265987	0.826027	0.826027	UP	1.0	0.0	0.0	
R-DRE-1614635	Sulfur amino acid metabolism	11	11	1	1	0	1	1	1	1	0	0	75	11	4816	0.84386	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-168638	NOD1/2 Signaling Pathway	22	22	1	1	1	1	1	1	1	1	1	74	21	4806	0.9562	0.28818	0.28818	4.55	566185	caspbl	ENSDARG00000094433		0.0820844	0.0820844	0.0820844		0.0820844		0.0294337	0.0294337	0.0294337		0.0294337		0.228916	0.228916	0.228916		0.228916										0.0820844	0.0294337	0.228916	1	0	1	566185	ENSDARG00000094433	0.0820844	0.0820844		0.0294337	0.0294337		0.228916	0.228916		0.0820844	0.0294337	0.228916	0															0						Poly 2,1(1)	3.7821080684661865	3.7821080684661865	3.7821080684661865	3.7821080684661865	0.0	3.7821080684661865	0.0820844	0.0820844	0.0294337	0.0294337	0.228916	0.228916	UP	1.0	0.0	0.0	
R-DRE-6794361	Neurexins and neuroligins	14	14	1	1	0	1	1	1	1	0	0	75	14	4813	0.80562	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6794362	Protein-protein interactions at synapses	37	38	1	1	0	1	1	1	1	0	0	75	38	4789	0.55537	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1483213	Synthesis of PE	6	6	1	1	1	0	0	0	1	0	0	75	6	4821	0.9116	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5687128	MAPK6/MAPK4 signaling	53	56	2	1	1	1	1	1	2	1	1	74	55	4772	0.789	0.58035	0.58035	1.79	30647	psme2	ENSDARG00000033144		0.0373563	0.0373563	0.0373563		0.0373563		0.0219307	0.0219307	0.0219307		0.0219307		0.0636318	0.0636318	0.0636318		0.0636318										0.0373563	0.0219307	0.0636318	1	0	1	30647	ENSDARG00000033144	0.0373563	0.0373563		0.0219307	0.0219307		0.0636318	0.0636318		0.0373563	0.0219307	0.0636318	0															0						Poly 2,1(1)	1.7059437036514282	1.7059437036514282	1.7059437036514282	1.7059437036514282	0.0	1.7059437036514282	0.0373563	0.0373563	0.0219307	0.0219307	0.0636318	0.0636318	UP	1.0	0.0	0.0	
R-DRE-6806834	Signaling by MET	47	47	2	2	1	1	1	1	2	0	0	75	47	4780	0.48283	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8856828	Clathrin-mediated endocytosis	83	84	1	0	0	1	1	1	1	0	0	75	84	4743	0.27082	1.0	0.64035	0.0																																		0	0	0															0															0																							
R-DRE-8875656	MET receptor recycling	11	11	1	1	1	0	0	0	1	0	0	75	11	4816	0.84386	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2454202	Fc epsilon receptor (FCERI) signaling	43	43	1	1	0	1	1	1	1	0	0	75	43	4784	0.51383	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2871809	FCERI mediated Ca+2 mobilization	22	22	1	1	0	1	1	1	1	0	0	75	22	4805	0.71182	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1474290	Collagen formation	34	34	2	2	0	2	2	2	2	0	0	75	34	4793	0.59096	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1650814	Collagen biosynthesis and modifying enzymes	30	30	2	2	0	2	2	2	2	0	0	75	30	4797	0.62881	1.0	1.0	0.0																																		0	0	0															0															0																							
