Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Decanol_DESeq_normData
Work Source: Decanol_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 371
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-71291	Metabolism of amino acids and derivatives	149	156	2	2	2	1	1	1	2	1	1	63	155	4683	0.38992	0.8755	0.72333	0.64	565335	slc25a15b	ENSDARG00000062271		0.0454605	0.0454605	0.0454605		0.0454605		0.0244483	0.0244483	0.0244483		0.0244483		0.0845318	0.0845318	0.0845318		0.0845318										0.0454605	0.0244483	0.0845318	0	1	0															1	565335	ENSDARG00000062271	0.0454605	0.0454605		0.0244483	0.0244483		0.0845318	0.0845318		0.0454605	0.0244483	0.0845318	0						Poly 2,1(1)	2.0092062950134277	2.0092062950134277	2.0092062950134277	2.0092062950134277	0.0	2.0092062950134277	0.0454605	0.0454605	0.0244483	0.0244483	0.0845318	0.0845318	DOWN	0.0	1.0	0.0	
R-DRE-390918	Peroxisomal lipid metabolism	17	17	1	0	0	0	0	0	1	0	0	64	17	4821	0.79949	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-556833	Metabolism of lipids	338	349	10	7	5	9	9	7	10	4	4	60	345	4493	0.51692	0.67834	1.0	1.15	564304;563369;553579;100332380	cidec;cyp2r1;fabp11b;cers3a	ENSDARG00000059651;ENSDARG00000056587;ENSDARG00000002311;ENSDARG00000078541		0.148551525	0.0534337	0.0015877	0.22717273773155344	0.10612591149098137	0.21013405728485532	0.079528048	0.023312	2.93192E-4	0.12832775565853197	0.05826162630177667	0.11748554716990092	0.28490436	0.13048235	0.00859774	0.4010204274187535	0.19777439395737964	0.37556965959668576									0.080133;0.0015877;0.485751;0.0267344	0.0291928;2.93192E-4;0.271195;0.0174312	0.219962;0.00859774;0.870055;0.0410027	2	2	2	563369;553579	ENSDARG00000056587;ENSDARG00000002311	0.24366935	0.24366935	0.3423551526316567	0.135744096	0.135744096	0.1915565054724961	0.43932637	0.43932637	0.6091422702483827	0.0015877;0.485751	2.93192E-4;0.271195	0.00859774;0.870055	2	564304;100332380	ENSDARG00000059651;ENSDARG00000078541	0.0534337	0.0534337	0.037758512165867966	0.023312	0.023312	0.008316707117603702	0.13048235	0.13048235	0.1265433345863977	0.080133;0.0267344	0.0291928;0.0174312	0.219962;0.0410027	0						Exp 5,1(0.25);Linear,1(0.25);Poly 2,2(0.5)	2.085179956454117	8.662239670753479	1.5048296451568604	3.1648030281066895	0.7126763639300191	1.9963034987449646	-0.07407775797692237	0.3711808079769223	-0.04623315254536131	0.20528924854536135	-0.10809565887037842	0.6779043788703785	CONFLICT	0.5	0.5	0.0	
R-DRE-8978868	Fatty acid metabolism	92	94	3	1	0	2	2	2	3	0	0	64	94	4744	0.28728	1.0	0.63576	0.0																																		0	0	0															0															0																							
R-DRE-9609507	Protein localization	75	76	3	1	0	2	2	1	3	0	0	64	76	4762	0.36548	1.0	0.62677	0.0																																		0	0	0															0															0																							
R-DRE-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	22	28	2	2	2	2	2	2	2	2	2	62	26	4812	0.99449	0.051029	0.051029	7.14	436866;100331628	tnfsf10;tnfsf11	ENSDARG00000057241;ENSDARG00000068141		0.26593335	0.26593335	0.0591187	0.2924800829274448	0.25182717488586487	0.29179895571530706	0.147487	0.147487	0.027573	0.1695840051184073	0.1393080441927765	0.16918907812210263	0.4812725	0.4812725	0.126755	0.5013634565986037	0.4570919792485668	0.5001958820750917	0.5	0.26593335			0.147487		0.4812725		0.0591187;0.472748	0.027573;0.267401	0.126755;0.83579	2	0	2	436866;100331628	ENSDARG00000057241;ENSDARG00000068141	0.26593335	0.26593335	0.2924800829274448	0.147487	0.147487	0.1695840051184073	0.4812725	0.4812725	0.5013634565986037	0.0591187;0.472748	0.027573;0.267401	0.126755;0.83579	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.703238458906228	3.431362748146057	1.5094258785247803	1.9219368696212769	0.29168931911831625	1.7156813740730286	-0.13942336399999994	0.6712900639999999	-0.08754444	0.38251843999999996	-0.2135818	1.1761268	UP	1.0	0.0	0.0	
R-DRE-166658	Complement cascade	26	26	1	0	0	1	1	0	1	0	0	64	26	4812	0.70994	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2980736	Peptide hormone metabolism	35	40	1	1	1	1	1	1	1	1	1	63	39	4799	0.90459	0.41009	0.41009	2.5	114433	igf1	ENSDARG00000094132		0.0596749	0.0596749	0.0596749		0.0596749		0.0274976	0.0274976	0.0274976		0.0274976		0.129506	0.129506	0.129506		0.129506										0.0596749	0.0274976	0.129506	0	1	0															1	114433	ENSDARG00000094132	0.0596749	0.0596749		0.0274976	0.0274976		0.129506	0.129506		0.0596749	0.0274976	0.129506	0						Poly 2,1(1)	1.920430302619934	1.920430302619934	1.920430302619934	1.920430302619934	0.0	1.920430302619934	0.0596749	0.0596749	0.0274976	0.0274976	0.129506	0.129506	DOWN	0.0	1.0	0.0	
R-DRE-977606	Regulation of Complement cascade	23	23	1	0	0	1	1	0	1	0	0	64	23	4815	0.73864	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1428517	The citric acid (TCA) cycle and respiratory electron transport	119	119	2	2	2	2	2	2	2	2	2	62	117	4721	0.79749	0.46336	0.66869	1.68	794081;100534752	ucp3;slc16a1a	ENSDARG00000091209;ENSDARG00000016963		0.199916131	0.199916131	7.21262E-4	0.28170408529493196	0.16018760381832586	0.2760443441329749	0.12063882399999999	0.12063882399999999	1.42648E-4	0.17040732631329544	0.09660639973357077	0.16698365796988232	0.33211444	0.33211444	0.00364688	0.4645232781515983	0.2666030518238408	0.4551905007611345									7.21262E-4;0.399111	1.42648E-4;0.241135	0.00364688;0.660582	1	1	1	100534752	ENSDARG00000016963	0.399111	0.399111		0.241135	0.241135		0.660582	0.660582		0.399111	0.241135	0.660582	1	794081	ENSDARG00000091209	7.21262E-4	7.21262E-4		1.42648E-4	1.42648E-4		0.00364688	0.00364688		7.21262E-4	1.42648E-4	0.00364688	0						Exp 5,1(0.5);Linear,1(0.5)	1.71298364160851	3.4515191316604614	1.5161572694778442	1.9353618621826172	0.29642241020608967	1.7257595658302307	-0.19050581223999996	0.59033807424	-0.11553368095999998	0.35681132895999995	-0.31168197759999994	0.9759108576	CONFLICT	0.5	0.5	0.0	
R-DRE-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	81	81	1	1	1	1	1	1	1	1	1	63	80	4758	0.71434	0.65813	1.0	1.23	794081	ucp3	ENSDARG00000091209		7.21262E-4	7.21262E-4	7.21262E-4		7.21262E-4		1.42648E-4	1.42648E-4	1.42648E-4		1.42648E-4		0.00364688	0.00364688	0.00364688		0.00364688										7.21262E-4	1.42648E-4	0.00364688	0	1	0															1	794081	ENSDARG00000091209	7.21262E-4	7.21262E-4		1.42648E-4	1.42648E-4		0.00364688	0.00364688		7.21262E-4	1.42648E-4	0.00364688	0						Exp 5,1(1)	1.9353618621826172	1.9353618621826172	1.9353618621826172	1.9353618621826172	0.0	1.9353618621826172	7.21262E-4	7.21262E-4	1.42648E-4	1.42648E-4	0.00364688	0.00364688	DOWN	0.0	1.0	0.0	
R-DRE-9707564	Cytoprotection by HMOX1	38	41	1	1	0	1	1	1	1	0	0	64	41	4797	0.58214	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9013148	CDC42 GTPase cycle	82	82	2	2	1	0	0	0	2	0	0	64	82	4756	0.33733	1.0	0.62785	0.0																																		0	0	0															0															0																							
R-DRE-9013149	RAC1 GTPase cycle	91	91	1	1	1	0	0	0	1	0	0	64	91	4747	0.29906	1.0	0.63316	0.0																																		0	0	0															0															0																							
R-DRE-983231	Factors involved in megakaryocyte development and platelet production	76	83	1	1	1	1	1	1	1	1	1	63	82	4756	0.70461	0.66715	1.0	1.2	195818	kif11	ENSDARG00000010948		0.104174	0.104174	0.104174		0.104174		0.0268392	0.0268392	0.0268392		0.0268392		0.404343	0.404343	0.404343		0.404343										0.104174	0.0268392	0.404343	1	0	1	195818	ENSDARG00000010948	0.104174	0.104174		0.0268392	0.0268392		0.404343	0.404343		0.104174	0.0268392	0.404343	0															0						Poly 2,1(1)	1.5392005443572998	1.5392005443572998	1.5392005443572998	1.5392005443572998	0.0	1.5392005443572998	0.104174	0.104174	0.0268392	0.0268392	0.404343	0.404343	UP	1.0	0.0	0.0	
R-DRE-375280	Amine ligand-binding receptors	22	55	2	2	2	2	2	2	2	2	2	62	53	4785	0.96559	0.16086	0.16086	3.64	798498;557194	adra1aa;adrb1	ENSDARG00000028725;ENSDARG00000007490		0.201433	0.201433	0.054928	0.20718935795547033	0.17652334087770769	0.20417259320198292	0.12321145	0.12321145	0.0266619	0.13654168305101927	0.1067955162167795	0.13455357834875606	0.33201749999999997	0.33201749999999997	0.113161	0.3095098305135072	0.2948062047425141	0.30500323636810867									0.054928;0.347938	0.0266619;0.219761	0.113161;0.550874	2	0	2	798498;557194	ENSDARG00000028725;ENSDARG00000007490	0.201433	0.201433	0.20718935795547033	0.12321145	0.12321145	0.13654168305101927	0.33201749999999997	0.33201749999999997	0.3095098305135072	0.054928;0.347938	0.0266619;0.219761	0.113161;0.550874	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.5805433004405613	3.161905288696289	1.5449784994125366	1.6169267892837524	0.0508751236627121	1.5809526443481445	-0.08571680000000004	0.4885828000000001	-0.06602566799999997	0.312448568	-0.09694123999999993	0.7609762399999999	UP	1.0	0.0	0.0	
R-DRE-1474228	Degradation of the extracellular matrix	50	59	1	1	0	1	1	1	1	0	0	64	59	4779	0.45839	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1474244	Extracellular matrix organization	119	129	3	3	2	3	3	3	3	2	2	62	127	4711	0.76312	0.50606	0.68549	1.55	568465;30449	si:dkey-93h22.7;serpinh1b	ENSDARG00000099600;ENSDARG00000019949		0.04284925	0.04284925	0.0170102	0.03654193494883652	0.0557352065187487	0.031673605083710275	0.02026865	0.02026865	0.0120348	0.01164442234054571	0.024374878095920673	0.010093084429129854	0.0947877	0.0947877	0.0240424	0.10004896273415334	0.13006844212116286	0.0867198559439533									0.0686883;0.0170102	0.0285025;0.0120348	0.165533;0.0240424	1	1	1	30449	ENSDARG00000019949	0.0170102	0.0170102		0.0120348	0.0120348		0.0240424	0.0240424		0.0170102	0.0120348	0.0240424	1	568465	ENSDARG00000099600	0.0686883	0.0686883		0.0285025	0.0285025		0.165533	0.165533		0.0686883	0.0285025	0.165533	0						Poly 2,2(1)	1.7968008702303215	3.6045756340026855	1.6617602109909058	1.9428154230117798	0.19873604630778288	1.8022878170013428	-0.0077952879999999905	0.093493788	0.004130304000000001	0.036406996	-0.043873088000000005	0.233448488	CONFLICT	0.5	0.5	0.0	
R-DRE-1592389	Activation of Matrix Metalloproteinases	22	31	1	1	0	1	1	1	1	0	0	64	31	4807	0.66454	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6803157	Antimicrobial peptides	21	27	1	1	1	1	1	1	1	1	1	63	26	4812	0.95222	0.29937	0.29937	3.7	565124	si:ch211-194p6.10	ENSDARG00000105568		0.52571	0.52571	0.52571		0.52571		0.282674	0.282674	0.282674		0.282674		0.977701	0.977701	0.977701		0.9777010000000002										0.52571	0.282674	0.977701	0	1	0															1	565124	ENSDARG00000105568	0.52571	0.52571		0.282674	0.282674		0.977701	0.977701		0.52571	0.282674	0.977701	0						Linear,1(1)	1.84109365940094	1.84109365940094	1.84109365940094	1.84109365940094	0.0	1.84109365940094	0.52571	0.52571	0.282674	0.282674	0.977701	0.977701	DOWN	0.0	1.0	0.0	
R-DRE-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	34	36	1	1	0	1	1	1	1	0	0	64	36	4802	0.622	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-622312	Inflammasomes	12	14	1	1	0	1	1	1	1	0	0	64	14	4824	0.83174	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5218859	Regulated Necrosis	18	21	1	1	1	1	1	1	1	1	1	63	20	4818	0.96996	0.2416	0.2416	4.76	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755										0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-8852135	Protein ubiquitination	46	48	2	2	1	2	2	2	2	1	1	63	47	4791	0.87071	0.46947	0.46947	2.08	768152	ube2t	ENSDARG00000063285		0.487483	0.487483	0.487483		0.487483		0.271623	0.271623	0.271623		0.271623		0.874887	0.874887	0.874887		0.874887										0.487483	0.271623	0.874887	1	0	1	768152	ENSDARG00000063285	0.487483	0.487483		0.271623	0.271623		0.874887	0.874887		0.487483	0.271623	0.874887	0															0						Linear,1(1)	1.6603071689605713	1.6603071689605713	1.6603071689605713	1.6603071689605713	0.0	1.6603071689605713	0.487483	0.487483	0.271623	0.271623	0.874887	0.874887	UP	1.0	0.0	0.0	
R-DRE-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	24	24	2	2	1	2	2	2	2	1	1	63	23	4815	0.96149	0.27105	0.27105	4.17	768152	ube2t	ENSDARG00000063285		0.487483	0.487483	0.487483		0.487483		0.271623	0.271623	0.271623		0.271623		0.874887	0.874887	0.874887		0.874887										0.487483	0.271623	0.874887	1	0	1	768152	ENSDARG00000063285	0.487483	0.487483		0.271623	0.271623		0.874887	0.874887		0.487483	0.271623	0.874887	0															0						Linear,1(1)	1.6603071689605713	1.6603071689605713	1.6603071689605713	1.6603071689605713	0.0	1.6603071689605713	0.487483	0.487483	0.271623	0.271623	0.874887	0.874887	UP	1.0	0.0	0.0	
R-DRE-6783310	Fanconi Anemia Pathway	17	17	1	1	1	1	1	1	1	1	1	63	16	4822	0.97988	0.20051	0.20051	5.88	768152	ube2t	ENSDARG00000063285		0.487483	0.487483	0.487483		0.487483		0.271623	0.271623	0.271623		0.271623		0.874887	0.874887	0.874887		0.874887		0.0	0.487483			0.271623		0.874887		0.487483	0.271623	0.874887	1	0	1	768152	ENSDARG00000063285	0.487483	0.487483		0.271623	0.271623		0.874887	0.874887		0.487483	0.271623	0.874887	0															0						Linear,1(1)	1.6603071689605713	1.6603071689605713	1.6603071689605713	1.6603071689605713	0.0	1.6603071689605713	0.487483	0.487483	0.271623	0.271623	0.874887	0.874887	UP	1.0	0.0	0.0	
R-DRE-163685	Integration of energy metabolism	51	52	1	1	1	0	0	0	1	0	0	64	52	4786	0.50309	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-195721	Signaling by WNT	180	199	3	3	3	3	3	3	3	3	3	61	196	4642	0.73892	0.48515	0.74452	1.51	565714;30719;30144	wnt7aa;gbp;wnt8b	ENSDARG00000044827;ENSDARG00000040059;ENSDARG00000006911		0.14339573333333336	0.04533	0.0127772	0.19871409502753784	0.15682664253534256	0.2077820791430323	0.08798314333333333	0.0245137	0.00930173	0.12334099296714225	0.09683337232478911	0.12853265226099317	0.2343163	0.0838227	0.0175512	0.3197767853868226	0.25448869055123274	0.33554582689011736									0.0127772;0.04533;0.37208	0.00930173;0.0245137;0.230134	0.0175512;0.0838227;0.601575	3	0	3	565714;30719;30144	ENSDARG00000044827;ENSDARG00000040059;ENSDARG00000006911	0.14339573333333336	0.04533	0.19871409502753784	0.08798314333333333	0.0245137	0.12334099296714225	0.2343163	0.0838227	0.3197767853868226	0.0127772;0.04533;0.37208	0.00930173;0.0245137;0.230134	0.0175512;0.0838227;0.601575	0															0						Linear,1(0.34);Poly 2,2(0.67)	1.6061719986503522	4.823387503623962	1.5104737281799316	1.6812492609024048	0.0878541749598666	1.631664514541626	-0.08147043372827345	0.3682619003949401	-0.05159032943038949	0.22755661609705619	-0.12754519772240347	0.5961777977224034	UP	1.0	0.0	0.0	
R-DRE-1483191	Synthesis of PC	16	16	1	1	1	1	1	0	1	0	0	64	16	4822	0.8101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1483206	Glycerophospholipid biosynthesis	66	69	3	2	1	3	3	1	3	0	0	64	69	4769	0.40125	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1483257	Phospholipid metabolism	105	109	3	2	1	3	3	1	3	0	0	64	109	4729	0.2349	1.0	0.40443	0.0																																		0	0	0															0															0																							
R-DRE-418555	G alpha (s) signalling events	76	113	5	5	3	5	5	5	5	3	3	61	110	4728	0.94082	0.18253	0.18253	2.65	557194;554221;100334757	adrb1;pthlha;iapp	ENSDARG00000007490;ENSDARG00000031737;ENSDARG00000105976		0.15426773333333335	0.0626457	0.0522195	0.16780436691178016	0.20543594085516076	0.178045505936735	0.09119486666666667	0.0277629	0.0260607	0.1113447904098945	0.1252129875195421	0.11809563694771362	0.26562233333333335	0.141357	0.104636	0.24771655770725806	0.3407794579373624	0.2628856865130929									0.347938;0.0522195;0.0626457	0.219761;0.0260607;0.0277629	0.550874;0.104636;0.141357	2	1	2	557194;554221	ENSDARG00000007490;ENSDARG00000031737	0.20007875000000003	0.20007875000000003	0.20910455667231403	0.12291085	0.12291085	0.13696679564786862	0.327755	0.327755	0.31553791582312246	0.347938;0.0522195	0.219761;0.0260607	0.550874;0.104636	1	100334757	ENSDARG00000105976	0.0626457	0.0626457		0.0277629	0.0277629		0.141357	0.141357		0.0626457	0.0277629	0.141357	0						Linear,1(0.34);Poly 2,2(0.67)	1.847818869775175	5.58189332485199	1.6169267892837524	2.15051531791687	0.26977512152966415	1.8144512176513672	-0.035620783625780195	0.3441562502924469	-0.03480362497672286	0.2171933583100562	-0.014695340365691978	0.5459400070323587	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-73887	Death Receptor Signalling	74	78	1	1	1	1	1	1	1	1	1	63	77	4761	0.72896	0.64415	1.0	1.28	436866	tnfsf10	ENSDARG00000057241		0.0591187	0.0591187	0.0591187		0.0591187		0.027573	0.027573	0.027573		0.027573		0.126755	0.126755	0.126755		0.126755										0.0591187	0.027573	0.126755	1	0	1	436866	ENSDARG00000057241	0.0591187	0.0591187		0.027573	0.027573		0.126755	0.126755		0.0591187	0.027573	0.126755	0															0						Poly 2,1(1)	1.5094258785247803	1.5094258785247803	1.5094258785247803	1.5094258785247803	0.0	1.5094258785247803	0.0591187	0.0591187	0.027573	0.027573	0.126755	0.126755	UP	1.0	0.0	0.0	
R-DRE-1296071	Potassium Channels	63	65	3	2	1	3	3	2	3	1	1	63	64	4774	0.79199	0.57679	0.57679	1.54	796774	kcng1	ENSDARG00000099038		0.399151	0.399151	0.399151		0.399151		0.241234	0.241234	0.241234		0.241234		0.660444	0.660444	0.660444		0.6604439999999999										0.399151	0.241234	0.660444	0	1	0															1	796774	ENSDARG00000099038	0.399151	0.399151		0.241234	0.241234		0.660444	0.660444		0.399151	0.241234	0.660444	0						Linear,1(1)	1.8222393989562988	1.8222393989562988	1.8222393989562988	1.8222393989562988	0.0	1.8222393989562988	0.399151	0.399151	0.241234	0.241234	0.660444	0.660444	DOWN	0.0	1.0	0.0	
R-DRE-1296072	Voltage gated Potassium channels	22	22	2	1	1	2	2	1	2	1	1	63	21	4817	0.96722	0.25155	0.25155	4.55	796774	kcng1	ENSDARG00000099038		0.399151	0.399151	0.399151		0.399151		0.241234	0.241234	0.241234		0.241234		0.660444	0.660444	0.660444		0.6604439999999999										0.399151	0.241234	0.660444	0	1	0															1	796774	ENSDARG00000099038	0.399151	0.399151		0.241234	0.241234		0.660444	0.660444		0.399151	0.241234	0.660444	0						Linear,1(1)	1.8222393989562988	1.8222393989562988	1.8222393989562988	1.8222393989562988	0.0	1.8222393989562988	0.399151	0.399151	0.241234	0.241234	0.660444	0.660444	DOWN	0.0	1.0	0.0	
R-DRE-3371453	Regulation of HSF1-mediated heat shock response	45	45	1	1	0	1	1	1	1	0	0	64	45	4793	0.55207	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3371556	Cellular response to heat stress	59	60	1	1	0	1	1	1	1	0	0	64	60	4778	0.45234	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-350562	Regulation of ornithine decarboxylase (ODC)	36	39	1	1	1	0	0	0	1	0	0	64	39	4799	0.59777	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-351202	Metabolism of polyamines	41	44	1	1	1	0	0	0	1	0	0	64	44	4794	0.55944	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-189445	Metabolism of porphyrins	13	16	1	1	0	1	1	1	1	0	0	64	16	4822	0.8101	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-189483	Heme degradation	8	11	1	1	0	1	1	1	1	0	0	64	11	4827	0.86527	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-196849	Metabolism of water-soluble vitamins and cofactors	63	64	4	1	0	4	4	4	4	0	0	64	64	4774	0.42888	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2142753	Arachidonic acid metabolism	29	30	1	0	0	1	1	1	1	0	0	64	30	4808	0.67339	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1638074	Keratan sulfate/keratin metabolism	22	23	1	1	1	1	1	1	1	1	1	63	22	4816	0.9644	0.26136	0.26136	4.35	561028	b3gnt3.3	ENSDARG00000093521		0.0346579	0.0346579	0.0346579		0.0346579		0.020946	0.020946	0.020946		0.020946		0.0573459	0.0573459	0.0573459		0.0573459										0.0346579	0.020946	0.0573459	1	0	1	561028	ENSDARG00000093521	0.0346579	0.0346579		0.020946	0.020946		0.0573459	0.0573459		0.0346579	0.020946	0.0573459	0															0						Poly 2,1(1)	3.4371473789215092	3.437147378921509	3.437147378921509	3.437147378921509	0.0	3.437147378921509	0.0346579	0.0346579	0.020946	0.020946	0.0573459	0.0573459	UP	1.0	0.0	0.0	
R-DRE-2022854	Keratan sulfate biosynthesis	20	21	1	1	1	1	1	1	1	1	1	63	20	4818	0.96996	0.2416	0.2416	4.76	561028	b3gnt3.3	ENSDARG00000093521		0.0346579	0.0346579	0.0346579		0.0346579		0.020946	0.020946	0.020946		0.020946		0.0573459	0.0573459	0.0573459		0.0573459										0.0346579	0.020946	0.0573459	1	0	1	561028	ENSDARG00000093521	0.0346579	0.0346579		0.020946	0.020946		0.0573459	0.0573459		0.0346579	0.020946	0.0573459	0															0						Poly 2,1(1)	3.4371473789215092	3.437147378921509	3.437147378921509	3.437147378921509	0.0	3.437147378921509	0.0346579	0.0346579	0.020946	0.020946	0.0573459	0.0573459	UP	1.0	0.0	0.0	
R-DRE-5173105	O-linked glycosylation	51	52	1	1	1	1	1	1	1	1	1	63	51	4787	0.85285	0.49691	0.49691	1.92	561028	b3gnt3.3	ENSDARG00000093521		0.0346579	0.0346579	0.0346579		0.0346579		0.020946	0.020946	0.020946		0.020946		0.0573459	0.0573459	0.0573459		0.0573459										0.0346579	0.020946	0.0573459	1	0	1	561028	ENSDARG00000093521	0.0346579	0.0346579		0.020946	0.020946		0.0573459	0.0573459		0.0346579	0.020946	0.0573459	0															0						Poly 2,1(1)	3.4371473789215092	3.437147378921509	3.437147378921509	3.437147378921509	0.0	3.437147378921509	0.0346579	0.0346579	0.020946	0.020946	0.0573459	0.0573459	UP	1.0	0.0	0.0	
R-DRE-913709	O-linked glycosylation of mucins	28	29	1	1	1	1	1	1	1	1	1	63	28	4810	0.94564	0.31765	0.31765	3.45	561028	b3gnt3.3	ENSDARG00000093521		0.0346579	0.0346579	0.0346579		0.0346579		0.020946	0.020946	0.020946		0.020946		0.0573459	0.0573459	0.0573459		0.0573459										0.0346579	0.020946	0.0573459	1	0	1	561028	ENSDARG00000093521	0.0346579	0.0346579		0.020946	0.020946		0.0573459	0.0573459		0.0346579	0.020946	0.0573459	0															0						Poly 2,1(1)	3.4371473789215092	3.437147378921509	3.437147378921509	3.437147378921509	0.0	3.437147378921509	0.0346579	0.0346579	0.020946	0.020946	0.0573459	0.0573459	UP	1.0	0.0	0.0	
