Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Malathion_DESeq_normData
Work Source: Malathion_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:43.42
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 435
Total Run Time: 24 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-6783310	Fanconi Anemia Pathway	17	17	1	1	1	1	1	1	1	1	1	92	16	4793	0.95975	0.27831	0.27831	5.88	324964	dclre1a	ENSDARG00000091768		0.380329	0.380329	0.380329		0.380329		0.233635	0.233635	0.233635		0.233635		0.61913	0.61913	0.61913		0.61913		0.0	0.380329			0.233635		0.61913		0.380329	0.233635	0.61913	1	0	1	324964	ENSDARG00000091768	0.380329	0.380329		0.233635	0.233635		0.61913	0.61913		0.380329	0.233635	0.61913	0															0						Linear,1(1)	1.615157961845398	1.615157961845398	1.615157961845398	1.615157961845398	0.0	1.615157961845398	0.380329	0.380329	0.233635	0.233635	0.61913	0.61913	UP	1.0	0.0	0.0	
R-DRE-5688426	Deubiquitination	144	156	4	4	2	4	4	4	4	2	2	91	154	4655	0.42672	0.80241	0.77011	1.28	791795;554104	ptrh2;uchl3	ENSDARG00000077339;ENSDARG00000030177		0.10768905000000001	0.10768905000000001	0.0998711	0.011056250919954451	0.10561435154452734	0.010659828190112845	0.0256791	0.0256791	0.0240733	0.002270944138458689	0.026105241223696497	0.002189519261146783	0.45989100000000005	0.45989100000000005	0.365559	0.13340559376577862	0.43485752515024434	0.12862232590764866									0.0998711;0.115507	0.0272849;0.0240733	0.365559;0.554223	0	2	0															2	791795;554104	ENSDARG00000077339;ENSDARG00000030177	0.10768905000000001	0.10768905000000001	0.011056250919954451	0.0256791	0.0256791	0.002270944138458689	0.45989100000000005	0.45989100000000005	0.13340559376577862	0.0998711;0.115507	0.0272849;0.0240733	0.365559;0.554223	0						Poly 2,2(1)	1.5571132643315557	3.1142778396606445	1.5482003688812256	1.566077470779419	0.012641019980175425	1.5571389198303223	0.09236586800000002	0.123012232	0.022531732	0.028826468	0.2750002800000001	0.64478172	DOWN	0.0	1.0	0.0	
R-DRE-5689880	Ub-specific processing proteases	107	119	2	2	1	2	2	2	2	1	1	92	118	4691	0.33427	0.90049	0.72841	0.84	791795	ptrh2	ENSDARG00000077339		0.0998711	0.0998711	0.0998711		0.0998711		0.0272849	0.0272849	0.0272849		0.0272849		0.365559	0.365559	0.365559		0.365559										0.0998711	0.0272849	0.365559	0	1	0															1	791795	ENSDARG00000077339	0.0998711	0.0998711		0.0272849	0.0272849		0.365559	0.365559		0.0998711	0.0272849	0.365559	0						Poly 2,1(1)	1.5482003688812256	1.5482003688812256	1.5482003688812256	1.5482003688812256	0.0	1.5482003688812256	0.0998711	0.0998711	0.0272849	0.0272849	0.365559	0.365559	DOWN	0.0	1.0	0.0	
R-DRE-112314	Neurotransmitter receptors and postsynaptic signal transmission	81	81	2	1	0	2	2	2	2	0	0	93	81	4728	0.20921	1.0	0.40746	0.0																																		0	0	0															0															0																							
R-DRE-1483191	Synthesis of PC	16	16	1	1	1	1	1	1	1	1	1	92	15	4794	0.96405	0.26431	0.26431	6.25	100002812	phospho1	ENSDARG00000008403		0.0429641	0.0429641	0.0429641		0.0429641		0.0238127	0.0238127	0.0238127		0.0238127		0.0775182	0.0775182	0.0775182		0.0775182		0.0	0.0429641			0.0238127		0.0775182		0.0429641	0.0238127	0.0775182	0	1	0															1	100002812	ENSDARG00000008403	0.0429641	0.0429641		0.0238127	0.0238127		0.0775182	0.0775182		0.0429641	0.0238127	0.0775182	0						Poly 2,1(1)	2.7715985774993896	2.7715985774993896	2.7715985774993896	2.7715985774993896	0.0	2.7715985774993896	0.0429641	0.0429641	0.0238127	0.0238127	0.0775182	0.0775182	DOWN	0.0	1.0	0.0	
R-DRE-1483206	Glycerophospholipid biosynthesis	67	69	4	4	4	4	4	4	4	4	4	89	65	4744	0.99047	0.041174	0.041174	5.8	571738;565316;558758;100002812	pla2g1b;dgat2;acp6;phospho1	ENSDARG00000009153;ENSDARG00000018846;ENSDARG00000040064;ENSDARG00000008403		0.16825422499999998	0.1421889	0.0429641	0.1331551556909552	0.12383477935627202	0.1261271489692503	0.101458225	0.0816066	0.0238127	0.09379715003759888	0.06885669033721423	0.08676353838672934	0.30238955	0.292969	0.0775182	0.19271657800202344	0.24739980771157913	0.19775065636421124	2.5	0.2680575			0.17714649999999998		0.40689299999999995		0.345675;0.0939378;0.19044;0.0429641	0.218807;0.0277272;0.135486;0.0238127	0.546102;0.318254;0.267684;0.0775182	2	2	2	565316;558758	ENSDARG00000018846;ENSDARG00000040064	0.1421889	0.1421889	0.0682373600194204	0.0816066	0.0816066	0.07619697821252493	0.292969	0.292969	0.035758389924603645	0.0939378;0.19044	0.0277272;0.135486	0.318254;0.267684	2	571738;100002812	ENSDARG00000009153;ENSDARG00000008403	0.19431955	0.19431955	0.2140489301290829	0.12130985	0.12130985	0.137881791822724	0.3118101	0.3118101	0.331338782534161	0.345675;0.0429641	0.218807;0.0238127	0.546102;0.0775182	0						Linear,2(0.5);Poly 2,2(0.5)	2.225623837335813	9.133303046226501	1.501545786857605	2.7715985774993896	0.5512892411273889	2.4300793409347534	0.03776217242286398	0.298746277577136	0.009537017963153108	0.19337943203684688	0.11352730355801696	0.4912517964419829	CONFLICT	0.5	0.5	0.0	
R-DRE-1483257	Phospholipid metabolism	106	109	4	4	4	4	4	4	4	4	4	89	105	4704	0.94487	0.15165	0.15165	3.67	571738;565316;558758;100002812	pla2g1b;dgat2;acp6;phospho1	ENSDARG00000009153;ENSDARG00000018846;ENSDARG00000040064;ENSDARG00000008403		0.16825422499999998	0.1421889	0.0429641	0.1331551556909552	0.12383477935627202	0.1261271489692503	0.101458225	0.0816066	0.0238127	0.09379715003759888	0.06885669033721423	0.08676353838672934	0.30238955	0.292969	0.0775182	0.19271657800202344	0.24739980771157913	0.19775065636421124									0.345675;0.0939378;0.19044;0.0429641	0.218807;0.0277272;0.135486;0.0238127	0.546102;0.318254;0.267684;0.0775182	2	2	2	565316;558758	ENSDARG00000018846;ENSDARG00000040064	0.1421889	0.1421889	0.0682373600194204	0.0816066	0.0816066	0.07619697821252493	0.292969	0.292969	0.035758389924603645	0.0939378;0.19044	0.0277272;0.135486	0.318254;0.267684	2	571738;100002812	ENSDARG00000009153;ENSDARG00000008403	0.19431955	0.19431955	0.2140489301290829	0.12130985	0.12130985	0.137881791822724	0.3118101	0.3118101	0.331338782534161	0.345675;0.0429641	0.218807;0.0238127	0.546102;0.0775182	0						Linear,2(0.5);Poly 2,2(0.5)	2.225623837335813	9.133303046226501	1.501545786857605	2.7715985774993896	0.5512892411273889	2.4300793409347534	0.03776217242286398	0.298746277577136	0.009537017963153108	0.19337943203684688	0.11352730355801696	0.4912517964419829	CONFLICT	0.5	0.5	0.0	
R-DRE-418555	G alpha (s) signalling events	75	113	6	6	3	6	6	6	6	3	3	90	110	4699	0.83387	0.36294	0.47488	2.65	561406;503868;286834	ptgir;vipr1b;mc5ra	ENSDARG00000038278;ENSDARG00000059058;ENSDARG00000031348		0.6381373333333333	0.654033	0.459418	0.17132544871189806	0.6719480634455779	0.14423332307677603	0.300733	0.31078	0.262916	0.033928163802363326	0.3087003045617377	0.02751355360334296	1.3773683333333333	1.37641	0.802785	0.5750630988929242	1.479737192242932	0.49538759793961756									0.800961;0.654033;0.459418	0.328503;0.31078;0.262916	1.95291;1.37641;0.802785	0	3	0															3	561406;503868;286834	ENSDARG00000038278;ENSDARG00000059058;ENSDARG00000031348	0.6381373333333333	0.654033	0.17132544871189806	0.300733	0.31078	0.033928163802363326	1.3773683333333333	1.37641	0.5750630988929242	0.800961;0.654033;0.459418	0.328503;0.31078;0.262916	1.95291;1.37641;0.802785	0						Linear,3(1)	1.5853450949455592	4.767190337181091	1.5105202198028564	1.7451967000961304	0.13521620459942352	1.5114734172821045	0.4442643372249513	0.8320103294417154	0.26233966837136774	0.3391263316286323	0.7266231768375068	2.0281134898291597	DOWN	0.0	1.0	0.0	
R-DRE-1566948	Elastic fibre formation	20	21	1	1	1	1	1	1	1	1	1	92	20	4789	0.94079	0.33173	0.33173	4.76	100334210	gdf5	ENSDARG00000002760		0.567675	0.567675	0.567675		0.567675		0.293501	0.293501	0.293501		0.293501		1.09797	1.09797	1.09797		1.09797										0.567675	0.293501	1.09797	0	1	0															1	100334210	ENSDARG00000002760	0.567675	0.567675		0.293501	0.293501		1.09797	1.09797		0.567675	0.293501	1.09797	0						Linear,1(1)	1.5028154850006104	1.5028154850006104	1.5028154850006104	1.5028154850006104	0.0	1.5028154850006104	0.567675	0.567675	0.293501	0.293501	1.09797	1.09797	DOWN	0.0	1.0	0.0	
R-DRE-2129379	Molecules associated with elastic fibres	14	15	1	1	1	1	1	1	1	1	1	92	14	4795	0.96815	0.25003	0.25003	6.67	100334210	gdf5	ENSDARG00000002760		0.567675	0.567675	0.567675		0.567675		0.293501	0.293501	0.293501		0.293501		1.09797	1.09797	1.09797		1.09797		0.0	0.567675			0.293501		1.09797		0.567675	0.293501	1.09797	0	1	0															1	100334210	ENSDARG00000002760	0.567675	0.567675		0.293501	0.293501		1.09797	1.09797		0.567675	0.293501	1.09797	0						Linear,1(1)	1.5028154850006104	1.5028154850006104	1.5028154850006104	1.5028154850006104	0.0	1.5028154850006104	0.567675	0.567675	0.293501	0.293501	1.09797	1.09797	DOWN	0.0	1.0	0.0	
R-DRE-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	13	13	2	2	1	2	2	2	2	1	1	92	12	4797	0.97576	0.22066	0.22066	7.69	550419	zgc:112160	ENSDARG00000039730		0.31204	0.31204	0.31204		0.31204000000000004		0.203122	0.203122	0.203122		0.203122		0.479361	0.479361	0.479361		0.4793609999999999		0.0	0.31204			0.203122		0.479361		0.31204	0.203122	0.479361	0	1	0															1	550419	ENSDARG00000039730	0.31204	0.31204		0.203122	0.203122		0.479361	0.479361		0.31204	0.203122	0.479361	0						Linear,1(1)	1.7777265310287476	1.7777265310287476	1.7777265310287476	1.7777265310287476	0.0	1.7777265310287476	0.31204	0.31204	0.203122	0.203122	0.479361	0.479361	DOWN	0.0	1.0	0.0	
R-DRE-196849	Metabolism of water-soluble vitamins and cofactors	63	64	6	6	5	6	6	5	6	4	4	89	60	4749	0.99304	0.032483	0.032483	6.25	570866;559435;550419;100048920	pank2;slc23a1;zgc:112160;thtpa	ENSDARG00000003311;ENSDARG00000015033;ENSDARG00000039730;ENSDARG00000063049		0.374967575	0.358287	0.0917503	0.24850752987690838	0.417611170560196	0.28953219872372976	0.19765337500000002	0.223202	0.0276875	0.12265130241554374	0.2046624381195016	0.13949820785164835	0.74174425	0.5760135	0.30404	0.5344210998656239	0.8803530353028428	0.6154389569980429	2.5	0.54804			0.279902		1.091788		0.0917503;0.691546;0.31204;0.404534	0.0276875;0.316522;0.203122;0.243282	0.30404;1.51091;0.479361;0.672666	3	1	3	570866;559435;100048920	ENSDARG00000003311;ENSDARG00000015033;ENSDARG00000063049	0.3959434333333333	0.404534	0.29999011452273455	0.19583050000000002	0.243282	0.15015017727845012	0.8292053333333333	0.672666	0.6184757241681628	0.0917503;0.691546;0.404534	0.0276875;0.316522;0.243282	0.30404;1.51091;0.672666	1	550419	ENSDARG00000039730	0.31204	0.31204		0.203122	0.203122		0.479361	0.479361		0.31204	0.203122	0.479361	0						Linear,3(0.75);Poly 2,1(0.25)	1.7180560613079288	6.910497307777405	1.5263200998306274	2.0048019886016846	0.21270554009203216	1.6896876096725464	0.13143019572062978	0.6185049542793702	0.07745509863276714	0.3178516513672329	0.21801157213168842	1.2654769278683116	UP	0.75	0.25	0.0	
R-DRE-2142753	Arachidonic acid metabolism	29	30	2	2	1	2	2	2	2	1	1	92	29	4780	0.88995	0.43805	0.43805	3.33	565316	dgat2	ENSDARG00000018846		0.0939378	0.0939378	0.0939378		0.0939378		0.0277272	0.0277272	0.0277272		0.0277272		0.318254	0.318254	0.318254		0.318254										0.0939378	0.0277272	0.318254	1	0	1	565316	ENSDARG00000018846	0.0939378	0.0939378		0.0277272	0.0277272		0.318254	0.318254		0.0939378	0.0277272	0.318254	0															0						Poly 2,1(1)	1.501545786857605	1.501545786857605	1.501545786857605	1.501545786857605	0.0	1.501545786857605	0.0939378	0.0939378	0.0277272	0.0277272	0.318254	0.318254	UP	1.0	0.0	0.0	
R-DRE-382556	ABC-family proteins mediated transport	62	65	1	1	0	1	1	1	1	0	0	93	65	4744	0.28556	1.0	0.6362	0.0																																		0	0	0															0															0																							
R-DRE-1638074	Keratan sulfate/keratin metabolism	22	23	1	1	0	1	1	1	1	0	0	93	23	4786	0.64304	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5173105	O-linked glycosylation	51	52	2	2	1	2	2	2	2	1	1	92	51	4758	0.74084	0.63259	1.0	1.92	100534944	adamtsl3	ENSDARG00000027903		0.441413	0.441413	0.441413		0.441413		0.256758	0.256758	0.256758		0.256758		0.758867	0.758867	0.758867		0.758867										0.441413	0.256758	0.758867	0	1	0															1	100534944	ENSDARG00000027903	0.441413	0.441413		0.256758	0.256758		0.758867	0.758867		0.441413	0.256758	0.758867	0						Linear,1(1)	1.5152366161346436	1.5152366161346436	1.5152366161346436	1.5152366161346436	0.0	1.5152366161346436	0.441413	0.441413	0.256758	0.256758	0.758867	0.758867	DOWN	0.0	1.0	0.0	
R-DRE-186797	Signaling by PDGF	30	30	1	1	1	1	1	1	1	1	1	92	29	4780	0.88995	0.43805	0.43805	3.33	794479	col8a2	ENSDARG00000060893		0.119015	0.119015	0.119015		0.119015		0.0248829	0.0248829	0.0248829		0.0248829		0.569246	0.569246	0.569246		0.569246										0.119015	0.0248829	0.569246	1	0	1	794479	ENSDARG00000060893	0.119015	0.119015		0.0248829	0.0248829		0.569246	0.569246		0.119015	0.0248829	0.569246	0															0						Poly 2,1(1)	1.600119948387146	1.600119948387146	1.600119948387146	1.600119948387146	0.0	1.600119948387146	0.119015	0.119015	0.0248829	0.0248829	0.569246	0.569246	UP	1.0	0.0	0.0	
R-DRE-8848021	Signaling by PTK6	26	26	2	2	1	2	2	1	2	0	0	93	26	4783	0.60696	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9006927	Signaling by Non-Receptor Tyrosine Kinases	26	26	2	2	1	2	2	1	2	0	0	93	26	4783	0.60696	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6811438	Intra-Golgi traffic	20	20	1	1	0	1	1	1	1	0	0	93	20	4789	0.68124	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	101	101	1	1	0	1	1	1	1	0	0	93	101	4708	0.1416	1.0	0.26587	0.0																																		0	0	0															0															0																							
R-DRE-425366	Transport of bile salts and organic acids, metal ions and amine compounds	36	39	2	2	0	2	2	2	2	0	0	93	39	4770	0.47239	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	58	62	2	2	2	2	2	2	2	2	2	91	60	4749	0.88744	0.32974	0.32974	3.23	393339;100329340	slc5a12;slc34a1a	ENSDARG00000005004;ENSDARG00000028824		0.20989465	0.20989465	0.0458923	0.23193434763105916	0.14338917641158858	0.21200845637994542	0.12784195	0.12784195	0.0247009	0.14586347174740147	0.08601666898020961	0.13333208213118145	0.34524974999999997	0.34524974999999997	0.0852645	0.36767466656695963	0.23982173523526315	0.3360870837158991									0.0458923;0.373897	0.0247009;0.230983	0.0852645;0.605235	0	2	0															2	393339;100329340	ENSDARG00000005004;ENSDARG00000028824	0.20989465	0.20989465	0.23193434763105916	0.12784195	0.12784195	0.14586347174740147	0.34524974999999997	0.34524974999999997	0.36767466656695963	0.0458923;0.373897	0.0247009;0.230983	0.0852645;0.605235	0						Linear,1(0.5);Poly 2,1(0.5)	1.8369298391570246	3.699721336364746	1.6315186023712158	2.0682027339935303	0.3087823107066974	1.849860668182373	-0.11154995599999998	0.531339256	-0.074314508	0.329998408	-0.16432133999999998	0.85482084	DOWN	0.0	1.0	0.0	
R-DRE-425407	SLC-mediated transmembrane transport	114	121	4	4	2	4	4	4	4	2	2	91	119	4690	0.59554	0.67471	1.0	1.65	393339;100329340	slc5a12;slc34a1a	ENSDARG00000005004;ENSDARG00000028824		0.20989465	0.20989465	0.0458923	0.23193434763105916	0.14338917641158858	0.21200845637994542	0.12784195	0.12784195	0.0247009	0.14586347174740147	0.08601666898020961	0.13333208213118145	0.34524974999999997	0.34524974999999997	0.0852645	0.36767466656695963	0.23982173523526315	0.3360870837158991									0.0458923;0.373897	0.0247009;0.230983	0.0852645;0.605235	0	2	0															2	393339;100329340	ENSDARG00000005004;ENSDARG00000028824	0.20989465	0.20989465	0.23193434763105916	0.12784195	0.12784195	0.14586347174740147	0.34524974999999997	0.34524974999999997	0.36767466656695963	0.0458923;0.373897	0.0247009;0.230983	0.0852645;0.605235	0						Linear,1(0.5);Poly 2,1(0.5)	1.8369298391570246	3.699721336364746	1.6315186023712158	2.0682027339935303	0.3087823107066974	1.849860668182373	-0.11154995599999998	0.531339256	-0.074314508	0.329998408	-0.16432133999999998	0.85482084	DOWN	0.0	1.0	0.0	
R-DRE-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	12	13	1	1	1	1	1	1	1	1	1	92	12	4797	0.97576	0.22066	0.22066	7.69	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531		0.0	0.4683			0.265653		0.825531		0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
R-DRE-983705	Signaling by the B Cell Receptor (BCR)	55	59	1	1	1	1	1	1	1	1	1	92	58	4751	0.69132	0.67919	1.0	1.69	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531										0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
R-DRE-198203	PI3K/AKT activation	8	8	1	1	0	1	1	1	1	0	0	93	8	4801	0.85783	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-202733	Cell surface interactions at the vascular wall	54	57	2	2	1	2	2	2	2	1	1	92	56	4753	0.70544	0.66651	1.0	1.75	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531										0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
R-DRE-2029485	Role of phospholipids in phagocytosis	13	14	1	1	1	1	1	1	1	1	1	92	13	4796	0.97206	0.23549	0.23549	7.14	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531		0.0	0.4683			0.265653		0.825531		0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
R-DRE-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	21	21	1	1	1	1	1	1	1	1	1	92	20	4789	0.94079	0.33173	0.33173	4.76	101885596	hck	ENSDARG00000058647		0.477047	0.477047	0.477047		0.477047		0.268406	0.268406	0.268406		0.268406		0.847872	0.847872	0.847872		0.847872										0.477047	0.268406	0.847872	0	1	0															1	101885596	ENSDARG00000058647	0.477047	0.477047		0.268406	0.268406		0.847872	0.847872		0.477047	0.268406	0.847872	0						Linear,1(1)	1.8061665296554565	1.8061665296554565	1.8061665296554565	1.8061665296554565	0.0	1.8061665296554565	0.477047	0.477047	0.268406	0.268406	0.847872	0.847872	DOWN	0.0	1.0	0.0	
R-DRE-8853659	RET signaling	22	22	1	0	0	1	1	0	1	0	0	93	22	4787	0.65553	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-912631	Regulation of signaling by CBL	15	15	1	1	1	1	1	1	1	1	1	92	14	4795	0.96815	0.25003	0.25003	6.67	101885596	hck	ENSDARG00000058647		0.477047	0.477047	0.477047		0.477047		0.268406	0.268406	0.268406		0.268406		0.847872	0.847872	0.847872		0.847872		0.0	0.477047			0.268406		0.847872		0.477047	0.268406	0.847872	0	1	0															1	101885596	ENSDARG00000058647	0.477047	0.477047		0.268406	0.268406		0.847872	0.847872		0.477047	0.268406	0.847872	0						Linear,1(1)	1.8061665296554565	1.8061665296554565	1.8061665296554565	1.8061665296554565	0.0	1.8061665296554565	0.477047	0.477047	0.268406	0.268406	0.847872	0.847872	DOWN	0.0	1.0	0.0	
R-DRE-1483213	Synthesis of PE	6	6	1	1	1	1	1	1	1	1	1	92	5	4804	0.99492	0.10862	0.10862	16.67	100002812	phospho1	ENSDARG00000008403		0.0429641	0.0429641	0.0429641		0.0429641		0.0238127	0.0238127	0.0238127		0.0238127		0.0775182	0.0775182	0.0775182		0.0775182		0.0	0.0429641	0.0	0.0429641	0.0238127	0.0238127	0.0775182	0.0775182	0.0429641	0.0238127	0.0775182	0	1	0															1	100002812	ENSDARG00000008403	0.0429641	0.0429641		0.0238127	0.0238127		0.0775182	0.0775182		0.0429641	0.0238127	0.0775182	0						Poly 2,1(1)	2.7715985774993896	2.7715985774993896	2.7715985774993896	2.7715985774993896	0.0	2.7715985774993896	0.0429641	0.0429641	0.0238127	0.0238127	0.0775182	0.0775182	DOWN	0.0	1.0	0.0	
R-DRE-6806834	Signaling by MET	47	47	1	1	0	1	1	1	1	0	0	93	47	4762	0.40473	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2029481	FCGR activation	5	6	1	1	1	1	1	1	1	1	1	92	5	4804	0.99492	0.10862	0.10862	16.67	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531		0.0	0.4683	0.0	0.4683	0.265653	0.265653	0.825531	0.825531	0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
R-DRE-2454202	Fc epsilon receptor (FCERI) signaling	42	43	1	1	1	1	1	1	1	1	1	92	42	4767	0.80409	0.56273	0.56273	2.33	100004856	si:ch211-137i24.12	ENSDARG00000094537		0.4683	0.4683	0.4683		0.4683		0.265653	0.265653	0.265653		0.265653		0.825531	0.825531	0.825531		0.825531										0.4683	0.265653	0.825531	1	0	1	100004856	ENSDARG00000094537	0.4683	0.4683		0.265653	0.265653		0.825531	0.825531		0.4683	0.265653	0.825531	0															0						Linear,1(1)	3.1020658016204834	3.1020658016204834	3.1020658016204834	3.1020658016204834	0.0	3.1020658016204834	0.4683	0.4683	0.265653	0.265653	0.825531	0.825531	UP	1.0	0.0	0.0	
