Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Trenbolone_DESeq_normData
Work Source: Trenbolone_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.58
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2163
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0016747	5	acyltransferase activity, transferring groups other than amino-acyl groups	190	201	3	2	1	3	3	2	3	1	1	86	200	18789	0.76661	0.60294	0.60294	0.5	100150288	elovl6l	ENSDARG00000038639		0.00498666	0.00498666	0.00498666		0.00498666		0.00257421	0.00257421	0.00257421		0.00257421		0.00965997	0.00965997	0.00965997		0.00965997										0.00498666	0.00257421	0.00965997	0	1	0															1	100150288	ENSDARG00000038639	0.00498666	0.00498666		0.00257421	0.00257421		0.00965997	0.00965997		0.00498666	0.00257421	0.00965997	0						Poly 2,1(1)	2.1966047286987305	2.1966047286987305	2.1966047286987305	2.1966047286987305	0.0	2.1966047286987305	0.00498666	0.00498666	0.00257421	0.00257421	0.00965997	0.00965997	DOWN	0.0	1.0	0.0	
GO:0016755	4	aminoacyltransferase activity	22	24	1	1	1	1	1	1	1	1	1	86	23	18966	0.99468	0.10396	0.10396	4.17	564655	qpctlb	ENSDARG00000062293		0.0737909	0.0737909	0.0737909		0.0737909		0.032227	0.032227	0.032227		0.032227		0.168961	0.168961	0.168961		0.168961										0.0737909	0.032227	0.168961	1	0	1	564655	ENSDARG00000062293	0.0737909	0.0737909		0.032227	0.032227		0.168961	0.168961		0.0737909	0.032227	0.168961	0															0						Linear,1(1)	1.674769639968872	1.674769639968872	1.674769639968872	1.674769639968872	0.0	1.674769639968872	0.0737909	0.0737909	0.032227	0.032227	0.168961	0.168961	UP	1.0	0.0	0.0	
GO:0016757	4	glycosyltransferase activity	309	340	5	2	0	3	3	3	5	0	0	87	340	18649	0.20842	1.0	0.41107	0.0																																		0	0	0															0															0																							
GO:0016758	5	hexosyltransferase activity	207	226	2	2	0	2	2	2	2	0	0	87	226	18763	0.35373	1.0	0.62935	0.0																																		0	0	0															0															0																							
GO:0016763	5	pentosyltransferase activity	54	63	3	0	0	1	1	1	3	0	0	87	63	18926	0.74942	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016772	4	transferase activity, transferring phosphorus-containing groups	958	1031	12	9	5	9	9	7	12	2	2	85	1029	17960	0.14404	0.95285	0.33429	0.19	100126142;557131	sik2a;si:ch211-285c6.3	ENSDARG00000079618;ENSDARG00000026505		0.005898985000000001	0.005898985000000001	0.00431647	0.0022380141756588564	0.005821182641217268	0.0022353078169204572	0.002635205	0.002635205	0.00238282	3.569262899395396E-4	0.0026227968090372735	3.564946704286936E-4	0.013601579999999999	0.013601579999999999	0.00781926	0.008177435365981197	0.013317299512777717	0.008167546655757125									0.00431647;0.0074815	0.00238282;0.00288759	0.00781926;0.0193839	1	1	1	557131	ENSDARG00000026505	0.0074815	0.0074815		0.00288759	0.00288759		0.0193839	0.0193839		0.0074815	0.00288759	0.0193839	1	100126142	ENSDARG00000079618	0.00431647	0.00431647		0.00238282	0.00238282		0.00781926	0.00781926		0.00431647	0.00238282	0.00781926	0						Poly 2,2(1)	1.9006400692077572	3.883837580680847	1.5436526536941528	2.3401849269866943	0.5632333718790924	1.9419187903404236	0.0027972556000000013	0.0090007144	0.0021405303999999996	0.0031298796	0.0022682328000000022	0.024934927199999995	CONFLICT	0.5	0.5	0.0	
GO:0016773	5	phosphotransferase activity, alcohol group as acceptor	716	785	9	6	5	6	6	4	9	2	2	85	783	18206	0.29971	0.87826	0.58755	0.25	100126142;557131	sik2a;si:ch211-285c6.3	ENSDARG00000079618;ENSDARG00000026505		0.005898985000000001	0.005898985000000001	0.00431647	0.0022380141756588564	0.005821182641217268	0.0022353078169204572	0.002635205	0.002635205	0.00238282	3.569262899395396E-4	0.0026227968090372735	3.564946704286936E-4	0.013601579999999999	0.013601579999999999	0.00781926	0.008177435365981197	0.013317299512777717	0.008167546655757125									0.00431647;0.0074815	0.00238282;0.00288759	0.00781926;0.0193839	1	1	1	557131	ENSDARG00000026505	0.0074815	0.0074815		0.00288759	0.00288759		0.0193839	0.0193839		0.0074815	0.00288759	0.0193839	1	100126142	ENSDARG00000079618	0.00431647	0.00431647		0.00238282	0.00238282		0.00781926	0.00781926		0.00431647	0.00238282	0.00781926	0						Poly 2,2(1)	1.9006400692077572	3.883837580680847	1.5436526536941528	2.3401849269866943	0.5632333718790924	1.9419187903404236	0.0027972556000000013	0.0090007144	0.0021405303999999996	0.0031298796	0.0022682328000000022	0.024934927199999995	CONFLICT	0.5	0.5	0.0	
GO:0016779	5	nucleotidyltransferase activity	108	109	1	1	0	1	1	1	1	0	0	87	109	18880	0.60673	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016782	4	transferase activity, transferring sulphur-containing groups	79	82	2	2	1	1	1	1	2	0	0	87	82	18907	0.68685	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016787	3	hydrolase activity	1974	2103	23	19	8	20	20	19	23	5	5	82	2098	16891	0.071904	0.96957	0.12438	0.24	100170660;100006303;569688;568741;559296	gbp3;gls2a;tmprss5;efl1;gbp4	ENSDARG00000003244;ENSDARG00000069095;ENSDARG00000087717;ENSDARG00000079672;ENSDARG00000068857		0.0320647746	0.0482128	5.32303E-4	0.027719078290604666	0.014720094880764728	0.024939412730466848	0.017296319339999998	0.027023	9.86167E-5	0.014879331536678895	0.007953469253735768	0.013626750211632475	0.05975828	0.0860185	0.00287321	0.05140122074923951	0.027993675206453704	0.045239991619652975									0.0533181;5.32303E-4;0.0551054;0.0482128;0.00315527	0.0284636;9.86167E-5;0.0289328;0.027023;0.00196358	0.0998755;0.00287321;0.104954;0.0860185;0.00507019	4	1	4	100006303;569688;568741;559296	ENSDARG00000069095;ENSDARG00000087717;ENSDARG00000079672;ENSDARG00000068857	0.02675144325	0.025684035	0.028918041683493635	0.014504499175000001	0.014493289999999999	0.015595863033078314	0.049728975	0.045544345	0.05340600091870981	5.32303E-4;0.0551054;0.0482128;0.00315527	9.86167E-5;0.0289328;0.027023;0.00196358	0.00287321;0.104954;0.0860185;0.00507019	1	100170660	ENSDARG00000003244	0.0533181	0.0533181		0.0284636	0.0284636		0.0998755	0.0998755		0.0533181	0.0284636	0.0998755	0						Exp 5,1(0.2);Linear,3(0.6);Poly 2,1(0.2)	1.8172036748283342	9.17726743221283	1.546779751777649	2.2197303771972656	0.29168951311498764	1.7954723834991455	0.007767931214079166	0.056361617985920834	0.004254010203898	0.030338628476102004	0.014703123501065299	0.10481343649893471	UP	0.8	0.2	0.0	
GO:0016788	4	hydrolase activity, acting on ester bonds	650	680	8	7	2	6	6	6	8	0	0	87	680	18309	0.042207	1.0	0.077829	0.0																																		0	0	0															0															0																							
GO:0016790	5	thiolester hydrolase activity	41	45	1	1	0	1	1	1	1	0	0	87	45	18944	0.81388	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016791	6	phosphatase activity	278	285	3	2	0	3	3	3	3	0	0	87	285	18704	0.26912	1.0	0.64326	0.0																																		0	0	0															0															0																							
GO:0016798	4	hydrolase activity, acting on glycosyl bonds	133	137	1	1	0	1	1	1	1	0	0	87	137	18852	0.53339	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016810	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	107	111	3	2	1	2	2	2	3	1	1	86	110	18879	0.90869	0.39882	0.39882	0.9	100006303	gls2a	ENSDARG00000069095		5.32303E-4	5.32303E-4	5.32303E-4		5.32303E-4		9.86167E-5	9.86167E-5	9.86167E-5		9.86167E-5		0.00287321	0.00287321	0.00287321		0.00287321										5.32303E-4	9.86167E-5	0.00287321	1	0	1	100006303	ENSDARG00000069095	5.32303E-4	5.32303E-4		9.86167E-5	9.86167E-5		0.00287321	0.00287321		5.32303E-4	9.86167E-5	0.00287321	0															0						Exp 5,1(1)	1.546779751777649	1.546779751777649	1.546779751777649	1.546779751777649	0.0	1.546779751777649	5.32303E-4	5.32303E-4	9.86167E-5	9.86167E-5	0.00287321	0.00287321	UP	1.0	0.0	0.0	
GO:0016811	5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	56	57	2	1	1	1	1	1	2	1	1	86	56	18933	0.9721	0.22967	0.22967	1.75	100006303	gls2a	ENSDARG00000069095		5.32303E-4	5.32303E-4	5.32303E-4		5.32303E-4		9.86167E-5	9.86167E-5	9.86167E-5		9.86167E-5		0.00287321	0.00287321	0.00287321		0.00287321										5.32303E-4	9.86167E-5	0.00287321	1	0	1	100006303	ENSDARG00000069095	5.32303E-4	5.32303E-4		9.86167E-5	9.86167E-5		0.00287321	0.00287321		5.32303E-4	9.86167E-5	0.00287321	0															0						Exp 5,1(1)	1.546779751777649	1.546779751777649	1.546779751777649	1.546779751777649	0.0	1.546779751777649	5.32303E-4	5.32303E-4	9.86167E-5	9.86167E-5	0.00287321	0.00287321	UP	1.0	0.0	0.0	
GO:0016814	5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	32	35	1	1	0	1	1	1	1	0	0	87	35	18954	0.85203	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016817	4	hydrolase activity, acting on acid anhydrides	455	473	3	2	2	3	3	3	3	2	2	85	471	18518	0.6336	0.63915	1.0	0.42	568741;559296	efl1;gbp4	ENSDARG00000079672;ENSDARG00000068857		0.025684035	0.025684035	0.00315527	0.031860485006516295	0.024969132666082076	0.03184443961127857	0.014493289999999999	0.014493289999999999	0.00196358	0.01771968581460179	0.014095686362059138	0.01771076192777692	0.045544345	0.045544345	0.00507019	0.05723909892659082	0.04425998396765509	0.057210272498959824									0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	2	0	2	568741;559296	ENSDARG00000079672;ENSDARG00000068857	0.025684035	0.025684035	0.031860485006516295	0.014493289999999999	0.014493289999999999	0.01771968581460179	0.045544345	0.045544345	0.05723909892659082	0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.792896829999487	3.6152849197387695	1.5772249698638916	2.038059949874878	0.3258595393737355	1.8076424598693848	-0.0184723444	0.0698404144	-0.010064941599999995	0.03905152159999999	-0.03378499879999999	0.1248736888	UP	1.0	0.0	0.0	
GO:0016818	5	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	454	472	3	2	2	3	3	3	3	2	2	85	470	18519	0.63485	0.638	1.0	0.42	568741;559296	efl1;gbp4	ENSDARG00000079672;ENSDARG00000068857		0.025684035	0.025684035	0.00315527	0.031860485006516295	0.024969132666082076	0.03184443961127857	0.014493289999999999	0.014493289999999999	0.00196358	0.01771968581460179	0.014095686362059138	0.01771076192777692	0.045544345	0.045544345	0.00507019	0.05723909892659082	0.04425998396765509	0.057210272498959824									0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	2	0	2	568741;559296	ENSDARG00000079672;ENSDARG00000068857	0.025684035	0.025684035	0.031860485006516295	0.014493289999999999	0.014493289999999999	0.01771968581460179	0.045544345	0.045544345	0.05723909892659082	0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.792896829999487	3.6152849197387695	1.5772249698638916	2.038059949874878	0.3258595393737355	1.8076424598693848	-0.0184723444	0.0698404144	-0.010064941599999995	0.03905152159999999	-0.03378499879999999	0.1248736888	UP	1.0	0.0	0.0	
GO:0016829	3	lyase activity	181	186	4	4	2	4	4	4	4	2	2	85	184	18805	0.94666	0.20825	0.20825	1.08	100329827;100003999	gad1a;eevs	ENSDARG00000093411;ENSDARG00000087873		0.0134895	0.0134895	0.0074353	0.008561931749319197	0.01705130595096263	0.006923420543010118	0.00837711	0.00837711	0.00289182	0.0077573715115495144	0.01160421491307783	0.006272830344284618	0.0233354	0.0233354	0.0191173	0.005965294227445959	0.025816991900128088	0.0048237058888822544									0.0074353;0.0195437	0.00289182;0.0138624	0.0191173;0.0275535	2	0	2	100329827;100003999	ENSDARG00000093411;ENSDARG00000087873	0.0134895	0.0134895	0.008561931749319197	0.00837711	0.00837711	0.0077573715115495144	0.0233354	0.0233354	0.005965294227445959	0.0074353;0.0195437	0.00289182;0.0138624	0.0191173;0.0275535	0															0						Linear,1(0.5);Poly 2,1(0.5)	2.0810486928619687	4.288908243179321	1.6268444061279297	2.6620638370513916	0.7320106796220587	2.1444541215896606	0.0016232680000000006	0.025355732000000002	-0.0023740584	0.0191282784	0.015067924	0.031602876	UP	1.0	0.0	0.0	
GO:0016830	4	carbon-carbon lyase activity	49	49	3	3	1	3	3	3	3	1	1	86	48	18941	0.97895	0.2009	0.2009	2.04	100329827	gad1a	ENSDARG00000093411		0.0074353	0.0074353	0.0074353		0.0074353		0.00289182	0.00289182	0.00289182		0.00289182		0.0191173	0.0191173	0.0191173		0.019117300000000004										0.0074353	0.00289182	0.0191173	1	0	1	100329827	ENSDARG00000093411	0.0074353	0.0074353		0.00289182	0.00289182		0.0191173	0.0191173		0.0074353	0.00289182	0.0191173	0															0						Poly 2,1(1)	1.6268444061279297	1.6268444061279297	1.6268444061279297	1.6268444061279297	0.0	1.6268444061279297	0.0074353	0.0074353	0.00289182	0.00289182	0.0191173	0.0191173	UP	1.0	0.0	0.0	
GO:0016831	5	carboxy-lyase activity	28	28	2	2	1	2	2	2	2	1	1	86	27	18962	0.9928	0.12022	0.12022	3.57	100329827	gad1a	ENSDARG00000093411		0.0074353	0.0074353	0.0074353		0.0074353		0.00289182	0.00289182	0.00289182		0.00289182		0.0191173	0.0191173	0.0191173		0.019117300000000004										0.0074353	0.00289182	0.0191173	1	0	1	100329827	ENSDARG00000093411	0.0074353	0.0074353		0.00289182	0.00289182		0.0191173	0.0191173		0.0074353	0.00289182	0.0191173	0															0						Poly 2,1(1)	1.6268444061279297	1.6268444061279297	1.6268444061279297	1.6268444061279297	0.0	1.6268444061279297	0.0074353	0.0074353	0.00289182	0.00289182	0.0191173	0.0191173	UP	1.0	0.0	0.0	
GO:0016832	5	aldehyde-lyase activity	12	12	1	1	0	1	1	1	1	0	0	87	12	18977	0.94661	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016835	4	carbon-oxygen lyase activity	63	65	1	1	1	1	1	1	1	1	1	86	64	18925	0.96447	0.25742	0.25742	1.54	100003999	eevs	ENSDARG00000087873		0.0195437	0.0195437	0.0195437		0.019543699999999997		0.0138624	0.0138624	0.0138624		0.0138624		0.0275535	0.0275535	0.0275535		0.0275535										0.0195437	0.0138624	0.0275535	1	0	1	100003999	ENSDARG00000087873	0.0195437	0.0195437		0.0138624	0.0138624		0.0275535	0.0275535		0.0195437	0.0138624	0.0275535	0															0						Linear,1(1)	2.6620638370513916	2.6620638370513916	2.6620638370513916	2.6620638370513916	0.0	2.6620638370513916	0.0195437	0.0195437	0.0138624	0.0138624	0.0275535	0.0275535	UP	1.0	0.0	0.0	
GO:0016838	5	carbon-oxygen lyase activity, acting on phosphates	5	5	1	1	1	1	1	1	1	1	1	86	4	18985	0.9998	0.022599	0.022599	20.0	100003999	eevs	ENSDARG00000087873		0.0195437	0.0195437	0.0195437		0.019543699999999997		0.0138624	0.0138624	0.0138624		0.0138624		0.0275535	0.0275535	0.0275535		0.0275535		0.0	0.0195437	0.0	0.0195437	0.0138624	0.0138624	0.0275535	0.0275535	0.0195437	0.0138624	0.0275535	1	0	1	100003999	ENSDARG00000087873	0.0195437	0.0195437		0.0138624	0.0138624		0.0275535	0.0275535		0.0195437	0.0138624	0.0275535	0															0						Linear,1(1)	2.6620638370513916	2.6620638370513916	2.6620638370513916	2.6620638370513916	0.0	2.6620638370513916	0.0195437	0.0195437	0.0138624	0.0138624	0.0275535	0.0275535	UP	1.0	0.0	0.0	
GO:0016853	3	isomerase activity	141	143	1	1	1	1	1	0	1	0	0	87	143	18846	0.51886	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016859	4	cis-trans isomerase activity	44	45	1	1	1	1	1	0	1	0	0	87	45	18944	0.81388	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016918	5	retinal binding	7	7	1	1	1	0	0	0	1	0	0	87	7	18982	0.9685	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016922	7	nuclear receptor binding	18	19	1	1	1	0	0	0	1	0	0	87	19	18970	0.91678	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016997	6	alpha-sialidase activity	8	8	1	1	0	1	1	1	1	0	0	87	8	18981	0.96408	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017015	7	regulation of transforming growth factor beta receptor signaling pathway	29	31	1	1	0	1	1	1	1	0	0	87	31	18958	0.86778	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017076	5	purine nucleotide binding	1827	1960	21	16	12	15	15	13	21	6	6	81	1954	17035	0.19707	0.89405	0.37673	0.31	100126142;794238;570453;568741;559296;557131	sik2a;abcg4b;abcg2b;efl1;gbp4;si:ch211-285c6.3	ENSDARG00000079618;ENSDARG00000078068;ENSDARG00000079361;ENSDARG00000079672;ENSDARG00000068857;ENSDARG00000026505		0.012836836666666665	0.006267725	0.00315527	0.017454677620323635	0.011681128294785426	0.017014765270693146	0.006615843333333333	0.002719035	0.00196358	0.010003200559946135	0.006223576833698005	0.009651318978036328	0.025886999999999997	0.014632425	0.00507019	0.03057991888343133	0.022384725191445208	0.030121586483699805									0.00431647;0.00880103;0.00505395;0.0482128;0.00315527;0.0074815	0.00238282;0.00285305;0.00258502;0.027023;0.00196358;0.00288759	0.00781926;0.0271492;0.00988095;0.0860185;0.00507019;0.0193839	3	3	3	568741;559296;557131	ENSDARG00000079672;ENSDARG00000068857;ENSDARG00000026505	0.019616523333333333	0.0074815	0.024859391503024228	0.010624723333333334	0.00288759	0.014208837279926646	0.03682419666666666	0.0193839	0.04320046508812183	0.0482128;0.00315527;0.0074815	0.027023;0.00196358;0.00288759	0.0860185;0.00507019;0.0193839	3	100126142;794238;570453	ENSDARG00000079618;ENSDARG00000078068;ENSDARG00000079361	0.00605715	0.00505395	0.0024047093958314393	0.0026069633333333335	0.00258502	2.35881740779847E-4	0.014949803333333333	0.00988095	0.010615159004321759	0.00431647;0.00880103;0.00505395	0.00238282;0.00285305;0.00258502	0.00781926;0.0271492;0.00988095	0						Linear,1(0.17);Poly 2,5(0.84)	1.8208638521479221	11.067925333976746	1.5436526536941528	2.3401849269866943	0.32955934612208565	1.7872962951660156	-0.001129814239559478	0.026803487572892817	-0.0013883841410863912	0.014620070807753058	0.001417968770898486	0.05035603122910151	CONFLICT	0.5	0.5	0.0	
GO:0017077	4	oxidative phosphorylation uncoupler activity	3	3	1	1	1	1	1	1	1	1	1	86	2	18987	0.99994	0.013621	0.013621	33.33	794081	ucp3	ENSDARG00000091209		0.0049864	0.0049864	0.0049864		0.0049864		0.00256242	0.00256242	0.00256242		0.00256242		0.00970342	0.00970342	0.00970342		0.00970342		0.0	0.0049864	0.0	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	0.0049864	0.00256242	0.00970342	0	1	0															1	794081	ENSDARG00000091209	0.0049864	0.0049864		0.00256242	0.00256242		0.00970342	0.00970342		0.0049864	0.00256242	0.00970342	0						Poly 2,1(1)	1.9258249998092651	1.9258249998092651	1.9258249998092651	1.9258249998092651	0.0	1.9258249998092651	0.0049864	0.0049864	0.00256242	0.00256242	0.00970342	0.00970342	DOWN	0.0	1.0	0.0	
GO:0017095	7	heparan sulfate 6-O-sulfotransferase activity	46	49	1	1	0	1	1	1	1	0	0	87	49	18940	0.7991	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017111	7	nucleoside-triphosphatase activity	391	409	3	2	2	3	3	3	3	2	2	85	407	18582	0.71358	0.55959	0.71067	0.49	568741;559296	efl1;gbp4	ENSDARG00000079672;ENSDARG00000068857		0.025684035	0.025684035	0.00315527	0.031860485006516295	0.024969132666082076	0.03184443961127857	0.014493289999999999	0.014493289999999999	0.00196358	0.01771968581460179	0.014095686362059138	0.01771076192777692	0.045544345	0.045544345	0.00507019	0.05723909892659082	0.04425998396765509	0.057210272498959824									0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	2	0	2	568741;559296	ENSDARG00000079672;ENSDARG00000068857	0.025684035	0.025684035	0.031860485006516295	0.014493289999999999	0.014493289999999999	0.01771968581460179	0.045544345	0.045544345	0.05723909892659082	0.0482128;0.00315527	0.027023;0.00196358	0.0860185;0.00507019	0															0						Linear,1(0.5);Poly 2,1(0.5)	1.792896829999487	3.6152849197387695	1.5772249698638916	2.038059949874878	0.3258595393737355	1.8076424598693848	-0.0184723444	0.0698404144	-0.010064941599999995	0.03905152159999999	-0.03378499879999999	0.1248736888	UP	1.0	0.0	0.0	
GO:0017121	8	plasma membrane phospholipid scrambling	20	24	2	2	1	1	1	1	2	0	0	87	24	18965	0.89604	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017154	5	semaphorin receptor activity	16	16	1	1	1	1	1	1	1	1	1	86	15	18974	0.99763	0.070554	0.070554	6.25	100034640	si:ch211-127b11.1	ENSDARG00000077090		0.00483055	0.00483055	0.00483055		0.00483055		0.00251204	0.00251204	0.00251204		0.00251204		0.00928894	0.00928894	0.00928894		0.00928894		0.0	0.00483055			0.00251204		0.00928894		0.00483055	0.00251204	0.00928894	0	1	0															1	100034640	ENSDARG00000077090	0.00483055	0.00483055		0.00251204	0.00251204		0.00928894	0.00928894		0.00483055	0.00251204	0.00928894	0						Poly 2,1(1)	1.5862181186676025	1.5862181186676025	1.5862181186676025	1.5862181186676025	0.0	1.5862181186676025	0.00483055	0.00483055	0.00251204	0.00251204	0.00928894	0.00928894	DOWN	0.0	1.0	0.0	
GO:0017171	4	serine hydrolase activity	139	171	2	2	1	2	2	2	2	1	1	86	170	18819	0.81655	0.54396	0.54396	0.58	569688	tmprss5	ENSDARG00000087717		0.0551054	0.0551054	0.0551054		0.0551054		0.0289328	0.0289328	0.0289328		0.0289328		0.104954	0.104954	0.104954		0.104954										0.0551054	0.0289328	0.104954	1	0	1	569688	ENSDARG00000087717	0.0551054	0.0551054		0.0289328	0.0289328		0.104954	0.104954		0.0551054	0.0289328	0.104954	0															0						Linear,1(1)	2.2197303771972656	2.2197303771972656	2.2197303771972656	2.2197303771972656	0.0	2.2197303771972656	0.0551054	0.0551054	0.0289328	0.0289328	0.104954	0.104954	UP	1.0	0.0	0.0	
GO:0017186	8	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	3	3	1	1	1	1	1	1	1	1	1	86	2	18987	0.99994	0.013621	0.013621	33.33	564655	qpctlb	ENSDARG00000062293		0.0737909	0.0737909	0.0737909		0.0737909		0.032227	0.032227	0.032227		0.032227		0.168961	0.168961	0.168961		0.168961		0.0	0.0737909	0.0	0.0737909	0.032227	0.032227	0.168961	0.168961	0.0737909	0.032227	0.168961	1	0	1	564655	ENSDARG00000062293	0.0737909	0.0737909		0.032227	0.032227		0.168961	0.168961		0.0737909	0.032227	0.168961	0															0						Linear,1(1)	1.674769639968872	1.674769639968872	1.674769639968872	1.674769639968872	0.0	1.674769639968872	0.0737909	0.0737909	0.032227	0.032227	0.168961	0.168961	UP	1.0	0.0	0.0	
GO:0018105	7	peptidyl-serine phosphorylation	111	111	1	1	0	1	1	1	1	0	0	87	111	18878	0.60118	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0018126	6	protein hydroxylation	22	22	2	2	1	2	2	2	2	1	1	86	21	18968	0.99552	0.095724	0.095724	4.55	563281	p4ha3	ENSDARG00000103692		0.0396471	0.0396471	0.0396471		0.0396471		0.0240568	0.0240568	0.0240568		0.024056799999999996		0.0653408	0.0653408	0.0653408		0.0653408										0.0396471	0.0240568	0.0653408	1	0	1	563281	ENSDARG00000103692	0.0396471	0.0396471		0.0240568	0.0240568		0.0653408	0.0653408		0.0396471	0.0240568	0.0653408	0															0						Linear,1(1)	1.9912880659103394	1.9912880659103394	1.9912880659103394	1.9912880659103394	0.0	1.9912880659103394	0.0396471	0.0396471	0.0240568	0.0240568	0.0653408	0.0653408	UP	1.0	0.0	0.0	
