Identifier,EE2-10ng/L-A
ENSDARG00000094272,0
ENSDARG00000036685,19
ENSDARG00000062549,13
ENSDARG00000079858,0
ENSDARG00000032708,12
ENSDARG00000094734,1
ENSDARG00000030104,0
ENSDARG00000095527,0
ENSDARG00000073920,4
ENSDARG00000041546,0
ENSDARG00000092585,1
ENSDARG00000013333,111
ENSDARG00000005828,2
ENSDARG00000006848,1
ENSDARG00000040445,4
ENSDARG00000006422,5
ENSDARG00000011770,28
ENSDARG00000040453,1
ENSDARG00000013025,3
ENSDARG00000057108,1
ENSDARG00000075264,2
ENSDARG00000114572,4
ENSDARG00000095078,0
ENSDARG00000024846,27
ENSDARG00000086685,9
ENSDARG00000113157,0
ENSDARG00000077139,80
ENSDARG00000095915,0
ENSDARG00000062481,3
ENSDARG00000099462,1
ENSDARG00000005251,28
ENSDARG00000062478,2
ENSDARG00000030012,26
ENSDARG00000069672,4
ENSDARG00000069671,12
ENSDARG00000062465,0
ENSDARG00000062447,6
ENSDARG00000014348,8
ENSDARG00000062425,4
ENSDARG00000062423,5
ENSDARG00000004692,6
ENSDARG00000027611,40
ENSDARG00000051824,14
ENSDARG00000108339,0
ENSDARG00000094437,0
ENSDARG00000094591,0
ENSDARG00000094774,1
ENSDARG00000080950,0
ENSDARG00000044355,0
ENSDARG00000091870,0
ENSDARG00000005823,17
ENSDARG00000060165,1
ENSDARG00000094844,0
ENSDARG00000094501,0
ENSDARG00000092490,0
ENSDARG00000088402,0
ENSDARG00000078778,14
ENSDARG00000019496,39
ENSDARG00000057029,0
ENSDARG00000093483,0
ENSDARG00000041503,6
ENSDARG00000041505,73
ENSDARG00000007485,15
ENSDARG00000011188,42
ENSDARG00000093410,0
ENSDARG00000062338,39
ENSDARG00000020642,1
ENSDARG00000105986,0
ENSDARG00000062349,3
ENSDARG00000019223,56
ENSDARG00000020164,44
ENSDARG00000094811,0
ENSDARG00000113838,0
ENSDARG00000091861,0
ENSDARG00000109825,0
ENSDARG00000093428,0
ENSDARG00000117761,0
ENSDARG00000093537,0
ENSDARG00000117421,1
ENSDARG00000112975,0
ENSDARG00000075033,13
ENSDARG00000014916,13
ENSDARG00000115923,0
ENSDARG00000088701,1
ENSDARG00000114057,0
ENSDARG00000092668,0
ENSDARG00000043566,3
ENSDARG00000030636,3
ENSDARG00000031971,2
ENSDARG00000094791,0
ENSDARG00000006383,10
ENSDARG00000000542,7
ENSDARG00000000747,1
ENSDARG00000041171,0
ENSDARG00000056886,3
ENSDARG00000016059,15
ENSDARG00000094291,0
ENSDARG00000056907,0
ENSDARG00000094139,0
ENSDARG00000056917,0
ENSDARG00000056923,6
ENSDARG00000062258,6
ENSDARG00000069560,0
ENSDARG00000110739,0
ENSDARG00000025375,93
ENSDARG00000030633,3
ENSDARG00000025420,0
ENSDARG00000099692,11
ENSDARG00000100325,0
ENSDARG00000093420,8
ENSDARG00000043821,16
ENSDARG00000097748,0
ENSDARG00000094554,3
ENSDARG00000093998,3
ENSDARG00000107556,0
ENSDARG00000093465,0
ENSDARG00000069549,28
ENSDARG00000069548,4
ENSDARG00000093211,0
ENSDARG00000056704,5
ENSDARG00000032324,13
ENSDARG00000000631,9
ENSDARG00000069301,7
ENSDARG00000075285,0
ENSDARG00000095795,0
ENSDARG00000006678,0
ENSDARG00000029803,0
ENSDARG00000069500,0
ENSDARG00000062089,10
ENSDARG00000105925,0
ENSDARG00000041110,8
ENSDARG00000108206,0
ENSDARG00000056410,41
ENSDARG00000089326,1
ENSDARG00000056387,0
ENSDARG00000018121,2
ENSDARG00000076480,4
ENSDARG00000021677,1
ENSDARG00000069485,4
ENSDARG00000010010,15
ENSDARG00000097441,4
ENSDARG00000080783,0
ENSDARG00000081837,0
ENSDARG00000005128,12
ENSDARG00000097108,2
ENSDARG00000086963,0
ENSDARG00000062045,5
ENSDARG00000087908,0
ENSDARG00000112579,5
ENSDARG00000009430,16
ENSDARG00000062177,4
ENSDARG00000077403,2
ENSDARG00000095595,0
ENSDARG00000041071,10
ENSDARG00000003641,35
ENSDARG00000062156,7
ENSDARG00000019782,1
ENSDARG00000109522,0
ENSDARG00000115136,0
ENSDARG00000062148,22
ENSDARG00000092870,62
ENSDARG00000086911,6
ENSDARG00000041051,27
ENSDARG00000062147,3
ENSDARG00000056617,2
ENSDARG00000010318,8
ENSDARG00000107261,0
ENSDARG00000062135,3
ENSDARG00000056561,0
ENSDARG00000041040,3
ENSDARG00000079703,2
ENSDARG00000069453,2
ENSDARG00000069451,1
ENSDARG00000040065,0
ENSDARG00000040064,3
ENSDARG00000095912,7
ENSDARG00000056473,6
ENSDARG00000056679,8
ENSDARG00000074204,1
ENSDARG00000075156,2
ENSDARG00000092378,0
ENSDARG00000117774,0
ENSDARG00000107988,0
ENSDARG00000032197,0
ENSDARG00000062106,0
ENSDARG00000069440,4
ENSDARG00000029729,6
ENSDARG00000095476,0
ENSDARG00000062009,0
ENSDARG00000010317,1
ENSDARG00000079522,0
ENSDARG00000085134,0
ENSDARG00000097953,0
ENSDARG00000016022,7
ENSDARG00000015554,17
ENSDARG00000097995,0
ENSDARG00000020447,4
ENSDARG00000084535,0
ENSDARG00000056191,3
ENSDARG00000001835,1
ENSDARG00000040985,1
ENSDARG00000097771,0
ENSDARG00000079126,1
ENSDARG00000040982,0
ENSDARG00000084803,0
ENSDARG00000093739,0
ENSDARG00000056112,7
ENSDARG00000093950,0
ENSDARG00000026028,0
ENSDARG00000056138,57
ENSDARG00000056141,51
ENSDARG00000097389,0
ENSDARG00000094145,0
ENSDARG00000056160,66
ENSDARG00000056167,104
ENSDARG00000056085,34
ENSDARG00000056078,8
ENSDARG00000092179,0
ENSDARG00000067676,1
ENSDARG00000106551,0
ENSDARG00000061885,2
ENSDARG00000040959,7
ENSDARG00000015088,12
ENSDARG00000078451,0
ENSDARG00000055986,0
ENSDARG00000093990,0
ENSDARG00000076814,0
ENSDARG00000031680,5
ENSDARG00000040948,1
ENSDARG00000093189,0
ENSDARG00000040946,3
ENSDARG00000080682,0
ENSDARG00000020618,9
ENSDARG00000024789,0
ENSDARG00000014427,0
ENSDARG00000012609,0
ENSDARG00000007077,6
ENSDARG00000095219,0
ENSDARG00000078188,0
ENSDARG00000069383,3
ENSDARG00000025495,8
ENSDARG00000004305,1
ENSDARG00000069381,0
ENSDARG00000093010,0
ENSDARG00000038321,0
ENSDARG00000008982,79
ENSDARG00000094518,2
ENSDARG00000077812,0
ENSDARG00000001788,686
ENSDARG00000055857,13
ENSDARG00000115642,0
ENSDARG00000025783,0
ENSDARG00000092090,0
ENSDARG00000094370,0
ENSDARG00000094183,0
ENSDARG00000055833,0
ENSDARG00000094401,0
ENSDARG00000013708,62
ENSDARG00000014867,858
ENSDARG00000020573,39
ENSDARG00000061791,1
ENSDARG00000059809,18
ENSDARG00000002959,0
ENSDARG00000093418,1
ENSDARG00000023712,44
ENSDARG00000076569,0
ENSDARG00000004204,0
ENSDARG00000113245,0
ENSDARG00000040822,22
ENSDARG00000061759,15
ENSDARG00000061747,0
ENSDARG00000091272,0
ENSDARG00000090347,0
ENSDARG00000095161,1
ENSDARG00000095368,0
ENSDARG00000000002,7
ENSDARG00000000001,1
ENSDARG00000055705,32
ENSDARG00000055659,0
ENSDARG00000078311,2
ENSDARG00000024478,105
ENSDARG00000061690,1
ENSDARG00000002305,31
ENSDARG00000040910,13
ENSDARG00000014180,4
ENSDARG00000040898,1
ENSDARG00000007996,11
ENSDARG00000093137,1
ENSDARG00000077240,0
ENSDARG00000092610,16
ENSDARG00000030269,1
ENSDARG00000009953,9
ENSDARG00000094660,2
ENSDARG00000074225,5
ENSDARG00000076004,3
ENSDARG00000025891,3
ENSDARG00000117583,0
ENSDARG00000112331,0
ENSDARG00000085423,0
ENSDARG00000117399,0
ENSDARG00000090632,0
ENSDARG00000094213,0
ENSDARG00000005853,2
ENSDARG00000021433,10
ENSDARG00000055560,0
ENSDARG00000069297,18
ENSDARG00000055470,8
ENSDARG00000040838,12
ENSDARG00000019293,9
ENSDARG00000115770,0
ENSDARG00000055437,0
ENSDARG00000076122,3
ENSDARG00000079071,1
ENSDARG00000069289,12
ENSDARG00000097336,1
ENSDARG00000055543,99
ENSDARG00000094012,1
ENSDARG00000017466,1
ENSDARG00000109501,0
ENSDARG00000055415,0
ENSDARG00000115209,0
ENSDARG00000055389,80
ENSDARG00000003109,21
ENSDARG00000018181,4
ENSDARG00000076013,0
ENSDARG00000019856,111
ENSDARG00000093550,2
ENSDARG00000061517,4
ENSDARG00000115744,0
ENSDARG00000115023,0
ENSDARG00000092216,0
ENSDARG00000084493,0
ENSDARG00000093486,0
ENSDARG00000040778,1
ENSDARG00000117565,1
ENSDARG00000074079,1
ENSDARG00000040777,8
ENSDARG00000025641,8
ENSDARG00000080918,0
ENSDARG00000032010,11
ENSDARG00000033771,4
ENSDARG00000009783,10
ENSDARG00000115369,0
ENSDARG00000061471,1
ENSDARG00000094798,0
ENSDARG00000069242,27
ENSDARG00000097101,0
ENSDARG00000078328,8
ENSDARG00000091342,0
ENSDARG00000116753,0
ENSDARG00000014806,42
ENSDARG00000005318,10
ENSDARG00000009738,1
ENSDARG00000075929,0
ENSDARG00000040666,23
ENSDARG00000080777,0
ENSDARG00000083885,0
ENSDARG00000010280,14
ENSDARG00000084894,0
ENSDARG00000029497,1
ENSDARG00000030789,40
ENSDARG00000040678,9
ENSDARG00000040684,3
ENSDARG00000061373,4
ENSDARG00000012295,5
ENSDARG00000033802,16
ENSDARG00000069186,5
ENSDARG00000088013,1
ENSDARG00000055159,3
ENSDARG00000021402,18
ENSDARG00000085296,0
ENSDARG00000061274,3
ENSDARG00000061265,0
ENSDARG00000076328,0
ENSDARG00000055136,0
ENSDARG00000022659,11
ENSDARG00000055106,7
ENSDARG00000074384,1
ENSDARG00000018441,1
ENSDARG00000075284,1
ENSDARG00000112338,0
ENSDARG00000055052,21
ENSDARG00000014196,1026
ENSDARG00000091889,0
ENSDARG00000020028,0
ENSDARG00000095376,0
ENSDARG00000089536,2
ENSDARG00000069111,0
ENSDARG00000093605,0
ENSDARG00000106642,0
ENSDARG00000105852,0
ENSDARG00000083852,0
ENSDARG00000117316,0
ENSDARG00000116917,0
ENSDARG00000069134,1
ENSDARG00000076733,4
ENSDARG00000074749,36
ENSDARG00000117461,0
ENSDARG00000093484,6
ENSDARG00000092452,1
ENSDARG00000045175,0
ENSDARG00000054867,11
ENSDARG00000092573,0
ENSDARG00000097855,4
ENSDARG00000069133,2
ENSDARG00000092912,1
ENSDARG00000000476,1
ENSDARG00000014333,14
ENSDARG00000005640,2
ENSDARG00000000651,2
ENSDARG00000000516,0
ENSDARG00000083379,0
ENSDARG00000000540,14
ENSDARG00000009267,3
ENSDARG00000000241,49
ENSDARG00000040730,6
ENSDARG00000028731,3
ENSDARG00000076182,1
ENSDARG00000040705,15
ENSDARG00000040700,1
ENSDARG00000092001,0
ENSDARG00000061062,11
ENSDARG00000054583,4
ENSDARG00000117405,0
ENSDARG00000094108,0
ENSDARG00000117044,0
ENSDARG00000009567,42
ENSDARG00000083027,0
ENSDARG00000040674,18
ENSDARG00000080591,0
ENSDARG00000077388,11
ENSDARG00000117796,0
ENSDARG00000094387,2
ENSDARG00000036558,122
ENSDARG00000095301,12
ENSDARG00000054378,12
ENSDARG00000078415,0
ENSDARG00000079133,1
ENSDARG00000011473,2
ENSDARG00000034718,27
ENSDARG00000001733,13
ENSDARG00000031678,54
ENSDARG00000094419,0
ENSDARG00000010962,17
ENSDARG00000000563,2712
ENSDARG00000097112,0
ENSDARG00000028213,2547
ENSDARG00000095675,3
ENSDARG00000040614,8
ENSDARG00000006065,4
ENSDARG00000116935,0
ENSDARG00000014008,13
ENSDARG00000111149,0
ENSDARG00000012244,81
ENSDARG00000108162,0
ENSDARG00000103056,5
ENSDARG00000079397,3
ENSDARG00000085695,0
ENSDARG00000019566,38
ENSDARG00000038938,16
ENSDARG00000038941,6
ENSDARG00000060875,1
ENSDARG00000110037,0
ENSDARG00000040490,0
ENSDARG00000060853,37
ENSDARG00000114622,0
ENSDARG00000018383,16
ENSDARG00000093648,0
ENSDARG00000074727,2
ENSDARG00000030478,19
ENSDARG00000040466,106
ENSDARG00000081067,0
ENSDARG00000016939,6
ENSDARG00000034989,0
ENSDARG00000112991,0
ENSDARG00000095101,0
ENSDARG00000100065,2
ENSDARG00000003544,4
ENSDARG00000092439,0
ENSDARG00000110044,0
ENSDARG00000095810,0
ENSDARG00000095965,1
ENSDARG00000095721,0
ENSDARG00000060682,113
ENSDARG00000010300,5
ENSDARG00000068945,0
ENSDARG00000026635,0
ENSDARG00000077813,0
ENSDARG00000112461,0
ENSDARG00000078266,12
ENSDARG00000098349,12
ENSDARG00000060671,19
ENSDARG00000092404,7
ENSDARG00000007099,14
ENSDARG00000101718,0
ENSDARG00000117549,0
ENSDARG00000104005,0
ENSDARG00000101367,5
ENSDARG00000031422,1
ENSDARG00000104931,0
ENSDARG00000025348,134
ENSDARG00000116108,0
ENSDARG00000020845,29
ENSDARG00000023302,0
ENSDARG00000041339,53
ENSDARG00000075989,78
ENSDARG00000052088,3
ENSDARG00000054975,0
ENSDARG00000068893,11
ENSDARG00000106243,0
ENSDARG00000078475,1
ENSDARG00000001873,19
ENSDARG00000077928,1
ENSDARG00000056128,8
ENSDARG00000068888,2
ENSDARG00000039827,9
ENSDARG00000076321,13
ENSDARG00000039824,1
ENSDARG00000102506,12
ENSDARG00000084279,0
ENSDARG00000017882,29
ENSDARG00000096858,0
ENSDARG00000019260,23
ENSDARG00000103180,0
ENSDARG00000097755,0
ENSDARG00000094078,0
ENSDARG00000011573,7
ENSDARG00000078433,9
ENSDARG00000077866,4
ENSDARG00000095838,0
ENSDARG00000053583,3
ENSDARG00000087203,4
ENSDARG00000091090,63
ENSDARG00000079741,4
ENSDARG00000108649,0
ENSDARG00000087754,0
ENSDARG00000012368,0
ENSDARG00000117323,0
ENSDARG00000086819,1
ENSDARG00000112732,0
ENSDARG00000040257,2
ENSDARG00000102829,10
ENSDARG00000102836,1
ENSDARG00000068280,8
ENSDARG00000008662,2
ENSDARG00000113024,0
ENSDARG00000117488,0
ENSDARG00000018553,0
ENSDARG00000097096,0
ENSDARG00000078468,9
ENSDARG00000040907,2
ENSDARG00000060303,1
ENSDARG00000004712,5
ENSDARG00000067723,1
ENSDARG00000103823,2
ENSDARG00000086100,0
ENSDARG00000098110,1
ENSDARG00000089190,8
ENSDARG00000101168,0
ENSDARG00000107021,0
ENSDARG00000086842,259
ENSDARG00000109678,15
ENSDARG00000098944,3
ENSDARG00000102265,1
ENSDARG00000056439,0
ENSDARG00000099298,11
ENSDARG00000078762,0
ENSDARG00000101774,0
ENSDARG00000060504,3
ENSDARG00000009493,0
ENSDARG00000099404,0
ENSDARG00000101641,0
ENSDARG00000101527,1
ENSDARG00000090844,2
ENSDARG00000088672,0
ENSDARG00000008540,3
ENSDARG00000107692,0
ENSDARG00000006008,59
ENSDARG00000104219,0
ENSDARG00000082154,0
ENSDARG00000117339,1
ENSDARG00000081883,0
ENSDARG00000080931,0
ENSDARG00000080742,0
ENSDARG00000108061,0
ENSDARG00000074153,0
ENSDARG00000111522,10
ENSDARG00000006467,2
ENSDARG00000102185,0
ENSDARG00000100133,98
ENSDARG00000053498,0
ENSDARG00000101999,7
ENSDARG00000060482,0
ENSDARG00000075685,1
ENSDARG00000068812,0
ENSDARG00000104832,0
ENSDARG00000077777,1310
ENSDARG00000090988,2
ENSDARG00000060521,2
ENSDARG00000116059,1
ENSDARG00000006206,0
ENSDARG00000077809,0
ENSDARG00000038917,7
ENSDARG00000038918,1
ENSDARG00000045958,54
ENSDARG00000045027,3
ENSDARG00000097660,5
ENSDARG00000000529,5
ENSDARG00000001676,1
ENSDARG00000113153,0
ENSDARG00000075012,0
ENSDARG00000067596,1
ENSDARG00000115507,0
ENSDARG00000026024,7
ENSDARG00000034572,10
ENSDARG00000060438,7
ENSDARG00000112637,2
ENSDARG00000084399,0
ENSDARG00000115811,0
ENSDARG00000077761,1
ENSDARG00000076309,10
ENSDARG00000002299,0
ENSDARG00000117810,1
ENSDARG00000098249,3
ENSDARG00000104768,13
ENSDARG00000098790,1
ENSDARG00000112547,0
ENSDARG00000099236,15
ENSDARG00000102334,0
ENSDARG00000090198,0
ENSDARG00000108967,0
ENSDARG00000099088,0
ENSDARG00000104493,0
ENSDARG00000053365,698
ENSDARG00000068596,15
ENSDARG00000023188,7
ENSDARG00000098079,0
ENSDARG00000091138,5
ENSDARG00000102888,11
ENSDARG00000098398,3
ENSDARG00000100597,0
ENSDARG00000032353,10
ENSDARG00000036359,10
ENSDARG00000117824,2
ENSDARG00000039934,0
ENSDARG00000063570,4
ENSDARG00000075650,21
ENSDARG00000086075,11
ENSDARG00000038805,18
ENSDARG00000036974,0
ENSDARG00000058985,0
ENSDARG00000058988,1
ENSDARG00000077304,0
ENSDARG00000103980,9
ENSDARG00000040620,14
ENSDARG00000082628,0
ENSDARG00000059048,0
ENSDARG00000063577,0
ENSDARG00000040621,0
ENSDARG00000059059,2
ENSDARG00000102127,0
ENSDARG00000103612,27
ENSDARG00000099690,0
ENSDARG00000100197,0
ENSDARG00000107613,0
ENSDARG00000074914,0
ENSDARG00000103006,3
ENSDARG00000087585,0
ENSDARG00000087910,1
ENSDARG00000042872,2
ENSDARG00000074329,0
ENSDARG00000095223,0
ENSDARG00000010712,0
ENSDARG00000109233,0
ENSDARG00000075226,1
ENSDARG00000110346,0
ENSDARG00000014550,2
ENSDARG00000069726,2
ENSDARG00000112729,0
ENSDARG00000087341,1
ENSDARG00000102742,1
ENSDARG00000027600,1
ENSDARG00000079129,0
ENSDARG00000039959,4
ENSDARG00000109022,0
ENSDARG00000117666,0
ENSDARG00000117545,0
ENSDARG00000078257,0
ENSDARG00000001777,2
ENSDARG00000075376,3
ENSDARG00000111665,0
ENSDARG00000014963,8
ENSDARG00000008097,16
ENSDARG00000092467,101
ENSDARG00000078245,0
ENSDARG00000040087,3
ENSDARG00000058868,57
ENSDARG00000031749,0
ENSDARG00000035095,0
ENSDARG00000117546,12
ENSDARG00000067824,1
ENSDARG00000010023,0
ENSDARG00000090886,1
ENSDARG00000058949,0
ENSDARG00000113479,0
ENSDARG00000003934,1
ENSDARG00000089361,18
ENSDARG00000058946,6
ENSDARG00000079713,0
ENSDARG00000109823,1
ENSDARG00000074456,1
ENSDARG00000116637,0
ENSDARG00000006253,1
ENSDARG00000032801,4
ENSDARG00000060392,1
ENSDARG00000025899,0
ENSDARG00000091726,17
ENSDARG00000038308,2
ENSDARG00000020913,3
ENSDARG00000038302,6
ENSDARG00000013024,1
ENSDARG00000005108,29
ENSDARG00000025076,16
ENSDARG00000075747,9
ENSDARG00000077086,0
ENSDARG00000075054,1
ENSDARG00000069615,100
ENSDARG00000112087,15
ENSDARG00000100497,3
ENSDARG00000076724,0
ENSDARG00000076381,7
ENSDARG00000116680,59
ENSDARG00000010145,6
ENSDARG00000008560,11
ENSDARG00000075446,20
ENSDARG00000009864,6
ENSDARG00000108643,0
ENSDARG00000026908,348
ENSDARG00000020334,38
ENSDARG00000117187,0
ENSDARG00000063436,0
ENSDARG00000008948,1
ENSDARG00000107965,0
ENSDARG00000114920,0
ENSDARG00000036005,10
ENSDARG00000076529,6
ENSDARG00000100642,1
ENSDARG00000075802,0
ENSDARG00000010729,2
ENSDARG00000083624,0
ENSDARG00000090752,2
ENSDARG00000099005,7
ENSDARG00000069608,10
ENSDARG00000075229,0
ENSDARG00000069601,1
ENSDARG00000093688,3
ENSDARG00000079815,16
ENSDARG00000063665,9
ENSDARG00000092880,0
ENSDARG00000086996,16
ENSDARG00000059246,18
ENSDARG00000003429,73
ENSDARG00000026198,10
ENSDARG00000069590,1
ENSDARG00000091531,0
ENSDARG00000021082,15
ENSDARG00000059235,2
ENSDARG00000093630,0
ENSDARG00000094577,0
ENSDARG00000042995,6
ENSDARG00000076227,4
ENSDARG00000097088,0
ENSDARG00000042977,12
ENSDARG00000042975,17
ENSDARG00000092808,0
ENSDARG00000099204,0
ENSDARG00000008186,8
ENSDARG00000102251,0
ENSDARG00000103600,2
ENSDARG00000100170,23
ENSDARG00000104693,20
ENSDARG00000099182,3
ENSDARG00000098133,0
ENSDARG00000108637,0
ENSDARG00000098405,0
ENSDARG00000103025,11
ENSDARG00000100729,77
ENSDARG00000104682,240
ENSDARG00000100633,19
ENSDARG00000102300,5
ENSDARG00000084659,0
ENSDARG00000104242,9
ENSDARG00000100742,84
ENSDARG00000103787,24
ENSDARG00000095927,0
ENSDARG00000095853,0
ENSDARG00000075780,0
ENSDARG00000095953,0
ENSDARG00000092740,0
ENSDARG00000078271,0
ENSDARG00000095884,0
ENSDARG00000095902,1
ENSDARG00000093498,0
ENSDARG00000078441,10
ENSDARG00000014373,1
ENSDARG00000032769,1
ENSDARG00000041378,2
ENSDARG00000110273,0
ENSDARG00000104820,11
ENSDARG00000100322,0
ENSDARG00000104314,37
ENSDARG00000098211,3
ENSDARG00000107820,0
ENSDARG00000099187,0
ENSDARG00000102985,0
ENSDARG00000098929,0
ENSDARG00000099241,96
ENSDARG00000098902,2
ENSDARG00000103824,146
ENSDARG00000103052,7
ENSDARG00000098401,6
ENSDARG00000020948,3
ENSDARG00000067805,39
ENSDARG00000053527,1
ENSDARG00000003259,10
ENSDARG00000098338,13
ENSDARG00000019521,3
ENSDARG00000094708,2
ENSDARG00000040334,4
ENSDARG00000078542,0
ENSDARG00000092096,0
ENSDARG00000074652,1
ENSDARG00000114812,0
ENSDARG00000009459,12
ENSDARG00000053487,8
ENSDARG00000020258,33
ENSDARG00000035538,1
ENSDARG00000003157,4
ENSDARG00000068465,0
ENSDARG00000091558,1
ENSDARG00000053448,9
ENSDARG00000034403,0
ENSDARG00000053446,75
ENSDARG00000089569,0
ENSDARG00000094312,0
ENSDARG00000115315,0
ENSDARG00000040326,9
ENSDARG00000013457,14
ENSDARG00000053381,22
ENSDARG00000040535,2
ENSDARG00000103660,0
ENSDARG00000040338,18
ENSDARG00000078447,2
ENSDARG00000052658,0
ENSDARG00000074732,1
ENSDARG00000052656,0
ENSDARG00000060096,6
ENSDARG00000095081,0
ENSDARG00000036670,5
ENSDARG00000089307,9
ENSDARG00000044225,1
ENSDARG00000092104,0
ENSDARG00000021055,0
ENSDARG00000093621,0
ENSDARG00000074316,4
ENSDARG00000069390,0
ENSDARG00000095015,0
ENSDARG00000086838,0
ENSDARG00000062974,3
ENSDARG00000077202,7
ENSDARG00000057992,12
ENSDARG00000057995,1
ENSDARG00000114663,0
ENSDARG00000044246,0
ENSDARG00000075600,1
ENSDARG00000116784,0
ENSDARG00000044251,7
ENSDARG00000092269,1
ENSDARG00000063011,0
ENSDARG00000044253,4
ENSDARG00000044254,22
ENSDARG00000093531,0
ENSDARG00000034174,12
ENSDARG00000044255,7
ENSDARG00000006896,6
ENSDARG00000033610,0
ENSDARG00000058041,75
ENSDARG00000092826,3
ENSDARG00000044261,24
ENSDARG00000063050,11
ENSDARG00000098967,15
ENSDARG00000101674,0
ENSDARG00000021455,17
ENSDARG00000109594,0
ENSDARG00000117790,0
ENSDARG00000028099,0
ENSDARG00000091198,10
ENSDARG00000095365,0
ENSDARG00000082257,0
ENSDARG00000079049,1
ENSDARG00000058102,7
ENSDARG00000069446,2
ENSDARG00000073914,0
ENSDARG00000093881,0
ENSDARG00000078492,4
ENSDARG00000017047,15
ENSDARG00000069439,4
ENSDARG00000004296,76
ENSDARG00000091419,10
ENSDARG00000063140,2
ENSDARG00000044265,2
ENSDARG00000058226,16
ENSDARG00000058221,2
ENSDARG00000106421,0
ENSDARG00000043757,36
ENSDARG00000002523,50
ENSDARG00000060911,7
ENSDARG00000028523,15
ENSDARG00000063194,10
ENSDARG00000043732,45
ENSDARG00000094438,0
ENSDARG00000043729,47
ENSDARG00000043728,5
ENSDARG00000043727,12
ENSDARG00000114777,0
ENSDARG00000041982,1
ENSDARG00000093073,0
ENSDARG00000063161,3
ENSDARG00000116577,0
ENSDARG00000069420,0
ENSDARG00000113923,0
ENSDARG00000058284,0
ENSDARG00000104560,1
ENSDARG00000099840,3
ENSDARG00000098764,11
ENSDARG00000000804,9
ENSDARG00000074425,24
ENSDARG00000000142,0
ENSDARG00000085561,0
ENSDARG00000026736,12
ENSDARG00000028661,33
ENSDARG00000111562,0
ENSDARG00000108016,0
ENSDARG00000094468,0
ENSDARG00000095460,0
ENSDARG00000084433,0
ENSDARG00000095502,0
ENSDARG00000069543,2
ENSDARG00000011418,11
ENSDARG00000012275,1
ENSDARG00000024728,14
ENSDARG00000039601,19
ENSDARG00000063614,0
ENSDARG00000106982,0
ENSDARG00000006389,41
ENSDARG00000095137,1
ENSDARG00000092525,0
ENSDARG00000094055,0
ENSDARG00000094850,0
ENSDARG00000028096,19
ENSDARG00000103703,5
ENSDARG00000114063,9
ENSDARG00000117593,0
ENSDARG00000092580,1
ENSDARG00000093124,2
ENSDARG00000044276,4
ENSDARG00000113306,0
ENSDARG00000021982,1
ENSDARG00000006257,17
ENSDARG00000076644,2
ENSDARG00000087779,21
ENSDARG00000033768,12
ENSDARG00000016769,5
ENSDARG00000019233,3
ENSDARG00000044281,38
ENSDARG00000002271,59
ENSDARG00000044282,14
ENSDARG00000073695,0
ENSDARG00000074328,3
ENSDARG00000063309,14
ENSDARG00000044295,4
ENSDARG00000104849,0
ENSDARG00000095385,0
ENSDARG00000081514,0
ENSDARG00000082462,0
ENSDARG00000080923,0
ENSDARG00000076560,3
ENSDARG00000018426,79
ENSDARG00000044298,10
ENSDARG00000044299,19
ENSDARG00000095594,2
ENSDARG00000017229,0
ENSDARG00000044304,11
ENSDARG00000114472,0
ENSDARG00000104573,39
ENSDARG00000051896,0
ENSDARG00000046054,5
ENSDARG00000046053,5
ENSDARG00000060069,7
ENSDARG00000087414,0
ENSDARG00000078922,0
ENSDARG00000069472,2
ENSDARG00000105041,0
ENSDARG00000103135,0
ENSDARG00000099113,1
ENSDARG00000104450,1
ENSDARG00000100292,2
ENSDARG00000093444,3
ENSDARG00000078056,9
ENSDARG00000095421,4
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,16
ENSDARG00000005560,124
ENSDARG00000078105,13
ENSDARG00000014058,4
ENSDARG00000025220,3
ENSDARG00000099844,16
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,4
ENSDARG00000062873,1
ENSDARG00000039354,2
ENSDARG00000073721,1
ENSDARG00000014939,0
ENSDARG00000085090,0
ENSDARG00000039345,27
ENSDARG00000083269,0
ENSDARG00000074858,26
ENSDARG00000010641,37
ENSDARG00000095294,3
ENSDARG00000011743,4
ENSDARG00000039351,7
ENSDARG00000077596,6
ENSDARG00000110972,0
ENSDARG00000044183,17
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,0
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,5
ENSDARG00000028067,9
ENSDARG00000032083,16
ENSDARG00000027638,0
ENSDARG00000027687,8
ENSDARG00000075864,19
ENSDARG00000080015,0
ENSDARG00000092976,30
ENSDARG00000054050,15
ENSDARG00000043465,16
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,0
ENSDARG00000116593,1
ENSDARG00000005540,14
ENSDARG00000057299,27
ENSDARG00000013110,2
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,25
ENSDARG00000076858,8
ENSDARG00000061419,0
ENSDARG00000057678,4
ENSDARG00000057676,43
ENSDARG00000099593,7
ENSDARG00000044010,2
ENSDARG00000100139,29
