Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF
Work Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF_williams_0.05_NOMTC_foldfilter1.5_BMD_1
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/14/2023 21:06.40
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 275
Total Run Time: 9 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-212436	Generic Transcription Pathway	443	490	6	6	4	5	5	5	6	4	4	19	486	4393	0.92745	0.19214	0.28036	0.82	565875;565874;503536;402987	nr1i2;znf692;rbbp8;cga	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480;ENSDARG00000040479		2.45379725	2.58188	0.688319	1.6885002043263861	2.432678412932151	1.568627693086578	1.46054825	1.628311	0.235701	1.040528687247137	1.501538134976855	0.9071026813769267	4.23324	4.19805	1.85296	2.661340163100788	4.010991603994127	2.67696982028763									0.688319;3.83195;3.96311;1.33181	0.235701;2.29938;2.34987;0.957242	2.0101;6.386;6.6839;1.85296	1	3	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	3	565875;565874;503536	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480	2.827793	3.83195	1.8539990517546119	1.6283170000000002	2.29938	1.2063050205553314	5.026666666666667	6.386	2.6166661887473013	0.688319;3.83195;3.96311	0.235701;2.29938;2.34987	2.0101;6.386;6.6839	0						Linear,3(0.75);Poly 2,1(0.25)	2.9644200248213743	16.31359565258026	1.8061717748641968	10.44390869140625	4.247685548702141	2.0317575931549072	0.7990670497601411	4.108527450239859	0.4408301364978058	2.480266363502194	1.6251266401612274	6.841353359838774	DOWN	0.25	0.75	0.0	
R-DRE-2262752	Cellular responses to stress	304	351	5	5	4	2	2	2	5	2	2	21	349	4530	0.77508	0.49815	0.67851	0.57	326672;30671	ets2;hsp70.3	ENSDARG00000103980;ENSDARG00000021924		2.6680055	2.6680055	0.276461	3.3821546669187823	3.5266300075408927	3.1566593261010634	1.439773	1.439773	0.166296	1.800968444770202	1.8969832095485384	1.6808941036326952	4.9472185	4.9472185	0.459607	6.346441045961469	6.5583836755684874	5.92331051895266									0.276461;5.05955	0.166296;2.71325	0.459607;9.43483	2	0	2	326672;30671	ENSDARG00000103980;ENSDARG00000021924	2.6680055	2.6680055	3.3821546669187823	1.439773	1.439773	1.800968444770202	4.9472185	4.9472185	6.346441045961469	0.276461;5.05955	0.166296;2.71325	0.459607;9.43483	0															0						Linear,1(0.5);Poly 2,1(0.5)	3.4308392701484887	9.160920143127441	1.5456690788269043	7.615251064300537	4.291842580896115	4.580460071563721	-2.0194217200000004	7.35543272	-1.05624192	3.93578792	-3.8485000399999993	13.74293704	UP	1.0	0.0	0.0	
R-DRE-3700989	Transcriptional Regulation by TP53	198	211	3	3	1	2	2	2	3	1	1	22	210	4669	0.73963	0.63733	1.0	0.47	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-372790	Signaling by GPCR	245	378	8	8	4	8	8	8	8	4	4	19	374	4505	0.97195	0.096061	0.096061	1.06	799085;795372;402987;100151026	abhd6a;gpr45;cga;arhgef40	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000040479;ENSDARG00000078979		1.5596975	0.96739	0.55775	1.5002460443846088	1.3039693269001769	1.189635517505764	0.9212864999999999	0.5952930000000001	0.23069	0.958125193902307	0.794607569904786	0.7765580731006663	2.73972	1.70553	1.3485	2.315663646444938	2.2393051968126634	1.82946332146968									3.74626;0.55775;1.33181;0.60297	2.26387;0.23069;0.957242;0.233344	6.19932;1.3485;1.85296;1.5581	1	3	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	3	799085;795372;100151026	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000078979	1.63566	0.60297	1.8279730528921918	0.9093013333333332	0.233344	1.1730916270544824	3.035306666666667	1.5581	2.7421193117975977	3.74626;0.55775;0.60297	2.26387;0.23069;0.233344	6.19932;1.3485;1.5581	0						Linear,2(0.5);Poly 2,2(0.5)	3.136977220150941	16.848909616470337	1.8339139223098755	10.44390869140625	4.173326046248965	2.2855435013771057	0.08945637650308291	3.029938623496917	-0.017676190024260796	1.8602491900242606	0.4703696264839605	5.00907037351604	DOWN	0.25	0.75	0.0	
R-DRE-388396	GPCR downstream signalling	234	364	8	8	4	8	8	8	8	4	4	19	360	4519	0.97575	0.086234	0.086234	1.1	799085;795372;402987;100151026	abhd6a;gpr45;cga;arhgef40	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000040479;ENSDARG00000078979		1.5596975	0.96739	0.55775	1.5002460443846088	1.3039693269001769	1.189635517505764	0.9212864999999999	0.5952930000000001	0.23069	0.958125193902307	0.794607569904786	0.7765580731006663	2.73972	1.70553	1.3485	2.315663646444938	2.2393051968126634	1.82946332146968									3.74626;0.55775;1.33181;0.60297	2.26387;0.23069;0.957242;0.233344	6.19932;1.3485;1.85296;1.5581	1	3	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	3	799085;795372;100151026	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000078979	1.63566	0.60297	1.8279730528921918	0.9093013333333332	0.233344	1.1730916270544824	3.035306666666667	1.5581	2.7421193117975977	3.74626;0.55775;0.60297	2.26387;0.23069;0.233344	6.19932;1.3485;1.5581	0						Linear,2(0.5);Poly 2,2(0.5)	3.136977220150941	16.848909616470337	1.8339139223098755	10.44390869140625	4.173326046248965	2.2855435013771057	0.08945637650308291	3.029938623496917	-0.017676190024260796	1.8602491900242606	0.4703696264839605	5.00907037351604	DOWN	0.25	0.75	0.0	
R-DRE-4420097	VEGFA-VEGFR2 Pathway	56	58	1	1	1	1	1	1	1	1	1	22	57	4822	0.97031	0.23995	0.23995	1.72	554230	kdr	ENSDARG00000017321		0.933474	0.933474	0.933474		0.933474		0.217766	0.217766	0.217766		0.217766		4.00142	4.00142	4.00142		4.00142										0.933474	0.217766	4.00142	0	1	0															1	554230	ENSDARG00000017321	0.933474	0.933474		0.217766	0.217766		4.00142	4.00142		0.933474	0.217766	4.00142	0						Poly 2,1(1)	1.7781490087509155	1.7781490087509155	1.7781490087509155	1.7781490087509155	0.0	1.7781490087509155	0.933474	0.933474	0.217766	0.217766	4.00142	4.00142	DOWN	0.0	1.0	0.0	
R-DRE-453279	Mitotic G1 phase and G1/S transition	90	94	1	1	0	1	1	1	1	0	0	23	94	4785	0.63997	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5628897	TP53 Regulates Metabolic Genes	51	53	1	1	0	0	0	0	1	0	0	23	53	4826	0.77834	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5633007	Regulation of TP53 Activity	98	107	1	1	1	1	1	1	1	1	1	22	106	4773	0.91125	0.39876	0.39876	0.93	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-5653656	Vesicle-mediated transport	320	338	4	3	0	3	3	3	4	0	0	23	338	4541	0.19262	1.0	0.4013	0.0																																		0	0	0															0															0																							
R-DRE-69278	Cell Cycle, Mitotic	306	331	3	2	0	3	3	2	3	0	0	23	331	4548	0.19955	1.0	0.39962	0.0																																		0	0	0															0															0																							
R-DRE-73857	RNA Polymerase II Transcription	516	563	8	8	4	7	7	7	8	4	4	19	559	4320	0.88438	0.26757	0.32761	0.71	565875;565874;503536;402987	nr1i2;znf692;rbbp8;cga	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480;ENSDARG00000040479		2.45379725	2.58188	0.688319	1.6885002043263861	2.432678412932151	1.568627693086578	1.46054825	1.628311	0.235701	1.040528687247137	1.501538134976855	0.9071026813769267	4.23324	4.19805	1.85296	2.661340163100788	4.010991603994127	2.67696982028763									0.688319;3.83195;3.96311;1.33181	0.235701;2.29938;2.34987;0.957242	2.0101;6.386;6.6839;1.85296	1	3	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	3	565875;565874;503536	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480	2.827793	3.83195	1.8539990517546119	1.6283170000000002	2.29938	1.2063050205553314	5.026666666666667	6.386	2.6166661887473013	0.688319;3.83195;3.96311	0.235701;2.29938;2.34987	2.0101;6.386;6.6839	0						Linear,3(0.75);Poly 2,1(0.25)	2.9644200248213743	16.31359565258026	1.8061717748641968	10.44390869140625	4.247685548702141	2.0317575931549072	0.7990670497601411	4.108527450239859	0.4408301364978058	2.480266363502194	1.6251266401612274	6.841353359838774	DOWN	0.25	0.75	0.0	
R-DRE-74160	Gene expression (Transcription)	577	624	8	8	4	7	7	7	8	4	4	19	620	4259	0.84032	0.33499	0.52438	0.64	565875;565874;503536;402987	nr1i2;znf692;rbbp8;cga	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480;ENSDARG00000040479		2.45379725	2.58188	0.688319	1.6885002043263861	2.432678412932151	1.568627693086578	1.46054825	1.628311	0.235701	1.040528687247137	1.501538134976855	0.9071026813769267	4.23324	4.19805	1.85296	2.661340163100788	4.010991603994127	2.67696982028763									0.688319;3.83195;3.96311;1.33181	0.235701;2.29938;2.34987;0.957242	2.0101;6.386;6.6839;1.85296	1	3	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	3	565875;565874;503536	ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000043480	2.827793	3.83195	1.8539990517546119	1.6283170000000002	2.29938	1.2063050205553314	5.026666666666667	6.386	2.6166661887473013	0.688319;3.83195;3.96311	0.235701;2.29938;2.34987	2.0101;6.386;6.6839	0						Linear,3(0.75);Poly 2,1(0.25)	2.9644200248213743	16.31359565258026	1.8061717748641968	10.44390869140625	4.247685548702141	2.0317575931549072	0.7990670497601411	4.108527450239859	0.4408301364978058	2.480266363502194	1.6251266401612274	6.841353359838774	DOWN	0.25	0.75	0.0	
R-DRE-8939211	ESR-mediated signaling	94	118	1	1	0	1	1	1	1	0	0	23	118	4761	0.57024	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8953897	Cellular responses to stimuli	304	351	5	5	4	2	2	2	5	2	2	21	349	4530	0.77508	0.49815	0.67851	0.57	326672;30671	ets2;hsp70.3	ENSDARG00000103980;ENSDARG00000021924		2.6680055	2.6680055	0.276461	3.3821546669187823	3.5266300075408927	3.1566593261010634	1.439773	1.439773	0.166296	1.800968444770202	1.8969832095485384	1.6808941036326952	4.9472185	4.9472185	0.459607	6.346441045961469	6.5583836755684874	5.92331051895266									0.276461;5.05955	0.166296;2.71325	0.459607;9.43483	2	0	2	326672;30671	ENSDARG00000103980;ENSDARG00000021924	2.6680055	2.6680055	3.3821546669187823	1.439773	1.439773	1.800968444770202	4.9472185	4.9472185	6.346441045961469	0.276461;5.05955	0.166296;2.71325	0.459607;9.43483	0															0						Linear,1(0.5);Poly 2,1(0.5)	3.4308392701484887	9.160920143127441	1.5456690788269043	7.615251064300537	4.291842580896115	4.580460071563721	-2.0194217200000004	7.35543272	-1.05624192	3.93578792	-3.8485000399999993	13.74293704	UP	1.0	0.0	0.0	
R-DRE-9006931	Signaling by Nuclear Receptors	131	155	2	2	1	2	2	2	2	1	1	22	154	4725	0.83652	0.52322	0.52322	0.65	554036	cyp26c1	ENSDARG00000056029		0.347031	0.347031	0.347031		0.347031		0.192514	0.192514	0.192514		0.192514		0.625567	0.625567	0.625567		0.625567										0.347031	0.192514	0.625567	1	0	1	554036	ENSDARG00000056029	0.347031	0.347031		0.192514	0.192514		0.625567	0.625567		0.347031	0.192514	0.625567	0															0						Poly 2,1(1)	1.5749021768569946	1.5749021768569946	1.5749021768569946	1.5749021768569946	0.0	1.5749021768569946	0.347031	0.347031	0.192514	0.192514	0.625567	0.625567	UP	1.0	0.0	0.0	
R-DRE-9006934	Signaling by Receptor Tyrosine Kinases	237	254	2	1	1	2	2	2	2	1	1	22	253	4626	0.66369	0.7067	1.0	0.39	554230	kdr	ENSDARG00000017321		0.933474	0.933474	0.933474		0.933474		0.217766	0.217766	0.217766		0.217766		4.00142	4.00142	4.00142		4.00142										0.933474	0.217766	4.00142	0	1	0															1	554230	ENSDARG00000017321	0.933474	0.933474		0.217766	0.217766		4.00142	4.00142		0.933474	0.217766	4.00142	0						Poly 2,1(1)	1.7781490087509155	1.7781490087509155	1.7781490087509155	1.7781490087509155	0.0	1.7781490087509155	0.933474	0.933474	0.217766	0.217766	4.00142	4.00142	DOWN	0.0	1.0	0.0	
R-DRE-9009391	Extra-nuclear estrogen signaling	40	44	1	1	0	1	1	1	1	0	0	23	44	4835	0.81233	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9711123	Cellular response to chemical stress	107	119	2	2	1	0	0	0	2	0	0	23	119	4760	0.5675	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-211945	Phase I - Functionalization of compounds	55	61	4	4	4	4	4	4	4	4	4	19	57	4822	0.99999	1.6105E-4	1.6105E-4	6.56	799957;554036;393481;100151256	cyp2ad6;cyp26c1;cyp2k6;cmbl	ENSDARG00000042956;ENSDARG00000056029;ENSDARG00000098995;ENSDARG00000073786		1.859671	1.6473765	0.347031	1.7312227282266908	1.1481169774181652	1.4843425260223333	1.1361492499999999	1.0336565	0.192514	1.0902456606598274	0.6972284514983413	0.9438627530711095	3.061147	2.6546055	0.625567	2.750100415360259	1.903790175502153	2.3379392766767886	2.5	3.3200849999999997			2.067735		5.339		0.451483;0.347031;2.84327;3.7969	0.216613;0.192514;1.8507;2.28477	0.941021;0.625567;4.36819;6.30981	3	1	3	554036;393481;100151256	ENSDARG00000056029;ENSDARG00000098995;ENSDARG00000073786	2.3290669999999998	2.84327	1.7814888641799027	1.4426613333333334	1.8507	1.1041990117299205	3.767855666666667	4.36819	2.8892828876031382	0.347031;2.84327;3.7969	0.192514;1.8507;2.28477	0.625567;4.36819;6.30981	1	799957	ENSDARG00000042956	0.451483	0.451483		0.216613	0.216613		0.941021	0.941021		0.451483	0.216613	0.941021	0						Linear,2(0.5);Poly 2,2(0.5)	1.8832963363932298	7.62536346912384	1.5749021768569946	2.298490285873413	0.3433858382908147	1.8759855031967163	0.1630727263378431	3.5562692736621573	0.06770850255336902	2.2045899974466305	0.36604859294694636	5.756245407053054	UP	0.75	0.25	0.0	
R-DRE-373076	Class A/1 (Rhodopsin-like receptors)	98	219	3	3	1	3	3	3	3	1	1	22	218	4661	0.72547	0.65133	1.0	0.46	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997										1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-375276	Peptide ligand-binding receptors	58	108	2	2	0	2	2	2	2	0	0	23	108	4771	0.59836	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-416476	G alpha (q) signalling events	79	125	2	2	1	2	2	2	2	1	1	22	124	4755	0.88465	0.44869	0.44869	0.8	799085	abhd6a	ENSDARG00000060756		3.74626	3.74626	3.74626		3.7462599999999995		2.26387	2.26387	2.26387		2.26387		6.19932	6.19932	6.19932		6.19932										3.74626	2.26387	6.19932	0	1	0															1	799085	ENSDARG00000060756	3.74626	3.74626		2.26387	2.26387		6.19932	6.19932		3.74626	2.26387	6.19932	0						Linear,1(1)	1.8339139223098755	1.8339139223098755	1.8339139223098755	1.8339139223098755	0.0	1.8339139223098755	3.74626	3.74626	2.26387	2.26387	6.19932	6.19932	DOWN	0.0	1.0	0.0	
R-DRE-418594	G alpha (i) signalling events	116	166	2	2	0	2	2	2	2	0	0	23	166	4713	0.45195	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-500792	GPCR ligand binding	138	264	4	4	1	4	4	4	4	1	1	22	263	4616	0.64621	0.72091	1.0	0.38	402987	cga	ENSDARG00000040479		1.33181	1.33181	1.33181		1.33181		0.957242	0.957242	0.957242		0.9572420000000001		1.85296	1.85296	1.85296		1.8529599999999997										1.33181	0.957242	1.85296	1	0	1	402987	ENSDARG00000040479	1.33181	1.33181		0.957242	0.957242		1.85296	1.85296		1.33181	0.957242	1.85296	0															0						Linear,1(1)	10.443908691406252	10.44390869140625	10.44390869140625	10.44390869140625	0.0	10.44390869140625	1.33181	1.33181	0.957242	0.957242	1.85296	1.85296	UP	1.0	0.0	0.0	
R-DRE-983168	Antigen processing: Ubiquitination & Proteasome degradation	180	193	1	1	0	1	1	1	1	0	0	23	193	4686	0.39614	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-983169	Class I MHC mediated antigen processing & presentation	207	231	1	1	0	1	1	1	1	0	0	23	231	4648	0.32865	1.0	0.62441	0.0																																		0	0	0															0															0																							
R-DRE-382551	Transport of small molecules	325	372	5	4	1	3	3	3	5	0	0	23	372	4507	0.16212	1.0	0.41383	0.0																																		0	0	0															0															0																							
R-DRE-194315	Signaling by Rho GTPases	363	394	2	2	1	2	2	2	2	1	1	22	393	4486	0.43762	0.8551	1.0	0.25	100151026	arhgef40	ENSDARG00000078979		0.60297	0.60297	0.60297		0.60297		0.233344	0.233344	0.233344		0.233344		1.5581	1.5581	1.5581		1.5581										0.60297	0.233344	1.5581	0	1	0															1	100151026	ENSDARG00000078979	0.60297	0.60297		0.233344	0.233344		1.5581	1.5581		0.60297	0.233344	1.5581	0						Poly 2,1(1)	1.8759690523147583	1.8759690523147583	1.8759690523147583	1.8759690523147583	0.0	1.8759690523147583	0.60297	0.60297	0.233344	0.233344	1.5581	1.5581	DOWN	0.0	1.0	0.0	
R-DRE-68877	Mitotic Prometaphase	117	119	2	1	0	2	2	1	2	0	0	23	119	4760	0.5675	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-68886	M Phase	229	252	2	1	0	2	2	1	2	0	0	23	252	4627	0.29622	1.0	0.62902	0.0																																		0	0	0															0															0																							
R-DRE-69620	Cell Cycle Checkpoints	172	187	1	1	1	1	1	1	1	1	1	22	186	4693	0.78181	0.59206	0.59206	0.53	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
R-DRE-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	371	403	2	2	1	2	2	2	2	1	1	22	402	4477	0.42487	0.86162	1.0	0.25	100151026	arhgef40	ENSDARG00000078979		0.60297	0.60297	0.60297		0.60297		0.233344	0.233344	0.233344		0.233344		1.5581	1.5581	1.5581		1.5581										0.60297	0.233344	1.5581	0	1	0															1	100151026	ENSDARG00000078979	0.60297	0.60297		0.233344	0.233344		1.5581	1.5581		0.60297	0.233344	1.5581	0						Poly 2,1(1)	1.8759690523147583	1.8759690523147583	1.8759690523147583	1.8759690523147583	0.0	1.8759690523147583	0.60297	0.60297	0.233344	0.233344	1.5581	1.5581	DOWN	0.0	1.0	0.0	
R-DRE-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	118	118	1	1	1	1	1	1	1	1	1	22	117	4762	0.89523	0.42976	0.42976	0.85	100003553	dis3	ENSDARG00000060559		0.420612	0.420612	0.420612		0.420612		0.211245	0.211245	0.211245		0.211245		0.837484	0.837484	0.837484		0.8374840000000001										0.420612	0.211245	0.837484	0	1	0															1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Poly 2,1(1)	1.6779745817184448	1.6779745817184448	1.6779745817184448	1.6779745817184448	0.0	1.6779745817184448	0.420612	0.420612	0.211245	0.211245	0.837484	0.837484	DOWN	0.0	1.0	0.0	
R-DRE-72312	rRNA processing	118	118	1	1	1	1	1	1	1	1	1	22	117	4762	0.89523	0.42976	0.42976	0.85	100003553	dis3	ENSDARG00000060559		0.420612	0.420612	0.420612		0.420612		0.211245	0.211245	0.211245		0.211245		0.837484	0.837484	0.837484		0.8374840000000001										0.420612	0.211245	0.837484	0	1	0															1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Poly 2,1(1)	1.6779745817184448	1.6779745817184448	1.6779745817184448	1.6779745817184448	0.0	1.6779745817184448	0.420612	0.420612	0.211245	0.211245	0.837484	0.837484	DOWN	0.0	1.0	0.0	
R-DRE-8868773	rRNA processing in the nucleus and cytosol	118	118	1	1	1	1	1	1	1	1	1	22	117	4762	0.89523	0.42976	0.42976	0.85	100003553	dis3	ENSDARG00000060559		0.420612	0.420612	0.420612		0.420612		0.211245	0.211245	0.211245		0.211245		0.837484	0.837484	0.837484		0.8374840000000001										0.420612	0.211245	0.837484	0	1	0															1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Poly 2,1(1)	1.6779745817184448	1.6779745817184448	1.6779745817184448	1.6779745817184448	0.0	1.6779745817184448	0.420612	0.420612	0.211245	0.211245	0.837484	0.837484	DOWN	0.0	1.0	0.0	
R-DRE-8953854	Metabolism of RNA	372	376	4	4	2	4	4	4	4	2	2	21	374	4505	0.74312	0.53615	0.695	0.53	30671;100003553	hsp70.3;dis3	ENSDARG00000021924;ENSDARG00000060559		2.740081	2.740081	0.420612	3.2802245173039606	4.433466826768459	2.2415980387485637	1.4622475	1.4622475	0.211245	1.7691847020626479	2.3755728786758565	1.209002901297472	5.136157	5.136157	0.837484	6.07924165680704	8.274509757511419	4.154354710505462									5.05955;0.420612	2.71325;0.211245	9.43483;0.837484	1	1	1	30671	ENSDARG00000021924	5.05955	5.05955		2.71325	2.71325		9.43483	9.43483		5.05955	2.71325	9.43483	1	100003553	ENSDARG00000060559	0.420612	0.420612		0.211245	0.211245		0.837484	0.837484		0.420612	0.211245	0.837484	0						Linear,1(0.5);Poly 2,1(0.5)	3.5746605040619785	9.293225646018982	1.6779745817184448	7.615251064300537	4.19828846261321	4.646612823009491	-1.8060782399999988	7.286240239999999	-0.9897173999999997	3.9142123999999994	-3.28924208	13.561556079999999	CONFLICT	0.5	0.5	0.0	
R-DRE-199992	trans-Golgi Network Vesicle Budding	38	39	1	1	0	1	1	1	1	0	0	23	39	4840	0.83182	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-432720	Lysosome Vesicle Biogenesis	21	21	1	1	0	1	1	1	1	0	0	23	21	4858	0.90577	1.0	1.0	0.0																																		0	0	0															0															0																							
