Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DEG_Norm_Counts_DataR-ODAF_DESeq2
Work Source: Analine_DEG_Norm_Counts_DataR-ODAF_DESeq2_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/13/2023 12:15.19
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 127
Total Run Time: 0 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0032879	4	regulation of localization	1	571	1	1	1	1	1	1	1	1	1	0	570	18505	1.0	0.029933	0.029933	0.18	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0032880	6	regulation of protein localization	1	96	1	1	1	1	1	1	1	1	1	0	95	18980	1.0	0.0050325	0.0050325	1.04	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0032991	2	protein-containing complex	1	3611	1	1	0	1	1	1	1	0	0	1	3611	15464	0.8107	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0035301	4	Hedgehog signaling complex	1	3	1	1	0	1	1	1	1	0	0	1	3	19072	0.99984	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0035639	5	purine ribonucleoside triphosphate binding	1	1896	1	1	0	1	1	1	1	0	0	1	1896	17179	0.90061	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0035845	5	photoreceptor cell outer segment organization	1	25	1	1	0	1	1	1	1	0	0	1	25	19050	0.99869	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0036094	3	small molecule binding	1	2360	1	1	0	1	1	1	1	0	0	1	2360	16715	0.87628	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0042995	3	cell projection	1	901	1	1	0	1	1	1	1	0	0	1	901	18174	0.95277	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043167	3	ion binding	2	5417	2	2	0	2	2	2	2	0	0	1	5417	13658	0.71603	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043168	4	anion binding	1	2234	1	1	0	1	1	1	1	0	0	1	2234	16841	0.88289	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043169	4	cation binding	1	3557	1	1	0	1	1	1	1	0	0	1	3557	15518	0.81354	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043226	3	organelle	2	7811	2	2	1	2	2	2	2	1	1	0	7810	11265	1.0	0.40947	0.40947	0.013	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0043227	4	membrane-bounded organelle	2	6954	2	2	1	2	2	2	2	1	1	0	6953	12122	1.0	0.36454	0.36454	0.014	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0043228	4	non-membrane-bounded organelle	1	1516	1	1	0	1	1	1	1	0	0	1	1516	17559	0.92053	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043229	4	intracellular organelle	2	7680	2	2	1	2	2	2	2	1	1	0	7679	11396	1.0	0.4026	0.4026	0.013	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0043231	5	intracellular membrane-bounded organelle	1	6787	1	1	1	1	1	1	1	1	1	0	6786	12289	1.0	0.35579	0.35579	0.015	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0043232	5	intracellular non-membrane-bounded organelle	1	1516	1	1	0	1	1	1	1	0	0	1	1516	17559	0.92053	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043484	7	regulation of RNA splicing	1	111	1	1	0	1	1	1	1	0	0	1	111	18964	0.99418	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0045879	7	negative regulation of smoothened signaling pathway	1	21	1	1	0	1	1	1	1	0	0	1	21	19054	0.9989	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0046872	5	metal ion binding	1	3489	1	1	0	1	1	1	1	0	0	1	3489	15586	0.8171	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0046883	5	regulation of hormone secretion	1	32	1	1	1	1	1	1	1	1	1	0	31	19044	1.0	0.0016775	0.0016775	3.12	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0048024	8	regulation of mRNA splicing, via spliceosome	1	74	1	1	0	1	1	1	1	0	0	1	74	19001	0.99612	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0048519	4	negative regulation of biological process	1	1979	1	1	0	1	1	1	1	0	0	1	1979	17096	0.89626	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0048523	5	negative regulation of cellular process	1	1639	1	1	0	1	1	1	1	0	0	1	1639	17436	0.91408	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0048583	4	regulation of response to stimulus	1	1495	1	1	0	1	1	1	1	0	0	1	1495	17580	0.92163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0048585	5	negative regulation of response to stimulus	1	532	1	1	0	1	1	1	1	0	0	1	532	18543	0.97211	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0050684	8	regulation of mRNA processing	1	86	1	1	0	1	1	1	1	0	0	1	86	18989	0.99549	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0050708	6	regulation of protein secretion	1	28	1	1	1	1	1	1	1	1	1	0	27	19048	1.0	0.0014678	0.0014678	3.57	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0050789	3	regulation of biological process	3	8064	3	3	1	3	3	3	3	1	1	0	8063	11012	1.0	0.42273	0.42273	0.012	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0050794	4	regulation of cellular process	3	7510	3	3	1	3	3	3	3	1	1	0	7509	11566	1.0	0.39369	0.39369	0.013	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0050796	7	regulation of insulin secretion	1	18	1	1	1	1	1	1	1	1	1	0	17	19058	1.0	9.4359E-4	9.4359E-4	5.56	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014		0.0	2.23222			1.51908		3.28014		2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0051046	6	regulation of secretion	1	146	1	1	1	1	1	1	1	1	1	0	145	18930	1.0	0.0076536	0.0076536	0.68	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0051049	5	regulation of transport	1	499	1	1	1	1	1	1	1	1	1	0	498	18577	1.0	0.026159	0.026159	0.2	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0051171	5	regulation of nitrogen compound metabolic process	1	3089	1	1	0	1	1	1	1	0	0	1	3089	15986	0.83807	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051223	6	regulation of protein transport	1	51	1	1	1	1	1	1	1	1	1	0	50	19025	1.0	0.0026735	0.0026735	1.96	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0051252	6	regulation of RNA metabolic process	1	2343	1	1	0	1	1	1	1	0	0	1	2343	16732	0.87718	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0060255	5	regulation of macromolecule metabolic process	1	3354	1	1	0	1	1	1	1	0	0	1	3354	15721	0.82418	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0060341	5	regulation of cellular localization	1	122	1	1	1	1	1	1	1	1	1	0	121	18954	1.0	0.0063955	0.0063955	0.82	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0061178	8	regulation of insulin secretion involved in cellular response to glucose stimulus	1	5	1	1	1	1	1	1	1	1	1	0	4	19071	1.0	2.6211E-4	2.6211E-4	20.0	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014		0.0	2.23222	0.0	2.23222	1.51908	1.51908	3.28014	3.28014	2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0065007	2	biological regulation	3	8631	3	3	1	3	3	3	3	1	1	0	8630	10445	1.0	0.45245	0.45245	0.012	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0065008	3	regulation of biological quality	1	1374	1	1	1	1	1	1	1	1	1	0	1373	17702	1.0	0.072028	0.072028	0.073	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0070201	7	regulation of establishment of protein localization	1	51	1	1	1	1	1	1	1	1	1	0	50	19025	1.0	0.0026735	0.0026735	1.96	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0071840	3	cellular component organization or biogenesis	1	3319	1	1	0	1	1	1	1	0	0	1	3319	15756	0.82601	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0080090	5	regulation of primary metabolic process	1	3157	1	1	0	1	1	1	1	0	0	1	3157	15918	0.8345	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0090087	6	regulation of peptide transport	1	20	1	1	1	1	1	1	1	1	1	0	19	19056	1.0	0.0010484	0.0010484	5.0	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014		0.0	2.23222			1.51908		3.28014		2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0090276	6	regulation of peptide hormone secretion	1	20	1	1	1	1	1	1	1	1	1	0	19	19056	1.0	0.0010484	0.0010484	5.0	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014		0.0	2.23222			1.51908		3.28014		2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0097159	3	organic cyclic compound binding	2	5165	2	2	0	2	2	2	2	0	0	1	5165	13910	0.72924	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0097367	3	carbohydrate derivative binding	1	2109	1	1	0	1	1	1	1	0	0	1	2109	16966	0.88944	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0097708	6	intracellular vesicle	1	721	1	1	1	1	1	1	1	1	1	0	720	18355	1.0	0.037796	0.037796	0.14	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0099080	3	supramolecular complex	1	538	1	1	0	1	1	1	1	0	0	1	538	18537	0.9718	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0099081	4	supramolecular polymer	1	382	1	1	0	1	1	1	1	0	0	1	382	18693	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0099512	5	supramolecular fiber	1	382	1	1	0	1	1	1	1	0	0	1	382	18693	0.97997	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0099513	6	polymeric cytoskeletal fiber	1	345	1	1	0	1	1	1	1	0	0	1	345	18730	0.98191	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0110165	2	cellular anatomical entity	3	15734	3	3	1	3	3	3	3	1	1	0	15733	3342	1.0	0.82481	1.0	0.0064	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0120025	4	plasma membrane bounded cell projection	1	792	1	1	0	1	1	1	1	0	0	1	792	18283	0.95848	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0140535	3	intracellular protein-containing complex	1	552	1	1	0	1	1	1	1	0	0	1	552	18523	0.97106	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0140657	2	ATP-dependent activity	1	385	1	1	0	1	1	1	1	0	0	1	385	18690	0.97982	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:1901265	4	nucleoside phosphate binding	1	2149	1	1	0	1	1	1	1	0	0	1	2149	16926	0.88735	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:1901363	3	heterocyclic compound binding	2	5106	2	2	0	2	2	2	2	0	0	1	5106	13969	0.73233	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:1903311	7	regulation of mRNA metabolic process	1	154	1	1	0	1	1	1	1	0	0	1	154	18921	0.99193	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:1903530	5	regulation of secretion by cell	1	138	1	1	1	1	1	1	1	1	1	0	137	18938	1.0	0.0072342	0.0072342	0.72	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
