GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-375276,Peptide ligand-binding receptors,88,108,2,2,2,2,2,2,2,2,2,8,106,4776,0.99888,0.019358,0.019358,1.85,654692;100002946,cxcr3.1;cxcl8a,ENSDARG00000007358;ENSDARG00000104795,,0.7110609,0.7110609,0.0929318,0.874166557,0.413473822,0.766192555,0.45372985,0.45372985,0.0617677,0.554318188,0.265026761,0.485850741,1.6136955,1.6136955,0.183461,2.022657027,0.925134963,1.772825492,,,,,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,2,0,2,654692;100002946,ENSDARG00000007358;ENSDARG00000104795,0.7110609,0.7110609,0.874166557,0.45372985,0.45372985,0.554318188,1.6136955,1.6136955,2.022657027,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(0.5);Poly 2,1(0.5)",2.626408717,5.36648488,2.133908987,3.232575893,0.77687482,2.68324244,-0.500472136,1.922593936,-0.314515964,1.221975664,-1.18956412,4.41695512,UP,1,0,0
R-DRE-380108,Chemokine receptors bind chemokines,17,25,2,2,2,2,2,2,2,2,2,8,23,4859,0.99999,0.0011005,0.0011005,8,654692;100002946,cxcr3.1;cxcl8a,ENSDARG00000007358;ENSDARG00000104795,,0.7110609,0.7110609,0.0929318,0.874166557,0.413473822,0.766192555,0.45372985,0.45372985,0.0617677,0.554318188,0.265026761,0.485850741,1.6136955,1.6136955,0.183461,2.022657027,0.925134963,1.772825492,0.5,0.7110609,,,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,2,0,2,654692;100002946,ENSDARG00000007358;ENSDARG00000104795,0.7110609,0.7110609,0.874166557,0.45372985,0.45372985,0.554318188,1.6136955,1.6136955,2.022657027,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(0.5);Poly 2,1(0.5)",2.626408717,5.36648488,2.133908987,3.232575893,0.77687482,2.68324244,-0.500472136,1.922593936,-0.314515964,1.221975664,-1.18956412,4.41695512,UP,1,0,0
R-DRE-416476,G alpha (q) signalling events,110,125,2,2,1,1,2,1,2,1,1,9,124,4758,0.97451,0.22824,0.22824,0.8,100329657,ltb4r,ENSDARG00000032631,,1.85515,1.85515,1.85515,,1.85515,,1.19241,1.19241,1.19241,,1.19241,,5.34668,5.34668,5.34668,,5.34668,,,,,,1.85515,1.19241,5.34668,1,0,1,100329657,ENSDARG00000032631,1.85515,1.85515,,1.19241,1.19241,,5.34668,5.34668,,1.85515,1.19241,5.34668,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(1)",1.578950763,1.578950763,1.578950763,1.578950763,0,1.578950763,1.85515,1.85515,1.19241,1.19241,5.34668,5.34668,UP,1,0,0
R-DRE-418594,G alpha (i) signalling events,144,166,2,2,2,2,2,2,2,2,2,8,164,4718,0.99614,0.043064,0.043064,1.2,654692;100002946,cxcr3.1;cxcl8a,ENSDARG00000007358;ENSDARG00000104795,,0.7110609,0.7110609,0.0929318,0.874166557,0.413473822,0.766192555,0.45372985,0.45372985,0.0617677,0.554318188,0.265026761,0.485850741,1.6136955,1.6136955,0.183461,2.022657027,0.925134963,1.772825492,,,,,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,2,0,2,654692;100002946,ENSDARG00000007358;ENSDARG00000104795,0.7110609,0.7110609,0.874166557,0.45372985,0.45372985,0.554318188,1.6136955,1.6136955,2.022657027,1.32919;0.0929318,0.845692;0.0617677,3.04393;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(0.5);Poly 2,1(0.5)",2.626408717,5.36648488,2.133908987,3.232575893,0.77687482,2.68324244,-0.500472136,1.922593936,-0.314515964,1.221975664,-1.18956412,4.41695512,UP,1,0,0
R-DRE-500792,GPCR ligand binding,192,264,4,4,3,3,4,3,4,3,3,7,261,4621,0.99866,0.014049,0.014049,1.14,654692;100329657;100002946,cxcr3.1;ltb4r;cxcl8a,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,,1.092423933,1.32919,0.0929318,0.904652902,0.952422422,1.002735698,0.699956567,0.845692,0.0617677,0.579238392,0.611714807,0.642522609,2.858023667,3.04393,0.183461,2.586624921,2.578061981,2.887987405,,,,,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,3,0,3,654692;100329657;100002946,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,1.092423933,1.32919,0.904652902,0.699956567,0.845692,0.579238392,2.858023667,3.04393,2.586624921,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.34);Linear,1(0.34);Poly 2,1(0.34)",2.216653121,6.945435643,1.578950763,3.232575893,0.841578247,2.133908987,0.068712804,2.116135063,0.044486621,1.355426512,-0.069017979,5.785065312,UP,1,0,0
R-DRE-983168,Antigen processing: Ubiquitination & Proteasome degradation,187,193,1,1,0,0,1,0,1,0,0,10,193,4689,0.66838,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-983169,Class I MHC mediated antigen processing & presentation,220,231,2,2,1,1,2,0,2,0,0,10,231,4651,0.61621,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-397014,Muscle contraction,90,92,2,2,2,2,1,1,2,1,1,9,91,4791,0.98573,0.17307,0.17307,1.09,101882139,kcnk17,ENSDARG00000105453,,1.05737,1.05737,1.05737,,1.05737,,0.708516,0.708516,0.708516,,0.708516,,2.03722,2.03722,2.03722,,2.03722,,,,,,1.05737,0.708516,2.03722,1,0,1,101882139,ENSDARG00000105453,1.05737,1.05737,,0.708516,0.708516,,2.03722,2.03722,,1.05737,0.708516,2.03722,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.639540672,2.639540672,2.639540672,2.639540672,0,2.639540672,1.05737,1.05737,0.708516,0.708516,2.03722,2.03722,UP,1,0,0
R-DRE-5576886,Phase 4 - resting membrane potential,11,12,1,1,1,1,1,1,1,1,1,9,11,4871,0.99975,0.024283,0.024283,8.33,101882139,kcnk17,ENSDARG00000105453,,1.05737,1.05737,1.05737,,1.05737,,0.708516,0.708516,0.708516,,0.708516,,2.03722,2.03722,2.03722,,2.03722,,0,1.05737,,,1.05737,0.708516,2.03722,1,0,1,101882139,ENSDARG00000105453,1.05737,1.05737,,0.708516,0.708516,,2.03722,2.03722,,1.05737,0.708516,2.03722,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.639540672,2.639540672,2.639540672,2.639540672,0,2.639540672,1.05737,1.05737,0.708516,0.708516,2.03722,2.03722,UP,1,0,0
R-DRE-5576891,Cardiac conduction,60,61,1,1,1,1,1,1,1,1,1,9,60,4822,0.99355,0.11803,0.11803,1.64,101882139,kcnk17,ENSDARG00000105453,,1.05737,1.05737,1.05737,,1.05737,,0.708516,0.708516,0.708516,,0.708516,,2.03722,2.03722,2.03722,,2.03722,,,,,,1.05737,0.708516,2.03722,1,0,1,101882139,ENSDARG00000105453,1.05737,1.05737,,0.708516,0.708516,,2.03722,2.03722,,1.05737,0.708516,2.03722,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.639540672,2.639540672,2.639540672,2.639540672,0,2.639540672,1.05737,1.05737,0.708516,0.708516,2.03722,2.03722,UP,1,0,0
R-DRE-1236974,ER-Phagosome pathway,18,21,1,1,1,1,1,0,1,0,0,10,21,4861,0.95785,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1236975,Antigen processing-Cross presentation,59,65,1,1,1,1,1,0,1,0,0,10,65,4817,0.87469,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1236977,Endosomal/Vacuolar pathway,9,12,1,1,1,1,1,0,1,0,0,10,12,4870,0.97572,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-382551,Transport of small molecules,355,372,2,1,1,1,1,0,2,0,0,10,372,4510,0.4531,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-917937,Iron uptake and transport,42,45,1,1,1,1,1,0,1,0,0,10,45,4837,0.91165,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-917977,Transferrin endocytosis and recycling,24,27,1,1,1,1,1,0,1,0,0,10,27,4855,0.94611,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",20,23,1,1,1,1,1,0,1,0,0,10,23,4859,0.95393,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-141424,Amplification of signal from the kinetochores,60,61,1,1,1,1,1,1,1,1,1,9,60,4822,0.99355,0.11803,0.11803,1.64,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,60,61,1,1,1,1,1,1,1,1,1,9,60,4822,0.99355,0.11803,0.11803,1.64,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-194315,Signaling by Rho GTPases,376,394,1,1,1,1,1,1,1,1,1,9,393,4489,0.81023,0.5685,0.5685,0.25,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-195258,RHO GTPase Effectors,163,179,1,1,1,1,1,1,1,1,1,9,178,4704,0.95061,0.31141,0.31141,0.56,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-2467813,Separation of Sister Chromatids,127,129,1,1,1,1,1,1,1,1,1,9,128,4754,0.97297,0.2347,0.2347,0.78,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-2500257,Resolution of Sister Chromatid Cohesion,77,78,1,1,1,1,1,1,1,1,1,9,77,4805,0.9896,0.1486,0.1486,1.28,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-2555396,Mitotic Metaphase and Anaphase,154,156,1,1,1,1,1,1,1,1,1,9,155,4727,0.96156,0.27703,0.27703,0.64,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-5663220,RHO GTPases Activate Formins,78,79,1,1,1,1,1,1,1,1,1,9,78,4804,0.98935,0.15037,0.15037,1.27,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-68877,Mitotic Prometaphase,118,119,1,1,1,1,1,1,1,1,1,9,118,4764,0.97676,0.21846,0.21846,0.84,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-68882,Mitotic Anaphase,153,155,1,1,1,1,1,1,1,1,1,9,154,4728,0.96202,0.2755,0.2755,0.65,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-68886,M Phase,235,252,1,1,1,1,1,1,1,1,1,9,251,4631,0.90947,0.41102,0.41102,0.4,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-69618,Mitotic Spindle Checkpoint,74,75,1,1,1,1,1,1,1,1,1,9,74,4808,0.99036,0.14328,0.14328,1.33,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-69620,Cell Cycle Checkpoints,174,187,2,1,1,2,1,1,2,1,1,9,186,4696,0.94655,0.32302,0.32302,0.53,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-9648025,EML4 and NUDC in mitotic spindle formation,68,69,1,1,1,1,1,1,1,1,1,9,68,4814,0.9918,0.13254,0.13254,1.45,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",385,403,1,1,1,1,1,1,1,1,1,9,402,4480,0.80339,0.57707,0.57707,0.25,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-391903,Eicosanoid ligand-binding receptors,8,9,1,1,1,1,1,1,1,1,1,9,8,4874,0.99987,0.018262,0.018262,11.11,100329657,ltb4r,ENSDARG00000032631,,1.85515,1.85515,1.85515,,1.85515,,1.19241,1.19241,1.19241,,1.19241,,5.34668,5.34668,5.34668,,5.34668,,0,1.85515,0,1.85515,1.85515,1.19241,5.34668,1,0,1,100329657,ENSDARG00000032631,1.85515,1.85515,,1.19241,1.19241,,5.34668,5.34668,,1.85515,1.19241,5.34668,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(1)",1.578950763,1.578950763,1.578950763,1.578950763,0,1.578950763,1.85515,1.85515,1.19241,1.19241,5.34668,5.34668,UP,1,0,0
R-DRE-196854,Metabolism of vitamins and cofactors,89,90,1,1,1,1,1,1,1,1,1,9,89,4793,0.98632,0.16961,0.16961,1.11,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
R-DRE-168898,Toll-like Receptor Cascades,58,60,1,1,0,1,1,1,1,0,0,10,60,4822,0.8838,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5693532,DNA Double-Strand Break Repair,79,90,1,0,0,1,0,0,1,0,0,10,90,4792,0.83039,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5693538,Homology Directed Repair,63,74,1,0,0,1,0,0,1,0,0,10,74,4808,0.8585,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),58,69,1,0,0,1,0,0,1,0,0,10,69,4813,0.86746,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5693607,Processing of DNA double-strand break ends,39,50,1,0,0,1,0,0,1,0,0,10,50,4832,0.90228,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69481,G2/M Checkpoints,96,107,1,0,0,1,0,0,1,0,0,10,107,4775,0.80143,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-73894,DNA Repair,165,177,2,0,0,2,0,0,2,0,0,10,177,4705,0.69152,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
