260351	sim1a	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
558525	atp2b3b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	558525	atp2b3b	ENSDARG00000023445		1.52455E-4	1.52455E-4	1.52455E-4		1.52455E-4		3.59328E-5	3.59328E-5	3.59328E-5		3.59328E-5		2.93918E-4	2.93918E-4	2.93918E-4		2.93918E-4		0.0	1.52455E-4	0.0	1.52455E-4	1.52455E-4	3.59328E-5	2.93918E-4	0	1	0															1	558525	ENSDARG00000023445	1.52455E-4	1.52455E-4		3.59328E-5	3.59328E-5		2.93918E-4	2.93918E-4		1.52455E-4	3.59328E-5	2.93918E-4	0						Exp 5,1(1)	1.5538811683654785	1.5538811683654785	1.5538811683654785	1.5538811683654785	0.0	1.5538811683654785	1.52455E-4	1.52455E-4	3.59328E-5	3.59328E-5	2.93918E-4	2.93918E-4	DOWN	0.0	1.0	0.0	
368253	pinx1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	368253	pinx1	ENSDARG00000023532		1.17011E-4	1.17011E-4	1.17011E-4		1.17011E-4		6.0729E-5	6.0729E-5	6.0729E-5		6.0729E-5		2.99446E-4	2.99446E-4	2.99446E-4		2.9944600000000003E-4		0.0	1.17011E-4	0.0	1.17011E-4	1.17011E-4	6.0729E-5	2.99446E-4	1	0	1	368253	ENSDARG00000023532	1.17011E-4	1.17011E-4		6.0729E-5	6.0729E-5		2.99446E-4	2.99446E-4		1.17011E-4	6.0729E-5	2.99446E-4	0															0						Exp 4,1(1)	1.5765782594680786	1.5765782594680786	1.5765782594680786	1.5765782594680786	0.0	1.5765782594680786	1.17011E-4	1.17011E-4	6.0729E-5	6.0729E-5	2.99446E-4	2.99446E-4	UP	1.0	0.0	0.0	
404730	mao	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100006516	atf2	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
569346	mark4a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	569346	mark4a	ENSDARG00000023914		8.16534E-5	8.16534E-5	8.16534E-5		8.16534E-5		3.19623E-5	3.19623E-5	3.19623E-5		3.19623E-5		2.4698E-4	2.4698E-4	2.4698E-4		2.4698E-4		0.0	8.16534E-5	0.0	8.16534E-5	8.16534E-5	3.19623E-5	2.4698E-4	0	1	0															1	569346	ENSDARG00000023914	8.16534E-5	8.16534E-5		3.19623E-5	3.19623E-5		2.4698E-4	2.4698E-4		8.16534E-5	3.19623E-5	2.4698E-4	0						Exp 4,1(1)	1.8153228759765625	1.8153228759765625	1.8153228759765625	1.8153228759765625	0.0	1.8153228759765625	8.16534E-5	8.16534E-5	3.19623E-5	3.19623E-5	2.4698E-4	2.4698E-4	DOWN	0.0	1.0	0.0	
555437	si:ch73-362m14.4	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
393243	znhit3	1	1	1	1	1	1	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
280651	ets1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	280651	ets1	ENSDARG00000024431		0.963553	0.963553	0.963553		0.9635530000000001		0.596166	0.596166	0.596166		0.596166		2.02643	2.02643	2.02643		2.02643		0.0	0.963553	0.0	0.963553	0.963553	0.596166	2.02643	0	1	0															1	280651	ENSDARG00000024431	0.963553	0.963553		0.596166	0.596166		2.02643	2.02643		0.963553	0.596166	2.02643	0						Exp 2,1(1)	1.7100014686584473	1.7100014686584473	1.7100014686584473	1.7100014686584473	0.0	1.7100014686584473	0.963553	0.963553	0.596166	0.596166	2.02643	2.02643	DOWN	0.0	1.0	0.0	
337731	pvalb4	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	337731	pvalb4	ENSDARG00000024433		1.12499E-4	1.12499E-4	1.12499E-4		1.12499E-4		5.43366E-5	5.43366E-5	5.43366E-5		5.433659999999999E-5		3.59286E-4	3.59286E-4	3.59286E-4		3.59286E-4		0.0	1.12499E-4	0.0	1.12499E-4	1.12499E-4	5.43366E-5	3.59286E-4	1	0	1	337731	ENSDARG00000024433	1.12499E-4	1.12499E-4		5.43366E-5	5.43366E-5		3.59286E-4	3.59286E-4		1.12499E-4	5.43366E-5	3.59286E-4	0															0						Exp 4,1(1)	1.5500577688217163	1.5500577688217163	1.5500577688217163	1.5500577688217163	0.0	1.5500577688217163	1.12499E-4	1.12499E-4	5.43366E-5	5.43366E-5	3.59286E-4	3.59286E-4	UP	1.0	0.0	0.0	
321212	col9a2	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	321212	col9a2	ENSDARG00000024492		2.0804E-4	2.0804E-4	2.0804E-4		2.0804E-4		1.58772E-5	1.58772E-5	1.58772E-5		1.58772E-5		2.7409E-4	2.7409E-4	2.7409E-4		2.7409E-4		0.0	2.0804E-4	0.0	2.0804E-4	2.0804E-4	1.58772E-5	2.7409E-4	0	1	0															1	321212	ENSDARG00000024492	2.0804E-4	2.0804E-4		1.58772E-5	1.58772E-5		2.7409E-4	2.7409E-4		2.0804E-4	1.58772E-5	2.7409E-4	0						Exp 5,1(1)	1.8397256135940552	1.8397256135940552	1.8397256135940552	1.8397256135940552	0.0	1.8397256135940552	2.0804E-4	2.0804E-4	1.58772E-5	1.58772E-5	2.7409E-4	2.7409E-4	DOWN	0.0	1.0	0.0	
566473	emilin1a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	566473	emilin1a	ENSDARG00000024537		2.66843E-4	2.66843E-4	2.66843E-4		2.66843E-4		9.73075E-5	9.73075E-5	9.73075E-5		9.73075E-5		0.00103177	0.00103177	0.00103177		0.00103177		0.0	2.66843E-4	0.0	2.66843E-4	2.66843E-4	9.73075E-5	0.00103177	0	1	0															1	566473	ENSDARG00000024537	2.66843E-4	2.66843E-4		9.73075E-5	9.73075E-5		0.00103177	0.00103177		2.66843E-4	9.73075E-5	0.00103177	0						Exp 4,1(1)	1.5262067317962646	1.5262067317962646	1.5262067317962646	1.5262067317962646	0.0	1.5262067317962646	2.66843E-4	2.66843E-4	9.73075E-5	9.73075E-5	0.00103177	0.00103177	DOWN	0.0	1.0	0.0	
553178	cryba4	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	553178	cryba4	ENSDARG00000024548		2.65047E-4	2.65047E-4	2.65047E-4		2.65047E-4		2.65046E-4	2.65046E-4	2.65046E-4		2.65046E-4		2.65048E-4	2.65048E-4	2.65048E-4		2.65048E-4		0.0	2.65047E-4	0.0	2.65047E-4	2.65047E-4	2.65046E-4	2.65048E-4	0	1	0															1	553178	ENSDARG00000024548	2.65047E-4	2.65047E-4		2.65046E-4	2.65046E-4		2.65048E-4	2.65048E-4		2.65047E-4	2.65046E-4	2.65048E-4	0						Hill,1(1)	1.6968469619750977	1.6968469619750977	1.6968469619750977	1.6968469619750977	0.0	1.6968469619750977	2.65047E-4	2.65047E-4	2.65046E-4	2.65046E-4	2.65048E-4	2.65048E-4	DOWN	0.0	1.0	0.0	
101886726	gpc5b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	101886726	gpc5b	ENSDARG00000024588		5.23588E-5	5.23588E-5	5.23588E-5		5.23588E-5		5.23586E-5	5.23586E-5	5.23586E-5		5.23586E-5		5.2359E-5	5.2359E-5	5.2359E-5		5.2359E-5		0.0	5.23588E-5	0.0	5.23588E-5	5.23588E-5	5.23586E-5	5.2359E-5	0	1	0															1	101886726	ENSDARG00000024588	5.23588E-5	5.23588E-5		5.23586E-5	5.23586E-5		5.2359E-5	5.2359E-5		5.23588E-5	5.23586E-5	5.2359E-5	0						Hill,1(1)	1.8285624980926514	1.8285624980926514	1.8285624980926514	1.8285624980926514	0.0	1.8285624980926514	5.23588E-5	5.23588E-5	5.23586E-5	5.23586E-5	5.2359E-5	5.2359E-5	DOWN	0.0	1.0	0.0	
566899	foxo6b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
563087	si:ch211-129c21.1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	563087	si:ch211-129c21.1	ENSDARG00000024775		1.94785E-4	1.94785E-4	1.94785E-4		1.9478499999999997E-4		1.94784E-4	1.94784E-4	1.94784E-4		1.94784E-4		1.94785E-4	1.94785E-4	1.94785E-4		1.9478499999999997E-4		0.0	1.94785E-4	0.0	1.94785E-4	1.94785E-4	1.94784E-4	1.94785E-4	1	0	1	563087	ENSDARG00000024775	1.94785E-4	1.94785E-4		1.94784E-4	1.94784E-4		1.94785E-4	1.94785E-4		1.94785E-4	1.94784E-4	1.94785E-4	0															0						Hill,1(1)	1.5058419704437256	1.5058419704437256	1.5058419704437256	1.5058419704437256	0.0	1.5058419704437256	1.94785E-4	1.94785E-4	1.94784E-4	1.94784E-4	1.94785E-4	1.94785E-4	UP	1.0	0.0	0.0	
570094	syngr3b	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
393554	trip13	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
796857	magixa	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	796857	magixa	ENSDARG00000025108		7.70312E-5	7.70312E-5	7.70312E-5		7.70312E-5		3.94259E-5	3.94259E-5	3.94259E-5		3.94259E-5		1.98607E-4	1.98607E-4	1.98607E-4		1.98607E-4		0.0	7.70312E-5	0.0	7.70312E-5	7.70312E-5	3.94259E-5	1.98607E-4	0	1	0															1	796857	ENSDARG00000025108	7.70312E-5	7.70312E-5		3.94259E-5	3.94259E-5		1.98607E-4	1.98607E-4		7.70312E-5	3.94259E-5	1.98607E-4	0						Exp 4,1(1)	1.961201548576355	1.961201548576355	1.961201548576355	1.961201548576355	0.0	1.961201548576355	7.70312E-5	7.70312E-5	3.94259E-5	3.94259E-5	1.98607E-4	1.98607E-4	DOWN	0.0	1.0	0.0	
407668	asic4a	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
567877	syt2a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	567877	syt2a	ENSDARG00000025206		1.35806E-4	1.35806E-4	1.35806E-4		1.35806E-4		5.86795E-5	5.86795E-5	5.86795E-5		5.86795E-5		4.60748E-4	4.60748E-4	4.60748E-4		4.60748E-4		0.0	1.35806E-4	0.0	1.35806E-4	1.35806E-4	5.86795E-5	4.60748E-4	0	1	0															1	567877	ENSDARG00000025206	1.35806E-4	1.35806E-4		5.86795E-5	5.86795E-5		4.60748E-4	4.60748E-4		1.35806E-4	5.86795E-5	4.60748E-4	0						Exp 4,1(1)	2.3778693675994873	2.3778693675994873	2.3778693675994873	2.3778693675994873	0.0	2.3778693675994873	1.35806E-4	1.35806E-4	5.86795E-5	5.86795E-5	4.60748E-4	4.60748E-4	DOWN	0.0	1.0	0.0	
352916	msrb1a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	352916	msrb1a	ENSDARG00000025436		9.73001E-5	9.73001E-5	9.73001E-5		9.730010000000001E-5		3.60461E-5	3.60461E-5	3.60461E-5		3.60461E-5		3.38827E-4	3.38827E-4	3.38827E-4		3.38827E-4		0.0	9.73001E-5	0.0	9.73001E-5	9.73001E-5	3.60461E-5	3.38827E-4	1	0	1	352916	ENSDARG00000025436	9.73001E-5	9.73001E-5		3.60461E-5	3.60461E-5		3.38827E-4	3.38827E-4		9.73001E-5	3.60461E-5	3.38827E-4	0															0						Exp 4,1(1)	1.7466976642608643	1.7466976642608643	1.7466976642608643	1.7466976642608643	0.0	1.7466976642608643	9.73001E-5	9.73001E-5	3.60461E-5	3.60461E-5	3.38827E-4	3.38827E-4	UP	1.0	0.0	0.0	
557352	fstl3	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	557352	fstl3	ENSDARG00000025670		1.06418E-4	1.06418E-4	1.06418E-4		1.06418E-4		4.4971E-5	4.4971E-5	4.4971E-5		4.4971E-5		4.08956E-4	4.08956E-4	4.08956E-4		4.08956E-4		0.0	1.06418E-4	0.0	1.06418E-4	1.06418E-4	4.4971E-5	4.08956E-4	1	0	1	557352	ENSDARG00000025670	1.06418E-4	1.06418E-4		4.4971E-5	4.4971E-5		4.08956E-4	4.08956E-4		1.06418E-4	4.4971E-5	4.08956E-4	0															0						Exp 4,1(1)	1.655060887336731	1.655060887336731	1.655060887336731	1.655060887336731	0.0	1.655060887336731	1.06418E-4	1.06418E-4	4.4971E-5	4.4971E-5	4.08956E-4	4.08956E-4	UP	1.0	0.0	0.0	
751724	kctd2	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
567059	si:dkey-190g11.3	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
393393	adprm	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100003007	insyn1	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100006464	si:dkey-27j5.5	1	1	1	1	1	1	1	1	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
678537	xkr9	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	678537	xkr9	ENSDARG00000026500		1.49216	1.49216	1.49216		1.49216		0.938641	0.938641	0.938641		0.9386409999999998		3.59396	3.59396	3.59396		3.59396		0.0	1.49216	0.0	1.49216	1.49216	0.938641	3.59396	0	1	0															1	678537	ENSDARG00000026500	1.49216	1.49216		0.938641	0.938641		3.59396	3.59396		1.49216	0.938641	3.59396	0						Linear,1(1)	1.5720841884613037	1.5720841884613037	1.5720841884613037	1.5720841884613037	0.0	1.5720841884613037	1.49216	1.49216	0.938641	0.938641	3.59396	3.59396	DOWN	0.0	1.0	0.0	
557131	si:ch211-285c6.3	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
450011	tspo	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
334724	anxa1a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	334724	anxa1a	ENSDARG00000026726		1.75356E-4	1.75356E-4	1.75356E-4		1.7535599999999997E-4		7.16937E-5	7.16937E-5	7.16937E-5		7.16937E-5		6.11242E-4	6.11242E-4	6.11242E-4		6.11242E-4		0.0	1.75356E-4	0.0	1.75356E-4	1.75356E-4	7.16937E-5	6.11242E-4	1	0	1	334724	ENSDARG00000026726	1.75356E-4	1.75356E-4		7.16937E-5	7.16937E-5		6.11242E-4	6.11242E-4		1.75356E-4	7.16937E-5	6.11242E-4	0															0						Exp 4,1(1)	1.769158124923706	1.769158124923706	1.769158124923706	1.769158124923706	0.0	1.769158124923706	1.75356E-4	1.75356E-4	7.16937E-5	7.16937E-5	6.11242E-4	6.11242E-4	UP	1.0	0.0	0.0	
556582	grik4	1	1	1	1	0	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
406356	tmem41ab	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
557377	tbc1d22b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	557377	tbc1d22b	ENSDARG00000026988		1.22248E-4	1.22248E-4	1.22248E-4		1.22248E-4		4.36519E-5	4.36519E-5	4.36519E-5		4.36519E-5		5.21975E-4	5.21975E-4	5.21975E-4		5.21975E-4		0.0	1.22248E-4	0.0	1.22248E-4	1.22248E-4	4.36519E-5	5.21975E-4	0	1	0															1	557377	ENSDARG00000026988	1.22248E-4	1.22248E-4		4.36519E-5	4.36519E-5		5.21975E-4	5.21975E-4		1.22248E-4	4.36519E-5	5.21975E-4	0						Exp 4,1(1)	1.9643757343292236	1.9643757343292236	1.9643757343292236	1.9643757343292236	0.0	1.9643757343292236	1.22248E-4	1.22248E-4	4.36519E-5	4.36519E-5	5.21975E-4	5.21975E-4	DOWN	0.0	1.0	0.0	
571508	hmbox1a	1	1	1	1	1	0	1	0	0	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
369194	tgfb2	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100003846	rnf25	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100003846	rnf25	ENSDARG00000027182		2.54718E-4	2.54718E-4	2.54718E-4		2.54718E-4		1.102E-4	1.102E-4	1.102E-4		1.102E-4		7.35129E-4	7.35129E-4	7.35129E-4		7.35129E-4		0.0	2.54718E-4	0.0	2.54718E-4	2.54718E-4	1.102E-4	7.35129E-4	1	0	1	100003846	ENSDARG00000027182	2.54718E-4	2.54718E-4		1.102E-4	1.102E-4		7.35129E-4	7.35129E-4		2.54718E-4	1.102E-4	7.35129E-4	0															0						Exp 4,1(1)	1.703768014907837	1.703768014907837	1.703768014907837	1.703768014907837	0.0	1.703768014907837	2.54718E-4	2.54718E-4	1.102E-4	1.102E-4	7.35129E-4	7.35129E-4	UP	1.0	0.0	0.0	
402973	nrp1b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
327067	slc25a4	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	327067	slc25a4	ENSDARG00000027355		1.01304E-4	1.01304E-4	1.01304E-4		1.01304E-4		5.06092E-5	5.06092E-5	5.06092E-5		5.060920000000001E-5		2.90251E-4	2.90251E-4	2.90251E-4		2.90251E-4		0.0	1.01304E-4	0.0	1.01304E-4	1.01304E-4	5.06092E-5	2.90251E-4	1	0	1	327067	ENSDARG00000027355	1.01304E-4	1.01304E-4		5.06092E-5	5.06092E-5		2.90251E-4	2.90251E-4		1.01304E-4	5.06092E-5	2.90251E-4	0															0						Exp 4,1(1)	1.6745216846466064	1.6745216846466064	1.6745216846466064	1.6745216846466064	0.0	1.6745216846466064	1.01304E-4	1.01304E-4	5.06092E-5	5.06092E-5	2.90251E-4	2.90251E-4	UP	1.0	0.0	0.0	
796739	mast1a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	796739	mast1a	ENSDARG00000027497		1.54841E-4	1.54841E-4	1.54841E-4		1.54841E-4		5.17578E-5	5.17578E-5	5.17578E-5		5.17578E-5		6.95687E-4	6.95687E-4	6.95687E-4		6.95687E-4		0.0	1.54841E-4	0.0	1.54841E-4	1.54841E-4	5.17578E-5	6.95687E-4	0	1	0															1	796739	ENSDARG00000027497	1.54841E-4	1.54841E-4		5.17578E-5	5.17578E-5		6.95687E-4	6.95687E-4		1.54841E-4	5.17578E-5	6.95687E-4	0						Exp 4,1(1)	1.8882311582565308	1.8882311582565308	1.8882311582565308	1.8882311582565308	0.0	1.8882311582565308	1.54841E-4	1.54841E-4	5.17578E-5	5.17578E-5	6.95687E-4	6.95687E-4	DOWN	0.0	1.0	0.0	
360144	mapk1	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	360144	mapk1	ENSDARG00000027552		1.16766E-4	1.16766E-4	1.16766E-4		1.16766E-4		1.62365E-5	1.62365E-5	1.62365E-5		1.62365E-5		2.83267E-4	2.83267E-4	2.83267E-4		2.83267E-4		0.0	1.16766E-4	0.0	1.16766E-4	1.16766E-4	1.62365E-5	2.83267E-4	0	1	0															1	360144	ENSDARG00000027552	1.16766E-4	1.16766E-4		1.62365E-5	1.62365E-5		2.83267E-4	2.83267E-4		1.16766E-4	1.62365E-5	2.83267E-4	0						Exp 5,1(1)	1.6003693342208862	1.6003693342208862	1.6003693342208862	1.6003693342208862	0.0	1.6003693342208862	1.16766E-4	1.16766E-4	1.62365E-5	1.62365E-5	2.83267E-4	2.83267E-4	DOWN	0.0	1.0	0.0	
100536197	pak6a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100536197	pak6a	ENSDARG00000027564		2.41493E-4	2.41493E-4	2.41493E-4		2.41493E-4		7.44711E-5	7.44711E-5	7.44711E-5		7.44711E-5		0.00223482	0.00223482	0.00223482		0.0022348200000000006		0.0	2.41493E-4	0.0	2.41493E-4	2.41493E-4	7.44711E-5	0.00223482	0	1	0															1	100536197	ENSDARG00000027564	2.41493E-4	2.41493E-4		7.44711E-5	7.44711E-5		0.00223482	0.00223482		2.41493E-4	7.44711E-5	0.00223482	0						Exp 4,1(1)	2.2034289836883545	2.2034289836883545	2.2034289836883545	2.2034289836883545	0.0	2.2034289836883545	2.41493E-4	2.41493E-4	7.44711E-5	7.44711E-5	0.00223482	0.00223482	DOWN	0.0	1.0	0.0	
325906	ttpa	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	325906	ttpa	ENSDARG00000027584		2.57801E-4	2.57801E-4	2.57801E-4		2.57801E-4		2.578E-4	2.578E-4	2.578E-4		2.578E-4		2.57903E-4	2.57903E-4	2.57903E-4		2.57903E-4		0.0	2.57801E-4	0.0	2.57801E-4	2.57801E-4	2.578E-4	2.57903E-4	1	0	1	325906	ENSDARG00000027584	2.57801E-4	2.57801E-4		2.578E-4	2.578E-4		2.57903E-4	2.57903E-4		2.57801E-4	2.578E-4	2.57903E-4	0															0						Hill,1(1)	1.5421935319900513	1.5421935319900513	1.5421935319900513	1.5421935319900513	0.0	1.5421935319900513	2.57801E-4	2.57801E-4	2.578E-4	2.578E-4	2.57903E-4	2.57903E-4	UP	1.0	0.0	0.0	
393587	lrfn1	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
402824	cavin2a	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	402824	cavin2a	ENSDARG00000027611		7.69677E-5	7.69677E-5	7.69677E-5		7.69677E-5		4.08812E-5	4.08812E-5	4.08812E-5		4.08812E-5		1.90476E-4	1.90476E-4	1.90476E-4		1.90476E-4		0.0	7.69677E-5	0.0	7.69677E-5	7.69677E-5	4.08812E-5	1.90476E-4	1	0	1	402824	ENSDARG00000027611	7.69677E-5	7.69677E-5		4.08812E-5	4.08812E-5		1.90476E-4	1.90476E-4		7.69677E-5	4.08812E-5	1.90476E-4	0															0						Exp 4,1(1)	1.5158895254135132	1.5158895254135132	1.5158895254135132	1.5158895254135132	0.0	1.5158895254135132	7.69677E-5	7.69677E-5	4.08812E-5	4.08812E-5	1.90476E-4	1.90476E-4	UP	1.0	0.0	0.0	
494061	zgc:103510	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100534944	adamtsl3	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	100534944	adamtsl3	ENSDARG00000027903		1.17353E-4	1.17353E-4	1.17353E-4		1.17353E-4		5.11868E-5	5.11868E-5	5.11868E-5		5.11868E-5		4.22243E-4	4.22243E-4	4.22243E-4		4.22243E-4		0.0	1.17353E-4	0.0	1.17353E-4	1.17353E-4	5.11868E-5	4.22243E-4	0	1	0															1	100534944	ENSDARG00000027903	1.17353E-4	1.17353E-4		5.11868E-5	5.11868E-5		4.22243E-4	4.22243E-4		1.17353E-4	5.11868E-5	4.22243E-4	0						Exp 4,1(1)	2.277360200881958	2.277360200881958	2.277360200881958	2.277360200881958	0.0	2.277360200881958	1.17353E-4	1.17353E-4	5.11868E-5	5.11868E-5	4.22243E-4	4.22243E-4	DOWN	0.0	1.0	0.0	
393455	hao2	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
560944	pfkpa	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	560944	pfkpa	ENSDARG00000028000		8.85789E-5	8.85789E-5	8.85789E-5		8.85789E-5		3.92988E-5	3.92988E-5	3.92988E-5		3.92988E-5		2.64269E-4	2.64269E-4	2.64269E-4		2.64269E-4		0.0	8.85789E-5	0.0	8.85789E-5	8.85789E-5	3.92988E-5	2.64269E-4	0	1	0															1	560944	ENSDARG00000028000	8.85789E-5	8.85789E-5		3.92988E-5	3.92988E-5		2.64269E-4	2.64269E-4		8.85789E-5	3.92988E-5	2.64269E-4	0						Exp 4,1(1)	1.577390432357788	1.577390432357788	1.577390432357788	1.577390432357788	0.0	1.577390432357788	8.85789E-5	8.85789E-5	3.92988E-5	3.92988E-5	2.64269E-4	2.64269E-4	DOWN	0.0	1.0	0.0	
503885	fut9d	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
30425	pax2a	1	1	1	0	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
556752	itgb8	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
30259	prph	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
335269	itgb4	1	1	1	1	1	0	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
556064	c1ql3b	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
570173	plppr3b	1	1	1	1	0	1	1	1	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
393540	krt18b	1	1	1	1	1	1	1	1	1	1	1	635	0	18013	1.0	0.034104	0.034104	100.0	393540	krt18b	ENSDARG00000028618		1.27989E-4	1.27989E-4	1.27989E-4		1.27989E-4		6.0795E-5	6.0795E-5	6.0795E-5		6.0795E-5		3.78242E-4	3.78242E-4	3.78242E-4		3.78242E-4		0.0	1.27989E-4	0.0	1.27989E-4	1.27989E-4	6.0795E-5	3.78242E-4	1	0	1	393540	ENSDARG00000028618	1.27989E-4	1.27989E-4		6.0795E-5	6.0795E-5		3.78242E-4	3.78242E-4		1.27989E-4	6.0795E-5	3.78242E-4	0															0						Exp 4,1(1)	1.5502510070800781	1.5502510070800781	1.5502510070800781	1.5502510070800781	0.0	1.5502510070800781	1.27989E-4	1.27989E-4	6.0795E-5	6.0795E-5	3.78242E-4	3.78242E-4	UP	1.0	0.0	0.0	
569358	cyth2	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
100329340	slc34a1a	1	1	1	1	0	1	0	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
378969	rab32a	1	1	1	1	1	0	1	0	1	0	0	636	1	18012	0.9659	1.0	1.0	0.0																														0	0	0															0															0																							
