Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Glyphosate_DESeq_normData
Work Source: Glyphosate_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.41
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2639
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0010604	6	positive regulation of macromolecule metabolic process	846	956	18	11	1	14	14	14	18	0	0	47	956	18073	0.088967	1.0	0.17389	0.0																																		0	0	0															0															0																							
GO:0010605	6	negative regulation of macromolecule metabolic process	729	888	12	6	3	10	10	9	12	2	2	45	886	18143	0.62475	0.64976	1.0	0.23	561889;436853	gra;pmepa1	ENSDARG00000078754;ENSDARG00000039325		0.3756515	0.3756515	0.375052	8.478210306159925E-4	0.37531138718035134	6.981740755357311E-4	0.21662350000000002	0.21662350000000002	0.216264	5.084097756632923E-4	0.21641954577370526	4.186715265903179E-4	0.6514245	0.6514245	0.650426	0.0014120922420157692	0.6508580235189003	0.0011628470633617408									0.376251;0.375052	0.216983;0.216264	0.652423;0.650426	2	0	2	561889;436853	ENSDARG00000078754;ENSDARG00000039325	0.3756515	0.3756515	8.478210306159925E-4	0.21662350000000002	0.21662350000000002	5.084097756632923E-4	0.6514245	0.6514245	0.0014120922420157692	0.376251;0.375052	0.216983;0.216264	0.652423;0.650426	0															0						Linear,2(1)	2.750309369718898	5.743944883346558	2.044914960861206	3.6990299224853516	1.169635906226559	2.871972441673279	0.37447648	0.37682652000000005	0.21591888000000004	0.21732812	0.6494674399999999	0.65338156	UP	1.0	0.0	0.0	
GO:0010608	7	post-transcriptional regulation of gene expression	184	279	6	2	1	5	5	4	6	1	1	46	278	18751	0.84951	0.50009	0.50009	0.36	561889	gra	ENSDARG00000078754		0.376251	0.376251	0.376251		0.376251		0.216983	0.216983	0.216983		0.216983		0.652423	0.652423	0.652423		0.652423										0.376251	0.216983	0.652423	1	0	1	561889	ENSDARG00000078754	0.376251	0.376251		0.216983	0.216983		0.652423	0.652423		0.376251	0.216983	0.652423	0															0						Linear,1(1)	2.044914960861206	2.044914960861206	2.044914960861206	2.044914960861206	0.0	2.044914960861206	0.376251	0.376251	0.216983	0.216983	0.652423	0.652423	UP	1.0	0.0	0.0	
GO:0010628	7	positive regulation of gene expression	160	187	4	2	0	3	3	3	4	0	0	47	187	18842	0.62903	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010629	7	negative regulation of gene expression	192	294	4	2	1	4	4	3	4	1	1	46	293	18736	0.83657	0.51852	0.51852	0.34	561889	gra	ENSDARG00000078754		0.376251	0.376251	0.376251		0.376251		0.216983	0.216983	0.216983		0.216983		0.652423	0.652423	0.652423		0.652423										0.376251	0.216983	0.652423	1	0	1	561889	ENSDARG00000078754	0.376251	0.376251		0.216983	0.216983		0.652423	0.652423		0.376251	0.216983	0.652423	0															0						Linear,1(1)	2.044914960861206	2.044914960861206	2.044914960861206	2.044914960861206	0.0	2.044914960861206	0.376251	0.376251	0.216983	0.216983	0.652423	0.652423	UP	1.0	0.0	0.0	
GO:0010632	5	regulation of epithelial cell migration	22	28	1	1	1	1	1	1	1	1	1	46	27	19002	0.99784	0.066787	0.066787	3.57	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697										0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0010634	6	positive regulation of epithelial cell migration	17	21	1	1	1	1	1	1	1	1	1	46	20	19009	0.99879	0.050511	0.050511	4.76	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697										0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0010638	7	positive regulation of organelle organization	109	113	1	0	0	0	0	0	1	0	0	47	113	18916	0.7561	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010639	7	negative regulation of organelle organization	102	112	5	2	2	4	4	1	5	1	1	46	111	18918	0.96889	0.24202	0.24202	0.89	678618	avil	ENSDARG00000059342		0.474152	0.474152	0.474152		0.474152		0.245299	0.245299	0.245299		0.24529900000000002		0.916517	0.916517	0.916517		0.916517										0.474152	0.245299	0.916517	0	1	0															1	678618	ENSDARG00000059342	0.474152	0.474152		0.245299	0.245299		0.916517	0.916517		0.474152	0.245299	0.916517	0						Linear,1(1)	3.0427424907684326	3.0427424907684326	3.0427424907684326	3.0427424907684326	0.0	3.0427424907684326	0.474152	0.474152	0.245299	0.245299	0.916517	0.916517	DOWN	0.0	1.0	0.0	
GO:0010646	5	regulation of cell communication	1170	1321	28	18	7	21	21	18	28	4	4	43	1317	17712	0.77599	0.41167	0.56552	0.3	799377;492486;436853;436730	dkk1a;adra1bb;pmepa1;egfl6	ENSDARG00000014103;ENSDARG00000041173;ENSDARG00000039325;ENSDARG00000045958		0.51881025	0.4645905	0.375052	0.1743712057161865	0.43893973413125253	0.13530602517931684	0.24552800000000002	0.24252200000000002	0.216264	0.026977893369695388	0.22994923133347292	0.023473592049209045	1.1371555	0.8906130000000001	0.650426	0.6652436767583739	0.8617098743205192	0.49785933802293									0.48768;0.441501;0.375052;0.771008	0.248204;0.23684;0.216264;0.280804	0.958211;0.823015;0.650426;2.11697	2	2	2	799377;436853	ENSDARG00000014103;ENSDARG00000039325	0.431366	0.431366	0.07964002255147819	0.232234	0.232234	0.022584990591098465	0.8043184999999999	0.8043184999999999	0.2176368606475019	0.48768;0.375052	0.248204;0.216264	0.958211;0.650426	2	492486;436730	ENSDARG00000041173;ENSDARG00000045958	0.6062545	0.6062545	0.23299663414843572	0.258822	0.258822	0.031087242528085576	1.4699925	1.4699925	0.9149643550502385	0.441501;0.771008	0.23684;0.280804	0.823015;2.11697	0						Linear,4(1)	2.424388159656726	10.137121796607971	1.6737617254257202	3.6990299224853516	0.8818568003404073	2.3821650743484497	0.3479264683981371	0.6896940316018629	0.21908966449769834	0.2719663355023017	0.4852166967767937	1.7890943032232063	CONFLICT	0.5	0.5	0.0	
GO:0010647	6	positive regulation of cell communication	383	481	5	4	2	3	3	3	5	1	1	46	480	18549	0.6671	0.69934	1.0	0.21	492486	adra1bb	ENSDARG00000041173		0.441501	0.441501	0.441501		0.4415009999999999		0.23684	0.23684	0.23684		0.23684		0.823015	0.823015	0.823015		0.823015										0.441501	0.23684	0.823015	0	1	0															1	492486	ENSDARG00000041173	0.441501	0.441501		0.23684	0.23684		0.823015	0.823015		0.441501	0.23684	0.823015	0						Linear,1(1)	1.6737617254257202	1.6737617254257202	1.6737617254257202	1.6737617254257202	0.0	1.6737617254257202	0.441501	0.441501	0.23684	0.23684	0.823015	0.823015	DOWN	0.0	1.0	0.0	
GO:0010648	6	negative regulation of cell communication	427	453	16	11	4	12	12	11	16	2	2	45	451	18578	0.89957	0.30741	0.30741	0.44	799377;436853	dkk1a;pmepa1	ENSDARG00000014103;ENSDARG00000039325		0.431366	0.431366	0.375052	0.07964002255147819	0.3904997592717069	0.054794469880402284	0.232234	0.232234	0.216264	0.022584990591098465	0.22064480611516069	0.015539078807934323	0.8043184999999999	0.8043184999999999	0.650426	0.2176368606475019	0.6926409784018386	0.14973999282718126									0.48768;0.375052	0.248204;0.216264	0.958211;0.650426	2	0	2	799377;436853	ENSDARG00000014103;ENSDARG00000039325	0.431366	0.431366	0.07964002255147819	0.232234	0.232234	0.022584990591098465	0.8043184999999999	0.8043184999999999	0.2176368606475019	0.48768;0.375052	0.248204;0.216264	0.958211;0.650426	0															0						Linear,2(1)	3.1544608936163314	6.389092922210693	2.690062999725342	3.6990299224853516	0.7134473530765264	3.1945464611053467	0.32099056000000004	0.54174144	0.2009328	0.26353519999999997	0.5026891999999998	1.1059478	UP	1.0	0.0	0.0	
GO:0010669	7	epithelial structure maintenance	15	16	1	1	0	1	1	1	1	0	0	47	16	19013	0.96128	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010712	5	regulation of collagen metabolic process	4	4	1	1	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010714	6	positive regulation of collagen metabolic process	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010721	7	negative regulation of cell development	56	62	2	1	0	2	2	2	2	0	0	47	62	18967	0.85797	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010755	9	regulation of plasminogen activation	4	4	1	1	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010810	6	regulation of cell-substrate adhesion	25	25	2	1	1	2	2	1	2	1	1	46	24	19005	0.99828	0.059845	0.059845	4.0	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697										0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0010811	7	positive regulation of cell-substrate adhesion	17	17	2	1	1	2	2	1	2	1	1	46	16	19013	0.99921	0.041086	0.041086	5.88	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697		0.0	0.771008			0.280804		2.11697		0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0010817	4	regulation of hormone levels	91	106	1	0	0	1	1	1	1	0	0	47	106	18923	0.76935	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010840	6	regulation of circadian sleep/wake cycle, wakefulness	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010857	5	calcium-dependent protein kinase activity	30	31	1	1	0	1	1	1	1	0	0	47	31	18998	0.92632	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010927	5	cellular component assembly involved in morphogenesis	59	66	1	1	0	1	1	1	1	0	0	47	66	18963	0.84951	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010941	5	regulation of cell death	357	446	6	3	1	3	3	2	6	0	0	47	446	18583	0.32848	1.0	0.62949	0.0																																		0	0	0															0															0																							
GO:0010942	6	positive regulation of cell death	87	97	1	0	0	0	0	0	1	0	0	47	97	18932	0.78671	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010948	7	negative regulation of cell cycle process	85	93	2	1	0	2	2	2	2	0	0	47	93	18936	0.79455	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010950	8	positive regulation of endopeptidase activity	38	44	1	1	0	1	1	1	1	0	0	47	44	18985	0.89703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010952	7	positive regulation of peptidase activity	38	44	1	1	0	1	1	1	1	0	0	47	44	18985	0.89703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010959	7	regulation of metal ion transport	109	110	2	2	0	2	2	2	2	0	0	47	110	18919	0.76175	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010970	5	transport along microtubule	73	75	2	2	1	2	2	2	2	1	1	46	74	18955	0.98529	0.16921	0.16921	1.33	777640	bicdl2	ENSDARG00000052427		0.00101035	0.00101035	0.00101035		0.00101035		5.38982E-4	5.38982E-4	5.38982E-4		5.38982E-4		0.00189395	0.00189395	0.00189395		0.0018939499999999997										0.00101035	5.38982E-4	0.00189395	0	1	0															1	777640	ENSDARG00000052427	0.00101035	0.00101035		5.38982E-4	5.38982E-4		0.00189395	0.00189395		0.00101035	5.38982E-4	0.00189395	0						Hill,1(1)	1.5776410102844238	1.5776410102844238	1.5776410102844238	1.5776410102844238	0.0	1.5776410102844238	0.00101035	0.00101035	5.38982E-4	5.38982E-4	0.00189395	0.00189395	DOWN	0.0	1.0	0.0	
GO:0010975	8	regulation of neuron projection development	152	153	4	4	1	3	3	3	4	0	0	47	153	18876	0.68458	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010976	8	positive regulation of neuron projection development	22	22	1	1	0	1	1	1	1	0	0	47	22	19007	0.94715	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010977	8	negative regulation of neuron projection development	45	45	2	2	1	1	1	1	2	0	0	47	45	18984	0.89482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010990	7	regulation of SMAD protein complex assembly	4	4	1	1	1	1	1	1	1	1	1	46	3	19026	0.99996	0.0098197	0.0098197	25.0	436853	pmepa1	ENSDARG00000039325		0.375052	0.375052	0.375052		0.37505200000000005		0.216264	0.216264	0.216264		0.216264		0.650426	0.650426	0.650426		0.650426		0.0	0.375052	0.0	0.375052	0.216264	0.216264	0.650426	0.650426	0.375052	0.216264	0.650426	1	0	1	436853	ENSDARG00000039325	0.375052	0.375052		0.216264	0.216264		0.650426	0.650426		0.375052	0.216264	0.650426	0															0						Linear,1(1)	3.699029922485352	3.6990299224853516	3.6990299224853516	3.6990299224853516	0.0	3.6990299224853516	0.375052	0.375052	0.216264	0.216264	0.650426	0.650426	UP	1.0	0.0	0.0	
GO:0010991	8	negative regulation of SMAD protein complex assembly	4	4	1	1	1	1	1	1	1	1	1	46	3	19026	0.99996	0.0098197	0.0098197	25.0	436853	pmepa1	ENSDARG00000039325		0.375052	0.375052	0.375052		0.37505200000000005		0.216264	0.216264	0.216264		0.216264		0.650426	0.650426	0.650426		0.650426		0.0	0.375052	0.0	0.375052	0.216264	0.216264	0.650426	0.650426	0.375052	0.216264	0.650426	1	0	1	436853	ENSDARG00000039325	0.375052	0.375052		0.216264	0.216264		0.650426	0.650426		0.375052	0.216264	0.650426	0															0						Linear,1(1)	3.699029922485352	3.6990299224853516	3.6990299224853516	3.6990299224853516	0.0	3.6990299224853516	0.375052	0.375052	0.216264	0.216264	0.650426	0.650426	UP	1.0	0.0	0.0	
GO:0012501	4	programmed cell death	196	227	4	2	1	3	3	3	4	1	1	46	226	18803	0.89234	0.43069	0.43069	0.44	335722	gsdmeb	ENSDARG00000040485		0.384984	0.384984	0.384984		0.384984		0.219839	0.219839	0.219839		0.219839		0.674188	0.674188	0.674188		0.674188										0.384984	0.219839	0.674188	1	0	1	335722	ENSDARG00000040485	0.384984	0.384984		0.219839	0.219839		0.674188	0.674188		0.384984	0.219839	0.674188	0															0						Linear,1(1)	2.0227725505828857	2.0227725505828857	2.0227725505828857	2.0227725505828857	0.0	2.0227725505828857	0.384984	0.384984	0.219839	0.219839	0.674188	0.674188	UP	1.0	0.0	0.0	
GO:0012506	5	vesicle membrane	279	291	6	6	1	6	6	6	6	1	1	46	290	18739	0.83918	0.51489	0.51489	0.34	436853	pmepa1	ENSDARG00000039325		0.375052	0.375052	0.375052		0.37505200000000005		0.216264	0.216264	0.216264		0.216264		0.650426	0.650426	0.650426		0.650426										0.375052	0.216264	0.650426	1	0	1	436853	ENSDARG00000039325	0.375052	0.375052		0.216264	0.216264		0.650426	0.650426		0.375052	0.216264	0.650426	0															0						Linear,1(1)	3.699029922485352	3.6990299224853516	3.6990299224853516	3.6990299224853516	0.0	3.6990299224853516	0.375052	0.375052	0.216264	0.216264	0.650426	0.650426	UP	1.0	0.0	0.0	
GO:0014005	6	microglia development	5	5	1	1	0	1	1	1	1	0	0	47	5	19024	0.98774	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014013	8	regulation of gliogenesis	15	16	1	0	0	1	1	1	1	0	0	47	16	19013	0.96128	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014014	8	negative regulation of gliogenesis	4	4	1	0	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014059	7	regulation of dopamine secretion	24	25	1	1	0	1	1	1	1	0	0	47	25	19004	0.94015	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014065	8	phosphatidylinositol 3-kinase signaling	15	17	1	1	1	1	1	1	1	1	1	46	16	19013	0.99921	0.041086	0.041086	5.88	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697		0.0	0.771008			0.280804		2.11697		0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0014066	7	regulation of phosphatidylinositol 3-kinase signaling	18	20	1	1	0	1	1	1	1	0	0	47	20	19009	0.95184	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014068	8	positive regulation of phosphatidylinositol 3-kinase signaling	16	18	1	1	0	1	1	1	1	0	0	47	18	19011	0.95655	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014070	5	response to organic cyclic compound	56	90	1	1	0	1	1	1	1	0	0	47	90	18939	0.80048	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014706	6	striated muscle tissue development	24	26	1	1	0	1	1	1	1	0	0	47	26	19003	0.93784	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014743	7	regulation of muscle hypertrophy	4	4	1	1	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014821	7	phasic smooth muscle contraction	5	7	1	1	1	1	1	1	1	1	1	46	6	19023	0.99988	0.017123	0.017123	14.29	569550	edn2	ENSDARG00000070578		0.0558636	0.0558636	0.0558636		0.0558636		0.0266279	0.0266279	0.0266279		0.0266279		0.117198	0.117198	0.117198		0.11719800000000001		0.0	0.0558636	0.0	0.0558636	0.0266279	0.0266279	0.117198	0.117198	0.0558636	0.0266279	0.117198	0	1	0															1	569550	ENSDARG00000070578	0.0558636	0.0558636		0.0266279	0.0266279		0.117198	0.117198		0.0558636	0.0266279	0.117198	0						Poly 2,1(1)	2.7048754692077637	2.7048754692077637	2.7048754692077637	2.7048754692077637	0.0	2.7048754692077637	0.0558636	0.0558636	0.0266279	0.0266279	0.117198	0.117198	DOWN	0.0	1.0	0.0	
GO:0014826	9	vein smooth muscle contraction	2	4	1	1	1	1	1	1	1	1	1	46	3	19026	0.99996	0.0098197	0.0098197	25.0	569550	edn2	ENSDARG00000070578		0.0558636	0.0558636	0.0558636		0.0558636		0.0266279	0.0266279	0.0266279		0.0266279		0.117198	0.117198	0.117198		0.11719800000000001		0.0	0.0558636	0.0	0.0558636	0.0266279	0.0266279	0.117198	0.117198	0.0558636	0.0266279	0.117198	0	1	0															1	569550	ENSDARG00000070578	0.0558636	0.0558636		0.0266279	0.0266279		0.117198	0.117198		0.0558636	0.0266279	0.117198	0						Poly 2,1(1)	2.7048754692077637	2.7048754692077637	2.7048754692077637	2.7048754692077637	0.0	2.7048754692077637	0.0558636	0.0558636	0.0266279	0.0266279	0.117198	0.117198	DOWN	0.0	1.0	0.0	
GO:0014829	8	vascular associated smooth muscle contraction	2	4	1	1	1	1	1	1	1	1	1	46	3	19026	0.99996	0.0098197	0.0098197	25.0	569550	edn2	ENSDARG00000070578		0.0558636	0.0558636	0.0558636		0.0558636		0.0266279	0.0266279	0.0266279		0.0266279		0.117198	0.117198	0.117198		0.11719800000000001		0.0	0.0558636	0.0	0.0558636	0.0266279	0.0266279	0.117198	0.117198	0.0558636	0.0266279	0.117198	0	1	0															1	569550	ENSDARG00000070578	0.0558636	0.0558636		0.0266279	0.0266279		0.117198	0.117198		0.0558636	0.0266279	0.117198	0						Poly 2,1(1)	2.7048754692077637	2.7048754692077637	2.7048754692077637	2.7048754692077637	0.0	2.7048754692077637	0.0558636	0.0558636	0.0266279	0.0266279	0.117198	0.117198	DOWN	0.0	1.0	0.0	
GO:0014855	5	striated muscle cell proliferation	9	13	1	1	0	1	1	1	1	0	0	47	13	19016	0.96843	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014896	5	muscle hypertrophy	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0014897	6	striated muscle hypertrophy	1	1	1	1	0	1	1	1	1	0	0	47	1	19028	0.99754	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0015026	4	coreceptor activity	10	13	1	0	0	1	1	0	1	0	0	47	13	19016	0.96843	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0015030	4	Cajal body	14	14	1	1	1	1	1	1	1	1	1	46	13	19016	0.99947	0.033958	0.033958	7.14	58024	coil	ENSDARG00000040070		0.442164	0.442164	0.442164		0.44216400000000006		0.237188	0.237188	0.237188		0.23718799999999998		0.824279	0.824279	0.824279		0.824279		0.0	0.442164			0.237188		0.824279		0.442164	0.237188	0.824279	0	1	0															1	58024	ENSDARG00000040070	0.442164	0.442164		0.237188	0.237188		0.824279	0.824279		0.442164	0.237188	0.824279	0						Linear,1(1)	1.6489838361740112	1.6489838361740112	1.6489838361740112	1.6489838361740112	0.0	1.6489838361740112	0.442164	0.442164	0.237188	0.237188	0.824279	0.824279	DOWN	0.0	1.0	0.0	
GO:0015031	6	protein transport	670	688	5	3	2	4	4	3	5	2	2	45	686	18343	0.76015	0.50947	0.68701	0.29	100332332;565707	zdhhc12a;si:ch211-266g18.6	ENSDARG00000076632;ENSDARG00000003381		0.2372019	0.2372019	0.0642058	0.24465343085765223	0.2509643447321902	0.24387802578421622	0.12804505	0.12804505	0.0280571	0.14140431496388295	0.1359994410860418	0.1409561478450146	0.4424075	0.4424075	0.146929	0.4178697020896586	0.4659138479801017	0.41654530501948606									0.410198;0.0642058	0.228033;0.0280571	0.737886;0.146929	1	1	1	100332332	ENSDARG00000076632	0.410198	0.410198		0.228033	0.228033		0.737886	0.737886		0.410198	0.228033	0.737886	1	565707	ENSDARG00000003381	0.0642058	0.0642058		0.0280571	0.0280571		0.146929	0.146929		0.0642058	0.0280571	0.146929	0						Linear,1(0.5);Poly 2,1(0.5)	1.5679578042289988	3.136764168739319	1.5319035053253174	1.6048606634140015	0.05158850122060749	1.5683820843696594	-0.10187045599999997	0.5762742559999999	-0.06793133200000001	0.324021432	-0.13673036	1.02154536	CONFLICT	0.5	0.5	0.0	
GO:0015075	4	ion transmembrane transporter activity	729	791	22	16	3	20	20	19	22	1	1	46	790	18239	0.41412	0.8637	1.0	0.13	664770	slc6a4b	ENSDARG00000057017		0.632146	0.632146	0.632146		0.632146		0.271861	0.271861	0.271861		0.271861		1.4699	1.4699	1.4699		1.4699										0.632146	0.271861	1.4699	0	1	0															1	664770	ENSDARG00000057017	0.632146	0.632146		0.271861	0.271861		1.4699	1.4699		0.632146	0.271861	1.4699	0						Linear,1(1)	3.5099432468414307	3.5099432468414307	3.5099432468414307	3.5099432468414307	0.0	3.5099432468414307	0.632146	0.632146	0.271861	0.271861	1.4699	1.4699	DOWN	0.0	1.0	0.0	
GO:0015079	7	potassium ion transmembrane transporter activity	150	163	8	7	0	7	7	7	8	0	0	47	163	18866	0.66777	1.0	1.0	0.0																																		0	0	0															0															0																							
