Identifier,BPAF-1ug/L-B
ENSDARG00000063574,4
ENSDARG00000025386,0
ENSDARG00000077371,1
ENSDARG00000037837,13
ENSDARG00000111792,2
ENSDARG00000015025,3
ENSDARG00000027658,1
ENSDARG00000037833,0
ENSDARG00000101583,0
ENSDARG00000076496,2
ENSDARG00000077400,15
ENSDARG00000116058,65
ENSDARG00000087641,4
ENSDARG00000078404,0
ENSDARG00000093496,1
ENSDARG00000058978,5
ENSDARG00000093367,0
ENSDARG00000036864,2
ENSDARG00000117260,0
ENSDARG00000117249,1
ENSDARG00000068086,0
ENSDARG00000117527,0
ENSDARG00000100222,34
ENSDARG00000085406,0
ENSDARG00000098793,0
ENSDARG00000059044,0
ENSDARG00000019311,1
ENSDARG00000075676,0
ENSDARG00000108006,1
ENSDARG00000008142,16
ENSDARG00000061024,2
ENSDARG00000017799,2
ENSDARG00000006288,3
ENSDARG00000062936,39
ENSDARG00000052604,5
ENSDARG00000074949,0
ENSDARG00000090971,9
ENSDARG00000111585,0
ENSDARG00000017891,85
ENSDARG00000059081,0
ENSDARG00000046019,4
ENSDARG00000109769,0
ENSDARG00000115805,0
ENSDARG00000115082,1
ENSDARG00000071272,11
ENSDARG00000044956,0
ENSDARG00000086775,8
ENSDARG00000038442,18
ENSDARG00000019774,15
ENSDARG00000074790,27
ENSDARG00000063419,1
ENSDARG00000107622,0
ENSDARG00000017121,38
ENSDARG00000009886,2
ENSDARG00000063250,8
ENSDARG00000105341,17
ENSDARG00000032865,99
ENSDARG00000016256,24
ENSDARG00000090634,25
ENSDARG00000028335,388
ENSDARG00000116584,0
ENSDARG00000117543,1
ENSDARG00000117607,0
ENSDARG00000020699,6
ENSDARG00000037815,0
ENSDARG00000076299,7
ENSDARG00000018658,7
ENSDARG00000037813,0
ENSDARG00000016238,37
ENSDARG00000013729,28
ENSDARG00000095510,1
ENSDARG00000094801,4
ENSDARG00000014828,1
ENSDARG00000063370,23
ENSDARG00000095241,3
ENSDARG00000037810,37
ENSDARG00000058873,10
ENSDARG00000058871,3
ENSDARG00000002483,0
ENSDARG00000063333,8
ENSDARG00000117647,1
ENSDARG00000073822,11
ENSDARG00000090638,1
ENSDARG00000045776,139
ENSDARG00000096415,6
ENSDARG00000102328,0
ENSDARG00000045945,65
ENSDARG00000094332,4
ENSDARG00000045944,70
ENSDARG00000011400,2
ENSDARG00000041417,68
ENSDARG00000041421,10
ENSDARG00000058961,1
ENSDARG00000102064,1
ENSDARG00000089434,0
ENSDARG00000063285,5
ENSDARG00000079532,0
ENSDARG00000117500,0
ENSDARG00000117613,9
ENSDARG00000098308,0
ENSDARG00000080890,0
ENSDARG00000081975,0
ENSDARG00000075295,57
ENSDARG00000074321,1
ENSDARG00000040523,0
ENSDARG00000117358,1
ENSDARG00000090598,0
ENSDARG00000020610,4
ENSDARG00000022698,1
ENSDARG00000000474,0
ENSDARG00000074360,0
ENSDARG00000037804,0
ENSDARG00000006603,20
ENSDARG00000117297,1
ENSDARG00000078011,7
ENSDARG00000058799,31
ENSDARG00000071261,4
ENSDARG00000025206,88
ENSDARG00000117155,2
ENSDARG00000117463,1
ENSDARG00000063230,3
ENSDARG00000013837,0
ENSDARG00000058818,13
ENSDARG00000097678,0
ENSDARG00000013963,85
ENSDARG00000103927,0
ENSDARG00000102974,79
ENSDARG00000089626,15
ENSDARG00000071233,17
ENSDARG00000110967,3
ENSDARG00000071235,25
ENSDARG00000110166,0
ENSDARG00000095864,0
ENSDARG00000071238,0
ENSDARG00000071241,4
ENSDARG00000058738,0
ENSDARG00000090179,0
ENSDARG00000028448,8
ENSDARG00000100173,0
ENSDARG00000091367,24
ENSDARG00000075948,0
ENSDARG00000096997,2
ENSDARG00000081687,0
ENSDARG00000088322,0
ENSDARG00000079785,1
ENSDARG00000017821,2
ENSDARG00000117706,1
ENSDARG00000087032,7
ENSDARG00000058647,2
ENSDARG00000002536,8
ENSDARG00000106047,0
ENSDARG00000076657,6
ENSDARG00000008953,0
ENSDARG00000101120,14
ENSDARG00000104883,0
ENSDARG00000102879,25
ENSDARG00000114090,0
ENSDARG00000117804,0
ENSDARG00000071209,22
ENSDARG00000077385,0
ENSDARG00000012927,7
ENSDARG00000058598,1
ENSDARG00000026333,5
ENSDARG00000063089,4
ENSDARG00000017154,1
ENSDARG00000092845,0
ENSDARG00000025850,821
ENSDARG00000037781,32
ENSDARG00000093153,0
ENSDARG00000111936,0
ENSDARG00000100234,18
ENSDARG00000083706,0
ENSDARG00000063075,34
ENSDARG00000013830,18
ENSDARG00000058560,20
ENSDARG00000058543,31
ENSDARG00000085384,0
ENSDARG00000002659,39
ENSDARG00000011932,38
ENSDARG00000114921,0
ENSDARG00000021573,0
ENSDARG00000030262,0
ENSDARG00000075821,20
ENSDARG00000058381,23
ENSDARG00000058371,2031
ENSDARG00000058358,311
ENSDARG00000018404,164
ENSDARG00000058332,5
ENSDARG00000017439,19
ENSDARG00000076292,1
ENSDARG00000004843,14
ENSDARG00000005078,14
ENSDARG00000037773,25
ENSDARG00000026540,15
ENSDARG00000073757,1
ENSDARG00000013647,0
ENSDARG00000077881,18
ENSDARG00000093971,0
ENSDARG00000102238,0
ENSDARG00000108769,0
ENSDARG00000062880,2
ENSDARG00000076364,52
ENSDARG00000115656,0
ENSDARG00000113113,0
ENSDARG00000110057,0
ENSDARG00000086669,0
ENSDARG00000115448,0
ENSDARG00000062806,0
ENSDARG00000088505,2
ENSDARG00000077513,3
ENSDARG00000088950,0
ENSDARG00000058243,23
ENSDARG00000075842,2
ENSDARG00000089187,8
ENSDARG00000062770,0
ENSDARG00000109646,8
ENSDARG00000071271,3
ENSDARG00000074457,3
ENSDARG00000058203,135
ENSDARG00000058212,12
ENSDARG00000071052,2
ENSDARG00000086495,0
ENSDARG00000094377,0
ENSDARG00000102540,1
ENSDARG00000071055,4
ENSDARG00000112839,0
ENSDARG00000078973,12
ENSDARG00000096450,0
ENSDARG00000082246,0
ENSDARG00000116945,0
ENSDARG00000110929,0
ENSDARG00000078191,1
ENSDARG00000062662,8
ENSDARG00000071060,34
ENSDARG00000071065,15
ENSDARG00000096897,0
ENSDARG00000061445,20
ENSDARG00000083221,0
ENSDARG00000001881,1
ENSDARG00000021945,54
ENSDARG00000058082,7
ENSDARG00000062699,5
ENSDARG00000100627,0
ENSDARG00000095139,0
ENSDARG00000106991,0
ENSDARG00000094009,0
ENSDARG00000077762,9
ENSDARG00000093794,0
ENSDARG00000037706,4
ENSDARG00000037708,16
ENSDARG00000020788,0
ENSDARG00000010052,48
ENSDARG00000038737,43
ENSDARG00000078145,8
ENSDARG00000113203,0
ENSDARG00000013838,73
ENSDARG00000108974,0
ENSDARG00000117628,1
ENSDARG00000092511,0
ENSDARG00000006838,1
ENSDARG00000028894,12
ENSDARG00000093398,0
ENSDARG00000095778,0
ENSDARG00000077577,0
ENSDARG00000092433,0
ENSDARG00000096904,3
ENSDARG00000095037,0
ENSDARG00000075539,0
ENSDARG00000012513,84
ENSDARG00000033567,1
ENSDARG00000009079,0
ENSDARG00000088762,0
ENSDARG00000095199,1
ENSDARG00000022623,12
ENSDARG00000115843,3
ENSDARG00000071044,0
ENSDARG00000057899,1
ENSDARG00000012035,7
ENSDARG00000037645,7
ENSDARG00000090572,0
ENSDARG00000111015,0
ENSDARG00000057884,3
ENSDARG00000092166,4
ENSDARG00000071029,1
ENSDARG00000092077,0
ENSDARG00000057869,2
ENSDARG00000057863,9
ENSDARG00000057830,4
ENSDARG00000036791,14
ENSDARG00000094123,0
ENSDARG00000036784,14
ENSDARG00000092496,0
ENSDARG00000095017,0
ENSDARG00000110520,0
ENSDARG00000037607,10
ENSDARG00000097013,2
ENSDARG00000077783,2
ENSDARG00000059956,6
ENSDARG00000115264,0
ENSDARG00000031317,609
ENSDARG00000013655,36
ENSDARG00000117065,0
ENSDARG00000018264,15
ENSDARG00000004836,89
ENSDARG00000117098,0
ENSDARG00000037589,10
ENSDARG00000011049,6
ENSDARG00000037588,18
ENSDARG00000095857,0
ENSDARG00000097450,0
ENSDARG00000113173,0
ENSDARG00000097211,3
ENSDARG00000112772,0
ENSDARG00000080174,0
ENSDARG00000030547,45
ENSDARG00000040163,13
ENSDARG00000056932,8
ENSDARG00000005513,722
ENSDARG00000081030,0
ENSDARG00000082833,0
ENSDARG00000097489,8
ENSDARG00000056910,0
ENSDARG00000008541,2
ENSDARG00000116259,53
ENSDARG00000093193,3
ENSDARG00000062096,14
ENSDARG00000037551,7
ENSDARG00000040161,6
ENSDARG00000080573,0
ENSDARG00000008263,10
ENSDARG00000012777,62
ENSDARG00000097278,0
ENSDARG00000077626,0
ENSDARG00000062357,2
ENSDARG00000084859,0
ENSDARG00000017781,44
ENSDARG00000083280,1
ENSDARG00000019205,76
ENSDARG00000029219,1
ENSDARG00000017659,30
ENSDARG00000019444,50
ENSDARG00000017037,24
ENSDARG00000070923,7
ENSDARG00000093891,0
ENSDARG00000093181,0
ENSDARG00000015003,8
ENSDARG00000094138,2
ENSDARG00000019503,1
ENSDARG00000035322,17
ENSDARG00000081473,0
ENSDARG00000020647,6
ENSDARG00000101461,9
ENSDARG00000087640,26
ENSDARG00000057403,0
ENSDARG00000093317,2
ENSDARG00000022509,52
ENSDARG00000008434,27
ENSDARG00000074702,5
ENSDARG00000094757,0
ENSDARG00000003865,0
ENSDARG00000095322,2
ENSDARG00000092723,0
ENSDARG00000046098,3
ENSDARG00000094530,1
ENSDARG00000094927,0
ENSDARG00000033533,16
ENSDARG00000104891,5
ENSDARG00000113992,0
ENSDARG00000092818,0
ENSDARG00000057426,1
ENSDARG00000013393,17
ENSDARG00000090787,0
ENSDARG00000113901,0
ENSDARG00000013346,26
ENSDARG00000087741,0
ENSDARG00000059987,3
ENSDARG00000090963,27
ENSDARG00000020764,24
ENSDARG00000092281,9
ENSDARG00000070894,0
ENSDARG00000115810,0
ENSDARG00000023703,25
ENSDARG00000089921,23
ENSDARG00000031489,0
ENSDARG00000092512,0
ENSDARG00000005464,5
ENSDARG00000025581,1323
ENSDARG00000117085,0
ENSDARG00000074201,70
ENSDARG00000095774,23
ENSDARG00000037432,10
ENSDARG00000023445,228
ENSDARG00000109269,0
ENSDARG00000037537,4
ENSDARG00000070868,0
ENSDARG00000062329,1
ENSDARG00000002945,14
ENSDARG00000070857,5
ENSDARG00000037539,101
ENSDARG00000006019,73
ENSDARG00000006174,0
ENSDARG00000092934,0
ENSDARG00000004132,23
ENSDARG00000002084,5
ENSDARG00000110027,0
ENSDARG00000033950,30
ENSDARG00000093223,0
ENSDARG00000095453,1
ENSDARG00000037527,0
ENSDARG00000037526,0
ENSDARG00000095002,5
ENSDARG00000070835,2453
ENSDARG00000070834,34
ENSDARG00000037517,25
ENSDARG00000108189,0
ENSDARG00000057011,23
ENSDARG00000097895,0
ENSDARG00000074293,15
ENSDARG00000057000,6
ENSDARG00000037559,94
ENSDARG00000037554,0
ENSDARG00000094280,22
ENSDARG00000056961,5
ENSDARG00000062231,12
ENSDARG00000089868,0
ENSDARG00000091221,0
ENSDARG00000067630,5
ENSDARG00000070818,5
ENSDARG00000062134,5
ENSDARG00000079199,0
ENSDARG00000094389,0
ENSDARG00000057255,25
ENSDARG00000009549,34
ENSDARG00000062101,0
ENSDARG00000056739,0
ENSDARG00000032963,6
ENSDARG00000056732,17
ENSDARG00000094426,5
ENSDARG00000070770,8
ENSDARG00000009822,2
ENSDARG00000056729,4
ENSDARG00000093156,11
ENSDARG00000087681,5
ENSDARG00000020241,11
ENSDARG00000012409,6
ENSDARG00000011510,61
ENSDARG00000074244,5
ENSDARG00000113781,0
ENSDARG00000056084,6
ENSDARG00000044982,7
ENSDARG00000094086,4
ENSDARG00000017986,10
ENSDARG00000075147,0
ENSDARG00000097585,1
ENSDARG00000037373,9
ENSDARG00000094644,0
ENSDARG00000089063,8
ENSDARG00000074331,7
ENSDARG00000056695,24
ENSDARG00000001437,2
ENSDARG00000056554,7
ENSDARG00000114307,0
ENSDARG00000056515,12
ENSDARG00000095377,0
ENSDARG00000110742,0
ENSDARG00000093376,0
ENSDARG00000081220,0
ENSDARG00000034975,0
ENSDARG00000077875,0
ENSDARG00000056499,48
ENSDARG00000022456,491
ENSDARG00000077353,27
ENSDARG00000112235,0
ENSDARG00000094655,0
ENSDARG00000077852,21
ENSDARG00000001754,25
ENSDARG00000037324,16
ENSDARG00000087844,2
ENSDARG00000094005,0
ENSDARG00000056438,16
ENSDARG00000079388,161
ENSDARG00000012340,11
ENSDARG00000111643,0
ENSDARG00000081868,0
ENSDARG00000081399,0
ENSDARG00000081438,0
ENSDARG00000101558,0
ENSDARG00000090472,0
ENSDARG00000088900,0
ENSDARG00000078853,2
ENSDARG00000095722,0
ENSDARG00000092130,0
ENSDARG00000077327,2
ENSDARG00000094508,0
ENSDARG00000078850,1
ENSDARG00000037318,81
ENSDARG00000074548,3
ENSDARG00000104441,2
ENSDARG00000022560,1
ENSDARG00000037320,2
ENSDARG00000022727,3
ENSDARG00000074245,163
ENSDARG00000097461,0
ENSDARG00000097606,0
ENSDARG00000003475,1
ENSDARG00000056338,21
ENSDARG00000061890,2
ENSDARG00000092713,0
ENSDARG00000094535,0
ENSDARG00000087916,3
ENSDARG00000056334,7
ENSDARG00000056318,22
ENSDARG00000079148,25
ENSDARG00000081648,0
ENSDARG00000096982,0
ENSDARG00000036102,118
ENSDARG00000080579,0
ENSDARG00000070682,36
ENSDARG00000070681,16
ENSDARG00000061852,7
ENSDARG00000076730,6
ENSDARG00000084935,0
ENSDARG00000094502,0
ENSDARG00000039255,38
ENSDARG00000039263,1
ENSDARG00000077751,8
ENSDARG00000004325,11
ENSDARG00000039265,1
ENSDARG00000007436,0
ENSDARG00000077589,0
ENSDARG00000023648,35
ENSDARG00000070675,15
ENSDARG00000021611,2
ENSDARG00000036993,14
ENSDARG00000070657,61
ENSDARG00000092807,4758
ENSDARG00000034714,2
ENSDARG00000004372,27
ENSDARG00000029146,26
ENSDARG00000056150,15
ENSDARG00000078574,6
ENSDARG00000094688,0
ENSDARG00000034568,3
ENSDARG00000030650,1
ENSDARG00000021494,6
ENSDARG00000111751,0
ENSDARG00000070644,36
ENSDARG00000086471,13
ENSDARG00000003113,57
ENSDARG00000077882,0
ENSDARG00000112846,0
ENSDARG00000037155,0
ENSDARG00000037140,7
ENSDARG00000056037,1
ENSDARG00000056122,126
ENSDARG00000037153,13
ENSDARG00000056075,34
ENSDARG00000094399,0
ENSDARG00000095512,0
ENSDARG00000104197,1
ENSDARG00000098968,7
ENSDARG00000101869,2
ENSDARG00000086159,9
ENSDARG00000079307,14
ENSDARG00000089429,33
ENSDARG00000076564,14
ENSDARG00000085149,0
ENSDARG00000037267,7
ENSDARG00000014386,3
ENSDARG00000027797,1
ENSDARG00000108672,0
ENSDARG00000076030,0
ENSDARG00000115007,0
ENSDARG00000004218,31
ENSDARG00000025766,7
ENSDARG00000037284,41
ENSDARG00000037285,122
ENSDARG00000015902,9
ENSDARG00000057062,0
ENSDARG00000005775,54
ENSDARG00000093100,0
ENSDARG00000094330,0
ENSDARG00000005350,24
ENSDARG00000011298,5
ENSDARG00000003383,19
ENSDARG00000078401,1
ENSDARG00000014179,34
ENSDARG00000094977,5
ENSDARG00000084441,0
ENSDARG00000006584,27
ENSDARG00000070539,10
ENSDARG00000040925,0
ENSDARG00000055554,0
ENSDARG00000037071,460
ENSDARG00000037068,4
ENSDARG00000037067,2
ENSDARG00000004745,14
ENSDARG00000037062,1
ENSDARG00000037060,29
ENSDARG00000018968,35
ENSDARG00000018179,10
ENSDARG00000055638,13
ENSDARG00000100606,1
ENSDARG00000115868,1
ENSDARG00000078800,0
ENSDARG00000055585,1
ENSDARG00000061520,1
ENSDARG00000093089,2
ENSDARG00000094837,0
ENSDARG00000009899,11
ENSDARG00000055655,0
ENSDARG00000003469,23
ENSDARG00000033738,109
ENSDARG00000093306,0
ENSDARG00000011549,0
ENSDARG00000088398,7
ENSDARG00000016782,88
ENSDARG00000083425,0
ENSDARG00000081815,0
ENSDARG00000007149,14
ENSDARG00000108300,0
ENSDARG00000055739,1
ENSDARG00000055754,24
ENSDARG00000055760,14
ENSDARG00000031649,19
ENSDARG00000007988,1
ENSDARG00000080245,0
ENSDARG00000111652,0
ENSDARG00000055770,10
ENSDARG00000028322,20
ENSDARG00000085038,0
ENSDARG00000085725,0
ENSDARG00000093890,0
ENSDARG00000037030,5
ENSDARG00000093492,6
ENSDARG00000098029,1
ENSDARG00000004452,66
ENSDARG00000093804,4
ENSDARG00000015343,29
ENSDARG00000037020,132
ENSDARG00000037017,42
ENSDARG00000055893,3
ENSDARG00000091906,0
ENSDARG00000105748,2
ENSDARG00000055899,12
ENSDARG00000031720,394
ENSDARG00000111139,0
ENSDARG00000038954,44
ENSDARG00000003250,5
ENSDARG00000008010,0
ENSDARG00000077307,6
ENSDARG00000100857,12
ENSDARG00000039931,30
ENSDARG00000074985,9
ENSDARG00000062129,19
ENSDARG00000097185,0
ENSDARG00000095919,0
ENSDARG00000010515,1
ENSDARG00000060498,1
ENSDARG00000053857,15
ENSDARG00000053854,0
ENSDARG00000077428,59
ENSDARG00000092307,2
ENSDARG00000081294,0
ENSDARG00000011196,19
ENSDARG00000041080,1
ENSDARG00000036956,29
ENSDARG00000053820,3
ENSDARG00000097796,0
ENSDARG00000074030,52
ENSDARG00000079423,0
ENSDARG00000036952,3
ENSDARG00000076964,2
ENSDARG00000053804,4
ENSDARG00000078244,1
ENSDARG00000110139,0
ENSDARG00000060484,0
ENSDARG00000086679,0
ENSDARG00000036930,1
ENSDARG00000036903,1
ENSDARG00000094345,4
ENSDARG00000015970,28
ENSDARG00000036754,145
ENSDARG00000076153,7
ENSDARG00000094050,8
ENSDARG00000036878,19
ENSDARG00000036876,4
ENSDARG00000036875,1510
ENSDARG00000081654,0
ENSDARG00000081875,0
ENSDARG00000012397,14
ENSDARG00000036869,1
ENSDARG00000036868,6
ENSDARG00000036865,5
ENSDARG00000025522,27
ENSDARG00000116953,0
ENSDARG00000092056,0
ENSDARG00000036776,1
ENSDARG00000107921,0
ENSDARG00000036778,24
ENSDARG00000053666,6
ENSDARG00000060394,2
ENSDARG00000020887,3
ENSDARG00000086703,0
ENSDARG00000093702,3
ENSDARG00000073899,1
ENSDARG00000058022,4
ENSDARG00000103255,0
ENSDARG00000074675,7
ENSDARG00000036855,41
ENSDARG00000016463,11
ENSDARG00000078654,28
ENSDARG00000031698,0
ENSDARG00000025147,122
ENSDARG00000030641,1
ENSDARG00000000887,1
ENSDARG00000092792,2
ENSDARG00000105912,0
ENSDARG00000000796,13
ENSDARG00000103681,0
ENSDARG00000000588,9
ENSDARG00000060626,16
ENSDARG00000036831,26
ENSDARG00000079525,1
ENSDARG00000036826,6
ENSDARG00000026806,21
ENSDARG00000097071,0
ENSDARG00000097446,0
ENSDARG00000109390,0
ENSDARG00000095268,16
ENSDARG00000117366,0
ENSDARG00000060372,9
ENSDARG00000114686,0
ENSDARG00000116022,0
ENSDARG00000080504,0
ENSDARG00000081646,0
ENSDARG00000026864,0
ENSDARG00000108431,0
ENSDARG00000036785,25
ENSDARG00000026907,11
ENSDARG00000079291,2
ENSDARG00000006353,6
ENSDARG00000082556,0
ENSDARG00000075972,8
ENSDARG00000060306,13
ENSDARG00000011570,28
ENSDARG00000007867,89
ENSDARG00000092856,2
ENSDARG00000003219,8
ENSDARG00000017811,5
ENSDARG00000015460,8
ENSDARG00000093922,0
ENSDARG00000104767,0
ENSDARG00000092645,0
ENSDARG00000103364,238
ENSDARG00000094469,3
ENSDARG00000070393,0
ENSDARG00000099667,65
ENSDARG00000060288,15
ENSDARG00000080256,0
ENSDARG00000024954,17
ENSDARG00000098048,0
ENSDARG00000024895,42
ENSDARG00000089004,12
ENSDARG00000113050,0
ENSDARG00000008237,43
ENSDARG00000003206,25
ENSDARG00000105452,6
ENSDARG00000117356,0
ENSDARG00000004018,0
ENSDARG00000061272,11
ENSDARG00000091127,22
ENSDARG00000105015,0
ENSDARG00000098252,2
ENSDARG00000030830,23
ENSDARG00000104936,1
ENSDARG00000116857,0
ENSDARG00000075172,12
ENSDARG00000096989,2
ENSDARG00000076486,22
ENSDARG00000091073,1
ENSDARG00000036704,19
ENSDARG00000017525,21
ENSDARG00000033760,33
ENSDARG00000055216,837
ENSDARG00000001889,336
ENSDARG00000045367,39
ENSDARG00000028625,28
ENSDARG00000028628,5
ENSDARG00000015997,12
ENSDARG00000097383,0
ENSDARG00000031161,0
ENSDARG00000034117,53
ENSDARG00000082534,0
ENSDARG00000070348,5
ENSDARG00000095755,0
ENSDARG00000036695,9
ENSDARG00000094148,0
ENSDARG00000070353,5
ENSDARG00000070352,0
ENSDARG00000070351,6
ENSDARG00000096956,1
ENSDARG00000070339,15
ENSDARG00000083309,0
ENSDARG00000097150,0
ENSDARG00000092809,3
ENSDARG00000070346,5
ENSDARG00000093797,0
ENSDARG00000070343,2
ENSDARG00000070340,5
ENSDARG00000082918,0
ENSDARG00000070338,1
ENSDARG00000094560,0
ENSDARG00000070337,10
ENSDARG00000061187,118
ENSDARG00000036675,123
ENSDARG00000020606,0
ENSDARG00000116736,0
ENSDARG00000017844,37
ENSDARG00000061174,17
ENSDARG00000095396,0
ENSDARG00000026348,0
ENSDARG00000075314,24
ENSDARG00000101441,17
ENSDARG00000080147,0
ENSDARG00000101982,10
ENSDARG00000082871,0
ENSDARG00000090833,4
ENSDARG00000031020,38
ENSDARG00000036616,1
ENSDARG00000019265,11
ENSDARG00000099874,11
ENSDARG00000114281,0
ENSDARG00000088792,0
ENSDARG00000074554,44
ENSDARG00000055740,2
ENSDARG00000084219,0
ENSDARG00000063594,0
ENSDARG00000108194,0
ENSDARG00000061161,2
ENSDARG00000075990,2
ENSDARG00000097943,0
ENSDARG00000113353,0
ENSDARG00000025212,5
ENSDARG00000052537,21
ENSDARG00000052535,2
ENSDARG00000044325,0
ENSDARG00000059705,0
ENSDARG00000097111,0
ENSDARG00000052528,0
ENSDARG00000052527,0
ENSDARG00000070222,3
ENSDARG00000117697,0
ENSDARG00000116457,0
ENSDARG00000111739,0
ENSDARG00000038891,0
ENSDARG00000111188,6
ENSDARG00000001929,25
ENSDARG00000059700,1
ENSDARG00000116112,0
ENSDARG00000059699,5
ENSDARG00000055856,0
ENSDARG00000090741,0
ENSDARG00000026895,0
ENSDARG00000101752,10
ENSDARG00000088187,1
ENSDARG00000002601,4
ENSDARG00000054968,0
ENSDARG00000091015,0
ENSDARG00000061240,5
ENSDARG00000095280,4
ENSDARG00000092691,0
ENSDARG00000082215,0
ENSDARG00000061228,52
ENSDARG00000026296,0
ENSDARG00000088123,11
ENSDARG00000117759,0
ENSDARG00000113348,1
ENSDARG00000082906,0
ENSDARG00000079201,12
ENSDARG00000061147,3
ENSDARG00000044485,5
ENSDARG00000115869,8
ENSDARG00000100927,1
ENSDARG00000117396,0
ENSDARG00000099038,0
ENSDARG00000008107,13
ENSDARG00000011809,21
ENSDARG00000008788,32
ENSDARG00000078859,0
ENSDARG00000022648,4
ENSDARG00000075468,21
ENSDARG00000078924,2
ENSDARG00000016095,0
ENSDARG00000101619,65
ENSDARG00000102199,11
ENSDARG00000076056,4
ENSDARG00000077341,72
ENSDARG00000104435,7
ENSDARG00000054847,0
ENSDARG00000104500,10
ENSDARG00000095788,0
ENSDARG00000102026,1
ENSDARG00000101595,0
ENSDARG00000005913,10
ENSDARG00000112258,0
ENSDARG00000054641,28
ENSDARG00000084142,0
ENSDARG00000027495,55
ENSDARG00000075455,4
ENSDARG00000094447,0
ENSDARG00000094198,0
ENSDARG00000094460,0
ENSDARG00000089981,65
ENSDARG00000085799,0
ENSDARG00000075960,2
ENSDARG00000111776,0
ENSDARG00000088040,4
ENSDARG00000067808,1
ENSDARG00000095001,0
ENSDARG00000092956,0
ENSDARG00000041644,8
ENSDARG00000115013,1
ENSDARG00000076768,1
ENSDARG00000117747,1
ENSDARG00000117352,4
ENSDARG00000070227,2
ENSDARG00000108259,0
ENSDARG00000011490,2
ENSDARG00000107663,0
ENSDARG00000074827,1
ENSDARG00000046021,1
ENSDARG00000086856,32
ENSDARG00000087798,6
ENSDARG00000093240,32
ENSDARG00000102356,4
ENSDARG00000019025,2
ENSDARG00000096846,0
ENSDARG00000026248,0
ENSDARG00000112217,0
ENSDARG00000113498,0
ENSDARG00000091511,0
ENSDARG00000070271,3
ENSDARG00000101404,2
ENSDARG00000102805,3
ENSDARG00000103766,2
ENSDARG00000104540,4
ENSDARG00000103456,0
ENSDARG00000098803,5
ENSDARG00000106940,0
ENSDARG00000102292,0
ENSDARG00000098890,1
ENSDARG00000099003,6
ENSDARG00000104811,1
ENSDARG00000103347,3
ENSDARG00000085946,0
ENSDARG00000094287,0
ENSDARG00000092072,1
ENSDARG00000107356,0
ENSDARG00000117411,5
ENSDARG00000013524,1
ENSDARG00000110366,1
ENSDARG00000091584,0
ENSDARG00000023840,10
ENSDARG00000038123,22
ENSDARG00000060849,20
ENSDARG00000117217,0
ENSDARG00000093939,0
ENSDARG00000103586,8
ENSDARG00000096947,0
ENSDARG00000070157,4
ENSDARG00000117576,0
ENSDARG00000094316,3
ENSDARG00000077571,3
ENSDARG00000107514,0
ENSDARG00000038113,15
ENSDARG00000004114,0
ENSDARG00000103868,0
ENSDARG00000103725,4
ENSDARG00000111412,0
ENSDARG00000099199,6
ENSDARG00000100939,2
ENSDARG00000104508,12
ENSDARG00000077810,2
ENSDARG00000007216,51
ENSDARG00000090152,6
ENSDARG00000054548,1
ENSDARG00000009524,4
ENSDARG00000088882,3
ENSDARG00000076011,19
ENSDARG00000095911,0
ENSDARG00000012125,5
ENSDARG00000070127,1
ENSDARG00000095873,0
ENSDARG00000101281,0
ENSDARG00000043918,0
ENSDARG00000107169,0
ENSDARG00000117337,5
ENSDARG00000015068,0
ENSDARG00000117592,0
ENSDARG00000074572,54
ENSDARG00000098477,2
ENSDARG00000095969,0
ENSDARG00000060597,6
ENSDARG00000035771,22
ENSDARG00000095809,0
ENSDARG00000039385,2
ENSDARG00000027112,3
ENSDARG00000015835,15
ENSDARG00000095799,1
ENSDARG00000088985,0
ENSDARG00000034107,0
ENSDARG00000075024,25
ENSDARG00000002240,57
ENSDARG00000039005,28
ENSDARG00000099967,0
ENSDARG00000087392,0
ENSDARG00000099607,0
ENSDARG00000088091,381
ENSDARG00000039007,436
ENSDARG00000116713,1
ENSDARG00000039008,1
ENSDARG00000092799,4
ENSDARG00000054448,1
ENSDARG00000086481,0
ENSDARG00000099203,322
ENSDARG00000054218,0
ENSDARG00000095832,8
ENSDARG00000054211,1
ENSDARG00000076317,16
ENSDARG00000095963,4
ENSDARG00000095962,0
ENSDARG00000095861,0
ENSDARG00000103727,0
ENSDARG00000070119,6
ENSDARG00000053990,305
ENSDARG00000039901,0
ENSDARG00000039900,0
ENSDARG00000027381,0
ENSDARG00000077405,136
ENSDARG00000100962,0
ENSDARG00000114104,0
ENSDARG00000099425,6
ENSDARG00000036897,0
ENSDARG00000036894,34
ENSDARG00000100797,10
ENSDARG00000023062,13
ENSDARG00000095817,0
ENSDARG00000095843,0
ENSDARG00000044169,10
ENSDARG00000101212,1
ENSDARG00000092260,4
ENSDARG00000053966,0
ENSDARG00000077799,3
ENSDARG00000076310,21
ENSDARG00000102845,1
ENSDARG00000102585,1
ENSDARG00000062262,0
ENSDARG00000033955,0
ENSDARG00000102005,0
ENSDARG00000112923,1
ENSDARG00000099483,0
ENSDARG00000007751,3
ENSDARG00000012946,30
ENSDARG00000043046,21
ENSDARG00000095825,0
ENSDARG00000100075,6
ENSDARG00000102050,0
ENSDARG00000105093,1
ENSDARG00000099479,2
ENSDARG00000103134,17
ENSDARG00000103042,1
ENSDARG00000069904,0
ENSDARG00000053940,0
ENSDARG00000096304,0
