Identifier,BPAF-1000ug/L-B
ENSDARG00000116277,0
ENSDARG00000113584,0
ENSDARG00000097870,0
ENSDARG00000113938,0
ENSDARG00000092627,0
ENSDARG00000110631,0
ENSDARG00000116515,0
ENSDARG00000097348,0
ENSDARG00000113502,0
ENSDARG00000112594,0
ENSDARG00000110797,0
ENSDARG00000111834,0
ENSDARG00000097500,0
ENSDARG00000116090,0
ENSDARG00000114433,0
ENSDARG00000113606,0
ENSDARG00000097560,1
ENSDARG00000113949,0
ENSDARG00000111303,0
ENSDARG00000116780,0
ENSDARG00000116567,0
ENSDARG00000115736,0
ENSDARG00000111316,0
ENSDARG00000116345,0
ENSDARG00000115685,0
ENSDARG00000112602,0
ENSDARG00000113204,0
ENSDARG00000097557,0
ENSDARG00000110165,0
ENSDARG00000113637,0
ENSDARG00000115788,0
ENSDARG00000110559,0
ENSDARG00000115059,0
ENSDARG00000109656,0
ENSDARG00000094142,0
ENSDARG00000098726,3
ENSDARG00000114314,0
ENSDARG00000097214,0
ENSDARG00000101792,1
ENSDARG00000103020,1
ENSDARG00000100504,0
ENSDARG00000105116,51
ENSDARG00000102531,11
ENSDARG00000100584,0
ENSDARG00000098509,0
ENSDARG00000103745,0
ENSDARG00000101871,0
ENSDARG00000103485,2
ENSDARG00000098771,9
ENSDARG00000101393,5
ENSDARG00000104793,0
ENSDARG00000104396,0
ENSDARG00000103207,3
ENSDARG00000102218,0
ENSDARG00000101273,0
ENSDARG00000105128,0
ENSDARG00000099307,4
ENSDARG00000098433,9
ENSDARG00000098924,7
ENSDARG00000101126,1
ENSDARG00000100548,0
ENSDARG00000103313,1
ENSDARG00000098787,1
ENSDARG00000101277,22
ENSDARG00000105190,4
ENSDARG00000103851,19
ENSDARG00000103900,11
ENSDARG00000113706,0
ENSDARG00000103077,0
ENSDARG00000103548,0
ENSDARG00000098403,0
ENSDARG00000105069,0
ENSDARG00000101654,0
ENSDARG00000099476,9
ENSDARG00000099387,5
ENSDARG00000104390,0
ENSDARG00000103667,1
ENSDARG00000102080,0
ENSDARG00000105276,9
ENSDARG00000104093,0
ENSDARG00000114634,0
ENSDARG00000103494,1
ENSDARG00000101679,1
ENSDARG00000103173,3
ENSDARG00000085186,0
ENSDARG00000105112,17
ENSDARG00000102762,0
ENSDARG00000110416,0
ENSDARG00000111205,0
ENSDARG00000116707,0
ENSDARG00000110681,0
ENSDARG00000117823,0
ENSDARG00000117651,0
ENSDARG00000111863,0
ENSDARG00000114079,0
ENSDARG00000113569,0
ENSDARG00000116326,0
ENSDARG00000114933,0
ENSDARG00000033993,2
ENSDARG00000091605,0
ENSDARG00000095901,9
ENSDARG00000078842,36
ENSDARG00000039264,10
ENSDARG00000052470,22
ENSDARG00000070122,9
ENSDARG00000034207,1
ENSDARG00000094990,2
ENSDARG00000052433,0
ENSDARG00000039256,11
ENSDARG00000003684,5
ENSDARG00000059651,2
ENSDARG00000115657,35
ENSDARG00000003326,2
ENSDARG00000008772,19
ENSDARG00000115540,1
ENSDARG00000052377,18
ENSDARG00000079811,1
ENSDARG00000052428,0
ENSDARG00000052423,6
ENSDARG00000026084,1
ENSDARG00000039162,6
ENSDARG00000059642,3
ENSDARG00000111810,1
ENSDARG00000078576,6
ENSDARG00000111976,0
ENSDARG00000089886,16
ENSDARG00000017211,5
ENSDARG00000059634,4
ENSDARG00000052351,2
ENSDARG00000111474,2
ENSDARG00000077004,20
ENSDARG00000010873,21
ENSDARG00000038537,8
ENSDARG00000106395,0
ENSDARG00000007196,10
ENSDARG00000052304,74
ENSDARG00000059613,4
ENSDARG00000117762,0
ENSDARG00000116268,0
ENSDARG00000108434,0
ENSDARG00000070148,3
ENSDARG00000052288,0
ENSDARG00000026767,7
ENSDARG00000074933,6
ENSDARG00000020820,13
ENSDARG00000019808,65
ENSDARG00000097346,1
ENSDARG00000014727,29
ENSDARG00000103120,0
ENSDARG00000036567,1
ENSDARG00000117236,1
ENSDARG00000100336,5
ENSDARG00000100003,70
ENSDARG00000104823,4
ENSDARG00000099554,0
ENSDARG00000104571,9
ENSDARG00000098123,0
ENSDARG00000105098,10
ENSDARG00000099217,0
ENSDARG00000102415,159
ENSDARG00000101586,1
ENSDARG00000103802,3
ENSDARG00000105300,4
ENSDARG00000117309,0
ENSDARG00000098260,0
ENSDARG00000099515,0
ENSDARG00000102802,19
ENSDARG00000099979,2
ENSDARG00000102025,3
ENSDARG00000100470,0
ENSDARG00000114280,0
ENSDARG00000104361,7
ENSDARG00000106364,0
ENSDARG00000101252,0
ENSDARG00000098348,2
ENSDARG00000103840,14
ENSDARG00000100836,0
ENSDARG00000099911,2
ENSDARG00000100818,4
ENSDARG00000101791,13
ENSDARG00000102243,0
ENSDARG00000101293,5
ENSDARG00000104711,0
ENSDARG00000096974,0
ENSDARG00000054749,23
ENSDARG00000062008,0
ENSDARG00000097608,0
ENSDARG00000074265,0
ENSDARG00000070929,4
ENSDARG00000097392,0
ENSDARG00000097395,0
ENSDARG00000009830,321
ENSDARG00000016429,15
ENSDARG00000002210,5
ENSDARG00000052129,5
ENSDARG00000052104,5
ENSDARG00000052103,5
ENSDARG00000098676,0
ENSDARG00000052099,16
ENSDARG00000038293,1
ENSDARG00000061817,47
ENSDARG00000073813,0
ENSDARG00000078211,0
ENSDARG00000076094,1
ENSDARG00000017425,0
ENSDARG00000044433,1
ENSDARG00000007231,8
ENSDARG00000097000,0
ENSDARG00000061896,0
ENSDARG00000034522,16
ENSDARG00000116807,0
ENSDARG00000097082,6
ENSDARG00000056862,1
ENSDARG00000098603,0
ENSDARG00000061923,16
ENSDARG00000056924,7
ENSDARG00000044441,5
ENSDARG00000094521,0
ENSDARG00000062030,0
ENSDARG00000074283,0
ENSDARG00000070867,17
ENSDARG00000103066,4
ENSDARG00000070864,2
ENSDARG00000098121,4
ENSDARG00000023578,15
ENSDARG00000114184,0
ENSDARG00000056026,5
ENSDARG00000044356,17
ENSDARG00000044357,12
ENSDARG00000029639,33
ENSDARG00000010958,3
ENSDARG00000044457,0
ENSDARG00000070839,8
ENSDARG00000015862,346
ENSDARG00000082607,0
ENSDARG00000082960,0
ENSDARG00000061362,0
ENSDARG00000017886,2
ENSDARG00000056178,3
ENSDARG00000013144,207
ENSDARG00000056193,2
ENSDARG00000034430,0
ENSDARG00000061409,0
ENSDARG00000056203,0
ENSDARG00000056259,27
ENSDARG00000115703,0
ENSDARG00000070828,21
ENSDARG00000075743,6
ENSDARG00000070824,45
ENSDARG00000079198,16
ENSDARG00000112809,0
ENSDARG00000022518,0
ENSDARG00000074892,10
ENSDARG00000017728,9
ENSDARG00000021113,513
ENSDARG00000096822,0
ENSDARG00000102496,0
ENSDARG00000097574,0
ENSDARG00000097265,0
ENSDARG00000009677,9
ENSDARG00000075159,3
ENSDARG00000017708,4
ENSDARG00000079670,1
ENSDARG00000111481,0
ENSDARG00000097194,0
ENSDARG00000076416,11
ENSDARG00000087805,0
ENSDARG00000015964,0
ENSDARG00000061654,4
ENSDARG00000115301,6
ENSDARG00000077836,0
ENSDARG00000044405,2
ENSDARG00000044404,2
ENSDARG00000044400,0
ENSDARG00000070966,3
ENSDARG00000097897,43
ENSDARG00000113865,0
ENSDARG00000032868,36
ENSDARG00000097226,0
ENSDARG00000070961,8
ENSDARG00000079891,32
ENSDARG00000006546,9
ENSDARG00000082131,0
ENSDARG00000020625,36
ENSDARG00000075034,7
ENSDARG00000061590,10
ENSDARG00000103867,0
ENSDARG00000015176,0
ENSDARG00000095914,6
ENSDARG00000013561,23
ENSDARG00000020279,6
ENSDARG00000097493,2
ENSDARG00000017617,3
ENSDARG00000021032,7
ENSDARG00000097944,0
ENSDARG00000096309,0
ENSDARG00000044373,2
ENSDARG00000103487,0
ENSDARG00000078675,22
ENSDARG00000044365,7
ENSDARG00000056414,8
ENSDARG00000059473,13
ENSDARG00000097183,0
ENSDARG00000117287,0
ENSDARG00000117631,0
ENSDARG00000044155,15
ENSDARG00000090751,3
ENSDARG00000090153,2
ENSDARG00000053708,0
ENSDARG00000053724,2
ENSDARG00000097331,0
ENSDARG00000052025,5
ENSDARG00000052027,3
ENSDARG00000082771,0
ENSDARG00000034409,56
ENSDARG00000074311,11
ENSDARG00000082109,0
ENSDARG00000102518,0
ENSDARG00000100711,0
ENSDARG00000076017,5
ENSDARG00000075569,13
ENSDARG00000090480,7
ENSDARG00000039208,9
ENSDARG00000052030,4
ENSDARG00000039213,6
ENSDARG00000039217,2
ENSDARG00000039222,0
ENSDARG00000004105,4
ENSDARG00000096908,0
ENSDARG00000039512,1
ENSDARG00000087144,0
ENSDARG00000070013,0
ENSDARG00000117733,0
ENSDARG00000117826,1
ENSDARG00000070074,9
ENSDARG00000084970,0
ENSDARG00000041072,3
ENSDARG00000011973,3
ENSDARG00000052158,0
ENSDARG00000052157,0
ENSDARG00000074242,542
ENSDARG00000088140,3
ENSDARG00000100693,6
ENSDARG00000052170,6
ENSDARG00000059575,0
ENSDARG00000078725,4
ENSDARG00000105071,14
ENSDARG00000070047,19
ENSDARG00000103074,0
ENSDARG00000002644,41
ENSDARG00000040177,16
ENSDARG00000070037,19
ENSDARG00000076351,5
ENSDARG00000096356,0
ENSDARG00000097957,0
ENSDARG00000097541,0
ENSDARG00000097518,0
ENSDARG00000061051,3
ENSDARG00000101275,0
ENSDARG00000103194,0
ENSDARG00000007080,37
ENSDARG00000070792,1
ENSDARG00000044326,1
ENSDARG00000095519,0
ENSDARG00000081996,0
ENSDARG00000006514,9
ENSDARG00000070801,26
ENSDARG00000081859,0
ENSDARG00000101923,0
ENSDARG00000089891,0
ENSDARG00000100255,5
ENSDARG00000070743,3
ENSDARG00000070746,2
ENSDARG00000015471,1
ENSDARG00000091734,6
ENSDARG00000021607,16
ENSDARG00000110392,0
ENSDARG00000097259,0
ENSDARG00000044332,29
ENSDARG00000055781,1
ENSDARG00000097607,0
ENSDARG00000032206,7
ENSDARG00000074301,15
ENSDARG00000017590,5
ENSDARG00000107778,0
ENSDARG00000061091,0
ENSDARG00000108087,0
ENSDARG00000091465,4
ENSDARG00000088798,0
ENSDARG00000097517,0
ENSDARG00000019614,4
ENSDARG00000044339,10
ENSDARG00000076754,9
ENSDARG00000044341,2
ENSDARG00000083941,0
ENSDARG00000077442,4
ENSDARG00000044345,17
ENSDARG00000055912,10
ENSDARG00000055917,1
ENSDARG00000073841,20
ENSDARG00000061303,0
ENSDARG00000110145,0
ENSDARG00000099919,0
ENSDARG00000070730,1
ENSDARG00000085224,0
ENSDARG00000023771,17
ENSDARG00000117333,0
ENSDARG00000106101,0
ENSDARG00000061039,4
ENSDARG00000097018,1
ENSDARG00000055737,12
ENSDARG00000070726,18
ENSDARG00000057497,30
ENSDARG00000010255,1
ENSDARG00000026109,5
ENSDARG00000073850,0
ENSDARG00000070721,34
ENSDARG00000068397,4
ENSDARG00000010194,52
ENSDARG00000070713,0
ENSDARG00000055644,3
ENSDARG00000070710,1
ENSDARG00000077308,0
ENSDARG00000031647,8
ENSDARG00000090980,9
ENSDARG00000097596,2
ENSDARG00000055561,6
ENSDARG00000020301,1
ENSDARG00000077352,0
ENSDARG00000014465,1
ENSDARG00000002508,1
ENSDARG00000097909,0
ENSDARG00000017624,1794
ENSDARG00000058462,41
ENSDARG00000028618,87
ENSDARG00000097445,11
ENSDARG00000018032,5
ENSDARG00000096269,0
ENSDARG00000056726,4
ENSDARG00000028478,0
ENSDARG00000044301,5
ENSDARG00000060889,1
ENSDARG00000103358,0
ENSDARG00000016348,0
ENSDARG00000114880,0
ENSDARG00000055481,14
ENSDARG00000074979,29
ENSDARG00000035043,29
ENSDARG00000102132,0
ENSDARG00000075354,3
ENSDARG00000098202,0
ENSDARG00000044318,0
ENSDARG00000060797,4
ENSDARG00000055317,5
ENSDARG00000077946,16
ENSDARG00000008494,22
ENSDARG00000060748,1
ENSDARG00000044204,1
ENSDARG00000044203,2
ENSDARG00000014655,3
ENSDARG00000029075,13
ENSDARG00000090628,0
ENSDARG00000096949,0
ENSDARG00000097939,0
ENSDARG00000070394,0
ENSDARG00000040707,1
ENSDARG00000021669,83
ENSDARG00000019613,18
ENSDARG00000040703,0
ENSDARG00000021720,11
ENSDARG00000053728,0
ENSDARG00000015531,6
ENSDARG00000097645,0
ENSDARG00000097193,5
ENSDARG00000023858,2
ENSDARG00000054239,0
ENSDARG00000070618,0
ENSDARG00000098407,0
ENSDARG00000070617,6
ENSDARG00000054250,5
ENSDARG00000070611,0
ENSDARG00000117238,1
ENSDARG00000089622,0
ENSDARG00000009208,3
ENSDARG00000097831,0
ENSDARG00000006477,18
ENSDARG00000079467,0
ENSDARG00000097797,26
ENSDARG00000011272,22
ENSDARG00000026655,12
ENSDARG00000078688,6
ENSDARG00000112718,0
ENSDARG00000074002,0
ENSDARG00000015422,8
ENSDARG00000082968,0
ENSDARG00000080489,0
ENSDARG00000080713,0
ENSDARG00000013750,24
ENSDARG00000107268,0
ENSDARG00000075670,2
ENSDARG00000076850,14
ENSDARG00000086336,1
ENSDARG00000097704,0
ENSDARG00000001882,6
ENSDARG00000054127,0
ENSDARG00000075209,1
ENSDARG00000054063,12
ENSDARG00000001993,40
ENSDARG00000054058,71
ENSDARG00000060413,0
ENSDARG00000009094,0
ENSDARG00000096835,0
ENSDARG00000004696,1
ENSDARG00000002591,10
ENSDARG00000054026,1
ENSDARG00000060398,0
ENSDARG00000017657,1
ENSDARG00000010415,4
ENSDARG00000013240,0
ENSDARG00000053992,3
ENSDARG00000016177,6
ENSDARG00000080732,0
ENSDARG00000076584,18
ENSDARG00000053961,0
ENSDARG00000053939,0
ENSDARG00000053934,1
ENSDARG00000028379,4
ENSDARG00000005565,5
ENSDARG00000028389,0
ENSDARG00000025397,8
ENSDARG00000100815,0
ENSDARG00000102957,0
ENSDARG00000028396,34
ENSDARG00000000730,4
ENSDARG00000001354,1
ENSDARG00000097008,301
ENSDARG00000044280,15
ENSDARG00000044279,0
ENSDARG00000115386,0
ENSDARG00000000638,0
ENSDARG00000044278,3
ENSDARG00000070567,32
ENSDARG00000028442,3
ENSDARG00000014083,6
ENSDARG00000080515,0
ENSDARG00000094792,10
ENSDARG00000060316,12
ENSDARG00000078894,1
ENSDARG00000060309,17
ENSDARG00000027938,1
ENSDARG00000117615,0
ENSDARG00000033956,0
ENSDARG00000024141,15
ENSDARG00000104395,0
ENSDARG00000003900,0
ENSDARG00000003961,3
ENSDARG00000004150,0
ENSDARG00000092154,8
ENSDARG00000082382,0
ENSDARG00000053574,4
ENSDARG00000006207,4
ENSDARG00000014770,17
ENSDARG00000020607,8
ENSDARG00000005675,6
ENSDARG00000098454,0
ENSDARG00000008310,28
ENSDARG00000060235,0
ENSDARG00000027963,2
ENSDARG00000097524,0
ENSDARG00000097820,0
ENSDARG00000098020,0
ENSDARG00000097720,0
ENSDARG00000096913,0
ENSDARG00000077060,13
ENSDARG00000097941,0
ENSDARG00000011163,21
ENSDARG00000044199,52
ENSDARG00000025094,7
ENSDARG00000006915,9
ENSDARG00000076800,0
ENSDARG00000087225,0
ENSDARG00000044194,8
ENSDARG00000060120,4
ENSDARG00000060115,5
ENSDARG00000076797,0
ENSDARG00000074599,8
ENSDARG00000075297,5
ENSDARG00000077044,6
ENSDARG00000096903,4
ENSDARG00000097469,0
ENSDARG00000112918,5
ENSDARG00000003732,0
ENSDARG00000087873,14
ENSDARG00000053483,13
ENSDARG00000091832,0
ENSDARG00000097710,0
ENSDARG00000014181,0
ENSDARG00000006607,8
ENSDARG00000091616,0
ENSDARG00000097174,0
ENSDARG00000053459,14
ENSDARG00000058522,2
ENSDARG00000109575,0
ENSDARG00000044191,0
ENSDARG00000053447,3
ENSDARG00000073869,4
ENSDARG00000097338,0
ENSDARG00000053454,1
ENSDARG00000103109,1
ENSDARG00000104277,3
ENSDARG00000112767,1
ENSDARG00000113500,0
ENSDARG00000098161,4
ENSDARG00000116778,0
ENSDARG00000042590,11
ENSDARG00000017354,2
ENSDARG00000060153,1
ENSDARG00000070486,6
ENSDARG00000070485,2
ENSDARG00000040031,43
ENSDARG00000060123,9
ENSDARG00000081106,0
ENSDARG00000097631,0
ENSDARG00000107680,0
ENSDARG00000026086,0
ENSDARG00000097861,0
ENSDARG00000096954,1
ENSDARG00000091625,1
ENSDARG00000075540,1
ENSDARG00000060116,1
ENSDARG00000077038,22
ENSDARG00000044182,37
ENSDARG00000028862,6
ENSDARG00000079897,0
ENSDARG00000060095,1
ENSDARG00000060094,4
ENSDARG00000044175,0
ENSDARG00000053311,0
ENSDARG00000070471,6
ENSDARG00000008732,9
ENSDARG00000075926,0
ENSDARG00000101268,0
ENSDARG00000086028,0
ENSDARG00000097613,82
ENSDARG00000116192,0
ENSDARG00000005526,25
ENSDARG00000040156,4
ENSDARG00000109913,0
ENSDARG00000081967,0
ENSDARG00000100446,29
ENSDARG00000080152,0
ENSDARG00000086724,1
ENSDARG00000025974,4
ENSDARG00000113655,0
ENSDARG00000078561,30
ENSDARG00000044167,11
ENSDARG00000053272,0
ENSDARG00000100945,0
ENSDARG00000094064,0
ENSDARG00000086490,0
ENSDARG00000007412,2
ENSDARG00000013224,7
ENSDARG00000053179,0
ENSDARG00000005050,0
ENSDARG00000032603,4
ENSDARG00000034240,38
ENSDARG00000015829,7
ENSDARG00000096857,3
ENSDARG00000021309,21
ENSDARG00000074690,2
ENSDARG00000115420,0
ENSDARG00000106387,0
ENSDARG00000079446,7
ENSDARG00000100281,0
ENSDARG00000016963,1
ENSDARG00000003904,0
ENSDARG00000097845,4
ENSDARG00000003697,3
ENSDARG00000033726,0
ENSDARG00000020893,19
ENSDARG00000003754,21
ENSDARG00000081976,0
ENSDARG00000014050,1
ENSDARG00000089026,1
ENSDARG00000096832,0
ENSDARG00000002241,1
ENSDARG00000101406,705
ENSDARG00000030408,214
ENSDARG00000109360,0
ENSDARG00000099379,1
ENSDARG00000015807,6
ENSDARG00000070435,34
ENSDARG00000115555,0
ENSDARG00000109508,0
ENSDARG00000075557,6
ENSDARG00000003307,6
ENSDARG00000012871,31
ENSDARG00000095783,0
ENSDARG00000043081,6
ENSDARG00000021097,3
ENSDARG00000043094,7
ENSDARG00000095955,0
ENSDARG00000053066,0
ENSDARG00000095897,201
ENSDARG00000016255,39
ENSDARG00000097690,0
ENSDARG00000097047,0
ENSDARG00000005191,77
ENSDARG00000077858,2
ENSDARG00000053047,82
ENSDARG00000059972,4
ENSDARG00000107962,0
ENSDARG00000090367,0
ENSDARG00000038075,72
ENSDARG00000038074,5
ENSDARG00000038076,164
ENSDARG00000077473,13
ENSDARG00000059604,8
ENSDARG00000052279,0
ENSDARG00000075530,0
ENSDARG00000097807,0
ENSDARG00000097300,0
ENSDARG00000097572,2
ENSDARG00000074781,2
ENSDARG00000108044,0
ENSDARG00000097496,6
ENSDARG00000008141,6
ENSDARG00000017244,23
ENSDARG00000020979,0
ENSDARG00000052073,13
ENSDARG00000078868,2
ENSDARG00000022652,0
ENSDARG00000038593,0
ENSDARG00000076787,1
ENSDARG00000038583,13
ENSDARG00000059523,3
ENSDARG00000013078,179
ENSDARG00000001557,3
ENSDARG00000038577,107
ENSDARG00000030335,4
ENSDARG00000014239,1
ENSDARG00000082321,0
ENSDARG00000020232,16
ENSDARG00000096319,8
ENSDARG00000018896,3
ENSDARG00000075296,0
ENSDARG00000068176,14
ENSDARG00000002760,0
ENSDARG00000059906,35
ENSDARG00000024669,9
ENSDARG00000097547,0
ENSDARG00000099370,1
ENSDARG00000074148,0
ENSDARG00000015947,96
ENSDARG00000099958,0
ENSDARG00000070341,0
ENSDARG00000087254,0
ENSDARG00000094030,0
ENSDARG00000070344,1
ENSDARG00000105705,0
ENSDARG00000105736,0
ENSDARG00000105681,0
ENSDARG00000105838,0
ENSDARG00000091877,0
ENSDARG00000093273,0
ENSDARG00000055467,0
ENSDARG00000105789,0
ENSDARG00000116365,0
ENSDARG00000044704,0
ENSDARG00000105787,0
ENSDARG00000105791,0
ENSDARG00000105815,0
ENSDARG00000105803,0
ENSDARG00000061222,0
ENSDARG00000107017,0
ENSDARG00000070404,2
ENSDARG00000017294,13
ENSDARG00000091061,24
ENSDARG00000098280,20
ENSDARG00000101769,0
ENSDARG00000104372,189
ENSDARG00000100263,6
ENSDARG00000078781,14
ENSDARG00000103308,5
ENSDARG00000100531,8
ENSDARG00000103390,1
ENSDARG00000082031,0
ENSDARG00000059916,0
ENSDARG00000078195,7
ENSDARG00000083753,0
ENSDARG00000059931,0
ENSDARG00000099817,5
ENSDARG00000070951,18
ENSDARG00000042123,11
ENSDARG00000034897,456
ENSDARG00000042128,7
ENSDARG00000029930,0
ENSDARG00000078075,4
ENSDARG00000078901,3
ENSDARG00000009871,12
ENSDARG00000017606,1
ENSDARG00000059899,0
ENSDARG00000026246,0
ENSDARG00000114994,0
ENSDARG00000044061,0
ENSDARG00000082173,0
ENSDARG00000082908,0
ENSDARG00000078210,9
ENSDARG00000063649,2
ENSDARG00000052701,3
ENSDARG00000052705,2
ENSDARG00000100694,4
ENSDARG00000052708,6
ENSDARG00000115052,0
ENSDARG00000030980,2
ENSDARG00000058771,6
ENSDARG00000003081,212
ENSDARG00000112224,0
ENSDARG00000014169,6
ENSDARG00000059853,9
ENSDARG00000079972,0
ENSDARG00000059854,1
ENSDARG00000022512,0
ENSDARG00000114670,8
ENSDARG00000101618,0
ENSDARG00000099084,3
ENSDARG00000104495,1
ENSDARG00000098114,7
ENSDARG00000016345,14
ENSDARG00000075815,2
ENSDARG00000085124,0
ENSDARG00000084755,0
ENSDARG00000097417,0
ENSDARG00000084754,0
ENSDARG00000116691,0
ENSDARG00000097801,0
ENSDARG00000077028,0
ENSDARG00000103277,2
ENSDARG00000018984,4
ENSDARG00000040607,24
ENSDARG00000040608,4
ENSDARG00000040606,15
ENSDARG00000115394,0
ENSDARG00000098824,0
ENSDARG00000115249,0
ENSDARG00000114973,0
ENSDARG00000101494,0
ENSDARG00000100280,0
ENSDARG00000097460,0
ENSDARG00000091831,23
ENSDARG00000011125,61
ENSDARG00000097058,0
ENSDARG00000074903,2
ENSDARG00000074794,2
ENSDARG00000097467,3
ENSDARG00000074337,7
ENSDARG00000098420,0
ENSDARG00000115726,0
ENSDARG00000100055,13
ENSDARG00000100580,0
ENSDARG00000088899,0
ENSDARG00000091130,3
ENSDARG00000106003,0
ENSDARG00000087071,0
ENSDARG00000057857,3
ENSDARG00000038465,17
ENSDARG00000016527,0
ENSDARG00000019516,1
ENSDARG00000038467,0
ENSDARG00000059824,0
ENSDARG00000059818,1
ENSDARG00000115217,0
ENSDARG00000031388,21
ENSDARG00000086980,0
ENSDARG00000059836,20
ENSDARG00000034396,9
ENSDARG00000013390,0
ENSDARG00000102677,0
ENSDARG00000104414,1
ENSDARG00000087907,0
ENSDARG00000052638,7
ENSDARG00000079860,1
ENSDARG00000101244,4
ENSDARG00000100986,0
ENSDARG00000102610,0
ENSDARG00000110093,0
ENSDARG00000100119,8
ENSDARG00000005774,25
ENSDARG00000059794,3
ENSDARG00000045019,14
ENSDARG00000021882,0
ENSDARG00000101024,2
ENSDARG00000034086,1
ENSDARG00000033579,0
ENSDARG00000099851,0
ENSDARG00000110019,0
ENSDARG00000068082,0
ENSDARG00000104974,0
ENSDARG00000097651,0
ENSDARG00000039328,4
ENSDARG00000013522,12
ENSDARG00000039325,0
ENSDARG00000009505,34
ENSDARG00000012485,0
ENSDARG00000059775,38
ENSDARG00000111902,1
ENSDARG00000116076,3
ENSDARG00000113112,0
ENSDARG00000063150,7
ENSDARG00000106769,0
ENSDARG00000091521,0
ENSDARG00000041203,19
ENSDARG00000019406,4
ENSDARG00000098696,0
ENSDARG00000105631,12
ENSDARG00000067794,0
ENSDARG00000102296,0
ENSDARG00000105657,7
ENSDARG00000117751,0
ENSDARG00000117818,53
ENSDARG00000117735,2
ENSDARG00000076386,33
ENSDARG00000019743,4
ENSDARG00000117262,0
ENSDARG00000105495,0
ENSDARG00000111755,0
ENSDARG00000098854,0
ENSDARG00000115070,0
ENSDARG00000090965,0
ENSDARG00000092488,1
ENSDARG00000105485,0
ENSDARG00000105551,3
ENSDARG00000039268,20
ENSDARG00000035028,3
ENSDARG00000105383,0
ENSDARG00000104227,16
ENSDARG00000105648,4
ENSDARG00000100163,0
ENSDARG00000079949,24
ENSDARG00000098100,0
ENSDARG00000117582,0
ENSDARG00000059103,0
ENSDARG00000081256,0
ENSDARG00000100576,0
ENSDARG00000110326,0
ENSDARG00000105486,0
ENSDARG00000058829,0
ENSDARG00000105514,0
ENSDARG00000108556,0
ENSDARG00000105590,16
ENSDARG00000068030,8
ENSDARG00000089961,0
ENSDARG00000105625,0
ENSDARG00000102537,0
ENSDARG00000087424,0
ENSDARG00000053761,4
ENSDARG00000078093,0
ENSDARG00000076146,5
ENSDARG00000105316,0
ENSDARG00000087289,1
ENSDARG00000105427,1
ENSDARG00000117746,0
ENSDARG00000097745,0
ENSDARG00000087375,0
ENSDARG00000041333,0
ENSDARG00000097459,0
ENSDARG00000105466,0
ENSDARG00000076286,0
ENSDARG00000117704,0
ENSDARG00000117506,0
ENSDARG00000100155,0
ENSDARG00000104895,0
ENSDARG00000098767,0
ENSDARG00000100858,0
ENSDARG00000105369,0
ENSDARG00000039888,0
ENSDARG00000076398,0
ENSDARG00000092908,0
ENSDARG00000086565,0
ENSDARG00000105375,1
ENSDARG00000095410,1
ENSDARG00000076257,0
ENSDARG00000079234,0
ENSDARG00000105464,0
ENSDARG00000026505,0
ENSDARG00000094779,0
ENSDARG00000043770,8
ENSDARG00000043736,0
ENSDARG00000088682,0
ENSDARG00000043769,0
ENSDARG00000043768,0
ENSDARG00000043767,0
ENSDARG00000105145,0
ENSDARG00000086282,0
ENSDARG00000086419,2
ENSDARG00000070850,0
ENSDARG00000042752,0
ENSDARG00000025505,0
ENSDARG00000070852,0
ENSDARG00000089958,0
ENSDARG00000091095,0
ENSDARG00000034330,0
ENSDARG00000070851,0
ENSDARG00000113320,2
ENSDARG00000095326,0
ENSDARG00000105367,1
ENSDARG00000093595,0
ENSDARG00000105477,0
ENSDARG00000011170,173
ENSDARG00000085711,0
ENSDARG00000103845,4
ENSDARG00000105450,30
ENSDARG00000114345,2
ENSDARG00000105334,0
ENSDARG00000107773,0
ENSDARG00000041159,0
ENSDARG00000105343,0
ENSDARG00000086654,0
ENSDARG00000105443,8
ENSDARG00000071173,12
ENSDARG00000097682,0
ENSDARG00000055253,0
ENSDARG00000055313,0
ENSDARG00000099863,0
ENSDARG00000093836,0
ENSDARG00000093662,0
ENSDARG00000091495,0
ENSDARG00000086460,0
ENSDARG00000093312,0
ENSDARG00000086358,0
ENSDARG00000088252,0
ENSDARG00000113384,0
ENSDARG00000078012,0
ENSDARG00000094716,0
ENSDARG00000095250,0
ENSDARG00000089067,0
ENSDARG00000115633,0
ENSDARG00000055346,0
ENSDARG00000075036,0
ENSDARG00000111848,0
ENSDARG00000075634,0
ENSDARG00000095481,0
ENSDARG00000078821,0
ENSDARG00000095757,0
ENSDARG00000092384,0
ENSDARG00000093673,0
ENSDARG00000105413,0
ENSDARG00000094225,0
ENSDARG00000093876,0
ENSDARG00000055332,0
ENSDARG00000077899,0
ENSDARG00000077260,0
ENSDARG00000077136,0
ENSDARG00000085277,0
ENSDARG00000077395,0
ENSDARG00000041389,0
ENSDARG00000053114,0
ENSDARG00000032631,0
ENSDARG00000095105,0
ENSDARG00000088615,1
ENSDARG00000093776,0
ENSDARG00000092167,0
ENSDARG00000060049,0
ENSDARG00000105364,0
ENSDARG00000081507,0
ENSDARG00000105493,0
ENSDARG00000105406,0
ENSDARG00000090396,0
ENSDARG00000027397,4
ENSDARG00000052482,15
ENSDARG00000086815,4
ENSDARG00000092823,0
ENSDARG00000090099,0
ENSDARG00000094276,0
ENSDARG00000093835,0
