plate_id,Cycle,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
TGSH,Light,,Dose_mg_L,5,458264.8175265146,91652.96350530292,0.7259113439370218,0.6040984313241682,0.6075903297711287,FALSE
TGSH,Light,,Group,2,1087704.9392460757,543852.4696230378,4.307429482132193,0.013787470588862543,0.015183670142165082,TRUE
TGSH,Light,,Dose_mg_L:Group,10,2844396.886475149,284439.6886475149,2.2528240087206677,0.013536224376745724,0.015001930200979337,TRUE
TGSH,Light,,Residuals,786,99239707.3235682,126259.1696228603,NA,NA,NA,NA
Trenbolone,Dark,,Dose_mg_L,5,3303255.499905295,660651.0999810591,11.825749139301884,4.769698995173858e-11,1.3173454367623037e-10,TRUE
Trenbolone,Dark,,Group,2,285091.6553154477,142545.82765772386,2.551590694063375,0.07860153966197016,0.08339431647062688,FALSE
Trenbolone,Dark,,Dose_mg_L:Group,10,7832094.06461239,783209.406461239,14.01956034678165,5.439549888639226e-23,4.302189457378297e-22,TRUE
Trenbolone,Dark,,Residuals,788,44021994.77197831,55865.47559895725,NA,NA,NA,NA
Trenbolone,Light,,Dose_mg_L,5,4358697.775506183,871739.5551012366,9.981541332513713,2.8217568081885858e-9,5.915490176202577e-9,TRUE
Trenbolone,Light,,Group,2,2312031.021950611,1156015.5109753055,13.236541276926397,2.215282141045926e-6,3.6364065334150105e-6,TRUE
Trenbolone,Light,,Dose_mg_L:Group,10,5646320.601012316,564632.0601012316,6.4651170324699825,1.2375796862491446e-9,2.8711848720980154e-9,TRUE
Trenbolone,Light,,Residuals,792,69169450.35244444,87335.16458641975,NA,NA,NA,NA
Vinclozolin,Dark,,Dose_mg_L,5,6759684.757010974,1351936.9514021948,17.12865791655713,4.3077928105440766e-16,2.204576320690204e-15,TRUE
Vinclozolin,Dark,,Group,2,4441754.927891142,2220877.463945571,28.13788787639825,1.5984377535286926e-12,5.247701304037595e-12,TRUE
Vinclozolin,Dark,,Dose_mg_L:Group,10,9623181.5203252,962318.15203252,12.192298180741695,9.119047162130267e-20,5.876719282261728e-19,TRUE
Vinclozolin,Dark,,Residuals,774,61090553.940820694,78928.36426462622,NA,NA,NA,NA
Vinclozolin,Light,,Dose_mg_L,5,5021434.441222475,1004286.888244495,5.437997922706121,6.296582359885187e-5,8.493064578449787e-5,TRUE
Vinclozolin,Light,,Group,2,2707361.150690757,1353680.5753453786,7.329889738582023,7.016210390831636e-4,8.238768203333487e-4,TRUE
Vinclozolin,Light,,Dose_mg_L:Group,10,9432237.07249503,943223.707249503,5.107353905253058,2.9947456213018907e-7,5.317201409250296e-7,TRUE
Vinclozolin,Light,,Residuals,783,144604070.22445562,184679.52774515405,NA,NA,NA,NA
