Chemical,Cycle,term,df,sumsq,meansq,statistic,P_value
TEG,Light_3,Residuals,264,33192574.938666668,125729.45052525253,NA,      NA
TEG,Dark_3,Dose,5,2486894.498666667,497378.8997333334,6.528850069756991,1.07e-04
TEG,Dark_3,Residuals,264,20111968.895999998,76181.70036363635,NA,      NA
TGSH,Light_1,Dose,5,471731.5893582095,94346.3178716419,0.6862305910194454,6.49e-01
TGSH,Light_1,Residuals,263,36158518.61599494,137484.86165777541,NA,      NA
TGSH,Dark_1,Dose,5,2138966.9201851846,427793.3840370369,6.894996085688543,6.24e-05
TGSH,Dark_1,Residuals,264,16379625.453333331,62044.0358080808,NA,      NA
TGSH,Light_2,Dose,5,1370138.9476210754,274027.7895242151,2.347759611726973,6.15e-02
TGSH,Light_2,Residuals,259,30230180.778416663,116718.84470431144,NA,      NA
TGSH,Dark_2,Dose,5,1763703.4361851874,352740.68723703746,7.954035199883246,1.48e-05
TGSH,Dark_2,Residuals,264,11707710.500444455,44347.3882592593,NA,      NA
TGSH,Light_3,Dose,5,2227276.5727777802,445455.31455555605,3.8370137320795465,6.70e-03
TGSH,Light_3,Residuals,264,30648887.716888886,116094.27165488215,NA,      NA
TGSH,Dark_3,Dose,5,2183667.3007777776,436733.4601555555,6.413502168715135,1.26e-04
TGSH,Dark_3,Residuals,264,17977328.21288889,68095.9402003367,NA,      NA
Trenbolone,Light_1,Dose,5,3155848.020629632,631169.6041259264,5.31407943499218,6.11e-04
Trenbolone,Light_1,Residuals,264,31356094.22622223,118773.0841902357,NA,      NA
Trenbolone,Dark_1,Dose,5,1767864.5912582295,353572.91825164587,4.357631473475249,2.78e-03
Trenbolone,Dark_1,Residuals,262,21258361.370346244,81138.78385628338,NA,      NA
Trenbolone,Light_2,Dose,5,3014528.5709629594,602905.7141925918,6.604008770751422,1.04e-04
Trenbolone,Light_2,Residuals,264,24101589.515111104,91293.89967845115,NA,      NA
Trenbolone,Dark_2,Dose,5,1184423.9001310694,236884.78002621388,4.230264092798227,3.44e-03
Trenbolone,Dark_2,Residuals,262,14671380.085354006,55997.63391356491,NA,      NA
Trenbolone,Light_3,Dose,5,693766.0741111101,138753.214822222,1.9545421466968569,1.12e-01
Trenbolone,Light_3,Residuals,264,18741396.175555553,70990.13702861952,NA,      NA
Trenbolone,Dark_3,Dose,5,803062.2118518522,160612.44237037044,2.8026841284035755,3.07e-02
Trenbolone,Dark_3,Residuals,264,15128955.97333333,57306.65141414141,NA,      NA
Vinclozolin,Light_1,Dose,5,1585715.9553733654,317143.1910746731,1.4879677074262307,2.35e-01
Vinclozolin,Light_1,Residuals,262,55842284.5111938,213138.4905007397,NA,      NA
Vinclozolin,Dark_1,Dose,5,3649287.98156767,729857.5963135341,8.332843638558948,7.48e-06
Vinclozolin,Dark_1,Residuals,260,22772895.217116516,87588.05852737122,NA,      NA
Vinclozolin,Light_2,Dose,5,1949655.2151782538,389931.04303565074,2.1090172950228676,9.07e-02
Vinclozolin,Light_2,Residuals,263,48625425.955676764,184887.55116226905,NA,      NA
Vinclozolin,Dark_2,Dose,5,2959681.4926490216,591936.2985298043,6.057088884649314,2.05e-04
Vinclozolin,Dark_2,Residuals,260,25408812.805734426,97726.20309897856,NA,      NA
Vinclozolin,Light_3,Dose,5,2586351.2976418016,517270.25952836033,3.0000552842527615,2.41e-02
Vinclozolin,Light_3,Residuals,258,44484422.55675213,172420.2424680315,NA,      NA
Vinclozolin,Dark_3,Dose,5,1418108.0527112405,283621.6105422481,2.8419356301487526,2.95e-02
Vinclozolin,Dark_3,Residuals,254,25348881.344634928,99798.74545131861,NA,      NA
