Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPA_DeSeq_normDataF2
Work Source: BPA_DeSeq_normDataF2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 04/27/2022 18:35.36
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2687
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0007519	7	skeletal muscle tissue development	35	63	1	1	1	1	1	1	1	1	1	37	62	18851	0.99292	0.11897	0.11897	1.59	30513	myod1	ENSDARG00000030110		568.85	568.85	568.85		568.85		290.383	290.383	290.383		290.383		1114.36	1114.36	1114.36		1114.36						568.85	290.383	1114.36	1	0	1	30513	ENSDARG00000030110	568.85	568.85		290.383	290.383		1114.36	1114.36		568.85	290.383	1114.36	0															0						Linear,1(1)	7.9558210372924805	7.9558210372924805	7.9558210372924805	7.9558210372924805	0.0	7.9558210372924805	568.85	568.85	290.383	290.383	1114.36	1114.36	UP	1.0	0.0	0.0	
GO:0007520	5	myoblast fusion	10	14	1	1	0	1	1	1	1	0	0	38	14	18899	0.97228	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007525	5	somatic muscle development	3	6	1	1	1	1	1	0	1	0	0	38	6	18907	0.98803	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007568	3	aging	9	13	1	1	1	1	1	1	1	1	1	37	12	18901	0.9997	0.025764	0.025764	7.69	791762	ecrg4a	ENSDARG00000056087		478.394	478.394	478.394		478.394		268.383	268.383	268.383		268.383		852.741	852.741	852.741		852.741		0.0	478.394			478.394	268.383	852.741	1	0	1	791762	ENSDARG00000056087	478.394	478.394		268.383	268.383		852.741	852.741		478.394	268.383	852.741	0															0						Linear,1(1)	2.7959077358245845	2.795907735824585	2.795907735824585	2.795907735824585	0.0	2.795907735824585	478.394	478.394	268.383	268.383	852.741	852.741	UP	1.0	0.0	0.0	
GO:0007569	4	cell aging	5	6	1	1	1	1	1	1	1	1	1	37	5	18908	0.99994	0.011972	0.011972	16.67	791762	ecrg4a	ENSDARG00000056087		478.394	478.394	478.394		478.394		268.383	268.383	268.383		268.383		852.741	852.741	852.741		852.741		0.0	478.394	0.0	478.394	478.394	268.383	852.741	1	0	1	791762	ENSDARG00000056087	478.394	478.394		268.383	268.383		852.741	852.741		478.394	268.383	852.741	0															0						Linear,1(1)	2.7959077358245845	2.795907735824585	2.795907735824585	2.795907735824585	0.0	2.795907735824585	478.394	478.394	268.383	268.383	852.741	852.741	UP	1.0	0.0	0.0	
GO:0007584	4	response to nutrient	5	15	1	1	0	1	1	1	1	0	0	38	15	18898	0.97033	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007586	3	digestion	3	5	1	0	0	1	1	1	1	0	0	38	5	18908	0.99001	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007596	5	blood coagulation	17	42	2	2	1	2	2	1	2	0	0	38	42	18871	0.91907	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007599	5	hemostasis	18	43	2	2	1	2	2	1	2	0	0	38	43	18870	0.91722	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007600	5	sensory perception	92	258	3	0	0	1	1	0	3	0	0	38	258	18655	0.59369	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007601	7	visual perception	73	147	2	0	0	0	0	0	2	0	0	38	147	18766	0.74364	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007605	7	sensory perception of sound	12	43	1	0	0	1	1	0	1	0	0	38	43	18870	0.91722	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007610	2	behavior	65	160	1	0	0	0	0	0	1	0	0	38	160	18753	0.72433	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007623	3	circadian rhythm	29	74	2	1	1	2	2	2	2	1	1	37	73	18840	0.99034	0.13827	0.13827	1.35	100538040	lypc	ENSDARG00000097804		616.461	616.461	616.461		616.461		303.819	303.819	303.819		303.819		1250.83	1250.83	1250.83		1250.83						616.461	303.819	1250.83	1	0	1	100538040	ENSDARG00000097804	616.461	616.461		303.819	303.819		1250.83	1250.83		616.461	303.819	1250.83	0															0						Linear,1(1)	5.2435102462768555	5.2435102462768555	5.2435102462768555	5.2435102462768555	0.0	5.2435102462768555	616.461	616.461	303.819	303.819	1250.83	1250.83	UP	1.0	0.0	0.0	
GO:0007626	3	locomotory behavior	46	92	1	0	0	0	0	0	1	0	0	38	92	18821	0.83102	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008009	7	chemokine activity	6	46	1	1	1	1	1	1	1	1	1	37	45	18868	0.99617	0.088296	0.088296	2.17	799354	cxcl12b	ENSDARG00000055100		619.859	619.859	619.859		619.859		303.526	303.526	303.526		303.526		1265.88	1265.88	1265.88		1265.88						619.859	303.526	1265.88	1	0	1	799354	ENSDARG00000055100	619.859	619.859		303.526	303.526		1265.88	1265.88		619.859	303.526	1265.88	0															0						Linear,1(1)	4.844167709350585	4.844167709350586	4.844167709350586	4.844167709350586	0.0	4.844167709350586	619.859	619.859	303.526	303.526	1265.88	1265.88	UP	1.0	0.0	0.0	
GO:0008013	4	beta-catenin binding	13	29	1	0	0	0	0	0	1	0	0	38	29	18884	0.94341	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008017	6	microtubule binding	70	194	2	2	2	0	0	0	2	0	0	38	194	18719	0.67611	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008023	4	transcription elongation factor complex	24	36	1	0	0	0	0	0	1	0	0	38	36	18877	0.93023	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008033	9	tRNA processing	28	100	3	2	2	1	1	1	3	1	1	37	99	18814	0.98287	0.18229	0.18229	1.0	449778	dtwd1	ENSDARG00000111509		373.328	373.328	373.328		373.32800000000003		229.392	229.392	229.392		229.392		607.579	607.579	607.579		607.579						373.328	229.392	607.579	1	0	1	449778	ENSDARG00000111509	373.328	373.328		229.392	229.392		607.579	607.579		373.328	229.392	607.579	0															0						Linear,1(1)	7.951176166534424	7.951176166534424	7.951176166534424	7.951176166534424	0.0	7.951176166534424	373.328	373.328	229.392	229.392	607.579	607.579	UP	1.0	0.0	0.0	
GO:0008037	3	cell recognition	25	59	1	0	0	1	1	1	1	0	0	38	59	18854	0.88816	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008038	4	neuron recognition	22	38	1	0	0	1	1	1	1	0	0	38	38	18875	0.92649	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008045	6	motor neuron axon guidance	28	52	2	2	1	1	1	1	2	0	0	38	52	18861	0.90076	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008047	4	enzyme activator activity	154	447	9	7	7	2	2	2	9	1	1	37	446	18467	0.77435	0.59665	0.59665	0.22	30678	pcna	ENSDARG00000054155		10.5824	10.5824	10.5824		10.5824		3.01113	3.01113	3.01113		3.01113		37.1908	37.1908	37.1908		37.1908						10.5824	3.01113	37.1908	1	0	1	30678	ENSDARG00000054155	10.5824	10.5824		3.01113	3.01113		37.1908	37.1908		10.5824	3.01113	37.1908	0															0						Exp 5,1(1)	1.9148547649383545	1.9148547649383545	1.9148547649383545	1.9148547649383545	0.0	1.9148547649383545	10.5824	10.5824	3.01113	3.01113	37.1908	37.1908	UP	1.0	0.0	0.0	
GO:0008048	6	calcium sensitive guanylate cyclase activator activity	1	7	1	1	1	0	0	0	1	0	0	38	7	18906	0.98605	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008064	7	regulation of actin polymerization or depolymerization	73	132	2	2	2	1	1	1	2	1	1	37	131	18782	0.97125	0.23346	0.23346	0.76	336597	capgb	ENSDARG00000099672		6.15538	6.15538	6.15538		6.15538		1.11487	1.11487	1.11487		1.11487		33.9848	33.9848	33.9848		33.9848						6.15538	1.11487	33.9848	1	0	1	336597	ENSDARG00000099672	6.15538	6.15538		1.11487	1.11487		33.9848	33.9848		6.15538	1.11487	33.9848	0															0						Exp 5,1(1)	3.566390991210938	3.5663909912109375	3.5663909912109375	3.5663909912109375	0.0	3.5663909912109375	6.15538	6.15538	1.11487	1.11487	33.9848	33.9848	UP	1.0	0.0	0.0	
GO:0008076	6	voltage-gated potassium channel complex	2	46	1	1	0	1	1	1	1	0	0	38	46	18867	0.9117	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008081	6	phosphoric diester hydrolase activity	23	87	1	1	1	0	0	0	1	0	0	38	87	18826	0.83944	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008083	6	growth factor activity	21	129	2	2	2	1	1	1	2	1	1	37	128	18785	0.97245	0.2288	0.2288	0.78	799354	cxcl12b	ENSDARG00000055100		619.859	619.859	619.859		619.859		303.526	303.526	303.526		303.526		1265.88	1265.88	1265.88		1265.88						619.859	303.526	1265.88	1	0	1	799354	ENSDARG00000055100	619.859	619.859		303.526	303.526		1265.88	1265.88		619.859	303.526	1265.88	0															0						Linear,1(1)	4.844167709350585	4.844167709350586	4.844167709350586	4.844167709350586	0.0	4.844167709350586	619.859	619.859	303.526	303.526	1265.88	1265.88	UP	1.0	0.0	0.0	
GO:0008088	7	axo-dendritic transport	14	23	2	1	1	1	1	1	2	0	0	38	23	18890	0.95486	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008089	9	anterograde axonal transport	5	9	1	0	0	1	1	1	1	0	0	38	9	18904	0.98209	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008092	4	cytoskeletal protein binding	317	658	8	7	7	4	4	2	8	1	1	37	657	18256	0.61788	0.73925	1.0	0.15	336597	capgb	ENSDARG00000099672		6.15538	6.15538	6.15538		6.15538		1.11487	1.11487	1.11487		1.11487		33.9848	33.9848	33.9848		33.9848						6.15538	1.11487	33.9848	1	0	1	336597	ENSDARG00000099672	6.15538	6.15538		1.11487	1.11487		33.9848	33.9848		6.15538	1.11487	33.9848	0															0						Exp 5,1(1)	3.566390991210938	3.5663909912109375	3.5663909912109375	3.5663909912109375	0.0	3.5663909912109375	6.15538	6.15538	1.11487	1.11487	33.9848	33.9848	UP	1.0	0.0	0.0	
GO:0008094	4	ATPase, acting on DNA	32	84	1	0	0	1	1	0	1	0	0	38	84	18829	0.84453	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008097	7	5S rRNA binding	4	4	1	1	1	0	0	0	1	0	0	38	4	18909	0.992	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008104	4	protein localization	452	950	13	8	6	6	6	4	13	1	1	37	949	17964	0.42551	0.85862	1.0	0.11	100000085	si:ch211-212k18.7	ENSDARG00000055504		534.307	534.307	534.307		534.307		280.591	280.591	280.591		280.591		1017.44	1017.44	1017.44		1017.44						534.307	280.591	1017.44	1	0	1	100000085	ENSDARG00000055504	534.307	534.307		280.591	280.591		1017.44	1017.44		534.307	280.591	1017.44	0															0						Linear,1(1)	7.522697925567628	7.522697925567627	7.522697925567627	7.522697925567627	0.0	7.522697925567627	534.307	534.307	280.591	280.591	1017.44	1017.44	UP	1.0	0.0	0.0	
GO:0008106	7	alcohol dehydrogenase (NADP+) activity	8	14	1	1	1	0	0	0	1	0	0	38	14	18899	0.97228	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008134	4	transcription factor binding	46	101	2	1	1	1	1	0	2	0	0	38	101	18812	0.81606	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008135	5	translation factor activity, RNA binding	73	98	2	2	1	1	1	1	2	0	0	38	98	18815	0.82102	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008137	6	NADH dehydrogenase (ubiquinone) activity	13	13	2	1	1	1	1	0	2	0	0	38	13	18900	0.97424	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008138	6	protein tyrosine/serine/threonine phosphatase activity	19	54	3	2	0	2	2	2	3	0	0	38	54	18859	0.89714	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008146	5	sulfotransferase activity	19	69	3	2	1	2	2	2	3	1	1	37	68	18845	0.99156	0.12955	0.12955	1.45	561896	chst2a	ENSDARG00000075007		406.312	406.312	406.312		406.312		246.599	246.599	246.599		246.599		669.465	669.465	669.465		669.465						406.312	246.599	669.465	1	0	1	561896	ENSDARG00000075007	406.312	406.312		246.599	246.599		669.465	669.465		406.312	246.599	669.465	0															0						Linear,1(1)	Infinity	Infinity	Infinity	Infinity	0.0	Infinity	406.312	406.312	246.599	246.599	669.465	669.465	UP	1.0	0.0	0.0	
GO:0008150	1	biological_process	6033	16310	244	156	119	123	123	89	244	32	32	6	16278	2635	0.4395	0.72668	0.64406	0.2	100538040;100007431;100006523;100000085;799354;793926;791762;767682;641319;573619;569807;567630;565869;562682;561896;556710;492331;449778;447915;436757;406600;393639;337089;336597;324944;323364;321947;266799;58013;30678;30513;30164	lypc;zgc:172051;fthl28;si:ch211-212k18.7;cxcl12b;tkfc;ecrg4a;zgc:152830;apooa;ndufab1a;mia;si:ch1073-459j12.1;klf9;si:dkey-251i10.2;chst2a;taf10;ace2;dtwd1;mrpl53;tmem147;stk25b;ilvbl;prrx1b;capgb;magt1;cd248a;psmc3;gatm;noc2l;pcna;myod1;pitx2	ENSDARG00000097804;ENSDARG00000086569;ENSDARG00000076221;ENSDARG00000055504;ENSDARG00000055100;ENSDARG00000062085;ENSDARG00000056087;ENSDARG00000079932;ENSDARG00000104696;ENSDARG00000058463;ENSDARG00000052437;ENSDARG00000006901;ENSDARG00000068194;ENSDARG00000093957;ENSDARG00000075007;ENSDARG00000068641;ENSDARG00000016918;ENSDARG00000111509;ENSDARG00000008920;ENSDARG00000039913;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000042027;ENSDARG00000099672;ENSDARG00000058062;ENSDARG00000103713;ENSDARG00000007141;ENSDARG00000036239;ENSDARG00000001754;ENSDARG00000054155;ENSDARG00000030110;ENSDARG00000036194		498.6291500000001	511.83799999999997	1.01952	245.44424857854352	417.6423985331394	252.99293449283743	247.77057215624998	276.079	0.450419	100.4430247461756	216.91623715508192	116.811860236508	1032.2264496875002	940.436	2.30769	653.5926863482372	824.9749040940274	601.2057678685678					616.461;638.499;359.614;534.307;619.859;10.0415;478.394;572.366;855.056;762.544;445.295;594.652;939.716;396.175;406.312;1.01952;477.476;373.328;478.594;734.392;751.77;417.667;493.184;6.15538;562.118;866.798;530.492;396.638;755.821;10.5824;568.85;301.956	303.819;323.527;225.931;280.591;303.526;5.66789;268.383;294.447;329.999;324.623;258.692;300.21;335.561;240.099;246.599;0.450419;268.452;229.392;270.381;323.008;321.805;247.566;271.567;1.11487;282.733;330.585;285.643;240.261;323.907;3.01113;290.383;196.724	1250.83;1260.11;572.398;1017.44;1265.88;17.7901;852.741;1112.61;2215.53;1791.22;766.503;1177.88;2631.61;653.709;669.465;2.30769;849.251;607.579;847.148;1669.71;1756.21;704.644;895.653;33.9848;1117.58;2272.75;985.219;654.795;1763.67;37.1908;1114.36;463.478	30	2	30	100538040;100007431;100006523;100000085;799354;793926;791762;767682;641319;573619;569807;567630;562682;561896;556710;492331;449778;447915;436757;406600;393639;337089;336597;324944;323364;321947;266799;30678;30513;30164	ENSDARG00000097804;ENSDARG00000086569;ENSDARG00000076221;ENSDARG00000055504;ENSDARG00000055100;ENSDARG00000062085;ENSDARG00000056087;ENSDARG00000079932;ENSDARG00000104696;ENSDARG00000058463;ENSDARG00000052437;ENSDARG00000006901;ENSDARG00000093957;ENSDARG00000075007;ENSDARG00000068641;ENSDARG00000016918;ENSDARG00000111509;ENSDARG00000008920;ENSDARG00000039913;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000042027;ENSDARG00000099672;ENSDARG00000058062;ENSDARG00000103713;ENSDARG00000007141;ENSDARG00000036239;ENSDARG00000054155;ENSDARG00000030110;ENSDARG00000036194	475.3531933333334	485.889	234.19494475072523	242.3063436333333	270.974	101.42998080188823	954.5322130000002	874.197	586.2962693555694	616.461;638.499;359.614;534.307;619.859;10.0415;478.394;572.366;855.056;762.544;445.295;594.652;396.175;406.312;1.01952;477.476;373.328;478.594;734.392;751.77;417.667;493.184;6.15538;562.118;866.798;530.492;396.638;10.5824;568.85;301.956	303.819;323.527;225.931;280.591;303.526;5.66789;268.383;294.447;329.999;324.623;258.692;300.21;240.099;246.599;0.450419;268.452;229.392;270.381;323.008;321.805;247.566;271.567;1.11487;282.733;330.585;285.643;240.261;3.01113;290.383;196.724	1250.83;1260.11;572.398;1017.44;1265.88;17.7901;852.741;1112.61;2215.53;1791.22;766.503;1177.88;653.709;669.465;2.30769;849.251;607.579;847.148;1669.71;1756.21;704.644;895.653;33.9848;1117.58;2272.75;985.219;654.795;37.1908;1114.36;463.478	2	565869;58013	ENSDARG00000068194;ENSDARG00000001754	847.7685	847.7685	130.0334015263006	329.734	329.734	8.240622427947503	2197.6400000000003	2197.6400000000003	613.726259663051	939.716;755.821	335.561;323.907	2631.61;1763.67	0						Exp 5,2(0.07);Hill,2(0.07);Linear,28(0.88)	Infinity	Infinity	1.763182282447815	Infinity	NaN	6.1753315925598145	413.5870566391687	583.6712433608311	212.96883963500463	282.57230467749537	805.768137568622	1258.6847618063775	UP	0.9375	0.0625	0.0	
GO:0008152	2	metabolic process	2623	6109	115	73	55	63	63	46	115	16	16	22	6093	12820	0.92761	0.13025	0.22347	0.26	793926;791762;767682;573619;567630;561896;556710;492331;449778;406600;393639;324944;321947;266799;30678;30513	tkfc;ecrg4a;zgc:152830;ndufab1a;si:ch1073-459j12.1;chst2a;taf10;ace2;dtwd1;stk25b;ilvbl;magt1;psmc3;gatm;pcna;myod1	ENSDARG00000062085;ENSDARG00000056087;ENSDARG00000079932;ENSDARG00000058463;ENSDARG00000006901;ENSDARG00000075007;ENSDARG00000068641;ENSDARG00000016918;ENSDARG00000111509;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000058062;ENSDARG00000007141;ENSDARG00000036239;ENSDARG00000054155;ENSDARG00000030110		432.14065125	477.935	1.01952	238.63417553313047	389.45802869451177	244.741324025495	225.60165243749998	268.4175	0.450419	113.68419264574294	207.67526964837717	119.92187151072294	840.6776618749999	850.996	2.30769	533.1901807770481	742.6266647974106	532.1681021696654					10.0415;478.394;572.366;762.544;594.652;406.312;1.01952;477.476;373.328;751.77;417.667;562.118;530.492;396.638;10.5824;568.85	5.66789;268.383;294.447;324.623;300.21;246.599;0.450419;268.452;229.392;321.805;247.566;282.733;285.643;240.261;3.01113;290.383	17.7901;852.741;1112.61;1791.22;1177.88;669.465;2.30769;849.251;607.579;1756.21;704.644;1117.58;985.219;654.795;37.1908;1114.36	16	0	16	793926;791762;767682;573619;567630;561896;556710;492331;449778;406600;393639;324944;321947;266799;30678;30513	ENSDARG00000062085;ENSDARG00000056087;ENSDARG00000079932;ENSDARG00000058463;ENSDARG00000006901;ENSDARG00000075007;ENSDARG00000068641;ENSDARG00000016918;ENSDARG00000111509;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000058062;ENSDARG00000007141;ENSDARG00000036239;ENSDARG00000054155;ENSDARG00000030110	432.14065125	477.935	238.63417553313047	225.60165243749998	268.4175	113.68419264574294	840.6776618749999	850.996	533.1901807770481	10.0415;478.394;572.366;762.544;594.652;406.312;1.01952;477.476;373.328;751.77;417.667;562.118;530.492;396.638;10.5824;568.85	5.66789;268.383;294.447;324.623;300.21;246.599;0.450419;268.452;229.392;321.805;247.566;282.733;285.643;240.261;3.01113;290.383	17.7901;852.741;1112.61;1791.22;1177.88;669.465;2.30769;849.251;607.579;1756.21;704.644;1117.58;985.219;654.795;37.1908;1114.36	0															0						Exp 5,1(0.07);Hill,2(0.13);Linear,13(0.82)	Infinity	Infinity	1.763182282447815	Infinity	NaN	3.7758976221084595	315.2099052387661	549.0713972612341	169.896398041086	281.306906833914	579.4144732942464	1101.9408504557534	UP	1.0	0.0	0.0	
GO:0008154	7	actin polymerization or depolymerization	27	51	2	2	2	2	2	1	2	1	1	37	50	18863	0.99531	0.097423	0.097423	1.96	336597	capgb	ENSDARG00000099672		6.15538	6.15538	6.15538		6.15538		1.11487	1.11487	1.11487		1.11487		33.9848	33.9848	33.9848		33.9848						6.15538	1.11487	33.9848	1	0	1	336597	ENSDARG00000099672	6.15538	6.15538		1.11487	1.11487		33.9848	33.9848		6.15538	1.11487	33.9848	0															0						Exp 5,1(1)	3.566390991210938	3.5663909912109375	3.5663909912109375	3.5663909912109375	0.0	3.5663909912109375	6.15538	6.15538	1.11487	1.11487	33.9848	33.9848	UP	1.0	0.0	0.0	
GO:0008186	3	ATPase, acting on RNA	37	56	4	3	2	1	1	1	4	0	0	38	56	18857	0.89354	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008190	5	eukaryotic initiation factor 4E binding	5	6	1	0	0	1	1	1	1	0	0	38	6	18907	0.98803	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008194	5	UDP-glycosyltransferase activity	25	143	1	0	0	0	0	0	1	0	0	38	143	18770	0.74968	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008198	8	ferrous iron binding	9	25	1	1	1	1	1	1	1	1	1	37	24	18889	0.99886	0.048972	0.048972	4.0	100006523	fthl28	ENSDARG00000076221		359.614	359.614	359.614		359.614		225.931	225.931	225.931		225.931		572.398	572.398	572.398		572.398						359.614	225.931	572.398	1	0	1	100006523	ENSDARG00000076221	359.614	359.614		225.931	225.931		572.398	572.398		359.614	225.931	572.398	0															0						Linear,1(1)	17.8858642578125	17.8858642578125	17.8858642578125	17.8858642578125	0.0	17.8858642578125	359.614	359.614	225.931	225.931	572.398	572.398	UP	1.0	0.0	0.0	
GO:0008199	8	ferric iron binding	7	12	1	1	1	1	1	1	1	1	1	37	11	18902	0.99974	0.023805	0.023805	8.33	100006523	fthl28	ENSDARG00000076221		359.614	359.614	359.614		359.614		225.931	225.931	225.931		225.931		572.398	572.398	572.398		572.398		0.0	359.614			359.614	225.931	572.398	1	0	1	100006523	ENSDARG00000076221	359.614	359.614		225.931	225.931		572.398	572.398		359.614	225.931	572.398	0															0						Linear,1(1)	17.8858642578125	17.8858642578125	17.8858642578125	17.8858642578125	0.0	17.8858642578125	359.614	359.614	225.931	225.931	572.398	572.398	UP	1.0	0.0	0.0	
GO:0008201	4	heparin binding	35	70	1	0	0	0	0	0	1	0	0	38	70	18843	0.8687	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008202	5	steroid metabolic process	35	106	3	2	1	2	2	1	3	0	0	38	106	18807	0.80787	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008203	6	cholesterol metabolic process	19	64	1	1	1	0	0	0	1	0	0	38	64	18849	0.87926	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008210	6	estrogen metabolic process	4	8	1	0	0	1	1	0	1	0	0	38	8	18905	0.98407	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008219	3	cell death	83	217	1	0	0	1	1	0	1	0	0	38	217	18696	0.64529	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008233	4	peptidase activity	226	582	8	7	4	8	8	7	8	3	3	35	579	18334	0.97152	0.11046	0.11046	0.52	767682;567630;492331	zgc:152830;si:ch1073-459j12.1;ace2	ENSDARG00000079932;ENSDARG00000006901;ENSDARG00000016918		548.1646666666667	572.366	477.476	62.224047966467836	536.0794754786159	68.1790794400426	287.703	294.447	268.452	16.919036408732346	284.37891644518	18.513738440025065	1046.5803333333333	1112.61	849.251	173.98043732079077	1013.1723314273947	190.86856143410148					572.366;594.652;477.476	294.447;300.21;268.452	1112.61;1177.88;849.251	3	0	3	767682;567630;492331	ENSDARG00000079932;ENSDARG00000006901;ENSDARG00000016918	548.1646666666667	572.366	62.224047966467836	287.703	294.447	16.919036408732346	1046.5803333333333	1112.61	173.98043732079077	572.366;594.652;477.476	294.447;300.21;268.452	1112.61;1177.88;849.251	0															0						Linear,3(1)	2.3999501721942185	7.45995557308197	1.763182282447815	3.3712878227233887	0.8160770864710436	2.3254854679107666	477.7515278133898	618.5778055199436	268.5573079589794	306.84869204102057	849.702934784395	1243.4577318822717	UP	1.0	0.0	0.0	
GO:0008234	5	cysteine-type peptidase activity	77	190	1	0	0	1	1	1	1	0	0	38	190	18723	0.68162	1.0	1.0	0.0																														0	0	0															0															0																							
