Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_Fluorescence,Baseline_Blank,Norm_Baseline_Fluorescence,h24_Fluorescence,h24_Blank,Norm_h24_Fluorescence,Absolute_Delta_Fluorescence,Relative_Delta_Fluorescence,Note: Relative_Delta_Fluorescence = (24h Fluorescence - 24h Blank) / (Baseline Fluorescence - Baseline Blank)
24-DMP,0,Dose_6,52,C,25.1015,27.598625,-2.497125,32.6,26.6505,5.9495,8.446625,-2.383,
24-DMP,0,Dose_6,53,C,23.623,27.598625,-3.975625,29.325,26.6505,2.6745,6.650125,-0.673,
24-DMP,0,Dose_6,54,C,25.675,27.598625,-1.923625,29.9635,26.6505,3.313,5.236625,-1.722,
24-DNP,10,Dose_1,1,A,20.8485,20.901375,-0.0528750000000002,30.189,22.64275,7.54625,7.599125,-142.719,
24-DNP,10,Dose_1,2,A,20.4165,20.901375,-0.484875000000002,32.769,22.64275,10.12625,10.611125,-20.884,
24-DNP,10,Dose_1,3,A,21.246,20.901375,0.344624999999997,32.8225,22.64275,10.17975,9.835125,29.539,
24-DNP,10,Dose_1,4,B,20.456,20.901375,-0.445374999999999,27.554,22.64275,4.91125,5.356625,-11.027,
24-DNP,10,Dose_1,5,B,20.801,20.901375,-0.100375000000003,28.429,22.64275,5.78625,5.88662500000001,-57.646,
24-DNP,10,Dose_1,6,B,19.627,20.901375,-1.274375,23.315,22.64275,0.672249999999998,1.946625,-0.528,
24-DNP,10,Dose_1,7,C,20.0515,20.901375,-0.849875000000004,28.655,22.64275,6.01225,6.86212500000001,-7.074,
24-DNP,10,Dose_1,8,C,19.7105,20.901375,-1.190875,27.4925,22.64275,4.84975,6.040625,-4.072,
24-DNP,10,Dose_1,9,C,21.6405,20.901375,0.739125000000001,24.88,22.64275,2.23725,1.498125,3.027,
24-DNP,1,Dose_2,10,A,20.6775,20.901375,-0.223875,26.8295,22.64275,4.18675,4.410625,-18.701,
24-DNP,1,Dose_2,11,A,19.7355,20.901375,-1.165875,28.4835,22.64275,5.84075,7.006625,-5.01,
24-DNP,1,Dose_2,12,A,19.5005,20.901375,-1.400875,33.6235,22.64275,10.98075,12.381625,-7.838,
24-DNP,1,Dose_2,13,B,19.3935,20.901375,-1.507875,30.7525,22.64275,8.10975,9.617625,-5.378,
24-DNP,1,Dose_2,14,B,19.166,20.901375,-1.735375,27.463,22.64275,4.82025,6.55562500000001,-2.778,
24-DNP,1,Dose_2,15,B,19.2135,20.901375,-1.687875,25.464,22.64275,2.82125,4.509125,-1.671,
24-DNP,1,Dose_2,16,C,19.8675,20.901375,-1.033875,26.559,22.64275,3.91625,4.950125,-3.788,
24-DNP,1,Dose_2,17,C,18.9035,20.901375,-1.997875,24.668,22.64275,2.02525,4.023125,-1.014,
24-DNP,1,Dose_2,18,C,19.762,20.901375,-1.139375,22.662,22.64275,0.0192499999999995,1.158625,-0.017,
24-DNP,0.1,Dose_3,19,A,21.0325,20.901375,0.131124999999997,31.37,22.64275,8.72725,8.596125,66.557,
24-DNP,0.1,Dose_3,20,A,19.6225,20.901375,-1.278875,32.2585,22.64275,9.61575,10.894625,-7.519,
24-DNP,0.1,Dose_3,21,A,20.0415,20.901375,-0.859875000000002,29.577,22.64275,6.93425,7.794125,-8.064,
24-DNP,0.1,Dose_3,22,B,20.297,20.901375,-0.604375000000001,31.0085,22.64275,8.36575,8.970125,-13.842,
24-DNP,0.1,Dose_3,23,B,19.141,20.901375,-1.760375,26.779,22.64275,4.13625,5.896625,-2.35,
24-DNP,0.1,Dose_3,24,B,21.441,20.901375,0.539625000000001,27.678,22.64275,5.03525,4.495625,9.331,
24-DNP,0.1,Dose_3,25,C,19.8635,20.901375,-1.037875,31.9265,22.64275,9.28375,10.321625,-8.945,
24-DNP,0.1,Dose_3,26,C,19.882,20.901375,-1.019375,25.7835,22.64275,3.14075,4.160125,-3.081,
24-DNP,0.1,Dose_3,27,C,19.1235,20.901375,-1.777875,23.9775,22.64275,1.33475,3.112625,-0.751,
24-DNP,0.01,Dose_4,28,A,21.3415,20.901375,0.440124999999998,27.8075,22.64275,5.16475,4.724625,11.735,
24-DNP,0.01,Dose_4,29,A,21.118,20.901375,0.216625000000001,30.181,22.64275,7.53825,7.321625,34.799,
24-DNP,0.01,Dose_4,30,A,20.1545,20.901375,-0.746875000000003,44.0275,22.64275,21.38475,22.131625,-28.632,
24-DNP,0.01,Dose_4,31,B,17.4745,20.901375,-3.426875,31.0715,22.64275,8.42875,11.855625,-2.46,
24-DNP,0.01,Dose_4,32,B,19.514,20.901375,-1.387375,37.8125,22.64275,15.16975,16.557125,-10.934,
24-DNP,0.01,Dose_4,33,B,19.9035,20.901375,-0.997875000000001,34.0175,22.64275,11.37475,12.372625,-11.399,
24-DNP,0.01,Dose_4,34,C,19.7995,20.901375,-1.101875,28.961,22.64275,6.31825,7.420125,-5.734,
24-DNP,0.01,Dose_4,35,C,19.507,20.901375,-1.394375,28.3225,22.64275,5.67975,7.074125,-4.073,
24-DNP,0.01,Dose_4,36,C,20.347,20.901375,-0.554375,26.055,22.64275,3.41225,3.966625,-6.155,
24-DNP,0.001,Dose_5,37,A,21.3995,20.901375,0.498124999999998,31.7545,22.64275,9.11175,8.613625,18.292,
24-DNP,0.001,Dose_5,38,A,20.7975,20.901375,-0.103875000000002,31.63,22.64275,8.98725,9.091125,-86.52,
24-DNP,0.001,Dose_5,39,A,21.196,20.901375,0.294624999999996,32.504,22.64275,9.86125000000001,9.56662500000001,33.471,
24-DNP,0.001,Dose_5,40,B,20.5605,20.901375,-0.340875,25.5545,22.64275,2.91175,3.252625,-8.542,
24-DNP,0.001,Dose_5,41,B,19.8815,20.901375,-1.019875,30.17,22.64275,7.52725,8.547125,-7.381,
24-DNP,0.001,Dose_5,42,B,20.6525,20.901375,-0.248875000000002,27.868,22.64275,5.22525,5.474125,-20.995,
24-DNP,0.001,Dose_5,43,C,19.497,20.901375,-1.404375,29.149,22.64275,6.50625,7.910625,-4.633,
24-DNP,0.001,Dose_5,44,C,19.3505,20.901375,-1.550875,26.3855,22.64275,3.74275,5.293625,-2.413,
24-DNP,0.001,Dose_5,45,C,19.5945,20.901375,-1.306875,25.138,22.64275,2.49525,3.802125,-1.909,
24-DNP,0,Dose_6,46,A,22.0055,20.901375,1.104125,26.6135,22.64275,3.97075,2.866625,3.596,
24-DNP,0,Dose_6,47,A,21.777,20.901375,0.875624999999999,33.0965,22.64275,10.45375,9.578125,11.939,
24-DNP,0,Dose_6,48,A,21.232,20.901375,0.330624999999998,31.264,22.64275,8.62125,8.29062500000001,26.076,
24-DNP,0,Dose_6,49,B,20.8645,20.901375,-0.036875000000002,31.048,22.64275,8.40525,8.442125,-227.939,
24-DNP,0,Dose_6,50,B,19.7115,20.901375,-1.189875,26.5905,22.64275,3.94775,5.137625,-3.318,
24-DNP,0,Dose_6,51,B,19.64,20.901375,-1.261375,51.2175,22.64275,28.57475,29.836125,-22.654,
24-DNP,0,Dose_6,52,C,20.2995,20.901375,-0.601875,28.7185,22.64275,6.07575,6.677625,-10.095,
24-DNP,0,Dose_6,53,C,20.3145,20.901375,-0.586875000000003,27.9155,22.64275,5.27275,5.85962500000001,-8.984,
24-DNP,0,Dose_6,54,C,19.579,20.901375,-1.322375,28.679,22.64275,6.03625,7.358625,-4.565,
34-DCA,1,Dose_1,1,A,37.868,38.9405,-1.07250000000001,36.666,33.684625,2.981375,4.05387500000001,-2.78,
34-DCA,1,Dose_1,2,A,37.6135,38.9405,-1.327,40.75,33.684625,7.065375,8.392375,-5.324,
34-DCA,1,Dose_1,3,A,35.6065,38.9405,-3.334,36.643,33.684625,2.958375,6.29237500000001,-0.887,
34-DCA,1,Dose_1,4,B,28.4945,38.9405,-10.446,44.428,33.684625,10.743375,21.189375,-1.028,
34-DCA,1,Dose_1,5,B,30.294,38.9405,-8.6465,35.8295,33.684625,2.144875,10.791375,-0.248,
34-DCA,1,Dose_1,6,B,27.0555,38.9405,-11.885,49.719,33.684625,16.034375,27.919375,-1.349,
34-DCA,1,Dose_1,7,C,33.004,38.9405,-5.9365,45.234,33.684625,11.549375,17.485875,-1.945,
34-DCA,1,Dose_1,8,C,33.8755,38.9405,-5.065,30.6345,33.684625,-3.050125,2.014875,0.602,
34-DCA,1,Dose_1,9,C,35.5885,38.9405,-3.352,34.27,33.684625,0.585374999999999,3.937375,-0.175,
34-DCA,0.1,Dose_2,10,A,36.646,38.9405,-2.2945,67.277,33.684625,33.592375,35.886875,-14.64,
34-DCA,0.1,Dose_2,11,A,36.6645,38.9405,-2.276,45.45,33.684625,11.765375,14.041375,-5.169,
34-DCA,0.1,Dose_2,12,A,37.1945,38.9405,-1.746,44.852,33.684625,11.167375,12.913375,-6.396,
34-DCA,0.1,Dose_2,13,B,35.6445,38.9405,-3.296,45.5855,33.684625,11.900875,15.196875,-3.611,
34-DCA,0.1,Dose_2,14,B,30.2635,38.9405,-8.677,39.72,33.684625,6.035375,14.712375,-0.696,
34-DCA,0.1,Dose_2,15,B,37.633,38.9405,-1.3075,47.111,33.684625,13.426375,14.733875,-10.269,
34-DCA,0.1,Dose_2,16,C,37.5025,38.9405,-1.438,52.1925,33.684625,18.507875,19.945875,-12.871,
34-DCA,0.1,Dose_2,17,C,38.499,38.9405,-0.441500000000005,38.7115,33.684625,5.026875,5.46837500000001,-11.386,
34-DCA,0.1,Dose_2,18,C,38.2915,38.9405,-0.649000000000001,40.723,33.684625,7.038375,7.687375,-10.845,
34-DCA,0.01,Dose_3,19,A,39.6915,38.9405,0.751000000000005,63.9305,33.684625,30.245875,29.494875,40.274,
34-DCA,0.01,Dose_3,20,A,37.247,38.9405,-1.6935,49.157,33.684625,15.472375,17.165875,-9.136,
34-DCA,0.01,Dose_3,21,A,38.7595,38.9405,-0.180999999999997,61.98,33.684625,28.295375,28.476375,-156.328,
34-DCA,0.01,Dose_3,22,B,35.541,38.9405,-3.3995,49.2395,33.684625,15.554875,18.954375,-4.576,
34-DCA,0.01,Dose_3,23,B,36.6915,38.9405,-2.249,55.207,33.684625,21.522375,23.771375,-9.57,
34-DCA,0.01,Dose_3,24,B,37.6585,38.9405,-1.282,60.305,33.684625,26.620375,27.902375,-20.765,
34-DCA,0.01,Dose_3,25,C,37.1755,38.9405,-1.765,49.515,33.684625,15.830375,17.595375,-8.969,
34-DCA,0.01,Dose_3,26,C,36.7325,38.9405,-2.208,42.168,33.684625,8.483375,10.691375,-3.842,
34-DCA,0.01,Dose_3,27,C,38.202,38.9405,-0.738500000000002,38.4895,33.684625,4.804875,5.543375,-6.506,
34-DCA,0.001,Dose_4,28,A,37.671,38.9405,-1.2695,36.205,33.684625,2.520375,3.789875,-1.985,
34-DCA,0.001,Dose_4,29,A,38.264,38.9405,-0.676500000000004,46.295,33.684625,12.610375,13.286875,-18.641,
34-DCA,0.001,Dose_4,30,A,38.3565,38.9405,-0.584000000000003,38.6635,33.684625,4.978875,5.56287500000001,-8.525,
34-DCA,0.001,Dose_4,31,B,37.9375,38.9405,-1.003,41.841,33.684625,8.156375,9.159375,-8.132,
34-DCA,0.001,Dose_4,32,B,36.5715,38.9405,-2.369,62.331,33.684625,28.646375,31.015375,-12.092,
34-DCA,0.001,Dose_4,33,B,33.5265,38.9405,-5.414,44.716,33.684625,11.031375,16.445375,-2.038,
34-DCA,0.001,Dose_4,34,C,36.926,38.9405,-2.0145,57.768,33.684625,24.083375,26.097875,-11.955,
34-DCA,0.001,Dose_4,35,C,23.0075,38.9405,-15.933,39.902,33.684625,6.217375,22.150375,-0.39,
34-DCA,0.001,Dose_4,36,C,35.5415,38.9405,-3.399,39.3805,33.684625,5.695875,9.094875,-1.676,
34-DCA,0.0001,Dose_5,37,A,35.9635,38.9405,-2.977,51.656,33.684625,17.971375,20.948375,-6.037,
34-DCA,0.0001,Dose_5,38,A,36.0155,38.9405,-2.925,49.9345,33.684625,16.249875,19.174875,-5.556,
34-DCA,0.0001,Dose_5,39,A,35.2305,38.9405,-3.70999999999999,47.306,33.684625,13.621375,17.331375,-3.672,
34-DCA,0.0001,Dose_5,40,B,37.679,38.9405,-1.2615,44.0785,33.684625,10.393875,11.655375,-8.239,
34-DCA,0.0001,Dose_5,41,B,36.645,38.9405,-2.2955,36.933,33.684625,3.248375,5.54387500000001,-1.415,
34-DCA,0.0001,Dose_5,42,B,34.6845,38.9405,-4.256,43.627,33.684625,9.94237500000001,14.198375,-2.336,
34-DCA,0.0001,Dose_5,43,C,35.956,38.9405,-2.9845,45.869,33.684625,12.184375,15.168875,-4.083,
34-DCA,0.0001,Dose_5,44,C,36.1985,38.9405,-2.742,41.553,33.684625,7.868375,10.610375,-2.87,
34-DCA,0.0001,Dose_5,45,C,36.5955,38.9405,-2.345,36.0235,33.684625,2.338875,4.683875,-0.997,
34-DCA,0,Dose_6,46,A,37.9395,38.9405,-1.001,54.892,33.684625,21.207375,22.208375,-21.186,
34-DCA,0,Dose_6,47,A,37.7695,38.9405,-1.171,53.9465,33.684625,20.261875,21.432875,-17.303,
34-DCA,0,Dose_6,48,A,35.8605,38.9405,-3.08,56.285,33.684625,22.600375,25.680375,-7.338,
34-DCA,0,Dose_6,49,B,36.211,38.9405,-2.7295,45.866,33.684625,12.181375,14.910875,-4.463,
34-DCA,0,Dose_6,50,B,34.3815,38.9405,-4.559,58.557,33.684625,24.872375,29.431375,-5.456,
34-DCA,0,Dose_6,51,B,34.969,38.9405,-3.97150000000001,42.9685,33.684625,9.283875,13.255375,-2.338,
34-DCA,0,Dose_6,52,C,33.6675,38.9405,-5.273,37.4675,33.684625,3.782875,9.05587500000001,-0.717,
34-DCA,0,Dose_6,53,C,35.2885,38.9405,-3.652,41.653,33.684625,7.96837500000001,11.620375,-2.182,
34-DCA,0,Dose_6,54,C,36.323,38.9405,-2.6175,37.883,33.684625,4.198375,6.815875,-1.604,
4-TPP,1,Dose_1,1,A,27.858,34.71525,-6.85725,50.875,35.220375,15.654625,22.511875,-2.283,
4-TPP,1,Dose_1,2,A,27.777,34.71525,-6.93825,36.1045,35.220375,0.884124999999997,7.82237499999999,-0.127,
4-TPP,1,Dose_1,3,A,26.183,34.71525,-8.53225,50.957,35.220375,15.736625,24.268875,-1.844,
4-TPP,1,Dose_1,4,B,27.92,34.71525,-6.79525,47.8175,35.220375,12.597125,19.392375,-1.854,
4-TPP,1,Dose_1,5,B,27.3015,34.71525,-7.41375,42.1095,35.220375,6.88912499999999,14.302875,-0.929,
4-TPP,1,Dose_1,6,B,27.23,34.71525,-7.48525,48.3065,35.220375,13.086125,20.571375,-1.748,
4-TPP,1,Dose_1,7,C,27.888,34.71525,-6.82725,59.7095,35.220375,24.489125,31.316375,-3.587,
4-TPP,1,Dose_1,8,C,26.6,34.71525,-8.11525,40.042,35.220375,4.821625,12.936875,-0.594,
4-TPP,1,Dose_1,9,C,27.0985,34.71525,-7.61675,43.3005,35.220375,8.080125,15.696875,-1.061,
4-TPP,0.1,Dose_2,10,A,27.373,34.71525,-7.34225,34.9965,35.220375,-0.223875000000007,7.11837499999999,0.03,
4-TPP,0.1,Dose_2,11,A,26.8705,34.71525,-7.84475,37.456,35.220375,2.235625,10.080375,-0.285,
4-TPP,0.1,Dose_2,12,A,26.3265,34.71525,-8.38874999999999,33.25,35.220375,-1.970375,6.41837499999999,0.235,
4-TPP,0.1,Dose_2,13,B,27.456,34.71525,-7.25925,41.276,35.220375,6.05562499999999,13.314875,-0.834,
4-TPP,0.1,Dose_2,14,B,27.2005,34.71525,-7.51475,37.7655,35.220375,2.545125,10.059875,-0.339,
4-TPP,0.1,Dose_2,15,B,23.842,34.71525,-10.87325,35.602,35.220375,0.381625,11.254875,-0.035,
4-TPP,0.1,Dose_2,16,C,25.2445,34.71525,-9.47075,36.202,35.220375,0.981624999999994,10.452375,-0.104,
4-TPP,0.1,Dose_2,17,C,26.074,34.71525,-8.64125,45.6405,35.220375,10.420125,19.061375,-1.206,
4-TPP,0.1,Dose_2,18,C,24.8845,34.71525,-9.83075,28.955,35.220375,-6.26537500000001,3.56537499999999,0.637,
4-TPP,0.01,Dose_3,19,A,28.2335,34.71525,-6.48175,35.3765,35.220375,0.156124999999996,6.63787499999999,-0.024,
4-TPP,0.01,Dose_3,20,A,27.7085,34.71525,-7.00675,36.4665,35.220375,1.24612499999999,8.25287499999999,-0.178,
4-TPP,0.01,Dose_3,21,A,26.276,34.71525,-8.43925,34.63,35.220375,-0.590375000000009,7.84887499999999,0.07,
4-TPP,0.01,Dose_3,22,B,26.4305,34.71525,-8.28475,42.8975,35.220375,7.677125,15.961875,-0.927,
4-TPP,0.01,Dose_3,23,B,26.5485,34.71525,-8.16675,69.982,35.220375,34.761625,42.928375,-4.256,
4-TPP,0.01,Dose_3,24,B,26.5025,34.71525,-8.21275,44.9285,35.220375,9.708125,17.920875,-1.182,
4-TPP,0.01,Dose_3,25,C,31.843,34.71525,-2.87224999999999,52.184,35.220375,16.963625,19.835875,-5.906,
4-TPP,0.01,Dose_3,26,C,25.637,34.71525,-9.07825,67.5975,35.220375,32.377125,41.455375,-3.566,
4-TPP,0.01,Dose_3,27,C,29.8065,34.71525,-4.90875,41.4645,35.220375,6.244125,11.152875,-1.272,
4-TPP,0.001,Dose_4,28,A,28.3635,34.71525,-6.35175,37.4285,35.220375,2.208125,8.55987499999999,-0.348,
4-TPP,0.001,Dose_4,29,A,29.915,34.71525,-4.80025,35.77,35.220375,0.549624999999992,5.34987499999999,-0.114,
4-TPP,0.001,Dose_4,30,A,26.1695,34.71525,-8.54575,31.1465,35.220375,-4.073875,4.471875,0.477,
4-TPP,0.001,Dose_4,31,B,35.949,34.71525,1.23375,43.709,35.220375,8.488625,7.254875,6.88,
4-TPP,0.001,Dose_4,32,B,27.261,34.71525,-7.45425,35.2765,35.220375,0.0561249999999944,7.51037499999999,-0.008,
4-TPP,0.001,Dose_4,33,B,25.409,34.71525,-9.30625,41.451,35.220375,6.230625,15.536875,-0.67,
4-TPP,0.001,Dose_4,34,C,26.7155,34.71525,-7.99975,34.832,35.220375,-0.388375000000003,7.611375,0.049,
4-TPP,0.001,Dose_4,35,C,31.1035,34.71525,-3.61175,38.2545,35.220375,3.034125,6.64587499999999,-0.84,
4-TPP,0.001,Dose_4,36,C,27.078,34.71525,-7.63725,45.589,35.220375,10.368625,18.005875,-1.358,
4-TPP,0.0001,Dose_5,37,A,27.5615,34.71525,-7.15375,34.3215,35.220375,-0.898875000000004,6.25487499999999,0.126,
4-TPP,0.0001,Dose_5,38,A,25.5405,34.71525,-9.17475,35.347,35.220375,0.126624999999997,9.30137499999999,-0.014,
4-TPP,0.0001,Dose_5,39,A,27.673,34.71525,-7.04225,32.984,35.220375,-2.236375,4.80587499999999,0.318,
4-TPP,0.0001,Dose_5,40,B,24.832,34.71525,-9.88325,38.258,35.220375,3.03762499999999,12.920875,-0.307,
4-TPP,0.0001,Dose_5,41,B,26.9915,34.71525,-7.72375,39.048,35.220375,3.827625,11.551375,-0.496,
4-TPP,0.0001,Dose_5,42,B,26.4225,34.71525,-8.29275,34.508,35.220375,-0.712375000000009,7.58037499999999,0.086,
4-TPP,0.0001,Dose_5,43,C,27.2305,34.71525,-7.48475,34.267,35.220375,-0.953375000000008,6.53137499999999,0.127,
4-TPP,0.0001,Dose_5,44,C,32.638,34.71525,-2.07724999999999,35.3995,35.220375,0.179124999999999,2.25637499999999,-0.086,
4-TPP,0.0001,Dose_5,45,C,27.097,34.71525,-7.61825,29.6165,35.220375,-5.60387500000001,2.01437499999999,0.736,
4-TPP,0,Dose_6,46,A,28.4265,34.71525,-6.28875,33.5315,35.220375,-1.688875,4.59987499999999,0.269,
4-TPP,0,Dose_6,47,A,26.963,34.71525,-7.75225,33.382,35.220375,-1.83837500000001,5.91387499999999,0.237,
4-TPP,0,Dose_6,48,A,28.354,34.71525,-6.36125,38.4825,35.220375,3.262125,9.623375,-0.513,
4-TPP,0,Dose_6,49,B,27.6995,34.71525,-7.01575,39.267,35.220375,4.046625,11.062375,-0.577,
4-TPP,0,Dose_6,50,B,27.1435,34.71525,-7.57174999999999,29.836,35.220375,-5.38437500000001,2.18737499999999,0.711,
4-TPP,0,Dose_6,51,B,31.199,34.71525,-3.51625,35.1655,35.220375,-0.0548750000000027,3.461375,0.016,
4-TPP,0,Dose_6,52,C,26.485,34.71525,-8.23025,33.1435,35.220375,-2.076875,6.153375,0.252,
4-TPP,0,Dose_6,53,C,28.643,34.71525,-6.07225,32.4615,35.220375,-2.758875,3.31337499999999,0.454,
4-TPP,0,Dose_6,54,C,25.9485,34.71525,-8.76675,28.122,35.220375,-7.098375,1.66837499999999,0.81,
4C3MP,1,Dose_1,1,A,29.739,32.025,-2.286,37.288,31.58525,5.70275,7.98875,-2.495,
4C3MP,1,Dose_1,2,A,28.872,32.025,-3.153,37.1605,31.58525,5.57525,8.72825,-1.768,
4C3MP,1,Dose_1,3,A,28.102,32.025,-3.923,42.7845,31.58525,11.19925,15.12225,-2.855,
4C3MP,1,Dose_1,4,B,28.265,32.025,-3.76,40.3925,31.58525,8.80725,12.56725,-2.342,
4C3MP,1,Dose_1,5,B,28.3115,32.025,-3.7135,38.342,31.58525,6.75675,10.47025,-1.82,
4C3MP,1,Dose_1,6,B,27.3435,32.025,-4.6815,40.882,31.58525,9.29675000000001,13.97825,-1.986,
4C3MP,1,Dose_1,7,C,27.759,32.025,-4.266,40.124,31.58525,8.53875,12.80475,-2.002,
4C3MP,1,Dose_1,8,C,29.3705,32.025,-2.6545,42.9435,31.58525,11.35825,14.01275,-4.279,
4C3MP,1,Dose_1,9,C,27.5405,32.025,-4.4845,37.039,31.58525,5.45375,9.93825,-1.216,
4C3MP,0.1,Dose_2,10,A,29.111,32.025,-2.914,34.796,31.58525,3.21075,6.12475,-1.102,
4C3MP,0.1,Dose_2,11,A,28.5325,32.025,-3.4925,31.1815,31.58525,-0.403749999999999,3.08875,0.116,
4C3MP,0.1,Dose_2,12,A,29.3135,32.025,-2.7115,32.9735,31.58525,1.38825,4.09975,-0.512,
4C3MP,0.1,Dose_2,13,B,28.648,32.025,-3.377,40.713,31.58525,9.12775,12.50475,-2.703,
4C3MP,0.1,Dose_2,14,B,28.578,32.025,-3.447,34.2235,31.58525,2.63825,6.08525,-0.765,
4C3MP,0.1,Dose_2,15,B,28.071,32.025,-3.954,34.407,31.58525,2.82175,6.77575,-0.714,
4C3MP,0.1,Dose_2,16,C,27.496,32.025,-4.529,31.106,31.58525,-0.479249999999997,4.04975,0.106,
4C3MP,0.1,Dose_2,17,C,28.4325,32.025,-3.5925,30.167,31.58525,-1.41825,2.17425,0.395,
4C3MP,0.1,Dose_2,18,C,28.0135,32.025,-4.0115,34.2735,31.58525,2.68825,6.69975,-0.67,
4C3MP,0.01,Dose_3,19,A,30.472,32.025,-1.553,34.883,31.58525,3.29775,4.85074999999999,-2.123,
4C3MP,0.01,Dose_3,20,A,29.8825,32.025,-2.1425,36.9515,31.58525,5.36625,7.50875,-2.505,
4C3MP,0.01,Dose_3,21,A,29.3535,32.025,-2.6715,40.175,31.58525,8.58975,11.26125,-3.215,
4C3MP,0.01,Dose_3,22,B,30.1055,32.025,-1.9195,35.2925,31.58525,3.70725000000001,5.62675000000001,-1.931,
4C3MP,0.01,Dose_3,23,B,29.527,32.025,-2.498,38.3165,31.58525,6.73125000000001,9.22925,-2.695,
4C3MP,0.01,Dose_3,24,B,28.5815,32.025,-3.4435,39.297,31.58525,7.71175,11.15525,-2.24,
4C3MP,0.01,Dose_3,25,C,29.3785,32.025,-2.6465,43.382,31.58525,11.79675,14.44325,-4.457,
4C3MP,0.01,Dose_3,26,C,30.189,32.025,-1.836,41.2895,31.58525,9.70425000000001,11.54025,-5.286,
4C3MP,0.01,Dose_3,27,C,28.945,32.025,-3.08,37.6825,31.58525,6.09725000000001,9.17725,-1.98,
4C3MP,0.001,Dose_4,28,A,31.291,32.025,-0.733999999999998,32.052,31.58525,0.466750000000001,1.20075,-0.636,
4C3MP,0.001,Dose_4,29,A,31.2495,32.025,-0.775500000000001,39.834,31.58525,8.24875000000001,9.02425000000001,-10.637,
4C3MP,0.001,Dose_4,30,A,30.4305,32.025,-1.5945,37.8935,31.58525,6.30825,7.90275,-3.956,
4C3MP,0.001,Dose_4,31,B,28.2265,32.025,-3.7985,34.8545,31.58525,3.26925,7.06775,-0.861,
4C3MP,0.001,Dose_4,32,B,29.26,32.025,-2.765,34.4485,31.58525,2.86325,5.62825,-1.036,
4C3MP,0.001,Dose_4,33,B,29.198,32.025,-2.827,38.2285,31.58525,6.64325,9.47025,-2.35,
4C3MP,0.001,Dose_4,34,C,28.9105,32.025,-3.1145,35.3935,31.58525,3.80825,6.92275,-1.223,
4C3MP,0.001,Dose_4,35,C,27.4225,32.025,-4.6025,34.182,31.58525,2.59675,7.19925,-0.564,
4C3MP,0.001,Dose_4,36,C,28.1305,32.025,-3.8945,36.2,31.58525,4.61475,8.50925,-1.185,
4C3MP,0.0001,Dose_5,37,A,33.411,32.025,1.386,40.3075,31.58525,8.72225000000001,7.33625,6.293,
4C3MP,0.0001,Dose_5,38,A,31.411,32.025,-0.613999999999997,38.9105,31.58525,7.32525,7.93925,-11.93,
4C3MP,0.0001,Dose_5,39,A,30.2945,32.025,-1.7305,34.4335,31.58525,2.84825,4.57875,-1.646,
4C3MP,0.0001,Dose_5,40,B,27.9205,32.025,-4.1045,40.5295,31.58525,8.94425,13.04875,-2.179,
4C3MP,0.0001,Dose_5,41,B,30.23,32.025,-1.795,34.3665,31.58525,2.78125,4.57625,-1.549,
4C3MP,0.0001,Dose_5,42,B,32.798,32.025,0.773000000000003,35.4565,31.58525,3.87125,3.09825,5.008,
4C3MP,0.0001,Dose_5,43,C,31.872,32.025,-0.152999999999999,38.02,31.58525,6.43475,6.58775,-42.057,
4C3MP,0.0001,Dose_5,44,C,29.4125,32.025,-2.6125,34.8325,31.58525,3.24725,5.85975,-1.243,
4C3MP,0.0001,Dose_5,45,C,28.336,32.025,-3.689,32.866,31.58525,1.28075,4.96975,-0.347,
4C3MP,0,Dose_6,46,A,31.08,32.025,-0.945,37.162,31.58525,5.57675,6.52175,-5.901,
4C3MP,0,Dose_6,47,A,29.8425,32.025,-2.1825,33.971,31.58525,2.38575,4.56825,-1.093,
4C3MP,0,Dose_6,48,A,28.1395,32.025,-3.8855,37.4975,31.58525,5.91225,9.79775,-1.522,
4C3MP,0,Dose_6,49,B,29.9165,32.025,-2.1085,36.959,31.58525,5.37375000000001,7.48225,-2.549,
4C3MP,0,Dose_6,50,B,29.409,32.025,-2.616,33.383,31.58525,1.79775,4.41375,-0.687,
4C3MP,0,Dose_6,51,B,31.116,32.025,-0.908999999999999,37.7895,31.58525,6.20425000000001,7.11325,-6.825,
4C3MP,0,Dose_6,52,C,29.251,32.025,-2.774,42.8125,31.58525,11.22725,14.00125,-4.047,
4C3MP,0,Dose_6,53,C,30.3455,32.025,-1.6795,37.7275,31.58525,6.14225000000001,7.82175000000001,-3.657,
4C3MP,0,Dose_6,54,C,31.1255,32.025,-0.899499999999996,33.9315,31.58525,2.34625,3.24575,-2.608,
4TOP,0.1,Dose_1,1,A,29.0665,31.62025,-2.55375,34.4455,33.913875,0.531624999999998,3.085375,-0.208,
4TOP,0.1,Dose_1,2,A,29.3455,31.62025,-2.27475,37.5445,33.913875,3.630625,5.905375,-1.596,
4TOP,0.1,Dose_1,3,A,28.0985,31.62025,-3.52175,31.8185,33.913875,-2.095375,1.426375,0.595,
4TOP,0.1,Dose_1,4,B,28.6615,31.62025,-2.95875,32.4585,33.913875,-1.455375,1.503375,0.492,
4TOP,0.1,Dose_1,5,B,29.412,31.62025,-2.20825,38.138,33.913875,4.22412500000001,6.43237500000001,-1.913,
