GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0031418,5,L-ascorbic acid binding,2,20,1,1,0,1,1,1,1,0,0,175,20,18756,0.83057,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031420,6,alkali metal ion binding,3,5,1,0,0,0,0,0,1,0,0,175,5,18771,0.95467,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031430,3,M band,6,9,2,1,0,2,2,1,2,0,0,175,9,18767,0.91988,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031461,5,cullin-RING ubiquitin ligase complex,50,125,5,3,2,5,5,2,5,1,1,174,124,18652,0.67877,0.6876,1,0.8,324655,cul3a,ENSDARG00000038967,,356.426,356.426,356.426,,356.426,,223.61,223.61,223.61,,223.61,,568.13,568.13,568.13,,568.13,,,,,,356.426,223.61,568.13,0,1,0,,,,,,,,,,,,,,,1,324655,ENSDARG00000038967,356.426,356.426,,223.61,223.61,,568.13,568.13,,356.426,223.61,568.13,0,,,,,,"Linear,1(1)",1.878767014,1.878767014,1.878767014,1.878767014,0,1.878767014,356.426,356.426,223.61,223.61,568.13,568.13,DOWN,0,1,0
GO:0031463,6,Cul3-RING ubiquitin ligase complex,12,23,2,1,1,2,2,1,2,1,1,174,22,18754,0.98111,0.19225,0.19225,4.35,324655,cul3a,ENSDARG00000038967,,356.426,356.426,356.426,,356.426,,223.61,223.61,223.61,,223.61,,568.13,568.13,568.13,,568.13,,,,,,356.426,223.61,568.13,0,1,0,,,,,,,,,,,,,,,1,324655,ENSDARG00000038967,356.426,356.426,,223.61,223.61,,568.13,568.13,,356.426,223.61,568.13,0,,,,,,"Linear,1(1)",1.878767014,1.878767014,1.878767014,1.878767014,0,1.878767014,356.426,356.426,223.61,223.61,568.13,568.13,DOWN,0,1,0
GO:0031490,4,chromatin DNA binding,31,58,3,1,1,2,2,1,3,0,0,175,58,18718,0.58339,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031491,4,nucleosome binding,27,43,5,2,2,3,3,2,5,1,1,174,42,18734,0.94017,0.32925,0.32925,2.33,550463,eed,ENSDARG00000099640,,706.241,706.241,706.241,,706.241,,318.441,318.441,318.441,,318.441,,1566.31,1566.31,1566.31,,1566.31,,,,,,706.241,318.441,1566.31,1,0,1,550463,ENSDARG00000099640,706.241,706.241,,318.441,318.441,,1566.31,1566.31,,706.241,318.441,1566.31,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.268917084,2.268917084,2.268917084,2.268917084,0,2.268917084,706.241,706.241,318.441,318.441,1566.31,1566.31,UP,1,0,0
GO:0031492,5,nucleosomal DNA binding,14,24,1,0,0,1,1,0,1,0,0,175,24,18752,0.80028,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031497,6,chromatin assembly,16,30,1,0,0,1,1,0,1,0,0,175,30,18746,0.75689,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031503,3,protein-containing complex localization,36,85,6,2,1,6,6,5,6,0,0,175,85,18691,0.4537,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031514,6,motile cilium,6,44,1,0,0,0,0,0,1,0,0,175,44,18732,0.66454,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031519,4,PcG protein complex,13,25,2,2,2,2,2,2,2,2,2,173,23,18753,0.99847,0.02213,0.02213,8,558885;550463,bap1;eed,ENSDARG00000063051;ENSDARG00000099640,,623.2075,623.2075,540.174,117.4271018,616.9298149,117.0910141,302.5525,302.5525,286.664,22.46973219,301.3512619,22.40542164,1292.095,1292.095,1017.88,387.798572,1271.363182,386.688655,0.5,623.2075,,,540.174;706.241,286.664;318.441,1017.88;1566.31,1,1,1,550463,ENSDARG00000099640,706.241,706.241,,318.441,318.441,,1566.31,1566.31,,706.241,318.441,1566.31,1,558885,ENSDARG00000063051,540.174,540.174,,286.664,286.664,,1017.88,1017.88,,540.174,286.664,1017.88,0,,,,,,"Linear,2(1)",2.27140993,4.542822599,2.268917084,2.273905516,0.003527354,2.2714113,460.46184,785.95316,271.41104,333.69396,754.6336,1829.5564,CONFLICT,0.5,0.5,0
GO:0031532,6,actin cytoskeleton reorganization,6,17,2,1,1,1,1,0,2,0,0,175,17,18759,0.85404,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031570,7,DNA integrity checkpoint signaling,7,37,1,1,0,1,1,1,1,0,0,175,37,18739,0.70922,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031579,6,membrane raft organization,2,7,1,1,1,1,1,1,1,1,1,174,6,18770,0.99827,0.062887,0.062887,14.29,449679,cav3,ENSDARG00000024141,,445.812,445.812,445.812,,445.812,,258.199,258.199,258.199,,258.199,,769.746,769.746,769.746,,769.746,,0,445.812,0,445.812,445.812,258.199,769.746,1,0,1,449679,ENSDARG00000024141,445.812,445.812,,258.199,258.199,,769.746,769.746,,445.812,258.199,769.746,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.262265921,2.262265921,2.262265921,2.262265921,0,2.262265921,445.812,445.812,258.199,258.199,769.746,769.746,UP,1,0,0
GO:0031589,4,cell-substrate adhesion,30,80,6,5,5,5,5,4,6,4,4,171,76,18700,0.99913,0.0064438,0.0064438,5,100302470;405864;393543;334613,epdl1;itgb1b.2;ilk;fn1b,ENSDARG00000076386;ENSDARG00000022689;ENSDARG00000056964;ENSDARG00000006526,,536.03425,527.8775,429.272,106.3665661,485.7368084,87.28231145,281.81575,281.5165,252.441,27.63200882,268.6264976,22.66344729,1027.32025,992.9905,729.97,306.3780036,883.7890718,251.572285,3,659.11,,,429.272;467.617;659.11;588.138,252.441;265.251;311.789;297.782,729.97;824.371;1393.33;1161.61,4,0,4,100302470;405864;393543;334613,ENSDARG00000076386;ENSDARG00000022689;ENSDARG00000056964;ENSDARG00000006526,536.03425,527.8775,106.3665661,281.81575,281.5165,27.63200882,1027.32025,992.9905,306.3780036,429.272;467.617;659.11;588.138,252.441;265.251;311.789;297.782,729.97;824.371;1393.33;1161.61,0,,,,,,,,,,,,,,,0,,,,,,"Linear,4(1)",1.799804158,7.204548359,1.68934226,1.875515938,0.079215853,1.81984508,431.7950153,640.2734847,254.7363814,308.8951186,727.0698065,1327.570694,UP,1,0,0
GO:0031593,5,polyubiquitin modification-dependent protein binding,16,32,2,1,1,1,1,1,2,1,1,174,31,18745,0.96491,0.25704,0.25704,3.12,550287,psmd4b,ENSDARG00000023279,,672.341,672.341,672.341,,672.341,,313.006,313.006,313.006,,313.006,,1444.2,1444.2,1444.2,,1444.2,,,,,,672.341,313.006,1444.2,1,0,1,550287,ENSDARG00000023279,672.341,672.341,,313.006,313.006,,1444.2,1444.2,,672.341,313.006,1444.2,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.069612741,2.069612741,2.069612741,2.069612741,0,2.069612741,672.341,672.341,313.006,313.006,1444.2,1444.2,UP,1,0,0
GO:0031623,7,receptor internalization,10,27,1,1,0,1,1,1,1,0,0,175,27,18749,0.77829,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031625,6,ubiquitin protein ligase binding,32,53,10,8,6,8,8,7,10,5,5,170,48,18728,0.99999,1.27E-04,1.27E-04,9.43,448858;415162;368359;326974;324655,txnipb;ube2l3a;txnipa;gabarapa;cul3a,ENSDARG00000070000;ENSDARG00000112087;ENSDARG00000036107;ENSDARG00000035557;ENSDARG00000038967,,496.4966,479.421,356.426,122.8354678,500.7757827,144.2865846,269.0648,269.219,223.61,35.69776479,268.3259836,41.83806679,926.0104,853.746,568.13,337.0095323,947.9579863,395.9207783,1.5,445.7535,,,479.421;412.086;662.788;571.762;356.426,269.219;245.996;312.244;294.255;223.61,853.746;690.316;1406.88;1110.98;568.13,4,1,4,448858;415162;368359;326974,ENSDARG00000070000;ENSDARG00000112087;ENSDARG00000036107;ENSDARG00000035557,531.51425,525.5915,109.2847846,280.4285,281.737,28.95196072,1015.4805,982.363,313.15796,479.421;412.086;662.788;571.762,269.219;245.996;312.244;294.255,853.746;690.316;1406.88;1110.98,1,324655,ENSDARG00000038967,356.426,356.426,,223.61,223.61,,568.13,568.13,,356.426,223.61,568.13,0,,,,,,"Linear,5(1)",1.792262494,9.005500197,1.559013605,1.979263902,0.196923902,1.878767014,388.8265652,604.1666348,237.7743295,300.3552705,630.6085204,1221.41228,UP,0.8,0.2,0
GO:0031628,6,opioid receptor binding,3,8,1,0,0,1,1,1,1,0,0,175,8,18768,0.92846,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031629,5,synaptic vesicle fusion to presynaptic active zone membrane,5,17,1,1,0,1,1,1,1,0,0,175,17,18759,0.85404,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031647,4,regulation of protein stability,18,36,1,0,0,0,0,0,1,0,0,175,36,18740,0.71585,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031667,5,response to nutrient levels,38,93,7,6,5,6,6,6,7,4,4,171,89,18687,0.99829,0.01085,0.01085,4.3,100004700;567919;326974;58094,cyp24a1;sik2b;gabarapa;dap1b,ENSDARG00000103277;ENSDARG00000062315;ENSDARG00000035557;ENSDARG00000086842,,456.79375,480.8865,279.866,147.8238026,427.5033517,162.2652781,254.011,265.977,186.936,52.42783915,242.010287,58.68912559,830.92175,875.451,418.995,360.019019,766.3094762,389.9772643,,,,,390.011;585.536;571.762;279.866,237.699;297.154;294.255;186.936,639.922;1153.79;1110.98;418.995,3,1,3,100004700;326974;58094,ENSDARG00000103277;ENSDARG00000035557;ENSDARG00000086842,413.8796667,390.011,147.4045577,239.63,237.699,53.68555216,723.299,639.922,353.4467473,390.011;571.762;279.866,237.699;294.255;186.936,639.922;1110.98;418.995,1,567919,ENSDARG00000062315,585.536,585.536,,297.154,297.154,,1153.79,1153.79,,585.536,297.154,1153.79,0,,,,,,"Linear,4(1)",1.81633551,7.3549546,1.522351384,2.242749929,0.33422819,1.794926643,311.9264234,601.6610766,202.6317176,305.3902824,478.1031114,1183.740389,UP,0.75,0.25,0
GO:0031668,4,cellular response to extracellular stimulus,27,60,5,4,3,5,5,5,5,3,3,172,57,18719,0.99771,0.018031,0.018031,5,567919;326974;58094,sik2b;gabarapa;dap1b,ENSDARG00000062315;ENSDARG00000035557;ENSDARG00000086842,,479.0546667,571.762,279.866,172.6398693,433.129289,183.5816977,259.4483333,294.255,186.936,62.81424929,242.6572198,66.720416,894.5883333,1110.98,418.995,412.4317375,785.2746247,438.8974755,2,585.536,,,585.536;571.762;279.866,297.154;294.255;186.936,1153.79;1110.98;418.995,2,1,2,326974;58094,ENSDARG00000035557;ENSDARG00000086842,425.814,425.814,206.401641,240.5955,240.5955,75.88599265,764.9875,764.9875,489.307286,571.762;279.866,294.255;186.936,1110.98;418.995,1,567919,ENSDARG00000062315,585.536,585.536,,297.154,297.154,,1153.79,1153.79,,585.536,297.154,1153.79,0,,,,,,"Linear,3(1)",1.693042321,5.112204671,1.522351384,1.979263902,0.242375704,1.610589385,283.6942637,674.4150697,188.3673188,330.5293479,427.877887,1361.29878,UP,0.666666667,0.333333333,0
GO:0031669,5,cellular response to nutrient levels,27,59,5,4,3,5,5,5,5,3,3,172,56,18720,0.99785,0.017244,0.017244,5.08,567919;326974;58094,sik2b;gabarapa;dap1b,ENSDARG00000062315;ENSDARG00000035557;ENSDARG00000086842,,479.0546667,571.762,279.866,172.6398693,433.129289,183.5816977,259.4483333,294.255,186.936,62.81424929,242.6572198,66.720416,894.5883333,1110.98,418.995,412.4317375,785.2746247,438.8974755,1.5,578.649,,,585.536;571.762;279.866,297.154;294.255;186.936,1153.79;1110.98;418.995,2,1,2,326974;58094,ENSDARG00000035557;ENSDARG00000086842,425.814,425.814,206.401641,240.5955,240.5955,75.88599265,764.9875,764.9875,489.307286,571.762;279.866,294.255;186.936,1110.98;418.995,1,567919,ENSDARG00000062315,585.536,585.536,,297.154,297.154,,1153.79,1153.79,,585.536,297.154,1153.79,0,,,,,,"Linear,3(1)",1.693042321,5.112204671,1.522351384,1.979263902,0.242375704,1.610589385,283.6942637,674.4150697,188.3673188,330.5293479,427.877887,1361.29878,UP,0.666666667,0.333333333,0
GO:0031681,4,G-protein beta-subunit binding,10,16,1,0,0,1,1,0,1,0,0,175,16,18760,0.862,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031683,4,G-protein beta/gamma-subunit complex binding,11,23,1,0,0,1,1,1,1,0,0,175,23,18753,0.80775,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031690,6,adrenergic receptor binding,1,2,1,0,0,1,1,1,1,0,0,175,2,18774,0.98162,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031698,7,beta-2 adrenergic receptor binding,1,1,1,0,0,1,1,1,1,0,0,175,1,18775,0.99077,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031748,7,D1 dopamine receptor binding,1,1,1,0,0,1,1,1,1,0,0,175,1,18775,0.99077,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031852,7,mu-type opioid receptor binding,3,3,1,0,0,1,1,1,1,0,0,175,3,18773,0.97255,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031901,7,early endosome membrane,15,45,2,0,0,0,0,0,2,0,0,175,45,18731,0.65839,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031902,7,late endosome membrane,27,55,2,2,1,2,2,2,2,1,1,174,54,18722,0.90832,0.40009,0.40009,1.82,100000085,si:ch211-212k18.7,ENSDARG00000055504,,580.009,580.009,580.009,,580.009,,296.198,296.198,296.198,,296.198,,1135.76,1135.76,1135.76,,1135.76,,,,,,580.009,296.198,1135.76,1,0,1,100000085,ENSDARG00000055504,580.009,580.009,,296.198,296.198,,1135.76,1135.76,,580.009,296.198,1135.76,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.937972784,1.937972784,1.937972784,1.937972784,0,1.937972784,580.009,580.009,296.198,296.198,1135.76,1135.76,UP,1,0,0
GO:0031935,7,regulation of chromatin silencing,8,20,1,0,0,1,1,0,1,0,0,175,20,18756,0.83057,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031936,8,negative regulation of chromatin silencing,8,19,1,0,0,1,1,0,1,0,0,175,19,18757,0.83832,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031941,3,filamentous actin,7,20,2,2,1,2,2,2,2,1,1,174,19,18757,0.98556,0.16943,0.16943,5,560322,pdlim2,ENSDARG00000069956,,270.168,270.168,270.168,,270.168,,181.854,181.854,181.854,,181.854,,401.37,401.37,401.37,,401.37,,0,270.168,,,270.168,181.854,401.37,1,0,1,560322,ENSDARG00000069956,270.168,270.168,,181.854,181.854,,401.37,401.37,,270.168,181.854,401.37,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.356743813,2.356743813,2.356743813,2.356743813,0,2.356743813,270.168,270.168,181.854,181.854,401.37,401.37,UP,1,0,0
GO:0031957,5,very long-chain fatty acid-CoA ligase activity,2,5,1,0,0,1,1,0,1,0,0,175,5,18771,0.95467,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031960,6,response to corticosteroid,7,10,1,0,0,0,0,0,1,0,0,175,10,18766,0.91138,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031965,5,nuclear membrane,19,50,2,2,1,2,2,2,2,1,1,174,49,18727,0.92212,0.37153,0.37153,2,449559,tmem18,ENSDARG00000036704,,673.387,673.387,673.387,,673.387,,314.494,314.494,314.494,,314.494,,1441.84,1441.84,1441.84,,1441.84,,,,,,673.387,314.494,1441.84,1,0,1,449559,ENSDARG00000036704,673.387,673.387,,314.494,314.494,,1441.84,1441.84,,673.387,314.494,1441.84,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.157227039,2.157227039,2.157227039,2.157227039,0,2.157227039,673.387,673.387,314.494,314.494,1441.84,1441.84,UP,1,0,0
GO:0031966,5,mitochondrial membrane,170,315,35,7,5,13,13,9,35,4,4,171,311,18465,0.83268,0.33206,0.54132,1.27,568155;449677;436640;406309,bnip4;cpt1b;slc25a48;tomm20a,ENSDARG00000022832;ENSDARG00000058285;ENSDARG00000021250;ENSDARG00000103163,,446.58475,426.0895,325.321,132.294702,384.9256401,103.1367897,252.129,248.598,209.494,43.6623325,231.5229196,34.15319702,800.019,733.374,505.188,335.6950991,645.8510189,260.8369128,,,,,325.321;608.839;499.008;353.171,209.494;301.826;275.119;222.077,505.188;1228.14;905.097;561.651,3,1,3,568155;436640;406309,ENSDARG00000022832;ENSDARG00000021250;ENSDARG00000103163,392.5,353.171,93.28382053,235.5633333,222.077,34.82916948,657.312,561.651,216.4372248,325.321;499.008;353.171,209.494;275.119;222.077,505.188;905.097;561.651,1,449677,ENSDARG00000058285,608.839,608.839,,301.826,301.826,,1228.14,1228.14,,608.839,301.826,1228.14,0,,,,,,"Linear,4(1)",2.221672251,8.995609999,1.862719774,2.84144783,0.417912695,2.145721197,316.935942,576.233558,209.3399142,294.9180858,471.0378029,1129.000197,UP,0.75,0.25,0
GO:0031967,4,organelle envelope,29,62,5,3,1,4,4,3,5,1,1,174,61,18715,0.88794,0.43793,0.43793,1.61,568155,bnip4,ENSDARG00000022832,,325.321,325.321,325.321,,325.321,,209.494,209.494,209.494,,209.494,,505.188,505.188,505.188,,505.188,,,,,,325.321,209.494,505.188,1,0,1,568155,ENSDARG00000022832,325.321,325.321,,209.494,209.494,,505.188,505.188,,325.321,209.494,505.188,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.180457592,2.180457592,2.180457592,2.180457592,0,2.180457592,325.321,325.321,209.494,209.494,505.188,505.188,UP,1,0,0
GO:0031968,5,organelle outer membrane,46,98,4,3,3,4,4,4,4,3,3,172,95,18681,0.98704,0.062361,0.062361,3.06,568155;449677;406309,bnip4;cpt1b;tomm20a,ENSDARG00000022832;ENSDARG00000058285;ENSDARG00000103163,,429.1103333,353.171,325.321,156.2712412,373.8659075,105.1233459,244.4656667,222.077,209.494,50.0723362,227.2964906,33.70881504,764.993,561.651,505.188,402.0893872,620.7183759,270.628568,,,,,325.321;608.839;353.171,209.494;301.826;222.077,505.188;1228.14;561.651,2,1,2,568155;406309,ENSDARG00000022832;ENSDARG00000103163,339.246,339.246,19.69292386,215.7855,215.7855,8.897524628,533.4195,533.4195,39.92537019,325.321;353.171,209.494;222.077,505.188;561.651,1,449677,ENSDARG00000058285,608.839,608.839,,301.826,301.826,,1228.14,1228.14,,608.839,301.826,1228.14,0,,,,,,"Linear,3(1)",2.046727817,6.154162169,1.862719774,2.180457592,0.167042566,2.110984802,252.2727767,605.94789,187.8034842,301.1278492,309.9860248,1219.999975,UP,0.666666667,0.333333333,0
GO:0031970,6,organelle envelope lumen,21,35,5,0,0,3,3,2,5,0,0,175,35,18741,0.72253,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0031974,3,membrane-enclosed lumen,79,160,14,4,2,9,9,6,14,1,1,174,159,18617,0.56397,0.77477,1,0.62,569468,tfb2m,ENSDARG00000074756,,1.53704,1.53704,1.53704,,1.53704,,0.243817,0.243817,0.243817,,0.243817,,9.68961,9.68961,9.68961,,9.68961,,,,,,1.53704,0.243817,9.68961,1,0,1,569468,ENSDARG00000074756,1.53704,1.53704,,0.243817,0.243817,,9.68961,9.68961,,1.53704,0.243817,9.68961,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.906036973,1.906036973,1.906036973,1.906036973,0,1.906036973,1.53704,1.53704,0.243817,0.243817,9.68961,9.68961,UP,1,0,0
GO:0031975,3,envelope,29,62,5,3,1,4,4,3,5,1,1,174,61,18715,0.88794,0.43793,0.43793,1.61,568155,bnip4,ENSDARG00000022832,,325.321,325.321,325.321,,325.321,,209.494,209.494,209.494,,209.494,,505.188,505.188,505.188,,505.188,,,,,,325.321,209.494,505.188,1,0,1,568155,ENSDARG00000022832,325.321,325.321,,209.494,209.494,,505.188,505.188,,325.321,209.494,505.188,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.180457592,2.180457592,2.180457592,2.180457592,0,2.180457592,325.321,325.321,209.494,209.494,505.188,505.188,UP,1,0,0
