Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPAF_DESeq_normData
Work Source: BPAF_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.10
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 4359
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0005577	3	fibrinogen complex	2	3	1	0	0	1	1	1	1	0	0	66	3	18882	0.98959	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005581	3	collagen trimer	27	52	10	8	4	7	7	6	10	1	1	65	51	18834	0.98584	0.16611	0.16611	1.92	323561	col4a5	ENSDARG00000052063		558.473	558.473	558.473		558.473		291.07	291.07	291.07		291.07		1071.54	1071.54	1071.54		1071.54						558.473	291.07	1071.54	1	0	1	323561	ENSDARG00000052063	558.473	558.473		291.07	291.07		1071.54	1071.54		558.473	291.07	1071.54	0															0						Linear,1(1)	1.7327704429626465	1.7327704429626465	1.7327704429626465	1.7327704429626465	0.0	1.7327704429626465	558.473	558.473	291.07	291.07	1071.54	1071.54	UP	1.0	0.0	0.0	
GO:0005583	4	fibrillar collagen trimer	4	5	3	3	1	2	2	1	3	0	0	66	5	18880	0.98271	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005584	5	collagen type I trimer	1	1	1	1	0	0	0	0	1	0	0	66	1	18884	0.99652	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005588	5	collagen type V trimer	2	3	1	1	0	1	1	1	1	0	0	66	3	18882	0.98959	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005592	5	collagen type XI trimer	1	1	1	1	1	1	1	0	1	0	0	66	1	18884	0.99652	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005604	6	basement membrane	20	36	3	2	2	3	3	3	3	2	2	64	34	18851	0.99973	0.0069728	0.0069728	5.56	323561;286832	col4a5;lamc1	ENSDARG00000052063;ENSDARG00000036279		590.775	590.775	558.473	45.681926491776466	585.2656080271104	45.01257166812604	298.0075	298.0075	291.07	9.811106588963346	296.8242479780843	9.667349264675531	1172.32	1172.32	1071.54	142.5244428159607	1155.1310790964087	140.43610218294916	0.5	590.775			558.473;623.077	291.07;304.945	1071.54;1273.1	2	0	2	323561;286832	ENSDARG00000052063;ENSDARG00000036279	590.775	590.775	45.681926491776466	298.0075	298.0075	9.811106588963346	1172.32	1172.32	142.5244428159607	558.473;623.077	291.07;304.945	1071.54;1273.1	0															0						Linear,2(1)	1.743259215570752	3.4865819215774536	1.7327704429626465	1.7538114786148071	0.014878258992830701	1.7432909607887268	527.46308	654.08692	284.40999999999997	311.605	974.7912	1369.8487999999998	UP	1.0	0.0	0.0	
GO:0005615	3	extracellular space	207	833	41	25	15	24	24	17	41	3	3	63	830	18055	0.66999	0.55933	0.76646	0.36	555328;403079;323561	serpinh1a;igfbp3;col4a5	ENSDARG00000075954;ENSDARG00000099144;ENSDARG00000052063		358.38658000000004	511.666	5.02074	306.91739356287576	326.0204138954014	325.30613510466605	190.23068033333334	278.675	0.947041	164.04155295443763	171.29963878869842	172.39214865975458	679.2038333333334	939.454	26.6175	569.0020823240309	625.1691983606302	608.0630958437374					511.666;5.02074;558.473	278.675;0.947041;291.07	939.454;26.6175;1071.54	3	0	3	555328;403079;323561	ENSDARG00000075954;ENSDARG00000099144;ENSDARG00000052063	358.38658000000004	511.666	306.91739356287576	190.23068033333334	278.675	164.04155295443763	679.2038333333334	939.454	569.0020823240309	511.666;5.02074;558.473	278.675;0.947041;291.07	939.454;26.6175;1071.54	0															0						Exp 5,1(0.34);Linear,2(0.67)	2.5152226144897343	7.797428131103516	1.7327704429626465	3.141601800918579	0.7582158389238163	2.92305588722229	11.07685400669078	705.6963059933091	4.600188210536885	375.8611724561298	35.31736275082892	1323.0903039158375	UP	1.0	0.0	0.0	
GO:0005622	3	intracellular anatomical structure	19	50	2	1	1	0	0	0	2	0	0	66	50	18835	0.83974	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005634	6	nucleus	1697	3971	187	93	41	128	128	104	187	15	15	51	3956	14929	0.70104	0.40869	0.76161	0.38	100037367;100003615;751661;563266;560386;558711;550270;436946;406594;403079;393874;393376;334971;322229;322041	leng8;prdm2a;zgc:153405;paxbp1;cnot6b;macroh2a2;camk4;sart1;hnrnpabb;igfbp3;tmem38a;hif1al;calcoco1a;adkb;ip6k2a	ENSDARG00000076805;ENSDARG00000090721;ENSDARG00000096992;ENSDARG00000062361;ENSDARG00000101072;ENSDARG00000087897;ENSDARG00000005372;ENSDARG00000005945;ENSDARG00000099865;ENSDARG00000099144;ENSDARG00000024047;ENSDARG00000100826;ENSDARG00000036695;ENSDARG00000095947;ENSDARG00000008310		475.6281201333333	512.499	0.333452	287.4214712728341	361.2004713317898	294.88265053106187	231.53844936000002	278.951	0.0575044	123.26435900598833	184.57910481430568	139.6632858736878	1004.015152	941.582	1.9336	728.4008310456513	725.1786498660794	678.2506795466692					560.998;537.539;732.967;453.871;887.479;1.01761;543.114;831.778;364.854;5.02074;0.333452;421.56;771.156;510.235;512.499	291.627;285.747;321.681;261.089;333.474;0.475195;287.144;330.841;227.186;0.947041;0.0575044;249.669;325.839;278.349;278.951	1079.18;1011.2;1670.1;788.999;2361.86;2.17918;1027.26;2091.2;585.944;26.6175;1.9336;711.795;1825.08;935.297;941.582	12	3	12	751661;563266;558711;550270;436946;406594;403079;393874;393376;334971;322229;322041	ENSDARG00000096992;ENSDARG00000062361;ENSDARG00000087897;ENSDARG00000005372;ENSDARG00000005945;ENSDARG00000099865;ENSDARG00000099144;ENSDARG00000024047;ENSDARG00000100826;ENSDARG00000036695;ENSDARG00000095947;ENSDARG00000008310	429.03381683333333	482.053	293.8399317191028	213.51906169999998	269.719	132.0747011325302	883.9989400000001	862.148	701.0160216028133	732.967;453.871;1.01761;543.114;831.778;364.854;5.02074;0.333452;421.56;771.156;510.235;512.499	321.681;261.089;0.475195;287.144;330.841;227.186;0.947041;0.0575044;249.669;325.839;278.349;278.951	1670.1;788.999;2.17918;1027.26;2091.2;585.944;26.6175;1.9336;711.795;1825.08;935.297;941.582	3	100037367;100003615;560386	ENSDARG00000076805;ENSDARG00000090721;ENSDARG00000101072	662.0053333333334	560.998	195.61789780164102	303.616	291.627	26.024387082120025	1484.08	1079.18	760.9392987617344	560.998;537.539;887.479	291.627;285.747;333.474	1079.18;1011.2;2361.86	0						Exp 5,1(0.07);Hill,2(0.14);Linear,12(0.8)	2.5918716943791664	42.28891479969025	1.5113025903701782	7.2527031898498535	1.4302543722357406	2.5960588455200195	330.1727867799364	621.0834534867304	169.15807690414636	293.9188218158537	635.3934717008826	1372.6368322991175	UP	0.8	0.2	0.0	
GO:0005635	5	nuclear envelope	23	58	2	1	1	0	0	0	2	0	0	66	58	18827	0.81656	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005643	4	nuclear pore	19	35	2	1	0	2	2	1	2	0	0	66	35	18850	0.88496	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005654	3	nucleoplasm	112	231	16	9	5	13	13	9	16	4	4	62	227	18658	0.99874	0.0085935	0.0085935	1.73	100009657;565173;406594;30771	rps6ka3b;rps6ka5;hnrnpabb;hic1l	ENSDARG00000057927;ENSDARG00000060551;ENSDARG00000099865;ENSDARG00000045660		541.12125	536.896	364.854	155.26331624346003	506.3343546550906	126.9736191364974	279.1735	284.22249999999997	227.186	40.82015453588258	272.03857891491435	35.99776540890491	1065.4012500000001	1017.3655	585.944	455.63580169939445	952.7636660081806	357.1943223444776					477.341;725.839;364.854;596.451	268.563;321.063;227.186;299.882	848.421;1640.93;585.944;1186.31	3	1	3	100009657;406594;30771	ENSDARG00000057927;ENSDARG00000099865;ENSDARG00000045660	479.54866666666663	477.341	115.81428213451623	265.2103333333334	268.563	36.46378181611603	873.5583333333334	848.421	300.971340220847	477.341;364.854;596.451	268.563;227.186;299.882	848.421;585.944;1186.31	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Linear,4(1)	2.3560013284517614	9.598599910736084	1.6725056171417236	2.7031564712524414	0.4899687235426381	2.6114689111709595	388.96320008140924	693.2792999185908	239.16974855483508	319.17725144516487	618.8781643345933	1511.9243356654065	UP	0.75	0.25	0.0	
GO:0005657	3	replication fork	4	16	1	1	1	0	0	0	1	0	0	66	16	18869	0.94569	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005665	7	RNA polymerase II, core complex	4	12	1	1	0	1	1	1	1	0	0	66	12	18873	0.95899	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005666	7	RNA polymerase III complex	9	20	1	1	0	1	1	1	1	0	0	66	20	18865	0.93257	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005667	3	transcription regulator complex	105	241	7	3	2	6	6	5	7	1	1	65	240	18645	0.79508	0.57094	0.57094	0.41	393376	hif1al	ENSDARG00000100826		421.56	421.56	421.56		421.56		249.669	249.669	249.669		249.669		711.795	711.795	711.795		711.795						421.56	249.669	711.795	1	0	1	393376	ENSDARG00000100826	421.56	421.56		249.669	249.669		711.795	711.795		421.56	249.669	711.795	0															0						Linear,1(1)	1.938344955444336	1.938344955444336	1.938344955444336	1.938344955444336	0.0	1.938344955444336	421.56	421.56	249.669	249.669	711.795	711.795	UP	1.0	0.0	0.0	
GO:0005669	5	transcription factor TFIID complex	9	19	2	0	0	2	2	2	2	0	0	66	19	18866	0.93583	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005681	4	spliceosomal complex	63	130	4	2	0	3	3	3	4	0	0	66	130	18755	0.63439	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005682	6	U5 snRNP	3	11	1	1	0	1	1	1	1	0	0	66	11	18874	0.96234	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005684	5	U2-type spliceosomal complex	27	49	2	1	0	2	2	2	2	0	0	66	49	18836	0.84268	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005685	6	U1 snRNP	9	17	1	0	0	1	1	1	1	0	0	66	17	18868	0.94239	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005686	6	U2 snRNP	8	17	1	1	0	1	1	1	1	0	0	66	17	18868	0.94239	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005694	6	chromosome	90	213	12	7	3	8	8	6	12	2	2	64	211	18674	0.9618	0.16977	0.16977	0.94	751661;558711	zgc:153405;macroh2a2	ENSDARG00000096992;ENSDARG00000087897		366.992305	366.992305	1.01761	517.5663771543569	135.7692427206261	401.18168664706474	161.07809749999998	161.07809749999998	0.475195	227.12680287198384	59.60907400096897	176.05300089221763	836.13959	836.13959	2.17918	1179.3981223042267	309.2428333268038	914.1879164095692					732.967;1.01761	321.681;0.475195	1670.1;2.17918	2	0	2	751661;558711	ENSDARG00000096992;ENSDARG00000087897	366.992305	366.992305	517.5663771543569	161.07809749999998	161.07809749999998	227.12680287198384	836.13959	836.13959	1179.3981223042267	732.967;1.01761	321.681;0.475195	1670.1;2.17918	0															0						Hill,1(0.5);Linear,1(0.5)	2.449468433186872	4.969777345657349	2.066826343536377	2.9029510021209717	0.5912294160024538	2.4848886728286743	-350.3180971999999	1084.3027072	-153.70359139999997	475.85978639999996	-798.4228135999997	2470.7019935999997	UP	1.0	0.0	0.0	
GO:0005697	4	telomerase holoenzyme complex	6	10	2	0	0	1	1	0	2	0	0	66	10	18875	0.96571	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005730	6	nucleolus	94	202	11	3	2	6	6	3	11	0	0	66	202	18683	0.49238	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005736	7	RNA polymerase I complex	5	14	2	2	0	1	1	1	2	0	0	66	14	18871	0.95232	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005737	3	cytoplasm	1626	3713	188	100	60	129	129	92	188	21	21	45	3692	15193	0.99412	0.012463	0.018589	0.57	100037338;100009657;799247;641421;565173;561589;561082;560753;560386;559560;555391;550502;550270;447839;406594;393376;393121;368215;336681;334971;322041	inpp5ka;rps6ka3b;capn12;tubb2b;rps6ka5;ezrb;cavin1b;tpi1b;cnot6b;hykk.2;trim3b;adss2;camk4;ehd1b;hnrnpabb;hif1al;dcp2;anxa11a;tubb4b;calcoco1a;ip6k2a	ENSDARG00000099563;ENSDARG00000057927;ENSDARG00000010758;ENSDARG00000098591;ENSDARG00000060551;ENSDARG00000025091;ENSDARG00000059362;ENSDARG00000040988;ENSDARG00000101072;ENSDARG00000074341;ENSDARG00000005397;ENSDARG00000002071;ENSDARG00000005372;ENSDARG00000014793;ENSDARG00000099865;ENSDARG00000100826;ENSDARG00000104242;ENSDARG00000077383;ENSDARG00000002344;ENSDARG00000036695;ENSDARG00000008310		518.0891149999999	543.114	0.443895	258.2949257547365	459.66514647317695	244.94872700993648	250.98742629523812	287.144	0.0726822	108.27950452476857	235.02987017647567	111.33405537068609	1093.5652242857143	1027.26	2.71101	661.9597989270842	917.0674560256841	587.8770876480825					459.536;477.341;615.982;817.062;725.839;561.472;673.337;0.443895;887.479;10.203;732.597;5.50052;543.114;485.981;364.854;421.56;433.29;802.043;578.582;771.156;512.499	262.891;268.563;303.723;329.724;321.063;291.759;313.704;0.0726822;333.474;4.67929;321.711;1.16398;287.144;271.174;227.186;249.669;253.881;328.651;295.713;325.839;278.951	803.274;848.421;1249.28;2024.69;1640.93;1080.52;1445.25;2.71101;2361.86;22.2473;1668.26;25.9934;1027.26;870.941;585.944;711.795;739.481;1957.31;1132.04;1825.08;941.582	17	4	17	100037338;100009657;799247;641421;561589;561082;560753;550502;550270;447839;406594;393376;393121;368215;336681;334971;322041	ENSDARG00000099563;ENSDARG00000057927;ENSDARG00000010758;ENSDARG00000098591;ENSDARG00000025091;ENSDARG00000059362;ENSDARG00000040988;ENSDARG00000002071;ENSDARG00000005372;ENSDARG00000014793;ENSDARG00000099865;ENSDARG00000100826;ENSDARG00000104242;ENSDARG00000077383;ENSDARG00000002344;ENSDARG00000036695;ENSDARG00000008310	501.3972597058824	512.499	229.94809556375768	252.34168601176472	278.951	99.08131159517474	1015.9748476470588	941.582	574.2002569165157	459.536;477.341;615.982;817.062;561.472;673.337;0.443895;5.50052;543.114;485.981;364.854;421.56;433.29;802.043;578.582;771.156;512.499	262.891;268.563;303.723;329.724;291.759;313.704;0.0726822;1.16398;287.144;271.174;227.186;249.669;253.881;328.651;295.713;325.839;278.951	803.274;848.421;1249.28;2024.69;1080.52;1445.25;2.71101;25.9934;1027.26;870.941;585.944;711.795;739.481;1957.31;1132.04;1825.08;941.582	4	565173;560386;559560;555391	ENSDARG00000060551;ENSDARG00000101072;ENSDARG00000074341;ENSDARG00000005397	589.0295000000001	729.2180000000001	393.03972975557224	245.23182249999996	321.387	160.4697633556118	1423.324325	1654.595	991.8352951154857	725.839;887.479;10.203;732.597	321.063;333.474;4.67929;321.711	1640.93;2361.86;22.2473;1668.26	0						Exp 3,1(0.05);Exp 5,1(0.05);Hill,1(0.05);Linear,18(0.86)	2.833585009967393	67.40561521053314	1.5187630653381348	7.689901351928711	1.851482477450997	2.622220516204834	407.6145504365528	628.5636795634472	204.67551723017866	297.2993353602975	810.4403416296107	1376.690106941818	UP	0.8095238095238095	0.19047619047619047	0.0	
GO:0005739	6	mitochondrion	218	780	33	12	9	23	23	12	33	3	3	63	777	18108	0.71195	0.51437	0.75308	0.38	550502;550442;394133	adss2;coq10b;aldh4a1	ENSDARG00000002071;ENSDARG00000056141;ENSDARG00000038207		232.79581	5.83291	5.50052	393.39916752242254	188.04424859898864	369.5328173797891	106.01107	1.16398	1.07823	181.6747536433428	85.37418812573424	170.63107017016137	517.4492	31.5542	25.9934	846.4151879069988	420.56259378978285	795.5120948367952					5.50052;687.054;5.83291	1.16398;315.791;1.07823	25.9934;1494.8;31.5542	3	0	3	550502;550442;394133	ENSDARG00000002071;ENSDARG00000056141;ENSDARG00000038207	232.79581	5.83291	393.39916752242254	106.01107	1.16398	181.6747536433428	517.4492	31.5542	846.4151879069988	5.50052;687.054;5.83291	1.16398;315.791;1.07823	25.9934;1494.8;31.5542	0															0						Exp 5,2(0.67);Linear,1(0.34)	2.4257651698101146	7.805306911468506	1.5247695446014404	3.8472766876220703	1.1703871754718904	2.433260679244995	-212.3772559253689	677.9688759253688	-99.57326712504812	311.59540712504815	-440.359751705215	1475.258151705215	UP	1.0	0.0	0.0	
GO:0005741	6	mitochondrial outer membrane	27	91	2	2	1	1	1	1	2	0	0	66	91	18794	0.72743	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005743	6	mitochondrial inner membrane	58	192	12	5	4	10	10	6	12	1	1	65	191	18694	0.8558	0.48995	0.48995	0.52	550442	coq10b	ENSDARG00000056141		687.054	687.054	687.054		687.054		315.791	315.791	315.791		315.791		1494.8	1494.8	1494.8		1494.8						687.054	315.791	1494.8	1	0	1	550442	ENSDARG00000056141	687.054	687.054		315.791	315.791		1494.8	1494.8		687.054	315.791	1494.8	0															0						Linear,1(1)	2.433260679244995	2.433260679244995	2.433260679244995	2.433260679244995	0.0	2.433260679244995	687.054	687.054	315.791	315.791	1494.8	1494.8	UP	1.0	0.0	0.0	
GO:0005747	5	mitochondrial respiratory chain complex I	8	32	1	0	0	1	1	0	1	0	0	66	32	18853	0.89428	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005749	5	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	3	5	1	0	0	1	1	0	1	0	0	66	5	18880	0.98271	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005750	5	mitochondrial respiratory chain complex III	4	6	1	0	0	1	1	1	1	0	0	66	6	18879	0.97928	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005751	5	mitochondrial respiratory chain complex IV	4	10	1	1	1	0	0	0	1	0	0	66	10	18875	0.96571	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005758	7	mitochondrial intermembrane space	5	35	1	0	0	0	0	0	1	0	0	66	35	18850	0.88496	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005759	6	mitochondrial matrix	28	74	6	4	2	4	4	3	6	1	1	65	73	18812	0.97253	0.22792	0.22792	1.35	394133	aldh4a1	ENSDARG00000038207		5.83291	5.83291	5.83291		5.83291		1.07823	1.07823	1.07823		1.07823		31.5542	31.5542	31.5542		31.5542						5.83291	1.07823	31.5542	1	0	1	394133	ENSDARG00000038207	5.83291	5.83291		1.07823	1.07823		31.5542	31.5542		5.83291	1.07823	31.5542	0															0						Exp 5,1(1)	1.5247695446014404	1.5247695446014404	1.5247695446014404	1.5247695446014404	0.0	1.5247695446014404	5.83291	5.83291	1.07823	1.07823	31.5542	31.5542	UP	1.0	0.0	0.0	
GO:0005763	5	mitochondrial small ribosomal subunit	3	20	1	0	0	0	0	0	1	0	0	66	20	18865	0.93257	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005764	8	lysosome	56	170	1	0	0	0	0	0	1	0	0	66	170	18715	0.55115	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005765	8	lysosomal membrane	30	95	3	0	0	2	2	1	3	0	0	66	95	18790	0.7173	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005768	8	endosome	162	334	16	5	2	11	11	6	16	1	1	65	333	18552	0.67535	0.69137	1.0	0.3	447839	ehd1b	ENSDARG00000014793		485.981	485.981	485.981		485.981		271.174	271.174	271.174		271.174		870.941	870.941	870.941		870.941						485.981	271.174	870.941	1	0	1	447839	ENSDARG00000014793	485.981	485.981		271.174	271.174		870.941	870.941		485.981	271.174	870.941	0															0						Linear,1(1)	2.1671833992004395	2.1671833992004395	2.1671833992004395	2.1671833992004395	0.0	2.1671833992004395	485.981	485.981	271.174	271.174	870.941	870.941	UP	1.0	0.0	0.0	
GO:0005769	9	early endosome	45	85	5	1	1	4	4	1	5	1	1	65	84	18801	0.96456	0.25711	0.25711	1.18	447839	ehd1b	ENSDARG00000014793		485.981	485.981	485.981		485.981		271.174	271.174	271.174		271.174		870.941	870.941	870.941		870.941						485.981	271.174	870.941	1	0	1	447839	ENSDARG00000014793	485.981	485.981		271.174	271.174		870.941	870.941		485.981	271.174	870.941	0															0						Linear,1(1)	2.1671833992004395	2.1671833992004395	2.1671833992004395	2.1671833992004395	0.0	2.1671833992004395	485.981	485.981	271.174	271.174	870.941	870.941	UP	1.0	0.0	0.0	
GO:0005770	9	late endosome	32	63	2	1	0	2	2	1	2	0	0	66	63	18822	0.8024	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005773	6	vacuole	68	202	4	1	0	3	3	3	4	0	0	66	202	18683	0.49238	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005774	6	vacuolar membrane	43	125	5	1	0	4	4	3	5	0	0	66	125	18760	0.64563	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005776	7	autophagosome	11	25	1	0	0	1	1	1	1	0	0	66	25	18860	0.91643	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005777	7	peroxisome	18	73	1	1	1	0	0	0	1	0	0	66	73	18812	0.77479	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005783	6	endoplasmic reticulum	259	695	34	16	12	28	28	19	33	7	7	59	688	18197	0.99724	0.010347	0.010347	1.01	100037338;555328;447816;406289;393874;326716;30248	inpp5ka;serpinh1a;rtn4a;txndc5;tmem38a;tmed10;calr3a	ENSDARG00000099563;ENSDARG00000075954;ENSDARG00000044601;ENSDARG00000009342;ENSDARG00000024047;ENSDARG00000041391;ENSDARG00000103979		469.3369217142858	483.725	0.333452	228.90439203284006	320.49150027768394	273.9226387320343	243.8025006285714	270.532	0.0575044	109.8081212627615	173.36935400664822	144.51497441821866	912.3593714285713	864.922	1.9336	501.4660298754368	597.0539064576677	534.9008871743456					459.536;511.666;483.725;693.3;0.333452;462.243;674.555	262.891;278.675;270.532;316.676;0.0575044;263.758;314.028	803.274;939.454;864.922;1517.85;1.9336;810.092;1448.99	7	0	7	100037338;555328;447816;406289;393874;326716;30248	ENSDARG00000099563;ENSDARG00000075954;ENSDARG00000044601;ENSDARG00000009342;ENSDARG00000024047;ENSDARG00000041391;ENSDARG00000103979	469.3369217142858	483.725	228.90439203284006	243.8025006285714	270.532	109.8081212627615	912.3593714285713	864.922	501.4660298754368	459.536;511.666;483.725;693.3;0.333452;462.243;674.555	262.891;278.675;270.532;316.676;0.0575044;263.758;314.028	803.274;939.454;864.922;1517.85;1.9336;810.092;1448.99	0															0						Hill,1(0.15);Linear,6(0.86)	2.7675901549894224	20.2807058095932	1.8339825868606567	5.095452308654785	1.0408499363638184	2.667451858520508	299.7621750220732	638.9116684064982	162.455506005554	325.14949525158886	540.8681377493298	1283.850605107813	UP	1.0	0.0	0.0	
GO:0005784	5	Sec61 translocon complex	4	4	1	1	0	1	1	1	1	0	0	66	4	18881	0.98614	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005788	6	endoplasmic reticulum lumen	21	46	7	5	4	4	4	4	7	2	2	64	44	18841	0.99945	0.011202	0.011202	4.35	406289;30248	txndc5;calr3a	ENSDARG00000009342;ENSDARG00000103979		683.9275	683.9275	674.555	13.254716613341031	683.3024633487564	13.225209672029157	315.352	315.352	314.028	1.8724187565915655	315.26370461176356	1.8682504780510476	1483.42	1483.42	1448.99	48.69137295249576	1481.1239197756931	48.58297882187356					693.3;674.555	316.676;314.028	1517.85;1448.99	2	0	2	406289;30248	ENSDARG00000009342;ENSDARG00000103979	683.9275	683.9275	13.254716613341031	315.352	315.352	1.8724187565915655	1483.42	1483.42	48.69137295249576	693.3;674.555	316.676;314.028	1517.85;1448.99	0															0						Linear,2(1)	2.6225222646797324	5.2789881229400635	2.34065318107605	2.9383349418640137	0.4226248260446852	2.6394940614700317	665.5574	702.2976	312.75696	317.94703999999996	1415.9372	1550.9028	UP	1.0	0.0	0.0	
