GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-72702,Ribosomal scanning and start codon recognition,40,41,1,1,1,1,1,1,1,1,1,62,40,4789,0.90279,0.41353,0.41353,2.44,327341,eif2s3,ENSDARG00000008292,,349.285,349.285,349.285,,349.285,,220.409,220.409,220.409,,220.409,,553.518,553.518,553.518,,553.518,,,,,,349.285,220.409,553.518,1,0,1,327341,ENSDARG00000008292,349.285,349.285,,220.409,220.409,,553.518,553.518,,349.285,220.409,553.518,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.707367539,1.707367539,1.707367539,1.707367539,0,1.707367539,349.285,349.285,220.409,220.409,553.518,553.518,UP,1,0,0
R-DRE-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,74,75,1,1,1,1,1,1,1,1,1,62,74,4755,0.74854,0.62454,0.62454,1.33,327341,eif2s3,ENSDARG00000008292,,349.285,349.285,349.285,,349.285,,220.409,220.409,220.409,,220.409,,553.518,553.518,553.518,,553.518,,,,,,349.285,220.409,553.518,1,0,1,327341,ENSDARG00000008292,349.285,349.285,,220.409,220.409,,553.518,553.518,,349.285,220.409,553.518,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.707367539,1.707367539,1.707367539,1.707367539,0,1.707367539,349.285,349.285,220.409,220.409,553.518,553.518,UP,1,0,0
R-DRE-72737,Cap-dependent Translation Initiation,78,79,1,1,1,1,1,1,1,1,1,62,78,4751,0.72932,0.64381,1,1.27,327341,eif2s3,ENSDARG00000008292,,349.285,349.285,349.285,,349.285,,220.409,220.409,220.409,,220.409,,553.518,553.518,553.518,,553.518,,,,,,349.285,220.409,553.518,1,0,1,327341,ENSDARG00000008292,349.285,349.285,,220.409,220.409,,553.518,553.518,,349.285,220.409,553.518,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.707367539,1.707367539,1.707367539,1.707367539,0,1.707367539,349.285,349.285,220.409,220.409,553.518,553.518,UP,1,0,0
R-DRE-72766,Translation,138,145,8,8,7,8,8,6,8,5,5,58,140,4689,0.98965,0.037921,0.037921,3.45,751730;552972;394071;336334;327341,mrpl32;mrpl34;srp9;eef1a1a;eif2s3,ENSDARG00000060489;ENSDARG00000092954;ENSDARG00000042851;ENSDARG00000039502;ENSDARG00000008292,,400.622936,461.965,3.05368,255.3931369,311.2966575,288.3965765,215.1051078,263.803,0.828539,124.6626108,167.7488777,146.9194097,758.04094,808.979,11.2547,551.7331709,587.9271044,592.7252947,,,,,491.111;461.965;697.7;3.05368;349.285,272.826;263.803;317.659;0.828539;220.409,884.043;808.979;1532.41;11.2547;553.518,4,1,4,751730;552972;394071;327341,ENSDARG00000060489;ENSDARG00000092954;ENSDARG00000042851;ENSDARG00000008292,500.01525,476.538,145.2881916,268.67425,268.3145,39.87482997,944.7375,846.511,416.543658,491.111;461.965;697.7;349.285,272.826;263.803;317.659;220.409,884.043;808.979;1532.41;553.518,1,336334,ENSDARG00000039502,3.05368,3.05368,,0.828539,0.828539,,11.2547,11.2547,,3.05368,0.828539,11.2547,0,,,,,,"Hill,1(0.2);Linear,4(0.8)",1.66917178,8.399151206,1.506662726,2.046887875,0.219510093,1.606177807,176.7609813,624.4848907,105.8335116,324.376704,274.4254928,1241.656387,UP,0.8,0.2,0
R-DRE-8868773,rRNA processing in the nucleus and cytosol,107,118,1,0,0,0,0,0,1,0,0,63,118,4711,0.21263,1,0.40638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-8953854,Metabolism of RNA,320,372,12,10,7,6,6,5,12,4,4,59,368,4461,0.47136,0.71686,1,1.08,566017;415202;334571;192318,lsm8;psmd4a;prkcda;sf3b4,ENSDARG00000091656;ENSDARG00000101295;ENSDARG00000009208;ENSDARG00000018574,,642.612,602.3035,544.262,129.8765441,661.0906207,122.91387,304.2505,299.7625,287.5,20.19132778,307.8973012,18.8907632,1375.6875,1213.425,1030.33,475.3830436,1436.028491,453.0200493,,,,,549.142;544.262;655.465;821.579,288.8;287.5;310.725;329.977,1044.17;1030.33;1382.68;2045.57,3,1,3,566017;415202;192318,ENSDARG00000091656;ENSDARG00000101295;ENSDARG00000018574,638.3276667,549.142,158.7190662,302.0923333,288.8,24.15757596,1373.356667,1044.17,582.1949506,549.142;544.262;821.579,288.8;287.5;329.977,1044.17;1030.33;2045.57,1,334571,ENSDARG00000009208,655.465,655.465,,310.725,310.725,,1382.68,1382.68,,655.465,310.725,1382.68,0,,,,,,"Linear,4(1)",1.85055527,7.478246927,1.516110182,2.164217472,0.303979864,1.898959637,515.3329868,769.8910132,284.4629988,324.0380012,909.8121173,1841.562883,UP,0.75,0.25,0
R-DRE-199992,trans-Golgi Network Vesicle Budding,28,39,3,2,2,2,2,1,3,0,0,63,39,4790,0.602,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-432720,Lysosome Vesicle Biogenesis,14,21,3,2,2,2,2,1,3,0,0,63,21,4808,0.76128,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1236978,Cross-presentation of soluble exogenous antigens (endosomes),26,40,2,2,1,1,1,1,2,1,1,62,39,4790,0.90678,0.40581,0.40581,2.5,415202,psmd4a,ENSDARG00000101295,,544.262,544.262,544.262,,544.262,,287.5,287.5,287.5,,287.5,,1030.33,1030.33,1030.33,,1030.33,,,,,,544.262,287.5,1030.33,1,0,1,415202,ENSDARG00000101295,544.262,544.262,,287.5,287.5,,1030.33,1030.33,,544.262,287.5,1030.33,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.516110182,1.516110182,1.516110182,1.516110182,0,1.516110182,544.262,544.262,287.5,287.5,1030.33,1030.33,UP,1,0,0
R-DRE-446203,Asparagine N-linked glycosylation,100,160,8,6,4,5,5,5,8,3,3,60,157,4672,0.85017,0.33999,0.4614,1.88,393461;100126013;100005128,gmds;nagk;si:dkey-239b22.2,ENSDARG00000026629;ENSDARG00000099116;ENSDARG00000097826,,392.2533333,390.112,380.275,13.18011314,388.4945459,12.24660339,238.4356667,237.339,234.086,4.989229633,237.0422396,4.577752752,645.369,641.223,617.759,29.8993725,636.7755687,27.92753199,,,,,380.275;406.373;390.112,234.086;243.882;237.339,617.759;677.125;641.223,3,0,3,393461;100126013;100005128,ENSDARG00000026629;ENSDARG00000099116;ENSDARG00000097826,392.2533333,390.112,13.18011314,238.4356667,237.339,4.989229633,645.369,641.223,29.8993725,380.275;406.373;390.112,234.086;243.882;237.339,617.759;677.125;641.223,0,,,,,,,,,,,,,,,0,,,,,,"Linear,3(1)",2.089371271,6.274533033,1.962209702,2.181756973,0.114866188,2.130566359,377.3386313,407.1680354,232.7898218,244.0815115,611.5346749,679.2033251,UP,1,0,0
R-DRE-948021,Transport to the Golgi and subsequent modification,71,104,5,3,1,2,2,2,5,0,0,63,104,4725,0.25602,1,0.64507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-199977,ER to Golgi Anterograde Transport,61,82,5,3,1,2,2,2,5,0,0,63,82,4747,0.34238,1,0.62747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-204005,COPII-mediated vesicle transport,32,42,3,2,1,1,1,1,3,0,0,63,42,4787,0.57885,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-2132295,MHC class II antigen presentation,16,43,1,1,0,1,1,1,1,0,0,63,43,4786,0.57133,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5694530,Cargo concentration in the ER,15,21,2,1,0,1,1,1,2,0,0,63,21,4808,0.76128,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-196854,Metabolism of vitamins and cofactors,51,90,5,4,2,3,3,3,5,1,1,62,89,4740,0.67662,0.69191,1,1.11,406409,cyb5a,ENSDARG00000098589,,3.39631,3.39631,3.39631,,3.39631,,0.811292,0.811292,0.811292,,0.811292,,14.218,14.218,14.218,,14.218,,,,,,3.39631,0.811292,14.218,1,0,1,406409,ENSDARG00000098589,3.39631,3.39631,,0.811292,0.811292,,14.218,14.218,,3.39631,0.811292,14.218,0,,,,,,,,,,,,,,,0,,,,,,"Exp 5,1(1)",1.879500747,1.879500747,1.879500747,1.879500747,0,1.879500747,3.39631,3.39631,0.811292,0.811292,14.218,14.218,UP,1,0,0
R-DRE-6806667,Metabolism of fat-soluble vitamins,15,19,1,1,1,0,0,0,1,0,0,63,19,4810,0.78135,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9012999,RHO GTPase cycle,164,252,11,10,9,9,9,4,11,2,2,61,250,4579,0.36214,0.84383,0.77139,0.79,558476;323695,stard8;cav1,ENSDARG00000014003;ENSDARG00000103747,,335.04615,335.04615,28.5323,433.4760437,103.6400568,284.2603042,158.13453,158.13453,7.80706,212.5951469,44.64310855,139.4133817,719.318,719.318,104.276,869.8007378,254.9850951,570.3886661,,,,,641.56;28.5323,308.462;7.80706,1334.36;104.276,2,0,2,558476;323695,ENSDARG00000014003;ENSDARG00000103747,335.04615,335.04615,433.4760437,158.13453,158.13453,212.5951469,719.318,719.318,869.8007378,641.56;28.5323,308.462;7.80706,1334.36;104.276,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(0.5);Linear,1(0.5)",1.896968115,3.856128693,1.58318162,2.272947073,0.487737829,1.928064346,-265.720996,935.813296,-136.5073112,452.7763712,-486.16432,1924.80032,UP,1,0,0
R-DRE-9696264,RND3 GTPase cycle,22,28,1,1,1,1,1,1,1,1,1,62,27,4802,0.95021,0.30507,0.30507,3.57,323695,cav1,ENSDARG00000103747,,28.5323,28.5323,28.5323,,28.5323,,7.80706,7.80706,7.80706,,7.80706,,104.276,104.276,104.276,,104.276,,,,,,28.5323,7.80706,104.276,1,0,1,323695,ENSDARG00000103747,28.5323,28.5323,,7.80706,7.80706,,104.276,104.276,,28.5323,7.80706,104.276,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.58318162,1.58318162,1.58318162,1.58318162,0,1.58318162,28.5323,28.5323,7.80706,7.80706,104.276,104.276,UP,1,0,0
R-DRE-9696270,RND2 GTPase cycle,15,27,1,1,1,1,1,1,1,1,1,62,26,4803,0.95339,0.29595,0.29595,3.7,323695,cav1,ENSDARG00000103747,,28.5323,28.5323,28.5323,,28.5323,,7.80706,7.80706,7.80706,,7.80706,,104.276,104.276,104.276,,104.276,,,,,,28.5323,7.80706,104.276,1,0,1,323695,ENSDARG00000103747,28.5323,28.5323,,7.80706,7.80706,,104.276,104.276,,28.5323,7.80706,104.276,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.58318162,1.58318162,1.58318162,1.58318162,0,1.58318162,28.5323,28.5323,7.80706,7.80706,104.276,104.276,UP,1,0,0
R-DRE-1630316,Glycosaminoglycan metabolism,24,78,2,1,1,2,2,1,2,1,1,62,77,4752,0.73413,0.63909,1,1.28,80939,papss2b,ENSDARG00000056600,,10.0114,10.0114,10.0114,,10.0114,,9.02617,9.02617,9.02617,,9.02617,,11.1043,11.1043,11.1043,,11.1043,,,,,,10.0114,9.02617,11.1043,1,0,1,80939,ENSDARG00000056600,10.0114,10.0114,,9.02617,9.02617,,11.1043,11.1043,,10.0114,9.02617,11.1043,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.925235033,1.925235033,1.925235033,1.925235033,0,1.925235033,10.0114,10.0114,9.02617,9.02617,11.1043,11.1043,UP,1,0,0
R-DRE-71387,Metabolism of carbohydrates,73,148,4,3,2,3,3,2,4,1,1,62,147,4682,0.42648,0.85744,1,0.68,80939,papss2b,ENSDARG00000056600,,10.0114,10.0114,10.0114,,10.0114,,9.02617,9.02617,9.02617,,9.02617,,11.1043,11.1043,11.1043,,11.1043,,,,,,10.0114,9.02617,11.1043,1,0,1,80939,ENSDARG00000056600,10.0114,10.0114,,9.02617,9.02617,,11.1043,11.1043,,10.0114,9.02617,11.1043,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.925235033,1.925235033,1.925235033,1.925235033,0,1.925235033,10.0114,10.0114,9.02617,9.02617,11.1043,11.1043,UP,1,0,0
R-DRE-449147,Signaling by Interleukins,58,122,3,3,2,2,2,1,3,0,0,63,122,4707,0.20162,1,0.40865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-3247509,Chromatin modifying enzymes,67,100,1,1,1,0,0,0,1,0,0,63,100,4729,0.26994,1,0.64046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-4839726,Chromatin organization,67,100,1,1,1,0,0,0,1,0,0,63,100,4729,0.26994,1,0.64046,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69473,G2/M DNA damage checkpoint,30,57,1,1,1,1,1,1,1,1,1,62,56,4773,0.83348,0.52437,0.52437,1.75,406443,ywhah,ENSDARG00000005560,,0.416003,0.416003,0.416003,,0.416003,,0.0794672,0.0794672,0.0794672,,0.0794672,,2.17773,2.17773,2.17773,,2.17773,,,,,,0.416003,0.0794672,2.17773,0,1,0,,,,,,,,,,,,,,,1,406443,ENSDARG00000005560,0.416003,0.416003,,0.0794672,0.0794672,,2.17773,2.17773,,0.416003,0.0794672,2.17773,0,,,,,,"Hill,1(1)",1.526416659,1.526416659,1.526416659,1.526416659,0,1.526416659,0.416003,0.416003,0.0794672,0.0794672,2.17773,2.17773,DOWN,0,1,0
R-DRE-69481,G2/M Checkpoints,65,107,4,4,3,3,3,3,4,3,3,60,104,4725,0.95185,0.15853,0.15853,2.8,415202;406443;192338,psmd4a;ywhah;mcm2,ENSDARG00000101295;ENSDARG00000005560;ENSDARG00000102798,,349.5576677,503.995,0.416003,303.0351206,139.7305738,284.2718345,188.0641557,276.613,0.0794672,162.8904971,74.97967053,152.7207968,650.26591,918.29,2.17773,564.0496053,261.1562869,529.0963964,,,,,544.262;0.416003;503.995,287.5;0.0794672;276.613,1030.33;2.17773;918.29,2,1,2,415202;192338,ENSDARG00000101295;ENSDARG00000102798,524.1285,524.1285,28.47306876,282.0565,282.0565,7.698271527,974.31,974.31,79.22424376,544.262;503.995,287.5;276.613,1030.33;918.29,1,406443,ENSDARG00000005560,0.416003,0.416003,,0.0794672,0.0794672,,2.17773,2.17773,,0.416003,0.0794672,2.17773,0,,,,,,"Hill,1(0.34);Linear,2(0.67)",1.541791753,4.626228213,1.516110182,1.583701372,0.03641504,1.526416659,6.641147082,692.4741883,3.736205967,372.3921055,11.98369479,1288.548125,UP,0.666666667,0.333333333,0
R-DRE-73894,DNA Repair,102,177,3,3,2,1,1,1,3,1,1,62,176,4653,0.32822,0.90336,0.7285,0.56,406557,mcrs1,ENSDARG00000020840,,654.5,654.5,654.5,,654.5,,310.474,310.474,310.474,,310.474,,1379.73,1379.73,1379.73,,1379.73,,,,,,654.5,310.474,1379.73,1,0,1,406557,ENSDARG00000020840,654.5,654.5,,310.474,310.474,,1379.73,1379.73,,654.5,310.474,1379.73,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.934369802,1.934369802,1.934369802,1.934369802,0,1.934369802,654.5,654.5,310.474,310.474,1379.73,1379.73,UP,1,0,0
R-DRE-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,33,46,3,3,3,1,1,1,3,1,1,62,45,4784,0.88213,0.45065,0.45065,2.17,334571,prkcda,ENSDARG00000009208,,655.465,655.465,655.465,,655.465,,310.725,310.725,310.725,,310.725,,1382.68,1382.68,1382.68,,1382.68,,,,,,655.465,310.725,1382.68,0,1,0,,,,,,,,,,,,,,,1,334571,ENSDARG00000009208,655.465,655.465,,310.725,310.725,,1382.68,1382.68,,655.465,310.725,1382.68,0,,,,,,"Linear,1(1)",2.164217472,2.164217472,2.164217472,2.164217472,0,2.164217472,655.465,655.465,310.725,310.725,1382.68,1382.68,DOWN,0,1,0
R-DRE-2029482,Regulation of actin dynamics for phagocytic cup formation,29,39,2,2,2,0,0,0,2,0,0,63,39,4790,0.602,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-376176,Signaling by ROBO receptors,17,18,3,3,3,0,0,0,3,0,0,63,18,4811,0.79158,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-422475,Axon guidance,100,145,9,8,7,3,3,2,9,0,0,63,145,4684,0.1484,1,0.26401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5663213,RHO GTPases Activate WASPs and WAVEs,21,25,2,2,2,0,0,0,2,0,0,63,25,4804,0.72264,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-8878171,Transcriptional regulation by RUNX1,85,134,4,4,3,3,3,3,4,3,3,60,131,4698,0.90693,0.248,0.248,2.24,560837;415202;321505,sin3b;psmd4a;bmi1a,ENSDARG00000062472;ENSDARG00000101295;ENSDARG00000006010,,450.863,429.748,378.579,84.83570322,427.2512186,78.9441845,257.608,252.722,232.602,27.77323078,249.5613808,26.25262762,792.4253333,730.777,616.169,213.8521013,734.3394961,197.3027057,,,,,429.748;544.262;378.579,252.722;287.5;232.602,730.777;1030.33;616.169,2,1,2,560837;415202,ENSDARG00000062472;ENSDARG00000101295,487.005,487.005,80.97362594,270.111,270.111,24.59175964,880.5535,880.5535,211.8159576,429.748;544.262,252.722;287.5,730.777;1030.33,1,321505,ENSDARG00000006010,378.579,378.579,,232.602,232.602,,616.169,616.169,,378.579,232.602,616.169,0,,,,,,"Linear,3(1)",2.053342794,6.343872547,1.516110182,2.755337238,0.620690337,2.072425127,354.8623645,546.8636355,226.1796308,289.0363692,550.4288996,1034.421767,UP,0.666666667,0.333333333,0
R-DRE-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,39,54,2,2,1,1,1,1,2,1,1,62,53,4776,0.8471,0.50529,0.50529,1.85,415202,psmd4a,ENSDARG00000101295,,544.262,544.262,544.262,,544.262,,287.5,287.5,287.5,,287.5,,1030.33,1030.33,1030.33,,1030.33,,,,,,544.262,287.5,1030.33,1,0,1,415202,ENSDARG00000101295,544.262,544.262,,287.5,287.5,,1030.33,1030.33,,544.262,287.5,1030.33,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.516110182,1.516110182,1.516110182,1.516110182,0,1.516110182,544.262,544.262,287.5,287.5,1030.33,1030.33,UP,1,0,0
R-DRE-9675108,Nervous system development,100,146,9,8,7,3,3,2,9,0,0,63,146,4683,0.14643,1,0.2642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-112315,Transmission across Chemical Synapses,80,133,15,14,11,7,7,1,15,1,1,62,132,4697,0.48485,0.82584,1,0.75,335656,gngt1,ENSDARG00000035798,,0.640374,0.640374,0.640374,,0.640374,,0.115912,0.115912,0.115912,,0.115912,,3.53786,3.53786,3.53786,,3.53786,,,,,,0.640374,0.115912,3.53786,0,1,0,,,,,,,,,,,,,,,1,335656,ENSDARG00000035798,0.640374,0.640374,,0.115912,0.115912,,3.53786,3.53786,,0.640374,0.115912,3.53786,0,,,,,,"Hill,1(1)",1.543120384,1.543120384,1.543120384,1.543120384,0,1.543120384,0.640374,0.640374,0.115912,0.115912,3.53786,3.53786,DOWN,0,1,0
R-DRE-112316,Neuronal System,107,208,19,18,14,11,11,2,19,1,1,62,207,4622,0.24391,0.9364,0.523,0.48,335656,gngt1,ENSDARG00000035798,,0.640374,0.640374,0.640374,,0.640374,,0.115912,0.115912,0.115912,,0.115912,,3.53786,3.53786,3.53786,,3.53786,,,,,,0.640374,0.115912,3.53786,0,1,0,,,,,,,,,,,,,,,1,335656,ENSDARG00000035798,0.640374,0.640374,,0.115912,0.115912,,3.53786,3.53786,,0.640374,0.115912,3.53786,0,,,,,,"Hill,1(1)",1.543120384,1.543120384,1.543120384,1.543120384,0,1.543120384,0.640374,0.640374,0.115912,0.115912,3.53786,3.53786,DOWN,0,1,0
R-DRE-71291,Metabolism of amino acids and derivatives,106,156,11,10,7,7,7,6,11,5,5,58,151,4678,0.9855,0.049378,0.049378,3.21,503713;415202;394009;393528;114426,ppm1k;psmd4a;srm;lias;odc1,ENSDARG00000010655;ENSDARG00000101295;ENSDARG00000055760;ENSDARG00000022845;ENSDARG00000007377,,459.433,446.847,339.537,109.8705071,413.719823,116.039611,258.3678,259.828,215.619,36.16508811,241.3320631,38.8576096,823.5532,768.48,534.672,278.6858162,716.6401758,291.1841556,,,,,596.001;544.262;370.518;446.847;339.537,299.656;287.5;229.236;259.828;215.619,1185.41;1030.33;598.874;768.48;534.672,4,1,4,415202;394009;393528;114426,ENSDARG00000101295;ENSDARG00000055760;ENSDARG00000022845;ENSDARG00000007377,425.291,408.6825,91.23703565,248.04575,244.532,32.14944307,733.089,683.677,221.3501804,544.262;370.518;446.847;339.537,287.5;229.236;259.828;215.619,1030.33;598.874;768.48;534.672,1,503713,ENSDARG00000010655,596.001,596.001,,299.656,299.656,,1185.41,1185.41,,596.001,299.656,1185.41,0,,,,,,"Linear,5(1)",1.635332495,8.188496828,1.516110182,1.791013479,0.099214858,1.628614783,363.1272544,555.7387456,226.6677026,290.0678974,579.2743116,1067.832088,UP,0.8,0.2,0
R-DRE-390918,Peroxisomal lipid metabolism,6,17,1,0,0,1,1,0,1,0,0,63,17,4812,0.80195,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-556833,Metabolism of lipids,181,343,15,13,9,8,8,4,15,1,1,62,342,4487,0.057874,0.99005,0.12913,0.29,560837,sin3b,ENSDARG00000062472,,429.748,429.748,429.748,,429.748,,252.722,252.722,252.722,,252.722,,730.777,730.777,730.777,,730.777,,,,,,429.748,252.722,730.777,1,0,1,560837,ENSDARG00000062472,429.748,429.748,,252.722,252.722,,730.777,730.777,,429.748,252.722,730.777,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.072425127,2.072425127,2.072425127,2.072425127,0,2.072425127,429.748,429.748,252.722,252.722,730.777,730.777,UP,1,0,0
R-DRE-8978868,Fatty acid metabolism,57,94,6,5,4,4,4,1,6,0,0,63,94,4735,0.29223,1,0.63459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9033241,Peroxisomal protein import,19,39,1,0,0,1,1,0,1,0,0,63,39,4790,0.602,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9609507,Protein localization,42,75,5,3,3,3,3,1,5,1,1,62,74,4755,0.74854,0.62454,0.62454,1.33,406409,cyb5a,ENSDARG00000098589,,3.39631,3.39631,3.39631,,3.39631,,0.811292,0.811292,0.811292,,0.811292,,14.218,14.218,14.218,,14.218,,,,,,3.39631,0.811292,14.218,1,0,1,406409,ENSDARG00000098589,3.39631,3.39631,,0.811292,0.811292,,14.218,14.218,,3.39631,0.811292,14.218,0,,,,,,,,,,,,,,,0,,,,,,"Exp 5,1(1)",1.879500747,1.879500747,1.879500747,1.879500747,0,1.879500747,3.39631,3.39631,0.811292,0.811292,14.218,14.218,UP,1,0,0
