GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-397014,Muscle contraction,47,92,3,2,1,2,2,2,3,0,0,41,92,4759,0.45766,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5576891,Cardiac conduction,21,61,1,0,0,1,1,1,1,0,0,41,61,4790,0.59655,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1236975,Antigen processing-Cross presentation,33,65,3,3,3,2,2,1,3,1,1,40,64,4787,0.89753,0.42345,0.42345,1.54,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-382551,Transport of small molecules,177,372,16,14,11,12,12,8,16,4,4,37,368,4483,0.80212,0.38012,0.54978,1.08,445140;393922;334466;322811,mipa;psmd13;atp13a1;atp6v0d1,ENSDARG00000037285;ENSDARG00000016239;ENSDARG00000029931;ENSDARG00000069090,,0.102177493,0.00641779,0.00108339,0.195114316,0.052760865,0.151488428,0.061990094,0.004058035,3.48E-04,0.118385679,0.031491529,0.092136091,0.170692013,0.0143071,0.00336985,0.320104005,0.091731626,0.247661234,,,,,0.00108339;0.394791;0.00279388;0.0100417,3.48306E-4;0.239496;5.08179E-4;0.00760789,0.00336985;0.650784;0.0153602;0.013254,2,2,2,393922;334466,ENSDARG00000016239;ENSDARG00000029931,0.19879244,0.19879244,0.277183822,0.120002089,0.120002089,0.168989909,0.3330721,0.3330721,0.449312478,0.394791;0.00279388,0.239496;5.08179E-4,0.650784;0.0153602,2,445140;322811,ENSDARG00000037285;ENSDARG00000069090,0.005562545,0.005562545,0.006334482,0.003978098,0.003978098,0.005133301,0.008311925,0.008311925,0.006989149,0.00108339;0.0100417,3.48306E-4;0.00760789,0.00336985;0.013254,0,,,,,,"Exp 5,2(0.5);Hill,1(0.25);Linear,1(0.25)",1.620443584,6.496802926,1.503896713,1.776952505,0.128126008,1.607976854,-0.089034537,0.293389522,-0.054027871,0.178008059,-0.143009913,0.484393938,CONFLICT,0.5,0.5,0
R-DRE-917937,Iron uptake and transport,26,45,1,1,1,1,1,1,1,1,1,40,44,4807,0.94591,0.31645,0.31645,2.22,322811,atp6v0d1,ENSDARG00000069090,,0.0100417,0.0100417,0.0100417,,0.0100417,,0.00760789,0.00760789,0.00760789,,0.00760789,,0.013254,0.013254,0.013254,,0.013254,,,,,,0.0100417,0.00760789,0.013254,0,1,0,,,,,,,,,,,,,,,1,322811,ENSDARG00000069090,0.0100417,0.0100417,,0.00760789,0.00760789,,0.013254,0.013254,,0.0100417,0.00760789,0.013254,0,,,,,,"Exp 5,1(1)",1.534097791,1.534097791,1.534097791,1.534097791,0,1.534097791,0.0100417,0.0100417,0.00760789,0.00760789,0.013254,0.013254,DOWN,0,1,0
R-DRE-917977,Transferrin endocytosis and recycling,15,27,1,1,1,1,1,1,1,1,1,40,26,4825,0.97893,0.20376,0.20376,3.7,322811,atp6v0d1,ENSDARG00000069090,,0.0100417,0.0100417,0.0100417,,0.0100417,,0.00760789,0.00760789,0.00760789,,0.00760789,,0.013254,0.013254,0.013254,,0.013254,,,,,,0.0100417,0.00760789,0.013254,0,1,0,,,,,,,,,,,,,,,1,322811,ENSDARG00000069090,0.0100417,0.0100417,,0.00760789,0.00760789,,0.013254,0.013254,,0.0100417,0.00760789,0.013254,0,,,,,,"Exp 5,1(1)",1.534097791,1.534097791,1.534097791,1.534097791,0,1.534097791,0.0100417,0.0100417,0.00760789,0.00760789,0.013254,0.013254,DOWN,0,1,0
R-DRE-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",9,23,2,2,2,2,2,1,2,1,1,40,22,4829,0.98449,0.17635,0.17635,4.35,406757,canx,ENSDARG00000037488,,0.361538,0.361538,0.361538,,0.361538,,0.225837,0.225837,0.225837,,0.225837,,0.57878,0.57878,0.57878,,0.57878,,,,,,0.361538,0.225837,0.57878,1,0,1,406757,ENSDARG00000037488,0.361538,0.361538,,0.225837,0.225837,,0.57878,0.57878,,0.361538,0.225837,0.57878,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.54882586,1.54882586,1.54882586,1.54882586,0,1.54882586,0.361538,0.361538,0.225837,0.225837,0.57878,0.57878,UP,1,0,0
R-DRE-190236,Signaling by FGFR,36,64,3,3,1,2,2,2,3,0,0,41,64,4787,0.58149,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),13,36,1,1,1,0,0,0,1,0,0,41,36,4815,0.7378,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-2428924,IGF1R signaling cascade,12,35,1,1,1,0,0,0,1,0,0,41,35,4816,0.74408,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5654716,Downstream signaling of activated FGFR4,5,19,1,1,1,0,0,0,1,0,0,41,19,4832,0.85197,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5654719,SHC-mediated cascade:FGFR4,3,14,1,1,1,0,0,0,1,0,0,41,14,4837,0.88871,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5654733,Negative regulation of FGFR4 signaling,9,24,1,1,0,1,1,1,1,0,0,41,24,4827,0.81671,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5654743,Signaling by FGFR4,13,31,2,2,1,1,1,1,2,0,0,41,31,4820,0.76973,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5673001,RAF/MAP kinase cascade,82,157,6,6,4,4,4,3,6,1,1,40,156,4695,0.61899,0.73894,1,0.64,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-5683057,MAPK family signaling cascades,100,180,8,7,4,6,6,5,8,1,1,40,179,4672,0.5511,0.78636,1,0.56,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-5684996,MAPK1/MAPK3 signaling,85,161,6,6,4,4,4,3,6,1,1,40,160,4691,0.60693,0.74786,1,0.62,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-74751,Insulin receptor signalling cascade,12,34,1,1,1,0,0,0,1,0,0,41,34,4817,0.75041,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-74752,Signaling by Insulin receptor,24,46,2,2,2,1,1,1,2,1,1,40,45,4806,0.94374,0.32223,0.32223,2.17,322811,atp6v0d1,ENSDARG00000069090,,0.0100417,0.0100417,0.0100417,,0.0100417,,0.00760789,0.00760789,0.00760789,,0.00760789,,0.013254,0.013254,0.013254,,0.013254,,,,,,0.0100417,0.00760789,0.013254,0,1,0,,,,,,,,,,,,,,,1,322811,ENSDARG00000069090,0.0100417,0.0100417,,0.00760789,0.00760789,,0.013254,0.013254,,0.0100417,0.00760789,0.013254,0,,,,,,"Exp 5,1(1)",1.534097791,1.534097791,1.534097791,1.534097791,0,1.534097791,0.0100417,0.0100417,0.00760789,0.00760789,0.013254,0.013254,DOWN,0,1,0
R-DRE-141424,Amplification of signal from the kinetochores,26,61,2,2,2,0,0,0,2,0,0,41,61,4790,0.59655,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,26,61,2,2,2,0,0,0,2,0,0,41,61,4790,0.59655,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-194315,Signaling by Rho GTPases,199,394,14,11,10,10,10,7,14,4,4,37,390,4461,0.7684,0.42309,0.56877,1.02,561082;445393;406443;100006456,cavin1b;ppp1r12a;ywhah;fmnl2a,ENSDARG00000059362;ENSDARG00000010784;ENSDARG00000005560;ENSDARG00000012586,,0.336468305,0.370278,0.00101522,0.250555255,0.397923378,0.191409524,0.190102773,0.229202,5.53E-04,0.131288275,0.226816728,0.093964998,0.602598865,0.598566,0.00186346,0.496506295,0.705796951,0.405849426,,,,,0.604302;0.340412;0.00101522;0.400144,0.301454;0.216471;5.53092E-4;0.241933,1.2114;0.535316;0.00186346;0.661816,3,1,3,561082;445393;100006456,ENSDARG00000059362;ENSDARG00000010784;ENSDARG00000012586,0.448286,0.400144,0.138375295,0.253286,0.241933,0.043614167,0.802844,0.661816,0.359428806,0.604302;0.340412;0.400144,0.301454;0.216471;0.241933,1.2114;0.535316;0.661816,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(0.25);Linear,3(0.75)",1.70067325,6.831413746,1.533676624,1.932989001,0.182175228,1.68237406,0.090924155,0.582012455,0.061440264,0.318765282,0.116022696,1.089175034,UP,0.75,0.25,0
R-DRE-195258,RHO GTPase Effectors,95,179,6,5,5,4,4,4,6,3,3,38,176,4675,0.93865,0.18823,0.18823,1.68,445393;406443;100006456,ppp1r12a;ywhah;fmnl2a,ENSDARG00000010784;ENSDARG00000005560;ENSDARG00000012586,,0.247190407,0.340412,0.00101522,0.215275741,0.325819003,0.159680956,0.152985697,0.216471,5.53E-04,0.132622972,0.200740026,0.097283519,0.399665153,0.535316,0.00186346,0.350264476,0.529149819,0.263187488,,,,,0.340412;0.00101522;0.400144,0.216471;5.53092E-4;0.241933,0.535316;0.00186346;0.661816,2,1,2,445393;100006456,ENSDARG00000010784;ENSDARG00000012586,0.370278,0.370278,0.042236902,0.229202,0.229202,0.018004353,0.598566,0.598566,0.089449008,0.340412;0.400144,0.216471;0.241933,0.535316;0.661816,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(0.34);Linear,2(0.67)",1.629613874,4.898424745,1.533676624,1.775221944,0.126455679,1.589526176,0.003582972,0.490797841,0.002908676,0.303062718,0.003303586,0.79602672,UP,0.666666667,0.333333333,0
R-DRE-2467813,Separation of Sister Chromatids,69,129,7,7,7,4,4,3,7,3,3,38,126,4725,0.978,0.09257,0.09257,2.33,565592;550576;393922,pds5b;anapc16;psmd13,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,,0.367328,0.376276,0.330917,0.032863688,0.361376786,0.036066648,0.227923667,0.232176,0.212099,0.014184874,0.225275331,0.015541444,0.592298333,0.609811,0.5163,0.068931174,0.580074883,0.075721094,,,,,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,3,0,3,565592;550576;393922,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,0.367328,0.376276,0.032863688,0.227923667,0.232176,0.014184874,0.592298333,0.609811,0.068931174,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,3(1)",1.691291617,5.114872336,1.503896713,2.012579203,0.270565903,1.59839642,0.330139236,0.404516764,0.21187197,0.243975363,0.514295367,0.670301299,UP,1,0,0
R-DRE-2500257,Resolution of Sister Chromatid Cohesion,36,78,3,3,3,1,1,1,3,1,1,40,77,4774,0.8616,0.48404,0.48404,1.28,565592,pds5b,ENSDARG00000098897,,0.330917,0.330917,0.330917,,0.330917,,0.212099,0.212099,0.212099,,0.212099,,0.5163,0.5163,0.5163,,0.5163,,,,,,0.330917,0.212099,0.5163,1,0,1,565592,ENSDARG00000098897,0.330917,0.330917,,0.212099,0.212099,,0.5163,0.5163,,0.330917,0.212099,0.5163,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.012579203,2.012579203,2.012579203,2.012579203,0,2.012579203,0.330917,0.330917,0.212099,0.212099,0.5163,0.5163,UP,1,0,0
R-DRE-2555396,Mitotic Metaphase and Anaphase,82,156,8,8,8,4,4,3,8,3,3,38,153,4698,0.95963,0.14125,0.14125,1.92,565592;550576;393922,pds5b;anapc16;psmd13,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,,0.367328,0.376276,0.330917,0.032863688,0.361376786,0.036066648,0.227923667,0.232176,0.212099,0.014184874,0.225275331,0.015541444,0.592298333,0.609811,0.5163,0.068931174,0.580074883,0.075721094,,,,,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,3,0,3,565592;550576;393922,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,0.367328,0.376276,0.032863688,0.227923667,0.232176,0.014184874,0.592298333,0.609811,0.068931174,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,3(1)",1.691291617,5.114872336,1.503896713,2.012579203,0.270565903,1.59839642,0.330139236,0.404516764,0.21187197,0.243975363,0.514295367,0.670301299,UP,1,0,0
R-DRE-5663220,RHO GTPases Activate Formins,39,79,4,3,3,2,2,2,4,1,1,40,78,4773,0.85872,0.48843,0.48843,1.27,100006456,fmnl2a,ENSDARG00000012586,,0.400144,0.400144,0.400144,,0.400144,,0.241933,0.241933,0.241933,,0.241933,,0.661816,0.661816,0.661816,,0.661816,,,,,,0.400144,0.241933,0.661816,1,0,1,100006456,ENSDARG00000012586,0.400144,0.400144,,0.241933,0.241933,,0.661816,0.661816,,0.400144,0.241933,0.661816,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.533676624,1.533676624,1.533676624,1.533676624,0,1.533676624,0.400144,0.400144,0.241933,0.241933,0.661816,0.661816,UP,1,0,0
R-DRE-68877,Mitotic Prometaphase,56,119,4,4,4,2,2,2,4,2,2,39,117,4734,0.92326,0.26319,0.26319,1.68,565592;393882,pds5b;tubg1,ENSDARG00000098897;ENSDARG00000015610,,0.335461,0.335461,0.330917,0.006426186,0.337146536,0.005967731,0.213672,0.213672,0.212099,0.002224558,0.214255483,0.002065854,0.5266895,0.5266895,0.5163,0.014692972,0.530543345,0.013644749,,,,,0.330917;0.340005,0.212099;0.215245,0.5163;0.537079,2,0,2,565592;393882,ENSDARG00000098897;ENSDARG00000015610,0.335461,0.335461,0.006426186,0.213672,0.213672,0.002224558,0.5266895,0.5266895,0.014692972,0.330917;0.340005,0.212099;0.215245,0.5163;0.537079,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(1)",1.898683652,3.803812861,1.791233659,2.012579203,0.156514935,1.901906431,0.32655476,0.34436724,0.21058892,0.21675508,0.50632608,0.54705292,UP,1,0,0
R-DRE-68882,Mitotic Anaphase,82,155,8,8,8,4,4,3,8,3,3,38,152,4699,0.96043,0.13931,0.13931,1.94,565592;550576;393922,pds5b;anapc16;psmd13,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,,0.367328,0.376276,0.330917,0.032863688,0.361376786,0.036066648,0.227923667,0.232176,0.212099,0.014184874,0.225275331,0.015541444,0.592298333,0.609811,0.5163,0.068931174,0.580074883,0.075721094,,,,,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,3,0,3,565592;550576;393922,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239,0.367328,0.376276,0.032863688,0.227923667,0.232176,0.014184874,0.592298333,0.609811,0.068931174,0.330917;0.376276;0.394791,0.212099;0.232176;0.239496,0.5163;0.609811;0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,3(1)",1.691291617,5.114872336,1.503896713,2.012579203,0.270565903,1.59839642,0.330139236,0.404516764,0.21187197,0.243975363,0.514295367,0.670301299,UP,1,0,0
R-DRE-68886,M Phase,127,252,9,9,9,5,5,4,9,4,4,37,248,4603,0.94248,0.15831,0.15831,1.59,565592;550576;393922;393882,pds5b;anapc16;psmd13;tubg1,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239;ENSDARG00000015610,,0.36049725,0.3581405,0.330917,0.03011065,0.350549629,0.026883386,0.224754,0.2237105,0.212099,0.013203317,0.220193867,0.011809336,0.5784935,0.573445,0.5163,0.062689431,0.558292746,0.055952873,,,,,0.330917;0.376276;0.394791;0.340005,0.212099;0.232176;0.239496;0.215245,0.5163;0.609811;0.650784;0.537079,4,0,4,565592;550576;393922;393882,ENSDARG00000098897;ENSDARG00000013822;ENSDARG00000016239;ENSDARG00000015610,0.36049725,0.3581405,0.03011065,0.224754,0.2237105,0.013203317,0.5784935,0.573445,0.062689431,0.330917;0.376276;0.394791;0.340005,0.212099;0.232176;0.239496;0.215245,0.5163;0.609811;0.650784;0.537079,0,,,,,,,,,,,,,,,0,,,,,,"Linear,4(1)",1.715741803,6.906105995,1.503896713,2.012579203,0.225088504,1.69481504,0.330988813,0.390005687,0.211814749,0.237693251,0.517057857,0.639929143,UP,1,0,0
R-DRE-69618,Mitotic Spindle Checkpoint,33,75,3,3,3,1,1,1,3,1,1,40,74,4777,0.87013,0.47063,0.47063,1.33,550576,anapc16,ENSDARG00000013822,,0.376276,0.376276,0.376276,,0.376276,,0.232176,0.232176,0.232176,,0.232176,,0.609811,0.609811,0.609811,,0.609811,,,,,,0.376276,0.232176,0.609811,1,0,1,550576,ENSDARG00000013822,0.376276,0.376276,,0.232176,0.232176,,0.609811,0.609811,,0.376276,0.232176,0.609811,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.59839642,1.59839642,1.59839642,1.59839642,0,1.59839642,0.376276,0.376276,0.232176,0.232176,0.609811,0.609811,UP,1,0,0
R-DRE-69620,Cell Cycle Checkpoints,89,187,7,7,7,4,4,3,7,3,3,38,184,4667,0.93021,0.20548,0.20548,1.6,550576;406443;393922,anapc16;ywhah;psmd13,ENSDARG00000013822;ENSDARG00000005560;ENSDARG00000016239,,0.25736074,0.376276,0.00101522,0.222194668,0.265673554,0.221008103,0.157408364,0.232176,5.53E-04,0.135889948,0.162054191,0.134801582,0.420819487,0.609811,0.00186346,0.363404473,0.435583094,0.362426245,,,,,0.376276;0.00101522;0.394791,0.232176;5.53092E-4;0.239496,0.609811;0.00186346;0.650784,2,1,2,550576;393922,ENSDARG00000013822;ENSDARG00000016239,0.3855335,0.3855335,0.013092082,0.235836,0.235836,0.005176022,0.6302975,0.6302975,0.028972286,0.376276;0.394791,0.232176;0.239496,0.609811;0.650784,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(0.34);Linear,2(0.67)",1.622003257,4.877515078,1.503896713,1.775221944,0.137728502,1.59839642,0.005923803,0.508797677,0.003634412,0.311182316,0.009588613,0.83205036,UP,0.666666667,0.333333333,0
R-DRE-9648025,EML4 and NUDC in mitotic spindle formation,31,69,2,2,2,0,0,0,2,0,0,41,69,4782,0.55721,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",201,403,14,11,10,10,10,7,14,4,4,37,399,4452,0.7541,0.44052,0.57729,0.99,561082;445393;406443;100006456,cavin1b;ppp1r12a;ywhah;fmnl2a,ENSDARG00000059362;ENSDARG00000010784;ENSDARG00000005560;ENSDARG00000012586,,0.336468305,0.370278,0.00101522,0.250555255,0.397923378,0.191409524,0.190102773,0.229202,5.53E-04,0.131288275,0.226816728,0.093964998,0.602598865,0.598566,0.00186346,0.496506295,0.705796951,0.405849426,,,,,0.604302;0.340412;0.00101522;0.400144,0.301454;0.216471;5.53092E-4;0.241933,1.2114;0.535316;0.00186346;0.661816,3,1,3,561082;445393;100006456,ENSDARG00000059362;ENSDARG00000010784;ENSDARG00000012586,0.448286,0.400144,0.138375295,0.253286,0.241933,0.043614167,0.802844,0.661816,0.359428806,0.604302;0.340412;0.400144,0.301454;0.216471;0.241933,1.2114;0.535316;0.661816,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(0.25);Linear,3(0.75)",1.70067325,6.831413746,1.533676624,1.932989001,0.182175228,1.68237406,0.090924155,0.582012455,0.061440264,0.318765282,0.116022696,1.089175034,UP,0.75,0.25,0
R-DRE-1632852,Macroautophagy,52,85,5,4,4,0,0,0,5,0,0,41,85,4766,0.48596,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9612973,Autophagy,52,85,5,4,4,0,0,0,5,0,0,41,85,4766,0.48596,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-156827,L13a-mediated translational silencing of Ceruloplasmin expression,75,76,2,2,2,0,0,0,2,0,0,41,76,4775,0.52486,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1799339,SRP-dependent cotranslational protein targeting to membrane,63,64,1,1,1,0,0,0,1,0,0,41,64,4787,0.58149,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
