Identifier,EE2-1ng/L-C
ENSDARG00000096520,0
ENSDARG00000086518,2
ENSDARG00000096567,0
ENSDARG00000096508,14
ENSDARG00000096598,0
ENSDARG00000105492,0
ENSDARG00000100439,11
ENSDARG00000098779,0
ENSDARG00000092913,0
ENSDARG00000093724,0
ENSDARG00000096657,0
ENSDARG00000096513,0
ENSDARG00000019300,1
ENSDARG00000023002,2
ENSDARG00000027017,10
ENSDARG00000092853,0
ENSDARG00000094659,1
ENSDARG00000043466,0
ENSDARG00000107291,0
ENSDARG00000005789,5
ENSDARG00000043468,0
ENSDARG00000025091,21
ENSDARG00000043470,0
ENSDARG00000043475,2
ENSDARG00000096635,0
ENSDARG00000043479,0
ENSDARG00000013542,7
ENSDARG00000107164,0
ENSDARG00000005619,0
ENSDARG00000005463,7
ENSDARG00000096617,0
ENSDARG00000096663,0
ENSDARG00000031600,1
ENSDARG00000043485,19
ENSDARG00000019253,82
ENSDARG00000017188,0
ENSDARG00000029511,0
ENSDARG00000076070,1
ENSDARG00000092376,0
ENSDARG00000096609,0
ENSDARG00000030038,15
ENSDARG00000093426,0
ENSDARG00000043497,10
ENSDARG00000096655,29
ENSDARG00000016532,16
ENSDARG00000008765,1
ENSDARG00000009113,0
ENSDARG00000032238,1
ENSDARG00000096568,0
ENSDARG00000082451,0
ENSDARG00000083042,0
ENSDARG00000010905,1
ENSDARG00000057529,5
ENSDARG00000043510,3
ENSDARG00000106791,0
ENSDARG00000021789,15
ENSDARG00000057583,17
ENSDARG00000043518,2
ENSDARG00000016357,8
ENSDARG00000043514,3
ENSDARG00000043527,0
ENSDARG00000043511,23
ENSDARG00000043531,33
ENSDARG00000092758,0
ENSDARG00000043536,3
ENSDARG00000098913,0
ENSDARG00000093369,0
ENSDARG00000008573,5
ENSDARG00000093561,0
ENSDARG00000026519,11
ENSDARG00000012071,9
ENSDARG00000019355,1
ENSDARG00000007737,17
ENSDARG00000016607,3
ENSDARG00000093309,0
ENSDARG00000090698,0
ENSDARG00000096504,0
ENSDARG00000109284,0
ENSDARG00000011000,13
ENSDARG00000043553,10
ENSDARG00000043555,8
ENSDARG00000105298,0
ENSDARG00000114604,0
ENSDARG00000043557,0
ENSDARG00000096400,0
ENSDARG00000043561,13
ENSDARG00000097045,0
ENSDARG00000034187,92
ENSDARG00000018047,3
ENSDARG00000005481,10
ENSDARG00000092606,0
ENSDARG00000013966,10
ENSDARG00000062750,27
ENSDARG00000043436,1
ENSDARG00000101333,0
ENSDARG00000018693,48
ENSDARG00000112441,0
ENSDARG00000103916,0
ENSDARG00000010565,1
ENSDARG00000074056,5
ENSDARG00000075732,0
ENSDARG00000010965,31
ENSDARG00000086825,0
ENSDARG00000103540,0
ENSDARG00000103690,5
ENSDARG00000100732,0
ENSDARG00000019383,24
ENSDARG00000095347,2
ENSDARG00000092257,0
ENSDARG00000096638,0
ENSDARG00000043416,8
ENSDARG00000003681,76
ENSDARG00000070625,8
ENSDARG00000023952,2
ENSDARG00000013705,1
ENSDARG00000043410,0
ENSDARG00000070890,0
ENSDARG00000015860,0
ENSDARG00000110494,0
ENSDARG00000002745,78
ENSDARG00000023532,42
ENSDARG00000030125,5
ENSDARG00000088377,17
ENSDARG00000094664,0
ENSDARG00000007783,0
ENSDARG00000043396,0
ENSDARG00000085818,0
ENSDARG00000043394,0
ENSDARG00000109927,0
ENSDARG00000020284,8
ENSDARG00000096511,0
ENSDARG00000094026,0
ENSDARG00000019961,5
ENSDARG00000091418,9
ENSDARG00000116471,0
ENSDARG00000014004,18
ENSDARG00000043388,5
ENSDARG00000096639,5
ENSDARG00000083537,0
ENSDARG00000082396,0
ENSDARG00000016138,3
ENSDARG00000089549,5
ENSDARG00000107172,0
ENSDARG00000093899,2
ENSDARG00000057025,1
ENSDARG00000039577,9
ENSDARG00000043220,1
ENSDARG00000094102,1
ENSDARG00000020250,2
ENSDARG00000015474,19
ENSDARG00000079369,9
ENSDARG00000029569,0
ENSDARG00000034293,32
ENSDARG00000043243,0
ENSDARG00000096560,0
ENSDARG00000031983,0
ENSDARG00000026473,18
ENSDARG00000031316,6
ENSDARG00000043250,12
ENSDARG00000092770,6
ENSDARG00000021143,50
ENSDARG00000091135,0
ENSDARG00000092873,117
ENSDARG00000009142,12
ENSDARG00000043257,708
ENSDARG00000017928,0
ENSDARG00000005002,1
ENSDARG00000032369,17
ENSDARG00000094224,0
ENSDARG00000096595,0
ENSDARG00000106109,0
ENSDARG00000062335,3
ENSDARG00000112482,0
ENSDARG00000021389,6
ENSDARG00000117290,0
ENSDARG00000016454,0
ENSDARG00000030107,13
ENSDARG00000009689,8
ENSDARG00000096646,0
ENSDARG00000043299,2
ENSDARG00000011703,0
ENSDARG00000097598,0
ENSDARG00000096502,5
ENSDARG00000034600,18
ENSDARG00000096539,1
ENSDARG00000043307,1
ENSDARG00000017321,1
ENSDARG00000043317,1
ENSDARG00000070494,27
ENSDARG00000043322,2
ENSDARG00000043323,4
ENSDARG00000043328,0
ENSDARG00000040005,0
ENSDARG00000115492,0
ENSDARG00000113776,0
ENSDARG00000093336,0
ENSDARG00000015611,0
ENSDARG00000094247,0
ENSDARG00000106729,0
ENSDARG00000103384,0
ENSDARG00000084628,0
ENSDARG00000085485,0
ENSDARG00000045343,0
ENSDARG00000052343,1
ENSDARG00000052341,3
ENSDARG00000093370,0
ENSDARG00000092394,8
ENSDARG00000081192,1
ENSDARG00000052336,1
ENSDARG00000052334,25
ENSDARG00000096718,0
ENSDARG00000040001,23
ENSDARG00000019706,0
ENSDARG00000009131,0
ENSDARG00000029388,7
ENSDARG00000032114,6
ENSDARG00000032237,0
ENSDARG00000040009,16
ENSDARG00000009074,1
ENSDARG00000090836,5
ENSDARG00000022350,3
ENSDARG00000070470,13
ENSDARG00000108421,0
ENSDARG00000042683,1
ENSDARG00000042698,0
ENSDARG00000021975,27
ENSDARG00000021827,3
ENSDARG00000008976,19
ENSDARG00000022718,4
ENSDARG00000034930,1
ENSDARG00000004074,9
ENSDARG00000096775,0
ENSDARG00000020469,15
ENSDARG00000096758,0
ENSDARG00000097778,0
ENSDARG00000114158,0
ENSDARG00000097405,0
ENSDARG00000093707,0
ENSDARG00000096695,0
ENSDARG00000004635,14
ENSDARG00000031136,1
ENSDARG00000107282,0
ENSDARG00000042934,19
ENSDARG00000042936,0
ENSDARG00000000161,6
ENSDARG00000011885,7
ENSDARG00000003750,17
ENSDARG00000094265,2
ENSDARG00000042946,2
ENSDARG00000042953,11
ENSDARG00000042956,1
ENSDARG00000018485,1
ENSDARG00000021172,15
ENSDARG00000022650,59
ENSDARG00000042978,7
ENSDARG00000042980,4
ENSDARG00000042982,0
ENSDARG00000096798,0
ENSDARG00000022631,4
ENSDARG00000042990,1
ENSDARG00000094057,0
ENSDARG00000095707,1
ENSDARG00000033539,19
ENSDARG00000004517,7
ENSDARG00000043004,0
ENSDARG00000096788,0
ENSDARG00000022730,0
ENSDARG00000011602,30
ENSDARG00000097729,0
ENSDARG00000002991,0
ENSDARG00000043011,3
ENSDARG00000043019,16
ENSDARG00000003977,1
ENSDARG00000011445,3
ENSDARG00000016745,7
ENSDARG00000043026,7
ENSDARG00000010831,11
ENSDARG00000091947,4
ENSDARG00000043035,6
ENSDARG00000056089,18
ENSDARG00000056092,9
ENSDARG00000056099,13
ENSDARG00000056121,4
ENSDARG00000097701,0
ENSDARG00000056125,0
ENSDARG00000009499,25
ENSDARG00000083421,0
ENSDARG00000108590,0
ENSDARG00000004111,0
ENSDARG00000055676,1
ENSDARG00000028086,4
ENSDARG00000055678,69
ENSDARG00000042221,4
ENSDARG00000042231,0
ENSDARG00000029290,4
ENSDARG00000055365,2
ENSDARG00000055374,0
ENSDARG00000055610,11
ENSDARG00000108707,0
ENSDARG00000055395,3
ENSDARG00000070389,2
ENSDARG00000055398,4
ENSDARG00000026629,9
ENSDARG00000055412,9
ENSDARG00000055416,18
ENSDARG00000095125,0
ENSDARG00000055426,4
ENSDARG00000070396,1
ENSDARG00000093972,0
ENSDARG00000055436,1
ENSDARG00000042319,11
ENSDARG00000042322,25
ENSDARG00000095639,0
ENSDARG00000028664,1
ENSDARG00000004581,13
ENSDARG00000091633,0
ENSDARG00000008829,13
ENSDARG00000013056,11
ENSDARG00000099570,0
ENSDARG00000042341,5
ENSDARG00000042345,12
ENSDARG00000005536,9
ENSDARG00000003069,0
ENSDARG00000095793,0
ENSDARG00000095893,0
ENSDARG00000077377,7
ENSDARG00000003797,3
ENSDARG00000096709,0
ENSDARG00000010407,2
ENSDARG00000096748,0
ENSDARG00000106712,0
ENSDARG00000005924,23
ENSDARG00000021345,0
ENSDARG00000013292,6
ENSDARG00000083357,0
ENSDARG00000096759,0
ENSDARG00000042368,8
ENSDARG00000096743,0
ENSDARG00000117670,0
ENSDARG00000018266,0
ENSDARG00000096703,2
ENSDARG00000042383,0
ENSDARG00000023040,3
ENSDARG00000070423,2
ENSDARG00000061963,0
ENSDARG00000093696,0
ENSDARG00000042390,0
ENSDARG00000096732,0
ENSDARG00000096768,0
ENSDARG00000070425,5
ENSDARG00000070432,9
ENSDARG00000070426,89
ENSDARG00000070433,5
ENSDARG00000070434,1
ENSDARG00000038348,11
ENSDARG00000078652,0
ENSDARG00000110654,12
ENSDARG00000025309,0
ENSDARG00000109042,0
ENSDARG00000015627,2
ENSDARG00000094475,0
ENSDARG00000096790,0
ENSDARG00000020134,7
ENSDARG00000109107,0
ENSDARG00000026484,2
ENSDARG00000027916,14
ENSDARG00000024844,40
ENSDARG00000095266,0
ENSDARG00000030588,0
ENSDARG00000027734,35
ENSDARG00000030116,36
ENSDARG00000042510,0
ENSDARG00000042513,0
ENSDARG00000042515,0
ENSDARG00000117398,0
ENSDARG00000010785,44
ENSDARG00000042522,3
ENSDARG00000012144,18
ENSDARG00000069598,0
ENSDARG00000002894,8
ENSDARG00000071331,178
ENSDARG00000011975,0
ENSDARG00000029546,0
ENSDARG00000032126,72
ENSDARG00000042535,53
ENSDARG00000020711,9
ENSDARG00000083256,0
ENSDARG00000030844,6
ENSDARG00000028937,6
ENSDARG00000112254,0
ENSDARG00000042539,95
ENSDARG00000093093,1
ENSDARG00000027649,9
ENSDARG00000019564,6
ENSDARG00000008119,1
ENSDARG00000097857,0
ENSDARG00000096734,0
ENSDARG00000042551,4
ENSDARG00000017338,34
ENSDARG00000029544,6
ENSDARG00000042557,2
ENSDARG00000096489,1
ENSDARG00000095743,32
ENSDARG00000042562,2
ENSDARG00000042566,592
ENSDARG00000083400,0
ENSDARG00000082242,0
ENSDARG00000080823,0
ENSDARG00000083108,0
ENSDARG00000042571,3
ENSDARG00000008209,7
ENSDARG00000003058,3
ENSDARG00000087474,0
ENSDARG00000042623,9
ENSDARG00000042627,1
ENSDARG00000042630,11
ENSDARG00000017532,0
ENSDARG00000097384,0
ENSDARG00000007127,2
ENSDARG00000042642,11
ENSDARG00000042644,32
ENSDARG00000002847,0
ENSDARG00000100848,0
ENSDARG00000089110,0
ENSDARG00000030832,11
ENSDARG00000009001,16
ENSDARG00000022763,1
ENSDARG00000022767,451
ENSDARG00000015869,1
ENSDARG00000006044,2
ENSDARG00000112618,0
ENSDARG00000007179,23
ENSDARG00000092900,0
ENSDARG00000002656,21
ENSDARG00000005595,1
ENSDARG00000110912,0
ENSDARG00000029036,4
ENSDARG00000026796,7
ENSDARG00000013628,22
ENSDARG00000002826,3
ENSDARG00000020693,139
ENSDARG00000094668,0
ENSDARG00000022660,11
ENSDARG00000096751,0
ENSDARG00000096677,0
ENSDARG00000042904,54
ENSDARG00000042902,2
ENSDARG00000008678,19
ENSDARG00000017107,3
ENSDARG00000116683,0
ENSDARG00000092863,0
ENSDARG00000069808,4
ENSDARG00000074305,1
ENSDARG00000017740,24
ENSDARG00000017266,0
ENSDARG00000108566,0
ENSDARG00000093660,0
ENSDARG00000092390,0
ENSDARG00000096802,0
ENSDARG00000018921,12
ENSDARG00000008593,9
ENSDARG00000032117,0
ENSDARG00000006837,19
ENSDARG00000095565,0
ENSDARG00000103323,0
ENSDARG00000042187,17
ENSDARG00000032866,39
ENSDARG00000042186,0
ENSDARG00000101924,2
ENSDARG00000042182,0
ENSDARG00000027940,2
ENSDARG00000100381,0
ENSDARG00000115066,0
ENSDARG00000105249,0
ENSDARG00000096433,1
ENSDARG00000004877,12
ENSDARG00000112844,0
ENSDARG00000112587,0
ENSDARG00000116942,0
ENSDARG00000021913,0
ENSDARG00000042157,0
ENSDARG00000018871,0
ENSDARG00000002333,1
ENSDARG00000005716,2
ENSDARG00000012656,41
ENSDARG00000004697,5
ENSDARG00000020354,0
ENSDARG00000042138,0
ENSDARG00000096747,0
ENSDARG00000096672,0
ENSDARG00000096787,0
ENSDARG00000009123,0
ENSDARG00000042133,14
ENSDARG00000042130,0
ENSDARG00000042129,0
ENSDARG00000042120,1
ENSDARG00000027046,7
ENSDARG00000028163,5
ENSDARG00000016630,12
ENSDARG00000017634,55
ENSDARG00000010276,3
ENSDARG00000017141,0
ENSDARG00000096789,0
ENSDARG00000019062,13
ENSDARG00000096724,0
ENSDARG00000016936,3
ENSDARG00000031100,24
ENSDARG00000094010,10
ENSDARG00000079036,3
ENSDARG00000042057,3
ENSDARG00000042055,6
ENSDARG00000008639,17
ENSDARG00000042033,0
ENSDARG00000042031,2
ENSDARG00000042027,2
ENSDARG00000054723,26
ENSDARG00000096810,1
ENSDARG00000008568,14
ENSDARG00000096827,0
ENSDARG00000097362,0
ENSDARG00000042005,4
ENSDARG00000042000,1
ENSDARG00000024189,0
ENSDARG00000024195,25
ENSDARG00000088828,0
ENSDARG00000024204,11
ENSDARG00000030106,28
ENSDARG00000041976,0
ENSDARG00000024537,3
ENSDARG00000019135,0
ENSDARG00000020609,172
ENSDARG00000024564,4
ENSDARG00000096710,0
ENSDARG00000042759,1
ENSDARG00000024575,3
ENSDARG00000004735,44
ENSDARG00000019920,0
ENSDARG00000016464,4
ENSDARG00000033949,0
ENSDARG00000021664,15
ENSDARG00000006672,13
ENSDARG00000104812,0
ENSDARG00000023228,35
ENSDARG00000084287,0
ENSDARG00000009753,17
ENSDARG00000070052,0
ENSDARG00000003584,5
ENSDARG00000029747,17
ENSDARG00000008029,3
ENSDARG00000093008,0
ENSDARG00000108110,0
ENSDARG00000075134,0
ENSDARG00000096766,0
ENSDARG00000086445,0
ENSDARG00000091757,5
ENSDARG00000042829,8
ENSDARG00000096793,0
ENSDARG00000093316,0
ENSDARG00000001807,14
ENSDARG00000015224,17
ENSDARG00000070110,1
ENSDARG00000008249,2
ENSDARG00000105234,0
ENSDARG00000014953,2
ENSDARG00000109759,0
ENSDARG00000073747,0
ENSDARG00000014013,36
ENSDARG00000032049,19
ENSDARG00000042851,10
ENSDARG00000042854,4
ENSDARG00000042859,0
ENSDARG00000042864,10
ENSDARG00000018257,14
ENSDARG00000016122,8
ENSDARG00000042873,2
ENSDARG00000042876,13
ENSDARG00000042877,4
ENSDARG00000020594,25
ENSDARG00000096735,0
ENSDARG00000030905,8
ENSDARG00000096706,1
ENSDARG00000096733,0
ENSDARG00000054152,0
ENSDARG00000054150,10
ENSDARG00000013732,9
ENSDARG00000096675,0
ENSDARG00000054137,2
ENSDARG00000096755,1
ENSDARG00000096774,0
ENSDARG00000039987,15
ENSDARG00000096741,0
ENSDARG00000007171,7
ENSDARG00000041944,0
ENSDARG00000013973,9
ENSDARG00000007823,6
ENSDARG00000042577,1
ENSDARG00000024471,1
ENSDARG00000054076,0
ENSDARG00000095457,1
ENSDARG00000031587,6
ENSDARG00000007774,9
ENSDARG00000016743,6
ENSDARG00000023448,0
ENSDARG00000007869,4
ENSDARG00000041923,0
ENSDARG00000041835,0
ENSDARG00000041917,0
ENSDARG00000041915,2
ENSDARG00000010059,11
ENSDARG00000020123,23
ENSDARG00000096730,0
ENSDARG00000041911,3
ENSDARG00000041910,1
ENSDARG00000004574,5
ENSDARG00000021305,0
ENSDARG00000033916,5
ENSDARG00000032431,1
ENSDARG00000014927,4
ENSDARG00000029907,0
ENSDARG00000041896,16
ENSDARG00000105851,0
ENSDARG00000041895,18
ENSDARG00000041873,0
ENSDARG00000041870,4
ENSDARG00000114418,0
ENSDARG00000081311,0
ENSDARG00000029587,15
ENSDARG00000106862,0
ENSDARG00000092980,0
ENSDARG00000021869,2
ENSDARG00000017982,0
ENSDARG00000002877,9
ENSDARG00000010434,15
ENSDARG00000008060,1
ENSDARG00000084341,0
ENSDARG00000041919,1
ENSDARG00000021753,19
ENSDARG00000014685,2
ENSDARG00000007221,4
ENSDARG00000052758,0
ENSDARG00000093697,0
ENSDARG00000092331,0
ENSDARG00000095211,0
ENSDARG00000096773,0
ENSDARG00000096806,0
ENSDARG00000069445,0
ENSDARG00000096794,0
ENSDARG00000068994,0
ENSDARG00000096698,0
ENSDARG00000107442,0
ENSDARG00000042553,2
ENSDARG00000013441,2
ENSDARG00000094075,0
ENSDARG00000034957,4
ENSDARG00000042548,11
ENSDARG00000060944,1
ENSDARG00000069427,0
ENSDARG00000096705,0
ENSDARG00000096731,0
ENSDARG00000041779,54
ENSDARG00000103231,27
ENSDARG00000053122,9
ENSDARG00000053119,0
ENSDARG00000034650,12
ENSDARG00000053110,13
ENSDARG00000009106,180
ENSDARG00000053097,40
ENSDARG00000096673,0
ENSDARG00000041799,47
ENSDARG00000076789,0
ENSDARG00000041792,0
ENSDARG00000041797,15
ENSDARG00000041787,14
ENSDARG00000069411,0
ENSDARG00000041736,1
ENSDARG00000041734,0
ENSDARG00000005652,16
ENSDARG00000108989,0
ENSDARG00000096764,0
ENSDARG00000114359,0
ENSDARG00000014081,10
ENSDARG00000013528,1
ENSDARG00000020777,17
ENSDARG00000069404,2
ENSDARG00000069401,0
ENSDARG00000053003,0
ENSDARG00000027813,10
ENSDARG00000023117,2
ENSDARG00000015907,5
ENSDARG00000113846,0
ENSDARG00000041706,0
ENSDARG00000041702,0
ENSDARG00000014039,0
ENSDARG00000006094,1
ENSDARG00000103502,0
ENSDARG00000030530,3
ENSDARG00000023111,15
ENSDARG00000077853,0
ENSDARG00000093808,0
ENSDARG00000073913,0
ENSDARG00000016605,0
ENSDARG00000069318,4
ENSDARG00000109960,0
ENSDARG00000069307,0
ENSDARG00000069305,1
ENSDARG00000069302,5
ENSDARG00000084652,0
ENSDARG00000069296,3
ENSDARG00000009844,3
ENSDARG00000029472,24
ENSDARG00000096699,0
ENSDARG00000041554,0
ENSDARG00000041550,3
ENSDARG00000096778,0
ENSDARG00000094567,0
ENSDARG00000096812,0
ENSDARG00000069281,0
ENSDARG00000092692,0
ENSDARG00000069276,0
ENSDARG00000094146,0
ENSDARG00000094226,0
ENSDARG00000096765,0
ENSDARG00000032838,5
ENSDARG00000019529,16
ENSDARG00000088165,0
ENSDARG00000028475,3
ENSDARG00000069252,0
ENSDARG00000069251,0
ENSDARG00000069241,6
ENSDARG00000069245,48
ENSDARG00000006397,46
ENSDARG00000026630,13
ENSDARG00000070584,10
ENSDARG00000059233,0
ENSDARG00000115293,0
ENSDARG00000112249,0
ENSDARG00000084707,0
ENSDARG00000086186,0
ENSDARG00000079045,0
ENSDARG00000109195,0
ENSDARG00000060554,13
ENSDARG00000052625,15
ENSDARG00000016528,1
ENSDARG00000030263,3
ENSDARG00000094340,0
ENSDARG00000087180,0
ENSDARG00000060537,2
ENSDARG00000087688,1
ENSDARG00000081335,0
ENSDARG00000085854,0
ENSDARG00000068179,18
ENSDARG00000076380,2
ENSDARG00000069101,1
ENSDARG00000016011,5
ENSDARG00000076500,26
ENSDARG00000042344,9
ENSDARG00000052652,3
ENSDARG00000110265,0
ENSDARG00000041430,7
ENSDARG00000096676,0
ENSDARG00000095450,1
ENSDARG00000094104,16
ENSDARG00000041433,322
ENSDARG00000088462,0
ENSDARG00000094237,0
ENSDARG00000117118,0
ENSDARG00000087419,0
ENSDARG00000116990,0
ENSDARG00000094548,0
ENSDARG00000041454,0
ENSDARG00000086412,0
ENSDARG00000086268,0
ENSDARG00000089000,0
ENSDARG00000022938,0
ENSDARG00000090592,0
ENSDARG00000111108,0
ENSDARG00000117173,0
ENSDARG00000116668,0
ENSDARG00000069214,0
ENSDARG00000115277,0
ENSDARG00000113793,0
ENSDARG00000112016,0
ENSDARG00000110650,0
ENSDARG00000112794,0
ENSDARG00000069206,0
ENSDARG00000069208,2
ENSDARG00000086692,0
ENSDARG00000086390,0
ENSDARG00000069213,0
ENSDARG00000090464,0
ENSDARG00000069211,0
ENSDARG00000075828,0
ENSDARG00000090372,0
ENSDARG00000090812,0
ENSDARG00000096807,0
ENSDARG00000088859,0
ENSDARG00000091705,0
ENSDARG00000091733,0
ENSDARG00000031506,3
ENSDARG00000041414,2
ENSDARG00000041413,1
ENSDARG00000041411,6
ENSDARG00000041407,6
ENSDARG00000041402,4
ENSDARG00000041397,11
ENSDARG00000041391,46
ENSDARG00000068428,2
ENSDARG00000031683,0
ENSDARG00000097234,0
ENSDARG00000011818,0
ENSDARG00000020133,3
ENSDARG00000111953,0
ENSDARG00000017437,0
ENSDARG00000006812,15
ENSDARG00000093354,1
ENSDARG00000022260,1
ENSDARG00000041375,0
ENSDARG00000011696,0
ENSDARG00000101260,9
ENSDARG00000103380,0
ENSDARG00000083952,0
ENSDARG00000078770,2
ENSDARG00000096770,8
ENSDARG00000005394,2
ENSDARG00000111291,0
ENSDARG00000096729,0
ENSDARG00000091486,0
ENSDARG00000091552,0
ENSDARG00000096680,0
ENSDARG00000096745,0
ENSDARG00000089158,0
ENSDARG00000088490,0
ENSDARG00000096715,4
ENSDARG00000091243,1
ENSDARG00000096708,0
ENSDARG00000077694,20
ENSDARG00000017162,0
ENSDARG00000114476,0
ENSDARG00000046106,36
ENSDARG00000052511,0
ENSDARG00000116759,0
ENSDARG00000012667,13
ENSDARG00000023272,7
ENSDARG00000080287,0
ENSDARG00000102055,40
ENSDARG00000057128,13
ENSDARG00000085665,0
ENSDARG00000073933,0
ENSDARG00000057151,2
ENSDARG00000009743,0
ENSDARG00000103017,0
ENSDARG00000030092,2
ENSDARG00000067927,0
ENSDARG00000060618,0
ENSDARG00000099804,0
ENSDARG00000100162,0
ENSDARG00000091756,9
ENSDARG00000079997,0
ENSDARG00000106343,0
ENSDARG00000102744,24
ENSDARG00000085397,0
ENSDARG00000115851,0
ENSDARG00000082842,0
ENSDARG00000081029,0
ENSDARG00000111816,0
ENSDARG00000073814,1
ENSDARG00000102751,0
ENSDARG00000042661,0
ENSDARG00000101549,2
ENSDARG00000104107,1
ENSDARG00000101900,23
ENSDARG00000099578,0
ENSDARG00000102698,0
ENSDARG00000098768,0
ENSDARG00000111045,0
ENSDARG00000007901,4
ENSDARG00000039493,35
ENSDARG00000060609,1
ENSDARG00000102208,0
ENSDARG00000115208,0
ENSDARG00000019601,26
ENSDARG00000110700,5
ENSDARG00000079634,4
ENSDARG00000109287,0
ENSDARG00000106671,0
ENSDARG00000073859,0
ENSDARG00000067913,1
ENSDARG00000026811,0
ENSDARG00000067838,6
ENSDARG00000087456,15
ENSDARG00000028971,14
ENSDARG00000067509,1
ENSDARG00000090499,0
ENSDARG00000096754,0
ENSDARG00000112149,0
ENSDARG00000107936,0
ENSDARG00000088117,0
ENSDARG00000100851,11
ENSDARG00000004721,0
ENSDARG00000092181,7
ENSDARG00000096753,0
ENSDARG00000096744,0
ENSDARG00000011175,29
ENSDARG00000052178,35
ENSDARG00000006395,20
ENSDARG00000094456,0
ENSDARG00000029150,1073
ENSDARG00000112986,0
ENSDARG00000007886,4
ENSDARG00000068367,1
ENSDARG00000060034,3
ENSDARG00000096785,0
ENSDARG00000096723,0
ENSDARG00000077387,0
ENSDARG00000044949,7
ENSDARG00000096803,0
ENSDARG00000091598,10
ENSDARG00000096688,0
ENSDARG00000092470,0
ENSDARG00000052322,3
ENSDARG00000044415,0
ENSDARG00000044417,4
ENSDARG00000109150,0
ENSDARG00000091595,2
ENSDARG00000095420,0
ENSDARG00000093457,0
ENSDARG00000013659,7
ENSDARG00000014532,2
ENSDARG00000094846,1
ENSDARG00000008184,24
ENSDARG00000052471,0
ENSDARG00000052465,0
ENSDARG00000117564,0
ENSDARG00000111523,0
ENSDARG00000097674,0
ENSDARG00000009134,4
ENSDARG00000052454,0
ENSDARG00000027930,4
ENSDARG00000096702,0
ENSDARG00000075765,3
ENSDARG00000100007,0
ENSDARG00000039666,1
ENSDARG00000039669,4
ENSDARG00000015236,1
ENSDARG00000030053,93
ENSDARG00000039652,3
ENSDARG00000115571,0
ENSDARG00000113562,0
ENSDARG00000110807,0
ENSDARG00000095671,0
ENSDARG00000111367,0
ENSDARG00000093691,0
ENSDARG00000114229,0
ENSDARG00000023916,5
ENSDARG00000029581,0
ENSDARG00000108568,0
ENSDARG00000076673,16
ENSDARG00000101051,22
ENSDARG00000101062,0
ENSDARG00000100989,0
ENSDARG00000098952,1
ENSDARG00000101118,0
ENSDARG00000110451,0
ENSDARG00000110608,6
ENSDARG00000107912,1
ENSDARG00000052400,0
ENSDARG00000060349,0
ENSDARG00000041226,11
ENSDARG00000075817,2
ENSDARG00000075016,1
ENSDARG00000078825,0
ENSDARG00000052405,0
ENSDARG00000090637,1
ENSDARG00000057352,2
ENSDARG00000059923,5
ENSDARG00000095767,5
ENSDARG00000086925,0
ENSDARG00000031200,20
ENSDARG00000024746,33
ENSDARG00000010478,18
ENSDARG00000041248,0
ENSDARG00000088989,0
ENSDARG00000089478,0
ENSDARG00000086956,0
ENSDARG00000105335,0
ENSDARG00000041239,0
ENSDARG00000052408,6
ENSDARG00000041232,329
ENSDARG00000093355,0
ENSDARG00000003041,0
ENSDARG00000101626,4
ENSDARG00000099022,358
ENSDARG00000100209,16
ENSDARG00000098059,14
ENSDARG00000038432,13
ENSDARG00000105346,0
ENSDARG00000090237,0
ENSDARG00000089966,0
ENSDARG00000091409,0
ENSDARG00000086352,0
ENSDARG00000086522,0
ENSDARG00000096694,0
ENSDARG00000115359,0
ENSDARG00000078095,10
ENSDARG00000008218,11
ENSDARG00000093659,4
ENSDARG00000079396,6
ENSDARG00000027978,10
ENSDARG00000099720,0
ENSDARG00000095564,0
ENSDARG00000068916,0
ENSDARG00000068912,0
ENSDARG00000102965,5
ENSDARG00000030154,11
ENSDARG00000116804,0
ENSDARG00000096258,0
ENSDARG00000096690,1
ENSDARG00000096403,1015
ENSDARG00000114796,0
ENSDARG00000013430,210
ENSDARG00000025703,0
ENSDARG00000108788,0
ENSDARG00000105123,0
ENSDARG00000100353,0
ENSDARG00000101270,1
ENSDARG00000075301,0
ENSDARG00000111699,0
ENSDARG00000103296,0
ENSDARG00000098935,6
ENSDARG00000101873,0
ENSDARG00000102477,5
ENSDARG00000104808,0
ENSDARG00000103762,0
ENSDARG00000100789,21
ENSDARG00000009653,3
ENSDARG00000112909,2
ENSDARG00000085814,0
ENSDARG00000021550,25
ENSDARG00000079922,1
ENSDARG00000098859,0
ENSDARG00000068589,9
ENSDARG00000100549,0
ENSDARG00000100577,3
ENSDARG00000104782,118
ENSDARG00000011921,12
ENSDARG00000093088,0
ENSDARG00000061100,17
ENSDARG00000080218,0
ENSDARG00000089844,1
ENSDARG00000102894,0
ENSDARG00000110653,0
ENSDARG00000113371,0
ENSDARG00000117547,0
ENSDARG00000107408,1
ENSDARG00000087762,0
ENSDARG00000015153,0
ENSDARG00000084858,0
ENSDARG00000096283,0
ENSDARG00000045299,0
ENSDARG00000071487,0
ENSDARG00000003462,0
ENSDARG00000090387,2
ENSDARG00000045301,0
ENSDARG00000100274,1
ENSDARG00000103962,9
ENSDARG00000099717,0
ENSDARG00000100324,0
ENSDARG00000098176,0
ENSDARG00000101832,0
ENSDARG00000102019,0
ENSDARG00000101184,0
ENSDARG00000100179,1
ENSDARG00000104798,1
ENSDARG00000101593,2
ENSDARG00000102959,1
