Identifier,EE2-100ng/L-C
ENSDARG00000078824,0
ENSDARG00000091579,2
ENSDARG00000020326,2
ENSDARG00000052617,1
ENSDARG00000032344,7
ENSDARG00000090120,0
ENSDARG00000096931,0
ENSDARG00000004470,10
ENSDARG00000014420,48
ENSDARG00000113064,0
ENSDARG00000043105,1
ENSDARG00000069937,0
ENSDARG00000081869,0
ENSDARG00000031325,0
ENSDARG00000111357,0
ENSDARG00000111698,0
ENSDARG00000069940,6
ENSDARG00000107930,0
ENSDARG00000089292,0
ENSDARG00000115377,0
ENSDARG00000104027,0
ENSDARG00000098208,0
ENSDARG00000098749,0
ENSDARG00000102267,0
ENSDARG00000117589,0
ENSDARG00000101914,5
ENSDARG00000098355,45
ENSDARG00000102668,0
ENSDARG00000104225,6
ENSDARG00000102424,0
ENSDARG00000099149,0
ENSDARG00000114992,0
ENSDARG00000110960,0
ENSDARG00000111935,0
ENSDARG00000099873,3
ENSDARG00000101749,4
ENSDARG00000104829,5
ENSDARG00000085569,0
ENSDARG00000102720,0
ENSDARG00000101264,1
ENSDARG00000104483,0
ENSDARG00000099615,0
ENSDARG00000099383,0
ENSDARG00000102946,0
ENSDARG00000101585,0
ENSDARG00000102810,0
ENSDARG00000100349,0
ENSDARG00000101037,5
ENSDARG00000102948,1
ENSDARG00000099292,0
ENSDARG00000104436,21
ENSDARG00000103193,1
ENSDARG00000104022,1
ENSDARG00000104603,0
ENSDARG00000097890,0
ENSDARG00000038768,7
ENSDARG00000038770,1
ENSDARG00000020960,8
ENSDARG00000042357,3
ENSDARG00000052215,1
ENSDARG00000086228,1
ENSDARG00000077698,1
ENSDARG00000078953,4
ENSDARG00000052222,1
ENSDARG00000059498,3
ENSDARG00000074443,3
ENSDARG00000052223,9
ENSDARG00000097769,0
ENSDARG00000086204,1
ENSDARG00000097976,0
ENSDARG00000105223,26
ENSDARG00000101457,2
ENSDARG00000102161,0
ENSDARG00000097006,1
ENSDARG00000080933,0
ENSDARG00000010727,0
ENSDARG00000097451,0
ENSDARG00000062799,0
ENSDARG00000078222,0
ENSDARG00000081891,0
ENSDARG00000099792,0
ENSDARG00000070979,0
ENSDARG00000074362,0
ENSDARG00000056062,0
ENSDARG00000096946,0
ENSDARG00000116704,0
ENSDARG00000097960,0
ENSDARG00000097993,0
ENSDARG00000026313,0
ENSDARG00000097138,0
ENSDARG00000097680,0
ENSDARG00000078602,0
ENSDARG00000006240,5
ENSDARG00000003970,0
ENSDARG00000082480,0
ENSDARG00000089883,0
ENSDARG00000002872,0
ENSDARG00000090871,1
ENSDARG00000089951,0
ENSDARG00000021233,0
ENSDARG00000073974,0
ENSDARG00000077249,0
ENSDARG00000077915,0
ENSDARG00000108067,0
ENSDARG00000091754,0
ENSDARG00000029931,3
ENSDARG00000089922,0
ENSDARG00000052150,24
ENSDARG00000042338,1
ENSDARG00000078364,0
ENSDARG00000078904,14
ENSDARG00000098017,6
ENSDARG00000007603,4
ENSDARG00000007092,0
ENSDARG00000059475,4
ENSDARG00000039116,4
ENSDARG00000075015,12
ENSDARG00000052176,0
ENSDARG00000016213,0
ENSDARG00000052139,12
ENSDARG00000028048,4
ENSDARG00000082126,0
ENSDARG00000098294,1
ENSDARG00000077847,3
ENSDARG00000108978,0
ENSDARG00000005679,2
ENSDARG00000079808,0
ENSDARG00000020265,0
ENSDARG00000022232,3
ENSDARG00000014929,0
ENSDARG00000016889,28
ENSDARG00000030756,8
ENSDARG00000036548,0
ENSDARG00000076144,1
ENSDARG00000094952,0
ENSDARG00000095312,0
ENSDARG00000020976,1
ENSDARG00000004796,4
ENSDARG00000079802,0
ENSDARG00000036541,2
ENSDARG00000069729,0
ENSDARG00000010918,2
ENSDARG00000069734,0
ENSDARG00000069735,0
ENSDARG00000097238,0
ENSDARG00000097011,0
ENSDARG00000089087,0
ENSDARG00000079078,1
ENSDARG00000113599,63
ENSDARG00000089475,125
ENSDARG00000115405,74
ENSDARG00000088330,174
ENSDARG00000087390,89
ENSDARG00000089124,111
ENSDARG00000079305,39
ENSDARG00000018393,1
ENSDARG00000035706,0
ENSDARG00000097571,0
ENSDARG00000107630,0
ENSDARG00000018109,0
ENSDARG00000013997,4
ENSDARG00000097737,0
ENSDARG00000080685,0
ENSDARG00000078186,4
ENSDARG00000100149,5
ENSDARG00000079679,0
ENSDARG00000102045,0
ENSDARG00000099841,0
ENSDARG00000100672,0
ENSDARG00000039240,0
ENSDARG00000005159,0
ENSDARG00000097291,0
ENSDARG00000089829,0
ENSDARG00000100331,1
ENSDARG00000087954,1
ENSDARG00000086628,2
ENSDARG00000117771,0
ENSDARG00000115573,0
ENSDARG00000099465,3
ENSDARG00000001804,4
ENSDARG00000062947,4
ENSDARG00000004322,2
ENSDARG00000006522,1
ENSDARG00000021846,2
ENSDARG00000103739,2
ENSDARG00000059574,0
ENSDARG00000109643,0
ENSDARG00000025428,7
ENSDARG00000076742,1
ENSDARG00000032327,9
ENSDARG00000075261,3
ENSDARG00000078608,0
ENSDARG00000037805,0
ENSDARG00000076848,1
ENSDARG00000040528,1
ENSDARG00000012192,2
ENSDARG00000052429,1
ENSDARG00000069787,0
ENSDARG00000095806,0
ENSDARG00000102450,0
ENSDARG00000089291,1
ENSDARG00000031126,2
ENSDARG00000053953,0
ENSDARG00000102254,0
ENSDARG00000097566,0
ENSDARG00000097851,0
ENSDARG00000097809,0
ENSDARG00000096821,0
ENSDARG00000079603,0
ENSDARG00000097337,1
ENSDARG00000078428,0
ENSDARG00000052426,0
ENSDARG00000069878,2
ENSDARG00000014794,27
ENSDARG00000100690,0
ENSDARG00000090901,0
ENSDARG00000117625,0
ENSDARG00000115174,6
ENSDARG00000088258,0
ENSDARG00000117344,0
ENSDARG00000087210,0
ENSDARG00000059914,0
ENSDARG00000035952,0
ENSDARG00000052300,0
ENSDARG00000097343,0
ENSDARG00000086459,0
ENSDARG00000031618,0
ENSDARG00000087306,0
ENSDARG00000115425,0
ENSDARG00000097015,0
ENSDARG00000039453,2
ENSDARG00000097297,0
ENSDARG00000069839,0
ENSDARG00000111019,0
ENSDARG00000093689,0
ENSDARG00000097603,0
ENSDARG00000110539,0
ENSDARG00000097271,0
ENSDARG00000113546,0
ENSDARG00000059567,0
ENSDARG00000014366,5
ENSDARG00000040601,0
ENSDARG00000078975,0
ENSDARG00000117537,0
ENSDARG00000101356,0
ENSDARG00000099238,1
ENSDARG00000099222,1
ENSDARG00000115505,0
ENSDARG00000111820,0
ENSDARG00000098821,5
ENSDARG00000074671,7
ENSDARG00000060263,0
ENSDARG00000116806,4
ENSDARG00000078383,2
ENSDARG00000077732,18
ENSDARG00000043795,19
ENSDARG00000026834,5
ENSDARG00000059556,2
ENSDARG00000089338,1
ENSDARG00000076807,1
ENSDARG00000069869,0
ENSDARG00000103341,0
ENSDARG00000090930,0
ENSDARG00000097523,0
ENSDARG00000059557,0
ENSDARG00000089079,0
ENSDARG00000102593,0
ENSDARG00000074345,2
ENSDARG00000085668,0
ENSDARG00000098465,30
ENSDARG00000102896,0
ENSDARG00000099516,1
ENSDARG00000103893,1
ENSDARG00000102828,0
ENSDARG00000117600,1
ENSDARG00000115335,0
ENSDARG00000101919,1
ENSDARG00000036844,0
ENSDARG00000036846,2
ENSDARG00000090861,0
ENSDARG00000036852,0
ENSDARG00000099260,0
ENSDARG00000030560,5
ENSDARG00000052360,0
ENSDARG00000074669,0
ENSDARG00000018903,8
ENSDARG00000037790,19
ENSDARG00000024433,131
ENSDARG00000098994,0
ENSDARG00000037789,2113
ENSDARG00000032836,25
ENSDARG00000076324,7
ENSDARG00000074086,0
ENSDARG00000097521,1
ENSDARG00000097842,1
ENSDARG00000097501,0
ENSDARG00000088331,2
ENSDARG00000098021,1
ENSDARG00000096851,2
ENSDARG00000086332,3
ENSDARG00000031119,0
ENSDARG00000101684,0
ENSDARG00000097098,0
ENSDARG00000103947,0
ENSDARG00000074768,0
ENSDARG00000037794,1
ENSDARG00000074317,0
ENSDARG00000076679,12
ENSDARG00000067607,0
ENSDARG00000056394,3
ENSDARG00000041300,2
ENSDARG00000079482,0
ENSDARG00000041294,0
ENSDARG00000052344,2
ENSDARG00000067593,4
ENSDARG00000116815,1
ENSDARG00000116271,4
ENSDARG00000116723,0
ENSDARG00000102658,1
ENSDARG00000115456,0
ENSDARG00000069796,1
ENSDARG00000078281,0
ENSDARG00000111506,0
ENSDARG00000076831,0
ENSDARG00000077080,0
ENSDARG00000037783,13
ENSDARG00000037782,0
ENSDARG00000069806,0
ENSDARG00000097714,0
ENSDARG00000043923,0
ENSDARG00000102141,0
ENSDARG00000102123,1
ENSDARG00000114503,0
ENSDARG00000115971,0
ENSDARG00000098311,0
ENSDARG00000104839,2
ENSDARG00000100143,0
ENSDARG00000102474,1
ENSDARG00000104049,1
ENSDARG00000102226,1
ENSDARG00000103095,3
ENSDARG00000102128,1
ENSDARG00000110470,0
ENSDARG00000100422,0
ENSDARG00000104632,0
ENSDARG00000100660,0
ENSDARG00000113107,0
ENSDARG00000099787,0
ENSDARG00000112451,0
ENSDARG00000070546,0
ENSDARG00000045914,17
ENSDARG00000045913,17
ENSDARG00000045911,0
ENSDARG00000045910,5
ENSDARG00000045909,2
ENSDARG00000025073,291
ENSDARG00000084828,0
ENSDARG00000095951,0
ENSDARG00000093924,0
ENSDARG00000108269,0
ENSDARG00000084451,0
ENSDARG00000031737,0
ENSDARG00000099652,0
ENSDARG00000101047,1
ENSDARG00000102104,0
ENSDARG00000099833,0
ENSDARG00000103870,0
ENSDARG00000096118,4
ENSDARG00000045900,1
ENSDARG00000016968,4
ENSDARG00000102878,3
ENSDARG00000059311,8
ENSDARG00000017386,0
ENSDARG00000045898,10
ENSDARG00000006060,4
ENSDARG00000113105,0
ENSDARG00000103050,0
ENSDARG00000070535,0
ENSDARG00000013789,0
ENSDARG00000063686,3
ENSDARG00000087962,3
ENSDARG00000099313,9
ENSDARG00000103102,0
ENSDARG00000104018,25
ENSDARG00000102157,0
ENSDARG00000098612,1
ENSDARG00000100898,0
ENSDARG00000102340,9
ENSDARG00000111388,0
ENSDARG00000025601,0
ENSDARG00000063672,0
ENSDARG00000018149,10
ENSDARG00000095920,0
ENSDARG00000045886,6
ENSDARG00000045885,5
ENSDARG00000007413,6
ENSDARG00000097341,0
ENSDARG00000045880,0
ENSDARG00000009657,3
ENSDARG00000093658,2
ENSDARG00000026839,3
ENSDARG00000016979,8
ENSDARG00000070477,2
ENSDARG00000045878,0
ENSDARG00000045877,4
ENSDARG00000079391,3
ENSDARG00000015921,9
ENSDARG00000099520,0
ENSDARG00000061544,1
ENSDARG00000020812,0
ENSDARG00000094007,0
ENSDARG00000093685,0
ENSDARG00000059196,0
ENSDARG00000009262,0
ENSDARG00000018618,22
ENSDARG00000045874,5
ENSDARG00000057468,0
ENSDARG00000045873,0
ENSDARG00000079143,0
ENSDARG00000057714,8
ENSDARG00000045224,0
ENSDARG00000011246,0
ENSDARG00000053709,0
ENSDARG00000099129,3
ENSDARG00000101813,17
ENSDARG00000039724,0
ENSDARG00000070441,3
ENSDARG00000011961,9
ENSDARG00000008986,1
ENSDARG00000008235,3
ENSDARG00000107595,0
ENSDARG00000004592,2
ENSDARG00000006567,0
ENSDARG00000016231,0
ENSDARG00000016749,1
ENSDARG00000004227,1
ENSDARG00000006038,1
ENSDARG00000045870,3
ENSDARG00000098551,0
ENSDARG00000060248,0
ENSDARG00000017757,2
ENSDARG00000030598,0
ENSDARG00000077356,0
ENSDARG00000097907,0
ENSDARG00000089860,1
ENSDARG00000097073,0
ENSDARG00000039843,1
ENSDARG00000077654,0
ENSDARG00000112842,0
ENSDARG00000070414,0
ENSDARG00000033296,1
ENSDARG00000006283,4
ENSDARG00000045864,0
ENSDARG00000045863,0
ENSDARG00000093470,0
ENSDARG00000105162,0
ENSDARG00000107526,0
ENSDARG00000016691,9
ENSDARG00000101363,1
ENSDARG00000095042,0
ENSDARG00000100963,0
ENSDARG00000115613,3
ENSDARG00000059043,2
ENSDARG00000075281,2
ENSDARG00000023766,1
ENSDARG00000097286,0
ENSDARG00000039356,1
ENSDARG00000059064,0
ENSDARG00000099725,0
ENSDARG00000090401,0
ENSDARG00000063578,0
ENSDARG00000106466,0
ENSDARG00000063563,10
ENSDARG00000039350,2
ENSDARG00000073963,0
ENSDARG00000069607,5
ENSDARG00000059053,2
ENSDARG00000092677,7
ENSDARG00000020871,4
ENSDARG00000039346,15
ENSDARG00000101565,1
ENSDARG00000097044,4
ENSDARG00000059003,2
ENSDARG00000039343,8
ENSDARG00000039340,0
ENSDARG00000070408,0
ENSDARG00000045858,2
ENSDARG00000045856,0
ENSDARG00000045854,0
ENSDARG00000045853,2
ENSDARG00000045851,0
ENSDARG00000095324,0
ENSDARG00000015623,0
ENSDARG00000030694,28
ENSDARG00000096037,0
ENSDARG00000045850,6
ENSDARG00000015931,7
ENSDARG00000063481,1
ENSDARG00000045847,9
ENSDARG00000045846,2
ENSDARG00000045843,12
ENSDARG00000045842,5
ENSDARG00000095332,1
ENSDARG00000014395,0
ENSDARG00000045837,0
ENSDARG00000094254,0
ENSDARG00000097507,2
ENSDARG00000095186,1
ENSDARG00000096986,2
ENSDARG00000097353,2
ENSDARG00000110143,0
ENSDARG00000045836,0
ENSDARG00000006409,0
ENSDARG00000045835,17
ENSDARG00000045834,5
ENSDARG00000034700,4
ENSDARG00000024465,3
ENSDARG00000017355,0
ENSDARG00000031956,0
ENSDARG00000070220,1
ENSDARG00000075956,1
ENSDARG00000009607,2
ENSDARG00000054321,30
ENSDARG00000024654,2
ENSDARG00000040610,0
ENSDARG00000003200,2
ENSDARG00000100253,0
ENSDARG00000091640,0
ENSDARG00000073858,2
ENSDARG00000088078,0
ENSDARG00000099560,5
ENSDARG00000087120,0
ENSDARG00000099280,1
ENSDARG00000101680,6
ENSDARG00000098745,0
ENSDARG00000074223,4
ENSDARG00000093020,0
ENSDARG00000091974,0
ENSDARG00000005453,4
ENSDARG00000090468,0
ENSDARG00000099281,9
ENSDARG00000068701,6
ENSDARG00000097967,0
ENSDARG00000068705,0
ENSDARG00000068708,1
ENSDARG00000024874,4
ENSDARG00000096138,0
ENSDARG00000084778,0
ENSDARG00000107521,0
ENSDARG00000110906,0
ENSDARG00000113211,0
ENSDARG00000102702,0
ENSDARG00000102461,0
ENSDARG00000101296,0
ENSDARG00000099870,1
ENSDARG00000070314,4
ENSDARG00000045822,31
ENSDARG00000105079,2
ENSDARG00000101254,0
ENSDARG00000006029,9
ENSDARG00000018688,0
ENSDARG00000112117,0
ENSDARG00000079470,0
ENSDARG00000105096,0
ENSDARG00000104976,0
ENSDARG00000086740,11
ENSDARG00000027799,4
ENSDARG00000045815,0
ENSDARG00000078073,2
ENSDARG00000075025,4
ENSDARG00000074905,0
ENSDARG00000026052,0
ENSDARG00000002663,1
ENSDARG00000074547,0
ENSDARG00000076313,0
ENSDARG00000074613,7
ENSDARG00000039393,2
ENSDARG00000039392,8
ENSDARG00000108662,0
ENSDARG00000081119,0
ENSDARG00000079824,0
ENSDARG00000076014,4
ENSDARG00000031930,2
ENSDARG00000109986,0
ENSDARG00000102464,2
ENSDARG00000081240,0
ENSDARG00000045801,2
ENSDARG00000096855,0
ENSDARG00000101849,15
ENSDARG00000093557,0
ENSDARG00000103537,3
ENSDARG00000102020,2
ENSDARG00000101967,10
ENSDARG00000088181,0
ENSDARG00000063097,2
ENSDARG00000039681,6
ENSDARG00000070230,0
ENSDARG00000077926,0
ENSDARG00000073881,0
ENSDARG00000034375,0
ENSDARG00000039185,3
ENSDARG00000058127,0
ENSDARG00000045788,2
ENSDARG00000045789,4
ENSDARG00000045790,0
ENSDARG00000058159,0
ENSDARG00000063149,9
ENSDARG00000016538,0
ENSDARG00000025859,0
ENSDARG00000058042,0
ENSDARG00000088044,0
ENSDARG00000091656,10
ENSDARG00000099821,0
ENSDARG00000063054,0
ENSDARG00000075501,2
ENSDARG00000058030,3
ENSDARG00000045704,1
ENSDARG00000045705,4
ENSDARG00000033179,0
ENSDARG00000109844,0
ENSDARG00000110426,1
ENSDARG00000096009,0
ENSDARG00000025824,0
ENSDARG00000004386,2
ENSDARG00000114963,0
ENSDARG00000045706,3
ENSDARG00000094732,1
ENSDARG00000057983,0
ENSDARG00000063008,4
ENSDARG00000057974,4
ENSDARG00000086650,0
ENSDARG00000003570,23
ENSDARG00000057942,0
ENSDARG00000062983,3
ENSDARG00000045708,1
ENSDARG00000070126,1
ENSDARG00000062968,5
ENSDARG00000057929,0
ENSDARG00000057921,0
ENSDARG00000018820,1
ENSDARG00000032799,4
ENSDARG00000032389,3
ENSDARG00000034326,7
ENSDARG00000045747,0
ENSDARG00000106389,0
ENSDARG00000094973,0
ENSDARG00000045748,0
ENSDARG00000094597,0
ENSDARG00000116855,0
ENSDARG00000097175,0
ENSDARG00000111380,0
ENSDARG00000095446,0
ENSDARG00000093014,0
ENSDARG00000096967,0
ENSDARG00000045749,7
ENSDARG00000095994,0
ENSDARG00000045750,2
ENSDARG00000095981,0
ENSDARG00000045752,0
ENSDARG00000092989,0
ENSDARG00000045753,2
ENSDARG00000045754,1
ENSDARG00000045755,3
ENSDARG00000096083,0
ENSDARG00000096010,0
ENSDARG00000096184,0
ENSDARG00000096047,0
ENSDARG00000094603,0
ENSDARG00000096156,0
ENSDARG00000096187,0
ENSDARG00000096039,0
ENSDARG00000096153,0
ENSDARG00000045758,0
ENSDARG00000045760,0
ENSDARG00000001781,0
ENSDARG00000096114,0
ENSDARG00000096218,0
ENSDARG00000096131,0
ENSDARG00000094545,0
ENSDARG00000019235,5
ENSDARG00000063299,17
ENSDARG00000070015,0
ENSDARG00000003822,0
ENSDARG00000005451,33
ENSDARG00000079698,0
ENSDARG00000045765,0
ENSDARG00000112657,0
ENSDARG00000032765,7
ENSDARG00000081841,0
ENSDARG00000081284,0
ENSDARG00000096147,0
ENSDARG00000025576,3
ENSDARG00000031228,9
ENSDARG00000096099,0
ENSDARG00000093427,0
ENSDARG00000092083,0
ENSDARG00000117743,1
ENSDARG00000094299,0
ENSDARG00000005891,2
ENSDARG00000063255,2
ENSDARG00000094457,0
ENSDARG00000045768,7
ENSDARG00000032242,0
ENSDARG00000058366,2
ENSDARG00000017661,0
ENSDARG00000020015,13
ENSDARG00000006747,11
ENSDARG00000094980,0
ENSDARG00000007639,3
ENSDARG00000041665,12
ENSDARG00000087319,1
ENSDARG00000058244,0
ENSDARG00000103365,0
ENSDARG00000095461,0
ENSDARG00000074873,0
ENSDARG00000104625,0
ENSDARG00000103215,0
ENSDARG00000019396,5
ENSDARG00000013476,0
ENSDARG00000085437,0
ENSDARG00000008720,13
ENSDARG00000110404,0
ENSDARG00000032618,1
ENSDARG00000022165,11
ENSDARG00000005897,0
ENSDARG00000053127,1
ENSDARG00000053131,0
ENSDARG00000053136,2
ENSDARG00000069912,1
ENSDARG00000117577,0
ENSDARG00000045658,7
ENSDARG00000015824,1
ENSDARG00000005541,5
ENSDARG00000078613,0
ENSDARG00000014361,21
ENSDARG00000110543,0
ENSDARG00000094001,0
ENSDARG00000097457,0
ENSDARG00000096135,0
ENSDARG00000015053,2
ENSDARG00000117423,0
ENSDARG00000017841,11
ENSDARG00000045669,0
ENSDARG00000094646,7
ENSDARG00000092714,0
ENSDARG00000024211,0
ENSDARG00000045671,0
ENSDARG00000045672,0
ENSDARG00000045673,0
ENSDARG00000045675,1
ENSDARG00000045676,9
ENSDARG00000045677,331
ENSDARG00000081977,0
ENSDARG00000045680,3
ENSDARG00000045681,1
ENSDARG00000045683,0
ENSDARG00000078745,5
ENSDARG00000105458,1
ENSDARG00000006396,0
ENSDARG00000112990,0
ENSDARG00000045685,3
ENSDARG00000045687,1
ENSDARG00000022550,1
ENSDARG00000045692,4
ENSDARG00000015966,4
ENSDARG00000045691,0
ENSDARG00000045694,3
ENSDARG00000095980,0
ENSDARG00000096149,1
ENSDARG00000109403,0
ENSDARG00000113738,0
ENSDARG00000097023,0
ENSDARG00000097419,1
ENSDARG00000093588,0
ENSDARG00000069780,5
ENSDARG00000011661,5
ENSDARG00000062797,5
ENSDARG00000018744,0
ENSDARG00000020086,2
ENSDARG00000096496,1
ENSDARG00000092161,0
ENSDARG00000003811,6
ENSDARG00000094799,1
ENSDARG00000077090,0
ENSDARG00000079892,1
ENSDARG00000015985,0
ENSDARG00000112970,0
ENSDARG00000045589,0
ENSDARG00000112858,0
ENSDARG00000057334,6
ENSDARG00000113699,0
ENSDARG00000106193,0
ENSDARG00000045594,0
ENSDARG00000045595,0
ENSDARG00000006215,19
ENSDARG00000045598,1
ENSDARG00000017366,1
ENSDARG00000020101,6
ENSDARG00000022424,2
ENSDARG00000004497,2
ENSDARG00000002952,5
ENSDARG00000045601,0
ENSDARG00000007764,0
ENSDARG00000096823,0
ENSDARG00000062651,3
ENSDARG00000000019,7
ENSDARG00000080467,0
ENSDARG00000083126,0
ENSDARG00000081095,0
ENSDARG00000000018,7
ENSDARG00000092341,2
ENSDARG00000093247,1
ENSDARG00000019328,12
ENSDARG00000032919,8
ENSDARG00000004336,0
ENSDARG00000094584,0
ENSDARG00000069698,0
ENSDARG00000069692,2
ENSDARG00000093135,0
ENSDARG00000092944,0
ENSDARG00000092064,0
ENSDARG00000089640,0
ENSDARG00000087241,0
ENSDARG00000034823,10
ENSDARG00000032319,2
ENSDARG00000097754,0
ENSDARG00000095103,0
ENSDARG00000093168,0
ENSDARG00000093983,0
ENSDARG00000092097,0
ENSDARG00000113342,0
ENSDARG00000116640,0
ENSDARG00000113663,0
ENSDARG00000112642,0
ENSDARG00000012684,24
ENSDARG00000117071,0
ENSDARG00000056954,2
ENSDARG00000056950,45
ENSDARG00000111690,0
ENSDARG00000056938,4
ENSDARG00000045580,6
ENSDARG00000012066,17
ENSDARG00000088002,0
ENSDARG00000027249,71
ENSDARG00000020749,0
ENSDARG00000032653,6
ENSDARG00000003789,4
ENSDARG00000023026,1
ENSDARG00000027316,7
ENSDARG00000095159,0
ENSDARG00000093371,0
ENSDARG00000004904,0
ENSDARG00000093058,11
ENSDARG00000022795,2
ENSDARG00000056859,0
ENSDARG00000077985,0
ENSDARG00000019644,58
ENSDARG00000027424,11
ENSDARG00000007315,6
ENSDARG00000007405,8
ENSDARG00000019420,12
ENSDARG00000011582,1
ENSDARG00000085074,0
ENSDARG00000117277,0
ENSDARG00000091957,0
ENSDARG00000016815,0
ENSDARG00000045574,1
ENSDARG00000045568,1
ENSDARG00000094132,0
ENSDARG00000094191,1
ENSDARG00000073959,2
ENSDARG00000029944,0
ENSDARG00000093287,0
ENSDARG00000038384,0
ENSDARG00000020143,6
ENSDARG00000038386,1
ENSDARG00000007175,1
ENSDARG00000002174,3
ENSDARG00000079985,1
ENSDARG00000006011,0
ENSDARG00000002128,2
ENSDARG00000115392,0
ENSDARG00000045563,0
ENSDARG00000045561,0
ENSDARG00000030153,3
ENSDARG00000014572,29
ENSDARG00000045560,2
ENSDARG00000094593,0
ENSDARG00000097601,0
ENSDARG00000087438,0
ENSDARG00000012435,0
ENSDARG00000016886,0
ENSDARG00000076690,0
ENSDARG00000021239,2
ENSDARG00000003512,2
ENSDARG00000111346,0
ENSDARG00000004055,2
ENSDARG00000015278,0
ENSDARG00000028192,0
ENSDARG00000097434,0
ENSDARG00000045557,0
ENSDARG00000033757,2
ENSDARG00000045555,5
ENSDARG00000117252,0
ENSDARG00000073965,0
ENSDARG00000045552,0
ENSDARG00000005547,0
ENSDARG00000097195,0
ENSDARG00000029018,2
ENSDARG00000095705,11
ENSDARG00000031777,1
ENSDARG00000081807,0
ENSDARG00000082287,0
ENSDARG00000022858,0
ENSDARG00000008439,0
ENSDARG00000034717,0
ENSDARG00000069431,0
ENSDARG00000003615,3
ENSDARG00000007371,0
ENSDARG00000015222,1
ENSDARG00000096473,0
ENSDARG00000045549,0
ENSDARG00000016613,1
ENSDARG00000008867,22
ENSDARG00000115618,0
ENSDARG00000094428,1
ENSDARG00000029524,7
ENSDARG00000099812,0
ENSDARG00000045548,0
ENSDARG00000082824,0
ENSDARG00000083992,0
ENSDARG00000094118,0
ENSDARG00000006766,28
ENSDARG00000069402,8
ENSDARG00000021336,0
ENSDARG00000045544,0
ENSDARG00000014804,3
ENSDARG00000111326,0
ENSDARG00000001912,0
ENSDARG00000106138,3
ENSDARG00000104301,0
ENSDARG00000045543,5
ENSDARG00000045542,6
ENSDARG00000045541,0
ENSDARG00000011605,0
ENSDARG00000045540,4
ENSDARG00000056152,3
ENSDARG00000056145,0
ENSDARG00000101236,2
ENSDARG00000037960,5
ENSDARG00000017163,0
ENSDARG00000004794,0
ENSDARG00000019861,0
ENSDARG00000045481,0
ENSDARG00000045482,4
ENSDARG00000103810,0
ENSDARG00000045483,0
ENSDARG00000026855,0
ENSDARG00000045484,2
ENSDARG00000008398,1
ENSDARG00000082618,0
ENSDARG00000009252,2
ENSDARG00000011764,0
ENSDARG00000045485,1
ENSDARG00000117503,0
ENSDARG00000055245,0
ENSDARG00000114678,0
ENSDARG00000090038,0
ENSDARG00000090277,0
ENSDARG00000005476,3
ENSDARG00000030614,35
ENSDARG00000045486,0
ENSDARG00000010784,8
ENSDARG00000117468,0
ENSDARG00000045487,129
ENSDARG00000092717,0
ENSDARG00000097427,0
ENSDARG00000029830,0
ENSDARG00000007277,0
ENSDARG00000098436,0
ENSDARG00000013414,9
ENSDARG00000106953,0
ENSDARG00000032218,0
ENSDARG00000013000,0
ENSDARG00000096999,0
ENSDARG00000095571,0
ENSDARG00000055360,5
ENSDARG00000012729,4
ENSDARG00000061951,31
ENSDARG00000010454,3
ENSDARG00000021579,2
ENSDARG00000021595,3
ENSDARG00000007523,4
ENSDARG00000045490,24
ENSDARG00000018111,0
ENSDARG00000117573,0
ENSDARG00000034300,2
ENSDARG00000032639,12
ENSDARG00000021647,9
ENSDARG00000016010,2
ENSDARG00000021590,0
ENSDARG00000045493,0
ENSDARG00000094023,0
ENSDARG00000033443,5
ENSDARG00000109358,1
ENSDARG00000108552,0
ENSDARG00000108019,0
ENSDARG00000084043,0
ENSDARG00000111837,1
ENSDARG00000084741,0
ENSDARG00000011769,2
ENSDARG00000022187,2
ENSDARG00000002131,11
ENSDARG00000016526,6
ENSDARG00000045513,13
ENSDARG00000045514,116
ENSDARG00000045515,0
ENSDARG00000045516,9
ENSDARG00000045517,0
ENSDARG00000045518,2
ENSDARG00000045519,1
ENSDARG00000034173,0
ENSDARG00000001953,2
ENSDARG00000031346,4
ENSDARG00000069311,0
ENSDARG00000089159,2
ENSDARG00000045522,2
ENSDARG00000069292,2
ENSDARG00000088524,0
ENSDARG00000033413,3
ENSDARG00000045524,3
ENSDARG00000045525,11
ENSDARG00000042469,14
ENSDARG00000045527,3
ENSDARG00000107892,0
ENSDARG00000045528,0
ENSDARG00000075215,0
ENSDARG00000069261,2
ENSDARG00000097579,0
ENSDARG00000089861,4
ENSDARG00000089908,1
ENSDARG00000032627,1
ENSDARG00000069244,0
ENSDARG00000045530,1
ENSDARG00000097326,0
ENSDARG00000098221,2
ENSDARG00000073766,6
ENSDARG00000078749,1
ENSDARG00000083413,0
ENSDARG00000116145,0
ENSDARG00000099850,2
ENSDARG00000107462,0
ENSDARG00000041205,0
ENSDARG00000114833,0
ENSDARG00000029071,0
ENSDARG00000041199,2
ENSDARG00000024306,0
ENSDARG00000013596,2
ENSDARG00000084471,0
ENSDARG00000069160,4
ENSDARG00000045510,1
ENSDARG00000069169,0
ENSDARG00000069171,1
ENSDARG00000109808,0
ENSDARG00000069185,2
ENSDARG00000043734,1
ENSDARG00000096207,0
ENSDARG00000096045,0
ENSDARG00000014941,1
ENSDARG00000053917,0
ENSDARG00000076272,0
ENSDARG00000111124,0
ENSDARG00000112874,0
ENSDARG00000096034,0
ENSDARG00000077488,1
