Identifier,EE2-10ng/L-B
ENSDARG00000035151,0
ENSDARG00000078004,2
ENSDARG00000035152,25
ENSDARG00000109436,0
ENSDARG00000073860,0
ENSDARG00000057245,6
ENSDARG00000079780,5
ENSDARG00000088069,1
ENSDARG00000059553,7
ENSDARG00000067606,1
ENSDARG00000067605,6
ENSDARG00000094214,1
ENSDARG00000052188,0
ENSDARG00000035137,0
ENSDARG00000035136,113
ENSDARG00000059549,0
ENSDARG00000094587,0
ENSDARG00000084095,0
ENSDARG00000098537,0
ENSDARG00000110147,2
ENSDARG00000035133,32
ENSDARG00000005154,1
ENSDARG00000059587,1
ENSDARG00000095180,1
ENSDARG00000111249,0
ENSDARG00000101133,0
ENSDARG00000110503,0
ENSDARG00000116802,0
ENSDARG00000067608,2
ENSDARG00000002533,0
ENSDARG00000029480,0
ENSDARG00000113040,0
ENSDARG00000091413,2
ENSDARG00000098860,0
ENSDARG00000114187,1
ENSDARG00000074120,0
ENSDARG00000059558,0
ENSDARG00000104364,0
ENSDARG00000019525,0
ENSDARG00000094107,1
ENSDARG00000045262,7
ENSDARG00000092508,6
ENSDARG00000094043,6
ENSDARG00000093403,0
ENSDARG00000091967,6
ENSDARG00000093999,3
ENSDARG00000074246,34
ENSDARG00000088492,1
ENSDARG00000021004,11
ENSDARG00000007430,1
ENSDARG00000035131,6
ENSDARG00000089461,4
ENSDARG00000009281,1
ENSDARG00000081800,0
ENSDARG00000097279,5
ENSDARG00000095296,3
ENSDARG00000035132,3
ENSDARG00000059858,0
ENSDARG00000113524,0
ENSDARG00000032976,2
ENSDARG00000017739,5
ENSDARG00000092517,7
ENSDARG00000077174,1
ENSDARG00000112370,0
ENSDARG00000101217,0
ENSDARG00000103165,2
ENSDARG00000103712,3
ENSDARG00000009950,43
ENSDARG00000105544,0
ENSDARG00000100129,27
ENSDARG00000035127,0
ENSDARG00000117298,1
ENSDARG00000018270,2
ENSDARG00000052154,5
ENSDARG00000052155,9
ENSDARG00000033370,1
ENSDARG00000035129,5
ENSDARG00000115759,0
ENSDARG00000028949,0
ENSDARG00000026979,3
ENSDARG00000052165,0
ENSDARG00000052148,1
ENSDARG00000098481,3
ENSDARG00000104359,21
ENSDARG00000100095,26
ENSDARG00000102607,0
ENSDARG00000103926,0
ENSDARG00000098206,0
ENSDARG00000101163,0
ENSDARG00000104506,0
ENSDARG00000100559,1
ENSDARG00000104555,1
ENSDARG00000099042,0
ENSDARG00000098673,0
ENSDARG00000099930,4
ENSDARG00000099451,0
ENSDARG00000104868,0
ENSDARG00000084964,0
ENSDARG00000035122,2
ENSDARG00000093732,1
ENSDARG00000052094,6
ENSDARG00000107989,0
ENSDARG00000074033,5
ENSDARG00000103988,2
ENSDARG00000104035,0
ENSDARG00000104278,0
ENSDARG00000067851,3
ENSDARG00000018958,3
ENSDARG00000018882,9
ENSDARG00000052109,3
ENSDARG00000052110,0
ENSDARG00000035120,3
ENSDARG00000059510,3
ENSDARG00000086786,0
ENSDARG00000073892,5
ENSDARG00000045955,0
ENSDARG00000077768,1
ENSDARG00000059486,0
ENSDARG00000059485,2
ENSDARG00000102458,2
ENSDARG00000101670,0
ENSDARG00000084589,0
ENSDARG00000080999,0
ENSDARG00000079248,0
ENSDARG00000045951,4
ENSDARG00000079267,6
ENSDARG00000112159,0
ENSDARG00000004906,20
ENSDARG00000109011,0
ENSDARG00000044436,0
ENSDARG00000019752,7
ENSDARG00000095402,0
ENSDARG00000044437,2
ENSDARG00000078722,1
ENSDARG00000034982,5
ENSDARG00000093821,1
ENSDARG00000042534,11
ENSDARG00000059474,5
ENSDARG00000042527,3
ENSDARG00000042526,0
ENSDARG00000042525,3
ENSDARG00000042521,0
ENSDARG00000093957,6
ENSDARG00000042520,7
ENSDARG00000005586,8
ENSDARG00000093783,1
ENSDARG00000059472,1
ENSDARG00000104042,3
ENSDARG00000013649,0
ENSDARG00000014565,0
ENSDARG00000099111,6
ENSDARG00000101808,10
ENSDARG00000079805,1
ENSDARG00000076435,10
ENSDARG00000035735,4
ENSDARG00000039649,5
ENSDARG00000030267,0
ENSDARG00000059466,0
ENSDARG00000017636,0
ENSDARG00000011555,19
ENSDARG00000035741,20
ENSDARG00000074320,0
ENSDARG00000106433,0
ENSDARG00000117240,1
ENSDARG00000098655,0
ENSDARG00000117346,0
ENSDARG00000091556,0
ENSDARG00000102892,0
ENSDARG00000100725,5
ENSDARG00000041926,2
ENSDARG00000085136,0
ENSDARG00000059461,5
ENSDARG00000014722,0
ENSDARG00000017917,0
ENSDARG00000059459,0
ENSDARG00000041908,2
ENSDARG00000067566,2
ENSDARG00000014309,0
ENSDARG00000096889,1
ENSDARG00000059093,35
ENSDARG00000092143,0
ENSDARG00000089634,0
ENSDARG00000102513,0
ENSDARG00000076888,3
ENSDARG00000097815,0
ENSDARG00000083389,0
ENSDARG00000037121,1
ENSDARG00000093359,0
ENSDARG00000051957,8
ENSDARG00000059442,4
ENSDARG00000117525,0
ENSDARG00000099542,0
ENSDARG00000051956,15
ENSDARG00000074645,2
ENSDARG00000016733,6
ENSDARG00000077155,1
ENSDARG00000067564,0
ENSDARG00000067563,0
ENSDARG00000028082,3
ENSDARG00000089924,12
ENSDARG00000028087,29
ENSDARG00000101116,2
ENSDARG00000091402,4
ENSDARG00000067560,5
ENSDARG00000114932,0
ENSDARG00000103717,0
ENSDARG00000102843,0
ENSDARG00000099917,1
ENSDARG00000075395,1
ENSDARG00000102320,8
ENSDARG00000098646,2
ENSDARG00000105036,7
ENSDARG00000097803,0
ENSDARG00000104114,1
ENSDARG00000024818,1
ENSDARG00000059432,0
ENSDARG00000039501,1
ENSDARG00000011537,1
ENSDARG00000051953,14
ENSDARG00000059437,4
ENSDARG00000051940,4
ENSDARG00000067613,0
ENSDARG00000094605,0
ENSDARG00000099746,5
ENSDARG00000071469,0
ENSDARG00000101090,3
ENSDARG00000105924,0
ENSDARG00000078302,1
ENSDARG00000107130,1
ENSDARG00000001950,335
ENSDARG00000054874,0
ENSDARG00000003803,0
ENSDARG00000016212,1
ENSDARG00000088222,0
ENSDARG00000109568,0
ENSDARG00000079639,5
ENSDARG00000059455,0
ENSDARG00000042845,2
ENSDARG00000110235,0
ENSDARG00000032584,0
ENSDARG00000009280,54
ENSDARG00000019357,0
ENSDARG00000004406,1
ENSDARG00000028688,1
ENSDARG00000035187,3
ENSDARG00000035188,0
ENSDARG00000105286,6
ENSDARG00000024894,1
ENSDARG00000002216,7
ENSDARG00000099908,1
ENSDARG00000102657,5
ENSDARG00000098583,6
ENSDARG00000015879,0
ENSDARG00000112811,0
ENSDARG00000115222,2
ENSDARG00000086706,1
ENSDARG00000059581,1
ENSDARG00000059582,1
ENSDARG00000008219,0
ENSDARG00000104339,2
ENSDARG00000026759,0
ENSDARG00000096454,4
ENSDARG00000094176,0
ENSDARG00000078283,0
ENSDARG00000074634,1
ENSDARG00000052192,0
ENSDARG00000052190,7
ENSDARG00000067669,0
ENSDARG00000110178,2
ENSDARG00000036613,0
ENSDARG00000036619,0
ENSDARG00000006544,0
ENSDARG00000117384,0
ENSDARG00000091124,7
ENSDARG00000111939,30
ENSDARG00000052182,27
ENSDARG00000102558,1250
ENSDARG00000099309,11
ENSDARG00000103662,0
ENSDARG00000103984,0
ENSDARG00000104188,0
ENSDARG00000101169,0
ENSDARG00000115741,0
ENSDARG00000096307,0
ENSDARG00000038151,3
ENSDARG00000096322,0
ENSDARG00000038153,226
ENSDARG00000099546,8
ENSDARG00000117479,0
ENSDARG00000078416,11
ENSDARG00000100374,14
ENSDARG00000114386,1
ENSDARG00000117386,0
ENSDARG00000114423,0
ENSDARG00000114823,0
ENSDARG00000045978,4
ENSDARG00000054930,0
ENSDARG00000079884,3
ENSDARG00000015563,2
ENSDARG00000104700,4
ENSDARG00000101161,2
ENSDARG00000101671,0
ENSDARG00000101906,2
ENSDARG00000105182,9
ENSDARG00000008030,21
ENSDARG00000112895,0
ENSDARG00000012823,0
ENSDARG00000073684,7
ENSDARG00000074094,5
ENSDARG00000098289,1
ENSDARG00000098837,0
ENSDARG00000114885,3
ENSDARG00000052142,1
ENSDARG00000003818,19
ENSDARG00000097359,0
ENSDARG00000096924,0
ENSDARG00000096883,0
ENSDARG00000101131,4
ENSDARG00000114425,5
ENSDARG00000100203,0
ENSDARG00000117673,1
ENSDARG00000117550,1
ENSDARG00000030166,4
ENSDARG00000103479,5
ENSDARG00000116015,0
ENSDARG00000018782,7
ENSDARG00000015374,2
ENSDARG00000096252,0
ENSDARG00000018623,0
ENSDARG00000096306,1
ENSDARG00000059128,79
ENSDARG00000077764,0
ENSDARG00000002510,0
ENSDARG00000100781,0
ENSDARG00000006757,18
ENSDARG00000044431,14
ENSDARG00000102202,3
ENSDARG00000029252,10
ENSDARG00000005846,0
ENSDARG00000107534,0
ENSDARG00000027419,22
ENSDARG00000015126,10
ENSDARG00000100715,3
ENSDARG00000103195,2
ENSDARG00000102362,12
ENSDARG00000040455,2
ENSDARG00000096825,1
ENSDARG00000075648,1
ENSDARG00000020863,2
ENSDARG00000102471,1
ENSDARG00000088225,3
ENSDARG00000099547,0
ENSDARG00000104130,3
ENSDARG00000104833,1
ENSDARG00000090904,0
ENSDARG00000005559,6
ENSDARG00000112886,0
ENSDARG00000063264,7
ENSDARG00000110683,0
ENSDARG00000096414,0
ENSDARG00000117420,0
ENSDARG00000112680,0
ENSDARG00000112008,0
ENSDARG00000097859,0
ENSDARG00000116943,0
ENSDARG00000109241,0
ENSDARG00000044601,80
ENSDARG00000032725,510
ENSDARG00000063213,2
ENSDARG00000078440,0
ENSDARG00000097122,1
ENSDARG00000063257,0
ENSDARG00000058892,2
ENSDARG00000063153,5
ENSDARG00000058874,0
ENSDARG00000096411,1
ENSDARG00000005343,1
ENSDARG00000019360,11
ENSDARG00000096346,12
ENSDARG00000044628,8
ENSDARG00000077040,0
ENSDARG00000075924,3
ENSDARG00000084151,0
ENSDARG00000044615,12
ENSDARG00000006260,124
ENSDARG00000036700,32
ENSDARG00000096419,5
ENSDARG00000058820,16
ENSDARG00000058815,0
ENSDARG00000058893,1
ENSDARG00000009350,6
ENSDARG00000058903,1
ENSDARG00000071217,0
ENSDARG00000112074,0
ENSDARG00000058906,0
ENSDARG00000000943,3
ENSDARG00000058930,0
ENSDARG00000058937,0
ENSDARG00000096429,0
ENSDARG00000058953,0
ENSDARG00000031664,1
ENSDARG00000032005,0
ENSDARG00000037000,5
ENSDARG00000104298,0
ENSDARG00000036998,2
ENSDARG00000101745,0
ENSDARG00000006202,4
ENSDARG00000039578,39
ENSDARG00000000103,18
ENSDARG00000063062,6
ENSDARG00000012039,0
ENSDARG00000019181,564
ENSDARG00000081943,0
ENSDARG00000116745,0
ENSDARG00000113571,0
ENSDARG00000074533,4
ENSDARG00000063295,63
ENSDARG00000044600,0
ENSDARG00000071215,4
ENSDARG00000090793,1
ENSDARG00000017400,0
ENSDARG00000116941,1
ENSDARG00000094965,11
ENSDARG00000071213,2
ENSDARG00000062978,1
ENSDARG00000037059,6
ENSDARG00000037057,24
ENSDARG00000096398,6
ENSDARG00000019763,0
ENSDARG00000058660,14
ENSDARG00000078605,2
ENSDARG00000096428,1
ENSDARG00000089933,1
ENSDARG00000111849,0
ENSDARG00000062998,2
ENSDARG00000009782,30
ENSDARG00000071198,1
ENSDARG00000025404,1
ENSDARG00000077580,0
ENSDARG00000071197,2
ENSDARG00000043685,0
ENSDARG00000096297,0
ENSDARG00000071196,37
ENSDARG00000058699,0
ENSDARG00000083564,0
ENSDARG00000112863,0
ENSDARG00000059902,12
ENSDARG00000098645,12
ENSDARG00000071139,0
ENSDARG00000098099,0
ENSDARG00000103253,2
ENSDARG00000098376,22
ENSDARG00000071159,0
ENSDARG00000079187,0
ENSDARG00000101032,0
ENSDARG00000088058,0
ENSDARG00000093431,0
ENSDARG00000098734,0
ENSDARG00000063538,12
ENSDARG00000044264,0
ENSDARG00000073764,0
ENSDARG00000116646,0
ENSDARG00000062884,0
ENSDARG00000092660,2
ENSDARG00000002402,3
ENSDARG00000003287,3
ENSDARG00000087381,0
ENSDARG00000104353,35
ENSDARG00000085291,0
ENSDARG00000085557,0
ENSDARG00000080938,0
ENSDARG00000044267,10
ENSDARG00000027589,8
ENSDARG00000006093,2
ENSDARG00000076924,2
ENSDARG00000076872,2
ENSDARG00000096401,0
ENSDARG00000075240,0
ENSDARG00000074248,7
ENSDARG00000071183,0
ENSDARG00000004898,0
ENSDARG00000006040,4
ENSDARG00000014875,2
ENSDARG00000007098,53
ENSDARG00000113961,0
ENSDARG00000005359,26
ENSDARG00000058165,0
ENSDARG00000096397,0
ENSDARG00000058145,0
ENSDARG00000079700,1
ENSDARG00000071113,90
ENSDARG00000062744,4
ENSDARG00000089858,1
ENSDARG00000062687,2
ENSDARG00000096286,0
ENSDARG00000062630,0
ENSDARG00000096235,0
ENSDARG00000078814,3
ENSDARG00000007812,3
ENSDARG00000096373,1
ENSDARG00000044565,49
ENSDARG00000071086,0
ENSDARG00000071084,3
ENSDARG00000009021,7
ENSDARG00000009447,407
ENSDARG00000006639,6
ENSDARG00000083047,0
ENSDARG00000029415,11
ENSDARG00000089697,1
ENSDARG00000096239,0
ENSDARG00000044562,123
ENSDARG00000044561,0
ENSDARG00000088411,10
ENSDARG00000062594,5
ENSDARG00000096232,0
ENSDARG00000109033,0
ENSDARG00000016750,0
ENSDARG00000110899,0
ENSDARG00000028119,27
ENSDARG00000096270,1
ENSDARG00000090156,2
ENSDARG00000074723,3
ENSDARG00000083501,0
ENSDARG00000044551,5
ENSDARG00000033012,9
ENSDARG00000044549,1
ENSDARG00000073837,3
ENSDARG00000079945,0
ENSDARG00000024847,0
ENSDARG00000057833,0
ENSDARG00000011571,2
ENSDARG00000096384,0
ENSDARG00000075700,0
ENSDARG00000096375,13
ENSDARG00000096271,0
ENSDARG00000107629,0
ENSDARG00000057772,13
ENSDARG00000096290,1
ENSDARG00000057782,25
ENSDARG00000090418,0
ENSDARG00000077073,0
ENSDARG00000045331,6
ENSDARG00000090872,39
ENSDARG00000097743,0
ENSDARG00000097317,0
ENSDARG00000062430,3
ENSDARG00000112211,0
ENSDARG00000044532,1
ENSDARG00000023878,6
ENSDARG00000044528,12
ENSDARG00000016311,2
ENSDARG00000011941,5
ENSDARG00000074921,2
ENSDARG00000057688,1
ENSDARG00000096929,0
ENSDARG00000057633,0
ENSDARG00000057683,13
ENSDARG00000097696,17
ENSDARG00000058323,0
ENSDARG00000071032,0
ENSDARG00000063009,0
ENSDARG00000058325,2
ENSDARG00000103763,0
ENSDARG00000104367,0
ENSDARG00000071025,1
ENSDARG00000062323,10
ENSDARG00000044521,265
ENSDARG00000111107,0
ENSDARG00000028546,24
ENSDARG00000062226,8
ENSDARG00000062217,3
ENSDARG00000024006,2
ENSDARG00000071013,2
ENSDARG00000075041,3
ENSDARG00000004753,2
ENSDARG00000023498,1
ENSDARG00000004243,1
ENSDARG00000078037,0
ENSDARG00000038283,0
ENSDARG00000097422,0
ENSDARG00000071011,13
ENSDARG00000084797,0
ENSDARG00000034685,11
ENSDARG00000030349,229
ENSDARG00000081499,0
ENSDARG00000005221,8
ENSDARG00000022599,9
ENSDARG00000077047,7
ENSDARG00000083395,0
ENSDARG00000020187,43
ENSDARG00000044511,8
ENSDARG00000062174,4
ENSDARG00000070995,1
ENSDARG00000087285,0
ENSDARG00000100695,0
ENSDARG00000095896,13
ENSDARG00000061505,6
ENSDARG00000061508,1
ENSDARG00000003991,3
ENSDARG00000043360,1
ENSDARG00000043361,4
ENSDARG00000096905,46
ENSDARG00000088717,7
ENSDARG00000112756,0
ENSDARG00000061515,0
ENSDARG00000088515,1
ENSDARG00000095170,0
ENSDARG00000109159,0
ENSDARG00000070991,4
ENSDARG00000028027,13
ENSDARG00000058179,6
ENSDARG00000057276,1
ENSDARG00000097207,0
ENSDARG00000115435,0
ENSDARG00000097529,0
ENSDARG00000097864,0
ENSDARG00000002933,3
ENSDARG00000062123,10
ENSDARG00000103429,0
ENSDARG00000020814,2
ENSDARG00000030975,2
ENSDARG00000059712,2
ENSDARG00000041359,6
ENSDARG00000013938,21
ENSDARG00000076865,0
ENSDARG00000098290,1
ENSDARG00000078592,11
ENSDARG00000097933,0
ENSDARG00000111070,0
ENSDARG00000110832,0
ENSDARG00000116959,0
ENSDARG00000097837,0
ENSDARG00000115519,0
ENSDARG00000106150,0
ENSDARG00000097141,0
ENSDARG00000116830,0
ENSDARG00000091845,0
ENSDARG00000112395,0
ENSDARG00000097037,0
ENSDARG00000096880,0
ENSDARG00000116277,0
ENSDARG00000113584,0
ENSDARG00000097870,0
ENSDARG00000113938,0
ENSDARG00000092627,0
ENSDARG00000110631,0
ENSDARG00000116515,0
ENSDARG00000097348,1
ENSDARG00000113502,0
ENSDARG00000112594,0
ENSDARG00000110797,0
ENSDARG00000111834,0
ENSDARG00000097500,0
ENSDARG00000116090,0
ENSDARG00000114433,0
ENSDARG00000113606,0
ENSDARG00000097560,0
ENSDARG00000113949,0
ENSDARG00000111303,0
ENSDARG00000116780,0
ENSDARG00000116567,0
ENSDARG00000115736,0
ENSDARG00000111316,0
ENSDARG00000116345,0
ENSDARG00000115685,0
ENSDARG00000112602,0
ENSDARG00000113204,0
ENSDARG00000097557,0
ENSDARG00000110165,0
ENSDARG00000113637,0
ENSDARG00000115788,0
ENSDARG00000110559,0
ENSDARG00000115059,0
ENSDARG00000109656,0
ENSDARG00000094142,0
ENSDARG00000098726,4
ENSDARG00000114314,0
ENSDARG00000097214,0
ENSDARG00000101792,1
ENSDARG00000103020,0
ENSDARG00000100504,3
ENSDARG00000105116,45
ENSDARG00000102531,12
ENSDARG00000100584,0
ENSDARG00000098509,2
ENSDARG00000103745,1
ENSDARG00000101871,0
ENSDARG00000103485,8
ENSDARG00000098771,10
ENSDARG00000101393,6
ENSDARG00000104793,1
ENSDARG00000104396,4
ENSDARG00000103207,3
ENSDARG00000102218,0
ENSDARG00000101273,0
ENSDARG00000105128,0
ENSDARG00000099307,2
ENSDARG00000098433,9
ENSDARG00000098924,4
ENSDARG00000101126,0
ENSDARG00000100548,0
ENSDARG00000103313,4
ENSDARG00000098787,0
ENSDARG00000101277,6
ENSDARG00000105190,3
ENSDARG00000103851,11
ENSDARG00000103900,9
ENSDARG00000113706,0
ENSDARG00000103077,0
ENSDARG00000103548,0
ENSDARG00000098403,0
ENSDARG00000105069,1
ENSDARG00000101654,0
ENSDARG00000099476,4
ENSDARG00000099387,3
ENSDARG00000104390,0
ENSDARG00000103667,0
ENSDARG00000102080,1
ENSDARG00000105276,3
ENSDARG00000104093,0
ENSDARG00000114634,0
ENSDARG00000103494,1
ENSDARG00000101679,2
ENSDARG00000103173,1
ENSDARG00000085186,0
ENSDARG00000105112,16
ENSDARG00000102762,0
ENSDARG00000110416,0
ENSDARG00000111205,0
ENSDARG00000116707,0
ENSDARG00000110681,0
ENSDARG00000117823,0
ENSDARG00000117651,0
ENSDARG00000111863,0
ENSDARG00000114079,0
ENSDARG00000113569,0
ENSDARG00000116326,0
ENSDARG00000114933,0
ENSDARG00000033993,0
ENSDARG00000091605,0
ENSDARG00000095901,3
ENSDARG00000078842,13
ENSDARG00000039264,0
ENSDARG00000052470,11
ENSDARG00000070122,7
ENSDARG00000034207,0
ENSDARG00000094990,3
ENSDARG00000052433,0
ENSDARG00000039256,4
ENSDARG00000003684,3
ENSDARG00000059651,0
ENSDARG00000115657,25
ENSDARG00000003326,0
ENSDARG00000008772,13
ENSDARG00000115540,1
ENSDARG00000052377,18
ENSDARG00000079811,3
ENSDARG00000052428,0
ENSDARG00000052423,4
ENSDARG00000026084,3
ENSDARG00000039162,17
ENSDARG00000059642,7
ENSDARG00000111810,2
ENSDARG00000078576,5
ENSDARG00000111976,0
ENSDARG00000089886,13
ENSDARG00000017211,5
ENSDARG00000059634,4
ENSDARG00000052351,2
ENSDARG00000111474,2
ENSDARG00000077004,24
ENSDARG00000010873,27
ENSDARG00000038537,8
ENSDARG00000106395,0
ENSDARG00000007196,8
ENSDARG00000052304,65
ENSDARG00000059613,3
ENSDARG00000117762,0
ENSDARG00000116268,0
ENSDARG00000108434,0
ENSDARG00000070148,5
ENSDARG00000052288,1
ENSDARG00000026767,4
ENSDARG00000074933,4
ENSDARG00000020820,5
ENSDARG00000019808,54
ENSDARG00000097346,3
ENSDARG00000014727,25
ENSDARG00000103120,0
ENSDARG00000036567,0
ENSDARG00000117236,2
ENSDARG00000100336,3
ENSDARG00000100003,45
ENSDARG00000104823,7
ENSDARG00000099554,1
ENSDARG00000104571,9
ENSDARG00000098123,0
ENSDARG00000105098,10
ENSDARG00000099217,0
ENSDARG00000102415,128
ENSDARG00000101586,0
ENSDARG00000103802,2
ENSDARG00000105300,0
ENSDARG00000117309,0
ENSDARG00000098260,0
ENSDARG00000099515,0
ENSDARG00000102802,19
ENSDARG00000099979,3
ENSDARG00000102025,5
ENSDARG00000100470,0
ENSDARG00000114280,0
ENSDARG00000104361,8
ENSDARG00000106364,0
ENSDARG00000101252,0
ENSDARG00000098348,0
ENSDARG00000103840,11
ENSDARG00000100836,0
ENSDARG00000099911,1
ENSDARG00000100818,0
ENSDARG00000101791,6
ENSDARG00000102243,0
ENSDARG00000101293,9
ENSDARG00000104711,0
ENSDARG00000096974,0
ENSDARG00000054749,11
ENSDARG00000062008,0
ENSDARG00000097608,0
ENSDARG00000074265,0
ENSDARG00000070929,1
ENSDARG00000097392,0
ENSDARG00000097395,0
ENSDARG00000009830,275
ENSDARG00000016429,4
ENSDARG00000002210,1
ENSDARG00000052129,4
ENSDARG00000052104,2
ENSDARG00000052103,3
ENSDARG00000098676,0
ENSDARG00000052099,40
ENSDARG00000038293,3
ENSDARG00000061817,14
ENSDARG00000073813,0
ENSDARG00000078211,0
ENSDARG00000076094,1
ENSDARG00000017425,1
ENSDARG00000044433,0
ENSDARG00000007231,3
ENSDARG00000097000,0
ENSDARG00000061896,0
ENSDARG00000034522,10
ENSDARG00000116807,0
ENSDARG00000097082,5
ENSDARG00000056862,3
ENSDARG00000098603,0
ENSDARG00000061923,10
ENSDARG00000056924,7
ENSDARG00000044441,6
ENSDARG00000094521,0
ENSDARG00000062030,0
ENSDARG00000074283,1
ENSDARG00000070867,14
ENSDARG00000103066,4
ENSDARG00000070864,4
ENSDARG00000098121,0
ENSDARG00000023578,16
ENSDARG00000114184,0
ENSDARG00000056026,3
ENSDARG00000044356,11
ENSDARG00000044357,8
ENSDARG00000029639,37
ENSDARG00000010958,2
ENSDARG00000044457,0
ENSDARG00000070839,6
ENSDARG00000015862,307
ENSDARG00000082607,0
ENSDARG00000082960,0
ENSDARG00000061362,0
ENSDARG00000017886,4
ENSDARG00000056178,1
ENSDARG00000013144,187
ENSDARG00000056193,1
ENSDARG00000034430,2
ENSDARG00000061409,0
ENSDARG00000056203,0
ENSDARG00000056259,20
ENSDARG00000115703,0
ENSDARG00000070828,7
ENSDARG00000075743,6
ENSDARG00000070824,38
ENSDARG00000079198,14
ENSDARG00000112809,0
ENSDARG00000022518,0
ENSDARG00000074892,7
ENSDARG00000017728,7
ENSDARG00000021113,339
ENSDARG00000096822,0
ENSDARG00000102496,0
ENSDARG00000097574,0
ENSDARG00000097265,0
ENSDARG00000009677,9
ENSDARG00000075159,2
ENSDARG00000017708,2
ENSDARG00000079670,1
ENSDARG00000111481,0
ENSDARG00000097194,0
ENSDARG00000076416,6
ENSDARG00000087805,0
ENSDARG00000015964,0
ENSDARG00000061654,3
ENSDARG00000115301,3
ENSDARG00000077836,0
ENSDARG00000044405,1
ENSDARG00000044404,3
ENSDARG00000044400,0
ENSDARG00000070966,2
ENSDARG00000097897,31
ENSDARG00000113865,0
ENSDARG00000032868,27
ENSDARG00000097226,0
ENSDARG00000070961,10
ENSDARG00000079891,17
ENSDARG00000006546,10
ENSDARG00000082131,0
ENSDARG00000020625,39
ENSDARG00000075034,7
ENSDARG00000061590,7
ENSDARG00000103867,0
ENSDARG00000015176,2
ENSDARG00000095914,6
ENSDARG00000013561,36
ENSDARG00000020279,1
ENSDARG00000097493,0
ENSDARG00000017617,1
ENSDARG00000021032,5
ENSDARG00000097944,0
ENSDARG00000096309,0
ENSDARG00000044373,8
ENSDARG00000103487,0
ENSDARG00000078675,17
ENSDARG00000044365,8
ENSDARG00000056414,10
ENSDARG00000059473,11
ENSDARG00000097183,0
ENSDARG00000117287,0
ENSDARG00000117631,0
ENSDARG00000044155,10
ENSDARG00000090751,4
ENSDARG00000090153,0
ENSDARG00000053708,0
ENSDARG00000053724,0
ENSDARG00000097331,0
ENSDARG00000052025,2
ENSDARG00000052027,2
ENSDARG00000082771,0
ENSDARG00000034409,35
ENSDARG00000074311,11
ENSDARG00000082109,0
ENSDARG00000102518,0
ENSDARG00000100711,0
ENSDARG00000076017,7
ENSDARG00000075569,4
ENSDARG00000090480,2
ENSDARG00000039208,11
ENSDARG00000052030,3
ENSDARG00000039213,8
ENSDARG00000039217,1
ENSDARG00000039222,0
ENSDARG00000004105,2
ENSDARG00000096908,1
ENSDARG00000039512,2
ENSDARG00000087144,0
ENSDARG00000070013,0
ENSDARG00000117733,0
ENSDARG00000117826,1
ENSDARG00000070074,6
ENSDARG00000084970,0
ENSDARG00000041072,4
ENSDARG00000011973,1
ENSDARG00000052158,0
ENSDARG00000052157,1
ENSDARG00000074242,363
ENSDARG00000088140,0
ENSDARG00000100693,2
ENSDARG00000052170,11
ENSDARG00000059575,1
ENSDARG00000078725,6
ENSDARG00000105071,7
ENSDARG00000070047,16
ENSDARG00000103074,0
ENSDARG00000002644,29
ENSDARG00000040177,9
ENSDARG00000070037,5
ENSDARG00000076351,1
ENSDARG00000096356,0
ENSDARG00000097957,0
ENSDARG00000097541,0
ENSDARG00000097518,0
ENSDARG00000061051,1
ENSDARG00000101275,5
ENSDARG00000103194,0
ENSDARG00000007080,24
ENSDARG00000070792,5
ENSDARG00000044326,0
ENSDARG00000095519,0
ENSDARG00000081996,0
ENSDARG00000006514,12
ENSDARG00000070801,17
ENSDARG00000081859,0
ENSDARG00000101923,0
ENSDARG00000089891,0
ENSDARG00000100255,0
ENSDARG00000070743,3
ENSDARG00000070746,2
ENSDARG00000015471,6
ENSDARG00000091734,5
ENSDARG00000021607,6
ENSDARG00000110392,0
ENSDARG00000097259,0
ENSDARG00000044332,14
ENSDARG00000055781,0
ENSDARG00000097607,0
ENSDARG00000032206,1
ENSDARG00000074301,14
ENSDARG00000017590,4
ENSDARG00000107778,0
ENSDARG00000061091,0
ENSDARG00000108087,0
ENSDARG00000091465,2
ENSDARG00000088798,0
ENSDARG00000097517,0
ENSDARG00000019614,2
ENSDARG00000044339,6
ENSDARG00000076754,2
ENSDARG00000044341,0
ENSDARG00000083941,0
ENSDARG00000077442,4
ENSDARG00000044345,9
ENSDARG00000055912,10
ENSDARG00000055917,3
ENSDARG00000073841,14
ENSDARG00000061303,0
ENSDARG00000110145,0
ENSDARG00000099919,0
ENSDARG00000070730,2
ENSDARG00000085224,0
ENSDARG00000023771,5
ENSDARG00000117333,0
ENSDARG00000106101,0
ENSDARG00000061039,1
ENSDARG00000097018,0
ENSDARG00000055737,10
ENSDARG00000070726,25
ENSDARG00000057497,26
ENSDARG00000010255,1
ENSDARG00000026109,5
ENSDARG00000073850,0
ENSDARG00000070721,20
ENSDARG00000068397,5
ENSDARG00000010194,26
ENSDARG00000070713,0
ENSDARG00000055644,1
ENSDARG00000070710,0
ENSDARG00000077308,0
ENSDARG00000031647,9
ENSDARG00000090980,2
ENSDARG00000097596,0
ENSDARG00000055561,4
ENSDARG00000020301,7
ENSDARG00000077352,0
ENSDARG00000014465,3
ENSDARG00000002508,6
ENSDARG00000097909,0
ENSDARG00000017624,1951
ENSDARG00000058462,51
ENSDARG00000028618,54
