Identifier,EE2-1000ng/L-A
ENSDARG00000101685,0
ENSDARG00000102592,0
ENSDARG00000099769,0
ENSDARG00000098172,0
ENSDARG00000102189,0
ENSDARG00000102625,0
ENSDARG00000100951,0
ENSDARG00000099434,0
ENSDARG00000100237,0
ENSDARG00000102466,0
ENSDARG00000103104,0
ENSDARG00000098394,0
ENSDARG00000098496,0
ENSDARG00000100637,0
ENSDARG00000100345,0
ENSDARG00000099027,0
ENSDARG00000103876,0
ENSDARG00000103772,0
ENSDARG00000099140,0
ENSDARG00000101738,0
ENSDARG00000104046,0
ENSDARG00000100048,0
ENSDARG00000077393,0
ENSDARG00000102052,0
ENSDARG00000102809,0
ENSDARG00000076803,0
ENSDARG00000103096,0
ENSDARG00000103300,0
ENSDARG00000113363,0
ENSDARG00000079242,0
ENSDARG00000078427,0
ENSDARG00000114269,0
ENSDARG00000077036,0
ENSDARG00000115145,0
ENSDARG00000087496,0
ENSDARG00000099587,0
ENSDARG00000101803,0
ENSDARG00000102259,0
ENSDARG00000105228,0
ENSDARG00000068175,1
ENSDARG00000068177,8
ENSDARG00000114484,0
ENSDARG00000026990,0
ENSDARG00000012140,10
ENSDARG00000079515,0
ENSDARG00000014545,4
ENSDARG00000111952,0
ENSDARG00000012591,7
ENSDARG00000083762,0
ENSDARG00000074739,0
ENSDARG00000019596,6
ENSDARG00000077470,0
ENSDARG00000093416,0
ENSDARG00000060315,3
ENSDARG00000092883,0
ENSDARG00000060322,0
ENSDARG00000060326,8
ENSDARG00000104363,0
ENSDARG00000013576,5
ENSDARG00000038693,10
ENSDARG00000009372,0
ENSDARG00000038694,10
ENSDARG00000032465,1
ENSDARG00000038695,15
ENSDARG00000004891,3
ENSDARG00000095090,1
ENSDARG00000004173,19
ENSDARG00000060350,41
ENSDARG00000060345,25
ENSDARG00000060354,3
ENSDARG00000019951,16
ENSDARG00000060362,3
ENSDARG00000038700,0
ENSDARG00000023933,0
ENSDARG00000021225,3
ENSDARG00000094449,0
ENSDARG00000074604,0
ENSDARG00000060395,4
ENSDARG00000095191,8
ENSDARG00000095608,0
ENSDARG00000074447,0
ENSDARG00000030448,1
ENSDARG00000011157,6
ENSDARG00000011948,14
ENSDARG00000013117,7
ENSDARG00000077410,2
ENSDARG00000038709,1
ENSDARG00000005327,0
ENSDARG00000054162,1
ENSDARG00000054170,0
ENSDARG00000099617,4
ENSDARG00000089617,2
ENSDARG00000103889,4
ENSDARG00000084661,0
ENSDARG00000079202,7
ENSDARG00000053836,1
ENSDARG00000023303,6
ENSDARG00000026904,0
ENSDARG00000054202,0
ENSDARG00000068220,2
ENSDARG00000094681,1
ENSDARG00000068221,1
ENSDARG00000038713,6
ENSDARG00000117380,1
ENSDARG00000023157,1
ENSDARG00000053845,0
ENSDARG00000030254,1
ENSDARG00000007425,1
ENSDARG00000023185,1
ENSDARG00000023181,14
ENSDARG00000000324,1
ENSDARG00000053810,9
ENSDARG00000053802,0
ENSDARG00000038716,120
ENSDARG00000053792,2
ENSDARG00000002031,2
ENSDARG00000075543,7
ENSDARG00000068232,0
ENSDARG00000068240,0
ENSDARG00000075116,13
ENSDARG00000008388,9
ENSDARG00000054290,134
ENSDARG00000054292,7
ENSDARG00000076534,1
ENSDARG00000054300,21
ENSDARG00000054304,0
ENSDARG00000093723,0
ENSDARG00000038720,0
ENSDARG00000054313,0
ENSDARG00000054337,10
ENSDARG00000103472,12
ENSDARG00000054343,0
ENSDARG00000079605,7
ENSDARG00000108530,0
ENSDARG00000075445,16
ENSDARG00000077996,0
ENSDARG00000111637,0
ENSDARG00000086990,1
ENSDARG00000075562,0
ENSDARG00000074064,0
ENSDARG00000026972,0
ENSDARG00000038743,33
ENSDARG00000093774,45
ENSDARG00000038742,0
ENSDARG00000018077,6
ENSDARG00000092472,0
ENSDARG00000097911,0
ENSDARG00000077034,0
ENSDARG00000060637,21
ENSDARG00000107038,0
ENSDARG00000095040,0
ENSDARG00000016084,1
ENSDARG00000054837,2
ENSDARG00000038731,47
ENSDARG00000094509,0
ENSDARG00000084059,0
ENSDARG00000054454,3
ENSDARG00000112125,0
ENSDARG00000112759,0
ENSDARG00000094983,0
ENSDARG00000090873,0
ENSDARG00000011600,6
ENSDARG00000111565,0
ENSDARG00000085409,0
ENSDARG00000096869,0
ENSDARG00000117351,0
ENSDARG00000054746,6
ENSDARG00000054754,2
ENSDARG00000107114,0
ENSDARG00000117570,0
ENSDARG00000108192,0
ENSDARG00000117510,0
ENSDARG00000106746,0
ENSDARG00000040306,1
ENSDARG00000014986,9
ENSDARG00000060210,0
ENSDARG00000014692,11
ENSDARG00000056490,23
ENSDARG00000016132,4
ENSDARG00000024365,1
ENSDARG00000014209,0
ENSDARG00000053620,2
ENSDARG00000095581,0
ENSDARG00000012600,0
ENSDARG00000117671,0
ENSDARG00000038669,0
ENSDARG00000038668,0
ENSDARG00000091628,3
ENSDARG00000060177,0
ENSDARG00000095649,0
ENSDARG00000053518,1
ENSDARG00000093401,0
ENSDARG00000029596,2
ENSDARG00000008858,1
ENSDARG00000068143,9
ENSDARG00000008191,0
ENSDARG00000038658,8
ENSDARG00000021022,2
ENSDARG00000079784,1
ENSDARG00000076838,20
ENSDARG00000079412,0
ENSDARG00000018506,0
ENSDARG00000093932,1
ENSDARG00000095083,0
ENSDARG00000053450,1
ENSDARG00000078446,0
ENSDARG00000077412,0
ENSDARG00000095345,1
ENSDARG00000092023,0
ENSDARG00000094514,0
ENSDARG00000018961,89
ENSDARG00000086104,5
ENSDARG00000030824,5
ENSDARG00000109995,0
ENSDARG00000025513,0
ENSDARG00000085497,0
ENSDARG00000075212,0
ENSDARG00000017004,5
ENSDARG00000038646,0
ENSDARG00000053366,1
ENSDARG00000053358,81
ENSDARG00000097562,0
ENSDARG00000031783,1
ENSDARG00000005163,2
ENSDARG00000001721,1
ENSDARG00000108561,0
ENSDARG00000085425,0
ENSDARG00000060085,0
ENSDARG00000053318,1
ENSDARG00000079537,0
ENSDARG00000053293,0
ENSDARG00000074118,0
ENSDARG00000023217,4
ENSDARG00000010583,7
ENSDARG00000027290,6
ENSDARG00000117748,0
ENSDARG00000109929,2
ENSDARG00000104484,2
ENSDARG00000060054,2
ENSDARG00000053232,10
ENSDARG00000022689,12
ENSDARG00000105141,0
ENSDARG00000074131,7
ENSDARG00000032043,0
ENSDARG00000008548,7
ENSDARG00000016788,4
ENSDARG00000090699,0
ENSDARG00000003244,4
ENSDARG00000068431,0
ENSDARG00000093337,0
ENSDARG00000056998,7
ENSDARG00000057013,39
ENSDARG00000038608,29
ENSDARG00000010472,17
ENSDARG00000038609,12
ENSDARG00000060041,24
ENSDARG00000017038,1
ENSDARG00000076512,0
ENSDARG00000097327,0
ENSDARG00000038615,27
ENSDARG00000038612,0
ENSDARG00000040741,2
ENSDARG00000075008,1
ENSDARG00000096937,0
ENSDARG00000079124,3
ENSDARG00000107157,0
ENSDARG00000021739,0
ENSDARG00000078767,0
ENSDARG00000097253,2
ENSDARG00000079777,1
ENSDARG00000004880,1
ENSDARG00000005058,7
ENSDARG00000083325,0
ENSDARG00000081126,0
ENSDARG00000068021,1
ENSDARG00000092428,0
ENSDARG00000025855,24
ENSDARG00000021398,2
ENSDARG00000053155,1
ENSDARG00000075886,0
ENSDARG00000053158,0
ENSDARG00000093458,1
ENSDARG00000109321,0
ENSDARG00000086647,1
ENSDARG00000104553,0
ENSDARG00000100828,0
ENSDARG00000038585,10
ENSDARG00000076634,0
ENSDARG00000038587,0
ENSDARG00000114393,0
ENSDARG00000101040,0
ENSDARG00000081145,0
ENSDARG00000059965,3
ENSDARG00000102714,0
ENSDARG00000102729,1
ENSDARG00000078136,1
ENSDARG00000091280,5
ENSDARG00000095634,0
ENSDARG00000088423,0
ENSDARG00000017311,5
ENSDARG00000094414,0
ENSDARG00000077096,4
ENSDARG00000092552,0
ENSDARG00000092469,0
ENSDARG00000115238,0
ENSDARG00000093150,0
ENSDARG00000092813,0
ENSDARG00000053101,2
ENSDARG00000053104,0
ENSDARG00000074082,0
ENSDARG00000112568,0
ENSDARG00000091590,0
ENSDARG00000109342,0
ENSDARG00000090585,6
ENSDARG00000084316,0
ENSDARG00000109215,0
ENSDARG00000076757,0
ENSDARG00000094038,0
ENSDARG00000093854,0
ENSDARG00000095343,0
ENSDARG00000078489,0
ENSDARG00000108731,0
ENSDARG00000117370,1
ENSDARG00000093824,0
ENSDARG00000010192,1
ENSDARG00000091979,0
ENSDARG00000014674,4
ENSDARG00000094244,0
ENSDARG00000038574,50
ENSDARG00000027966,1
ENSDARG00000076970,1
ENSDARG00000038967,20
ENSDARG00000052978,1
ENSDARG00000099818,0
ENSDARG00000078065,0
ENSDARG00000076969,1
ENSDARG00000067985,0
ENSDARG00000008396,1
ENSDARG00000093651,0
ENSDARG00000092961,0
ENSDARG00000038570,0
ENSDARG00000094131,0
ENSDARG00000038569,0
ENSDARG00000095362,6
ENSDARG00000038561,0
ENSDARG00000038563,5
ENSDARG00000012801,9
ENSDARG00000092383,5
ENSDARG00000009735,20
ENSDARG00000010384,1
ENSDARG00000039650,7
ENSDARG00000019335,8
ENSDARG00000034503,12
ENSDARG00000102834,0
ENSDARG00000091782,0
ENSDARG00000091083,0
ENSDARG00000103510,0
ENSDARG00000104302,0
ENSDARG00000102866,0
ENSDARG00000105247,0
ENSDARG00000104524,0
ENSDARG00000014624,0
ENSDARG00000111630,0
ENSDARG00000098337,0
ENSDARG00000103241,0
ENSDARG00000079657,0
ENSDARG00000084045,0
ENSDARG00000110291,0
ENSDARG00000014651,0
ENSDARG00000061636,0
ENSDARG00000012627,8
ENSDARG00000091433,0
ENSDARG00000036626,0
ENSDARG00000113303,0
ENSDARG00000017780,2
ENSDARG00000067958,3
ENSDARG00000092810,3
ENSDARG00000095607,0
ENSDARG00000052997,6
ENSDARG00000059866,7
ENSDARG00000077309,0
ENSDARG00000099948,0
ENSDARG00000099765,0
ENSDARG00000100413,0
ENSDARG00000110173,1
ENSDARG00000093918,0
ENSDARG00000095711,0
ENSDARG00000095756,0
ENSDARG00000038543,2
ENSDARG00000059857,2
ENSDARG00000092477,0
ENSDARG00000076360,8
ENSDARG00000004291,1
ENSDARG00000038541,0
ENSDARG00000052633,2
ENSDARG00000067950,1
ENSDARG00000014582,10
ENSDARG00000052618,0
ENSDARG00000033231,0
ENSDARG00000094499,0
ENSDARG00000019239,8
ENSDARG00000074558,2
ENSDARG00000044501,1
ENSDARG00000108106,0
ENSDARG00000090398,0
ENSDARG00000108005,0
ENSDARG00000020794,6
ENSDARG00000058774,0
ENSDARG00000106169,0
ENSDARG00000052988,0
ENSDARG00000078022,0
ENSDARG00000105201,31
ENSDARG00000104961,0
ENSDARG00000102151,0
ENSDARG00000102291,137
ENSDARG00000102557,0
ENSDARG00000098820,3
ENSDARG00000098151,0
ENSDARG00000103914,0
ENSDARG00000100260,3
ENSDARG00000101704,0
ENSDARG00000103852,0
ENSDARG00000101360,0
ENSDARG00000103678,0
ENSDARG00000098216,0
ENSDARG00000099938,0
ENSDARG00000098106,0
ENSDARG00000103964,0
ENSDARG00000101129,0
ENSDARG00000104029,0
ENSDARG00000099858,0
ENSDARG00000100258,0
ENSDARG00000106253,0
ENSDARG00000103575,0
ENSDARG00000104962,0
ENSDARG00000099599,0
ENSDARG00000113188,0
ENSDARG00000116660,0
ENSDARG00000101802,0
ENSDARG00000098965,0
ENSDARG00000098437,0
ENSDARG00000101890,1
ENSDARG00000102105,34
ENSDARG00000102887,4
ENSDARG00000102106,3
ENSDARG00000099839,0
ENSDARG00000101479,6
ENSDARG00000100184,0
ENSDARG00000102129,6
ENSDARG00000116628,0
ENSDARG00000103108,0
ENSDARG00000087612,0
ENSDARG00000090724,0
ENSDARG00000026185,10
ENSDARG00000094243,1
ENSDARG00000078644,1
ENSDARG00000117458,0
ENSDARG00000002231,0
ENSDARG00000067832,0
ENSDARG00000019588,0
ENSDARG00000053326,17
ENSDARG00000115832,0
ENSDARG00000078653,20
ENSDARG00000090903,0
ENSDARG00000102963,1
ENSDARG00000070661,0
ENSDARG00000098702,0
ENSDARG00000090727,2
ENSDARG00000110341,0
ENSDARG00000025372,0
ENSDARG00000039070,0
ENSDARG00000115610,2
ENSDARG00000069056,13
ENSDARG00000080345,0
ENSDARG00000011958,10
ENSDARG00000111796,0
ENSDARG00000103521,1
ENSDARG00000110877,1
ENSDARG00000103518,0
ENSDARG00000099376,1
ENSDARG00000107086,0
ENSDARG00000117230,1
ENSDARG00000112723,1
ENSDARG00000043012,1
ENSDARG00000089428,7
ENSDARG00000117758,1
ENSDARG00000091408,0
ENSDARG00000069029,3
ENSDARG00000013044,21
ENSDARG00000052419,59
ENSDARG00000100070,0
ENSDARG00000104244,4
ENSDARG00000104076,13
ENSDARG00000116404,0
ENSDARG00000001817,0
ENSDARG00000091072,0
ENSDARG00000067920,2
ENSDARG00000019128,11
ENSDARG00000098720,0
ENSDARG00000096249,21
ENSDARG00000040432,2
ENSDARG00000117247,0
ENSDARG00000100700,1
ENSDARG00000102808,26
ENSDARG00000040321,1
ENSDARG00000094889,7
ENSDARG00000059781,12
ENSDARG00000112703,0
ENSDARG00000067848,14
ENSDARG00000076904,0
ENSDARG00000104019,0
ENSDARG00000097617,4
ENSDARG00000067850,11
ENSDARG00000054666,20
ENSDARG00000016302,17
ENSDARG00000102532,0
ENSDARG00000041435,442
ENSDARG00000018619,1
ENSDARG00000113270,0
ENSDARG00000090086,4
ENSDARG00000100313,4
ENSDARG00000076836,97
ENSDARG00000074274,0
ENSDARG00000052496,2
ENSDARG00000098801,2
ENSDARG00000103262,0
ENSDARG00000106867,0
ENSDARG00000105208,0
ENSDARG00000115552,0
ENSDARG00000100430,0
ENSDARG00000099368,6
ENSDARG00000098943,0
ENSDARG00000103770,0
ENSDARG00000100371,737
ENSDARG00000104653,1
ENSDARG00000061774,3
ENSDARG00000095921,90
ENSDARG00000005915,2
ENSDARG00000068918,1
ENSDARG00000042215,0
ENSDARG00000091059,0
ENSDARG00000067815,2
ENSDARG00000095024,3
ENSDARG00000021107,26
ENSDARG00000025593,7
ENSDARG00000027547,3
ENSDARG00000038476,5
ENSDARG00000092766,1
ENSDARG00000079930,0
ENSDARG00000074846,2
ENSDARG00000105127,4
ENSDARG00000103148,0
ENSDARG00000104077,5
ENSDARG00000103284,0
ENSDARG00000100199,2
ENSDARG00000099802,1
ENSDARG00000105022,0
ENSDARG00000068417,0
ENSDARG00000117348,0
ENSDARG00000078442,2
ENSDARG00000115862,28
ENSDARG00000115672,0
ENSDARG00000098203,0
ENSDARG00000019917,2
ENSDARG00000116727,0
ENSDARG00000112539,0
ENSDARG00000067817,0
ENSDARG00000110940,3
ENSDARG00000103672,181
ENSDARG00000090544,0
ENSDARG00000042056,1
ENSDARG00000075936,1
ENSDARG00000117373,1
ENSDARG00000089172,0
ENSDARG00000087140,0
ENSDARG00000046074,8
ENSDARG00000081313,0
ENSDARG00000111722,2
ENSDARG00000110978,0
ENSDARG00000093517,0
ENSDARG00000092914,0
ENSDARG00000073735,0
ENSDARG00000095448,1
ENSDARG00000075355,1
ENSDARG00000093203,0
ENSDARG00000095032,0
ENSDARG00000079614,0
ENSDARG00000089388,0
ENSDARG00000087057,0
ENSDARG00000095390,0
ENSDARG00000092875,0
ENSDARG00000092745,0
ENSDARG00000095678,0
ENSDARG00000100128,0
ENSDARG00000035221,3
ENSDARG00000104985,0
ENSDARG00000075737,0
ENSDARG00000098142,0
ENSDARG00000117179,0
ENSDARG00000040912,3
ENSDARG00000068110,1
ENSDARG00000088820,1
ENSDARG00000104519,0
ENSDARG00000117446,0
ENSDARG00000088022,1
ENSDARG00000083891,0
ENSDARG00000092162,1
ENSDARG00000074765,1
ENSDARG00000092571,0
ENSDARG00000095061,0
ENSDARG00000039752,5
ENSDARG00000030508,0
ENSDARG00000091993,0
ENSDARG00000079347,4
ENSDARG00000079425,0
ENSDARG00000109658,0
ENSDARG00000115199,1
ENSDARG00000114814,0
ENSDARG00000110328,0
ENSDARG00000095699,0
ENSDARG00000111013,0
ENSDARG00000094448,0
ENSDARG00000115525,0
ENSDARG00000095426,0
ENSDARG00000104275,0
ENSDARG00000016674,0
ENSDARG00000111125,0
ENSDARG00000097009,0
ENSDARG00000090551,0
ENSDARG00000117639,0
ENSDARG00000100429,0
ENSDARG00000086569,4
ENSDARG00000079544,25
ENSDARG00000074191,3
ENSDARG00000038405,2
ENSDARG00000020738,0
ENSDARG00000075173,5
ENSDARG00000063438,11
ENSDARG00000095974,3
ENSDARG00000038027,6
ENSDARG00000006385,1
ENSDARG00000038028,186
ENSDARG00000095826,14
ENSDARG00000095850,0
ENSDARG00000006758,7
ENSDARG00000080745,0
ENSDARG00000099375,2
ENSDARG00000098934,4
ENSDARG00000044852,11
ENSDARG00000074266,11
ENSDARG00000078348,14
ENSDARG00000095882,0
ENSDARG00000079348,0
ENSDARG00000098105,2
ENSDARG00000099949,0
ENSDARG00000102353,3
ENSDARG00000101411,2
ENSDARG00000058414,0
ENSDARG00000095818,1
ENSDARG00000086189,0
ENSDARG00000077467,5
ENSDARG00000036625,12
ENSDARG00000095292,0
ENSDARG00000077602,0
ENSDARG00000090061,0
ENSDARG00000117725,0
ENSDARG00000112755,0
ENSDARG00000114661,0
ENSDARG00000110635,0
ENSDARG00000112569,0
ENSDARG00000002097,4
ENSDARG00000092176,0
ENSDARG00000087016,0
ENSDARG00000115830,0
ENSDARG00000040200,0
ENSDARG00000115690,0
ENSDARG00000035088,0
ENSDARG00000056443,0
ENSDARG00000076158,0
ENSDARG00000111949,0
ENSDARG00000076573,0
ENSDARG00000116893,0
ENSDARG00000079471,0
ENSDARG00000109662,0
ENSDARG00000107829,0
ENSDARG00000052876,1
ENSDARG00000052873,0
ENSDARG00000090876,1
ENSDARG00000076389,0
ENSDARG00000090015,1
ENSDARG00000117023,0
ENSDARG00000109888,0
ENSDARG00000109940,0
ENSDARG00000040497,0
ENSDARG00000075626,0
ENSDARG00000087012,0
ENSDARG00000113893,0
ENSDARG00000087817,0
ENSDARG00000115760,0
ENSDARG00000094823,1
ENSDARG00000086048,3
ENSDARG00000113960,0
ENSDARG00000091956,0
ENSDARG00000079723,5
ENSDARG00000081955,0
ENSDARG00000115817,0
ENSDARG00000116005,0
ENSDARG00000115205,0
ENSDARG00000008835,0
ENSDARG00000078183,0
ENSDARG00000074764,0
ENSDARG00000111638,0
ENSDARG00000077792,0
ENSDARG00000079269,1
ENSDARG00000101189,0
ENSDARG00000111399,0
ENSDARG00000071152,0
ENSDARG00000063313,0
ENSDARG00000079185,0
ENSDARG00000078178,0
ENSDARG00000002797,0
ENSDARG00000089602,2
ENSDARG00000110879,1
ENSDARG00000117123,0
ENSDARG00000014320,0
ENSDARG00000038398,0
ENSDARG00000115257,0
ENSDARG00000074607,1
ENSDARG00000044235,0
ENSDARG00000060655,0
ENSDARG00000114309,7
ENSDARG00000038392,0
ENSDARG00000115941,0
ENSDARG00000097588,0
ENSDARG00000093476,7
ENSDARG00000095739,2
ENSDARG00000097364,0
ENSDARG00000079245,7
ENSDARG00000095076,9
ENSDARG00000078832,2
ENSDARG00000096831,0
ENSDARG00000052255,0
ENSDARG00000098540,2
ENSDARG00000041317,12
ENSDARG00000076106,0
ENSDARG00000115041,0
ENSDARG00000116623,0
ENSDARG00000054153,0
ENSDARG00000112545,0
ENSDARG00000117574,0
ENSDARG00000059805,1
ENSDARG00000111833,0
ENSDARG00000073901,0
ENSDARG00000058700,0
ENSDARG00000115870,0
ENSDARG00000100167,0
ENSDARG00000102590,7
ENSDARG00000102795,0
ENSDARG00000098103,1
ENSDARG00000092778,2
ENSDARG00000001014,11
ENSDARG00000034777,9
ENSDARG00000093384,0
ENSDARG00000083165,0
ENSDARG00000089312,0
ENSDARG00000058958,0
ENSDARG00000111097,0
ENSDARG00000043002,0
ENSDARG00000104825,0
ENSDARG00000099503,0
ENSDARG00000098843,0
ENSDARG00000089185,0
ENSDARG00000100246,9
ENSDARG00000052097,0
ENSDARG00000027360,0
ENSDARG00000015111,25
ENSDARG00000017720,0
ENSDARG00000085478,0
ENSDARG00000117390,0
ENSDARG00000117304,0
ENSDARG00000062748,0
ENSDARG00000116871,15
ENSDARG00000058848,4
ENSDARG00000084991,0
ENSDARG00000103154,0
ENSDARG00000104099,0
ENSDARG00000089713,0
ENSDARG00000093487,0
ENSDARG00000102219,0
ENSDARG00000104113,0
ENSDARG00000103806,3
ENSDARG00000099312,36
ENSDARG00000102741,54
ENSDARG00000098679,0
ENSDARG00000112002,1
ENSDARG00000098871,1
ENSDARG00000099126,0
ENSDARG00000100617,0
ENSDARG00000098397,2
ENSDARG00000102856,0
ENSDARG00000099371,78
ENSDARG00000088145,0
ENSDARG00000088789,7
ENSDARG00000099172,0
ENSDARG00000113011,2
ENSDARG00000086831,0
ENSDARG00000105074,2
ENSDARG00000098122,1
ENSDARG00000103450,1
ENSDARG00000117076,4
ENSDARG00000089947,5
ENSDARG00000115220,0
ENSDARG00000114108,0
ENSDARG00000110003,4
ENSDARG00000091679,0
ENSDARG00000103530,2
ENSDARG00000098923,4
ENSDARG00000094216,2
ENSDARG00000100803,4
ENSDARG00000102401,1
ENSDARG00000102411,0
ENSDARG00000115857,0
ENSDARG00000103777,1
ENSDARG00000090740,0
ENSDARG00000102240,2
ENSDARG00000103413,1
ENSDARG00000104773,2
ENSDARG00000099235,1
ENSDARG00000039309,0
ENSDARG00000104178,8
ENSDARG00000100508,3
ENSDARG00000102303,0
ENSDARG00000101055,0
ENSDARG00000099684,0
ENSDARG00000102368,0
ENSDARG00000102264,0
ENSDARG00000100721,0
ENSDARG00000100373,0
ENSDARG00000099639,0
ENSDARG00000101136,0
ENSDARG00000101263,0
ENSDARG00000117757,1
ENSDARG00000111323,0
ENSDARG00000105044,0
ENSDARG00000104193,1
ENSDARG00000100364,0
ENSDARG00000094959,0
ENSDARG00000040433,0
ENSDARG00000039108,0
ENSDARG00000009874,0
ENSDARG00000033071,0
ENSDARG00000097075,0
ENSDARG00000074310,2
ENSDARG00000106182,0
ENSDARG00000039935,0
ENSDARG00000113458,0
ENSDARG00000103564,0
ENSDARG00000100148,0
ENSDARG00000098157,0
ENSDARG00000100147,0
ENSDARG00000098961,0
ENSDARG00000100820,0
ENSDARG00000100756,0
ENSDARG00000104565,0
ENSDARG00000114034,0
ENSDARG00000113290,0
ENSDARG00000111628,0
ENSDARG00000115376,0
ENSDARG00000116231,0
ENSDARG00000112420,0
ENSDARG00000115044,0
ENSDARG00000115379,0
ENSDARG00000112973,0
ENSDARG00000091025,0
ENSDARG00000111583,0
ENSDARG00000109742,4
ENSDARG00000116743,18
ENSDARG00000109683,0
ENSDARG00000117280,0
ENSDARG00000114377,0
ENSDARG00000090501,0
ENSDARG00000110702,1
ENSDARG00000024317,6
ENSDARG00000112452,25
ENSDARG00000103847,0
ENSDARG00000117605,0
ENSDARG00000117690,0
ENSDARG00000088351,0
ENSDARG00000097649,0
ENSDARG00000044938,8
ENSDARG00000095909,0
ENSDARG00000099576,0
ENSDARG00000084878,0
ENSDARG00000058819,2
ENSDARG00000073985,2
ENSDARG00000034060,3
ENSDARG00000063583,5
ENSDARG00000088981,3
ENSDARG00000096854,0
ENSDARG00000097468,0
ENSDARG00000007787,0
ENSDARG00000110710,0
ENSDARG00000110008,0
ENSDARG00000101863,0
ENSDARG00000087751,0
ENSDARG00000100161,0
ENSDARG00000101622,4
ENSDARG00000102578,1
ENSDARG00000101655,0
ENSDARG00000101656,0
ENSDARG00000100113,0
ENSDARG00000104677,0
ENSDARG00000088051,0
ENSDARG00000104428,0
ENSDARG00000040387,5
ENSDARG00000111269,0
ENSDARG00000074752,26
ENSDARG00000011609,19
ENSDARG00000089616,0
ENSDARG00000058494,10
ENSDARG00000078452,0
ENSDARG00000058508,0
ENSDARG00000104587,53
ENSDARG00000103923,8
ENSDARG00000100232,2
ENSDARG00000102822,13
ENSDARG00000102565,5
ENSDARG00000105046,2
ENSDARG00000100524,12
ENSDARG00000104593,6
ENSDARG00000101632,0
ENSDARG00000101861,8
ENSDARG00000105151,1
ENSDARG00000104529,0
ENSDARG00000102981,7
ENSDARG00000101190,2
ENSDARG00000098995,0
ENSDARG00000098570,0
ENSDARG00000102230,0
ENSDARG00000103555,0
ENSDARG00000104389,0
ENSDARG00000102472,0
ENSDARG00000104024,13
ENSDARG00000098578,1
ENSDARG00000103800,2
ENSDARG00000117293,0
ENSDARG00000055350,0
ENSDARG00000074231,0
ENSDARG00000081477,0
ENSDARG00000083181,0
ENSDARG00000003270,7
ENSDARG00000062537,1
ENSDARG00000058020,0
ENSDARG00000098162,2
ENSDARG00000100498,2
ENSDARG00000100385,3
ENSDARG00000104841,0
ENSDARG00000100376,6
ENSDARG00000100411,0
ENSDARG00000103509,0
ENSDARG00000104173,18
ENSDARG00000102937,4
ENSDARG00000103642,0
ENSDARG00000102436,9
ENSDARG00000104847,0
ENSDARG00000105177,48
ENSDARG00000098825,12
ENSDARG00000099695,16
ENSDARG00000103187,2
ENSDARG00000098831,7
ENSDARG00000087188,12
ENSDARG00000097615,8
ENSDARG00000117322,0
ENSDARG00000091318,0
ENSDARG00000097099,0
ENSDARG00000101478,0
ENSDARG00000098224,19
ENSDARG00000100532,2
ENSDARG00000102398,1
ENSDARG00000099453,31
ENSDARG00000100677,2
ENSDARG00000101534,2
ENSDARG00000090834,0
ENSDARG00000093423,1
ENSDARG00000093469,1
ENSDARG00000025757,8
ENSDARG00000062757,1
ENSDARG00000039338,15
ENSDARG00000061836,5
ENSDARG00000108236,0
ENSDARG00000088390,1
ENSDARG00000041217,3
ENSDARG00000041223,1
ENSDARG00000092458,0
ENSDARG00000044767,0
ENSDARG00000027749,10
ENSDARG00000044769,2
ENSDARG00000076052,0
ENSDARG00000075813,1
ENSDARG00000028485,10
ENSDARG00000015310,23
ENSDARG00000057679,5
ENSDARG00000011597,16
ENSDARG00000100334,0
ENSDARG00000070845,1
ENSDARG00000011925,13
ENSDARG00000011360,4
ENSDARG00000002339,4
ENSDARG00000094557,43
ENSDARG00000078736,0
ENSDARG00000090026,1
ENSDARG00000092816,2
ENSDARG00000094328,0
ENSDARG00000026453,8
ENSDARG00000057707,1
ENSDARG00000093219,0
ENSDARG00000081299,2
ENSDARG00000021242,32
ENSDARG00000057414,17
ENSDARG00000094116,0
ENSDARG00000062302,0
ENSDARG00000008403,1
ENSDARG00000038281,7
ENSDARG00000070866,18
ENSDARG00000075726,2
ENSDARG00000079616,5
ENSDARG00000034427,17
ENSDARG00000062531,7
ENSDARG00000100990,4
ENSDARG00000057910,16
ENSDARG00000077737,9
ENSDARG00000057853,88
ENSDARG00000097378,9
ENSDARG00000097322,7
ENSDARG00000057867,39
ENSDARG00000035719,4
ENSDARG00000002167,0
ENSDARG00000013307,659
ENSDARG00000093569,4
ENSDARG00000021195,13
ENSDARG00000107309,0
ENSDARG00000012261,7
ENSDARG00000062618,0
ENSDARG00000073998,0
ENSDARG00000057984,10
ENSDARG00000007129,0
ENSDARG00000016480,0
ENSDARG00000093118,0
ENSDARG00000013161,8
ENSDARG00000027689,6
ENSDARG00000016875,28
ENSDARG00000038297,1
ENSDARG00000038296,7
ENSDARG00000076186,0
ENSDARG00000093186,0
ENSDARG00000015922,10
ENSDARG00000092120,0
ENSDARG00000094883,0
ENSDARG00000020847,8
ENSDARG00000076411,3
ENSDARG00000022712,5
ENSDARG00000019392,2
ENSDARG00000062575,1
ENSDARG00000095646,0
ENSDARG00000070932,1
ENSDARG00000062565,2
ENSDARG00000026712,49
ENSDARG00000104734,1
ENSDARG00000089463,0
ENSDARG00000114049,0
ENSDARG00000058154,3
ENSDARG00000116223,0
ENSDARG00000052594,16
ENSDARG00000058148,38
ENSDARG00000058140,0
