Identifier,TGSH-10ug/L-A
ENSDARG00000053711,0
ENSDARG00000005179,22
ENSDARG00000015425,15
ENSDARG00000029668,21
ENSDARG00000084381,0
ENSDARG00000107917,0
ENSDARG00000088263,3
ENSDARG00000085921,0
ENSDARG00000109943,0
ENSDARG00000085416,0
ENSDARG00000116772,0
ENSDARG00000060494,51
ENSDARG00000097217,6
ENSDARG00000021497,0
ENSDARG00000070627,0
ENSDARG00000116255,0
ENSDARG00000092339,0
ENSDARG00000117063,0
ENSDARG00000097540,0
ENSDARG00000111809,0
ENSDARG00000060480,2
ENSDARG00000104306,6
ENSDARG00000013134,4
ENSDARG00000097874,0
ENSDARG00000086849,0
ENSDARG00000106248,23
ENSDARG00000013461,1
ENSDARG00000034160,18
ENSDARG00000089862,0
ENSDARG00000104031,23
ENSDARG00000019877,1
ENSDARG00000038863,13
ENSDARG00000040623,20
ENSDARG00000078479,2
ENSDARG00000097277,0
ENSDARG00000053301,12
ENSDARG00000005861,29
ENSDARG00000082983,0
ENSDARG00000097749,0
ENSDARG00000079753,1
ENSDARG00000075107,3
ENSDARG00000053298,7
ENSDARG00000008203,2
ENSDARG00000097301,0
ENSDARG00000116402,0
ENSDARG00000097567,0
ENSDARG00000003411,3
ENSDARG00000079967,17
ENSDARG00000008239,7
ENSDARG00000089717,1
ENSDARG00000009443,288
ENSDARG00000097650,1
ENSDARG00000038099,16
ENSDARG00000096979,0
ENSDARG00000090912,58
ENSDARG00000038154,39
ENSDARG00000053517,17
ENSDARG00000070583,11
ENSDARG00000004576,0
ENSDARG00000053544,30
ENSDARG00000038064,6
ENSDARG00000014854,8
ENSDARG00000070589,21
ENSDARG00000091813,7
ENSDARG00000070590,3
ENSDARG00000097041,0
ENSDARG00000060430,11
ENSDARG00000097485,5
ENSDARG00000053558,13
ENSDARG00000087985,1
ENSDARG00000053571,13
ENSDARG00000044098,0
ENSDARG00000117244,9
ENSDARG00000101112,0
ENSDARG00000100317,5
ENSDARG00000030357,0
ENSDARG00000075826,2
ENSDARG00000032802,146
ENSDARG00000114373,0
ENSDARG00000097825,10
ENSDARG00000029045,3
ENSDARG00000115071,0
ENSDARG00000096910,0
ENSDARG00000076362,4
ENSDARG00000011235,29
ENSDARG00000097731,2
ENSDARG00000112500,0
ENSDARG00000097410,0
ENSDARG00000113396,0
ENSDARG00000060323,1
ENSDARG00000031533,3
ENSDARG00000079686,22
ENSDARG00000099611,0
ENSDARG00000103124,0
ENSDARG00000076767,2
ENSDARG00000075397,0
ENSDARG00000075170,0
ENSDARG00000004158,7
ENSDARG00000053475,10
ENSDARG00000089467,3
ENSDARG00000060380,9
ENSDARG00000053481,1
ENSDARG00000053485,313
ENSDARG00000027984,46
ENSDARG00000074100,0
ENSDARG00000052390,15
ENSDARG00000027538,0
ENSDARG00000117426,0
ENSDARG00000097132,0
ENSDARG00000005670,4
ENSDARG00000074556,1
ENSDARG00000041864,73
ENSDARG00000016651,90
ENSDARG00000012271,3
ENSDARG00000040192,11
ENSDARG00000002353,3
ENSDARG00000020944,107
ENSDARG00000052898,1
ENSDARG00000070487,7
ENSDARG00000060008,2
ENSDARG00000026335,7
ENSDARG00000052917,5
ENSDARG00000091723,0
ENSDARG00000060021,1
ENSDARG00000077217,1
ENSDARG00000052928,19
ENSDARG00000052942,21
ENSDARG00000081779,0
ENSDARG00000015016,22
ENSDARG00000096971,0
ENSDARG00000090064,3
ENSDARG00000117585,0
ENSDARG00000106768,0
ENSDARG00000078312,0
ENSDARG00000110938,0
ENSDARG00000111292,0
ENSDARG00000086941,0
ENSDARG00000116305,0
ENSDARG00000097694,0
ENSDARG00000089502,0
ENSDARG00000115934,0
ENSDARG00000097605,1
ENSDARG00000091445,0
ENSDARG00000097945,0
ENSDARG00000097623,0
ENSDARG00000116676,0
ENSDARG00000097531,0
ENSDARG00000117677,0
ENSDARG00000097681,0
ENSDARG00000102288,22
ENSDARG00000111621,0
ENSDARG00000104663,0
ENSDARG00000096961,0
ENSDARG00000095833,6
ENSDARG00000108240,0
ENSDARG00000097923,0
ENSDARG00000085771,0
ENSDARG00000111639,0
ENSDARG00000070447,3
ENSDARG00000112488,0
ENSDARG00000091349,1
ENSDARG00000088255,0
ENSDARG00000001937,4
ENSDARG00000091233,0
ENSDARG00000099987,0
ENSDARG00000023587,0
ENSDARG00000105453,2
ENSDARG00000053240,3
ENSDARG00000028393,8
ENSDARG00000037613,0
ENSDARG00000006840,38
ENSDARG00000097776,0
ENSDARG00000034222,3
ENSDARG00000100056,1
ENSDARG00000087780,17
ENSDARG00000040727,4
ENSDARG00000105888,0
ENSDARG00000040487,2
ENSDARG00000008805,7
ENSDARG00000089149,2
ENSDARG00000040492,18
ENSDARG00000016763,42
ENSDARG00000040479,1
ENSDARG00000103410,0
ENSDARG00000103345,0
ENSDARG00000102333,14
ENSDARG00000100359,15
ENSDARG00000104532,0
ENSDARG00000089192,0
ENSDARG00000089607,0
ENSDARG00000097798,0
ENSDARG00000097188,0
ENSDARG00000044847,6
ENSDARG00000053263,4
ENSDARG00000078322,137
ENSDARG00000053217,409
ENSDARG00000030236,35
ENSDARG00000078419,3
ENSDARG00000109703,0
ENSDARG00000114211,0
ENSDARG00000111442,0
ENSDARG00000116570,0
ENSDARG00000077712,0
ENSDARG00000115096,0
ENSDARG00000108812,0
ENSDARG00000074471,17
ENSDARG00000097365,3
ENSDARG00000053190,0
ENSDARG00000040137,3
ENSDARG00000040135,1
ENSDARG00000060126,16
ENSDARG00000070526,0
ENSDARG00000026723,10
ENSDARG00000087251,3
ENSDARG00000020581,18
ENSDARG00000088507,1
ENSDARG00000093378,10
ENSDARG00000100587,0
ENSDARG00000088298,1
ENSDARG00000097839,1
ENSDARG00000097685,1
ENSDARG00000053165,0
ENSDARG00000115992,0
ENSDARG00000019995,42
ENSDARG00000086808,5
ENSDARG00000020242,19
ENSDARG00000088862,2
ENSDARG00000067999,0
ENSDARG00000016775,8
ENSDARG00000027867,3
ENSDARG00000101485,60
ENSDARG00000004870,23
ENSDARG00000020448,26
ENSDARG00000060101,14
ENSDARG00000043417,23
ENSDARG00000116393,1
ENSDARG00000098733,1
ENSDARG00000038969,1
ENSDARG00000038968,0
ENSDARG00000070440,0
ENSDARG00000020077,14
ENSDARG00000007377,14
ENSDARG00000086027,1
ENSDARG00000016117,16
ENSDARG00000027279,10
ENSDARG00000038957,0
ENSDARG00000108078,0
ENSDARG00000111290,0
ENSDARG00000036793,1
ENSDARG00000019367,0
ENSDARG00000100847,5
ENSDARG00000117455,0
ENSDARG00000041952,4
ENSDARG00000014230,127
ENSDARG00000079024,2
ENSDARG00000041960,6
ENSDARG00000087625,10
ENSDARG00000060062,0
ENSDARG00000077567,4
ENSDARG00000081196,0
ENSDARG00000060068,0
ENSDARG00000041449,49
ENSDARG00000098240,33
ENSDARG00000098711,4
ENSDARG00000070461,2
ENSDARG00000042839,4
ENSDARG00000092716,0
ENSDARG00000098081,0
ENSDARG00000099274,0
ENSDARG00000036968,0
ENSDARG00000104708,28
ENSDARG00000101867,1
ENSDARG00000102490,7
ENSDARG00000098669,0
ENSDARG00000099534,0
ENSDARG00000034063,0
ENSDARG00000112675,0
ENSDARG00000110616,0
ENSDARG00000005627,0
ENSDARG00000117519,1
ENSDARG00000097339,0
ENSDARG00000091101,3
ENSDARG00000086411,20
ENSDARG00000097084,0
ENSDARG00000086453,1
ENSDARG00000091001,22
ENSDARG00000097314,11
ENSDARG00000059349,1
ENSDARG00000103011,0
ENSDARG00000087941,0
ENSDARG00000036239,122
ENSDARG00000067520,10
ENSDARG00000036237,30
ENSDARG00000075454,1
ENSDARG00000023659,6
ENSDARG00000063719,21
ENSDARG00000036232,5
ENSDARG00000117409,0
ENSDARG00000005355,17
ENSDARG00000076618,28
ENSDARG00000092774,25
ENSDARG00000117284,1
ENSDARG00000100553,43
ENSDARG00000101085,3
ENSDARG00000105288,9
ENSDARG00000102796,0
ENSDARG00000115623,0
ENSDARG00000103826,2
ENSDARG00000108843,0
ENSDARG00000103607,6
ENSDARG00000098838,3
ENSDARG00000099843,38
ENSDARG00000100044,0
ENSDARG00000116666,0
ENSDARG00000101933,0
ENSDARG00000112256,9
ENSDARG00000099663,155
ENSDARG00000104637,12
ENSDARG00000117787,2
ENSDARG00000042703,0
ENSDARG00000099730,207
ENSDARG00000019081,41
ENSDARG00000028336,34
ENSDARG00000061685,0
ENSDARG00000069781,0
ENSDARG00000115650,0
ENSDARG00000097719,3
ENSDARG00000095394,1
ENSDARG00000043864,64
ENSDARG00000054835,0
ENSDARG00000117599,0
ENSDARG00000102249,40
ENSDARG00000117434,0
ENSDARG00000109198,0
ENSDARG00000078123,4
ENSDARG00000104569,14
ENSDARG00000101629,20
ENSDARG00000117538,1
ENSDARG00000098687,1
ENSDARG00000099161,0
ENSDARG00000104126,1
ENSDARG00000105011,0
ENSDARG00000115717,43
ENSDARG00000103935,1
ENSDARG00000117536,0
ENSDARG00000112435,17
ENSDARG00000110183,9
ENSDARG00000100204,0
ENSDARG00000099915,1
ENSDARG00000104927,0
ENSDARG00000104425,0
ENSDARG00000099724,4
ENSDARG00000101644,23
ENSDARG00000098832,92
ENSDARG00000111693,0
ENSDARG00000098597,0
ENSDARG00000103007,1689
ENSDARG00000113885,0
ENSDARG00000111557,0
ENSDARG00000098534,0
ENSDARG00000098419,0
ENSDARG00000110240,7
ENSDARG00000107826,0
ENSDARG00000102953,2
ENSDARG00000103957,14
ENSDARG00000103027,14
ENSDARG00000100555,16
ENSDARG00000103959,24
ENSDARG00000107182,0
ENSDARG00000117660,3
ENSDARG00000102447,1
ENSDARG00000099871,4
ENSDARG00000103317,7
ENSDARG00000105218,24
ENSDARG00000101159,0
ENSDARG00000100363,12
ENSDARG00000107807,0
ENSDARG00000101061,24
ENSDARG00000111944,0
ENSDARG00000099439,46
ENSDARG00000100679,9
ENSDARG00000114530,0
ENSDARG00000117580,0
ENSDARG00000117374,0
ENSDARG00000086386,0
ENSDARG00000117311,0
ENSDARG00000094185,0
ENSDARG00000094070,0
ENSDARG00000093815,0
ENSDARG00000069723,0
ENSDARG00000109058,0
ENSDARG00000108692,0
ENSDARG00000035054,28
ENSDARG00000034168,39
ENSDARG00000111801,2
ENSDARG00000113393,10
ENSDARG00000024771,2
ENSDARG00000059398,27
ENSDARG00000098096,0
ENSDARG00000105937,0
ENSDARG00000106529,41
ENSDARG00000115773,0
ENSDARG00000100084,0
ENSDARG00000059387,0
ENSDARG00000111509,1
ENSDARG00000101844,473
ENSDARG00000042933,55
ENSDARG00000007180,12
ENSDARG00000092903,0
ENSDARG00000095291,0
ENSDARG00000061763,2
ENSDARG00000092522,0
ENSDARG00000098315,18
ENSDARG00000101661,0
ENSDARG00000116358,0
ENSDARG00000089486,0
ENSDARG00000086756,2
ENSDARG00000019484,1
ENSDARG00000059075,10
ENSDARG00000002798,4
ENSDARG00000016080,2
ENSDARG00000088817,8
ENSDARG00000101210,1
ENSDARG00000073944,115
ENSDARG00000088549,2
ENSDARG00000091655,26
ENSDARG00000088750,3
ENSDARG00000092963,0
ENSDARG00000008849,1
ENSDARG00000093091,4
ENSDARG00000063457,3
ENSDARG00000011072,5
ENSDARG00000111241,0
ENSDARG00000008447,37
ENSDARG00000058939,19
ENSDARG00000042559,29
ENSDARG00000094590,11
ENSDARG00000078094,3
ENSDARG00000002764,3
ENSDARG00000078875,0
ENSDARG00000076548,0
ENSDARG00000069654,4
ENSDARG00000010745,69
ENSDARG00000112957,0
ENSDARG00000093117,1
ENSDARG00000078508,0
ENSDARG00000095956,0
ENSDARG00000117755,0
ENSDARG00000005115,9
ENSDARG00000002720,6
ENSDARG00000069504,0
ENSDARG00000018281,0
ENSDARG00000100256,2
ENSDARG00000005842,34
ENSDARG00000077231,3
ENSDARG00000093495,0
ENSDARG00000112349,2
ENSDARG00000003210,1
ENSDARG00000036337,2
ENSDARG00000058486,0
ENSDARG00000030078,12
ENSDARG00000058492,1
ENSDARG00000069515,1
ENSDARG00000094555,0
ENSDARG00000042350,0
ENSDARG00000114258,8
ENSDARG00000058546,0
ENSDARG00000088130,12
ENSDARG00000058571,0
ENSDARG00000058587,0
ENSDARG00000069537,2
ENSDARG00000063293,0
ENSDARG00000069540,4
ENSDARG00000070472,57
ENSDARG00000113899,13
ENSDARG00000095556,421
ENSDARG00000094719,16
ENSDARG00000092833,7
ENSDARG00000092191,2
ENSDARG00000093936,7
ENSDARG00000042387,3
ENSDARG00000042396,3
ENSDARG00000114099,0
ENSDARG00000063321,3
ENSDARG00000063332,6
ENSDARG00000107805,0
ENSDARG00000087928,0
ENSDARG00000109590,0
ENSDARG00000112382,0
ENSDARG00000083529,0
ENSDARG00000117507,0
ENSDARG00000117667,0
ENSDARG00000110805,0
ENSDARG00000112418,0
ENSDARG00000042270,0
ENSDARG00000063157,8
ENSDARG00000063167,15
ENSDARG00000113137,0
ENSDARG00000058285,18
ENSDARG00000058292,11
ENSDARG00000063186,3
ENSDARG00000111958,0
ENSDARG00000058306,8
ENSDARG00000042249,1
ENSDARG00000113620,0
ENSDARG00000042336,13
ENSDARG00000088343,1
ENSDARG00000040100,18
ENSDARG00000092923,0
ENSDARG00000095058,0
ENSDARG00000117745,0
ENSDARG00000058345,0
ENSDARG00000042214,3
ENSDARG00000042213,0
ENSDARG00000092762,0
ENSDARG00000031712,0
ENSDARG00000115049,0
ENSDARG00000113541,0
ENSDARG00000017369,7
ENSDARG00000108715,0
ENSDARG00000107867,0
ENSDARG00000042210,3
ENSDARG00000036571,13
ENSDARG00000104585,0
ENSDARG00000098880,221
ENSDARG00000073752,3
ENSDARG00000107490,0
ENSDARG00000085521,0
ENSDARG00000117675,1
ENSDARG00000079076,0
ENSDARG00000084729,0
ENSDARG00000110477,0
ENSDARG00000117502,0
ENSDARG00000003020,1
ENSDARG00000106819,0
ENSDARG00000089649,0
ENSDARG00000091085,0
ENSDARG00000025332,62
ENSDARG00000115750,0
ENSDARG00000097017,36
ENSDARG00000021979,44
ENSDARG00000042188,1
ENSDARG00000042189,0
ENSDARG00000025299,1
ENSDARG00000094024,0
ENSDARG00000080790,0
ENSDARG00000040633,2
ENSDARG00000068231,4
ENSDARG00000107950,0
ENSDARG00000035273,2
ENSDARG00000093811,0
ENSDARG00000052497,11
ENSDARG00000079496,1
ENSDARG00000101471,4
ENSDARG00000042530,14
ENSDARG00000026865,53
ENSDARG00000063361,0
ENSDARG00000091975,0
ENSDARG00000042518,13
ENSDARG00000110246,0
ENSDARG00000002249,27
ENSDARG00000095548,0
ENSDARG00000042496,1
ENSDARG00000007461,8
ENSDARG00000113151,0
ENSDARG00000063414,3
ENSDARG00000100875,0
ENSDARG00000058857,18
ENSDARG00000069630,159
ENSDARG00000099728,2
ENSDARG00000030251,1
ENSDARG00000026829,104
ENSDARG00000068763,14
ENSDARG00000062951,0
ENSDARG00000097661,0
ENSDARG00000092862,0
ENSDARG00000062933,51
ENSDARG00000091938,0
ENSDARG00000085469,0
ENSDARG00000014215,23
ENSDARG00000111264,0
ENSDARG00000104732,2
ENSDARG00000004529,3
ENSDARG00000041921,107
ENSDARG00000062964,0
ENSDARG00000062967,1
ENSDARG00000013775,8
ENSDARG00000058003,4
ENSDARG00000017675,15
ENSDARG00000019195,23
ENSDARG00000078847,11
ENSDARG00000068814,4
ENSDARG00000013950,4
ENSDARG00000026664,51
ENSDARG00000087394,6
ENSDARG00000028943,5
ENSDARG00000042021,19
ENSDARG00000041951,18
ENSDARG00000010445,5
ENSDARG00000063019,0
ENSDARG00000063026,1
ENSDARG00000063040,0
ENSDARG00000095206,0
ENSDARG00000080407,0
ENSDARG00000011583,16
ENSDARG00000068876,7
ENSDARG00000086405,2
ENSDARG00000093269,0
ENSDARG00000030465,24
ENSDARG00000062893,0
ENSDARG00000005972,3
ENSDARG00000026395,1
ENSDARG00000062915,3
ENSDARG00000112234,24
ENSDARG00000100057,14
ENSDARG00000041379,0
ENSDARG00000041381,6
ENSDARG00000109795,0
ENSDARG00000057728,0
ENSDARG00000057741,1
ENSDARG00000094415,0
ENSDARG00000068947,2
ENSDARG00000115287,0
ENSDARG00000068951,0
ENSDARG00000087659,0
ENSDARG00000008748,93
ENSDARG00000057767,15
ENSDARG00000062868,21
ENSDARG00000085957,0
ENSDARG00000062855,3
ENSDARG00000011909,3
ENSDARG00000111261,0
ENSDARG00000041747,0
ENSDARG00000041691,30
ENSDARG00000057698,174
ENSDARG00000062821,4
ENSDARG00000093781,0
ENSDARG00000062824,1
ENSDARG00000097357,0
ENSDARG00000074721,0
ENSDARG00000057887,2
ENSDARG00000041791,1
ENSDARG00000069011,0
ENSDARG00000057167,103
ENSDARG00000080895,0
ENSDARG00000062483,1
ENSDARG00000041802,0
ENSDARG00000032469,0
ENSDARG00000069027,8
ENSDARG00000057286,12
ENSDARG00000093864,2
ENSDARG00000041581,10
ENSDARG00000101630,1
ENSDARG00000069037,1
ENSDARG00000069038,8
ENSDARG00000095584,0
ENSDARG00000092364,7
ENSDARG00000057239,7
ENSDARG00000057218,15
ENSDARG00000069045,10
ENSDARG00000057210,1
ENSDARG00000034001,7
ENSDARG00000091865,0
ENSDARG00000057180,0
ENSDARG00000062506,22
ENSDARG00000093901,2
ENSDARG00000041572,3
ENSDARG00000041569,192
ENSDARG00000041595,27
ENSDARG00000041599,18
ENSDARG00000092255,0
ENSDARG00000008133,4
ENSDARG00000041560,2
ENSDARG00000041616,1
ENSDARG00000041621,9
ENSDARG00000041623,115
ENSDARG00000003487,24
ENSDARG00000081331,0
ENSDARG00000013855,15
ENSDARG00000024314,32
ENSDARG00000030872,16
ENSDARG00000024631,0
ENSDARG00000007753,25
ENSDARG00000106981,0
ENSDARG00000041631,22
ENSDARG00000062558,18
ENSDARG00000069122,12
ENSDARG00000059707,17
ENSDARG00000095732,42
ENSDARG00000011498,12
ENSDARG00000112014,0
ENSDARG00000057296,17
ENSDARG00000096293,0
ENSDARG00000109398,0
ENSDARG00000057491,6
ENSDARG00000030871,20
ENSDARG00000101438,17
ENSDARG00000091003,1
ENSDARG00000103553,34
ENSDARG00000109897,0
ENSDARG00000083268,0
ENSDARG00000080744,0
ENSDARG00000112898,0
ENSDARG00000069142,70
ENSDARG00000092925,0
ENSDARG00000093548,0
ENSDARG00000108920,0
ENSDARG00000112360,0
ENSDARG00000110304,0
ENSDARG00000114891,0
ENSDARG00000093381,8
ENSDARG00000092711,0
ENSDARG00000062756,8
ENSDARG00000025383,6
ENSDARG00000003616,25
ENSDARG00000096323,0
ENSDARG00000069168,5
ENSDARG00000033020,6
ENSDARG00000016038,12
ENSDARG00000041429,7
ENSDARG00000041431,2
ENSDARG00000096256,0
ENSDARG00000062721,9
ENSDARG00000092535,0
ENSDARG00000094232,0
ENSDARG00000069189,1
ENSDARG00000041450,110
ENSDARG00000062686,0
ENSDARG00000108536,0
ENSDARG00000007825,11
ENSDARG00000083370,0
ENSDARG00000041182,1857
ENSDARG00000082911,0
ENSDARG00000082511,0
ENSDARG00000080636,0
ENSDARG00000080450,0
ENSDARG00000110758,0
ENSDARG00000080158,0
ENSDARG00000110617,0
ENSDARG00000057100,3
ENSDARG00000016337,15
ENSDARG00000062476,11
ENSDARG00000083675,0
ENSDARG00000031763,8
ENSDARG00000010207,1
ENSDARG00000041170,8
ENSDARG00000015476,1
ENSDARG00000111588,4
ENSDARG00000062448,8
ENSDARG00000062445,2
ENSDARG00000069246,1
ENSDARG00000041155,74
ENSDARG00000069250,5
ENSDARG00000117246,0
ENSDARG00000002787,35
ENSDARG00000014943,4
ENSDARG00000041145,4
ENSDARG00000041140,60
ENSDARG00000069271,4
ENSDARG00000041133,0
ENSDARG00000069274,1
ENSDARG00000009837,9
ENSDARG00000062381,13
ENSDARG00000012718,0
ENSDARG00000069290,5
ENSDARG00000062370,59
ENSDARG00000041117,4
ENSDARG00000083973,0
ENSDARG00000004823,1
ENSDARG00000041107,4
ENSDARG00000040991,11
ENSDARG00000022160,2
ENSDARG00000081644,0
ENSDARG00000062350,28
ENSDARG00000041092,0
ENSDARG00000027423,3
ENSDARG00000092247,0
ENSDARG00000069321,0
ENSDARG00000041085,11
ENSDARG00000041083,23
ENSDARG00000069328,4
ENSDARG00000041081,34
ENSDARG00000041078,34
ENSDARG00000107077,0
ENSDARG00000041073,0
ENSDARG00000041068,92
ENSDARG00000085890,0
ENSDARG00000041062,48
ENSDARG00000040942,10
ENSDARG00000056764,2
ENSDARG00000056745,42
ENSDARG00000009482,0
ENSDARG00000014634,26
ENSDARG00000062269,5
ENSDARG00000094529,3
ENSDARG00000056713,10
ENSDARG00000069368,0
ENSDARG00000062266,11
ENSDARG00000056531,23
ENSDARG00000030512,1
ENSDARG00000062138,5
ENSDARG00000069378,15
ENSDARG00000093518,1
ENSDARG00000109764,0
ENSDARG00000069379,1
ENSDARG00000018301,0
ENSDARG00000062178,0
ENSDARG00000093618,0
ENSDARG00000056621,67
ENSDARG00000056639,37
ENSDARG00000056628,10
ENSDARG00000095086,8
ENSDARG00000056525,22
ENSDARG00000094495,0
ENSDARG00000040901,0
ENSDARG00000094601,0
ENSDARG00000056506,0
ENSDARG00000040902,0
ENSDARG00000003153,21
ENSDARG00000092444,0
ENSDARG00000013251,0
ENSDARG00000016676,60
ENSDARG00000040917,16
ENSDARG00000093393,0
ENSDARG00000031756,30
ENSDARG00000001414,0
ENSDARG00000112515,0
ENSDARG00000117732,0
ENSDARG00000097764,1
ENSDARG00000040926,80
ENSDARG00000092402,21
ENSDARG00000094853,0
ENSDARG00000083999,0
ENSDARG00000093976,0
ENSDARG00000068702,8
ENSDARG00000107479,0
ENSDARG00000092636,4
ENSDARG00000117663,1
ENSDARG00000012248,50
ENSDARG00000060687,66
ENSDARG00000095451,211
ENSDARG00000068709,23
ENSDARG00000018788,2
ENSDARG00000018726,2
ENSDARG00000107286,0
ENSDARG00000096815,0
ENSDARG00000038112,0
ENSDARG00000054048,0
ENSDARG00000038116,1
ENSDARG00000091978,0
ENSDARG00000060707,0
ENSDARG00000038121,14
ENSDARG00000001976,3
ENSDARG00000075881,16
ENSDARG00000074163,0
ENSDARG00000074414,13
ENSDARG00000014680,1
ENSDARG00000003795,462
ENSDARG00000093286,1
ENSDARG00000081763,0
ENSDARG00000096320,0
ENSDARG00000073824,4
ENSDARG00000041108,38
ENSDARG00000077089,1
ENSDARG00000075942,1
ENSDARG00000068152,1
ENSDARG00000078989,14
ENSDARG00000108730,0
ENSDARG00000054301,2
ENSDARG00000068144,4
ENSDARG00000008936,32
ENSDARG00000060885,7
ENSDARG00000060879,0
ENSDARG00000039381,5
ENSDARG00000068140,20
ENSDARG00000097612,0
ENSDARG00000068138,0
ENSDARG00000034753,30
ENSDARG00000060860,0
ENSDARG00000039378,4
ENSDARG00000060841,15
ENSDARG00000068128,2
ENSDARG00000060813,8
ENSDARG00000082311,0
ENSDARG00000108596,0
ENSDARG00000110471,0
ENSDARG00000022564,12
ENSDARG00000022437,8
ENSDARG00000084665,0
ENSDARG00000017173,4
ENSDARG00000006025,15
ENSDARG00000026070,28
ENSDARG00000111114,0
ENSDARG00000015015,36
ENSDARG00000107143,0
ENSDARG00000094425,0
ENSDARG00000068678,1
ENSDARG00000062082,20
ENSDARG00000062086,2
ENSDARG00000095779,1
ENSDARG00000095317,0
ENSDARG00000010029,8
ENSDARG00000107024,0
ENSDARG00000093015,0
ENSDARG00000003994,31
ENSDARG00000111003,0
ENSDARG00000061977,6
ENSDARG00000108141,0
ENSDARG00000108732,0
ENSDARG00000106159,0
ENSDARG00000015890,25
ENSDARG00000043635,11
ENSDARG00000043640,2
ENSDARG00000056330,0
ENSDARG00000068601,4
ENSDARG00000092489,0
ENSDARG00000007976,37
ENSDARG00000093977,0
ENSDARG00000095204,0
ENSDARG00000062020,39
ENSDARG00000002304,11
ENSDARG00000017093,12
ENSDARG00000032970,428
ENSDARG00000056396,4
ENSDARG00000056407,2
ENSDARG00000015399,2
ENSDARG00000094938,1
ENSDARG00000062042,3
ENSDARG00000068629,21
ENSDARG00000100719,10
ENSDARG00000101431,17
ENSDARG00000099336,0
ENSDARG00000018283,6
ENSDARG00000026072,51
ENSDARG00000040861,32
ENSDARG00000020237,0
ENSDARG00000068208,13
ENSDARG00000114715,0
ENSDARG00000101059,7
ENSDARG00000098577,0
ENSDARG00000100451,0
ENSDARG00000104241,0
ENSDARG00000104522,2
ENSDARG00000103223,0
ENSDARG00000098316,1
ENSDARG00000100604,0
ENSDARG00000095508,1
ENSDARG00000104881,0
ENSDARG00000099876,1
ENSDARG00000101400,0
ENSDARG00000116427,0
ENSDARG00000100377,0
ENSDARG00000105189,0
ENSDARG00000103122,0
ENSDARG00000098225,0
ENSDARG00000098546,0
ENSDARG00000104552,0
ENSDARG00000100356,0
ENSDARG00000101083,0
ENSDARG00000104854,0
ENSDARG00000099773,0
ENSDARG00000102459,0
ENSDARG00000100026,1
ENSDARG00000104430,0
ENSDARG00000098732,0
ENSDARG00000117439,0
ENSDARG00000098492,0
ENSDARG00000112564,0
ENSDARG00000114798,0
ENSDARG00000068576,0
ENSDARG00000067828,0
ENSDARG00000096362,0
ENSDARG00000088029,0
ENSDARG00000094735,0
ENSDARG00000008095,0
ENSDARG00000055952,0
ENSDARG00000056154,0
ENSDARG00000094862,0
ENSDARG00000023168,0
ENSDARG00000061873,0
ENSDARG00000056180,0
ENSDARG00000091990,0
ENSDARG00000061903,0
ENSDARG00000040632,0
ENSDARG00000068520,0
ENSDARG00000088192,1
ENSDARG00000040594,0
ENSDARG00000109991,0
ENSDARG00000115088,0
ENSDARG00000061883,0
ENSDARG00000056009,0
ENSDARG00000055994,0
ENSDARG00000056000,0
ENSDARG00000092523,0
ENSDARG00000056006,0
ENSDARG00000029635,0
ENSDARG00000068549,1
ENSDARG00000115763,0
ENSDARG00000092510,2
ENSDARG00000056014,0
ENSDARG00000035214,0
ENSDARG00000055920,0
ENSDARG00000092709,0
ENSDARG00000093764,1
ENSDARG00000117738,0
ENSDARG00000095263,0
ENSDARG00000078738,0
ENSDARG00000076694,0
ENSDARG00000068566,0
ENSDARG00000091790,0
ENSDARG00000053036,0
ENSDARG00000079253,9
ENSDARG00000040582,4
ENSDARG00000020085,2
ENSDARG00000079848,41
ENSDARG00000005942,0
ENSDARG00000008140,2
ENSDARG00000014165,73
ENSDARG00000061841,17
ENSDARG00000100141,0
ENSDARG00000114191,2
ENSDARG00000096365,5
ENSDARG00000068103,12
ENSDARG00000074996,5
ENSDARG00000068104,0
ENSDARG00000018890,35
ENSDARG00000039513,0
ENSDARG00000067741,14
ENSDARG00000023797,59
ENSDARG00000111654,0
ENSDARG00000061796,6
ENSDARG00000098086,0
ENSDARG00000040564,44
ENSDARG00000111599,0
ENSDARG00000061761,5
ENSDARG00000013777,19
ENSDARG00000068456,0
ENSDARG00000040557,6
ENSDARG00000040555,45
ENSDARG00000040547,2
ENSDARG00000092309,0
ENSDARG00000093973,0
ENSDARG00000040527,4
ENSDARG00000061742,52
ENSDARG00000077897,15
ENSDARG00000010758,5
ENSDARG00000055751,2
ENSDARG00000020611,1
ENSDARG00000068421,1
ENSDARG00000098049,0
ENSDARG00000089627,0
ENSDARG00000055746,0
ENSDARG00000055672,0
ENSDARG00000061699,9
ENSDARG00000061691,10
ENSDARG00000068407,0
ENSDARG00000068406,0
ENSDARG00000068404,51
ENSDARG00000095674,3
ENSDARG00000068401,103
ENSDARG00000068398,1
ENSDARG00000095600,0
ENSDARG00000111632,0
ENSDARG00000068247,34
ENSDARG00000082078,0
ENSDARG00000101673,0
ENSDARG00000036291,11
ENSDARG00000074628,0
ENSDARG00000054259,26
ENSDARG00000054272,102
ENSDARG00000095019,10
ENSDARG00000074442,7
ENSDARG00000093233,1
ENSDARG00000007982,18
ENSDARG00000040452,37
