.id,GO.Pathway.Gene.Set.Gene.ID,GO.Level,GO.Pathway.Gene.Set.Gene.Name,All.Genes..Expression.Data.,Genes.That.Passed.All.Filters,Fisher.s.Exact.Two.Tail,Percentage,BMD.Mean,BMD.Median,BMD.List,logBMD,rank,Note,Discussion?
Fadrozole,GO:0016408,6,C-acyltransferase activity,13,3,0.029069,23.08,0.133960233333333,0.113823,0.0940527;0.194005;0.113823,-0.943769972002376,134,Second Mode,
Fadrozole,GO:0044270,5,cellular nitrogen compound catabolic process,178,21,0.0016899,10.99,0.2260857,0.113931,0.102749;0.113931;0.276633;0.132803;0.1059;0.111507;0.0764674;0.319942;0.495501;0.297022;0.100618;0.375861;0.121386;0.109741;0.135254;0.781538;0.113419;0.678607;0.111979;0.0897964;0.0971449,-0.943358090695692,135,Second Mode,
Fadrozole,GO:0046700,5,heterocycle catabolic process,175,21,0.0014915,11.17,0.2260857,0.113931,0.102749;0.113931;0.276633;0.132803;0.1059;0.111507;0.0764674;0.319942;0.495501;0.297022;0.100618;0.375861;0.121386;0.109741;0.135254;0.781538;0.113419;0.678607;0.111979;0.0897964;0.0971449,-0.943358090695692,135,Second Mode,
Fadrozole,GO:1901293,6,nucleoside phosphate biosynthetic process,172,17,0.028759,9.34,0.1927144,0.113931,0.113931;0.222456;0.105843;0.0764674;0.055947;0.304655;0.307537;0.078937;0.084573;0.297022;0.100618;0.127562;0.103595;0.121386;0.407212;0.678607;0.0897964,-0.943358090695692,135,Second Mode,
Fadrozole,GO:0042953,6,lipoprotein transport,10,3,0.018159,27.27,0.168746,0.114393,0.289415;0.10243;0.114393,-0.941600550319096,138,Second Mode,
Fadrozole,GO:0044872,6,lipoprotein localization,10,3,0.018159,27.27,0.168746,0.114393,0.289415;0.10243;0.114393,-0.941600550319096,138,Second Mode,
Fadrozole,GO:0120015,5,sterol transfer activity,12,3,0.029069,23.08,0.168918666666667,0.114393,0.102948;0.289415;0.114393,-0.941600550319096,138,Second Mode,
Fadrozole,GO:0120020,6,cholesterol transfer activity,12,3,0.029069,23.08,0.168918666666667,0.114393,0.102948;0.289415;0.114393,-0.941600550319096,138,Second Mode,
Fadrozole,GO:0005604,6,basement membrane,38,7,0.0041672,17.95,0.126652171428571,0.115179,0.122166;0.271629;0.116955;0.0984596;0.115179;0.0673091;0.0948675,-0.938626696394472,142,Second Mode,
Fadrozole,GO:0006163,6,purine nucleotide metabolic process,226,20,0.042225,8.37,0.177906665,0.115525,0.0940527;0.119071;0.105843;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.127562;0.103595;0.407212;0.111979;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.937324022809257,143,Second Mode,
Fadrozole,GO:0009150,7,purine ribonucleotide metabolic process,215,20,0.025941,8.77,0.177906665,0.115525,0.0940527;0.119071;0.105843;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.127562;0.103595;0.407212;0.111979;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.937324022809257,143,Second Mode,
Fadrozole,GO:0035384,5,thioester biosynthetic process,25,4,0.04741,15.38,0.15368725,0.1155785,0.304655;0.078937;0.127562;0.103595,-0.937122946190367,145,Second Mode,
Fadrozole,GO:0071616,7,acyl-CoA biosynthetic process,25,4,0.04741,15.38,0.15368725,0.1155785,0.304655;0.078937;0.127562;0.103595,-0.937122946190367,145,Second Mode,
Fadrozole,GO:0044242,5,cellular lipid catabolic process,108,19,0.000039415,15.08,0.193171368421053,0.115794,0.0623461;0.0422467;0.335558;0.233052;0.721985;0.055438;0.121217;0.404055;0.0479657;0.234789;0.103095;0.466818;0.0921886;0.129692;0.194005;0.108879;0.103463;0.115794;0.0976689,-0.936313943496326,147,Second Mode,
Fadrozole,GO:0015106,7,bicarbonate transmembrane transporter activity,14,4,0.013577,22.22,0.1120258,0.1161355,0.0490162;0.102473;0.129798;0.166816,-0.935035005950628,148,Second Mode,
Fadrozole,GO:0019531,7,oxalate transmembrane transporter activity,7,4,0.0013113,40,0.1120258,0.1161355,0.0490162;0.102473;0.129798;0.166816,-0.935035005950628,148,Second Mode,
Fadrozole,GO:0006753,5,nucleoside phosphate metabolic process,300,30,0.0024233,9.4,0.191467303333333,0.116501,0.113931;0.222456;0.0940527;0.119071;0.105843;0.0764674;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.297022;0.100618;0.375861;0.127562;0.103595;0.121386;0.109741;0.407212;0.678607;0.111979;0.0897964;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.933670346804332,150,Second Mode,
Fadrozole,GO:0015174,7,basic amino acid transmembrane transporter activity,12,5,0.00038659,38.46,0.16617138,0.116995,0.103891;0.0719329;0.380053;0.116995;0.157985,-0.931832698243666,151,Second Mode,
Fadrozole,GO:0015822,7,ornithine transport,7,3,0.0045226,42.86,0.115637633333333,0.116995,0.0719329;0.116995;0.157985,-0.931832698243666,151,Second Mode,
Fadrozole,GO:1903352,6,L-ornithine transmembrane transport,7,3,0.0045226,42.86,0.115637633333333,0.116995,0.0719329;0.116995;0.157985,-0.931832698243666,151,Second Mode,
Fadrozole,GO:0009117,6,nucleotide metabolic process,290,29,0.0029219,9.45,0.194285451724138,0.119071,0.113931;0.222456;0.0940527;0.119071;0.105843;0.0764674;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.297022;0.100618;0.375861;0.127562;0.103595;0.121386;0.407212;0.678607;0.111979;0.0897964;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.924193999000551,154,Second Mode,
Fadrozole,GO:0016052,5,carbohydrate catabolic process,60,9,0.0090069,13.43,0.175520688888889,0.119071,0.119071;0.105178;0.0601552;0.375861;0.0568985;0.0865285;0.195228;0.452352;0.128414,-0.924193999000551,154,Second Mode,
Fadrozole,GO:0072521,5,purine-containing compound metabolic process,248,23,0.018854,8.71,0.169441786956522,0.119071,0.0940527;0.119071;0.105843;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.127562;0.103595;0.121386;0.135254;0.407212;0.0823878;0.111979;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.924193999000551,154,Second Mode,
Fadrozole,GO:0005506,7,iron ion binding,143,34,7.385E-11,19.1,0.222048697058824,0.1195065,0.0614318;0.107454;0.254867;0.0696416;0.128314;0.0785558;0.110627;0.470618;0.662102;0.106366;0.450784;0.580448;0.122041;0.238341;0.262157;0.113754;0.0695385;0.287997;0.110946;0.127298;0.127005;0.113575;0.100618;0.106368;0.0848462;0.303805;0.116972;0.254128;0.0801399;0.737021;0.303802;0.63777;0.0897378;0.0805861,-0.922608472645874,157,Second Mode,
Fadrozole,GO:0030170,5,pyridoxal phosphate binding,47,6,0.045252,12.24,0.175117433333333,0.119516,0.113931;0.309422;0.368054;0.125101;0.0568985;0.0772981,-0.922573950393113,158,Second Mode,
Fadrozole,GO:0004180,6,carboxypeptidase activity,31,5,0.029461,15.15,0.2148804,0.119937,0.292935;0.11477;0.442565;0.104195;0.119937,-0.921046818427539,159,Second Mode,
Fadrozole,GO:0008238,5,exopeptidase activity,81,9,0.046653,10.59,0.265178366666667,0.120062,0.414354;0.292935;0.688336;0.11477;0.442565;0.104195;0.0894513;0.119937;0.120062,-0.92059442641635,160,Second Mode,
Fadrozole,GO:0007600,5,sensory perception,187,5,0.0081526,1.92,0.21643076,0.120222,0.461248;0.0580678;0.10243;0.120222;0.340186,-0.92001605143196,161,Second Mode,
Fadrozole,GO:0008610,5,lipid biosynthetic process,320,39,0.000028746,10.77,0.242736015384615,0.120365,0.0899053;0.398355;0.369777;0.322515;0.255991;0.0940527;0.0748915;0.0785558;0.470618;0.0984445;0.394765;0.0422467;0.580796;0.0944459;0.055438;0.288441;0.404055;0.0479657;0.078937;0.120365;0.734424;0.355222;0.0919033;0.06414;0.263906;0.0812619;0.103095;0.0899929;0.303805;0.127562;0.103595;0.0921886;0.254128;0.0801399;0.737021;0.303802;0.63777;0.631822;0.0503649,-0.919499779827711,162,Second Mode,
Fadrozole,GO:0005402,5,carbohydrate:cation symporter activity,9,3,0.018159,27.27,0.1042119,0.121884,0.0588117;0.13194;0.121884,-0.914053301500382,163,Second Mode,
Fadrozole,GO:0005412,6,glucose:sodium symporter activity,5,3,0.002691,50,0.1042119,0.121884,0.0588117;0.13194;0.121884,-0.914053301500382,163,Second Mode,
Fadrozole,GO:1901565,5,organonitrogen compound catabolic process,460,48,0.00012436,9.45,0.2430717375,0.1232435,0.102749;0.113931;0.406224;0.306888;0.276633;0.562725;0.1059;0.414354;0.0792959;0.306601;0.111507;0.0623461;0.309422;0.368054;0.0764674;0.319942;0.103465;0.0869382;0.721985;0.0891192;0.121217;0.404055;0.580346;0.297022;0.103095;0.100618;0.304956;0.0310185;0.121386;0.135254;0.328299;0.0894513;0.100221;0.101309;0.337967;0.125101;0.781538;0.0604859;0.377033;0.678607;0.111979;0.0659426;0.0897964;0.0971449;0.120062;0.296707;0.366242;0.416043,-0.909235976623332,165,Second Mode,
Fadrozole,GO:0009259,7,ribonucleotide metabolic process,233,22,0.020844,8.94,0.206080104545455,0.1233165,0.0940527;0.119071;0.105843;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.297022;0.127562;0.103595;0.407212;0.678607;0.111979;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.908978810026112,166,Second Mode,
Fadrozole,GO:0019693,5,ribose phosphate metabolic process,239,22,0.022919,8.73,0.206080104545455,0.1233165,0.0940527;0.119071;0.105843;0.319942;0.055947;0.304655;0.288441;0.0891192;0.307537;0.078937;0.084573;0.297022;0.127562;0.103595;0.407212;0.678607;0.111979;0.0971449;0.0865285;0.195228;0.452352;0.128414,-0.908978810026112,166,Second Mode,
Fadrozole,GO:0006869,6,lipid transport,188,33,0.000000075243,15,0.255199651515152,0.123661,0.381316;0.0552822;0.0940408;0.102948;0.322515;0.103667;0.741194;0.116955;0.48853;0.0766775;0.0937751;0.315547;0.108601;0.323415;0.289415;0.233052;0.211664;0.07583;0.73206;0.580346;0.534277;0.234789;0.0529693;0.10243;0.123661;0.778536;0.302469;0.113823;0.110459;0.297274;0.115636;0.114393;0.0940416,-0.9077672458468,168,Second Mode,
Fadrozole,GO:0006631,6,fatty acid metabolic process,162,21,0.00064591,11.73,0.187802385714286,0.124783,0.255991;0.0940527;0.0785558;0.470618;0.124783;0.394765;0.233052;0.238341;0.055438;0.113754;0.078937;0.234789;0.103095;0.127562;0.466818;0.103595;0.0921886;0.194005;0.108879;0.103463;0.271168,-0.903844577386664,169,Second Mode,
Fadrozole,GO:0043436,5,oxoacid metabolic process,480,65,2.9167E-10,12.43,0.204290746153846,0.124783,0.102749;0.113931;0.406224;0.272526;0.091246;0.0792959;0.255991;0.306601;0.0940527;0.215982;0.119071;0.0785558;0.105843;0.72172;0.470618;0.124783;0.394765;0.309422;0.368054;0.0764674;0.103465;0.0912006;0.246452;0.233052;0.238341;0.055438;0.304655;0.113754;0.0891192;0.281455;0.078937;0.0792591;0.234789;0.103095;0.100618;0.304956;0.358106;0.127562;0.466818;0.0310185;0.103595;0.0921886;0.623752;0.194005;0.0894513;0.108879;0.337967;0.0823878;0.125101;0.63777;0.0604859;0.103463;0.0659426;0.0897964;0.0971449;0.134498;0.296707;0.0865285;0.195228;0.452352;0.0784793;0.128414;0.368223;0.105383;0.271168,-0.903844577386664,169,Second Mode,
Fadrozole,GO:0019752,6,carboxylic acid metabolic process,474,64,4.478E-10,12.38,0.2058289921875,0.124942,0.102749;0.113931;0.406224;0.272526;0.091246;0.0792959;0.255991;0.306601;0.0940527;0.215982;0.119071;0.0785558;0.72172;0.470618;0.124783;0.394765;0.309422;0.368054;0.0764674;0.103465;0.0912006;0.246452;0.233052;0.238341;0.055438;0.304655;0.113754;0.0891192;0.281455;0.078937;0.0792591;0.234789;0.103095;0.100618;0.304956;0.358106;0.127562;0.466818;0.0310185;0.103595;0.0921886;0.623752;0.194005;0.0894513;0.108879;0.337967;0.0823878;0.125101;0.63777;0.0604859;0.103463;0.0659426;0.0897964;0.0971449;0.134498;0.296707;0.0865285;0.195228;0.452352;0.0784793;0.128414;0.368223;0.105383;0.271168,-0.903291546396946,171,Second Mode,
Fadrozole,GO:0042886,6,amide transport,37,8,0.0017612,18.6,0.227151725,0.125136,0.115208;0.103667;0.597393;0.0854008;0.365182;0.303862;0.111437;0.135064,-0.902617731456084,172,Second Mode,
Fadrozole,GO:0015645,5,fatty acid ligase activity,16,6,0.00011537,37.5,0.15679545,0.1261725,0.255991;0.0940527;0.124783;0.234789;0.127562;0.103595,-0.89903529168214,173,Second Mode,
Fadrozole,GO:0019439,5,aromatic compound catabolic process,184,22,0.0012058,11.06,0.233300531818182,0.1270945,0.102749;0.113931;0.276633;0.132803;0.111507;0.0764674;0.319942;0.495501;0.297022;0.100618;0.375861;0.121386;0.109741;0.135254;0.194005;0.781538;0.113419;0.678607;0.111979;0.0897964;0.0971449;0.296707,-0.895873243083548,174,Second Mode,
Fadrozole,GO:0004620,6,phospholipase activity,71,13,0.00086029,14.61,0.281273084615385,0.127171,0.0623461;0.0422467;0.335558;0.326938;0.721985;0.472682;0.127171;0.121217;0.404055;0.0479657;0.0921886;0.123661;0.778536,-0.895611913655308,175,Second Mode,
Fadrozole,GO:0016298,5,lipase activity,83,15,0.00032973,14.71,0.25857208,0.127171,0.0923391;0.0623461;0.0422467;0.335558;0.326938;0.721985;0.472682;0.127171;0.121217;0.404055;0.0479657;0.0921886;0.129692;0.123661;0.778536,-0.895611913655308,175,Second Mode,
Fadrozole,GO:0016324,5,apical plasma membrane,87,15,0.00018755,15.46,0.23359136,0.127171,0.349752;0.367991;0.0746228;0.127171;0.326243;0.73206;0.0915291;0.404649;0.31237;0.103095;0.10243;0.10429;0.0832055;0.200142;0.12432,-0.895611913655308,175,Second Mode,
Fadrozole,GO:0016878,5,acid-thiol ligase activity,25,7,0.00025001,28,0.177918242857143,0.127562,0.255991;0.0940527;0.124783;0.304655;0.234789;0.127562;0.103595,-0.894278680224354,178,Second Mode,
Fadrozole,GO:0006090,8,pyruvate metabolic process,49,9,0.0015786,17.31,0.253977611111111,0.128414,0.119071;0.72172;0.108879;0.0865285;0.195228;0.452352;0.128414;0.368223;0.105383,-0.891387625867634,179,Second Mode,
Fadrozole,GO:0032787,7,monocarboxylic acid metabolic process,257,39,0.000000048899,13.83,0.221871051282051,0.128414,0.113931;0.091246;0.255991;0.306601;0.0940527;0.119071;0.0785558;0.72172;0.470618;0.124783;0.394765;0.309422;0.233052;0.238341;0.055438;0.304655;0.113754;0.281455;0.078937;0.234789;0.103095;0.100618;0.127562;0.466818;0.103595;0.0921886;0.194005;0.108879;0.63777;0.103463;0.0897964;0.296707;0.0865285;0.195228;0.452352;0.128414;0.368223;0.105383;0.271168,-0.891387625867634,179,Second Mode,
Fadrozole,GO:0052689,5,carboxylic ester hydrolase activity,91,12,0.016781,10.91,0.24823055,0.1284315,0.0923391;0.0810268;0.0623461;0.335558;0.326938;0.472682;0.127171;0.0921886;0.129692;0.123661;0.356628;0.778536,-0.89132844512711,181,Second Mode,
Fadrozole,GO:0016042,5,lipid catabolic process,154,27,0.00000072004,15.34,0.271685337037037,0.129692,0.0923391;0.433866;0.0623461;0.662102;0.0422467;0.335558;0.233052;0.721985;0.055438;0.121217;0.404055;0.0479657;0.580346;0.234789;0.103095;0.466818;0.0921886;0.129692;0.194005;0.123661;0.108879;0.356628;0.778536;0.63777;0.103463;0.115794;0.0976689,-0.887086812373978,182,Second Mode,
Fadrozole,GO:0055088,6,lipid homeostasis,50,15,0.00000019765,26.32,0.265825933333333,0.129692,0.102948;0.322515;0.289415;0.580796;0.211664;0.73206;0.0996373;0.129692;0.123661;0.0851682;0.63777;0.365959;0.114393;0.0976689;0.0940416,-0.887086812373978,182,Second Mode,
Fadrozole,GO:0005310,6,dicarboxylic acid transmembrane transporter activity,21,5,0.01109,19.23,0.13100964,0.129798,0.206945;0.0490162;0.102473;0.129798;0.166816,-0.88673199933577,184,Second Mode,
Fadrozole,GO:0008514,6,organic anion transmembrane transporter activity,124,23,0.0000047392,15.33,0.206591404347826,0.129798,0.103891;0.360344;0.0719329;0.206945;0.0490162;0.671564;0.0937751;0.102473;0.0934941;0.431533;0.323415;0.116995;0.333285;0.129798;0.157985;0.166816;0.308503;0.29291;0.117165;0.10429;0.1038;0.111437;0.300235,-0.88673199933577,184,Second Mode,
Fadrozole,GO:0072348,5,sulfur compound transport,19,7,0.00018865,29.17,0.169836814285714,0.129798,0.0490162;0.102473;0.333285;0.129798;0.166816;0.308503;0.0989665,-0.88673199933577,184,Second Mode,
Fadrozole,GO:0015698,7,inorganic anion transport,103,16,0.00029667,14.29,0.22320479375,0.1304315,0.319579;0.672276;0.237733;0.0490162;0.102473;0.11442;0.129798;0.166816;0.100573;0.330215;0.339527;0.534277;0.131065;0.120222;0.0989665;0.12432,-0.884617511179927,187,Second Mode,
Fadrozole,GO:0005355,8,glucose transmembrane transporter activity,17,5,0.0026717,26.32,0.19495154,0.13194,0.349752;0.0588117;0.31237;0.13194;0.121884,-0.879623520255566,188,Second Mode,
Fadrozole,GO:0015145,6,monosaccharide transmembrane transporter activity,22,5,0.0093601,20,0.19495154,0.13194,0.349752;0.0588117;0.31237;0.13194;0.121884,-0.879623520255566,188,Second Mode,
Fadrozole,GO:0015149,7,hexose transmembrane transporter activity,22,5,0.0093601,20,0.19495154,0.13194,0.349752;0.0588117;0.31237;0.13194;0.121884,-0.879623520255566,188,Second Mode,
Fadrozole,GO:0051119,5,sugar transmembrane transporter activity,22,5,0.01109,19.23,0.19495154,0.13194,0.349752;0.0588117;0.31237;0.13194;0.121884,-0.879623520255566,188,Second Mode,
Fadrozole,GO:0010608,7,post-transcriptional regulation of gene expression,176,4,0.0011714,1.43,0.214438125,0.1320255,0.132803;0.515639;0.0780625;0.131248,-0.879342179099231,192,Second Mode,
Fadrozole,GO:0034248,6,regulation of cellular amide metabolic process,141,3,0.036891,1.79,0.242168166666667,0.132803,0.132803;0.515639;0.0780625,-0.876792114209495,193,Second Mode,
Fadrozole,GO:1901361,5,organic cyclic compound catabolic process,202,26,0.00019168,11.87,0.273797296153846,0.1340285,0.102749;0.113931;0.276633;0.132803;0.1059;0.111507;0.662102;0.0764674;0.319942;0.495501;0.580346;0.297022;0.100618;0.375861;0.121386;0.109741;0.135254;0.194005;0.781538;0.63777;0.113419;0.678607;0.111979;0.0897964;0.0971449;0.296707,-0.872802842854086,194,Second Mode,
Fadrozole,GO:0015833,6,peptide transport,22,7,0.00032645,26.92,0.2447924,0.135064,0.115208;0.597393;0.0854008;0.365182;0.303862;0.111437;0.135064,-0.869460392538215,195,Second Mode,
Fadrozole,GO:0051262,8,protein tetramerization,31,5,0.026109,15.62,0.24561494,0.135254,0.432923;0.135254;0.0823878;0.480365;0.0971449,-0.868849882212227,196,Second Mode,
Fadrozole,GO:0051289,9,protein homotetramerization,19,5,0.0026717,26.32,0.24561494,0.135254,0.432923;0.135254;0.0823878;0.480365;0.0971449,-0.868849882212227,196,Second Mode,
Fadrozole,GO:0060396,8,growth hormone receptor signaling pathway,10,3,0.04273,20,0.163336333333333,0.137215,0.294195;0.137215;0.058599,-0.862598410049488,198,Second Mode,
Fadrozole,GO:0034645,5,cellular macromolecule biosynthetic process,353,6,0.00028864,1.6,0.24429155,0.1481098,0.0690835;0.215982;0.5973;0.442991;0.0802376;0.0601552,-0.829416204509763,199,Second Mode,
Fadrozole,GO:0015301,6,anion:anion antiporter activity,35,8,0.0010761,20,0.20500365,0.1489405,0.377071;0.0490162;0.102473;0.367991;0.315799;0.129798;0.166816;0.131065,-0.826987192543969,200,Second Mode,
Fadrozole,GO:0140323,7,solute:anion antiporter activity,35,8,0.0010761,20,0.20500365,0.1489405,0.377071;0.0490162;0.102473;0.367991;0.315799;0.129798;0.166816;0.131065,-0.826987192543969,200,Second Mode,
Fadrozole,GO:0006006,6,glucose metabolic process,38,6,0.028525,13.64,0.184547666666667,0.1520535,0.390506;0.108879;0.195228;0.105168;0.105383;0.202122,-0.818003578721478,202,Second Mode,
Fadrozole,GO:0005789,5,endoplasmic reticulum membrane,393,44,0.00002098,10.53,0.245710870454546,0.153287,0.17173;0.358725;0.381316;0.229315;0.684517;0.0899053;0.398355;0.0614318;0.0748915;0.0765683;0.0785558;0.0623461;0.0772087;0.0638545;0.0825398;0.580796;0.0637942;0.12143;0.288441;0.0468769;0.495501;0.307034;0.522728;0.320515;0.223966;0.0771252;0.290325;0.234789;0.0812619;0.103095;0.0899929;0.303805;0.390506;0.254128;0.0801399;0.737021;0.0851682;0.0787322;0.63777;0.103463;0.770141;0.416043;0.134844;0.0805861,-0.814494675332607,203,Second Mode,
Fadrozole,GO:0003333,6,amino acid transmembrane transport,59,7,0.040037,11.67,0.212015842857143,0.157985,0.103891;0.360344;0.0719329;0.380053;0.116995;0.157985;0.29291,-0.801384145491633,204,Second Mode,
Fadrozole,GO:0015399,5,primary active transmembrane transporter activity,120,14,0.0088446,11.02,0.233123292857143,0.158204,0.409333;0.0940408;0.104744;0.102948;0.0766775;0.0934941;0.315547;0.233052;0.211664;0.339203;0.73206;0.365182;0.10429;0.0814907,-0.800782540080022,205,Second Mode,
Fadrozole,GO:0070536,8,protein K63-linked deubiquitination,19,4,0.016486,21.05,0.164642975,0.15831275,0.293062;0.0702815;0.0488844;0.246344,-0.80048410704755,206,Second Mode,
Fadrozole,GO:0051146,6,striated muscle cell differentiation,19,4,0.031828,17.39,0.19007905,0.1622672,0.0583718;0.37741;0.0671394;0.257395,-0.789769257737582,207,Second Mode,
Fadrozole,GO:0031032,6,actomyosin structure organization,103,14,0.0052314,12.07,0.229128485714286,0.16392215,0.0726818;0.530503;0.229315;0.0985293;0.0767186;0.394156;0.0758703;0.53816;0.0923367;0.28043;0.297624;0.34041;0.0852141;0.09585,-0.785362358370816,208,Second Mode,
Fadrozole,GO:0015850,6,organic hydroxy compound transport,49,14,0.00000099543,25,0.25139045,0.1643095,0.102948;0.322515;0.741194;0.116955;0.0766775;0.0937751;0.315547;0.0588117;0.289415;0.233052;0.211664;0.73206;0.110459;0.114393,-0.784337325924015,209,Second Mode,
Fadrozole,GO:0005777,7,peroxisome,67,10,0.0063925,13.33,0.19507675,0.1646295,0.091246;0.233052;0.288441;0.0891192;0.0996373;0.135254;0.194005;0.337967;0.113823;0.368223,-0.783492340817048,210,Second Mode,
Fadrozole,GO:0042579,6,microbody,73,10,0.010886,12.35,0.19507675,0.1646295,0.091246;0.233052;0.288441;0.0891192;0.0996373;0.135254;0.194005;0.337967;0.113823;0.368223,-0.783492340817048,210,Second Mode,
Fadrozole,GO:0015108,6,chloride transmembrane transporter activity,82,13,0.00095735,14.44,0.247455784615385,0.166816,0.319579;0.672276;0.237733;0.0490162;0.102473;0.11442;0.129798;0.166816;0.100573;0.330215;0.339527;0.534277;0.120222,-0.777762296753075,212,Second Mode,
Fadrozole,GO:0015294,6,solute:cation symporter activity,73,13,0.00086029,14.61,0.233996938461539,0.166816,0.360344;0.206945;0.655722;0.333285;0.0588117;0.37385;0.166816;0.100573;0.308503;0.13194;0.121884;0.0989665;0.12432,-0.777762296753075,212,Second Mode,
Fadrozole,GO:0015297,6,antiporter activity,63,11,0.0014493,15.28,0.215792563636364,0.166816,0.304498;0.377071;0.0490162;0.102473;0.367991;0.315799;0.129798;0.325391;0.166816;0.131065;0.1038,-0.777762296753075,212,Second Mode,
Fadrozole,GO:0004029,7,aldehyde dehydrogenase (NAD+) activity,15,4,0.00688,26.67,0.2184198,0.1668375,0.102749;0.230926;0.441469;0.0985352,-0.777706326524237,215,Second Mode,
Fadrozole,GO:0004030,6,aldehyde dehydrogenase [NAD(P)+] activity,15,4,0.00688,26.67,0.2184198,0.1668375,0.102749;0.230926;0.441469;0.0985352,-0.777706326524237,215,Second Mode,
Fadrozole,GO:0042632,8,cholesterol homeostasis,22,12,0.0000000013797,48,0.265977733333333,0.1676625,0.102948;0.322515;0.289415;0.211664;0.73206;0.0996373;0.123661;0.63777;0.365959;0.114393;0.0976689;0.0940416,-0.775564062404249,217,Second Mode,
Fadrozole,GO:0055092,7,sterol homeostasis,22,12,0.0000000013797,48,0.265977733333333,0.1676625,0.102948;0.322515;0.289415;0.211664;0.73206;0.0996373;0.123661;0.63777;0.365959;0.114393;0.0976689;0.0940416,-0.775564062404249,217,Second Mode,
Fadrozole,GO:1901362,5,organic cyclic compound biosynthetic process,514,44,0.009847,7.86,0.251923186363636,0.1750895,0.113931;0.222456;0.29402;0.322515;0.766984;0.433618;0.0776977;0.105843;0.0984445;0.368054;0.0764674;0.0912006;0.111883;0.055947;0.351587;0.304655;0.288441;0.307537;0.078937;0.0792591;0.084573;0.06414;0.263906;0.297022;0.459691;0.100618;0.303805;0.127562;0.103595;0.127723;0.121386;0.254128;0.46484;0.0801399;0.737021;0.407212;0.303802;0.63777;0.678607;0.631822;0.0897964;0.0503649;0.0784793;0.0671394,-0.756739897484744,219,Second Mode,
Fadrozole,GO:0001878,6,response to yeast,24,6,0.0013426,25,0.183345466666667,0.17628625,0.0984445;0.263906;0.0899929;0.303805;0.254128;0.0897964,-0.753781560542453,220,Second Mode,
Fadrozole,GO:0009620,5,response to fungus,28,6,0.0037722,20.69,0.183345466666667,0.17628625,0.0984445;0.263906;0.0899929;0.303805;0.254128;0.0897964,-0.753781560542453,220,Second Mode,
Fadrozole,GO:0015908,7,fatty acid transport,42,6,0.041509,12.5,0.261084933333333,0.1783565,0.233052;0.234789;0.10243;0.123661;0.778536;0.0940416,-0.748711058668252,222,Second Mode,
Fadrozole,GO:0022832,7,voltage-gated channel activity,180,22,0.0014643,10.84,0.235816940909091,0.1789775,0.0843479;0.237733;0.288933;0.554048;0.356272;0.33324;0.0686417;0.0985293;0.0593329;0.100565;0.078373;0.11442;0.40727;0.41557;0.0799768;0.336039;0.372958;0.372136;0.564875;0.0845285;0.120222;0.0599616,-0.747201562539843,223,Second Mode,
Fadrozole,GO:0072330,7,monocarboxylic acid biosynthetic process,78,10,0.027637,11.24,0.25741961,0.179543,0.255991;0.0940527;0.0785558;0.470618;0.394765;0.078937;0.103095;0.0921886;0.63777;0.368223,-0.745831522426715,224,Second Mode,
Fadrozole,GO:0004467,5,long-chain fatty acid-CoA ligase activity,14,4,0.0052652,28.57,0.18048425,0.1811755,0.255991;0.234789;0.127562;0.103595,-0.741900531461643,225,Second Mode,
Fadrozole,GO:0016405,5,CoA-ligase activity,22,6,0.00081568,27.27,0.191895833333333,0.1811755,0.255991;0.124783;0.304655;0.234789;0.127562;0.103595,-0.741900531461643,225,Second Mode,
Fadrozole,GO:0042692,5,muscle cell differentiation,32,6,0.014593,15.79,0.2050242,0.1857445,0.114094;0.355735;0.0583718;0.37741;0.0671394;0.257395,-0.731084037082942,227,Second Mode,
Fadrozole,GO:0015081,7,sodium ion transmembrane transporter activity,120,16,0.0027462,11.94,0.235162325,0.1868805,0.360344;0.206945;0.0985293;0.655722;0.315799;0.333285;0.0588117;0.37385;0.325391;0.166816;0.308503;0.13194;0.121884;0.0989665;0.0814907;0.12432,-0.728436012608413,228,Second Mode,
Fadrozole,GO:0015370,7,solute:sodium symporter activity,56,12,0.00026537,17.39,0.2451156,0.1868805,0.360344;0.206945;0.655722;0.333285;0.0588117;0.37385;0.166816;0.308503;0.13194;0.121884;0.0989665;0.12432,-0.728436012608413,228,Second Mode,
