.id,GO.Pathway.Gene.Set.Gene.ID,GO.Pathway.Gene.Set.Gene.Name,All.Genes..Expression.Data.,Genes.That.Passed.All.Filters,Fisher.s.Exact.Two.Tail,Percentage,BMD.Mean,BMD.Median,BMD.List,logBMD,count,rank,rank_count
Fenitrothion,R-DRE-211859,Biological oxidations,110,7,6.2834e-4,6.25,0.1196387,0.0420542,0.0420542;0.0411874;0.0339328;0.0330355;0.320653;0.122145;0.244463,-1.3761906242242934,10,10,1
Fenitrothion,R-DRE-211945,Phase I - Functionalization of compounds,60,7,1.2874e-5,11.48,0.1196387,0.0420542,0.0420542;0.0411874;0.0339328;0.0330355;0.320653;0.122145;0.244463,-1.3761906242242934,11,10,2
Fenitrothion,R-DRE-1296065,Inwardly rectifying K+ channels,26,5,2.7244e-5,17.86,0.117402128,0.0570777,0.0570777;0.0312711;0.435717;0.0618289;0.00111594,-1.2435335355124268,12,12,1
Fenitrothion,R-DRE-8957275,Post-translational protein phosphorylation,57,3,0.044582,5,0.2216646,0.0605868,0.0605868;0.54685;0.057557,-1.2176219849360879,13,13,1
Fenitrothion,R-DRE-5576886,Phase 4 - resting membrane potential,9,3,4.4957e-4,25,0.04634954666666666,0.0618289,0.0761038;0.0618289;0.00111594,-1.2088084799798513,14,14,1
Fenitrothion,R-DRE-5576891,Cardiac conduction,57,3,0.046456,4.92,0.04634954666666666,0.0618289,0.0761038;0.0618289;0.00111594,-1.2088084799798513,15,14,2
Fenitrothion,R-DRE-112316,Neuronal System,195,7,0.01931,3.37,0.17836792,0.0618289,0.0761038;0.585461;0.0570777;0.0312711;0.435717;0.0618289;0.00111594,-1.2088084799798513,16,14,3
Fenitrothion,R-DRE-1296071,Potassium Channels,59,7,1.9704e-5,10.77,0.17836792,0.0618289,0.0761038;0.585461;0.0570777;0.0312711;0.435717;0.0618289;0.00111594,-1.2088084799798513,17,14,4
Fenitrothion,R-DRE-1474228,Degradation of the extracellular matrix,48,3,0.042747,5.08,0.22422686666666664,0.0633582,0.0624724;0.54685;0.0633582,-1.1981971695052382,18,18,1
Fenitrothion,R-DRE-373080,Class B/2 (Secretin family receptors),36,4,0.0014818,10.53,0.1490774,0.06466075,0.0678396;0.0614819;0.0312711;0.435717,-1.1893592623138163,19,19,1
Fenitrothion,R-DRE-418555,G alpha (s) signalling events,66,5,0.016405,4.42,0.18339252,0.0678396,0.0678396;0.0614819;0.320653;0.0312711;0.435717,-1.1685167214574879,20,20,1
Fenitrothion,R-DRE-211897,Cytochrome P450 - arranged by substrate type,36,6,7.2458e-6,16.22,0.1339230166666667,0.0820996,0.0420542;0.0411874;0.0330355;0.320653;0.122145;0.244463,-1.08565895881498,21,21,1
Fenitrothion,R-DRE-1430728,Metabolism,995,30,4.5447e-6,2.92,0.18766117,0.10873965,0.292015;0.274539;0.0654738;0.0953343;0.535112;0.0369597;0.265877;0.0342997;0.0420542;0.0411874;0.307649;0.139679;0.448408;0.0334126;0.0339328;0.46031;0.352935;0.075085;0.0330355;0.0226931;0.320653;0.0520115;0.0312711;0.435717;0.0373321;0.122145;0.36317;0.373758;0.0593223;0.244463,-0.9636120691944634,22,22,1
Fenitrothion,R-DRE-556833,Metabolism of lipids,334,12,0.0018035,3.44,0.172590225,0.130912,0.274539;0.0953343;0.0342997;0.0420542;0.307649;0.139679;0.075085;0.320653;0.0520115;0.122145;0.36317;0.244463,-0.8830205421817202,23,23,1
Fenitrothion,R-DRE-8978868,Fatty acid metabolism,92,5,0.0077722,5.32,0.19295826,0.139679,0.0953343;0.139679;0.122145;0.36317;0.244463,-0.8548688828598436,24,24,1
Fenitrothion,R-DRE-2142753,Arachidonic acid metabolism,29,3,0.0069983,10,0.16876233333333335,0.139679,0.139679;0.122145;0.244463,-0.8548688828598436,25,24,2
Fenitrothion,R-DRE-162582,Signal Transduction,1191,10,0.025252,0.74,0.19616432,0.14754430000000002,0.0678396;0.396221;0.0614819;0.0333995;0.320653;0.0312711;0.435717;0.0373321;0.350479;0.227249,-0.8310775637062999,26,26,1
Fenitrothion,R-DRE-196854,Metabolism of vitamins and cofactors,88,4,0.030751,4.44,0.223430975,0.16259964999999998,0.535112;0.265877;0.0334126;0.0593223,-0.7888803935711775,27,27,1
Fenitrothion,R-DRE-196849,Metabolism of water-soluble vitamins and cofactors,63,4,0.0098649,6.25,0.223430975,0.16259964999999998,0.535112;0.265877;0.0334126;0.0593223,-0.7888803935711775,28,27,2
Fenitrothion,R-DRE-211976,Endogenous sterols,15,3,0.0011017,18.75,0.20210113333333335,0.244463,0.0411874;0.320653;0.244463,-0.6117868629689909,29,29,1
Fenitrothion,R-DRE-191273,Cholesterol biosynthesis,10,3,2.4992e-4,30,0.219091,0.274539,0.274539;0.307649;0.075085,-0.5613959525556056,30,30,1
Fenitrothion,R-DRE-8957322,Metabolism of steroids,61,4,0.011554,5.97,0.2444815,0.29109399999999996,0.274539;0.307649;0.075085;0.320653,-0.5359667461027424,31,31,1
Fenitrothion,R-DRE-76002,"Platelet activation, signaling and aggregation",129,5,0.038139,3.55,0.27753558,0.313253,0.313253;0.0605868;0.54685;0.0312711;0.435717,-0.5041047611088901,32,32,1
Fenitrothion,R-DRE-111885,Opioid Signalling,49,3,0.026583,6.12,0.26254703333333335,0.320653,0.320653;0.0312711;0.435717,-0.4939646925084733,33,33,1
Fenitrothion,R-DRE-202040,G-protein activation,19,3,0.001853,15.79,0.26254703333333335,0.320653,0.320653;0.0312711;0.435717,-0.4939646925084733,34,33,2
Fenitrothion,R-DRE-5628897,TP53 Regulates Metabolic Genes,53,3,0.032566,5.66,0.3565966666666667,0.448408,0.161072;0.448408;0.46031,-0.34832664780573924,35,35,1
Glyphosate,R-DRE-168249,Innate Immune System,423,3,0.02728,0.6,0.5792126666666667,0.621454,0.621454;0.685569;0.430615,-0.206591012292679,1,1,1
Glyphosate,R-DRE-6798695,Neutrophil degranulation,245,3,0.0066033,1,0.5792126666666667,0.621454,0.621454;0.685569;0.430615,-0.206591012292679,2,1,2
Malathion,R-DRE-216083,Integrin cell surface interactions,29,3,0.015043,10,0.092172,0.0877879,0.119006;0.0877879;0.0697221,-1.056565339735879,1,1,1
Malathion,R-DRE-1474290,Collagen formation,34,3,0.021089,8.82,0.1870573,0.119006,0.119006;0.0877879;0.354378,-0.9244311419587127,2,2,1
Malathion,R-DRE-1650814,Collagen biosynthesis and modifying enzymes,30,3,0.015043,10,0.1870573,0.119006,0.119006;0.0877879;0.354378,-0.9244311419587127,3,2,2
Malathion,R-DRE-1483206,Glycerophospholipid biosynthesis,65,4,0.0322,5.8,0.168265425,0.14214495,0.345809;0.0939239;0.190366;0.0429628,-0.8472685649295149,4,4,1
Malathion,R-DRE-6803157,Antimicrobial peptides,20,4,0.001139,14.81,0.185676375,0.16091814999999998,0.0875563;0.23428;0.345809;0.0750602,-0.7933949689507012,5,5,1
Malathion,R-DRE-1474228,Degradation of the extracellular matrix,47,6,5.2351e-4,10.17,0.22082751666666667,0.176643,0.119006;0.23428;0.0877879;0.496612;0.312219;0.0750602,-0.7529035680882257,6,6,1
Malathion,R-DRE-556833,Metabolism of lipids,331,12,0.019437,3.44,0.21124380833333337,0.1963135,0.289244;0.202261;0.345809;0.0939239;0.190366;0.387777;0.0579849;0.0576596;0.375844;0.442138;0.0489555;0.0429628,-0.7070498340020833,7,7,1
Malathion,R-DRE-166658,Complement cascade,25,3,0.01013,11.54,0.2591257333333333,0.23428,0.23428;0.0750602;0.468037,-0.6302647846440776,8,8,1
Malathion,R-DRE-977606,Regulation of Complement cascade,22,3,0.0071654,13.04,0.2591257333333333,0.23428,0.23428;0.0750602;0.468037,-0.6302647846440776,9,8,2
Malathion,R-DRE-1474244,Extracellular matrix organization,115,9,3.7965e-4,6.98,0.25744035555555556,0.23428,0.119006;0.23428;0.0877879;0.0697221;0.496612;0.354378;0.312219;0.0750602;0.567898,-0.6302647846440776,10,8,3
Malathion,R-DRE-1430728,Metabolism,991,27,0.022445,2.62,0.2656262074074074,0.240345,0.289244;0.325004;0.202261;0.345809;0.0917208;0.222866;0.782026;0.207434;0.0939239;0.240483;0.690916;0.190366;0.312219;0.387777;0.224595;0.0579849;0.0576596;0.0747351;0.375844;0.41638;0.334231;0.442138;0.069683;0.240345;0.0489555;0.404344;0.0429628,-0.6191649082555191,11,11,1
Malathion,R-DRE-1592389,Activation of Matrix Metalloproteinases,20,4,0.0019359,12.9,0.2795428,0.27324950000000003,0.23428;0.496612;0.312219;0.0750602,-0.5634406240623936,12,12,1
Malathion,R-DRE-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),65,4,0.038477,5.48,0.2810627,0.27918765,0.51692;0.496612;0.0617633;0.0489555,-0.554103796849303,13,13,1
Malathion,R-DRE-8957322,Metabolism of steroids,59,7,1.4836e-4,10.45,0.23708614285714288,0.289244,0.289244;0.387777;0.0579849;0.0576596;0.375844;0.442138;0.0489555,-0.5387356411710889,14,14,1
Malathion,R-DRE-191273,Cholesterol biosynthesis,10,5,3.4784e-7,50,0.2337019,0.289244,0.289244;0.387777;0.0579849;0.0576596;0.375844,-0.5387356411710889,15,14,2
Malathion,R-DRE-162582,Signal Transduction,1187,9,1.3413e-4,0.66,0.3227473444444444,0.349786,0.119006;0.0697221;0.51692;0.102491;0.801785;0.349786;0.069683;0.459785;0.415548,-0.45619757691686735,16,16,1
Malathion,R-DRE-196849,Metabolism of water-soluble vitamins and cofactors,63,4,0.025267,6.25,0.37479995,0.35828150000000003,0.0917208;0.690916;0.312219;0.404344,-0.4457756162138573,17,17,1
Prochloraz,R-DRE-3371453,Regulation of HSF1-mediated heat shock response,45,4,0.0085783,8.89,0.101884225,0.0506808,0.0414773;0.0462385;0.0551231;0.264698,-1.2951565383654835,1,1,1
Prochloraz,R-DRE-73857,RNA Polymerase II Transcription,522,4,0.041742,0.71,0.056237175,0.05317745,0.0490868;0.0795574;0.0390364;0.0572681,-1.2742724920793114,2,2,1
Prochloraz,R-DRE-74160,Gene expression (Transcription),583,4,0.01515,0.64,0.056237175,0.05317745,0.0490868;0.0795574;0.0390364;0.0572681,-1.2742724920793114,3,2,2
Prochloraz,R-DRE-9749641,Aspirin ADME,16,3,0.0027304,18.75,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,4,4,1
Prochloraz,R-DRE-211935,Fatty acids,11,3,8.592e-4,27.27,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,5,4,2
Prochloraz,R-DRE-211958,Miscellaneous substrates,15,3,0.0022478,20,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,6,4,3
Prochloraz,R-DRE-211981,Xenobiotics,17,3,0.0032723,17.65,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,7,4,4
Prochloraz,R-DRE-211999,CYP2E1 reactions,10,3,6.3317e-4,30,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,8,4,5
Prochloraz,R-DRE-9018677,Biosynthesis of DHA-derived SPMs,16,3,0.0027304,18.75,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,9,4,6
Prochloraz,R-DRE-9018678,Biosynthesis of specialized proresolving mediators (SPMs),16,3,0.0032723,17.65,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,10,4,7
Prochloraz,R-DRE-9018682,Biosynthesis of maresins,12,3,0.0011306,25,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,11,4,8
Prochloraz,R-DRE-9027307,Biosynthesis of maresin-like SPMs,12,3,0.0011306,25,0.05585896666666667,0.0539709,0.0366524;0.0769536;0.0539709,-1.2678403397303257,12,4,9
Prochloraz,R-DRE-3371556,Cellular response to heat stress,59,5,0.0043878,8.33,0.0958163,0.0551231,0.0414773;0.0715446;0.0462385;0.0551231;0.264698,-1.25866636666218,13,13,1
Prochloraz,R-DRE-191273,Cholesterol biosynthesis,10,3,6.3317e-4,30,0.18815229999999997,0.0559756,0.486658;0.0559756;0.0218233,-1.2520012425404894,14,14,1
Prochloraz,R-DRE-212436,Generic Transcription Pathway,449,3,0.031404,0.61,0.05862063333333334,0.0572681,0.0795574;0.0390364;0.0572681,-1.2420872253588855,15,15,1
Prochloraz,R-DRE-556833,Metabolism of lipids,333,17,1.3859e-4,4.87,0.16759680352941175,0.0624016,0.00911806;0.379599;0.0795574;0.0366524;0.0823195;0.454159;0.0589819;0.460966;0.486658;0.0559756;0.0218233;0.0500643;0.0624016;0.0437351;0.0769536;0.0539709;0.43621,-1.2048042747043934,16,16,1
Prochloraz,R-DRE-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,28,4,0.0014899,14.29,0.10821075,0.06333385,0.0414773;0.0715446;0.0551231;0.264698,-1.1983641108526166,17,17,1
Prochloraz,R-DRE-3371568,Attenuation phase,11,4,3.0409e-5,36.36,0.10821075,0.06333385,0.0414773;0.0715446;0.0551231;0.264698,-1.1983641108526166,18,17,2
Prochloraz,R-DRE-3371571,HSF1-dependent transactivation,16,4,2.0173e-4,23.53,0.10821075,0.06333385,0.0414773;0.0715446;0.0551231;0.264698,-1.1983641108526166,19,17,3
Prochloraz,R-DRE-196849,Metabolism of water-soluble vitamins and cofactors,63,7,1.3751e-4,10.94,0.0888806702857143,0.0633484,0.0412023;0.0633484;0.0722917;0.324095;8.08892E-4;0.0653056;0.0551128,-1.1982643496826109,20,20,1
Prochloraz,R-DRE-196854,Metabolism of vitamins and cofactors,89,10,4.0626e-6,11.11,0.1159238182,0.064327,0.0412023;0.0715446;0.0633484;0.0722917;0.324095;8.08892E-4;0.00700089;0.0653056;0.0551128;0.458528,-1.1916067021955645,21,21,1
Prochloraz,R-DRE-211897,Cytochrome P450 - arranged by substrate type,36,4,0.0042445,10.81,0.163558725,0.06546225,0.0366524;0.486658;0.0769536;0.0539709,-1.1840090716557095,22,22,1
Prochloraz,R-DRE-211859,Biological oxidations,109,12,6.0723e-7,10.71,0.16033724666666666,0.070645,0.330698;0.00911806;0.0366524;0.486658;0.0687722;0.0551128;0.360841;0.0525032;0.0769536;0.0725178;0.0539709;0.320249,-1.1509185705351992,23,23,1
Prochloraz,R-DRE-1430728,Metabolism,993,47,2.473e-11,4.57,0.1713399285531915,0.0725178,0.0832096;0.330698;0.082692;0.00911806;0.0412023;0.350927;0.379599;0.0440396;0.0747658;0.0715446;0.538777;0.0633484;0.0795574;0.0722917;0.0757713;0.324095;0.0366524;0.0823195;0.502996;8.08892E-4;0.00700089;0.454159;0.0589819;0.460966;0.486658;0.0696033;0.0559756;0.047218;0.0653056;0.0687722;0.46469;0.362085;0.0218233;0.0500643;0.0624016;0.0551128;0.0437351;0.360841;0.0525032;0.458528;0.0769536;0.0725178;0.0539709;0.0849689;0.320249;0.43621;0.0572681,-1.139555379733078,24,24,1
Prochloraz,R-DRE-156580,Phase II - Conjugation of compounds,47,5,0.0016313,10.42,0.17433456,0.0725178,0.330698;0.0551128;0.360841;0.0525032;0.0725178,-1.139555379733078,25,24,2
Prochloraz,R-DRE-211945,Phase I - Functionalization of compounds,59,6,7.5327e-4,9.84,0.17387601666666666,0.07286290000000001,0.0366524;0.486658;0.0687722;0.0769536;0.0539709;0.320249,-1.1374935474924892,26,26,1
Prochloraz,R-DRE-9748784,Drug ADME,61,5,0.0070269,7.46,0.19048678,0.0769536,0.330698;0.0366524;0.454159;0.0769536;0.0539709,-1.113771058437261,27,27,1
Prochloraz,R-DRE-9707564,Cytoprotection by HMOX1,38,3,0.037557,7.32,0.07317249999999999,0.0795574,0.082692;0.0795574;0.0572681,-1.0993194184096404,28,28,1
Prochloraz,R-DRE-2262752,Cellular responses to stress,309,12,0.033842,3.42,0.19227125,0.0811247,0.0414773;0.330698;0.082692;0.0715446;0.0795574;0.507541;0.311889;0.0462385;0.0551231;0.458528;0.264698;0.0572681,-1.0908468962141997,29,29,1
Prochloraz,R-DRE-8953897,Cellular responses to stimuli,309,12,0.033842,3.42,0.19227125,0.0811247,0.0414773;0.330698;0.082692;0.0715446;0.0795574;0.507541;0.311889;0.0462385;0.0551231;0.458528;0.264698;0.0572681,-1.0908468962141997,30,29,2
Prochloraz,R-DRE-162582,Signal Transduction,1189,8,2.0158e-5,0.59,0.2586010575,0.19710425,0.379356;0.0715446;0.0795574;0.00102696;0.0823195;0.596304;0.311889;0.546811,-0.7053040112778945,31,31,1
Prochloraz,R-DRE-8957322,Metabolism of steroids,61,8,2.3376e-5,11.94,0.2429936125,0.21929045,0.379599;0.0589819;0.460966;0.486658;0.0559756;0.0218233;0.0437351;0.43621,-0.6589802812390846,32,32,1
Prochloraz,R-DRE-382551,Transport of small molecules,346,12,0.042294,3.23,0.25483958333333334,0.3101515,0.082692;0.333762;0.0669405;0.48064;0.308414;0.0757713;0.352943;0.311889;0.0793713;0.430927;0.458528;0.0761969,-0.5084261140955082,33,33,1
Prochloraz,R-DRE-174824,"Plasma lipoprotein assembly, remodeling, and clearance",35,4,0.0038381,11.11,0.28955057500000003,0.3101515,0.308414;0.311889;0.0793713;0.458528,-0.5084261140955082,34,33,2
Prochloraz,R-DRE-8963899,Plasma lipoprotein remodeling,10,3,6.3317e-4,30,0.28326276666666667,0.311889,0.311889;0.0793713;0.458528,-0.5059999420865371,35,35,1
Prochloraz,R-DRE-8963888,Chylomicron assembly,5,3,5.6368e-5,60,0.28326276666666667,0.311889,0.311889;0.0793713;0.458528,-0.5059999420865371,36,35,2
Prochloraz,R-DRE-8963898,Plasma lipoprotein assembly,10,3,6.3317e-4,30,0.28326276666666667,0.311889,0.311889;0.0793713;0.458528,-0.5059999420865371,37,35,3
Prochloraz,R-DRE-166658,Complement cascade,24,3,0.011123,11.54,0.25422323333333335,0.329866,0.329866;0.0392387;0.393565,-0.4816624458167081,38,38,1
Prochloraz,R-DRE-168249,Innate Immune System,452,17,0.011782,3.39,0.27945057588235295,0.330698,0.330698;0.329866;0.036893;0.518587;0.350927;0.379599;0.0392387;0.0715446;0.527525;0.0823195;0.393565;0.00700089;0.46469;0.462175;0.0551231;0.43621;0.264698,-0.48056843161061025,39,39,1
Prochloraz,R-DRE-382556,ABC-family proteins mediated transport,62,4,0.029672,6.15,0.305357475,0.3433525,0.333762;0.352943;0.458528;0.0761969,-0.4642597860963317,40,40,1
Prochloraz,R-DRE-6798695,Neutrophil degranulation,263,15,2.7293e-4,5,0.29210367266666665,0.350927,0.330698;0.036893;0.518587;0.350927;0.379599;0.0715446;0.527525;0.0823195;0.393565;0.00700089;0.46469;0.462175;0.0551231;0.43621;0.264698,-0.454783216281864,41,41,1
Prochloraz,R-DRE-1369062,ABC transporters in lipid homeostasis,6,3,1.1125e-4,50,0.2958893,0.352943,0.352943;0.458528;0.0761969,-0.4522954271456037,42,42,1
Prochloraz,R-DRE-204005,COPII-mediated vesicle transport,42,3,0.03993,7.14,0.29127580000000003,0.379599,0.379599;0.0580184;0.43621,-0.4206749403307669,43,43,1
Prochloraz,R-DRE-5694530,Cargo concentration in the ER,21,3,0.0060736,14.29,0.29127580000000003,0.379599,0.379599;0.0580184;0.43621,-0.4206749403307669,44,43,2
Prochloraz,R-DRE-114608,Platelet degranulation ,57,6,0.0014482,8.7,0.4038963333333333,0.4076235,0.421682;0.333794;0.379599;0.393565;0.458528;0.43621,-0.38974078632869485,45,45,1
Prochloraz,R-DRE-76002,"Platelet activation, signaling and aggregation",127,6,0.042093,4.26,0.4038963333333333,0.4076235,0.421682;0.333794;0.379599;0.393565;0.458528;0.43621,-0.38974078632869485,46,45,2
Prochloraz,R-DRE-76005,Response to elevated platelet cytosolic Ca2+,59,6,0.0016808,8.45,0.4038963333333333,0.4076235,0.421682;0.333794;0.379599;0.393565;0.458528;0.43621,-0.38974078632869485,47,45,3
Prochloraz,R-DRE-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),65,6,0.0019408,8.22,0.34793995,0.4079045,0.379599;0.0392387;0.311889;0.462175;0.458528;0.43621,-0.38944150352235507,48,48,1
Prochloraz,R-DRE-8957275,Post-translational protein phosphorylation,57,6,6.8911e-4,10,0.34793995,0.4079045,0.379599;0.0392387;0.311889;0.462175;0.458528;0.43621,-0.38944150352235507,49,48,2
Trenbolone,R-DRE-556833,Metabolism of lipids,331,4,0.049298,1.15,0.032494535,0.02430879,0.0777012;0.00365936;0.00431458;0.044303,-1.6142366581620735,1,1,1
Trenbolone,R-DRE-166658,Complement cascade,25,3,1.4228e-4,11.54,0.06772766666666667,0.0646151,0.0741422;0.0646151;0.0644257,-1.1896659792129576,2,2,1
Trenbolone,R-DRE-166663,Initial triggering of complement,8,3,3.2117e-6,37.5,0.06772766666666667,0.0646151,0.0741422;0.0646151;0.0644257,-1.1896659792129576,3,2,2
