.id,GO.Pathway.Gene.Set.Gene.ID,GO.Level,GO.Pathway.Gene.Set.Gene.Name,All.Genes..Expression.Data.,Genes.That.Passed.All.Filters,Fisher.s.Exact.Two.Tail,Percentage,BMD.Mean,BMD.Median,BMD.List,logBMD,rank
Fenitrothion,GO:0009889,5,regulation of biosynthetic process,84,7,0.019174,0.29,0.12543317857142858,0.0510889,0.0510889;0.179541;0.0504484;0.229165;0.00865805;0.30955;0.0495809,-1.2916734480531646,11
Fenitrothion,GO:0010556,6,regulation of macromolecule biosynthetic process,79,7,0.025697,0.3,0.12543317857142858,0.0510889,0.0510889;0.179541;0.0504484;0.229165;0.00865805;0.30955;0.0495809,-1.2916734480531646,11
Fenitrothion,GO:0031323,5,regulation of cellular metabolic process,106,9,0.0062573,0.29,0.13272099444444443,0.0510889,0.0510889;0.179541;0.0504484;0.291298;0.0251587;0.229165;0.00865805;0.30955;0.0495809,-1.2916734480531646,11
Fenitrothion,GO:0031326,6,regulation of cellular biosynthetic process,83,7,0.026152,0.29,0.12543317857142858,0.0510889,0.0510889;0.179541;0.0504484;0.229165;0.00865805;0.30955;0.0495809,-1.2916734480531646,11
Fenitrothion,GO:0051252,6,regulation of RNA metabolic process,87,7,0.025692,0.3,0.12543317857142858,0.0510889,0.0510889;0.179541;0.0504484;0.229165;0.00865805;0.30955;0.0495809,-1.2916734480531646,11
Fenitrothion,GO:0005634,6,nucleus,191,14,0.005452,0.34,0.11553681785714288,0.0527852,0.179541;0.0268488;0.0300437;0.056211;0.291298;0.0380227;0.0559895;0.0291388;0.229165;0.039349;0.00865805;0.30955;0.274119;0.0495809,-1.277487828589911,16
Fenitrothion,GO:0043412,5,macromolecule modification,53,7,0.045288,0.32,0.1377028142857143,0.0559895,0.297922;0.0309056;0.266582;0.0559895;0.0406387;0.222301;0.0495809,-1.2518934108441935,17
Fenitrothion,GO:0048522,5,positive regulation of cellular process,52,5,0.042128,0.28,0.16463155999999998,0.0559895,0.0510889;0.0504484;0.238954;0.0559895;0.426677,-1.2518934108441935,17
Fenitrothion,GO:0042461,6,photoreceptor cell development,7,3,0.0039269,6,0.16036683333333332,0.0577616,0.0577616;0.373758;0.0495809,-1.238360785286981,19
Fenitrothion,GO:0010243,5,response to organonitrogen compound,15,4,0.018229,2.53,0.1137221,0.0579964,0.0438118;0.072181;0.0293456;0.30955,-1.236598963482891,20
Fenitrothion,GO:0008395,5,steroid hydroxylase activity,9,3,0.0071718,4.84,0.07875186666666667,0.0586184,0.0420542;0.135583;0.0586184,-1.2319660398834973,21
Fenitrothion,GO:0051171,5,regulation of nitrogen compound metabolic process,113,11,0.0345,0.36,0.12217900454545456,0.0605868,0.0510889;0.179541;0.0605868;0.0820611;0.0504484;0.291298;0.229165;0.00865805;0.0319909;0.30955;0.0495809,-1.2176219849360879,22
Fenitrothion,GO:0052548,7,regulation of endopeptidase activity,9,3,0.025796,3,0.05821293333333333,0.0605868,0.0605868;0.0820611;0.0319909,-1.2176219849360879,22
Fenitrothion,GO:0080090,5,regulation of primary metabolic process,119,11,0.026474,0.35,0.12217900454545456,0.0605868,0.0510889;0.179541;0.0605868;0.0820611;0.0504484;0.291298;0.229165;0.00865805;0.0319909;0.30955;0.0495809,-1.2176219849360879,22
Fenitrothion,GO:0001523,8,retinoid metabolic process,6,3,0.0016526,8.11,0.1303247,0.0624431,0.0624431;0.043536;0.284995,-1.2045155444393068,25
Fenitrothion,GO:0006721,6,terpenoid metabolic process,7,3,0.0023862,7.14,0.1303247,0.0624431,0.0624431;0.043536;0.284995,-1.2045155444393068,25
Fenitrothion,GO:0016101,7,diterpenoid metabolic process,6,3,0.001786,7.89,0.1303247,0.0624431,0.0624431;0.043536;0.284995,-1.2045155444393068,25
Fenitrothion,GO:0042574,8,retinal metabolic process,4,3,5.2527e-5,25,0.1303247,0.0624431,0.0624431;0.043536;0.284995,-1.2045155444393068,25
Fenitrothion,GO:0060255,5,regulation of macromolecule metabolic process,121,12,0.022887,0.36,0.1475538375,0.07132395,0.0510889;0.179541;0.0605868;0.0820611;0.0504484;0.291298;0.229165;0.00865805;0.0319909;0.30955;0.0495809;0.426677,-1.1467646131172593,29
Fenitrothion,GO:0042742,5,defense response to bacterium,7,3,0.023843,3.09,0.1275209,0.072181,0.0714277;0.238954;0.072181,-1.1415771054924506,30
Fenitrothion,GO:0016712,5,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",7,4,2.225e-4,8.51,0.08960015,0.0903817,0.0420542;0.135583;0.0586184;0.122145,-1.0439194942321262,31
Fenitrothion,GO:0046914,6,transition metal ion binding,48,14,0.005141,1.44,0.1542222,0.0926134,0.0212405;0.226311;0.0549258;0.261114;0.0420542;0.490398;0.0630818;0.0559895;0.135583;0.0293456;0.0586184;0.410739;0.122145;0.187565,-1.0333261717950695,32
Fenitrothion,GO:0008610,5,lipid biosynthetic process,23,11,1.9578e-5,3.04,0.15579800909090907,0.0953343,0.274539;0.0585987;0.0953343;0.0307384;0.243346;0.293645;0.0287452;0.37829;0.0251587;0.0630818;0.222301,-1.0207508179276397,33
Fenitrothion,GO:0032787,7,monocarboxylic acid metabolic process,31,5,0.033934,1.77,0.16104314,0.0953343,0.284367;0.0953343;0.0432338;0.352935;0.0293456,-1.0207508179276397,33
Fenitrothion,GO:0010468,6,regulation of gene expression,97,8,0.012916,0.29,0.16308865625,0.11531495,0.0510889;0.179541;0.0504484;0.229165;0.00865805;0.30955;0.0495809;0.426677,-0.9381143849723154,35
Fenitrothion,GO:0019219,6,regulation of nucleobase-containing compound metabolic process,93,8,0.040014,0.33,0.14616628125,0.11531495,0.0510889;0.179541;0.0504484;0.291298;0.229165;0.00865805;0.30955;0.0495809,-0.9381143849723154,35
Fenitrothion,GO:0005506,7,iron ion binding,23,11,1.798e-8,6.18,0.14394342727272727,0.122145,0.0212405;0.226311;0.0549258;0.261114;0.0420542;0.0630818;0.135583;0.0586184;0.410739;0.122145;0.187565,-0.9131243061514815,37
Fenitrothion,GO:0005783,6,endoplasmic reticulum,47,13,7.5387e-4,1.78,0.16920082307692308,0.122145,0.179541;0.0953343;0.0307384;0.198306;0.267956;0.0287452;0.37829;0.0630818;0.072181;0.483434;0.222301;0.057557;0.122145,-0.9131243061514815,37
Fenitrothion,GO:0020037,5,heme binding,19,9,5.3971e-7,5.92,0.14569085555555555,0.122145,0.0212405;0.226311;0.261114;0.0420542;0.0334126;0.135583;0.0586184;0.410739;0.122145,-0.9131243061514815,37
Fenitrothion,GO:0071466,5,cellular response to xenobiotic stimulus,7,3,8.9187e-4,10,0.15603786666666666,0.122145,0.0334126;0.122145;0.312556,-0.9131243061514815,37
Fenitrothion,GO:0090407,5,organophosphate biosynthetic process,25,6,0.026034,1.69,0.143205,0.13317095,0.0307384;0.0440409;0.243346;0.293645;0.0251587;0.222301,-0.8755905021226122,41
Fenitrothion,GO:0036211,5,protein modification process,50,6,0.038403,0.29,0.1523898,0.13914525,0.297922;0.0309056;0.266582;0.0559895;0.0406387;0.222301,-0.8565316145832564,42
Fenitrothion,GO:0006749,5,glutathione metabolic process,9,7,6.5199e-9,17.07,0.1402094,0.156564,0.0451753;0.0276698;0.226634;0.172719;0.0401477;0.156564;0.312556,-0.8053080915673767,43
Fenitrothion,GO:0006518,5,peptide metabolic process,59,8,0.0024962,2.16,0.161119975,0.1646415,0.307494;0.0451753;0.0276698;0.226634;0.172719;0.0401477;0.156564;0.312556,-0.7834606858350722,44
Fenitrothion,GO:0006694,6,steroid biosynthetic process,7,4,7.2954e-4,6.25,0.185043225,0.16656885,0.274539;0.0585987;0.0287452;0.37829,-0.7784062126410678,45
Fenitrothion,GO:1901617,5,organic hydroxy compound biosynthetic process,10,4,0.0036469,4.04,0.185193325,0.16656885,0.274539;0.0585987;0.37829;0.0293456,-0.7784062126410678,45
Fenitrothion,GO:0014070,5,response to organic cyclic compound,9,4,0.0025857,4.44,0.1578929,0.166773,0.26868;0.211401;0.0293456;0.122145,-0.7778742588550943,47
Fenitrothion,GO:0004364,5,glutathione transferase activity,8,7,1.516e-10,28,0.16458599999999998,0.172719,0.198306;0.0451753;0.226634;0.172719;0.0401477;0.156564;0.312556,-0.7626598851234501,48
Fenitrothion,GO:0043603,5,cellular amide metabolic process,67,9,0.0082152,1.64,0.18243275555555555,0.172719,0.307494;0.0451753;0.0276698;0.226634;0.172719;0.0401477;0.352935;0.156564;0.312556,-0.7626598851234501,48
Fenitrothion,GO:0006720,5,isoprenoid metabolic process,8,4,4.6929e-4,7.02,0.17115477499999998,0.17371905,0.293645;0.0624431;0.043536;0.284995,-0.7601525542861263,50
Fenitrothion,GO:0006355,7,"regulation of transcription, DNA-templated",71,5,0.0089032,0.23,0.15529899,0.179541,0.179541;0.229165;0.00865805;0.30955;0.0495809,-0.7458363602304816,51
Fenitrothion,GO:1903506,8,regulation of nucleic acid-templated transcription,71,5,0.0089038,0.23,0.15529899,0.179541,0.179541;0.229165;0.00865805;0.30955;0.0495809,-0.7458363602304816,51
Fenitrothion,GO:2001141,7,regulation of RNA biosynthetic process,72,5,0.0089057,0.23,0.15529899,0.179541,0.179541;0.229165;0.00865805;0.30955;0.0495809,-0.7458363602304816,51
Fenitrothion,GO:0016054,5,organic acid catabolic process,17,4,0.016044,2.63,0.2145261,0.1980844,0.43259;0.0432338;0.352935;0.0293456,-0.7031497256764487,54
Fenitrothion,GO:0046395,6,carboxylic acid catabolic process,17,4,0.015355,2.67,0.2145261,0.1980844,0.43259;0.0432338;0.352935;0.0293456,-0.7031497256764487,54
Fenitrothion,GO:0016747,5,"acyltransferase activity, transferring groups other than amino-acyl groups",10,5,0.0091751,2.49,0.20211994,0.210287,0.406284;0.0953343;0.0307384;0.267956;0.210287,-0.6771875746877848,56
Fenitrothion,GO:0033993,5,response to lipid,7,3,0.048934,2.33,0.16980886666666664,0.211401,0.26868;0.211401;0.0293456,-0.674892962660311,57
Fenitrothion,GO:0048545,5,response to steroid hormone,6,3,8.9187e-4,10,0.16980886666666664,0.211401,0.26868;0.211401;0.0293456,-0.674892962660311,57
Fenitrothion,GO:0006644,5,phospholipid metabolic process,10,5,0.023685,1.95,0.16303782,0.222301,0.0307384;0.243346;0.293645;0.0251587;0.222301,-0.6530585836640095,59
Fenitrothion,GO:0008654,5,phospholipid biosynthetic process,8,5,0.0023235,3.45,0.16303782,0.222301,0.0307384;0.243346;0.293645;0.0251587;0.222301,-0.6530585836640095,59
Fenitrothion,GO:0005789,5,endoplasmic reticulum membrane,22,8,0.005203,1.91,0.22496565,0.2237485,0.179541;0.274539;0.0307384;0.267956;0.37829;0.0630818;0.483434;0.122145,-0.6502398674931966,61
Fenitrothion,GO:0008202,5,steroid metabolic process,14,8,7.4459e-7,6.9,0.2123719875,0.2471335,0.179541;0.274539;0.0585987;0.226311;0.267956;0.0287452;0.37829;0.284995,-0.6070683801381115,62
Fenitrothion,GO:0016125,5,sterol metabolic process,9,6,8.0999e-6,8,0.2308726166666667,0.2471335,0.179541;0.274539;0.0585987;0.226311;0.267956;0.37829,-0.6070683801381115,62
Fenitrothion,GO:0008203,6,cholesterol metabolic process,7,5,6.1995e-5,7.58,0.2653274,0.267956,0.179541;0.274539;0.226311;0.267956;0.37829,-0.5719365139041261,64
Fenitrothion,GO:0008374,6,O-acyltransferase activity,4,3,0.0023862,7.14,0.2349928,0.267956,0.406284;0.0307384;0.267956,-0.5719365139041261,64
Fenitrothion,GO:1902652,5,secondary alcohol metabolic process,8,5,9.4164e-5,6.94,0.2653274,0.267956,0.179541;0.274539;0.226311;0.267956;0.37829,-0.5719365139041261,64
Fenitrothion,GO:0005884,7,actin filament,5,3,0.0032937,6.38,0.27030566666666667,0.274119,0.232734;0.304064;0.274119,-0.5620608611800262,67
Fenitrothion,GO:0016126,6,sterol biosynthetic process,5,3,9.8288e-4,9.68,0.2371425666666667,0.274539,0.274539;0.0585987;0.37829,-0.5613959525556056,68
Fenitrothion,GO:0046165,5,alcohol biosynthetic process,5,3,0.0096227,4.35,0.2273915333333333,0.274539,0.274539;0.37829;0.0293456,-0.5613959525556056,68
Fenitrothion,GO:0016616,5,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",13,4,0.0078331,3.25,0.226586025,0.27945299999999995,0.284367;0.274539;0.0624431;0.284995,-0.5536912237598233,70
Fenitrothion,GO:0019752,6,carboxylic acid metabolic process,48,7,0.046638,1.35,0.23022338571428572,0.284367,0.284367;0.0953343;0.43259;0.0432338;0.352935;0.0293456;0.373758,-0.5461208036857617,71
Fenitrothion,GO:0043436,5,oxoacid metabolic process,48,7,0.04907,1.34,0.23022338571428572,0.284367,0.284367;0.0953343;0.43259;0.0432338;0.352935;0.0293456;0.373758,-0.5461208036857617,71
Fenitrothion,GO:0004027,6,alcohol sulfotransferase activity,3,3,0.0037082,6.12,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0004394,7,heparan sulfate 2-O-sulfotransferase activity,3,3,0.0041532,5.88,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0008146,5,sulfotransferase activity,4,3,0.0096227,4.35,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0017095,7,heparan sulfate 6-O-sulfotransferase activity,3,3,0.0037082,6.12,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0034483,6,heparan sulfate sulfotransferase activity,4,3,0.0054029,5.36,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0051922,7,cholesterol sulfotransferase activity,3,3,0.0037082,6.12,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0051923,5,sulfation,3,3,4.0183e-4,13.04,0.20531903333333332,0.290773,0.290773;0.304963;0.0202211,-0.5364459227628162,73
Fenitrothion,GO:0043648,7,dicarboxylic acid metabolic process,6,3,0.002909,6.67,0.3566306666666667,0.352935,0.284367;0.43259;0.352935,-0.4523052712145657,80
Malathion,GO:0008202,5,steroid metabolic process,3,3,0.013699,2.59,0.1820172,0.0576596,0.046254;0.0576596;0.442138,-1.2391283747538346,1
Malathion,GO:0004222,6,metalloendopeptidase activity,4,3,0.0096855,2.94,0.06186396666666666,0.0626874,0.0771449;0.0626874;0.0457596,-1.2028197424288518,2
Malathion,GO:0008237,5,metallopeptidase activity,9,6,9.4739e-5,3.51,0.14063441666666668,0.06991615000000001,0.0771449;0.0626874;0.0457596;0.28355;0.0257696;0.348895,-1.1554224945583007,3
Malathion,GO:0046914,6,transition metal ion binding,14,10,0.0085403,1.03,0.17135491,0.15000545,0.0771449;0.222866;0.0626874;0.309739;0.0457596;0.279478;0.28355;0.0576596;0.0257696;0.348895,-0.8238929618647944,4
Malathion,GO:0008270,7,zinc ion binding,12,8,0.01203,1.11,0.1791279375,0.17831145,0.0771449;0.0626874;0.309739;0.0457596;0.279478;0.28355;0.0257696;0.348895,-0.7488207683661032,5
Malathion,GO:0080090,5,regulation of primary metabolic process,13,5,0.007064,0.16,0.16590672,0.181293,0.0683188;0.0620418;0.309739;0.208141;0.181293,-0.741618964354923,6
Malathion,GO:0051171,5,regulation of nitrogen compound metabolic process,13,6,0.024258,0.19,0.18084776666666663,0.194717,0.0683188;0.0620418;0.309739;0.208141;0.181293;0.255553,-0.7105961302267999,7
Malathion,GO:0060255,5,regulation of macromolecule metabolic process,14,6,0.012617,0.18,0.17532976666666666,0.194717,0.0683188;0.0620418;0.309739;0.222445;0.208141;0.181293,-0.7105961302267999,7
Malathion,GO:0043231,5,intracellular membrane-bounded organelle,35,20,0.037065,0.29,0.19719909,0.205201,0.169634;0.0789267;0.281717;0.202261;0.0917208;0.227236;0.309739;0.262168;0.190366;0.264476;0.0957243;0.0496287;0.279478;0.0755747;0.0576596;0.181614;0.442138;0.220226;0.208141;0.255553,-0.6878205271205348,9
Malathion,GO:0005634,6,nucleus,17,9,0.021156,0.22,0.19419253333333333,0.208141,0.169634;0.0917208;0.309739;0.262168;0.0957243;0.279478;0.0755747;0.208141;0.255553,-0.6816423632294776,10
Malathion,GO:0062023,5,collagen-containing extracellular matrix,8,3,0.028744,1.95,0.1925338,0.222238,0.292676;0.222238;0.0626874,-0.6531816799617159,11
Malathion,GO:0010468,6,regulation of gene expression,8,3,0.0024867,0.11,0.246775,0.222445,0.309739;0.222445;0.208141,-0.6527773516458263,12
Malathion,GO:1901565,5,organonitrogen compound catabolic process,8,6,0.022121,1.18,0.20383843333333332,0.228773,0.23468;0.222866;0.207434;0.267805;0.264476;0.0257696,-0.6405952326890568,13
Malathion,GO:0031323,5,regulation of cellular metabolic process,12,4,0.0024876,0.13,0.2386815,0.23184699999999997,0.309739;0.208141;0.181293;0.255553,-0.6347985193147588,14
Malathion,GO:0004175,5,endopeptidase activity,22,11,9.7923e-7,2.78,0.20357094545454543,0.23428,0.483864;0.23468;0.23428;0.0771449;0.0626874;0.312219;0.0457596;0.348463;0.0750602;0.0165303;0.348592,-0.6302647846440776,15
Malathion,GO:0006508,5,proteolysis,29,15,9.5011e-6,1.6,0.2107980666666667,0.23468,0.483864;0.23468;0.23428;0.0771449;0.0626874;0.264476;0.312219;0.0457596;0.348463;0.0750602;0.28355;0.0165303;0.348592;0.0257696;0.348895,-0.6295239204557059,16
Malathion,GO:0046872,5,metal ion binding,37,24,0.014301,0.69,0.23731263333333333,0.2375815,0.292676;0.23468;0.0429628;0.169634;0.145167;0.0771449;0.345809;0.222866;0.0626874;0.381501;0.240483;0.490094;0.309739;0.0457596;0.0957243;0.279478;0.28355;0.0576596;0.371353;0.220226;0.0257696;0.348895;0.695978;0.255666,-0.6241873800238421,17
Malathion,GO:0097435,5,supramolecular fiber organization,10,6,0.00806,1.48,0.2543086666666667,0.241749,0.207714;0.229884;0.397794;0.253614;0.181293;0.255553,-0.6166353137098217,18
Malathion,GO:0030036,5,actin cytoskeleton organization,5,4,0.027067,1.52,0.23789024999999997,0.244147,0.207714;0.23468;0.253614;0.255553,-0.6123486078183192,19
Malathion,GO:0031032,6,actomyosin structure organization,5,4,0.0015761,3.45,0.23789024999999997,0.244147,0.207714;0.23468;0.253614;0.255553,-0.6123486078183192,19
Malathion,GO:0007519,6,skeletal muscle tissue development,3,3,0.0027602,4.62,0.38576866666666665,0.253614,0.207714;0.253614;0.695978,-0.5958267762046342,21
Malathion,GO:0010927,5,cellular component assembly involved in morphogenesis,4,3,0.0028827,4.55,0.23896033333333333,0.253614,0.207714;0.253614;0.255553,-0.5958267762046342,21
Malathion,GO:0030239,5,myofibril assembly,4,3,0.0017097,5.45,0.23896033333333333,0.253614,0.207714;0.253614;0.255553,-0.5958267762046342,21
Malathion,GO:0060537,5,muscle tissue development,3,3,0.0070876,3.3,0.38576866666666665,0.253614,0.207714;0.253614;0.695978,-0.5958267762046342,21
Malathion,GO:0140694,7,non-membrane-bounded organelle assembly,4,3,0.024626,2.07,0.23896033333333333,0.253614,0.207714;0.253614;0.255553,-0.5958267762046342,21
Malathion,GO:0005509,6,calcium ion binding,11,9,0.0014153,1.44,0.29230766666666663,0.255666,0.292676;0.23468;0.169634;0.345809;0.381501;0.240483;0.490094;0.220226;0.255666,-0.5923270232219151,26
Malathion,GO:0030198,6,extracellular matrix organization,8,3,0.03583,1.79,0.2387158,0.255666,0.0626874;0.397794;0.255666,-0.5923270232219151,26
Malathion,GO:0043062,5,extracellular structure organization,8,3,0.03583,1.79,0.2387158,0.255666,0.0626874;0.397794;0.255666,-0.5923270232219151,26
Malathion,GO:0045229,5,external encapsulating structure organization,8,3,0.03583,1.79,0.2387158,0.255666,0.0626874;0.397794;0.255666,-0.5923270232219151,26
Malathion,GO:0006643,5,membrane lipid metabolic process,4,3,0.025067,2.05,0.2505943333333333,0.267805,0.281717;0.202261;0.267805,-0.5721813188395499,30
Malathion,GO:0008235,6,metalloexopeptidase activity,5,3,0.0012231,6.12,0.21940486666666667,0.28355,0.28355;0.0257696;0.348895,-0.5473703483779825,31
Malathion,GO:0008238,5,exopeptidase activity,5,3,0.0058693,3.53,0.21940486666666667,0.28355,0.28355;0.0257696;0.348895,-0.5473703483779825,31
Malathion,GO:0016616,5,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",5,4,0.0019536,3.25,0.26468575,0.2851755,0.046254;0.335621;0.23473;0.442138,-0.5448877883287788,33
Malathion,GO:0007156,6,homophilic cell adhesion via plasma membrane adhesion molecules,3,3,0.021662,2.17,0.2939636666666667,0.292676,0.207714;0.292676;0.381501,-0.5336128890964775,34
Malathion,GO:0098742,5,cell-cell adhesion via plasma-membrane adhesion molecules,3,3,0.035297,1.8,0.2939636666666667,0.292676,0.207714;0.292676;0.381501,-0.5336128890964775,34
Malathion,GO:0004252,6,serine-type endopeptidase activity,15,6,5.6982e-5,3.85,0.30041303333333336,0.330341,0.483864;0.23428;0.312219;0.348463;0.0750602;0.348592,-0.481037520862872,36
Malathion,GO:0008236,5,serine-type peptidase activity,15,6,8.8791e-5,3.55,0.30041303333333336,0.330341,0.483864;0.23428;0.312219;0.348463;0.0750602;0.348592,-0.481037520862872,36
Malathion,GO:0018958,5,phenol-containing compound metabolic process,4,3,3.8057e-4,9.09,0.34371599999999997,0.33362000000000003,0.33362;0.207434;0.490094,-0.4767479219753058,38
Prochloraz,GO:0032102,6,negative regulation of response to external stimulus,3,3,0.0096499,3.45,0.11003417666666666,0.00195665,0.00195665;7.5388E-4;0.327392,-2.7084868527593695,1
Prochloraz,GO:0036211,5,protein modification process,10,3,0.012139,0.15,0.08957784333333334,0.00195665,0.266023;0.00195665;7.5388E-4,-2.7084868527593695,1
Prochloraz,GO:0043412,5,macromolecule modification,10,3,0.0058345,0.14,0.08957784333333334,0.00195665,0.266023;0.00195665;7.5388E-4,-2.7084868527593695,1
Prochloraz,GO:0046488,7,phosphatidylinositol metabolic process,4,3,0.027376,2.33,0.02359021,0.00195665,0.0680601;0.00195665;7.5388E-4,-2.7084868527593695,1
Prochloraz,GO:0008654,5,phospholipid biosynthetic process,6,4,0.006198,2.76,0.0221027825,0.011889975,0.0638773;0.00195665;0.0218233;7.5388E-4,-1.9248190585329872,5
Prochloraz,GO:0030097,6,hemopoiesis,5,4,0.022625,1.88,0.09745552,0.012904425,0.0238522;0.36275;0.00195665;0.00126323,-1.8892613421383653,6
Prochloraz,GO:0048534,5,hematopoietic or lymphoid organ development,5,4,0.031366,1.69,0.09745552,0.012904425,0.0238522;0.36275;0.00195665;0.00126323,-1.8892613421383653,6
Prochloraz,GO:0006644,5,phospholipid metabolic process,7,5,0.0095088,1.95,0.031294246,0.0218233,0.0680601;0.0638773;0.00195665;0.0218233;7.5388E-4,-1.6610795771470068,8
Prochloraz,GO:0006694,6,steroid biosynthetic process,4,3,0.0041213,4.69,0.02582293333333333,0.0218233,0.0150579;0.0405876;0.0218233,-1.6610795771470068,8
Prochloraz,GO:0008202,5,steroid metabolic process,5,3,0.020796,2.59,0.02582293333333333,0.0218233,0.0150579;0.0405876;0.0218233,-1.6610795771470068,8
Prochloraz,GO:0008610,5,lipid biosynthetic process,11,7,0.0023492,1.93,0.02949403285714285,0.0218233,0.0150579;0.0638773;0.0405876;0.00195665;0.0218233;0.0624016;7.5388E-4,-1.6610795771470068,8
Prochloraz,GO:0090407,5,organophosphate biosynthetic process,9,5,0.033926,1.4,0.030162546,0.0218233,0.0638773;0.00195665;0.0218233;0.0624016;7.5388E-4,-1.6610795771470068,8
Prochloraz,GO:1901617,5,organic hydroxy compound biosynthetic process,5,3,0.013677,3.03,0.025359,0.0218233,0.0150579;0.0391958;0.0218233,-1.6610795771470068,8
Prochloraz,GO:0045596,6,negative regulation of cell differentiation,6,3,0.021744,2.54,0.02877277999999999,0.0238522,0.0609453;0.0238522;0.00152084,-1.6224715577644913,14
Prochloraz,GO:0051093,5,negative regulation of developmental process,9,5,0.0023249,2.73,0.077240044,0.0238522,0.0609453;0.0238522;0.299128;7.5388E-4;0.00152084,-1.6224715577644913,14
Prochloraz,GO:0030334,6,regulation of cell migration,4,4,0.02813,1.75,0.02877850249999999,0.02657087499999999,0.00102696;0.0609453;0.00195665;0.0511851,-1.5755941436922962,16
Prochloraz,GO:2000145,5,regulation of cell motility,4,4,0.034813,1.64,0.02877850249999999,0.02657087499999999,0.00102696;0.0609453;0.00195665;0.0511851,-1.5755941436922962,16
Prochloraz,GO:1901362,5,organic cyclic compound biosynthetic process,10,7,0.022899,1.25,0.08125171428571429,0.0405876,0.0150579;0.0391958;0.0405876;0.0218233;0.0624016;0.0725178;0.317178,-1.3916066283469783,18
Prochloraz,GO:0002685,5,regulation of leukocyte migration,3,3,0.0022832,5.77,0.03802901666666666,0.0511851,0.0609453;0.00195665;0.0511851,-1.2908564438980432,19
Prochloraz,GO:0006839,5,mitochondrial transport,4,3,0.001813,6.25,0.04987636666666666,0.0511851,0.0549213;0.0435227;0.0511851,-1.2908564438980432,19
Prochloraz,GO:0007005,6,mitochondrion organization,3,3,0.039415,2.01,0.0511818,0.0511851,0.0588376;0.0435227;0.0511851,-1.2908564438980432,19
Prochloraz,GO:0032101,5,regulation of response to external stimulus,5,5,0.0029251,2.59,0.08844658600000001,0.0511851,0.0609453;0.00195665;7.5388E-4;0.0511851;0.327392,-1.2908564438980432,19
Prochloraz,GO:0071310,5,cellular response to organic substance,10,5,0.0083596,2.02,0.043876066,0.0511851,0.0609453;0.0618932;0.00176193;0.0511851;0.0435948,-1.2908564438980432,19
Prochloraz,GO:0072594,6,establishment of protein localization to organelle,6,3,0.049193,1.84,0.05118033333333333,0.0511851,0.0588332;0.0435227;0.0511851,-1.2908564438980432,19
Prochloraz,GO:0014070,5,response to organic cyclic compound,6,4,0.0011055,4.44,0.120146275,0.05408165,0.0609453;0.047218;0.0435948;0.328827,-1.2669500667897244,25
Prochloraz,GO:0031966,5,mitochondrial membrane,6,5,0.022538,1.57,0.10473366,0.0549213,0.305267;0.0687722;0.0549213;0.0435227;0.0511851,-1.2602591914617844,26
Prochloraz,GO:0050660,5,flavin adenine dinucleotide binding,4,3,0.0084863,3.61,0.0464675,0.0555724,0.0150579;0.0687722;0.0555724,-1.255140846974757,27
Prochloraz,GO:0002684,5,positive regulation of immune system process,4,4,0.01399,2.17,0.1109882625,0.05606519999999999,0.329866;0.0609453;0.00195665;0.0511851,-1.251306624260829,28
Prochloraz,GO:0065002,7,intracellular protein transmembrane transport,4,3,0.0012299,7.14,0.1323877,0.057594,0.0511851;0.057594;0.288384,-1.2396227579416816,29
Prochloraz,GO:0071806,6,protein transmembrane transport,4,3,0.0012299,7.14,0.1323877,0.057594,0.0511851;0.057594;0.288384,-1.2396227579416816,29
Prochloraz,GO:0006637,7,acyl-CoA metabolic process,4,3,0.0034343,5,0.04749273333333333,0.0582533,0.0218233;0.0582533;0.0624016,-1.2346794671912904,31
Prochloraz,GO:0033865,6,nucleoside bisphosphate metabolic process,4,3,0.0059555,4.11,0.04749273333333333,0.0582533,0.0218233;0.0582533;0.0624016,-1.2346794671912904,31
Prochloraz,GO:0033875,7,ribonucleoside bisphosphate metabolic process,4,3,0.0059555,4.11,0.04749273333333333,0.0582533,0.0218233;0.0582533;0.0624016,-1.2346794671912904,31
Prochloraz,GO:0034032,6,purine nucleoside bisphosphate metabolic process,4,3,0.0059555,4.11,0.04749273333333333,0.0582533,0.0218233;0.0582533;0.0624016,-1.2346794671912904,31
Prochloraz,GO:0080135,5,regulation of cellular response to stress,5,3,0.03494,2.11,0.04172972666666667,0.0582533,0.0582533;7.5388E-4;0.066182,-1.2346794671912904,31
