GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0006753	5	nucleoside phosphate metabolic process	43	313	1	1	1	0	0	0	1	0	0	10	313	18628	0.84655	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006754	8	ATP biosynthetic process	17	24	1	1	1	0	0	0	1	0	0	10	24	18917	0.9874	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006793	4	phosphorus metabolic process	64	1535	1	1	1	0	0	0	1	0	0	10	1535	17406	0.42961	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006796	5	phosphate-containing compound metabolic process	64	1514	1	1	1	0	0	0	1	0	0	10	1514	17427	0.43482	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006807	3	nitrogen compound metabolic process	309	4932	11	7	6	7	7	7	11	2	2	8	4930	14011	0.49501	0.77836	1.0	0.041	266799;30678	gatm;pcna	ENSDARG00000036239;ENSDARG00000054155		209.404265	209.404265	9.99453	282.0079517062249	157.09431394715108	272.1319953023488	126.65202500000001	126.65202500000001	8.46305	167.14445136797465	95.6482252244455	161.29103019714364	347.20255	347.20255	11.8031	474.3264510024768	259.2192385901912	457.7154748829607					408.814;9.99453	244.841;8.46305	682.602;11.8031	2	0	2	266799;30678	ENSDARG00000036239;ENSDARG00000054155	209.404265	209.404265	282.0079517062249	126.65202500000001	126.65202500000001	167.14445136797465	347.20255	347.20255	474.3264510024768	408.814;9.99453	244.841;8.46305	682.602;11.8031	0															0						Hill,1(0.5);Linear,1(0.5)	2.4153656159405186	4.987267732620239	1.8737800121307373	3.113487720489502	0.8766057272697173	2.4936338663101196	-181.4388156	600.2473456	-104.99836599999995	358.302416	-310.1803719999999	1004.5854719999999	UP	1.0	0.0	0.0	
GO:0006810	4	transport	122	2540	6	4	2	3	3	3	6	0	0	10	2540	16401	0.23707	1.0	0.37717	0.0																														0	0	0															0															0																							
GO:0006811	5	ion transport	54	868	2	2	1	1	1	1	2	0	0	10	868	18073	0.62565	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006812	6	cation transport	41	568	2	2	1	1	1	1	2	0	0	10	568	18373	0.73758	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006816	8	calcium ion transport	5	137	1	1	0	1	1	1	1	0	0	10	137	18804	0.93	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006820	6	anion transport	12	255	1	1	0	1	1	1	1	0	0	10	255	18686	0.87328	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006839	5	mitochondrial transport	13	93	1	1	0	1	1	1	1	0	0	10	93	18848	0.95198	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006851	9	mitochondrial calcium ion transmembrane transport	2	11	1	1	0	1	1	1	1	0	0	10	11	18930	0.99421	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006886	5	intracellular protein transport	17	454	1	0	0	0	0	0	1	0	0	10	454	18487	0.78463	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006897	5	endocytosis	8	187	1	0	0	0	0	0	1	0	0	10	187	18754	0.90557	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006898	6	receptor-mediated endocytosis	4	68	1	0	0	0	0	0	1	0	0	10	68	18873	0.96468	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006928	3	movement of cell or subcellular component	28	938	2	2	2	0	0	0	2	0	0	10	938	18003	0.60185	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006936	5	muscle contraction	17	87	1	0	0	1	1	0	1	0	0	10	87	18854	0.95502	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006950	3	response to stress	67	1153	4	2	2	4	4	3	4	1	1	9	1152	17789	0.87967	0.46627	0.46627	0.087	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0006955	3	immune response	16	465	1	0	0	1	1	1	1	0	0	10	465	18476	0.77998	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006974	5	cellular response to DNA damage stimulus	9	371	1	1	1	1	1	1	1	1	1	9	370	18571	0.9845	0.17943	0.17943	0.27	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0006979	4	response to oxidative stress	13	67	1	1	1	1	1	0	1	0	0	10	67	18874	0.96519	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0006996	5	organelle organization	66	1415	5	3	3	2	2	1	5	0	0	10	1415	17526	0.46015	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007010	6	cytoskeleton organization	42	570	5	3	3	2	2	1	5	0	0	10	570	18371	0.73678	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007015	6	actin filament organization	23	228	1	0	0	1	1	0	1	0	0	10	228	18713	0.88597	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007017	3	microtubule-based process	16	439	1	1	1	0	0	0	1	0	0	10	439	18502	0.79102	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007018	4	microtubule-based movement	3	187	1	1	1	0	0	0	1	0	0	10	187	18754	0.90557	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007049	3	cell cycle	12	348	1	0	0	0	0	0	1	0	0	10	348	18593	0.83079	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007155	3	cell adhesion	17	510	1	1	1	0	0	0	1	0	0	10	510	18431	0.76119	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007156	6	homophilic cell adhesion via plasma membrane adhesion molecules	3	131	1	1	1	0	0	0	1	0	0	10	131	18810	0.93297	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007163	3	establishment or maintenance of cell polarity	3	86	1	1	1	0	0	0	1	0	0	10	86	18855	0.95553	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007272	3	ensheathment of neurons	1	48	1	1	1	0	0	0	1	0	0	10	48	18893	0.97495	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007275	3	multicellular organism development	41	758	2	2	1	0	0	0	2	0	0	10	758	18183	0.66478	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007343	3	egg activation	1	2	1	0	0	1	1	1	1	0	0	10	2	18939	0.99894	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007368	6	determination of left/right symmetry	3	157	1	1	1	0	0	0	1	0	0	10	157	18784	0.92016	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007389	3	pattern specification process	14	483	2	2	1	0	0	0	2	0	0	10	483	18458	0.77241	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007409	9	axonogenesis	10	113	2	2	2	1	1	1	2	1	1	9	112	18829	0.99846	0.058066	0.058066	0.88	567771	col6a2	ENSDARG00000061436		8.42385	8.42385	8.42385		8.42385		2.70178	2.70178	2.70178		2.70178		26.2647	26.2647	26.2647		26.2647						8.42385	2.70178	26.2647	1	0	1	567771	ENSDARG00000061436	8.42385	8.42385		2.70178	2.70178		26.2647	26.2647		8.42385	2.70178	26.2647	0															0						Exp 5,1(1)	1.7774595022201538	1.7774595022201538	1.7774595022201538	1.7774595022201538	0.0	1.7774595022201538	8.42385	8.42385	2.70178	2.70178	26.2647	26.2647	UP	1.0	0.0	0.0	
GO:0007507	5	heart development	11	232	1	1	1	0	0	0	1	0	0	10	232	18709	0.88408	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0007517	5	muscle organ development	4	49	1	1	1	1	1	1	1	1	1	9	48	18893	0.99971	0.025563	0.025563	2.04	567771	col6a2	ENSDARG00000061436		8.42385	8.42385	8.42385		8.42385		2.70178	2.70178	2.70178		2.70178		26.2647	26.2647	26.2647		26.2647						8.42385	2.70178	26.2647	1	0	1	567771	ENSDARG00000061436	8.42385	8.42385		2.70178	2.70178		26.2647	26.2647		8.42385	2.70178	26.2647	0															0						Exp 5,1(1)	1.7774595022201538	1.7774595022201538	1.7774595022201538	1.7774595022201538	0.0	1.7774595022201538	8.42385	8.42385	2.70178	2.70178	26.2647	26.2647	UP	1.0	0.0	0.0	
GO:0007519	7	skeletal muscle tissue development	7	63	1	1	1	1	1	1	1	1	1	9	62	18879	0.99952	0.032758	0.032758	1.59	336165	myl1	ENSDARG00000014196		777.365	777.365	777.365		777.365		326.391	326.391	326.391		326.391		1851.45	1851.45	1851.45		1851.45						777.365	326.391	1851.45	1	0	1	336165	ENSDARG00000014196	777.365	777.365		326.391	326.391		1851.45	1851.45		777.365	326.391	1851.45	0															0						Linear,1(1)	1.8320839405059814	1.8320839405059814	1.8320839405059814	1.8320839405059814	0.0	1.8320839405059814	777.365	777.365	326.391	326.391	1851.45	1851.45	UP	1.0	0.0	0.0	
GO:0008016	7	regulation of heart contraction	3	63	1	1	0	1	1	1	1	0	0	10	63	18878	0.96724	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008047	4	enzyme activator activity	10	447	1	1	1	1	1	1	1	1	1	9	446	18495	0.97796	0.21239	0.21239	0.22	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0008064	7	regulation of actin polymerization or depolymerization	12	132	2	1	1	1	1	0	2	0	0	10	132	18809	0.93247	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008088	7	axo-dendritic transport	2	23	1	1	1	0	0	0	1	0	0	10	23	18918	0.98793	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008092	4	cytoskeletal protein binding	50	658	2	1	1	1	1	0	2	0	0	10	658	18283	0.70225	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008094	4	ATPase, acting on DNA	2	84	1	1	1	0	0	0	1	0	0	10	84	18857	0.95654	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008097	7	5S rRNA binding	3	4	1	1	0	1	1	1	1	0	0	10	4	18937	0.99789	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008104	4	protein localization	32	950	1	0	0	0	0	0	1	0	0	10	950	17991	0.59785	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008135	5	translation factor activity, RNA binding	33	98	1	1	1	0	0	0	1	0	0	10	98	18843	0.94946	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008137	6	NADH dehydrogenase (ubiquinone) activity	10	13	1	1	1	1	1	0	1	0	0	10	13	18928	0.99316	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008144	3	drug binding	3	10	1	0	0	1	1	1	1	0	0	10	10	18931	0.99473	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008150	1	biological_process	792	16310	33	25	18	21	21	18	33	7	7	3	16303	2638	0.15291	0.96067	0.15291	0.043	793447;573619;567771;336165;266799;58013;30678	hbbe1.2;ndufab1a;col6a2;myl1;gatm;noc2l;pcna	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000061436;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000001754;ENSDARG00000054155		459.61805428571427	432.901	8.42385	348.4001860205787	390.99846055058606	363.47675196445766	212.91168999999996	253.739	2.70178	145.8538462176425	181.88476938101923	155.88822356243756	1017.9721142857143	738.565	11.8031	862.7559587857015	863.6925455082315	880.489374458994					432.901;797.324;8.42385;777.365;408.814;782.504;9.99453	253.739;327.486;2.70178;326.391;244.841;326.76;8.46305	738.565;1941.23;26.2647;1851.45;682.602;1873.89;11.8031	6	1	6	793447;573619;567771;336165;266799;30678	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000061436;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000054155	405.80373000000003	420.8575	348.32884313110384	193.93697166666666	249.29000000000002	150.0122591217438	875.3191333333334	710.5835	849.869684314977	432.901;797.324;8.42385;777.365;408.814;9.99453	253.739;327.486;2.70178;326.391;244.841;8.46305	738.565;1941.23;26.2647;1851.45;682.602;11.8031	1	58013	ENSDARG00000001754	782.504	782.504		326.76	326.76		1873.89	1873.89		782.504	326.76	1873.89	0						Exp 5,1(0.15);Hill,1(0.15);Linear,5(0.72)	2.324552688894407	17.09040653705597	1.7774595022201538	4.149364471435547	0.8925043981869969	1.9159550666809082	201.51958458276818	717.7165239886604	104.8616486408406	320.96173135915944	378.8335557416184	1657.11067282981	UP	0.8571428571428571	0.14285714285714285	0.0	
GO:0008152	2	metabolic process	401	6109	17	13	9	12	12	12	17	4	4	6	6105	12836	0.80884	0.41078	0.73618	0.065	793447;573619;266799;30678	hbbe1.2;ndufab1a;gatm;pcna	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155		412.25838250000004	420.8575	9.99453	321.72955425162894	379.54847536751413	343.9337959571181	208.6322625	249.29000000000002	8.46305	138.49141368068862	189.79122305630958	150.56044685913199	843.550025	710.5835	11.8031	802.8346440350399	786.4046499501924	839.5887889977275					432.901;797.324;408.814;9.99453	253.739;327.486;244.841;8.46305	738.565;1941.23;682.602;11.8031	4	0	4	793447;573619;266799;30678	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155	412.25838250000004	420.8575	321.72955425162894	208.6322625	249.29000000000002	138.49141368068862	843.550025	710.5835	802.8346440350399	432.901;797.324;408.814;9.99453	253.739;327.486;244.841;8.46305	738.565;1941.23;682.602;11.8031	0															0						Hill,1(0.25);Linear,3(0.75)	2.282507817811568	9.331498622894287	1.8737800121307373	3.113487720489502	0.5782294744065055	2.172115445137024	96.96341933340364	727.5533456665963	72.91067709292517	344.35384790707485	56.772073845660884	1630.327976154339	UP	1.0	0.0	0.0	
GO:0008190	5	eukaryotic initiation factor 4E binding	2	6	1	0	0	1	1	1	1	0	0	10	6	18935	0.99684	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008233	4	peptidase activity	39	582	1	0	0	1	1	1	1	0	0	10	582	18359	0.73198	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008234	5	cysteine-type peptidase activity	6	190	1	0	0	1	1	1	1	0	0	10	190	18751	0.90412	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008250	4	oligosaccharyltransferase complex	1	9	1	0	0	1	1	1	1	0	0	10	9	18932	0.99526	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008289	3	lipid binding	33	435	2	2	2	1	1	1	2	1	1	9	434	18507	0.97906	0.20727	0.20727	0.23	415166	fabp6	ENSDARG00000044566		412.941	412.941	412.941		412.941		246.554	246.554	246.554		246.554		691.615	691.615	691.615		691.615						412.941	246.554	691.615	1	0	1	415166	ENSDARG00000044566	412.941	412.941		246.554	246.554		691.615	691.615		412.941	246.554	691.615	0															0						Linear,1(1)	1.6320031881332397	1.6320031881332397	1.6320031881332397	1.6320031881332397	0.0	1.6320031881332397	412.941	412.941	246.554	246.554	691.615	691.615	UP	1.0	0.0	0.0	
GO:0008308	6	voltage-gated anion channel activity	2	17	1	1	0	1	1	1	1	0	0	10	17	18924	0.99106	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008324	5	cation transmembrane transporter activity	46	590	2	2	1	1	1	1	2	0	0	10	590	18351	0.7288	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008366	4	axon ensheathment	1	48	1	1	1	0	0	0	1	0	0	10	48	18893	0.97495	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008380	8	RNA splicing	5	203	1	0	0	1	1	1	1	0	0	10	203	18738	0.89788	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008509	5	anion transmembrane transporter activity	7	250	1	1	0	1	1	1	1	0	0	10	250	18691	0.87562	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008544	5	epidermis development	2	20	1	0	0	1	1	1	1	0	0	10	20	18921	0.98949	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0008610	5	lipid biosynthetic process	9	343	1	1	1	1	1	1	1	1	1	9	342	18599	0.98665	0.16698	0.16698	0.29	573619	ndufab1a	ENSDARG00000058463		797.324	797.324	797.324		797.324		327.486	327.486	327.486		327.486		1941.23	1941.23	1941.23		1941.23						797.324	327.486	1941.23	1	0	1	573619	ENSDARG00000058463	797.324	797.324		327.486	327.486		1941.23	1941.23		797.324	327.486	1941.23	0															0						Linear,1(1)	2.4282758235931396	2.4282758235931396	2.4282758235931396	2.4282758235931396	0.0	2.4282758235931396	797.324	797.324	327.486	327.486	1941.23	1941.23	UP	1.0	0.0	0.0	
GO:0009055	4	electron transfer activity	29	59	2	2	1	2	2	1	2	0	0	10	59	18882	0.96929	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009056	3	catabolic process	76	1184	2	2	1	2	2	2	2	1	1	9	1183	17758	0.87422	0.47549	0.47549	0.084	793447	hbbe1.2	ENSDARG00000115405		432.901	432.901	432.901		432.901		253.739	253.739	253.739		253.739		738.565	738.565	738.565		738.565						432.901	253.739	738.565	1	0	1	793447	ENSDARG00000115405	432.901	432.901		253.739	253.739		738.565	738.565		432.901	253.739	738.565	0															0						Linear,1(1)	1.9159550666809082	1.9159550666809082	1.9159550666809082	1.9159550666809082	0.0	1.9159550666809082	432.901	432.901	253.739	253.739	738.565	738.565	UP	1.0	0.0	0.0	
GO:0009058	3	biosynthetic process	196	1453	8	8	7	4	4	4	8	3	3	7	1450	17491	0.99504	0.035879	0.035879	0.21	573619;266799;30678	ndufab1a;gatm;pcna	ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155		405.37751	408.814	9.99453	393.6759843834271	363.30328666851767	414.6095289145267	193.59668333333335	244.841	8.46305	165.56991166770254	170.31991011493392	175.58653859378373	878.5450333333333	682.602	11.8031	979.5240144298675	800.9712359943999	1016.4276659397715					797.324;408.814;9.99453	327.486;244.841;8.46305	1941.23;682.602;11.8031	3	0	3	573619;266799;30678	ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155	405.37751	408.814	393.6759843834271	193.59668333333335	244.841	165.56991166770254	878.5450333333333	682.602	979.5240144298675	797.324;408.814;9.99453	327.486;244.841;8.46305	1941.23;682.602;11.8031	0															0						Hill,1(0.34);Linear,2(0.67)	2.419661373902806	7.415543556213379	1.8737800121307373	3.113487720489502	0.621001362148506	2.4282758235931396	-40.10880369223446	850.8638236922345	6.23669051407407	380.95667615259254	-229.89073534788895	1986.9808020145556	UP	1.0	0.0	0.0	
GO:0009059	5	macromolecule biosynthetic process	133	666	5	5	4	2	2	2	5	1	1	9	665	18276	0.95397	0.30082	0.30082	0.15	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0009060	7	aerobic respiration	28	47	2	2	0	2	2	2	2	0	0	10	47	18894	0.97547	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009117	6	nucleotide metabolic process	43	300	1	1	1	0	0	0	1	0	0	10	300	18641	0.85248	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009141	6	nucleoside triphosphate metabolic process	22	63	1	1	1	0	0	0	1	0	0	10	63	18878	0.96724	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009142	7	nucleoside triphosphate biosynthetic process	21	55	1	1	1	0	0	0	1	0	0	10	55	18886	0.97135	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009144	7	purine nucleoside triphosphate metabolic process	21	41	1	1	1	0	0	0	1	0	0	10	41	18900	0.97857	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009145	8	purine nucleoside triphosphate biosynthetic process	20	35	1	1	1	0	0	0	1	0	0	10	35	18906	0.98168	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009150	7	purine ribonucleotide metabolic process	42	222	1	1	1	0	0	0	1	0	0	10	222	18719	0.88882	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009152	8	purine ribonucleotide biosynthetic process	27	128	1	1	1	0	0	0	1	0	0	10	128	18813	0.93446	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009165	7	nucleotide biosynthetic process	27	176	1	1	1	0	0	0	1	0	0	10	176	18765	0.9109	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009199	7	ribonucleoside triphosphate metabolic process	21	48	1	1	1	0	0	0	1	0	0	10	48	18893	0.97495	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009201	8	ribonucleoside triphosphate biosynthetic process	20	44	1	1	1	0	0	0	1	0	0	10	44	18897	0.97702	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009205	8	purine ribonucleoside triphosphate metabolic process	21	39	1	1	1	0	0	0	1	0	0	10	39	18902	0.97961	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009206	9	purine ribonucleoside triphosphate biosynthetic process	20	35	1	1	1	0	0	0	1	0	0	10	35	18906	0.98168	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009259	7	ribonucleotide metabolic process	42	240	1	1	1	0	0	0	1	0	0	10	240	18701	0.88031	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009260	7	ribonucleotide biosynthetic process	27	144	1	1	1	0	0	0	1	0	0	10	144	18797	0.92654	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009303	9	rRNA transcription	2	6	1	1	1	0	0	0	1	0	0	10	6	18935	0.99684	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009605	3	response to external stimulus	27	568	1	1	1	1	1	1	1	1	1	9	567	18374	0.96559	0.26242	0.26242	0.18	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0009607	3	response to biotic stimulus	13	354	1	1	1	1	1	1	1	1	1	9	353	18588	0.98582	0.17189	0.17189	0.28	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0009611	4	response to wounding	8	57	1	0	0	1	1	1	1	0	0	10	57	18884	0.97032	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0009617	5	response to bacterium	9	135	1	1	1	1	1	1	1	1	1	9	134	18807	0.99782	0.069011	0.069011	0.74	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0009628	3	response to abiotic stimulus	35	340	1	0	0	1	1	1	1	0	0	10	340	18601	0.83437	1.0	1.0	0.0																														0	0	0															0															0																							
