GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0003676	4	nucleic acid binding	875	2930	36	27	15	24	24	21	36	6	6	49	2924	15972	0.23309	0.87245	0.45518	0.2	573145;445170;406730;406204;394059;140817	khsrp;polr2eb;apex1;per1b;cdc5l;cebpd	ENSDARG00000026489;ENSDARG00000026183;ENSDARG00000045843;ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303		35.82497883333333	37.7983	0.101573	19.99773827877363	31.81603516107629	17.937533822101976	20.691498483333334	23.2819	0.0453909	10.65280545376746	19.189625213484856	10.088926236146554	62.532182500000005	61.3668	0.227295	38.716883033522166	53.089166108170794	32.86995269365979					0.101573;50.1174;57.9436;31.1907;38.3527;37.2439	0.0453909;27.6033;29.6189;20.3176;23.5247;23.0391	0.227295;90.9946;113.355;47.8826;62.5269;60.2067	4	2	4	445170;406204;394059;140817	ENSDARG00000026183;ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303	39.226175	37.7983	7.913701477553576	23.621175	23.2819	3.00660639412055	65.4027	61.3668	18.23154675518966	50.1174;31.1907;38.3527;37.2439	27.6033;20.3176;23.5247;23.0391	90.9946;47.8826;62.5269;60.2067	2	573145;406730	ENSDARG00000026489;ENSDARG00000045843	29.022586500000003	29.022586500000003	40.900489529275376	14.83214545	14.83214545	20.91162882809207	56.7911475	56.7911475	79.9933673455713	0.101573;57.9436	0.0453909;29.6189	0.227295;113.355	0						Hill,1(0.17);Linear,5(0.84)	2.100394400865058	12.866210579872131	1.5459519624710083	2.970691204071045	0.4888589551257412	2.0129669904708862	19.823455601045275	51.82650206562139	12.167478837649753	29.215518129016914	31.552223931371444	93.51214106862855	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0003677	5	DNA binding	420	1950	21	16	11	12	12	12	21	5	5	50	1945	16951	0.49564	0.68058	1.0	0.26	445170;406730;406204;394059;140817	polr2eb;apex1;per1b;cdc5l;cebpd	ENSDARG00000026183;ENSDARG00000045843;ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303		42.96966	38.3527	31.1907	10.818428861576903	38.470954092906624	9.29031892535695	24.82072	23.5247	20.3176	3.7382218422667255	23.206824897374517	3.4599239236675965	74.99316	62.5269	47.8826	26.630369653330018	64.18162812196779	21.791084550084133					50.1174;57.9436;31.1907;38.3527;37.2439	27.6033;29.6189;20.3176;23.5247;23.0391	90.9946;113.355;47.8826;62.5269;60.2067	4	1	4	445170;406204;394059;140817	ENSDARG00000026183;ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303	39.226175	37.7983	7.913701477553576	23.621175	23.2819	3.00660639412055	65.4027	61.3668	18.23154675518966	50.1174;31.1907;38.3527;37.2439	27.6033;20.3176;23.5247;23.0391	90.9946;47.8826;62.5269;60.2067	1	406730	ENSDARG00000045843	57.9436	57.9436		29.6189	29.6189		113.355	113.355		57.9436	29.6189	113.355	0						Linear,5(1)	2.116309682866595	10.843615174293518	1.5459519624710083	2.970691204071045	0.5424760332649056	2.003338575363159	33.48688900106121	52.45243099893879	21.54402408352111	28.097415916478887	51.65061181016898	98.33570818983102	UP	0.8	0.2	0.0	
GO:0003678	4	DNA helicase activity	16	54	1	1	1	0	0	0	1	0	0	55	54	18842	0.85456	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003682	3	chromatin binding	88	240	2	2	1	0	0	0	2	0	0	55	240	18656	0.4956	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003690	6	double-stranded DNA binding	207	1309	7	5	4	6	6	6	7	3	3	52	1306	17590	0.4676	0.74172	1.0	0.23	406204;394059;140817	per1b;cdc5l;cebpd	ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303		35.59576666666666	37.2439	31.1907	3.854973231208399	34.00722449251561	4.0890086359640065	22.2938	23.0391	20.3176	1.7285764865923867	21.58059897445912	1.8331478426200807	56.87206666666666	60.2067	47.8826	7.871068239021521	53.632981228646535	8.350669396445673					31.1907;38.3527;37.2439	20.3176;23.5247;23.0391	47.8826;62.5269;60.2067	3	0	3	406204;394059;140817	ENSDARG00000012499;ENSDARG00000043797;ENSDARG00000087303	35.59576666666666	37.2439	3.854973231208399	22.2938	23.0391	1.7285764865923867	56.87206666666666	60.2067	7.871068239021521	31.1907;38.3527;37.2439	20.3176;23.5247;23.0391	47.8826;62.5269;60.2067	0															0						Linear,3(1)	2.0653046390347285	6.434865117073059	1.5459519624710083	2.970691204071045	0.7389359895837128	1.9182219505310059	31.233453794463	39.95807953887032	20.337731564296035	24.24986843570396	47.96511446811304	65.77901886522028	UP	1.0	0.0	0.0	
GO:0003700	3	DNA-binding transcription factor activity	181	1262	6	4	3	5	5	5	6	2	2	53	1260	17636	0.28157	0.88912	0.58466	0.16	394059;140817	cdc5l;cebpd	ENSDARG00000043797;ENSDARG00000087303		37.7983	37.7983	37.2439	0.784039998979598	37.92140506949432	0.7644664830651268	23.2819	23.2819	23.0391	0.3433710529440807	23.33581398065155	0.33479881329063	61.3668	61.3668	60.2067	1.640629153709224	61.62440135483471	1.599670936153391					38.3527;37.2439	23.5247;23.0391	62.5269;60.2067	2	0	2	394059;140817	ENSDARG00000043797;ENSDARG00000087303	37.7983	37.7983	0.784039998979598	23.2819	23.2819	0.3433710529440807	61.3668	61.3668	1.640629153709224	38.3527;37.2439	23.5247;23.0391	62.5269;60.2067	0															0						Linear,2(1)	2.1430226076336654	4.516643166542053	1.5459519624710083	2.970691204071045	1.0074427791579648	2.2583215832710266	36.711676	38.884924	22.806012000000003	23.757787999999998	59.093004	63.640595999999995	UP	1.0	0.0	0.0	
GO:0003712	3	transcription coregulator activity	108	275	6	3	2	4	4	3	6	1	1	54	274	18622	0.81013	0.55296	0.55296	0.36	393690	med30	ENSDARG00000101115		49.3327	49.3327	49.3327		49.332699999999996		27.3386	27.3386	27.3386		27.3386		89.0213	89.0213	89.0213		89.0213						49.3327	27.3386	89.0213	0	1	0															1	393690	ENSDARG00000101115	49.3327	49.3327		27.3386	27.3386		89.0213	89.0213		49.3327	27.3386	89.0213	0						Linear,1(1)	2.27858829498291	2.27858829498291	2.27858829498291	2.27858829498291	0.0	2.27858829498291	49.3327	49.3327	27.3386	27.3386	89.0213	89.0213	DOWN	0.0	1.0	0.0	
GO:0003713	4	transcription coactivator activity	40	97	2	0	0	1	1	0	2	0	0	55	97	18799	0.75379	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003714	4	transcription corepressor activity	34	89	1	1	0	1	1	1	1	0	0	55	89	18807	0.77161	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003723	5	RNA binding	456	903	15	11	5	11	11	9	15	2	2	53	901	17995	0.50925	0.74454	1.0	0.22	573145;406730	khsrp;apex1	ENSDARG00000026489;ENSDARG00000045843		29.022586500000003	29.022586500000003	0.101573	40.900489529275376	10.632990625866503	31.567318082258257	14.83214545	14.83214545	0.0453909	20.91162882809207	5.429900937908308	16.13975887408405	56.7911475	56.7911475	0.227295	79.9933673455713	20.824690496026207	61.73950729027663					0.101573;57.9436	0.0453909;29.6189	0.227295;113.355	0	2	0															2	573145;406730	ENSDARG00000026489;ENSDARG00000045843	29.022586500000003	29.022586500000003	40.900489529275376	14.83214545	14.83214545	20.91162882809207	56.7911475	56.7911475	79.9933673455713	0.101573;57.9436	0.0453909;29.6189	0.227295;113.355	0						Hill,1(0.5);Linear,1(0.5)	2.2057139913711885	4.428006887435913	2.0225954055786133	2.4054114818573	0.27069184348388586	2.2140034437179565	-27.662599959999998	85.70777296	-14.149893467999995	43.81418436799999	-54.0740034	167.6562984	DOWN	0.0	1.0	0.0	
GO:0003724	4	RNA helicase activity	26	56	1	1	0	1	1	1	1	0	0	55	56	18840	0.84959	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003729	6	mRNA binding	116	227	6	4	2	4	4	4	6	1	1	54	226	18670	0.85927	0.48507	0.48507	0.44	573145	khsrp	ENSDARG00000026489		0.101573	0.101573	0.101573		0.101573		0.0453909	0.0453909	0.0453909		0.0453909		0.227295	0.227295	0.227295		0.227295						0.101573	0.0453909	0.227295	0	1	0															1	573145	ENSDARG00000026489	0.101573	0.101573		0.0453909	0.0453909		0.227295	0.227295		0.101573	0.0453909	0.227295	0						Hill,1(1)	2.0225954055786133	2.0225954055786133	2.0225954055786133	2.0225954055786133	0.0	2.0225954055786133	0.101573	0.101573	0.0453909	0.0453909	0.227295	0.227295	DOWN	0.0	1.0	0.0	
GO:0003730	7	mRNA 3'-UTR binding	35	65	3	2	1	3	3	3	3	1	1	54	64	18832	0.9847	0.17241	0.17241	1.54	573145	khsrp	ENSDARG00000026489		0.101573	0.101573	0.101573		0.101573		0.0453909	0.0453909	0.0453909		0.0453909		0.227295	0.227295	0.227295		0.227295						0.101573	0.0453909	0.227295	0	1	0															1	573145	ENSDARG00000026489	0.101573	0.101573		0.0453909	0.0453909		0.227295	0.227295		0.101573	0.0453909	0.227295	0						Hill,1(1)	2.0225954055786133	2.0225954055786133	2.0225954055786133	2.0225954055786133	0.0	2.0225954055786133	0.101573	0.101573	0.0453909	0.0453909	0.227295	0.227295	DOWN	0.0	1.0	0.0	
GO:0003735	3	structural constituent of ribosome	139	152	3	2	0	3	3	2	3	0	0	55	152	18744	0.64175	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003746	6	translation elongation factor activity	13	27	1	1	0	1	1	1	1	0	0	55	27	18869	0.92448	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003755	4	peptidyl-prolyl cis-trans isomerase activity	21	41	3	2	2	1	1	1	3	1	1	54	40	18856	0.99369	0.11245	0.11245	2.44	368924	fkbp5	ENSDARG00000028396		34.9969	34.9969	34.9969		34.9969		22.0739	22.0739	22.0739		22.0739		55.4855	55.4855	55.4855		55.4855						34.9969	22.0739	55.4855	1	0	1	368924	ENSDARG00000028396	34.9969	34.9969		22.0739	22.0739		55.4855	55.4855		34.9969	22.0739	55.4855	0															0						Linear,1(1)	1.9856754541397095	1.9856754541397095	1.9856754541397095	1.9856754541397095	0.0	1.9856754541397095	34.9969	34.9969	22.0739	22.0739	55.4855	55.4855	UP	1.0	0.0	0.0	
GO:0003756	4	protein disulfide isomerase activity	7	12	1	1	1	1	1	1	1	1	1	54	11	18885	0.99946	0.034286	0.034286	8.33	394023	pdia2	ENSDARG00000018263		39.0457	39.0457	39.0457		39.0457		23.7679	23.7679	23.7679		23.767900000000004		64.1442	64.1442	64.1442		64.1442		0.0	39.0457			39.0457	23.7679	64.1442	1	0	1	394023	ENSDARG00000018263	39.0457	39.0457		23.7679	23.7679		64.1442	64.1442		39.0457	23.7679	64.1442	0															0						Linear,1(1)	2.3803510665893555	2.3803510665893555	2.3803510665893555	2.3803510665893555	0.0	2.3803510665893555	39.0457	39.0457	23.7679	23.7679	64.1442	64.1442	UP	1.0	0.0	0.0	
GO:0003774	2	cytoskeletal motor activity	44	121	4	3	1	3	3	3	4	1	1	54	120	18776	0.95179	0.29728	0.29728	0.83	394141	dctn2	ENSDARG00000031388		31.1669	31.1669	31.1669		31.1669		20.2957	20.2957	20.2957		20.2957		47.861	47.861	47.861		47.861						31.1669	20.2957	47.861	0	1	0															1	394141	ENSDARG00000031388	31.1669	31.1669		20.2957	20.2957		47.861	47.861		31.1669	20.2957	47.861	0						Linear,1(1)	2.3407046794891357	2.3407046794891357	2.3407046794891357	2.3407046794891357	0.0	2.3407046794891357	31.1669	31.1669	20.2957	20.2957	47.861	47.861	DOWN	0.0	1.0	0.0	
GO:0003777	3	microtubule motor activity	8	55	2	1	0	1	1	1	2	0	0	55	55	18841	0.85207	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003779	5	actin binding	170	374	8	8	3	7	7	5	8	1	1	54	373	18523	0.70403	0.66642	1.0	0.27	503735	eps8l1a	ENSDARG00000057984		57.3956	57.3956	57.3956		57.3956		29.4317	29.4317	29.4317		29.431700000000003		111.929	111.929	111.929		111.92899999999999						57.3956	29.4317	111.929	0	1	0															1	503735	ENSDARG00000057984	57.3956	57.3956		29.4317	29.4317		111.929	111.929		57.3956	29.4317	111.929	0						Linear,1(1)	1.979612112045288	1.979612112045288	1.979612112045288	1.979612112045288	0.0	1.979612112045288	57.3956	57.3956	29.4317	29.4317	111.929	111.929	DOWN	0.0	1.0	0.0	
GO:0003796	4	lysozyme activity	1	4	1	0	0	1	1	1	1	0	0	55	4	18892	0.98844	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003824	2	catalytic activity	1553	5589	105	75	37	81	81	74	105	20	20	35	5569	13327	0.89571	0.16533	0.29942	0.36	101887161;100009622;768159;767657;569581;569298;561810;560758;556172;553384;541339;445170;406730;403061;394023;393845;368924;334304;324416;80963	tet2;plbd2;si:ch211-195b13.1;abhd12;mut;ctsbb;dnph1;trir;taok2a;cox10;rab6bb;polr2eb;apex1;ela2;pdia2;pde6c;fkbp5;ela2l;dpysl5a;rnd3a	ENSDARG00000076928;ENSDARG00000114245;ENSDARG00000016623;ENSDARG00000071004;ENSDARG00000060554;ENSDARG00000101051;ENSDARG00000075730;ENSDARG00000104178;ENSDARG00000074899;ENSDARG00000034309;ENSDARG00000031343;ENSDARG00000026183;ENSDARG00000045843;ENSDARG00000056744;ENSDARG00000018263;ENSDARG00000100397;ENSDARG00000028396;ENSDARG00000056765;ENSDARG00000011141;ENSDARG00000076799		52.90799500000001	50.9801	31.9218	16.350762916482704	49.449969974537325	15.076498287204139	27.345315000000006	27.81305	20.6729	3.8333795013462715	26.48426402488796	3.827529394602006	105.24013	93.45255	49.2917	53.55115753015105	94.62773023717003	47.561383302296555					45.8308;62.884;31.9218;85.0347;52.5384;51.8428;91.6264;39.7438;45.5111;57.3633;36.7148;50.1174;57.9436;56.4586;39.0457;35.8146;34.9969;65.1651;45.0856;72.5205	26.3062;30.5978;20.6729;33.1646;28.2291;28.0228;33.5954;24.0408;26.0688;29.5208;22.844;27.6033;29.6189;29.2483;23.7679;22.4176;22.0739;31.0154;26.0231;32.0747	79.8465;129.238;49.2917;218.031;97.7816;95.9105;249.897;65.7039;79.4536;111.466;59.008;90.9946;113.355;108.983;64.1442;57.2178;55.4855;136.915;78.1117;163.968	13	7	13	100009622;768159;569581;560758;556172;541339;445170;403061;394023;393845;368924;334304;324416	ENSDARG00000114245;ENSDARG00000016623;ENSDARG00000060554;ENSDARG00000104178;ENSDARG00000074899;ENSDARG00000031343;ENSDARG00000026183;ENSDARG00000056744;ENSDARG00000018263;ENSDARG00000100397;ENSDARG00000028396;ENSDARG00000056765;ENSDARG00000011141	45.84598461538462	45.0856	10.874077854531379	25.738684615384614	26.0231	3.4023200610872957	82.48681538461538	78.1117	28.611893833038657	62.884;31.9218;52.5384;39.7438;45.5111;36.7148;50.1174;56.4586;39.0457;35.8146;34.9969;65.1651;45.0856	30.5978;20.6729;28.2291;24.0408;26.0688;22.844;27.6033;29.2483;23.7679;22.4176;22.0739;31.0154;26.0231	129.238;49.2917;97.7816;65.7039;79.4536;59.008;90.9946;108.983;64.1442;57.2178;55.4855;136.915;78.1117	7	101887161;767657;569298;561810;553384;406730;80963	ENSDARG00000076928;ENSDARG00000071004;ENSDARG00000101051;ENSDARG00000075730;ENSDARG00000034309;ENSDARG00000045843;ENSDARG00000076799	66.02315714285713	57.9436	17.3602345215397	30.329057142857145	29.6189	2.7207956041429435	147.4962857142857	113.355	65.10730277898757	45.8308;85.0347;51.8428;91.6264;57.3633;57.9436;72.5205	26.3062;33.1646;28.0228;33.5954;29.5208;29.6189;32.0747	79.8465;218.031;95.9105;249.897;111.466;113.355;163.968	0						Linear,20(1)	2.0620078358078087	41.719839572906494	1.5947060585021973	2.85839581489563	0.3297826520009845	2.0308796167373657	45.74195719641333	60.074032803586654	25.66526235888134	29.02536764111866	81.77030041180137	128.70995958819861	UP	0.65	0.35	0.0	
GO:0003839	6	gamma-glutamylcyclotransferase activity	2	4	1	0	0	1	1	1	1	0	0	55	4	18892	0.98844	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003856	6	3-dehydroquinate synthase activity	1	1	1	1	1	0	0	0	1	0	0	55	1	18895	0.9971	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003868	6	4-hydroxyphenylpyruvate dioxygenase activity	2	3	1	0	0	1	1	1	1	0	0	55	3	18893	0.99132	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003884	6	D-amino-acid oxidase activity	3	9	1	0	0	1	1	1	1	0	0	55	9	18887	0.97418	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003899	7	DNA-directed 5'-3' RNA polymerase activity	14	30	3	1	1	2	2	2	3	1	1	54	29	18867	0.99659	0.083561	0.083561	3.33	445170	polr2eb	ENSDARG00000026183		50.1174	50.1174	50.1174		50.1174		27.6033	27.6033	27.6033		27.6033		90.9946	90.9946	90.9946		90.9946						50.1174	27.6033	90.9946	1	0	1	445170	ENSDARG00000026183	50.1174	50.1174		27.6033	27.6033		90.9946	90.9946		50.1174	27.6033	90.9946	0															0						Linear,1(1)	2.003338575363159	2.003338575363159	2.003338575363159	2.003338575363159	0.0	2.003338575363159	50.1174	50.1174	27.6033	27.6033	90.9946	90.9946	UP	1.0	0.0	0.0	
GO:0003906	5	DNA-(apurinic or apyrimidinic site) endonuclease activity	3	8	1	1	1	1	1	1	1	1	1	54	7	18889	0.99977	0.022987	0.022987	12.5	406730	apex1	ENSDARG00000045843		57.9436	57.9436	57.9436		57.9436		29.6189	29.6189	29.6189		29.6189		113.355	113.355	113.355		113.355		0.0	57.9436	0.0	57.9436	57.9436	29.6189	113.355	0	1	0															1	406730	ENSDARG00000045843	57.9436	57.9436		29.6189	29.6189		113.355	113.355		57.9436	29.6189	113.355	0						Linear,1(1)	2.4054114818573	2.4054114818573	2.4054114818573	2.4054114818573	0.0	2.4054114818573	57.9436	57.9436	29.6189	29.6189	113.355	113.355	DOWN	0.0	1.0	0.0	
GO:0003924	8	GTPase activity	108	320	6	6	3	6	6	5	6	2	2	53	318	18578	0.93416	0.23776	0.23776	0.62	541339;80963	rab6bb;rnd3a	ENSDARG00000031343;ENSDARG00000076799		54.61765	54.61765	36.7148	25.31845327513115	51.16842477852929	24.844109301565663	27.45935	27.45935	22.844	6.5270905650986535	26.57014064920307	6.4048048140369485	111.488	111.488	59.008	74.21792775334	101.37702104286285	72.82744681132695					36.7148;72.5205	22.844;32.0747	59.008;163.968	1	1	1	541339	ENSDARG00000031343	36.7148	36.7148		22.844	22.844		59.008	59.008		36.7148	22.844	59.008	1	80963	ENSDARG00000076799	72.5205	72.5205		32.0747	32.0747		163.968	163.968		72.5205	32.0747	163.968	0						Linear,2(1)	1.8523474416637502	3.725325345993042	1.6669046878814697	2.0584206581115723	0.27684359749253595	1.862662672996521	19.528064	89.707236	18.413264	36.505436	8.62720000000003	214.34879999999998	CONFLICT	0.5	0.5	0.0	
GO:0003937	7	IMP cyclohydrolase activity	1	1	1	1	0	1	1	1	1	0	0	55	1	18895	0.9971	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003950	6	NAD+ ADP-ribosyltransferase activity	2	30	1	1	0	1	1	1	1	0	0	55	30	18866	0.91644	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003997	6	acyl-CoA oxidase activity	2	4	1	1	0	1	1	1	1	0	0	55	4	18892	0.98844	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004022	7	alcohol dehydrogenase (NAD+) activity	3	6	1	1	0	1	1	1	1	0	0	55	6	18890	0.98271	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004024	8	alcohol dehydrogenase activity, zinc-dependent	3	5	1	1	0	1	1	1	1	0	0	55	5	18891	0.98557	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004029	7	aldehyde dehydrogenase (NAD+) activity	5	10	1	1	0	1	1	1	1	0	0	55	10	18886	0.97135	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004030	6	aldehyde dehydrogenase [NAD(P)+] activity	5	10	1	1	0	1	1	1	1	0	0	55	10	18886	0.97135	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004104	6	cholinesterase activity	3	4	1	1	0	1	1	1	1	0	0	55	4	18892	0.98844	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004112	7	cyclic-nucleotide phosphodiesterase activity	5	26	1	1	1	1	1	1	1	1	1	54	25	18871	0.99743	0.072829	0.072829	3.85	393845	pde6c	ENSDARG00000100397		35.8146	35.8146	35.8146		35.8146		22.4176	22.4176	22.4176		22.4176		57.2178	57.2178	57.2178		57.21779999999999						35.8146	22.4176	57.2178	1	0	1	393845	ENSDARG00000100397	35.8146	35.8146		22.4176	22.4176		57.2178	57.2178		35.8146	22.4176	57.2178	0															0						Linear,1(1)	1.5947060585021973	1.5947060585021973	1.5947060585021973	1.5947060585021973	0.0	1.5947060585021973	35.8146	35.8146	22.4176	22.4176	57.2178	57.2178	UP	1.0	0.0	0.0	
GO:0004114	8	3',5'-cyclic-nucleotide phosphodiesterase activity	4	24	1	1	1	1	1	1	1	1	1	54	23	18873	0.99781	0.067417	0.067417	4.17	393845	pde6c	ENSDARG00000100397		35.8146	35.8146	35.8146		35.8146		22.4176	22.4176	22.4176		22.4176		57.2178	57.2178	57.2178		57.21779999999999						35.8146	22.4176	57.2178	1	0	1	393845	ENSDARG00000100397	35.8146	35.8146		22.4176	22.4176		57.2178	57.2178		35.8146	22.4176	57.2178	0															0						Linear,1(1)	1.5947060585021973	1.5947060585021973	1.5947060585021973	1.5947060585021973	0.0	1.5947060585021973	35.8146	35.8146	22.4176	22.4176	57.2178	57.2178	UP	1.0	0.0	0.0	
GO:0004146	6	dihydrofolate reductase activity	1	2	1	0	0	0	0	0	1	0	0	55	2	18894	0.9942	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004157	6	dihydropyrimidinase activity	3	7	1	1	1	1	1	1	1	1	1	54	6	18890	0.99983	0.020143	0.020143	14.29	324416	dpysl5a	ENSDARG00000011141		45.0856	45.0856	45.0856		45.0856		26.0231	26.0231	26.0231		26.0231		78.1117	78.1117	78.1117		78.1117		0.0	45.0856	0.0	45.0856	45.0856	26.0231	78.1117	1	0	1	324416	ENSDARG00000011141	45.0856	45.0856		26.0231	26.0231		78.1117	78.1117		45.0856	26.0231	78.1117	0															0						Linear,1(1)	2.1342899799346924	2.1342899799346924	2.1342899799346924	2.1342899799346924	0.0	2.1342899799346924	45.0856	45.0856	26.0231	26.0231	78.1117	78.1117	UP	1.0	0.0	0.0	
GO:0004175	5	endopeptidase activity	101	394	15	11	4	14	14	14	15	3	3	52	391	18505	0.97268	0.10633	0.10633	0.76	569298;403061;334304	ctsbb;ela2;ela2l	ENSDARG00000101051;ENSDARG00000056744;ENSDARG00000056765		57.82216666666667	56.4586	51.8428	6.76501329365531	55.20804496528822	5.832438704360903	29.428833333333333	29.2483	28.0228	1.5044460453379989	28.82957494335533	1.330350863381437	113.93616666666667	108.983	95.9105	20.946184618763755	105.96263773416553	17.8636223250049					51.8428;56.4586;65.1651	28.0228;29.2483;31.0154	95.9105;108.983;136.915	2	1	2	403061;334304	ENSDARG00000056744;ENSDARG00000056765	60.81184999999999	60.81184999999999	6.156425190400706	30.13185	30.13185	1.2495283930347534	122.949	122.949	19.7509066121026	56.4586;65.1651	29.2483;31.0154	108.983;136.915	1	569298	ENSDARG00000101051	51.8428	51.8428		28.0228	28.0228		95.9105	95.9105		51.8428	28.0228	95.9105	0						Linear,3(1)	2.2133763135576685	6.711387276649475	1.8123224973678589	2.5801210403442383	0.390382988823425	2.318943738937378	50.166833464186595	65.47749986914674	27.726392367989227	31.13127429867744	90.23332742351457	137.63900590981876	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0004177	6	aminopeptidase activity	16	30	2	2	1	1	1	1	2	0	0	55	30	18866	0.91644	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004180	6	carboxypeptidase activity	16	33	3	3	0	3	3	3	3	0	0	55	33	18863	0.90847	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004181	7	metallocarboxypeptidase activity	9	22	2	2	0	2	2	2	2	0	0	55	22	18874	0.93803	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004185	7	serine-type carboxypeptidase activity	4	4	1	1	0	1	1	1	1	0	0	55	4	18892	0.98844	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004197	6	cysteine-type endopeptidase activity	32	109	2	2	1	2	2	2	2	1	1	54	108	18788	0.96005	0.27219	0.27219	0.92	569298	ctsbb	ENSDARG00000101051		51.8428	51.8428	51.8428		51.8428		28.0228	28.0228	28.0228		28.0228		95.9105	95.9105	95.9105		95.9105						51.8428	28.0228	95.9105	0	1	0															1	569298	ENSDARG00000101051	51.8428	51.8428		28.0228	28.0228		95.9105	95.9105		51.8428	28.0228	95.9105	0						Linear,1(1)	1.8123224973678589	1.8123224973678589	1.8123224973678589	1.8123224973678589	0.0	1.8123224973678589	51.8428	51.8428	28.0228	28.0228	95.9105	95.9105	DOWN	0.0	1.0	0.0	
