GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0005887	5	integral component of plasma membrane	736	891	11	7	3	11	6	6	11	3	3	30	888	18030	0.93254	0.20123	0.20123	0.34	571467;393342;266750	kcnk13a;zgc:64051;adra2a	ENSDARG00000008212;ENSDARG00000068233;ENSDARG00000040841		1.122426	1.05907	0.145688	1.009907578	1.096759127	0.835957983	0.718918833	0.794265	0.0852615	0.59954567	0.739298584	0.498601843	4.422134667	1.60797	0.494334	5.865204063	3.505021854	5.090526641					1.05907;0.145688;2.16252	0.794265;0.0852615;1.27723	1.60797;0.494334;11.1641	2	1	2	571467;266750	ENSDARG00000008212;ENSDARG00000040841	1.610795	1.610795	0.780256978	1.0357475	1.0357475	0.341507827	6.386035	6.386035	6.757204325	1.05907;2.16252	0.794265;1.27723	1.60797;11.1641	1	393342	ENSDARG00000068233	0.145688	0.145688		0.0852615	0.0852615		0.494334	0.494334		0.145688	0.0852615	0.494334	0						"Exp 2,2(0.67);Poly 2,1(0.34)"	1.743494094	5.268674731	1.57078886	2.06013298	0.265313271	1.637752891	-0.020392008	2.265244008	0.04046904	1.397368627	-2.214968537	11.05923787	UP	0.666666667	0.333333333	0
GO:0005901	6	caveola	26	26	1	1	0	1	1	1	1	0	0	33	26	18892	0.95567	1	1	0																														0	0	0															0															0																						
GO:0005911	5	cell-cell junction	209	223	1	1	1	1	1	0	1	0	0	33	223	18695	0.67641	1	1	0																														0	0	0															0															0																						
GO:0005921	6	gap junction	33	37	1	1	1	1	1	0	1	0	0	33	37	18881	0.93749	1	1	0																														0	0	0															0															0																						
GO:0005922	5	connexin complex	30	34	1	1	1	1	1	0	1	0	0	33	34	18884	0.94242	1	1	0																														0	0	0															0															0																						
GO:0005929	5	cilium	158	159	3	3	2	2	3	2	3	1	1	32	158	18760	0.96884	0.24291	0.24291	0.63	100322372	si:ch73-222h13.1	ENSDARG00000087107		0.419201	0.419201	0.419201		0.419201		0.14411	0.14411	0.14411		0.14411		2.50649	2.50649	2.50649		2.50649						0.419201	0.14411	2.50649	0	1	0															1	100322372	ENSDARG00000087107	0.419201	0.419201		0.14411	0.14411		2.50649	2.50649		0.419201	0.14411	2.50649	0						"Poly 2,1(1)"	1.558616877	1.558616877	1.558616877	1.558616877	0	1.558616877	0.419201	0.419201	0.14411	0.14411	2.50649	2.50649	DOWN	0	1	0
GO:0005930	3	axoneme	43	43	2	1	1	1	1	0	2	0	0	33	43	18875	0.92772	1	1	0																														0	0	0															0															0																						
GO:0005938	4	cell cortex	76	80	1	0	0	1	0	0	1	0	0	33	80	18838	0.8696	1	1	0																														0	0	0															0															0																						
GO:0005975	4	carbohydrate metabolic process	315	333	5	5	1	5	4	4	5	1	1	32	332	18586	0.88604	0.44318	0.44318	0.3	555569	otogl	ENSDARG00000088750		1.31969	1.31969	1.31969		1.31969		0.919529	0.919529	0.919529		0.919529		2.49741	2.49741	2.49741		2.49741						1.31969	0.919529	2.49741	1	0	1	555569	ENSDARG00000088750	1.31969	1.31969		0.919529	0.919529		2.49741	2.49741		1.31969	0.919529	2.49741	0															0						"Exp 2,1(1)"	1.766904235	1.766904235	1.766904235	1.766904235	0	1.766904235	1.31969	1.31969	0.919529	0.919529	2.49741	2.49741	UP	1	0	0
GO:0005996	4	monosaccharide metabolic process	75	77	1	1	1	1	1	1	1	1	1	32	76	18842	0.99207	0.12582	0.12582	1.3	555569	otogl	ENSDARG00000088750		1.31969	1.31969	1.31969		1.31969		0.919529	0.919529	0.919529		0.919529		2.49741	2.49741	2.49741		2.49741						1.31969	0.919529	2.49741	1	0	1	555569	ENSDARG00000088750	1.31969	1.31969		0.919529	0.919529		2.49741	2.49741		1.31969	0.919529	2.49741	0															0						"Exp 2,1(1)"	1.766904235	1.766904235	1.766904235	1.766904235	0	1.766904235	1.31969	1.31969	0.919529	0.919529	2.49741	2.49741	UP	1	0	0
GO:0006002	5	fructose 6-phosphate metabolic process	11	11	1	1	0	0	1	0	1	0	0	33	11	18907	0.98101	1	1	0																														0	0	0															0															0																						
GO:0006022	5	aminoglycan metabolic process	65	73	2	2	0	2	1	1	2	0	0	33	73	18845	0.88032	1	1	0																														0	0	0															0															0																						
GO:0006026	6	aminoglycan catabolic process	19	22	1	1	0	1	0	0	1	0	0	33	22	18896	0.96236	1	1	0																														0	0	0															0															0																						
GO:0006027	7	glycosaminoglycan catabolic process	12	15	1	1	0	1	0	0	1	0	0	33	15	18903	0.97419	1	1	0																														0	0	0															0															0																						
GO:0006029	6	proteoglycan metabolic process	41	45	1	1	0	1	1	1	1	0	0	33	45	18873	0.92448	1	1	0																														0	0	0															0															0																						
GO:0006040	5	amino sugar metabolic process	30	33	2	2	0	1	2	1	2	0	0	33	33	18885	0.94406	1	1	0																														0	0	0															0															0																						
GO:0006044	7	N-acetylglucosamine metabolic process	12	13	1	1	0	1	1	1	1	0	0	33	13	18905	0.97759	1	1	0																														0	0	0															0															0																						
GO:0006047	6	UDP-N-acetylglucosamine metabolic process	9	11	1	1	0	0	1	0	1	0	0	33	11	18907	0.98101	1	1	0																														0	0	0															0															0																						
GO:0006048	6	UDP-N-acetylglucosamine biosynthetic process	8	8	1	1	0	0	1	0	1	0	0	33	8	18910	0.98615	1	1	0																														0	0	0															0															0																						
GO:0006066	4	alcohol metabolic process	154	163	4	3	0	4	2	2	4	0	0	33	163	18755	0.75178	1	1	0																														0	0	0															0															0																						
GO:0006082	4	organic acid metabolic process	531	544	3	3	2	2	3	2	3	2	2	31	542	18376	0.93199	0.24452	0.24452	0.37	798606;337599	tecrl2a;zgc:172121	ENSDARG00000089485;ENSDARG00000034430		0.550492171	0.550492171	7.43E-05	0.778408358	0.891691532	0.610807306	0.363292407	0.363292407	3.98E-05	0.513716744	0.588469619	0.403107106	1.108886	1.108886	0.001232	1.566459309	1.795511354	1.229181034					7.43429E-5;1.10091	3.98137E-5;0.726545	0.001232;2.21654	2	0	2	798606;337599	ENSDARG00000089485;ENSDARG00000034430	0.550492171	0.550492171	0.778408358	0.363292407	0.363292407	0.513716744	1.108886	1.108886	1.566459309	7.43429E-5;1.10091	3.98137E-5;0.726545	0.001232;2.21654	0															0						"Exp 4,1(0.5);Linear,1(0.5)"	1.689046659	3.397220016	1.518617392	1.878602624	0.254547999	1.698610008	-0.528326773	1.629311115	-0.348682676	1.075267489	-1.06211584	3.27988784	UP	1	0	0
GO:0006084	8	acetyl-CoA metabolic process	19	19	1	1	0	1	1	1	1	0	0	33	19	18899	0.96741	1	1	0																														0	0	0															0															0																						
GO:0006139	4	nucleobase-containing compound metabolic process	1563	1635	14	10	4	12	9	7	14	2	2	31	1633	17285	0.44914	0.79067	1	0.12	100004662;553453	zgc:174357;samhd1	ENSDARG00000110460;ENSDARG00000071288		1.2364	1.2364	1.2154	0.029698485	1.221622397	0.021100828	0.7360555	0.7360555	0.687191	0.069104839	0.770441222	0.049099114	3.17518	3.17518	2.63038	0.770463549	2.791806769	0.547415757					1.2154;1.2574	0.78492;0.687191	2.63038;3.71998	1	1	1	100004662	ENSDARG00000110460	1.2154	1.2154		0.78492	0.78492		2.63038	2.63038		1.2154	0.78492	2.63038	1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(0.5);Linear,1(0.5)"	2.549282965	5.307522058	1.916465998	3.391056061	1.042692633	2.653761029	1.19524	1.27756	0.64028108	0.83182992	2.107372	4.242988	CONFLICT	0.5	0.5	0
GO:0006163	6	purine nucleotide metabolic process	228	232	3	2	1	3	2	2	3	1	1	32	231	18687	0.93852	0.33424	0.33424	0.43	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006164	7	purine nucleotide biosynthetic process	129	131	1	0	0	1	0	0	1	0	0	33	131	18787	0.79525	1	1	0																														0	0	0															0															0																						
GO:0006166	6	purine ribonucleoside salvage	8	8	1	0	0	1	0	0	1	0	0	33	8	18910	0.98615	1	1	0																														0	0	0															0															0																						
GO:0006188	9	IMP biosynthetic process	14	14	1	0	0	1	0	0	1	0	0	33	14	18904	0.97589	1	1	0																														0	0	0															0															0																						
GO:0006195	7	purine nucleotide catabolic process	22	22	1	1	1	1	1	1	1	1	1	32	21	18897	0.99934	0.037637	0.037637	4.55	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006203	8	dGTP catabolic process	2	2	1	1	1	1	1	1	1	1	1	32	1	18917	1	0.0034797	0.0034797	50	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998		0	1.2574	0	1.2574	1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006259	5	DNA metabolic process	373	393	7	5	2	6	4	4	7	1	1	32	392	18526	0.85089	0.49949	0.49949	0.25	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006260	6	DNA replication	85	88	3	2	1	3	2	2	3	1	1	32	87	18831	0.98975	0.14249	0.14249	1.14	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006261	7	DNA-dependent DNA replication	21	22	1	0	0	1	0	0	1	0	0	33	22	18896	0.96236	1	1	0																														0	0	0															0															0																						
GO:0006264	8	mitochondrial DNA replication	7	7	1	0	0	1	0	0	1	0	0	33	7	18911	0.98787	1	1	0																														0	0	0															0															0																						
GO:0006270	6	DNA replication initiation	21	21	1	1	0	1	1	1	1	0	0	33	21	18897	0.96404	1	1	0																														0	0	0															0															0																						
GO:0006281	6	DNA repair	272	283	6	4	2	5	3	3	6	1	1	32	282	18636	0.91327	0.39161	0.39161	0.35	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006282	7	regulation of DNA repair	43	44	1	1	1	1	0	0	1	0	0	33	44	18874	0.9261	1	1	0																														0	0	0															0															0																						
GO:0006284	7	base-excision repair	18	19	1	0	0	0	0	0	1	0	0	33	19	18899	0.96741	1	1	0																														0	0	0															0															0																						
GO:0006302	7	double-strand break repair	105	111	2	2	1	2	2	2	2	1	1	32	110	18808	0.98405	0.17636	0.17636	0.9	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006310	6	DNA recombination	107	117	2	2	1	2	2	2	2	1	1	32	116	18802	0.98239	0.18498	0.18498	0.85	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0006355	7	"regulation of transcription, DNA-templated"	1974	2119	8	6	3	7	4	5	7	2	2	31	2117	16801	0.26995	0.89721	0.5768	0.094	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0006357	8	regulation of transcription by RNA polymerase II	1536	1639	6	5	3	5	3	4	5	2	2	31	1637	17281	0.44742	0.79184	1	0.12	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0006396	7	RNA processing	564	581	4	3	2	4	3	2	4	1	1	32	580	18338	0.73142	0.64243	1	0.17	100004662	zgc:174357	ENSDARG00000110460		1.2154	1.2154	1.2154		1.2154		0.78492	0.78492	0.78492		0.78492		2.63038	2.63038	2.63038		2.63038						1.2154	0.78492	2.63038	1	0	1	100004662	ENSDARG00000110460	1.2154	1.2154		0.78492	0.78492		2.63038	2.63038		1.2154	0.78492	2.63038	0															0						"Linear,1(1)"	3.391056061	3.391056061	3.391056061	3.391056061	0	3.391056061	1.2154	1.2154	0.78492	0.78492	2.63038	2.63038	UP	1	0	0
GO:0006397	8	mRNA processing	258	273	1	1	1	1	1	1	1	1	1	32	272	18646	0.91844	0.38075	0.38075	0.37	100004662	zgc:174357	ENSDARG00000110460		1.2154	1.2154	1.2154		1.2154		0.78492	0.78492	0.78492		0.78492		2.63038	2.63038	2.63038		2.63038						1.2154	0.78492	2.63038	1	0	1	100004662	ENSDARG00000110460	1.2154	1.2154		0.78492	0.78492		2.63038	2.63038		1.2154	0.78492	2.63038	0															0						"Linear,1(1)"	3.391056061	3.391056061	3.391056061	3.391056061	0	3.391056061	1.2154	1.2154	0.78492	0.78492	2.63038	2.63038	UP	1	0	0
GO:0006399	8	tRNA metabolic process	148	149	1	1	1	1	1	0	1	0	0	33	149	18769	0.77051	1	1	0																														0	0	0															0															0																						
GO:0006400	8	tRNA modification	62	62	1	1	1	1	1	0	1	0	0	33	62	18856	0.89742	1	1	0																														0	0	0															0															0																						
GO:0006401	6	RNA catabolic process	88	90	1	1	0	1	1	1	1	0	0	33	90	18828	0.85451	1	1	0																														0	0	0															0															0																						
GO:0006412	6	translation	277	284	1	0	0	1	0	0	1	0	0	33	284	18634	0.60732	1	1	0																														0	0	0															0															0																						
GO:0006414	6	translational elongation	33	35	1	0	0	1	0	0	1	0	0	33	35	18883	0.94077	1	1	0																														0	0	0															0															0																						
GO:0006417	7	regulation of translation	130	145	2	1	0	2	1	1	2	0	0	33	145	18773	0.77594	1	1	0																														0	0	0															0															0																						
GO:0006464	6	cellular protein modification process	1903	2059	13	11	4	10	9	6	13	3	3	30	2056	16862	0.51107	0.7111	1	0.15	100004662;564886;449833	zgc:174357;si:ch1073-296d18.1;zdhhc15a	ENSDARG00000110460;ENSDARG00000087145;ENSDARG00000101039		1.713296667	1.70363	1.2154	0.502799698	1.428895986	0.41399897	0.981302333	0.845767	0.78492	0.289054653	0.854619	0.196683889	7.694526667	7.8617	2.63038	4.982663756	4.831108161	4.190591128					1.2154;2.22086;1.70363	0.78492;1.31322;0.845767	2.63038;12.5915;7.8617	2	1	2	100004662;564886	ENSDARG00000110460;ENSDARG00000087145	1.71813	1.71813	0.710967584	1.04907	1.04907	0.373564513	7.61094	7.61094	7.0435755	1.2154;2.22086	0.78492;1.31322	2.63038;12.5915	1	449833	ENSDARG00000101039	1.70363	1.70363		0.845767	0.845767		7.8617	7.8617		1.70363	0.845767	7.8617	0						"Exp 2,2(0.67);Linear,1(0.34)"	2.150378729	6.815855026	1.711026192	3.391056061	0.9691738	1.713772774	1.144325246	2.282268087	0.654206201	1.308398466	2.056111835	13.3329415	UP	0.666666667	0.333333333	0
GO:0006468	7	protein phosphorylation	584	659	1	0	0	1	0	0	1	0	0	33	659	18259	0.31069	1	0.62998	0																														0	0	0															0															0																						
GO:0006470	7	protein dephosphorylation	130	136	1	1	1	0	1	0	1	0	0	33	136	18782	0.7883	1	1	0																														0	0	0															0															0																						
GO:0006471	7	protein ADP-ribosylation	16	17	1	1	1	1	1	1	1	1	1	32	16	18902	0.99961	0.029206	0.029206	5.88	564886	si:ch1073-296d18.1	ENSDARG00000087145		2.22086	2.22086	2.22086		2.22086		1.31322	1.31322	1.31322		1.31322		12.5915	12.5915	12.5915		12.5915		0	2.22086			2.22086	1.31322	12.5915	1	0	1	564886	ENSDARG00000087145	2.22086	2.22086		1.31322	1.31322		12.5915	12.5915		2.22086	1.31322	12.5915	0															0						"Exp 2,1(1)"	1.711026192	1.711026192	1.711026192	1.711026192	0	1.711026192	2.22086	2.22086	1.31322	1.31322	12.5915	12.5915	UP	1	0	0
GO:0006486	6	protein glycosylation	166	181	4	3	0	3	3	1	4	0	0	33	181	18737	0.72836	1	1	0																														0	0	0															0															0																						
GO:0006487	7	protein N-linked glycosylation	41	41	1	1	0	0	1	0	1	0	0	33	41	18877	0.93097	1	1	0																														0	0	0															0															0																						
GO:0006488	6	dolichol-linked oligosaccharide biosynthetic process	8	9	1	0	0	1	0	0	1	0	0	33	9	18909	0.98443	1	1	0																														0	0	0															0															0																						
GO:0006490	5	oligosaccharide-lipid intermediate biosynthetic process	11	12	1	0	0	1	0	0	1	0	0	33	12	18906	0.9793	1	1	0																														0	0	0															0															0																						
GO:0006493	7	protein O-linked glycosylation	27	27	1	1	0	1	1	1	1	0	0	33	27	18891	0.954	1	1	0																														0	0	0															0															0																						
GO:0006497	7	protein lipidation	72	72	2	2	1	2	2	2	2	1	1	32	71	18847	0.99303	0.11814	0.11814	1.39	449833	zdhhc15a	ENSDARG00000101039		1.70363	1.70363	1.70363		1.70363		0.845767	0.845767	0.845767		0.845767		7.8617	7.8617	7.8617		7.8617						1.70363	0.845767	7.8617	0	1	0															1	449833	ENSDARG00000101039	1.70363	1.70363		0.845767	0.845767		7.8617	7.8617		1.70363	0.845767	7.8617	0						"Exp 2,1(1)"	1.713772774	1.713772774	1.713772774	1.713772774	0	1.713772774	1.70363	1.70363	0.845767	0.845767	7.8617	7.8617	DOWN	0	1	0
GO:0006498	8	N-terminal protein lipidation	3	3	1	1	0	1	1	1	1	0	0	33	3	18915	0.99478	1	1	0																														0	0	0															0															0																						
GO:0006499	9	N-terminal protein myristoylation	3	3	1	1	0	1	1	1	1	0	0	33	3	18915	0.99478	1	1	0																														0	0	0															0															0																						
GO:0006508	5	proteolysis	817	904	7	4	1	7	4	3	7	0	0	33	904	18014	0.19902	1	0.40613	0																														0	0	0															0															0																						
GO:0006511	8	ubiquitin-dependent protein catabolic process	351	366	2	1	0	2	1	1	2	0	0	33	366	18552	0.52513	1	1	0																														0	0	0															0															0																						
GO:0006518	5	peptide metabolic process	356	369	1	0	0	1	0	0	1	0	0	33	369	18549	0.52234	1	1	0																														0	0	0															0															0																						
GO:0006520	6	cellular amino acid metabolic process	205	210	2	2	1	1	2	1	2	1	1	32	209	18709	0.94845	0.30791	0.30791	0.48	337599	zgc:172121	ENSDARG00000034430		1.10091	1.10091	1.10091		1.10091		0.726545	0.726545	0.726545		0.726545		2.21654	2.21654	2.21654		2.21654						1.10091	0.726545	2.21654	1	0	1	337599	ENSDARG00000034430	1.10091	1.10091		0.726545	0.726545		2.21654	2.21654		1.10091	0.726545	2.21654	0															0						"Linear,1(1)"	1.518617392	1.518617392	1.518617392	1.518617392	0	1.518617392	1.10091	1.10091	0.726545	0.726545	2.21654	2.21654	UP	1	0	0
GO:0006541	9	glutamine metabolic process	21	21	1	1	0	0	1	0	1	0	0	33	21	18897	0.96404	1	1	0																														0	0	0															0															0																						
GO:0006555	6	methionine metabolic process	12	12	1	1	1	1	1	1	1	1	1	32	11	18907	0.99981	0.020703	0.020703	8.33	337599	zgc:172121	ENSDARG00000034430		1.10091	1.10091	1.10091		1.10091		0.726545	0.726545	0.726545		0.726545		2.21654	2.21654	2.21654		2.21654		0	1.10091			1.10091	0.726545	2.21654	1	0	1	337599	ENSDARG00000034430	1.10091	1.10091		0.726545	0.726545		2.21654	2.21654		1.10091	0.726545	2.21654	0															0						"Linear,1(1)"	1.518617392	1.518617392	1.518617392	1.518617392	0	1.518617392	1.10091	1.10091	0.726545	0.726545	2.21654	2.21654	UP	1	0	0
GO:0006575	4	cellular modified amino acid metabolic process	99	104	2	2	1	2	2	2	2	1	1	32	103	18815	0.9859	0.16619	0.16619	0.96	337599	zgc:172121	ENSDARG00000034430		1.10091	1.10091	1.10091		1.10091		0.726545	0.726545	0.726545		0.726545		2.21654	2.21654	2.21654		2.21654						1.10091	0.726545	2.21654	1	0	1	337599	ENSDARG00000034430	1.10091	1.10091		0.726545	0.726545		2.21654	2.21654		1.10091	0.726545	2.21654	0															0						"Linear,1(1)"	1.518617392	1.518617392	1.518617392	1.518617392	0	1.518617392	1.10091	1.10091	0.726545	0.726545	2.21654	2.21654	UP	1	0	0
GO:0006605	6	protein targeting	87	89	1	1	1	1	1	1	1	1	1	32	88	18830	0.98952	0.14399	0.14399	1.12	449833	zdhhc15a	ENSDARG00000101039		1.70363	1.70363	1.70363		1.70363		0.845767	0.845767	0.845767		0.845767		7.8617	7.8617	7.8617		7.8617						1.70363	0.845767	7.8617	0	1	0															1	449833	ENSDARG00000101039	1.70363	1.70363		0.845767	0.845767		7.8617	7.8617		1.70363	0.845767	7.8617	0						"Exp 2,1(1)"	1.713772774	1.713772774	1.713772774	1.713772774	0	1.713772774	1.70363	1.70363	0.845767	0.845767	7.8617	7.8617	DOWN	0	1	0
GO:0006612	6	protein targeting to membrane	47	49	1	1	1	1	1	1	1	1	1	32	48	18870	0.99671	0.081954	0.081954	2.04	449833	zdhhc15a	ENSDARG00000101039		1.70363	1.70363	1.70363		1.70363		0.845767	0.845767	0.845767		0.845767		7.8617	7.8617	7.8617		7.8617						1.70363	0.845767	7.8617	0	1	0															1	449833	ENSDARG00000101039	1.70363	1.70363		0.845767	0.845767		7.8617	7.8617		1.70363	0.845767	7.8617	0						"Exp 2,1(1)"	1.713772774	1.713772774	1.713772774	1.713772774	0	1.713772774	1.70363	1.70363	0.845767	0.845767	7.8617	7.8617	DOWN	0	1	0
