GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0005938	4	cell cortex	74	80	1	1	1	0	0	0	0	0	0	33	80	18838	0.8696	1	1	0																														0	0	0															0															0																						
GO:0005975	4	carbohydrate metabolic process	319	333	2	2	2	2	2	2	2	2	2	31	331	18587	0.98012	0.11396	0.11396	0.6	100003900;555134	chia.6;st8sia2	ENSDARG00000116259;ENSDARG00000018788		0.67825406	0.67825406	0.00977812	0.94536774	0.789344155	0.932222155	0.35805294	0.35805294	0.00279688	0.502407938	0.417090861	0.495421824	2.15583725	2.15583725	0.0495945	2.978677063	2.505861378	2.93725778					1.34673;0.00977812	0.713309;0.00279688	4.26208;0.0495945	1	1	1	555134	ENSDARG00000018788	0.00977812	0.00977812		0.00279688	0.00279688		0.0495945	0.0495945		0.00977812	0.00279688	0.0495945	1	100003900	ENSDARG00000116259	1.34673	1.34673		0.713309	0.713309		4.26208	4.26208		1.34673	0.713309	4.26208	0						"Exp 2,1(0.5);Exp 4,1(0.5)"	1.715704024	3.43415904	1.648364305	1.785794735	0.097177989	1.71707952	-0.631958782	1.988466902	-0.338248938	1.054354818	-1.97239854	6.28407304	CONFLICT	0.5	0.5	0
GO:0006022	5	aminoglycan metabolic process	66	73	1	0	0	1	0	0	1	0	0	33	73	18845	0.88032	1	1	0																														0	0	0															0															0																						
GO:0006023	6	aminoglycan biosynthetic process	38	41	1	0	0	1	0	0	1	0	0	33	41	18877	0.93097	1	1	0																														0	0	0															0															0																						
GO:0006024	7	glycosaminoglycan biosynthetic process	25	27	1	0	0	1	0	0	1	0	0	33	27	18891	0.954	1	1	0																														0	0	0															0															0																						
GO:0006029	6	proteoglycan metabolic process	42	45	1	0	0	1	0	0	1	0	0	33	45	18873	0.92448	1	1	0																														0	0	0															0															0																						
GO:0006066	4	alcohol metabolic process	158	163	2	2	1	1	1	0	2	0	0	33	163	18755	0.75178	1	1	0																														0	0	0															0															0																						
GO:0006082	4	organic acid metabolic process	528	544	2	2	1	2	2	2	2	1	1	32	543	18375	0.75548	0.61786	0.61786	0.18	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619						1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						"Exp 2,1(1)"	1.631037951	1.631037951	1.631037951	1.631037951	0	1.631037951	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0	1	0
GO:0006139	4	nucleobase-containing compound metabolic process	1559	1635	10	8	5	8	8	5	9	3	3	30	1632	17286	0.68323	0.55086	0.7602	0.18	100004662;553692;393113	zgc:174357;dph3;upp2	ENSDARG00000110460;ENSDARG00000043360;ENSDARG00000036833		0.896159759	1.17298	4.93E-05	0.794721287	1.192667762	0.715233605	0.566389587	0.769009	3.08E-05	0.497052969	0.737382306	0.439163667	2.144681802	2.42018	6.25E-04	2.020443865	3.083522662	1.914999676					1.51545;1.17298;4.92755E-5	0.930129;0.769009;3.07599E-5	4.01324;2.42018;6.25406E-4	3	0	3	100004662;553692;393113	ENSDARG00000110460;ENSDARG00000043360;ENSDARG00000036833	0.896159759	1.17298	0.794721287	0.566389587	0.769009	0.497052969	2.144681802	2.42018	2.020443865	1.51545;1.17298;4.92755E-5	0.930129;0.769009;3.07599E-5	4.01324;2.42018;6.25406E-4	0															0						"Exp 4,1(0.34);Linear,2(0.67)"	1.841125997	5.600893378	1.552957535	2.302708864	0.389418508	1.745226979	-0.003152037	1.795471554	0.003921202	1.128857971	-0.141665665	4.431029269	UP	1	0	0
GO:0006206	6	pyrimidine nucleobase metabolic process	17	17	1	1	0	1	1	1	1	0	0	33	17	18901	0.97079	1	1	0																														0	0	0															0															0																						
GO:0006208	7	pyrimidine nucleobase catabolic process	10	10	1	1	0	1	1	1	1	0	0	33	10	18908	0.98272	1	1	0																														0	0	0															0															0																						
GO:0006210	8	thymine catabolic process	3	3	1	1	0	1	1	1	1	0	0	33	3	18915	0.99478	1	1	0																														0	0	0															0															0																						
GO:0006212	8	uracil catabolic process	2	2	1	1	0	1	1	1	1	0	0	33	2	18916	0.99652	1	1	0																														0	0	0															0															0																						
GO:0006220	6	pyrimidine nucleotide metabolic process	30	31	1	1	1	1	1	1	1	1	1	32	30	18888	0.99868	0.052635	0.052635	3.23	393113	upp2	ENSDARG00000036833		4.93E-05	4.93E-05	4.93E-05		4.93E-05		3.08E-05	3.08E-05	3.08E-05		3.08E-05		6.25E-04	6.25E-04	6.25E-04		6.25E-04						4.93E-05	3.08E-05	6.25E-04	1	0	1	393113	ENSDARG00000036833	4.93E-05	4.93E-05		3.08E-05	3.08E-05		6.25E-04	6.25E-04		4.93E-05	3.08E-05	6.25E-04	0															0						"Exp 4,1(1)"	1.552957535	1.552957535	1.552957535	1.552957535	0	1.552957535	4.93E-05	4.93E-05	3.08E-05	3.08E-05	6.25E-04	6.25E-04	UP	1	0	0
GO:0006221	7	pyrimidine nucleotide biosynthetic process	28	29	1	1	1	1	1	1	1	1	1	32	28	18890	0.99884	0.049322	0.049322	3.45	393113	upp2	ENSDARG00000036833		4.93E-05	4.93E-05	4.93E-05		4.93E-05		3.08E-05	3.08E-05	3.08E-05		3.08E-05		6.25E-04	6.25E-04	6.25E-04		6.25E-04						4.93E-05	3.08E-05	6.25E-04	1	0	1	393113	ENSDARG00000036833	4.93E-05	4.93E-05		3.08E-05	3.08E-05		6.25E-04	6.25E-04		4.93E-05	3.08E-05	6.25E-04	0															0						"Exp 4,1(1)"	1.552957535	1.552957535	1.552957535	1.552957535	0	1.552957535	4.93E-05	4.93E-05	3.08E-05	3.08E-05	6.25E-04	6.25E-04	UP	1	0	0
GO:0006222	9	UMP biosynthetic process	11	11	1	1	1	1	1	1	1	1	1	32	10	18908	0.99984	0.018994	0.018994	9.09	393113	upp2	ENSDARG00000036833		4.93E-05	4.93E-05	4.93E-05		4.93E-05		3.08E-05	3.08E-05	3.08E-05		3.08E-05		6.25E-04	6.25E-04	6.25E-04		6.25E-04		0	4.93E-05			4.93E-05	3.08E-05	6.25E-04	1	0	1	393113	ENSDARG00000036833	4.93E-05	4.93E-05		3.08E-05	3.08E-05		6.25E-04	6.25E-04		4.93E-05	3.08E-05	6.25E-04	0															0						"Exp 4,1(1)"	1.552957535	1.552957535	1.552957535	1.552957535	0	1.552957535	4.93E-05	4.93E-05	3.08E-05	3.08E-05	6.25E-04	6.25E-04	UP	1	0	0
GO:0006259	5	DNA metabolic process	370	393	4	3	1	2	3	1	3	0	0	33	393	18525	0.50051	1	1	0																														0	0	0															0															0																						
GO:0006260	6	DNA replication	85	88	1	1	0	1	1	1	1	0	0	33	88	18830	0.85751	1	1	0																														0	0	0															0															0																						
GO:0006270	6	DNA replication initiation	20	21	1	1	0	1	1	1	1	0	0	33	21	18897	0.96404	1	1	0																														0	0	0															0															0																						
GO:0006275	8	regulation of DNA replication	22	23	1	1	0	1	1	1	1	0	0	33	23	18895	0.96068	1	1	0																														0	0	0															0															0																						
GO:0006308	6	DNA catabolic process	12	13	1	1	1	0	1	0	1	0	0	33	13	18905	0.97759	1	1	0																														0	0	0															0															0																						
GO:0006310	6	DNA recombination	104	117	1	1	0	0	1	0	0	0	0	33	117	18801	0.81502	1	1	0																														0	0	0															0															0																						
GO:0006313	7	"transposition, DNA-mediated"	2	2	1	1	0	0	1	0	0	0	0	33	2	18916	0.99652	1	1	0																														0	0	0															0															0																						
GO:0006323	8	DNA packaging	18	32	2	0	0	2	0	0	2	0	0	33	32	18886	0.94571	1	1	0																														0	0	0															0															0																						
GO:0006355	7	"regulation of transcription, DNA-templated"	1969	2119	10	8	4	10	8	7	10	3	3	30	2116	16802	0.48759	0.73005	1	0.14	100003863;322473;58051	prox2;lpar5a;hoxa1a	ENSDARG00000041952;ENSDARG00000010384;ENSDARG00000104307		1.674536667	1.7904	1.2345	0.395060078	1.501377068	0.364421822	0.91437	0.900786	0.799884	0.121847228	0.899674808	0.140834627	7.82021	6.22143	2.6494	6.128650843	4.867765061	3.903778089					1.99871;1.2345;1.7904	0.900786;0.799884;1.04244	14.5898;2.6494;6.22143	1	2	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	2	100003863;322473	ENSDARG00000041952;ENSDARG00000010384	1.616605	1.616605	0.540378073	0.850335	0.850335	0.071348488	8.6196	8.6196	8.44313781	1.99871;1.2345	0.900786;0.799884	14.5898;2.6494	0						"Exp 2,1(0.34);Linear,2(0.67)"	1.798851333	5.401379228	1.699525237	1.881740689	0.09268395	1.820113301	1.227484104	2.121589229	0.776486881	1.052253119	0.884988701	14.7554313	DOWN	0.333333333	0.666666667	0
GO:0006357	8	regulation of transcription by RNA polymerase II	1533	1639	8	7	3	8	7	6	8	2	2	31	1637	17281	0.44742	0.79184	1	0.12	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0006364	9	rRNA processing	147	147	1	1	1	1	1	0	1	0	0	33	147	18771	0.77322	1	1	0																														0	0	0															0															0																						
GO:0006396	7	RNA processing	564	581	3	3	3	3	3	2	3	2	2	31	579	18339	0.92059	0.26858	0.26858	0.34	100004662;553692	zgc:174357;dph3	ENSDARG00000110460;ENSDARG00000043360		1.344215	1.344215	1.17298	0.242162859	1.469322703	0.16534502	0.849569	0.849569	0.769009	0.113929045	0.908427741	0.077788973	3.21671	3.21671	2.42018	1.126463529	3.798670691	0.769131713					1.51545;1.17298	0.930129;0.769009	4.01324;2.42018	2	0	2	100004662;553692	ENSDARG00000110460;ENSDARG00000043360	1.344215	1.344215	0.242162859	0.849569	0.849569	0.113929045	3.21671	3.21671	1.126463529	1.51545;1.17298	0.930129;0.769009	4.01324;2.42018	0															0						"Linear,2(1)"	2.004681929	4.047935843	1.745226979	2.302708864	0.394199221	2.023967922	1.0085944	1.6798356	0.6916714	1.0074666	1.6555112	4.7779088	UP	1	0	0
GO:0006397	8	mRNA processing	257	273	1	1	1	1	1	1	1	1	1	32	272	18646	0.91844	0.38075	0.38075	0.37	100004662	zgc:174357	ENSDARG00000110460		1.51545	1.51545	1.51545		1.51545		0.930129	0.930129	0.930129		0.930129		4.01324	4.01324	4.01324		4.01324						1.51545	0.930129	4.01324	1	0	1	100004662	ENSDARG00000110460	1.51545	1.51545		0.930129	0.930129		4.01324	4.01324		1.51545	0.930129	4.01324	0															0						"Linear,1(1)"	2.302708864	2.302708864	2.302708864	2.302708864	0	2.302708864	1.51545	1.51545	0.930129	0.930129	4.01324	4.01324	UP	1	0	0
GO:0006399	8	tRNA metabolic process	148	149	1	1	1	1	1	1	1	1	1	32	148	18770	0.97235	0.22949	0.22949	0.67	553692	dph3	ENSDARG00000043360		1.17298	1.17298	1.17298		1.17298		0.769009	0.769009	0.769009		0.769009		2.42018	2.42018	2.42018		2.42018						1.17298	0.769009	2.42018	1	0	1	553692	ENSDARG00000043360	1.17298	1.17298		0.769009	0.769009		2.42018	2.42018		1.17298	0.769009	2.42018	0															0						"Linear,1(1)"	1.745226979	1.745226979	1.745226979	1.745226979	0	1.745226979	1.17298	1.17298	0.769009	0.769009	2.42018	2.42018	UP	1	0	0
GO:0006400	8	tRNA modification	62	62	1	1	1	1	1	1	1	1	1	32	61	18857	0.99479	0.10258	0.10258	1.61	553692	dph3	ENSDARG00000043360		1.17298	1.17298	1.17298		1.17298		0.769009	0.769009	0.769009		0.769009		2.42018	2.42018	2.42018		2.42018						1.17298	0.769009	2.42018	1	0	1	553692	ENSDARG00000043360	1.17298	1.17298		0.769009	0.769009		2.42018	2.42018		1.17298	0.769009	2.42018	0															0						"Linear,1(1)"	1.745226979	1.745226979	1.745226979	1.745226979	0	1.745226979	1.17298	1.17298	0.769009	0.769009	2.42018	2.42018	UP	1	0	0
GO:0006412	6	translation	277	284	2	2	0	2	2	1	2	0	0	33	284	18634	0.60732	1	1	0																														0	0	0															0															0																						
GO:0006414	6	translational elongation	33	35	1	1	0	1	1	1	1	0	0	33	35	18883	0.94077	1	1	0																														0	0	0															0															0																						
GO:0006417	7	regulation of translation	132	145	2	2	2	2	2	2	2	2	2	31	143	18775	0.99798	0.026292	0.026292	1.38	553692;407729	dph3;caprin2	ENSDARG00000043360;ENSDARG00000020749		0.58801797	0.58801797	0.00305594	0.827261236	0.129417892	0.5135495	0.384874724	0.384874724	7.40E-04	0.543247903	0.083720119	0.337238924	1.2232049	1.2232049	0.0262298	1.69277842	0.284797197	1.050847633					1.17298;0.00305594	0.769009;7.40448E-4	2.42018;0.0262298	2	0	2	553692;407729	ENSDARG00000043360;ENSDARG00000020749	0.58801797	0.58801797	0.827261236	0.384874724	0.384874724	0.543247903	1.2232049	1.2232049	1.69277842	1.17298;0.00305594	0.769009;7.40448E-4	2.42018;0.0262298	0															0						"Exp 4,1(0.5);Linear,1(0.5)"	2.018772527	4.080420375	1.745226979	2.335193396	0.417169254	2.040210187	-0.558507609	1.734543549	-0.368028457	1.137777905	-1.122866296	3.569276096	UP	1	0	0
GO:0006448	8	regulation of translational elongation	9	10	1	1	1	1	1	1	1	1	1	32	9	18909	0.99987	0.017282	0.017282	10	553692	dph3	ENSDARG00000043360		1.17298	1.17298	1.17298		1.17298		0.769009	0.769009	0.769009		0.769009		2.42018	2.42018	2.42018		2.42018		0	1.17298	0	1.17298	1.17298	0.769009	2.42018	1	0	1	553692	ENSDARG00000043360	1.17298	1.17298		0.769009	0.769009		2.42018	2.42018		1.17298	0.769009	2.42018	0															0						"Linear,1(1)"	1.745226979	1.745226979	1.745226979	1.745226979	0	1.745226979	1.17298	1.17298	0.769009	0.769009	2.42018	2.42018	UP	1	0	0
GO:0006464	6	cellular protein modification process	1915	2059	17	9	6	16	9	6	17	4	4	29	2055	16863	0.71424	0.48893	0.77782	0.19	100004662;555962;555134;553692	zgc:174357;tgm1l4;st8sia2;dph3	ENSDARG00000110460;ENSDARG00000101407;ENSDARG00000018788;ENSDARG00000043360		1.08738453	1.344215	0.00977812	0.746064497	1.156150593	0.729036476	0.69373872	0.849569	0.00279688	0.47707473	0.719370901	0.45526373	2.650423625	3.21671	0.0495945	1.900032414	2.979209878	1.908503815					1.51545;1.65133;0.00977812;1.17298	0.930129;1.07302;0.00279688;0.769009	4.01324;4.11868;0.0495945;2.42018	4	0	4	100004662;555962;555134;553692	ENSDARG00000110460;ENSDARG00000101407;ENSDARG00000018788;ENSDARG00000043360	1.08738453	1.344215	0.746064497	0.69373872	0.849569	0.47707473	2.650423625	3.21671	1.900032414	1.51545;1.65133;0.00977812;1.17298	0.930129;1.07302;0.00279688;0.769009	4.01324;4.11868;0.0495945;2.42018	0															0						"Exp 2,1(0.25);Exp 4,1(0.25);Linear,2(0.5)"	1.821079387	7.366204262	1.532473683	2.302708864	0.326895723	1.765510857	0.356241323	1.818527737	0.226205484	1.161271956	0.78839186	4.51245539	UP	1	0	0
GO:0006468	7	protein phosphorylation	589	659	2	1	1	1	1	0	2	0	0	33	659	18259	0.31069	1	0.62998	0																														0	0	0															0															0																						
GO:0006470	7	protein dephosphorylation	130	136	2	0	0	2	0	0	2	0	0	33	136	18782	0.7883	1	1	0																														0	0	0															0															0																						
GO:0006486	6	protein glycosylation	168	181	2	1	1	2	1	1	2	1	1	32	180	18738	0.96053	0.27164	0.27164	0.55	555134	st8sia2	ENSDARG00000018788		0.00977812	0.00977812	0.00977812		0.00977812		0.00279688	0.00279688	0.00279688		0.00279688		0.0495945	0.0495945	0.0495945		0.0495945						0.00977812	0.00279688	0.0495945	1	0	1	555134	ENSDARG00000018788	0.00977812	0.00977812		0.00279688	0.00279688		0.0495945	0.0495945		0.00977812	0.00279688	0.0495945	0															0						"Exp 4,1(1)"	1.785794735	1.785794735	1.785794735	1.785794735	0	1.785794735	0.00977812	0.00977812	0.00279688	0.00279688	0.0495945	0.0495945	UP	1	0	0
GO:0006491	6	N-glycan processing	18	18	1	1	1	1	1	1	1	1	1	32	17	18901	0.99956	0.030898	0.030898	5.56	555134	st8sia2	ENSDARG00000018788		0.00977812	0.00977812	0.00977812		0.00977812		0.00279688	0.00279688	0.00279688		0.00279688		0.0495945	0.0495945	0.0495945		0.0495945		0	0.00977812			0.00977812	0.00279688	0.0495945	1	0	1	555134	ENSDARG00000018788	0.00977812	0.00977812		0.00279688	0.00279688		0.0495945	0.0495945		0.00977812	0.00279688	0.0495945	0															0						"Exp 4,1(1)"	1.785794735	1.785794735	1.785794735	1.785794735	0	1.785794735	0.00977812	0.00977812	0.00279688	0.00279688	0.0495945	0.0495945	UP	1	0	0
GO:0006508	5	proteolysis	822	904	10	5	4	8	4	3	10	2	2	31	902	18016	0.79289	0.47141	0.67043	0.22	560703;555435	mmel1;adgb	ENSDARG00000105389;ENSDARG00000005595		0.8048395	0.8048395	0.226609	0.817741415	0.523749513	0.714617283	0.44423	0.44423	0.113204	0.468141459	0.283311311	0.409104848	2.97441	2.97441	1.86229	1.572775187	2.433785117	1.374434888					1.38307;0.226609	0.775256;0.113204	4.08653;1.86229	1	1	1	555435	ENSDARG00000005595	0.226609	0.226609		0.113204	0.113204		1.86229	1.86229		0.226609	0.113204	1.86229	1	560703	ENSDARG00000105389	1.38307	1.38307		0.775256	0.775256		4.08653	4.08653		1.38307	0.775256	4.08653	0						"Exp 2,1(0.5);Poly 2,1(0.5)"	1.557145291	3.11441648	1.543206573	1.571209908	0.019801348	1.55720824	-0.32849228	1.93817128	-0.20458096	1.09304096	0.7946548	5.1541652	CONFLICT	0.5	0.5	0
GO:0006511	8	ubiquitin-dependent protein catabolic process	351	366	3	1	0	3	1	1	3	0	0	33	366	18552	0.52513	1	1	0																														0	0	0															0															0																						
GO:0006518	5	peptide metabolic process	355	369	3	3	1	3	3	2	3	1	1	32	368	18550	0.86522	0.47766	0.47766	0.27	553169	gstp2	ENSDARG00000103019		1.80018	1.80018	1.80018		1.80018		0.67419	0.67419	0.67419		0.67419		12.903	12.903	12.903		12.903						1.80018	0.67419	12.903	0	1	0															1	553169	ENSDARG00000103019	1.80018	1.80018		0.67419	0.67419		12.903	12.903		1.80018	0.67419	12.903	0						"Exp 2,1(1)"	2.511624813	2.511624813	2.511624813	2.511624813	0	2.511624813	1.80018	1.80018	0.67419	0.67419	12.903	12.903	DOWN	0	1	0
GO:0006520	6	cellular amino acid metabolic process	201	210	1	1	1	1	1	1	1	1	1	32	209	18709	0.94845	0.30791	0.30791	0.48	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619						1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						"Exp 2,1(1)"	1.631037951	1.631037951	1.631037951	1.631037951	0	1.631037951	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0	1	0
GO:0006536	7	glutamate metabolic process	17	17	1	1	1	1	1	1	1	1	1	32	16	18902	0.99961	0.029206	0.029206	5.88	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619		0	1.03994			1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						"Exp 2,1(1)"	1.631037951	1.631037951	1.631037951	1.631037951	0	1.631037951	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0	1	0
GO:0006547	7	histidine metabolic process	5	5	1	1	1	1	1	1	1	1	1	32	4	18914	0.99997	0.0086773	0.0086773	20	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619		0	1.03994	0	1.03994	1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						"Exp 2,1(1)"	1.631037951	1.631037951	1.631037951	1.631037951	0	1.631037951	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0	1	0
GO:0006548	7	histidine catabolic process	5	5	1	1	1	1	1	1	1	1	1	32	4	18914	0.99997	0.0086773	0.0086773	20	402826	amdhd1	ENSDARG00000007366		1.03994	1.03994	1.03994		1.03994		0.617213	0.617213	0.617213		0.617213		2.4619	2.4619	2.4619		2.4619		0	1.03994	0	1.03994	1.03994	0.617213	2.4619	0	1	0															1	402826	ENSDARG00000007366	1.03994	1.03994		0.617213	0.617213		2.4619	2.4619		1.03994	0.617213	2.4619	0						"Exp 2,1(1)"	1.631037951	1.631037951	1.631037951	1.631037951	0	1.631037951	1.03994	1.03994	0.617213	0.617213	2.4619	2.4619	DOWN	0	1	0
GO:0006575	4	cellular modified amino acid metabolic process	99	104	1	1	1	1	1	1	1	1	1	32	103	18815	0.9859	0.16619	0.16619	0.96	553169	gstp2	ENSDARG00000103019		1.80018	1.80018	1.80018		1.80018		0.67419	0.67419	0.67419		0.67419		12.903	12.903	12.903		12.903						1.80018	0.67419	12.903	0	1	0															1	553169	ENSDARG00000103019	1.80018	1.80018		0.67419	0.67419		12.903	12.903		1.80018	0.67419	12.903	0						"Exp 2,1(1)"	2.511624813	2.511624813	2.511624813	2.511624813	0	2.511624813	1.80018	1.80018	0.67419	0.67419	12.903	12.903	DOWN	0	1	0
GO:0006629	4	lipid metabolic process	705	743	5	5	3	2	4	1	5	0	0	33	743	18175	0.26687	1	0.64	0																														0	0	0															0															0																						
GO:0006638	5	neutral lipid metabolic process	44	44	1	1	1	0	1	0	1	0	0	33	44	18874	0.9261	1	1	0																														0	0	0															0															0																						
GO:0006639	6	acylglycerol metabolic process	44	44	1	1	1	0	1	0	1	0	0	33	44	18874	0.9261	1	1	0																														0	0	0															0															0																						
GO:0006641	7	triglyceride metabolic process	29	29	1	1	1	0	1	0	1	0	0	33	29	18889	0.95068	1	1	0																														0	0	0															0															0																						
GO:0006643	5	membrane lipid metabolic process	134	136	1	1	1	0	1	0	1	0	0	33	136	18782	0.7883	1	1	0																														0	0	0															0															0																						
GO:0006665	5	sphingolipid metabolic process	98	100	1	1	1	0	1	0	1	0	0	33	100	18818	0.83967	1	1	0																														0	0	0															0															0																						
GO:0006672	6	ceramide metabolic process	62	64	1	1	1	0	1	0	1	0	0	33	64	18854	0.89429	1	1	0																														0	0	0															0															0																						
GO:0006690	7	icosanoid metabolic process	23	24	1	1	0	1	1	1	1	0	0	33	24	18894	0.95901	1	1	0																														0	0	0															0															0																						
GO:0006691	8	leukotriene metabolic process	5	5	1	1	0	1	1	1	1	0	0	33	5	18913	0.99132	1	1	0																														0	0	0															0															0																						
GO:0006694	6	steroid biosynthetic process	58	64	1	1	0	1	0	0	1	0	0	33	64	18854	0.89429	1	1	0																														0	0	0															0															0																						
GO:0006695	7	cholesterol biosynthetic process	20	20	1	1	0	1	0	0	1	0	0	33	20	18898	0.96573	1	1	0																														0	0	0															0															0																						
GO:0006725	4	cellular aromatic compound metabolic process	1667	1749	11	9	6	9	9	6	10	4	4	29	1745	17173	0.81591	0.36331	0.5414	0.23	100004662;553692;393113;327588	zgc:174357;dph3;upp2;hpxa	ENSDARG00000110460;ENSDARG00000043360;ENSDARG00000036833;ENSDARG00000012609		0.978352319	1.198955	4.93E-05	0.669385602	1.207296139	0.498882656	0.62357669	0.7820735	3.08E-05	0.4216506	0.763569951	0.307904525	2.261618851	2.516305	6.25E-04	1.666181073	2.869919351	1.362001246					1.51545;1.17298;4.92755E-5;1.22493	0.930129;0.769009;3.07599E-5;0.795138	4.01324;2.42018;6.25406E-4;2.61243	4	0	4	100004662;553692;393113;327588	ENSDARG00000110460;ENSDARG00000043360;ENSDARG00000036833;ENSDARG00000012609	0.978352319	1.198955	0.669385602	0.62357669	0.7820735	0.4216506	2.261618851	2.516305	1.666181073	1.51545;1.17298;4.92755E-5;1.22493	0.930129;0.769009;3.07599E-5;0.795138	4.01324;2.42018;6.25406E-4;2.61243	0															0						"Exp 4,1(0.25);Linear,3(0.75)"	1.945322266	7.895539403	1.552957535	2.302708864	0.383178457	2.019936502	0.322354429	1.634350208	0.210359102	1.036794278	0.6287614	3.894476303	UP	1	0	0
