Identifier,DES-CC-B
ENSDARG00000074505,0
ENSDARG00000100529,3
ENSDARG00000099596,2
ENSDARG00000086326,0
ENSDARG00000013828,3
ENSDARG00000030402,4
ENSDARG00000092160,0
ENSDARG00000028222,0
ENSDARG00000011870,2
ENSDARG00000005186,13
ENSDARG00000024416,12
ENSDARG00000114159,0
ENSDARG00000076659,11
ENSDARG00000101218,0
ENSDARG00000026762,0
ENSDARG00000078912,2
ENSDARG00000067717,33
ENSDARG00000102318,0
ENSDARG00000075271,1
ENSDARG00000077516,2
ENSDARG00000110186,1
ENSDARG00000099500,0
ENSDARG00000100060,2
ENSDARG00000101259,5
ENSDARG00000096274,0
ENSDARG00000063627,10
ENSDARG00000035695,1
ENSDARG00000008818,2
ENSDARG00000078522,21
ENSDARG00000092300,0
ENSDARG00000014222,29
ENSDARG00000035694,93
ENSDARG00000092099,19
ENSDARG00000071224,44
ENSDARG00000071223,1
ENSDARG00000059254,0
ENSDARG00000092749,0
ENSDARG00000094796,0
ENSDARG00000018327,0
ENSDARG00000094882,0
ENSDARG00000063613,0
ENSDARG00000095424,0
ENSDARG00000071216,0
ENSDARG00000036912,0
ENSDARG00000103658,28
ENSDARG00000071205,0
ENSDARG00000095731,0
ENSDARG00000089878,4
ENSDARG00000089204,33
ENSDARG00000112881,0
ENSDARG00000099249,0
ENSDARG00000100539,0
ENSDARG00000103618,0
ENSDARG00000100450,0
ENSDARG00000102992,3
ENSDARG00000102913,0
ENSDARG00000105283,0
ENSDARG00000100046,0
ENSDARG00000101034,0
ENSDARG00000104403,0
ENSDARG00000101222,3
ENSDARG00000100698,1
ENSDARG00000098228,22
ENSDARG00000089402,0
ENSDARG00000102533,3
ENSDARG00000103395,0
ENSDARG00000101490,0
ENSDARG00000104701,17
ENSDARG00000113654,0
ENSDARG00000103765,0
ENSDARG00000101216,16
ENSDARG00000099509,1
ENSDARG00000102143,0
ENSDARG00000102018,2
ENSDARG00000105241,2
ENSDARG00000100909,0
ENSDARG00000104315,3
ENSDARG00000099049,0
ENSDARG00000099118,0
ENSDARG00000116004,0
ENSDARG00000103106,2
ENSDARG00000104563,0
ENSDARG00000112306,0
ENSDARG00000090098,0
ENSDARG00000116478,0
ENSDARG00000079654,0
ENSDARG00000084932,0
ENSDARG00000079310,0
ENSDARG00000075567,0
ENSDARG00000063726,12
ENSDARG00000076280,20
ENSDARG00000017809,0
ENSDARG00000011076,11
ENSDARG00000063535,45
ENSDARG00000014287,21
ENSDARG00000097492,0
ENSDARG00000025012,6
ENSDARG00000002696,161
ENSDARG00000075545,6
ENSDARG00000000503,49
ENSDARG00000001572,0
ENSDARG00000092359,5
ENSDARG00000059109,11
ENSDARG00000023082,120
ENSDARG00000090268,1010
ENSDARG00000036834,192
ENSDARG00000036832,658
ENSDARG00000092947,1203
ENSDARG00000094041,338
ENSDARG00000036830,763
ENSDARG00000110208,0
ENSDARG00000012688,159
ENSDARG00000096336,0
ENSDARG00000059067,0
ENSDARG00000006712,3
ENSDARG00000109567,0
ENSDARG00000059056,0
ENSDARG00000078547,0
ENSDARG00000059054,25
ENSDARG00000059049,15
ENSDARG00000092388,0
ENSDARG00000079372,5
ENSDARG00000110796,0
ENSDARG00000078151,0
ENSDARG00000110380,0
ENSDARG00000111980,0
ENSDARG00000029501,2
ENSDARG00000071150,9
ENSDARG00000111117,0
ENSDARG00000063417,10
ENSDARG00000036816,5
ENSDARG00000018259,54
ENSDARG00000063390,0
ENSDARG00000084373,0
ENSDARG00000040036,0
ENSDARG00000086931,1
ENSDARG00000099070,0
ENSDARG00000076134,3
ENSDARG00000087674,3
ENSDARG00000071097,0
ENSDARG00000089503,0
ENSDARG00000089953,0
ENSDARG00000001710,12
ENSDARG00000001015,12
ENSDARG00000001558,6
ENSDARG00000003251,0
ENSDARG00000000729,8
ENSDARG00000110523,0
ENSDARG00000079402,1
ENSDARG00000092731,0
ENSDARG00000045011,0
ENSDARG00000075963,0
ENSDARG00000001303,0
ENSDARG00000001656,1
ENSDARG00000031885,1
ENSDARG00000000656,1
ENSDARG00000036787,1
ENSDARG00000022280,31
ENSDARG00000001169,1
ENSDARG00000012422,129
ENSDARG00000109804,0
ENSDARG00000093755,0
ENSDARG00000078954,8
ENSDARG00000016721,60
ENSDARG00000008946,3
ENSDARG00000063319,0
ENSDARG00000107337,0
ENSDARG00000063310,10
ENSDARG00000058806,5
ENSDARG00000058800,4
ENSDARG00000018574,23
ENSDARG00000007943,4
ENSDARG00000071026,39
ENSDARG00000004866,17
ENSDARG00000106283,0
ENSDARG00000063258,3
ENSDARG00000112968,0
ENSDARG00000019222,29
ENSDARG00000095692,0
ENSDARG00000063252,10
ENSDARG00000063249,4
ENSDARG00000063244,2
ENSDARG00000071015,17
ENSDARG00000095056,0
ENSDARG00000096369,0
ENSDARG00000093628,61
ENSDARG00000071014,18
ENSDARG00000036773,10
ENSDARG00000036772,8
ENSDARG00000058690,5
ENSDARG00000036767,3
ENSDARG00000058685,0
ENSDARG00000071010,1
ENSDARG00000063219,30
ENSDARG00000036764,10
ENSDARG00000058678,0
ENSDARG00000019299,6
ENSDARG00000083576,0
ENSDARG00000007971,14
ENSDARG00000071001,0
ENSDARG00000092878,1
ENSDARG00000091951,0
ENSDARG00000058672,0
ENSDARG00000092728,0
ENSDARG00000094886,0
ENSDARG00000086613,0
ENSDARG00000105592,11
ENSDARG00000075958,3
ENSDARG00000014675,4
ENSDARG00000107213,0
ENSDARG00000030326,7
ENSDARG00000037425,42
ENSDARG00000058650,9
ENSDARG00000058649,0
ENSDARG00000033804,5
ENSDARG00000037427,0
ENSDARG00000023298,655
ENSDARG00000013704,0
ENSDARG00000103224,0
ENSDARG00000034668,20
ENSDARG00000106113,0
ENSDARG00000058089,4
ENSDARG00000058094,19
ENSDARG00000070985,13
ENSDARG00000030449,3
ENSDARG00000104154,0
ENSDARG00000016765,6
ENSDARG00000062900,0
ENSDARG00000094631,0
ENSDARG00000070981,32
ENSDARG00000036412,0
ENSDARG00000041243,9
ENSDARG00000062954,10
ENSDARG00000070972,15
ENSDARG00000027192,0
ENSDARG00000036438,104
ENSDARG00000062962,14
ENSDARG00000097956,0
ENSDARG00000070964,0
ENSDARG00000079901,0
ENSDARG00000070960,8
ENSDARG00000117353,0
ENSDARG00000080038,0
ENSDARG00000081044,0
ENSDARG00000070959,71
ENSDARG00000031283,22
ENSDARG00000062976,1
ENSDARG00000030716,14
ENSDARG00000070952,2
ENSDARG00000062084,3
ENSDARG00000070950,1
ENSDARG00000094748,0
ENSDARG00000013295,12
ENSDARG00000062995,1
ENSDARG00000094472,0
ENSDARG00000077877,0
ENSDARG00000036457,5
ENSDARG00000020450,3
ENSDARG00000063006,0
ENSDARG00000086207,2
ENSDARG00000107453,0
ENSDARG00000116952,0
ENSDARG00000063014,3
ENSDARG00000036698,49
ENSDARG00000063144,9
ENSDARG00000019842,24
ENSDARG00000011740,25
ENSDARG00000058578,0
ENSDARG00000093684,9
ENSDARG00000009637,38
ENSDARG00000070931,1
ENSDARG00000079847,8
ENSDARG00000020798,4
ENSDARG00000020455,1
ENSDARG00000058557,0
ENSDARG00000077337,0
ENSDARG00000088408,0
ENSDARG00000076574,1
ENSDARG00000063111,0
ENSDARG00000019093,0
ENSDARG00000058547,0
ENSDARG00000036728,0
ENSDARG00000015445,38
ENSDARG00000020228,5
ENSDARG00000106333,0
ENSDARG00000094230,0
ENSDARG00000092259,0
ENSDARG00000096311,0
ENSDARG00000063088,0
ENSDARG00000058535,0
ENSDARG00000087828,0
ENSDARG00000028973,0
ENSDARG00000058502,4
ENSDARG00000063079,1
ENSDARG00000058498,0
ENSDARG00000036722,0
ENSDARG00000063037,1
ENSDARG00000096273,0
ENSDARG00000036721,7
ENSDARG00000101160,6
ENSDARG00000102004,158
ENSDARG00000098513,0
ENSDARG00000104952,0
ENSDARG00000101029,13
ENSDARG00000101295,25
ENSDARG00000100396,1
ENSDARG00000100535,0
ENSDARG00000103322,16
ENSDARG00000101721,0
ENSDARG00000074930,1
ENSDARG00000005162,139
ENSDARG00000096894,0
ENSDARG00000040380,2
ENSDARG00000095458,0
ENSDARG00000034210,3
ENSDARG00000112698,0
ENSDARG00000089983,0
ENSDARG00000005230,76
ENSDARG00000062820,0
ENSDARG00000062828,0
ENSDARG00000101686,0
ENSDARG00000071116,2
ENSDARG00000107753,0
ENSDARG00000087647,26
ENSDARG00000075984,2
ENSDARG00000112922,1
ENSDARG00000035961,2
ENSDARG00000017522,1
ENSDARG00000084173,0
ENSDARG00000075405,5
ENSDARG00000034178,6
ENSDARG00000087145,1
ENSDARG00000075616,24
ENSDARG00000004017,10
ENSDARG00000012040,9
ENSDARG00000106545,0
ENSDARG00000021140,44
ENSDARG00000114781,0
ENSDARG00000113630,0
ENSDARG00000032575,78
ENSDARG00000056307,35
ENSDARG00000061974,3
ENSDARG00000011334,12
ENSDARG00000035987,9
ENSDARG00000035986,19
ENSDARG00000030954,0
ENSDARG00000004280,6
ENSDARG00000070555,1
ENSDARG00000035985,9
ENSDARG00000112380,0
ENSDARG00000070553,5
ENSDARG00000031348,1
ENSDARG00000087198,8
ENSDARG00000089791,9
ENSDARG00000108589,0
ENSDARG00000102690,7
ENSDARG00000100560,3
ENSDARG00000117596,0
ENSDARG00000098845,6
ENSDARG00000105293,22
ENSDARG00000104274,2
ENSDARG00000099283,15
ENSDARG00000103112,0
ENSDARG00000104292,3
ENSDARG00000111201,0
ENSDARG00000098813,12
ENSDARG00000101323,7
ENSDARG00000098075,27
ENSDARG00000100462,0
ENSDARG00000104097,2
ENSDARG00000099609,2
ENSDARG00000103024,0
ENSDARG00000101878,0
ENSDARG00000102756,0
ENSDARG00000104837,38
ENSDARG00000101576,1
ENSDARG00000101891,15
ENSDARG00000105034,0
ENSDARG00000011797,12
ENSDARG00000093404,0
ENSDARG00000113313,0
ENSDARG00000110398,0
ENSDARG00000041660,0
ENSDARG00000015552,23
ENSDARG00000070578,1
ENSDARG00000075928,3
ENSDARG00000056532,9
ENSDARG00000009161,0
ENSDARG00000016999,1
ENSDARG00000056509,1
ENSDARG00000007186,0
ENSDARG00000024619,2
ENSDARG00000035990,12
ENSDARG00000030700,16
ENSDARG00000081580,0
ENSDARG00000081082,0
ENSDARG00000081931,0
ENSDARG00000034215,0
ENSDARG00000080410,0
ENSDARG00000062060,5
ENSDARG00000083417,0
ENSDARG00000092638,6
ENSDARG00000096247,0
ENSDARG00000094436,0
ENSDARG00000117498,0
ENSDARG00000107793,0
ENSDARG00000004169,130
ENSDARG00000056450,2
ENSDARG00000100114,13
ENSDARG00000116649,26
ENSDARG00000117203,0
ENSDARG00000099527,2
ENSDARG00000009285,674
ENSDARG00000009594,13
ENSDARG00000021163,5
ENSDARG00000107952,0
ENSDARG00000034195,37
ENSDARG00000094637,0
ENSDARG00000057986,4
ENSDARG00000004405,5
ENSDARG00000003860,49
ENSDARG00000019810,6
ENSDARG00000104170,0
ENSDARG00000117531,0
ENSDARG00000111897,0
ENSDARG00000096641,0
ENSDARG00000101612,0
ENSDARG00000104089,2
ENSDARG00000105193,0
ENSDARG00000099183,0
ENSDARG00000100572,0
ENSDARG00000100392,532
ENSDARG00000099258,5
ENSDARG00000099289,0
ENSDARG00000116617,58
ENSDARG00000103340,5
ENSDARG00000105009,7
ENSDARG00000098782,5
ENSDARG00000105273,3
ENSDARG00000112208,0
ENSDARG00000113464,0
ENSDARG00000110189,0
ENSDARG00000104542,2
ENSDARG00000102905,0
ENSDARG00000103434,0
ENSDARG00000114702,0
ENSDARG00000104451,18
ENSDARG00000117338,0
ENSDARG00000102973,0
ENSDARG00000098317,2
ENSDARG00000104254,0
ENSDARG00000103318,11
ENSDARG00000098689,1
ENSDARG00000100831,0
ENSDARG00000099793,1
ENSDARG00000098919,6
ENSDARG00000062530,0
ENSDARG00000074216,0
ENSDARG00000036245,1
ENSDARG00000100791,3
ENSDARG00000099002,0
ENSDARG00000102551,0
ENSDARG00000098288,5
ENSDARG00000116588,0
ENSDARG00000102906,7
ENSDARG00000107770,0
ENSDARG00000100087,0
ENSDARG00000099365,0
ENSDARG00000101052,0
ENSDARG00000100312,2
ENSDARG00000101330,0
ENSDARG00000104162,1
ENSDARG00000105013,3
ENSDARG00000099559,0
ENSDARG00000100358,0
ENSDARG00000103862,10
ENSDARG00000102501,1
ENSDARG00000104307,0
ENSDARG00000036227,1
ENSDARG00000095636,0
ENSDARG00000033251,3
ENSDARG00000086762,0
ENSDARG00000029761,6
ENSDARG00000036222,13
ENSDARG00000074359,0
ENSDARG00000027599,0
ENSDARG00000062695,6
ENSDARG00000007863,27
ENSDARG00000096834,0
ENSDARG00000010266,58
ENSDARG00000062688,31
ENSDARG00000062664,1
ENSDARG00000070831,1
ENSDARG00000036214,0
ENSDARG00000036212,7
ENSDARG00000083332,0
ENSDARG00000057649,0
ENSDARG00000062640,0
ENSDARG00000018602,27
ENSDARG00000062634,3
ENSDARG00000003205,3
ENSDARG00000014499,20
ENSDARG00000028431,5
ENSDARG00000036190,10
ENSDARG00000003931,23
ENSDARG00000096358,0
ENSDARG00000083996,0
ENSDARG00000117749,0
ENSDARG00000005026,7
ENSDARG00000096417,0
ENSDARG00000070809,6
ENSDARG00000036186,43
ENSDARG00000111408,0
ENSDARG00000085427,0
ENSDARG00000005522,0
ENSDARG00000096383,0
ENSDARG00000057586,6
ENSDARG00000062521,1
ENSDARG00000036168,0
ENSDARG00000062502,0
ENSDARG00000102035,1
ENSDARG00000070800,2
ENSDARG00000077227,9
ENSDARG00000096359,78
ENSDARG00000062590,234
ENSDARG00000002549,6
ENSDARG00000085290,0
ENSDARG00000036159,0
ENSDARG00000036158,1
ENSDARG00000109130,0
ENSDARG00000091116,9
ENSDARG00000040004,0
ENSDARG00000005510,0
ENSDARG00000002013,7
ENSDARG00000085027,0
ENSDARG00000070774,0
ENSDARG00000094710,0
ENSDARG00000092249,0
ENSDARG00000111332,0
ENSDARG00000116558,0
ENSDARG00000115374,0
ENSDARG00000116021,0
ENSDARG00000114586,0
ENSDARG00000114964,0
ENSDARG00000115706,0
ENSDARG00000110131,0
ENSDARG00000116970,0
ENSDARG00000093154,0
ENSDARG00000113206,0
ENSDARG00000115724,0
ENSDARG00000095442,0
ENSDARG00000092089,0
ENSDARG00000115670,0
ENSDARG00000115246,0
ENSDARG00000114139,0
ENSDARG00000070740,0
ENSDARG00000116095,0
ENSDARG00000094339,0
ENSDARG00000114744,0
ENSDARG00000057227,0
ENSDARG00000057234,11
ENSDARG00000080384,0
ENSDARG00000062382,11
ENSDARG00000045094,0
ENSDARG00000057913,17
ENSDARG00000069150,2
ENSDARG00000069147,0
ENSDARG00000117562,0
ENSDARG00000070705,1
ENSDARG00000070704,5
ENSDARG00000116036,0
ENSDARG00000021444,0
ENSDARG00000113890,0
ENSDARG00000110781,0
ENSDARG00000115439,0
ENSDARG00000109428,0
ENSDARG00000070702,38
ENSDARG00000062352,6
ENSDARG00000094074,0
ENSDARG00000012060,1
ENSDARG00000036109,1
ENSDARG00000036107,52
ENSDARG00000012044,1
ENSDARG00000117416,2
ENSDARG00000098950,0
ENSDARG00000036105,0
ENSDARG00000036104,0
ENSDARG00000057010,2
ENSDARG00000084209,0
ENSDARG00000081895,0
ENSDARG00000016623,18
ENSDARG00000036100,12
ENSDARG00000097873,0
ENSDARG00000078841,0
ENSDARG00000004498,0
ENSDARG00000076820,15
ENSDARG00000039996,0
ENSDARG00000117766,0
ENSDARG00000039997,14
ENSDARG00000101183,0
ENSDARG00000103700,0
ENSDARG00000100012,0
ENSDARG00000062305,0
ENSDARG00000103928,0
ENSDARG00000008503,4
ENSDARG00000076008,0
ENSDARG00000002613,21
ENSDARG00000077084,3
ENSDARG00000092086,0
ENSDARG00000062278,1
ENSDARG00000080225,0
ENSDARG00000036092,21
ENSDARG00000014490,4
ENSDARG00000016375,1
ENSDARG00000007597,6
ENSDARG00000036090,4
ENSDARG00000062268,1
ENSDARG00000055206,2
ENSDARG00000112877,0
ENSDARG00000008859,5
ENSDARG00000031751,1
ENSDARG00000114729,0
ENSDARG00000016811,2
ENSDARG00000056847,2
ENSDARG00000033599,1
ENSDARG00000077776,40
ENSDARG00000031494,21
ENSDARG00000107267,0
ENSDARG00000008832,0
ENSDARG00000092150,0
ENSDARG00000087611,1
ENSDARG00000062208,0
ENSDARG00000062206,4
ENSDARG00000004343,8
ENSDARG00000103949,0
ENSDARG00000070658,1
ENSDARG00000015290,1
ENSDARG00000009511,0
ENSDARG00000016667,2
ENSDARG00000114164,0
ENSDARG00000007136,7
ENSDARG00000036071,0
ENSDARG00000036070,5
ENSDARG00000036069,5
ENSDARG00000036065,9
ENSDARG00000056717,9
ENSDARG00000036063,0
ENSDARG00000091932,6
ENSDARG00000095427,4
ENSDARG00000115154,0
ENSDARG00000116097,0
ENSDARG00000111586,0
ENSDARG00000116175,0
ENSDARG00000004472,0
ENSDARG00000079705,0
ENSDARG00000093704,0
ENSDARG00000087363,0
ENSDARG00000089515,0
ENSDARG00000094497,0
ENSDARG00000092887,0
ENSDARG00000092498,0
ENSDARG00000115108,2
ENSDARG00000094407,0
ENSDARG00000014588,1
ENSDARG00000062114,0
ENSDARG00000020509,3
ENSDARG00000056665,8
ENSDARG00000079276,8
ENSDARG00000070623,11
ENSDARG00000036051,0
ENSDARG00000056594,0
ENSDARG00000085894,0
ENSDARG00000056583,60
ENSDARG00000070607,41
ENSDARG00000011506,5
ENSDARG00000056572,0
ENSDARG00000082818,0
ENSDARG00000096312,0
ENSDARG00000096389,0
ENSDARG00000004588,38
ENSDARG00000095192,2
ENSDARG00000117259,1
ENSDARG00000092592,0
ENSDARG00000108806,0
ENSDARG00000070463,2
ENSDARG00000075323,11
ENSDARG00000005625,9
ENSDARG00000004311,8
ENSDARG00000035895,0
ENSDARG00000082530,0
ENSDARG00000035715,237
ENSDARG00000015427,42
ENSDARG00000017445,69
ENSDARG00000077037,3
ENSDARG00000056213,1
ENSDARG00000044980,4
ENSDARG00000117526,0
ENSDARG00000070475,34
ENSDARG00000070479,1
ENSDARG00000070480,37
ENSDARG00000032651,7
ENSDARG00000007065,8
ENSDARG00000031795,97
ENSDARG00000056165,1
ENSDARG00000077531,4
ENSDARG00000117127,0
ENSDARG00000070491,2
ENSDARG00000080804,0
ENSDARG00000117694,1
ENSDARG00000081497,0
ENSDARG00000035907,18
ENSDARG00000032876,1
ENSDARG00000034956,9
ENSDARG00000035909,8
ENSDARG00000035913,16
ENSDARG00000061804,1
ENSDARG00000117432,0
ENSDARG00000035944,2
ENSDARG00000029058,35
ENSDARG00000035918,14
ENSDARG00000093668,0
ENSDARG00000056021,2
ENSDARG00000095601,0
ENSDARG00000061818,0
ENSDARG00000033182,6
ENSDARG00000094105,0
ENSDARG00000010728,1
ENSDARG00000035949,6
ENSDARG00000056034,1
ENSDARG00000056566,6
ENSDARG00000061723,1
ENSDARG00000035957,4
ENSDARG00000035954,2
ENSDARG00000061728,4
ENSDARG00000093406,93
ENSDARG00000061752,1
ENSDARG00000020278,6
ENSDARG00000070537,24
ENSDARG00000070538,7
ENSDARG00000093430,0
ENSDARG00000077101,4
ENSDARG00000061713,1
ENSDARG00000061718,7
ENSDARG00000055875,2
ENSDARG00000103948,0
ENSDARG00000008920,37
ENSDARG00000017299,83
ENSDARG00000017111,1
ENSDARG00000061687,2
ENSDARG00000091466,0
ENSDARG00000016160,2
ENSDARG00000035879,2
ENSDARG00000035890,21
ENSDARG00000035889,0
ENSDARG00000055798,1
ENSDARG00000035887,3
ENSDARG00000035875,0
ENSDARG00000018397,10
ENSDARG00000110948,0
ENSDARG00000035883,4
ENSDARG00000011312,1
ENSDARG00000035882,56
ENSDARG00000095638,0
ENSDARG00000035871,511
ENSDARG00000035870,28
ENSDARG00000014159,50
ENSDARG00000033367,4
ENSDARG00000035869,57
ENSDARG00000035880,11
ENSDARG00000035868,3
ENSDARG00000031383,0
ENSDARG00000003320,7
ENSDARG00000032859,0
ENSDARG00000110963,7
ENSDARG00000004436,1
ENSDARG00000070419,0
ENSDARG00000076296,5
ENSDARG00000003680,5
ENSDARG00000088316,0
ENSDARG00000102705,5
ENSDARG00000098904,0
ENSDARG00000098753,23
ENSDARG00000107847,0
ENSDARG00000098942,4
ENSDARG00000077407,4
ENSDARG00000082677,0
ENSDARG00000012745,3
ENSDARG00000083005,0
ENSDARG00000055490,1
ENSDARG00000093432,0
ENSDARG00000061042,0
ENSDARG00000017199,2
ENSDARG00000070407,2
ENSDARG00000018162,5
ENSDARG00000054340,0
ENSDARG00000054331,0
ENSDARG00000032849,21
ENSDARG00000093129,0
ENSDARG00000035680,0
ENSDARG00000035679,45
ENSDARG00000070403,0
ENSDARG00000035678,12
ENSDARG00000035677,1
ENSDARG00000028533,11
ENSDARG00000006290,106
ENSDARG00000097137,18
ENSDARG00000060926,0
ENSDARG00000005926,36
ENSDARG00000110453,0
ENSDARG00000060917,4
ENSDARG00000035676,25
ENSDARG00000060893,2
ENSDARG00000045364,7
ENSDARG00000108999,0
ENSDARG00000053906,0
ENSDARG00000001559,1
ENSDARG00000099988,0
ENSDARG00000082439,0
ENSDARG00000091988,6
ENSDARG00000117031,0
ENSDARG00000070362,0
ENSDARG00000023989,12
ENSDARG00000070358,5
ENSDARG00000070357,0
ENSDARG00000108301,0
ENSDARG00000055459,1
ENSDARG00000014591,39
ENSDARG00000092945,8
ENSDARG00000061479,1
ENSDARG00000083712,0
ENSDARG00000111821,0
ENSDARG00000033447,5
ENSDARG00000083868,0
ENSDARG00000082164,0
ENSDARG00000061458,7
ENSDARG00000106996,0
ENSDARG00000061446,1
ENSDARG00000024492,156
ENSDARG00000080276,0
ENSDARG00000111597,0
ENSDARG00000009194,13
ENSDARG00000025667,0
ENSDARG00000117548,0
ENSDARG00000115122,0
ENSDARG00000104900,0
ENSDARG00000101284,0
ENSDARG00000117395,0
ENSDARG00000098945,0
ENSDARG00000108602,0
ENSDARG00000096352,0
ENSDARG00000011564,44
ENSDARG00000035823,0
ENSDARG00000035821,15
ENSDARG00000008075,0
ENSDARG00000116443,0
ENSDARG00000033754,8
ENSDARG00000061377,1
ENSDARG00000091885,0
ENSDARG00000089362,18
ENSDARG00000088641,12
ENSDARG00000070228,7
ENSDARG00000013863,39
ENSDARG00000061365,3
ENSDARG00000096912,0
ENSDARG00000002880,0
ENSDARG00000105268,0
ENSDARG00000028845,0
ENSDARG00000083308,0
ENSDARG00000070215,0
ENSDARG00000061351,1
ENSDARG00000035798,75
ENSDARG00000027009,34
ENSDARG00000034885,5
ENSDARG00000094634,0
ENSDARG00000114312,0
ENSDARG00000020007,602
ENSDARG00000023900,1
ENSDARG00000012138,13
ENSDARG00000061304,1
ENSDARG00000034988,1
ENSDARG00000054848,6
ENSDARG00000099353,0
ENSDARG00000027899,80
ENSDARG00000042291,3
ENSDARG00000101648,0
ENSDARG00000042296,11
ENSDARG00000061268,0
ENSDARG00000099891,0
ENSDARG00000042337,18
ENSDARG00000074910,3
ENSDARG00000078557,0
ENSDARG00000005834,2
ENSDARG00000061231,0
ENSDARG00000019426,3
ENSDARG00000027738,15
ENSDARG00000070151,6
ENSDARG00000089490,0
ENSDARG00000116056,0
ENSDARG00000116110,0
ENSDARG00000113576,0
ENSDARG00000103818,0
ENSDARG00000070150,9
ENSDARG00000095328,3
ENSDARG00000070142,1
ENSDARG00000070141,0
ENSDARG00000054804,41
ENSDARG00000114569,0
ENSDARG00000061191,2
ENSDARG00000061180,7
ENSDARG00000054797,0
ENSDARG00000054778,3
ENSDARG00000054696,43
ENSDARG00000054690,0
ENSDARG00000077664,10
ENSDARG00000103815,0
ENSDARG00000099200,110
ENSDARG00000035665,1
ENSDARG00000095698,2
ENSDARG00000097168,0
ENSDARG00000035663,0
ENSDARG00000070094,1
ENSDARG00000005023,14
ENSDARG00000106315,0
ENSDARG00000018010,15
ENSDARG00000088277,0
ENSDARG00000012135,4
ENSDARG00000114988,0
ENSDARG00000020345,11
ENSDARG00000018000,2
ENSDARG00000096422,0
ENSDARG00000025269,14
ENSDARG00000061081,6
ENSDARG00000083495,0
ENSDARG00000061057,4
ENSDARG00000078997,1
ENSDARG00000023290,196
ENSDARG00000097466,0
ENSDARG00000018936,6
ENSDARG00000023160,9
ENSDARG00000006859,15
ENSDARG00000093585,0
ENSDARG00000099256,11
ENSDARG00000115429,0
ENSDARG00000112530,0
ENSDARG00000020850,1701
ENSDARG00000109996,0
ENSDARG00000100593,0
ENSDARG00000113111,0
ENSDARG00000101785,3
ENSDARG00000030215,113
ENSDARG00000070012,0
ENSDARG00000004378,4
ENSDARG00000092705,0
ENSDARG00000093453,1
ENSDARG00000100839,0
ENSDARG00000035657,0
ENSDARG00000024209,12
ENSDARG00000094860,0
ENSDARG00000096327,0
ENSDARG00000092310,1
ENSDARG00000076609,0
ENSDARG00000060830,5
ENSDARG00000077572,0
ENSDARG00000082166,0
ENSDARG00000035660,0
ENSDARG00000016350,17
ENSDARG00000039980,32
ENSDARG00000086739,0
ENSDARG00000043509,574
ENSDARG00000053803,9
ENSDARG00000102365,8
ENSDARG00000098600,5
ENSDARG00000053656,7
ENSDARG00000060768,4
ENSDARG00000027612,1
ENSDARG00000069984,0
ENSDARG00000096299,0
ENSDARG00000086218,0
ENSDARG00000096278,2
ENSDARG00000013174,1
ENSDARG00000060788,0
ENSDARG00000011146,293
ENSDARG00000096277,0
ENSDARG00000003207,4
ENSDARG00000035655,1
ENSDARG00000077920,0
ENSDARG00000117292,0
ENSDARG00000104082,0
ENSDARG00000106639,0
ENSDARG00000116963,0
ENSDARG00000036116,3
ENSDARG00000105012,8
ENSDARG00000104929,0
ENSDARG00000098980,0
ENSDARG00000098916,1
ENSDARG00000099972,12
ENSDARG00000102114,0
ENSDARG00000098729,0
ENSDARG00000102611,0
ENSDARG00000102995,11
ENSDARG00000104478,14
ENSDARG00000099981,3
ENSDARG00000103203,14
ENSDARG00000100822,0
ENSDARG00000101987,0
ENSDARG00000101317,0
ENSDARG00000104861,4
ENSDARG00000100917,2
ENSDARG00000101115,14
ENSDARG00000099569,0
ENSDARG00000101019,0
ENSDARG00000115661,0
ENSDARG00000033854,1
ENSDARG00000030364,0
ENSDARG00000100195,0
ENSDARG00000096265,0
ENSDARG00000093422,0
ENSDARG00000002731,21
ENSDARG00000113081,0
ENSDARG00000055974,13
ENSDARG00000028012,2
ENSDARG00000107246,0
ENSDARG00000035649,0
ENSDARG00000031511,30
ENSDARG00000113247,0
ENSDARG00000008861,8
ENSDARG00000098544,4
ENSDARG00000098992,9
ENSDARG00000102003,1
ENSDARG00000090720,1
ENSDARG00000077045,10
ENSDARG00000076126,196
ENSDARG00000078069,14
ENSDARG00000081961,0
ENSDARG00000101591,0
ENSDARG00000075321,1
ENSDARG00000043137,3
ENSDARG00000012113,4
ENSDARG00000100854,9
ENSDARG00000117637,2
ENSDARG00000117786,4
ENSDARG00000023472,40
ENSDARG00000103362,1
ENSDARG00000098064,0
ENSDARG00000099556,0
ENSDARG00000101521,2
ENSDARG00000104889,26
ENSDARG00000104420,0
ENSDARG00000098752,0
ENSDARG00000018124,31
ENSDARG00000087529,1
ENSDARG00000102618,0
ENSDARG00000099420,475
ENSDARG00000103791,296
ENSDARG00000102591,1
ENSDARG00000098925,1
ENSDARG00000098777,0
ENSDARG00000100104,0
ENSDARG00000102486,0
ENSDARG00000098662,10
ENSDARG00000103319,1
ENSDARG00000099282,0
ENSDARG00000101088,3
ENSDARG00000101646,0
ENSDARG00000103907,2
ENSDARG00000103433,295
ENSDARG00000100388,0
ENSDARG00000102119,2
ENSDARG00000099801,0
ENSDARG00000102704,1
ENSDARG00000087933,0
ENSDARG00000087453,0
ENSDARG00000077489,0
ENSDARG00000098046,1
ENSDARG00000078034,1
