Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPA_DESeq_normData
Work Source: BPA_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.08
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3251
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0005096	5	GTPase activator activity	316	356	8	4	2	5	5	5	8	1	1	81	355	18514	0.54233	0.78953	1.0	0.28	100073343	rapgef5b	ENSDARG00000074307		497.953	497.953	497.953		497.953		274.935	274.935	274.935		274.935		901.877	901.877	901.877		901.877						497.953	274.935	901.877	1	0	1	100073343	ENSDARG00000074307	497.953	497.953		274.935	274.935		901.877	901.877		497.953	274.935	901.877	0															0						Linear,1(1)	2.7514982223510747	2.751498222351074	2.751498222351074	2.751498222351074	0.0	2.751498222351074	497.953	497.953	274.935	274.935	901.877	901.877	UP	1.0	0.0	0.0	
GO:0005102	4	signaling receptor binding	411	776	13	9	5	8	8	6	13	4	4	78	772	18097	0.75482	0.43416	0.57958	0.52	100002256;751721;619520;114421	pik3ap1;cort;ihha;angptl3	ENSDARG00000078285;ENSDARG00000031649;ENSDARG00000058733;ENSDARG00000044365		494.76075000000003	467.9325	357.272	148.23842785048453	438.884383971283	135.37791231011025	266.7495	263.5925	224.055	41.600827575902834	249.67934124502779	39.07794992787472	931.81875	833.8095000000001	569.696	416.17789458785927	783.3921613544775	374.03743249502116					357.272;535.181;685.906;400.684	224.055;285.356;315.758;241.829	569.696;1003.73;1489.96;663.889	2	2	2	100002256;114421	ENSDARG00000078285;ENSDARG00000044365	378.978	378.978	30.69691958487028	232.942	232.942	12.56811592880979	616.7925	616.7925	66.60450904030371	357.272;400.684	224.055;241.829	569.696;663.889	2	751721;619520	ENSDARG00000031649;ENSDARG00000058733	610.5435	610.5435	106.57866959434185	300.557	300.557	21.497460361632275	1246.845	1246.845	343.8165302163344	535.181;685.906	285.356;315.758	1003.73;1489.96	0						Linear,4(1)	2.3554537945392107	9.908997774124146	1.5623180866241455	3.7324113845825195	0.9234795786181692	2.3071341514587402	349.48709070652507	640.0344092934749	225.98068897561524	307.5183110243848	523.9644133038978	1339.673086696102	CONFLICT	0.5	0.5	0.0	
GO:0005113	5	patched binding	4	7	1	1	1	1	1	1	1	1	1	81	6	18863	0.99962	0.029903	0.029903	14.29	619520	ihha	ENSDARG00000058733		685.906	685.906	685.906		685.906		315.758	315.758	315.758		315.758		1489.96	1489.96	1489.96		1489.9600000000003		0.0	685.906	0.0	685.906	685.906	315.758	1489.96	0	1	0															1	619520	ENSDARG00000058733	685.906	685.906		315.758	315.758		1489.96	1489.96		685.906	315.758	1489.96	0						Linear,1(1)	2.0973315238952637	2.0973315238952637	2.0973315238952637	2.0973315238952637	0.0	2.0973315238952637	685.906	685.906	315.758	315.758	1489.96	1489.96	DOWN	0.0	1.0	0.0	
GO:0005125	6	cytokine activity	39	151	3	2	0	1	1	1	3	0	0	82	151	18718	0.5182	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005126	5	cytokine receptor binding	31	114	1	1	0	1	1	1	1	0	0	82	114	18755	0.60907	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005164	7	tumor necrosis factor receptor binding	9	25	1	1	0	1	1	1	1	0	0	82	25	18844	0.8972	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005179	6	hormone activity	32	124	3	2	1	2	2	1	3	1	1	81	123	18746	0.89932	0.41694	0.41694	0.81	751721	cort	ENSDARG00000031649		535.181	535.181	535.181		535.181		285.356	285.356	285.356		285.356		1003.73	1003.73	1003.73		1003.7300000000001						535.181	285.356	1003.73	0	1	0															1	751721	ENSDARG00000031649	535.181	535.181		285.356	285.356		1003.73	1003.73		535.181	285.356	1003.73	0						Linear,1(1)	3.732411384582519	3.7324113845825195	3.7324113845825195	3.7324113845825195	0.0	3.7324113845825195	535.181	535.181	285.356	285.356	1003.73	1003.73	DOWN	0.0	1.0	0.0	
GO:0005184	7	neuropeptide hormone activity	8	30	1	1	0	0	0	0	1	0	0	82	30	18839	0.87793	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005198	2	structural molecule activity	378	478	13	9	8	5	5	3	13	2	2	80	476	18393	0.65795	0.61633	1.0	0.42	100004613;394027	tmeff2a;rpsa	ENSDARG00000051824;ENSDARG00000019181		493.3185	493.3185	441.002	73.9867038358921	461.5109747620344	58.74176555886238	272.22450000000003	272.22450000000003	256.615	22.07516660186198	262.7341945475706	17.526585102043782	896.108	896.108	757.876	195.48956915395743	812.0653398699366	155.20900168651656					545.635;441.002	287.834;256.615	1034.34;757.876	1	1	1	394027	ENSDARG00000019181	441.002	441.002		256.615	256.615		757.876	757.876		441.002	256.615	757.876	1	100004613	ENSDARG00000051824	545.635	545.635		287.834	287.834		1034.34	1034.34		545.635	287.834	1034.34	0						Linear,2(1)	1.7723373031224938	3.552206039428711	1.660507082939148	1.891698956489563	0.16347734154272128	1.7761030197143555	390.77816	595.85884	241.62988000000004	302.81912	625.17328	1167.04272	CONFLICT	0.5	0.5	0.0	
GO:0005200	3	structural constituent of cytoskeleton	30	35	2	2	1	0	0	0	2	0	0	82	35	18834	0.85907	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005201	3	extracellular matrix structural constituent	62	79	4	4	4	1	1	1	4	1	1	81	78	18791	0.95401	0.29056	0.29056	1.27	100004613	tmeff2a	ENSDARG00000051824		545.635	545.635	545.635		545.635		287.834	287.834	287.834		287.834		1034.34	1034.34	1034.34		1034.34						545.635	287.834	1034.34	0	1	0															1	100004613	ENSDARG00000051824	545.635	545.635		287.834	287.834		1034.34	1034.34		545.635	287.834	1034.34	0						Linear,1(1)	1.891698956489563	1.891698956489563	1.891698956489563	1.891698956489563	0.0	1.891698956489563	545.635	545.635	287.834	287.834	1034.34	1034.34	DOWN	0.0	1.0	0.0	
GO:0005215	2	transporter activity	813	1186	28	20	10	21	21	20	28	4	4	78	1182	17687	0.41101	0.76272	0.81888	0.34	100004272;560102;393447;373140	slc15a1a;ano5b;slc35d1b;slc2a8	ENSDARG00000100315;ENSDARG00000036147;ENSDARG00000027986;ENSDARG00000104278		489.75558	505.987	1.09432	387.5339172054135	193.76880197204312	352.7726336381488	222.16891875	276.43100000000004	0.206675	150.8640440367632	91.39598789532857	156.29460595511722	1131.7468075000002	927.4465	5.79423	1114.8677335667112	432.0881831211041	885.0495184365125					1.09432;466.529;545.445;945.954	0.206675;265.124;287.738;335.607	5.79423;820.933;1033.96;2666.3	2	2	2	560102;393447	ENSDARG00000036147;ENSDARG00000027986	505.987	505.987	55.80203874411735	276.43100000000004	276.43100000000004	15.990512749751826	927.4465	927.4465	150.63283627582675	466.529;545.445	265.124;287.738	820.933;1033.96	2	100004272;373140	ENSDARG00000100315;ENSDARG00000104278	473.52416	473.52416	668.1166869977513	167.90683750000002	167.90683750000002	237.16384421967194	1336.047115	1336.047115	1881.2616713529374	1.09432;945.954	0.206675;335.607	5.79423;2666.3	0						Hill,1(0.25);Linear,3(0.75)	2.075913619105347	8.43604600429535	1.6285419464111328	2.490293264389038	0.4250260270361306	2.158605396747589	109.9723411386949	869.5388188613051	74.3221555939721	370.0156819060279	39.176428604623425	2224.3171863953767	CONFLICT	0.5	0.5	0.0	
GO:0005216	5	ion channel activity	260	407	8	7	5	3	3	3	8	1	1	81	406	18463	0.47153	0.83205	1.0	0.25	560102	ano5b	ENSDARG00000036147		466.529	466.529	466.529		466.529		265.124	265.124	265.124		265.124		820.933	820.933	820.933		820.933						466.529	265.124	820.933	1	0	1	560102	ENSDARG00000036147	466.529	466.529		265.124	265.124		820.933	820.933		466.529	265.124	820.933	0															0						Linear,1(1)	2.490293264389038	2.490293264389038	2.490293264389038	2.490293264389038	0.0	2.490293264389038	466.529	466.529	265.124	265.124	820.933	820.933	UP	1.0	0.0	0.0	
GO:0005230	7	extracellular ligand-gated ion channel activity	55	88	2	2	1	1	1	1	2	0	0	82	88	18781	0.68217	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005231	8	excitatory extracellular ligand-gated ion channel activity	15	39	1	1	1	0	0	0	1	0	0	82	39	18830	0.84427	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005237	8	inhibitory extracellular ligand-gated ion channel activity	12	14	1	1	1	0	0	0	1	0	0	82	14	18855	0.94108	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005244	5	voltage-gated ion channel activity	124	190	5	4	2	2	2	2	5	0	0	82	190	18679	0.4369	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005245	7	voltage-gated calcium channel activity	36	44	1	1	1	0	0	0	1	0	0	82	44	18825	0.82612	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005246	5	calcium channel regulator activity	13	16	1	1	1	1	1	1	1	1	1	81	15	18854	0.99787	0.067055	0.067055	6.25	100034580	cacng6a	ENSDARG00000036457		410.571	410.571	410.571		410.571		245.651	245.651	245.651		245.651		686.211	686.211	686.211		686.211		0.0	410.571			410.571	245.651	686.211	1	0	1	100034580	ENSDARG00000036457	410.571	410.571		245.651	245.651		686.211	686.211		410.571	245.651	686.211	0															0						Linear,1(1)	1.5829415321350098	1.5829415321350098	1.5829415321350098	1.5829415321350098	0.0	1.5829415321350098	410.571	410.571	245.651	245.651	686.211	686.211	UP	1.0	0.0	0.0	
GO:0005248	8	voltage-gated sodium channel activity	12	16	1	1	1	0	0	0	1	0	0	82	16	18853	0.93295	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005249	7	voltage-gated potassium channel activity	50	99	1	0	0	1	1	1	1	0	0	82	99	18770	0.65024	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005253	6	anion channel activity	54	67	2	2	2	1	1	1	2	1	1	81	66	18803	0.96589	0.25252	0.25252	1.49	560102	ano5b	ENSDARG00000036147		466.529	466.529	466.529		466.529		265.124	265.124	265.124		265.124		820.933	820.933	820.933		820.933						466.529	265.124	820.933	1	0	1	560102	ENSDARG00000036147	466.529	466.529		265.124	265.124		820.933	820.933		466.529	265.124	820.933	0															0						Linear,1(1)	2.490293264389038	2.490293264389038	2.490293264389038	2.490293264389038	0.0	2.490293264389038	466.529	466.529	265.124	265.124	820.933	820.933	UP	1.0	0.0	0.0	
GO:0005254	7	chloride channel activity	48	61	2	2	2	1	1	1	2	1	1	81	60	18809	0.9713	0.23275	0.23275	1.64	560102	ano5b	ENSDARG00000036147		466.529	466.529	466.529		466.529		265.124	265.124	265.124		265.124		820.933	820.933	820.933		820.933						466.529	265.124	820.933	1	0	1	560102	ENSDARG00000036147	466.529	466.529		265.124	265.124		820.933	820.933		466.529	265.124	820.933	0															0						Linear,1(1)	2.490293264389038	2.490293264389038	2.490293264389038	2.490293264389038	0.0	2.490293264389038	466.529	466.529	265.124	265.124	820.933	820.933	UP	1.0	0.0	0.0	
GO:0005261	6	cation channel activity	193	323	6	5	3	2	2	2	6	0	0	82	323	18546	0.24349	1.0	0.40782	0.0																														0	0	0															0															0																							
GO:0005262	7	calcium channel activity	71	96	2	2	2	0	0	0	2	0	0	82	96	18773	0.6588	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005267	7	potassium channel activity	60	124	1	0	0	1	1	1	1	0	0	82	124	18745	0.58306	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005272	7	sodium channel activity	23	30	2	2	1	0	0	0	2	0	0	82	30	18839	0.87793	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005283	6	amino acid:sodium symporter activity	8	16	2	1	0	2	2	2	2	0	0	82	16	18853	0.93295	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005298	7	proline:sodium symporter activity	1	1	1	0	0	1	1	1	1	0	0	82	1	18868	0.99567	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005316	9	high-affinity inorganic phosphate:sodium symporter activity	1	1	1	0	0	1	1	1	1	0	0	82	1	18868	0.99567	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005319	3	lipid transporter activity	82	105	2	2	0	2	2	2	2	0	0	82	105	18764	0.63345	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005332	7	gamma-aminobutyric acid:sodium symporter activity	5	13	1	1	0	1	1	1	1	0	0	82	13	18856	0.94517	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005338	5	nucleotide-sugar transmembrane transporter activity	8	13	1	1	1	1	1	1	1	1	1	81	12	18857	0.9986	0.05483	0.05483	7.69	393447	slc35d1b	ENSDARG00000027986		545.445	545.445	545.445		545.445		287.738	287.738	287.738		287.738		1033.96	1033.96	1033.96		1033.96		0.0	545.445			545.445	287.738	1033.96	1	0	1	393447	ENSDARG00000027986	545.445	545.445		287.738	287.738		1033.96	1033.96		545.445	287.738	1033.96	0															0						Linear,1(1)	1.8750604391098022	1.8750604391098022	1.8750604391098022	1.8750604391098022	0.0	1.8750604391098022	545.445	545.445	287.738	287.738	1033.96	1033.96	UP	1.0	0.0	0.0	
GO:0005342	4	organic acid transmembrane transporter activity	93	131	4	3	0	4	4	4	4	0	0	82	131	18738	0.56551	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005343	5	organic acid:sodium symporter activity	12	25	2	1	0	2	2	2	2	0	0	82	25	18844	0.8972	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005344	3	oxygen carrier activity	9	19	1	0	0	0	0	0	1	0	0	82	19	18850	0.92088	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005346	5	purine ribonucleotide transmembrane transporter activity	10	14	1	0	0	0	0	0	1	0	0	82	14	18855	0.94108	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005372	5	water transmembrane transporter activity	9	14	2	1	0	2	2	2	2	0	0	82	14	18855	0.94108	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005388	6	P-type calcium transporter activity	13	13	1	0	0	1	1	1	1	0	0	82	13	18856	0.94517	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005416	7	amino acid:cation symporter activity	10	18	2	1	0	2	2	2	2	0	0	82	18	18851	0.92488	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005436	8	sodium:phosphate symporter activity	3	6	1	0	0	1	1	1	1	0	0	82	6	18863	0.97431	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005461	7	UDP-glucuronic acid transmembrane transporter activity	1	3	1	1	1	1	1	1	1	1	1	81	2	18867	0.99994	0.012925	0.012925	33.33	393447	slc35d1b	ENSDARG00000027986		545.445	545.445	545.445		545.445		287.738	287.738	287.738		287.738		1033.96	1033.96	1033.96		1033.96		0.0	545.445	0.0	545.445	545.445	287.738	1033.96	1	0	1	393447	ENSDARG00000027986	545.445	545.445		287.738	287.738		1033.96	1033.96		545.445	287.738	1033.96	0															0						Linear,1(1)	1.8750604391098022	1.8750604391098022	1.8750604391098022	1.8750604391098022	0.0	1.8750604391098022	545.445	545.445	287.738	287.738	1033.96	1033.96	UP	1.0	0.0	0.0	
GO:0005462	7	UDP-N-acetylglucosamine transmembrane transporter activity	2	4	1	1	1	1	1	1	1	1	1	81	3	18866	0.99989	0.017197	0.017197	25.0	393447	slc35d1b	ENSDARG00000027986		545.445	545.445	545.445		545.445		287.738	287.738	287.738		287.738		1033.96	1033.96	1033.96		1033.96		0.0	545.445	0.0	545.445	545.445	287.738	1033.96	1	0	1	393447	ENSDARG00000027986	545.445	545.445		287.738	287.738		1033.96	1033.96		545.445	287.738	1033.96	0															0						Linear,1(1)	1.8750604391098022	1.8750604391098022	1.8750604391098022	1.8750604391098022	0.0	1.8750604391098022	545.445	545.445	287.738	287.738	1033.96	1033.96	UP	1.0	0.0	0.0	
GO:0005463	7	UDP-N-acetylgalactosamine transmembrane transporter activity	1	3	1	1	1	1	1	1	1	1	1	81	2	18867	0.99994	0.012925	0.012925	33.33	393447	slc35d1b	ENSDARG00000027986		545.445	545.445	545.445		545.445		287.738	287.738	287.738		287.738		1033.96	1033.96	1033.96		1033.96		0.0	545.445	0.0	545.445	545.445	287.738	1033.96	1	0	1	393447	ENSDARG00000027986	545.445	545.445		287.738	287.738		1033.96	1033.96		545.445	287.738	1033.96	0															0						Linear,1(1)	1.8750604391098022	1.8750604391098022	1.8750604391098022	1.8750604391098022	0.0	1.8750604391098022	545.445	545.445	287.738	287.738	1033.96	1033.96	UP	1.0	0.0	0.0	
GO:0005484	4	SNAP receptor activity	41	47	3	3	1	2	2	2	3	1	1	81	46	18823	0.98237	0.18458	0.18458	2.13	58038	stx1b	ENSDARG00000000503		4.00514	4.00514	4.00514		4.00514		0.700669	0.700669	0.700669		0.700669		22.8941	22.8941	22.8941		22.8941						4.00514	0.700669	22.8941	0	1	0															1	58038	ENSDARG00000000503	4.00514	4.00514		0.700669	0.700669		22.8941	22.8941		4.00514	0.700669	22.8941	0						Exp 5,1(1)	1.5922783613204956	1.5922783613204956	1.5922783613204956	1.5922783613204956	0.0	1.5922783613204956	4.00514	4.00514	0.700669	0.700669	22.8941	22.8941	DOWN	0.0	1.0	0.0	
GO:0005488	2	binding	7386	10236	246	175	82	173	173	146	246	41	41	41	10195	8674	0.26726	0.80021	0.50585	0.4	101886869;100334830;100334190;100148477;100144551;100073331;100002256;100001267;793570;792160;791580;751721;678555;619520;566858;564852;561882;560102;557112;555987;555190;552931;550274;550229;550133;504088;449661;445244;406716;402961;394148;394027;378478;368433;326706;321552;114421;58038;30692;30384;30071	si:ch211-252f13.5;kynu;ttf1;zfand4;scaper;birc7;pik3ap1;mast2;btr07;irf1b;hspb8;cort;bach1a;ihha;mov10a;pfkfb2b;alms1;ano5b;ccdc186;jakmip1;fbxo31;cetn3;zgc:110269;sncga;tor4aa;enpep;tars1;ap1m3;zranb2;ppa2;cyp7a1;rpsa;egfra;inppl1b;lgals1l1;smyhc1;angptl3;stx1b;ebf2;th;tbx5a	ENSDARG00000097535;ENSDARG00000099546;ENSDARG00000091967;ENSDARG00000076703;ENSDARG00000023104;ENSDARG00000058082;ENSDARG00000078285;ENSDARG00000074311;ENSDARG00000105558;ENSDARG00000043249;ENSDARG00000058365;ENSDARG00000031649;ENSDARG00000062553;ENSDARG00000058733;ENSDARG00000015829;ENSDARG00000002037;ENSDARG00000074779;ENSDARG00000036147;ENSDARG00000061020;ENSDARG00000076090;ENSDARG00000062195;ENSDARG00000011825;ENSDARG00000012325;ENSDARG00000034423;ENSDARG00000010145;ENSDARG00000057064;ENSDARG00000013250;ENSDARG00000039512;ENSDARG00000044332;ENSDARG00000009685;ENSDARG00000069018;ENSDARG00000019181;ENSDARG00000013847;ENSDARG00000001442;ENSDARG00000088711;ENSDARG00000099959;ENSDARG00000044365;ENSDARG00000000503;ENSDARG00000042525;ENSDARG00000030621;ENSDARG00000024894	100334190(0.02034)	431.89466341463424	441.002	4.00514	154.51667136093636	394.73167316580367	154.77957797475824	241.56625119512194	256.615	0.700669	73.53002870604729	227.08914831822264	80.0773276330711	780.5435146341465	757.876	11.4815	340.2776193649036	693.1592029100319	315.9964371338269					634.743;459.906;573.128;333.652;456.947;594.133;357.272;434.529;457.05;443.427;554.162;535.181;408.408;685.906;412.79;357.267;406.866;466.529;412.22;406.689;385.381;472.733;522.203;731.485;407.778;304.042;6.33546;10.0056;490.42;527.114;364.114;441.002;339.403;481.519;394.328;537.04;400.684;4.00514;377.866;480.17;639.248	306.878;263.025;294.513;213.425;262.007;299.193;224.055;254.351;262.009;257.344;289.953;285.356;244.734;315.758;246.484;223.934;244.153;265.124;246.196;244.056;235.759;267.167;281.437;321.742;244.509;199.25;1.03015;8.71948;272.628;282.787;226.901;256.615;215.964;269.875;239.358;285.641;241.829;0.700669;232.337;269.55;307.869	1312.9;804.156;1115.32;521.606;796.927;1179.82;569.696;742.343;797.281;764.065;1059.13;1003.73;681.544;1489.96;691.304;569.99;678.017;820.933;690.202;677.696;629.959;836.468;968.94;1663.04;680.069;463.946;38.9635;11.4815;882.198;982.538;584.304;757.876;533.397;859.142;649.632;1009.7;663.889;22.8941;614.552;855.365;1327.31	33	8	33	101886869;100334830;100334190;100148477;100144551;100002256;100001267;793570;792160;791580;678555;566858;564852;561882;560102;557112;555987;555190;550274;550229;550133;504088;445244;406716;402961;394148;394027;378478;368433;326706;114421;30692;30071	ENSDARG00000097535;ENSDARG00000099546;ENSDARG00000091967;ENSDARG00000076703;ENSDARG00000023104;ENSDARG00000078285;ENSDARG00000074311;ENSDARG00000105558;ENSDARG00000043249;ENSDARG00000058365;ENSDARG00000062553;ENSDARG00000015829;ENSDARG00000002037;ENSDARG00000074779;ENSDARG00000036147;ENSDARG00000061020;ENSDARG00000076090;ENSDARG00000062195;ENSDARG00000012325;ENSDARG00000034423;ENSDARG00000010145;ENSDARG00000057064;ENSDARG00000039512;ENSDARG00000044332;ENSDARG00000009685;ENSDARG00000069018;ENSDARG00000019181;ENSDARG00000013847;ENSDARG00000001442;ENSDARG00000088711;ENSDARG00000044365;ENSDARG00000042525;ENSDARG00000024894	436.126593939394	412.79	121.66424861741903	247.8733478787878	246.484	51.52552942637941	774.7085909090911	691.304	292.22813651798253	634.743;459.906;573.128;333.652;456.947;357.272;434.529;457.05;443.427;554.162;408.408;412.79;357.267;406.866;466.529;412.22;406.689;385.381;522.203;731.485;407.778;304.042;10.0056;490.42;527.114;364.114;441.002;339.403;481.519;394.328;400.684;377.866;639.248	306.878;263.025;294.513;213.425;262.007;224.055;254.351;262.009;257.344;289.953;244.734;246.484;223.934;244.153;265.124;246.196;244.056;235.759;281.437;321.742;244.509;199.25;8.71948;272.628;282.787;226.901;256.615;215.964;269.875;239.358;241.829;232.337;307.869	1312.9;804.156;1115.32;521.606;796.927;569.696;742.343;797.281;764.065;1059.13;681.544;691.304;569.99;678.017;820.933;690.202;677.696;629.959;968.94;1663.04;680.069;463.946;11.4815;882.198;982.538;584.304;757.876;533.397;859.142;649.632;663.889;614.552;1327.31	8	100073331;751721;619520;552931;449661;321552;58038;30384	ENSDARG00000058082;ENSDARG00000031649;ENSDARG00000058733;ENSDARG00000011825;ENSDARG00000013250;ENSDARG00000099959;ENSDARG00000000503;ENSDARG00000030621	414.43795	507.67550000000006	261.40201908533015	215.549477375	277.453	133.4073977344718	804.612575	929.5475	520.0388944947175	594.133;535.181;685.906;472.733;6.33546;537.04;4.00514;480.17	299.193;285.356;315.758;267.167;1.03015;285.641;0.700669;269.55	1179.82;1003.73;1489.96;836.468;38.9635;1009.7;22.8941;855.365	0						Exp 5,2(0.05);Hill,1(0.03);Linear,38(0.93)	2.1931409067405667	94.57741189002991	1.5459500551223755	5.529194355010986	0.8266649848909187	2.0973315238952637	384.5970217263861	479.19230510288224	219.05866725331276	264.0738351369311	676.3843402648225	884.70268900347	UP	0.8048780487804879	0.1951219512195122	0.0	
GO:0005504	5	fatty acid binding	10	12	1	1	0	1	1	1	1	0	0	82	12	18857	0.94928	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005506	7	iron ion binding	109	178	8	7	4	7	7	6	8	2	2	80	176	18693	0.95793	0.17996	0.17996	1.12	394148;30384	cyp7a1;th	ENSDARG00000069018;ENSDARG00000030621		422.142	422.142	364.114	82.06398459738591	404.2634880063556	78.07185911572877	248.2255	248.2255	226.901	30.157397110824768	241.65539024249554	28.690345345580518	719.8344999999999	719.8344999999999	584.304	191.66907121520717	678.077353971279	182.34504208113904					364.114;480.17	226.901;269.55	584.304;855.365	1	1	1	394148	ENSDARG00000069018	364.114	364.114		226.901	226.901		584.304	584.304		364.114	226.901	584.304	1	30384	ENSDARG00000030621	480.17	480.17		269.55	269.55		855.365	855.365		480.17	269.55	855.365	0						Linear,2(1)	2.7425152355176827	5.539428949356079	2.3825085163116455	3.1569204330444336	0.5475919177534264	2.7697144746780396	308.40711999999996	535.87688	206.42948	290.02152	454.1947199999999	985.4742799999999	CONFLICT	0.5	0.5	0.0	
GO:0005507	7	copper ion binding	29	38	1	1	1	1	1	1	1	1	1	81	37	18832	0.98825	0.15206	0.15206	2.63	550229	sncga	ENSDARG00000034423		731.485	731.485	731.485		731.485		321.742	321.742	321.742		321.742		1663.04	1663.04	1663.04		1663.04						731.485	321.742	1663.04	1	0	1	550229	ENSDARG00000034423	731.485	731.485		321.742	321.742		1663.04	1663.04		731.485	321.742	1663.04	0															0						Linear,1(1)	1.610006332397461	1.610006332397461	1.610006332397461	1.610006332397461	0.0	1.610006332397461	731.485	731.485	321.742	321.742	1663.04	1663.04	UP	1.0	0.0	0.0	
