Chemical,Cycle,Measurement,Df,Sum_Sq,Mean_Sq,F_Value,P_value,is_sig
Prochloraz,Light_3,Residuals,264,26579413.424888894,100679.59630639733,NA, NA,NA
Prochloraz,Dark_3,Dose,5,4730104.366407408,946020.8732814817,11.86800283192156,3.30e-09,TRUE
Prochloraz,Dark_3,Residuals,264,21043937.55911111,79711.8846936027,NA, NA,NA
SDS,Light_1,Dose,5,8356037.453629629,1671207.4907259257,10.430896271715538,3.67e-08,TRUE
SDS,Light_1,Residuals,264,42297302.74933333,160217.05586868685,NA, NA,NA
SDS,Dark_1,Dose,5,1488235.4509629651,297647.09019259305,2.5865975297330817,3.33e-02,TRUE
SDS,Dark_1,Residuals,264,30379226.34177778,115072.82705218856,NA, NA,NA
SDS,Light_2,Dose,5,1499649.773074074,299929.9546148148,2.853612887509379,2.13e-02,TRUE
SDS,Light_2,Residuals,264,27747809.930666655,105105.34064646461,NA, NA,NA
SDS,Dark_2,Dose,5,1877091.4601851867,375418.2920370373,5.115147260592843,3.85e-04,TRUE
SDS,Dark_2,Residuals,264,19375870.145777777,73393.44752188552,NA, NA,NA
SDS,Light_3,Dose,5,2179374.6140740747,435874.92281481496,3.6294126269358475,5.51e-03,TRUE
SDS,Light_3,Residuals,264,31705124.6168889,120095.16900336705,NA, NA,NA
SDS,Dark_3,Dose,5,1327434.3678888918,265486.87357777834,4.15688417585184,2.13e-03,TRUE
SDS,Dark_3,Residuals,264,16860834.139111117,63866.795981481504,NA, NA,NA
TEG,Light_1,Dose,5,1577417.0445502594,315483.40891005186,2.374108474416613,4.81e-02,TRUE
TEG,Light_1,Residuals,263,34948755.474929295,132885.0018058148,NA, NA,NA
TEG,Dark_1,Dose,5,2326649.67140741,465329.934281482,5.055563103912919,4.23e-04,TRUE
TEG,Dark_1,Residuals,264,24299390.61688889,92043.14627609427,NA, NA,NA
TEG,Light_2,Dose,5,513497.3630000011,102699.47260000023,0.8402950517919527,5.34e-01,FALSE
TEG,Light_2,Residuals,264,32265643.726666663,122218.34744949493,NA, NA,NA
TEG,Dark_2,Dose,5,1284539.5496296259,256907.90992592517,3.149868568884061,1.32e-02,TRUE
TEG,Dark_2,Residuals,264,21532228.007999998,81561.46972727272,NA, NA,NA
TEG,Light_3,Dose,5,1773612.367296297,354722.47345925943,2.821315705885584,2.25e-02,TRUE
TEG,Light_3,Residuals,264,33192574.938666668,125729.45052525253,NA, NA,NA
TEG,Dark_3,Dose,5,2486894.4986666664,497378.89973333327,6.52885006975699,3.14e-05,TRUE
TEG,Dark_3,Residuals,264,20111968.895999998,76181.70036363635,NA, NA,NA
TGSH,Light_1,Dose,5,471731.5893582094,94346.31787164188,0.6862305910194452,6.42e-01,FALSE
TGSH,Light_1,Residuals,263,36158518.61599494,137484.86165777541,NA, NA,NA
TGSH,Dark_1,Dose,5,2138966.9201851846,427793.3840370369,6.894996085688543,1.72e-05,TRUE
TGSH,Dark_1,Residuals,264,16379625.453333331,62044.0358080808,NA, NA,NA
TGSH,Light_2,Dose,5,749912.3993427398,149982.47986854796,1.459887486477928,2.24e-01,FALSE
TGSH,Light_2,Residuals,257,26403060.292824555,102735.64316274146,NA, NA,NA
TGSH,Dark_2,Dose,5,1763703.4361851881,352740.68723703764,7.95403519988325,2.81e-06,TRUE
TGSH,Dark_2,Residuals,264,11707710.500444455,44347.3882592593,NA, NA,NA
TGSH,Light_3,Dose,5,2227276.572777779,445455.31455555576,3.837013732079544,3.93e-03,TRUE
TGSH,Light_3,Residuals,264,30648887.716888886,116094.27165488215,NA, NA,NA
TGSH,Dark_3,Dose,5,2183667.3007777776,436733.4601555555,6.413502168715133,3.83e-05,TRUE
TGSH,Dark_3,Residuals,264,17977328.212888893,68095.94020033671,NA, NA,NA
Trenbolone,Light_1,Dose,5,3155848.0206296328,631169.6041259265,5.314079434992181,2.67e-04,TRUE
Trenbolone,Light_1,Residuals,264,31356094.226222225,118773.0841902357,NA, NA,NA
Trenbolone,Dark_1,Dose,5,1767864.5912582297,353572.9182516459,4.357631473475249,1.47e-03,TRUE
Trenbolone,Dark_1,Residuals,262,21258361.37034625,81138.7838562834,NA, NA,NA
Trenbolone,Light_2,Dose,5,3014528.570962959,602905.7141925918,6.604008770751423,2.92e-05,TRUE
Trenbolone,Light_2,Residuals,264,24101589.5151111,91293.89967845114,NA, NA,NA
Trenbolone,Dark_2,Dose,5,932447.3442839773,186489.46885679546,2.732785664544782,2.59e-02,TRUE
Trenbolone,Dark_2,Residuals,263,17947521.807388887,68241.52778474861,NA, NA,NA
Trenbolone,Light_3,Dose,5,693766.07411111,138753.21482222198,1.9545421466968564,9.82e-02,FALSE
Trenbolone,Light_3,Residuals,264,18741396.175555553,70990.13702861952,NA, NA,NA
Trenbolone,Dark_3,Dose,5,803062.2118518515,160612.44237037032,2.8026841284035733,2.31e-02,TRUE
Trenbolone,Dark_3,Residuals,264,15128955.97333333,57306.65141414141,NA, NA,NA
Vinclozolin,Light_1,Dose,5,2158583.530407406,431716.7060814812,1.8217521493886806,1.23e-01,FALSE
Vinclozolin,Light_1,Residuals,264,62562413.02844443,236978.83722895617,NA, NA,NA
Vinclozolin,Dark_1,Dose,5,3649287.981567668,729857.5963135336,8.332843638558941,1.38e-06,TRUE
Vinclozolin,Dark_1,Residuals,260,22772895.21711652,87588.05852737123,NA, NA,NA
Vinclozolin,Light_2,Dose,5,2444029.288740743,488805.8577481486,2.4858527719965307,3.97e-02,TRUE
Vinclozolin,Light_2,Residuals,264,51911661.019999996,196635.0796212121,NA, NA,NA
Vinclozolin,Dark_2,Dose,5,2959681.4926490225,591936.2985298045,6.057088884649315,7.20e-05,TRUE
Vinclozolin,Dark_2,Residuals,260,25408812.805734426,97726.20309897856,NA, NA,NA
Vinclozolin,Light_3,Dose,5,5972403.62503375,1194480.72500675,5.105296082797082,3.89e-04,TRUE
Vinclozolin,Light_3,Residuals,262,61299862.902428925,233968.9423756829,NA, NA,NA
Vinclozolin,Dark_3,Dose,5,2899589.636487752,579917.9272975505,4.836987168876926,6.28e-04,TRUE
Vinclozolin,Dark_3,Residuals,256,30692450.528588608,119892.38487729925,NA, NA,NA
17betaestradiol,Light,Dose,5,3004971.358046134,600994.2716092268,3.580225009411078,3.75e-03,TRUE
17betaestradiol,Light,Residuals,798,133956225.51194143,167864.94425055318,NA, NA,NA
17betaestradiol,Dark,Dose,5,4036577.0449686395,807315.4089937279,10.19116060238876,3.68e-09,TRUE
17betaestradiol,Dark,Residuals,790,62581603.60612437,79217.21975458782,NA, NA,NA
1decanol,Light,Dose,5,6907511.763913607,1381502.3527827214,9.270936519382412,2.53e-08,TRUE
1decanol,Light,Residuals,804,119807517.75348149,149014.3255640317,NA, NA,NA
1decanol,Dark,Dose,5,4849164.254962952,969832.8509925904,10.418574203209081,2.28e-09,TRUE
1decanol,Dark,Residuals,804,74841873.4645926,93086.9072942694,NA, NA,NA
1octanol,Light,Dose,5,3213372.49862964,642674.499725928,4.856908629748121,2.77e-04,TRUE
1octanol,Light,Residuals,804,106386662.21037036,132321.7191671273,NA, NA,NA
1octanol,Dark,Dose,5,9537278.771555537,1907455.7543111076,32.65805225709341,3.27e-29,TRUE
1octanol,Dark,Residuals,804,46959151.58666666,58406.90495854062,NA, NA,NA
24DMP,Light,Dose,5,3113209.125940198,622641.8251880396,4.736171834497257,3.52e-04,TRUE
24DMP,Light,Residuals,800,105172168.0624593,131465.21007807413,NA, NA,NA
24DMP,Dark,Dose,5,226023.8682730757,45204.77365461514,0.5862822283398814,7.11e-01,FALSE
24DMP,Dark,Residuals,801,61760397.88870338,77104.11721436128,NA, NA,NA
24DNP,Light,Dose,5,6985827.980204449,1397165.5960408899,12.59798716852766,2.60e-11,TRUE
24DNP,Light,Residuals,801,88834003.9926828,110903.87514691985,NA, NA,NA
24DNP,Dark,Dose,5,7136793.385098785,1427358.677019757,20.803638048548848,8.09e-19,TRUE
24DNP,Dark,Residuals,804,55163254.31377782,68611.01282808186,NA, NA,NA
34DCA,Light,Dose,5,2106078.804423077,421215.7608846154,4.066294041456947,1.38e-03,TRUE
34DCA,Light,Residuals,803,83180471.58959429,103587.13772054084,NA, NA,NA
34DCA,Dark,Dose,5,6490766.288878564,1298153.2577757128,21.972073800579434,7.35e-20,TRUE
34DCA,Dark,Residuals,803,47442816.52496577,59081.96329385525,NA, NA,NA
4C3MP,Light,Dose,5,2562511.4935925845,512502.2987185169,3.133860040351346,8.87e-03,TRUE
4C3MP,Light,Residuals,804,131483806.8274074,163537.07316841718,NA, NA,NA
4C3MP,Dark,Dose,5,3625980.989581627,725196.1979163254,8.060808256126627,3.01e-07,TRUE
4C3MP,Dark,Residuals,803,72242451.18151852,89965.69262953739,NA, NA,NA
4TOP,Light,Dose,5,7697868.2252469165,1539573.6450493834,11.58601055182364,1.93e-10,TRUE
4TOP,Light,Residuals,804,106837224.52029632,132882.1200501198,NA, NA,NA
4TOP,Dark,Dose,5,2039447.4737284123,407889.49474568246,6.304553223159742,1.28e-05,TRUE
4TOP,Dark,Residuals,804,52016874.49807408,64697.60509710706,NA, NA,NA
4TPP,Light,Dose,5,11375314.816992976,2275062.9633985953,14.765466306849403,2.76e-13,TRUE
4TPP,Light,Residuals,801,123418075.38018183,154079.99423243676,NA, NA,NA
4TPP,Dark,Dose,5,4167595.4307306833,833519.0861461366,9.227899836796164,2.71e-08,TRUE
4TPP,Dark,Residuals,796,71899479.22133915,90325.97892128034,NA, NA,NA
Aniline,Light,Dose,5,6421428.1270246655,1284285.625404933,11.126034775502553,5.12e-10,TRUE
Aniline,Light,Residuals,804,92806257.00533333,115430.66791708126,NA, NA,NA
Aniline,Dark,Dose,5,13446050.770172922,2689210.1540345843,39.95380861548545,5.74e-35,TRUE
Aniline,Dark,Residuals,804,54115615.97674073,67307.98007057304,NA, NA,NA
BPA,Light,Dose,5,6604876.645456829,1320975.329091366,12.266526266649233,4.88e-11,TRUE
BPA,Light,Residuals,803,86474619.31780651,107689.43875193837,NA, NA,NA
BPA,Dark,Dose,5,2183346.2809368367,436669.25618736737,8.9076107775837,5.02e-08,TRUE
BPA,Dark,Residuals,803,39364698.51162186,49022.04048769846,NA, NA,NA
BPAF,Light,Dose,5,2502348.4702633223,500469.69405266445,3.140550862012684,8.87e-03,TRUE
BPAF,Light,Residuals,803,127963908.87512602,159357.29623303364,NA, NA,NA
BPAF,Dark,Dose,5,2411211.0452469266,482242.20904938533,4.573586805852548,4.88e-04,TRUE
BPAF,Dark,Residuals,804,84774325.38933338,105440.70322056391,NA, NA,NA
ClofibricAcid,Light,Dose,5,10662521.052148245,2132504.210429649,14.814861403620183,2.64e-13,TRUE
ClofibricAcid,Light,Residuals,804,115730639.55674073,143943.58153823475,NA, NA,NA
ClofibricAcid,Dark,Dose,5,3108398.22559259,621679.645118518,7.90868065515442,4.11e-07,TRUE
ClofibricAcid,Dark,Residuals,804,63200229.78162964,78607.25097217616,NA, NA,NA
DES,Light,Dose,5,2149749.0721481387,429949.81442962773,2.5889022502122594,2.60e-02,TRUE
DES,Light,Residuals,804,133523639.51674075,166074.1785034089,NA, NA,NA
DES,Dark,Dose,5,4649295.139296342,929859.0278592684,10.654393460641577,1.41e-09,TRUE
DES,Dark,Residuals,801,69907037.32377678,87274.70327562644,NA, NA,NA
Dimethylformamide,Light,Dose,5,2143258.5062954435,428651.7012590887,3.532967296349182,4.06e-03,TRUE
Dimethylformamide,Light,Residuals,796,96577954.33170953,121329.08835641902,NA, NA,NA
Dimethylformamide,Dark,Dose,5,2749070.7443866595,549814.1488773319,7.6603490823687235,6.85e-07,TRUE
Dimethylformamide,Dark,Residuals,794,56988582.31061336,71774.03313679264,NA, NA,NA
DMSO,Light,Dose,5,2711796.539370397,542359.3078740794,5.17337822843254,1.43e-04,TRUE
DMSO,Light,Residuals,804,84288614.5718518,104836.5852883729,NA, NA,NA
DMSO,Dark,Dose,5,10455175.03802479,2091035.007604958,18.306251749613857,1.63e-16,TRUE
DMSO,Dark,Residuals,804,91837049.39214815,114225.18581112954,NA, NA,NA
EE2,Light,Dose,5,2981059.6147832377,596211.9229566476,4.2673264394018675,9.19e-04,TRUE
EE2,Light,Residuals,801,111912167.27146214,139715.56463353575,NA, NA,NA
EE2,Dark,Dose,5,7621787.512419895,1524357.502483979,22.460513478375187,2.95e-20,TRUE
EE2,Dark,Residuals,800,54294662.63811355,67868.32829764194,NA, NA,NA
Fadrozole,Light,Dose,5,40655526.921395294,8131105.384279059,31.89023649465448,1.26e-28,TRUE
Fadrozole,Light,Residuals,804,204997185.58237034,254971.62385866957,NA, NA,NA
Fadrozole,Dark,Dose,5,28188702.52805089,5637740.505610177,35.22797167217412,3.59e-31,TRUE
Fadrozole,Dark,Residuals,803,128508835.76646122,160035.91004540626,NA, NA,NA
Fenitrothion,Light,Dose,5,7110802.64045261,1422160.5280905222,13.404307449641067,4.63e-12,TRUE
Fenitrothion,Light,Residuals,800,84877822.0543489,106097.27756793612,NA, NA,NA
Fenitrothion,Dark,Dose,5,8560456.887654288,1712091.3775308575,30.947421418798314,7.24e-28,TRUE
Fenitrothion,Dark,Residuals,804,44479359.004,55322.58582587065,NA, NA,NA
Fluoxetine,Light,Dose,5,3524858.689444451,704971.7378888902,5.664064584174715,5.05e-05,TRUE
Fluoxetine,Light,Residuals,804,100068999.71555555,124463.92999447207,NA, NA,NA
Fluoxetine,Dark,Dose,5,3933041.9817490256,786608.3963498052,9.084442589659368,3.49e-08,TRUE
Fluoxetine,Dark,Residuals,802,69443989.28676577,86588.51532015682,NA, NA,NA
Flutamide,Light,Dose,5,11418224.98877968,2283644.9977559363,14.341818710850692,6.58e-13,TRUE
Flutamide,Light,Residuals,801,127543073.86542086,159229.8050754318,NA, NA,NA
Flutamide,Dark,Dose,5,13873672.20751858,2774734.4415037157,26.851715464232843,3.06e-24,TRUE
Flutamide,Dark,Residuals,804,83081712.00237036,103335.46268951536,NA, NA,NA
Glyphosate,Light,Dose,5,8554601.401893342,1710920.2803786683,12.307335941504247,4.69e-11,TRUE
Glyphosate,Light,Residuals,802,111491070.96657199,139016.29796330672,NA, NA,NA
Glyphosate,Dark,Dose,5,4299610.224851833,859922.0449703665,12.032203983724822,7.82e-11,TRUE
Glyphosate,Dark,Residuals,804,57460572.069037035,71468.37322019532,NA, NA,NA
Malathion,Light,Dose,5,7271184.424802448,1454236.8849604896,14.243487543872616,7.65e-13,TRUE
Malathion,Light,Residuals,804,82087090.81303705,102098.37165800629,NA, NA,NA
Malathion,Dark,Dose,5,4162797.1141159707,832559.4228231942,11.657624413082443,1.72e-10,TRUE
Malathion,Dark,Residuals,800,57134070.77269552,71417.5884658694,NA, NA,NA
Prochloraz,Light,Dose,5,5049377.30809878,1009875.461619756,7.654950531977624,6.85e-07,TRUE
Prochloraz,Light,Residuals,804,106067291.7154074,131924.49218334255,NA, NA,NA
Prochloraz,Dark,Dose,5,13936334.779173004,2787266.9558346006,34.725543435590154,6.54e-31,TRUE
Prochloraz,Dark,Residuals,804,64533551.120592676,80265.61084650831,NA, NA,NA
SDS,Light,Dose,5,6357091.272703684,1271418.2545407368,9.427530205295964,1.85e-08,TRUE
SDS,Light,Residuals,804,108429276.2145185,134862.2838489036,NA, NA,NA
SDS,Dark,Dose,5,3734043.1418765616,746808.6283753123,8.776549611486278,6.52e-08,TRUE
SDS,Dark,Residuals,804,68413461.30237047,85091.36977906775,NA, NA,NA
TEG,Light,Dose,5,440035.79046534403,88007.1580930688,0.6796593680583307,6.50e-01,FALSE
TEG,Light,Residuals,803,103978185.64706245,129487.15522672783,NA, NA,NA
TEG,Dark,Dose,5,4095821.259851902,819164.2519703803,9.635304196201403,1.20e-08,TRUE
TEG,Dark,Residuals,804,68353634.21570371,85016.95797973099,NA, NA,NA
TGSH,Light,Dose,5,725047.8126849456,145009.56253698913,1.1708964336220324,3.33e-01,FALSE
TGSH,Light,Residuals,796,98580547.74527018,123844.90922772636,NA, NA,NA
TGSH,Dark,Dose,5,4901577.077246953,980315.4154493905,16.37068376826272,1.02e-14,TRUE
TGSH,Dark,Residuals,804,48145429.05955554,59882.3744521835,NA, NA,NA
Trenbolone,Light,Dose,5,4358697.77550619,871739.555101238,9.08723682447056,3.49e-08,TRUE
Trenbolone,Light,Residuals,804,77127801.9754074,95930.10195946194,NA, NA,NA
Trenbolone,Dark,Dose,5,3017656.0199408424,603531.2039881685,8.717149631002853,7.24e-08,TRUE
Trenbolone,Dark,Residuals,801,55457175.20727101,69234.92535239826,NA, NA,NA
Vinclozolin,Light,Dose,5,7520099.81879161,1504019.963758322,6.5333122443218885,7.92e-06,TRUE
Vinclozolin,Light,Residuals,802,184626720.08099803,230207.8804002469,NA, NA,NA
Vinclozolin,Dark,Dose,5,8266344.224930291,1653268.8449860583,16.222843487040777,1.34e-14,TRUE
Vinclozolin,Dark,Residuals,788,80305024.879868,101909.9300505939,NA, NA,NA
17betaestradiol,NA,Dose,5,6025859.297534672,1205171.8595069344,6.065058689625984,1.97e-05,TRUE
17betaestradiol,NA,Residuals,1594,316739547.3583651,198707.36973548628,NA, NA,NA
1decanol,NA,Dose,5,7713835.251438215,1542767.050287643,9.47579205625124,1.16e-08,TRUE
1decanol,NA,Residuals,1614,262777613.14122233,162811.40838985273,NA, NA,NA
1octanol,NA,Dose,5,10916447.584796397,2183289.5169592793,15.1885859286981,9.54e-14,TRUE
1octanol,NA,Residuals,1614,232005092.30514815,143745.41035015375,NA, NA,NA
24DMP,NA,Dose,5,2235131.1064227507,447026.22128455015,2.6120939837270623,2.40e-02,TRUE
24DMP,NA,Residuals,1607,275017339.3758464,171137.1122438372,NA, NA,NA
24DNP,NA,Dose,5,11594239.346266422,2318847.8692532843,13.415390653054095,2.80e-12,TRUE
24DNP,NA,Residuals,1611,278461061.1780131,172849.8207188163,NA, NA,NA
34DCA,NA,Dose,5,5971654.274607007,1194330.8549214015,7.514898420702164,8.89e-07,TRUE
34DCA,NA,Residuals,1612,256192596.4068334,158928.40968165844,NA, NA,NA
4C3MP,NA,Dose,5,3732647.5435060845,746529.5087012169,3.814962441901025,2.25e-03,TRUE
4C3MP,NA,Residuals,1613,315639305.9888224,195684.62863535178,NA, NA,NA
4TOP,NA,Dose,5,6813102.431462897,1362620.4862925794,7.04612504262182,2.42e-06,TRUE
4TOP,NA,Residuals,1614,312124671.5851481,193385.7940428427,NA, NA,NA
4TPP,NA,Dose,5,13219079.484758986,2643815.8969517974,14.975784193365326,1.08e-13,TRUE
4TPP,NA,Residuals,1603,282992651.87670743,176539.39605533838,NA, NA,NA
Aniline,NA,Dose,5,16607222.317660417,3321444.4635320837,17.781454729562697,3.32e-16,TRUE
Aniline,NA,Residuals,1614,301483283.8861111,186792.6170298086,NA, NA,NA
BPA,NA,Dose,5,7742584.664338189,1548516.9328676378,9.855554388968638,5.59e-09,TRUE
BPA,NA,Residuals,1612,253279439.9244196,157121.24064790297,NA, NA,NA
BPAF,NA,Dose,5,3801167.8952366137,760233.5790473227,3.950423808123066,1.76e-03,TRUE
BPAF,NA,Residuals,1613,310411445.091496,192443.54934376688,NA, NA,NA
ClofibricAcid,NA,Dose,5,8227890.497092516,1645578.0994185032,10.306961678596304,2.32e-09,TRUE
ClofibricAcid,NA,Residuals,1614,257686322.63151848,159656.95330329522,NA, NA,NA
DES,NA,Dose,5,4072026.5903884047,814405.3180776809,4.006194035865913,1.63e-03,TRUE
DES,NA,Residuals,1611,327494613.510292,203286.53849180136,NA, NA,NA
Dimethylformamide,NA,Dose,5,3257515.755322973,651503.1510645945,3.624079443232389,3.24e-03,TRUE
Dimethylformamide,NA,Residuals,1596,286913972.3304948,179770.65935494663,NA, NA,NA
DMSO,NA,Dose,5,9426812.812697403,1885362.5625394806,11.113402698283297,4.40e-10,TRUE
DMSO,NA,Residuals,1614,273811294.2140371,169647.64201613204,NA, NA,NA
EE2,NA,Dose,5,8940952.881784871,1788190.5763569742,10.23546235143477,2.53e-09,TRUE
EE2,NA,Residuals,1607,280751582.83424723,174705.40313269896,NA, NA,NA
Fadrozole,NA,Dose,5,65928609.12313148,13185721.824626295,43.33150915945862,1.48e-40,TRUE
Fadrozole,NA,Residuals,1613,490833800.0611641,304298.6981160348,NA, NA,NA
Fenitrothion,NA,Dose,5,11495890.433974989,2299178.0867949976,13.721801287010257,1.58e-12,TRUE
Fenitrothion,NA,Residuals,1610,269766092.82661295,167556.57939541177,NA, NA,NA
Fluoxetine,NA,Dose,5,4378502.8883648375,875700.5776729675,4.923697517449076,2.34e-04,TRUE
Fluoxetine,NA,Residuals,1612,286701066.8722347,177854.25984629945,NA, NA,NA
Flutamide,NA,Dose,5,23696252.165228352,4739250.43304567,24.83144526062472,5.23e-23,TRUE
Flutamide,NA,Residuals,1611,307470321.09900206,190856.81011731972,NA, NA,NA
Glyphosate,NA,Dose,5,10389926.177765736,2077985.2355531473,11.819224492694296,9.70e-11,TRUE
Glyphosate,NA,Residuals,1612,283412181.7198919,175814.0085110992,NA, NA,NA
Malathion,NA,Dose,5,6928501.140011453,1385700.2280022907,8.6178317383911,7.73e-08,TRUE
Malathion,NA,Residuals,1610,258879197.78533512,160794.53278592243,NA, NA,NA
Prochloraz,NA,Dose,5,14537848.154623253,2907569.6309246505,14.95828881469379,1.08e-13,TRUE
Prochloraz,NA,Residuals,1614,313726886.9753704,194378.4925497958,NA, NA,NA
SDS,NA,Dose,5,9207437.839142019,1841487.5678284038,9.58180601624197,9.74e-09,TRUE
SDS,NA,Residuals,1614,310187967.63751847,192185.85355484416,NA, NA,NA
TEG,NA,Dose,5,2899014.6513451356,579802.9302690271,2.9659890953270467,1.22e-02,TRUE
TEG,NA,Residuals,1613,315315429.85016197,195483.8374768518,NA, NA,NA
TGSH,NA,Dose,5,1620241.3228044799,324048.264560896,2.2481785786422512,4.73e-02,TRUE
TGSH,NA,Residuals,1606,231485842.73011732,144138.13370492985,NA, NA,NA
Trenbolone,NA,Dose,5,4638952.998338696,927790.5996677391,6.205354549604594,1.51e-05,TRUE
Trenbolone,NA,Residuals,1611,240867889.8387794,149514.51883226528,NA, NA,NA
Vinclozolin,NA,Dose,5,10989540.432517791,2197908.0865035583,10.745772606780697,9.32e-10,TRUE
Vinclozolin,NA,Residuals,1596,326441051.2322009,204536.99951892288,NA, NA,NA
