GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0006334,7,nucleosome assembly,39,59,2,1,1,2,1,1,2,1,1,67,58,18825,0.98097,0.19137,0.19137,1.69,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
GO:0006335,8,DNA replication-dependent nucleosome assembly,3,3,1,0,0,1,0,0,1,0,0,68,3,18880,0.98927,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006336,8,DNA replication-independent nucleosome assembly,12,13,2,1,1,2,1,1,2,1,1,67,12,18871,0.99904,0.04567,0.04567,7.69,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,0,8.34E-04,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
GO:0006338,6,chromatin remodeling,83,87,1,1,1,1,1,1,1,1,1,67,86,18797,0.96097,0.26908,0.26908,1.15,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
GO:0006351,7,"transcription, DNA-templated",122,130,2,2,1,2,2,1,2,0,0,68,130,18753,0.62569,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006352,7,"DNA-templated transcription, initiation",41,45,1,1,0,1,1,1,1,0,0,68,45,18838,0.85049,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006355,7,"regulation of transcription, DNA-templated",1964,2119,23,22,16,16,19,13,23,10,10,58,2109,16774,0.86647,0.22516,0.33503,0.47,100537750;100003583;569607;562155;548604;405762;394198;368241;336038;117509,foxq1a;si:ch211-145o7.3;mical2a;klf4;nr4a3;cdx1a;fosab;egr2a;junbb;klf2b,ENSDARG00000030896;ENSDARG00000061548;ENSDARG00000075608;ENSDARG00000079922;ENSDARG00000055854;ENSDARG00000114554;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432,,1.298344473,1.518335,5.64E-04,0.783260905,1.278135614,0.73336443,0.766390403,0.9287085,5.64E-04,0.426881661,0.762701512,0.416696953,6.042741873,4.181125,5.64E-04,8.028959435,4.597771647,5.008415631,,,,,1.68283;1.88644;5.63732E-4;2.38545;1.85998;0.143222;0.895132;1.35384;1.79437;0.981617,1.00013;1.07857;5.6373E-4;1.24459;1.06876;0.0851143;0.617877;0.857287;1.04396;0.667052,5.20614;7.37365;5.63734E-4;27.5547;7.0278;0.445675;1.58404;3.15611;6.2639;1.81484,10,0,10,100537750;100003583;569607;562155;548604;405762;394198;368241;336038;117509,ENSDARG00000030896;ENSDARG00000061548;ENSDARG00000075608;ENSDARG00000079922;ENSDARG00000055854;ENSDARG00000114554;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432,1.298344473,1.518335,0.783260905,0.766390403,0.9287085,0.426881661,6.042741873,4.181125,8.028959435,1.68283;1.88644;5.63732E-4;2.38545;1.85998;0.143222;0.895132;1.35384;1.79437;0.981617,1.00013;1.07857;5.6373E-4;1.24459;1.06876;0.0851143;0.617877;0.857287;1.04396;0.667052,5.20614;7.37365;5.63734E-4;27.5547;7.0278;0.445675;1.58404;3.15611;6.2639;1.81484,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(0.1);Linear,8(0.8);Poly 2,1(0.1)",2.02363305,20.82827437,1.577353001,3.473376036,0.571422948,2.015740812,0.812874335,1.783814612,0.501806408,1.030974398,1.066341258,11.01914249,UP,1,0,0
GO:0006357,8,regulation of transcription by RNA polymerase II,1527,1639,19,18,14,13,16,11,19,9,9,59,1630,17253,0.93346,0.13068,0.18973,0.55,100537750;569607;562155;548604;405762;394198;368241;336038;117509,foxq1a;mical2a;klf4;nr4a3;cdx1a;fosab;egr2a;junbb;klf2b,ENSDARG00000030896;ENSDARG00000075608;ENSDARG00000079922;ENSDARG00000055854;ENSDARG00000114554;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432,,1.233000526,1.35384,5.64E-04,0.801342154,1.209048689,0.744139203,0.731703781,0.857287,5.64E-04,0.437573853,0.726827396,0.426119632,5.894863193,3.15611,5.64E-04,8.501540868,4.282506946,5.214013474,,,,,1.68283;5.63732E-4;2.38545;1.85998;0.143222;0.895132;1.35384;1.79437;0.981617,1.00013;5.6373E-4;1.24459;1.06876;0.0851143;0.617877;0.857287;1.04396;0.667052,5.20614;5.63734E-4;27.5547;7.0278;0.445675;1.58404;3.15611;6.2639;1.81484,9,0,9,100537750;569607;562155;548604;405762;394198;368241;336038;117509,ENSDARG00000030896;ENSDARG00000075608;ENSDARG00000079922;ENSDARG00000055854;ENSDARG00000114554;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432,1.233000526,1.35384,0.801342154,0.731703781,0.857287,0.437573853,5.894863193,3.15611,8.501540868,1.68283;5.63732E-4;2.38545;1.85998;0.143222;0.895132;1.35384;1.79437;0.981617,1.00013;5.6373E-4;1.24459;1.06876;0.0851143;0.617877;0.857287;1.04396;0.667052,5.20614;5.63734E-4;27.5547;7.0278;0.445675;1.58404;3.15611;6.2639;1.81484,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(0.12);Linear,7(0.78);Poly 2,1(0.12)",2.079685093,19.24579,1.577353001,3.473376036,0.576688669,2.051337242,0.709456985,1.756544066,0.445822197,1.017585365,0.340523159,11.44920323,UP,1,0,0
GO:0006366,8,transcription by RNA polymerase II,35,39,1,1,0,1,1,1,1,0,0,68,39,18844,0.86907,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006367,8,transcription initiation from RNA polymerase II promoter,23,25,1,1,0,1,1,1,1,0,0,68,25,18858,0.914,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006464,6,cellular protein modification process,1910,2059,19,16,12,18,15,12,18,8,8,60,2051,16832,0.68255,0.46222,0.84426,0.39,100334928;100331536;100319387;100319240;568750;567764;555344;406340,tgfbr2a;tmtops2b;fbxo4;serp2;trim108;blk;si:dkey-202e17.1;dusp1,ENSDARG00000059363;ENSDARG00000027822;ENSDARG00000074170;ENSDARG00000094003;ENSDARG00000061762;ENSDARG00000007783;ENSDARG00000062278;ENSDARG00000100515,,0.810510528,0.7634895,9.45E-04,0.791458698,0.657349099,0.797736971,0.508044996,0.413519,2.33E-04,0.513256105,0.418842178,0.517752867,2.256689443,2.49067,0.00583954,2.043151694,1.716260935,2.084997153,,,,,9.44624E-4;0.0621894;0.0305712;1.29602;1.52606;1.62032;1.71702;0.230959,2.32945E-4;0.0440812;0.00826782;0.712612;1.05634;1.11461;1.01379;0.114426,0.00583954;0.102458;0.193328;3.78739;3.11052;3.48006;5.5031;1.87082,6,2,6,100334928;100319387;568750;567764;555344;406340,ENSDARG00000059363;ENSDARG00000074170;ENSDARG00000061762;ENSDARG00000007783;ENSDARG00000062278;ENSDARG00000100515,0.854312471,0.8785095,0.845887992,0.551277794,0.564108,0.561373012,2.360611257,2.49067,2.105835993,9.44624E-4;0.0305712;1.52606;1.62032;1.71702;0.230959,2.32945E-4;0.00826782;1.05634;1.11461;1.01379;0.114426,0.00583954;0.193328;3.11052;3.48006;5.5031;1.87082,2,100331536;100319240,ENSDARG00000027822;ENSDARG00000094003,0.6791047,0.6791047,0.872449984,0.3783466,0.3783466,0.472722662,1.944924,1.944924,2.605640405,0.0621894;1.29602,0.0440812;0.712612,0.102458;3.78739,0,,,,,,"Exp 2,3(0.38);Exp 4,2(0.25);Linear,1(0.13);Poly 2,2(0.25)",1.734121129,13.92758548,1.531982183,2.005572081,0.165042471,1.754927337,0.262057632,1.358963424,0.152376661,0.863713331,0.840857553,3.672521332,UP,0.75,0.25,0
GO:0006468,7,protein phosphorylation,587,659,8,6,4,8,6,4,8,2,2,66,657,18226,0.57713,0.68967,1,0.3,100334928;567764,tgfbr2a;blk,ENSDARG00000059363;ENSDARG00000007783,,0.810632312,0.810632312,9.45E-04,1.14507131,0.419681752,1.002748036,0.557421473,0.557421473,2.33E-04,0.787983572,0.288387906,0.69004347,1.74294977,1.74294977,0.00583954,2.456644847,0.904201415,2.151303395,,,,,9.44624E-4;1.62032,2.32945E-4;1.11461,0.00583954;3.48006,2,0,2,100334928;567764,ENSDARG00000059363;ENSDARG00000007783,0.810632312,0.810632312,1.14507131,0.557421473,0.557421473,0.787983572,1.74294977,1.74294977,2.456644847,9.44624E-4;1.62032,2.32945E-4;1.11461,0.00583954;3.48006,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.5);Exp 4,1(0.5)",1.890496916,3.787596583,1.782024503,2.005572081,0.158072008,1.893798292,-0.776355556,2.39762018,-0.534668041,1.649510986,-1.661786281,5.147685821,UP,1,0,0
GO:0006469,8,negative regulation of protein kinase activity,48,49,1,1,0,1,0,0,1,0,0,68,49,18834,0.83831,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006470,7,protein dephosphorylation,129,136,1,1,1,1,1,1,1,1,1,67,135,18748,0.91425,0.38776,0.38776,0.74,406340,dusp1,ENSDARG00000100515,,0.230959,0.230959,0.230959,,0.230959,,0.114426,0.114426,0.114426,,0.114426,,1.87082,1.87082,1.87082,,1.87082,,,,,,0.230959,0.114426,1.87082,1,0,1,406340,ENSDARG00000100515,0.230959,0.230959,,0.114426,0.114426,,1.87082,1.87082,,0.230959,0.114426,1.87082,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",1.727830172,1.727830172,1.727830172,1.727830172,0,1.727830172,0.230959,0.230959,0.114426,0.114426,1.87082,1.87082,UP,1,0,0
GO:0006486,6,protein glycosylation,171,181,2,2,2,2,2,2,2,2,2,66,179,18704,0.9727,0.13765,0.13765,1.1,100319240;555344,serp2;si:dkey-202e17.1,ENSDARG00000094003;ENSDARG00000062278,,1.50652,1.50652,1.29602,0.297691955,1.542652816,0.293273489,0.863201,0.863201,0.712612,0.212965006,0.889049953,0.209804092,4.645245,4.645245,3.78739,1.213190176,4.79249781,1.19518351,,,,,1.29602;1.71702,0.712612;1.01379,3.78739;5.5031,1,1,1,555344,ENSDARG00000062278,1.71702,1.71702,,1.01379,1.01379,,5.5031,5.5031,,1.71702,1.01379,5.5031,1,100319240,ENSDARG00000094003,1.29602,1.29602,,0.712612,0.712612,,3.78739,3.78739,,1.29602,0.712612,3.78739,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",1.575359062,3.151946306,1.531982183,1.619964123,0.062212626,1.575973153,1.09394,1.9191,0.56804656,1.15835544,2.9638492,6.3266408,CONFLICT,0.5,0.5,0
GO:0006493,7,protein O-linked glycosylation,27,27,1,1,1,1,1,1,1,1,1,67,26,18857,0.9958,0.092555,0.092555,3.7,555344,si:dkey-202e17.1,ENSDARG00000062278,,1.71702,1.71702,1.71702,,1.71702,,1.01379,1.01379,1.01379,,1.01379,,5.5031,5.5031,5.5031,,5.5031,,,,,,1.71702,1.01379,5.5031,1,0,1,555344,ENSDARG00000062278,1.71702,1.71702,,1.01379,1.01379,,5.5031,5.5031,,1.71702,1.01379,5.5031,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.531982183,1.531982183,1.531982183,1.531982183,0,1.531982183,1.71702,1.71702,1.01379,1.01379,5.5031,5.5031,UP,1,0,0
GO:0006508,5,proteolysis,820,904,5,4,2,3,3,2,5,1,1,67,903,17980,0.15822,0.9642,0.38176,0.11,100319387,fbxo4,ENSDARG00000074170,,0.0305712,0.0305712,0.0305712,,0.0305712,,0.00826782,0.00826782,0.00826782,,0.00826782,,0.193328,0.193328,0.193328,,0.193328,,,,,,0.0305712,0.00826782,0.193328,1,0,1,100319387,ENSDARG00000074170,0.0305712,0.0305712,,0.00826782,0.00826782,,0.193328,0.193328,,0.0305712,0.00826782,0.193328,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(1)",1.553375006,1.553375006,1.553375006,1.553375006,0,1.553375006,0.0305712,0.0305712,0.00826782,0.00826782,0.193328,0.193328,UP,1,0,0
GO:0006511,8,ubiquitin-dependent protein catabolic process,352,366,2,2,1,1,2,1,2,1,1,67,365,18518,0.62086,0.73513,1,0.27,100319387,fbxo4,ENSDARG00000074170,,0.0305712,0.0305712,0.0305712,,0.0305712,,0.00826782,0.00826782,0.00826782,,0.00826782,,0.193328,0.193328,0.193328,,0.193328,,,,,,0.0305712,0.00826782,0.193328,1,0,1,100319387,ENSDARG00000074170,0.0305712,0.0305712,,0.00826782,0.00826782,,0.193328,0.193328,,0.0305712,0.00826782,0.193328,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(1)",1.553375006,1.553375006,1.553375006,1.553375006,0,1.553375006,0.0305712,0.0305712,0.00826782,0.00826782,0.193328,0.193328,UP,1,0,0
GO:0006513,10,protein monoubiquitination,26,26,2,1,1,2,1,0,2,0,0,68,26,18857,0.91072,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006520,6,cellular amino acid metabolic process,202,210,1,1,1,0,1,1,0,0,0,68,210,18673,0.4681,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006563,9,L-serine metabolic process,8,8,1,1,1,0,1,1,0,0,0,68,8,18875,0.97165,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006565,7,L-serine catabolic process,3,3,1,1,1,0,1,1,0,0,0,68,3,18880,0.98927,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006566,9,threonine metabolic process,6,6,1,1,1,0,1,1,0,0,0,68,6,18877,0.97866,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006567,7,threonine catabolic process,6,6,1,1,1,0,1,1,0,0,0,68,6,18877,0.97866,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006629,4,lipid metabolic process,702,743,5,4,1,5,4,4,5,1,1,67,742,18141,0.24819,0.93443,0.52496,0.13,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006631,6,fatty acid metabolic process,160,165,3,2,1,3,2,2,3,1,1,67,164,18719,0.88154,0.44883,0.44883,0.61,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006633,6,fatty acid biosynthetic process,72,75,1,1,1,1,1,1,1,1,1,67,74,18809,0.97024,0.23672,0.23672,1.33,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006636,7,unsaturated fatty acid biosynthetic process,22,22,1,1,1,1,1,1,1,1,1,67,21,18862,0.9972,0.076077,0.076077,4.55,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006637,7,acyl-CoA metabolic process,58,60,2,1,0,2,1,1,2,0,0,68,60,18823,0.80572,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006643,5,membrane lipid metabolic process,133,136,2,2,0,2,2,2,2,0,0,68,136,18747,0.61224,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006664,6,glycolipid metabolic process,62,65,1,1,0,1,1,1,1,0,0,68,65,18818,0.79132,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006665,5,sphingolipid metabolic process,97,100,2,2,0,2,2,2,2,0,0,68,100,18783,0.69739,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006672,6,ceramide metabolic process,61,64,2,2,0,2,2,2,2,0,0,68,64,18819,0.79418,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006677,7,glycosylceramide metabolic process,12,12,1,1,0,1,1,1,1,0,0,68,12,18871,0.95777,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006681,8,galactosylceramide metabolic process,6,6,1,1,0,1,1,1,1,0,0,68,6,18877,0.97866,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006682,8,galactosylceramide biosynthetic process,3,3,1,1,0,1,1,1,1,0,0,68,3,18880,0.98927,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006687,6,glycosphingolipid metabolic process,27,30,1,1,0,1,1,1,1,0,0,68,30,18853,0.8977,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006688,7,glycosphingolipid biosynthetic process,13,13,1,1,0,1,1,1,1,0,0,68,13,18870,0.95433,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0006690,7,icosanoid metabolic process,22,24,2,2,1,2,2,2,2,1,1,67,23,18860,0.99667,0.082703,0.082703,4.17,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,,,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006692,7,prostanoid metabolic process,12,12,2,2,1,2,2,2,2,1,1,67,11,18872,0.99918,0.042231,0.042231,8.33,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,0,1.46069,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006693,8,prostaglandin metabolic process,12,12,2,2,1,2,2,2,2,1,1,67,11,18872,0.99918,0.042231,0.042231,8.33,559020,ptgs2b,ENSDARG00000010276,,1.46069,1.46069,1.46069,,1.46069,,0.906053,0.906053,0.906053,,0.906053,,3.69655,3.69655,3.69655,,3.69655,,0,1.46069,,,1.46069,0.906053,3.69655,1,0,1,559020,ENSDARG00000010276,1.46069,1.46069,,0.906053,0.906053,,3.69655,3.69655,,1.46069,0.906053,3.69655,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.955543756,2.955543756,2.955543756,2.955543756,0,2.955543756,1.46069,1.46069,0.906053,0.906053,3.69655,3.69655,UP,1,0,0
GO:0006725,4,cellular aromatic compound metabolic process,1664,1749,13,10,5,12,10,6,13,1,1,67,1748,17135,0.010838,0.99864,0.019413,0.057,570547,uckl1a,ENSDARG00000001686,,1.80304,1.80304,1.80304,,1.80304,,1.04728,1.04728,1.04728,,1.04728,,6.35795,6.35795,6.35795,,6.35795,,,,,,1.80304,1.04728,6.35795,0,1,0,,,,,,,,,,,,,,,1,570547,ENSDARG00000001686,1.80304,1.80304,,1.04728,1.04728,,6.35795,6.35795,,1.80304,1.04728,6.35795,0,,,,,,"Linear,1(1)",1.602157116,1.602157116,1.602157116,1.602157116,0,1.602157116,1.80304,1.80304,1.04728,1.04728,6.35795,6.35795,DOWN,0,1,0
