GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0009055,4,electron transfer activity,29,59,2,2,1,2,2,1,2,0,0,10,59,18882,0.96929,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009056,3,catabolic process,76,1184,2,2,1,2,2,2,2,1,1,9,1183,17758,0.87422,0.47549,0.47549,0.084,793447,hbbe1.2,ENSDARG00000115405,,432.901,432.901,432.901,,432.901,,253.739,253.739,253.739,,253.739,,738.565,738.565,738.565,,738.565,,,,,,432.901,253.739,738.565,1,0,1,793447,ENSDARG00000115405,432.901,432.901,,253.739,253.739,,738.565,738.565,,432.901,253.739,738.565,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.915955067,1.915955067,1.915955067,1.915955067,0,1.915955067,432.901,432.901,253.739,253.739,738.565,738.565,UP,1,0,0
GO:0009058,3,biosynthetic process,196,1453,8,8,7,4,4,4,8,3,3,7,1450,17491,0.99504,0.035879,0.035879,0.21,573619;266799;30678,ndufab1a;gatm;pcna,ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155,,405.37751,408.814,9.99453,393.6759844,363.3032867,414.6095289,193.5966833,244.841,8.46305,165.5699117,170.3199101,175.5865386,878.5450333,682.602,11.8031,979.5240144,800.971236,1016.427666,,,,,797.324;408.814;9.99453,327.486;244.841;8.46305,1941.23;682.602;11.8031,3,0,3,573619;266799;30678,ENSDARG00000058463;ENSDARG00000036239;ENSDARG00000054155,405.37751,408.814,393.6759844,193.5966833,244.841,165.5699117,878.5450333,682.602,979.5240144,797.324;408.814;9.99453,327.486;244.841;8.46305,1941.23;682.602;11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(0.34);Linear,2(0.67)",2.419661374,7.415543556,1.873780012,3.11348772,0.621001362,2.428275824,-40.10880369,850.8638237,6.236690514,380.9566762,-229.8907353,1986.980802,UP,1,0,0
GO:0009059,5,macromolecule biosynthetic process,133,666,5,5,4,2,2,2,5,1,1,9,665,18276,0.95397,0.30082,0.30082,0.15,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0009060,7,aerobic respiration,28,47,2,2,0,2,2,2,2,0,0,10,47,18894,0.97547,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009117,6,nucleotide metabolic process,43,300,1,1,1,0,0,0,1,0,0,10,300,18641,0.85248,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009141,6,nucleoside triphosphate metabolic process,22,63,1,1,1,0,0,0,1,0,0,10,63,18878,0.96724,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009142,7,nucleoside triphosphate biosynthetic process,21,55,1,1,1,0,0,0,1,0,0,10,55,18886,0.97135,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009144,7,purine nucleoside triphosphate metabolic process,21,41,1,1,1,0,0,0,1,0,0,10,41,18900,0.97857,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009145,8,purine nucleoside triphosphate biosynthetic process,20,35,1,1,1,0,0,0,1,0,0,10,35,18906,0.98168,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009150,7,purine ribonucleotide metabolic process,42,222,1,1,1,0,0,0,1,0,0,10,222,18719,0.88882,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009152,8,purine ribonucleotide biosynthetic process,27,128,1,1,1,0,0,0,1,0,0,10,128,18813,0.93446,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009165,7,nucleotide biosynthetic process,27,176,1,1,1,0,0,0,1,0,0,10,176,18765,0.9109,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009199,7,ribonucleoside triphosphate metabolic process,21,48,1,1,1,0,0,0,1,0,0,10,48,18893,0.97495,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009201,8,ribonucleoside triphosphate biosynthetic process,20,44,1,1,1,0,0,0,1,0,0,10,44,18897,0.97702,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009205,8,purine ribonucleoside triphosphate metabolic process,21,39,1,1,1,0,0,0,1,0,0,10,39,18902,0.97961,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009206,9,purine ribonucleoside triphosphate biosynthetic process,20,35,1,1,1,0,0,0,1,0,0,10,35,18906,0.98168,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009259,7,ribonucleotide metabolic process,42,240,1,1,1,0,0,0,1,0,0,10,240,18701,0.88031,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009260,7,ribonucleotide biosynthetic process,27,144,1,1,1,0,0,0,1,0,0,10,144,18797,0.92654,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009303,9,rRNA transcription,2,6,1,1,1,0,0,0,1,0,0,10,6,18935,0.99684,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009605,3,response to external stimulus,27,568,1,1,1,1,1,1,1,1,1,9,567,18374,0.96559,0.26242,0.26242,0.18,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0009607,3,response to biotic stimulus,13,354,1,1,1,1,1,1,1,1,1,9,353,18588,0.98582,0.17189,0.17189,0.28,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0009611,4,response to wounding,8,57,1,0,0,1,1,1,1,0,0,10,57,18884,0.97032,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009617,5,response to bacterium,9,135,1,1,1,1,1,1,1,1,1,9,134,18807,0.99782,0.069011,0.069011,0.74,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0009628,3,response to abiotic stimulus,35,340,1,0,0,1,1,1,1,0,0,10,340,18601,0.83437,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009653,3,anatomical structure morphogenesis,50,1286,6,5,5,2,2,2,6,1,1,9,1285,17656,0.85581,0.50485,0.50485,0.078,567771,col6a2,ENSDARG00000061436,,8.42385,8.42385,8.42385,,8.42385,,2.70178,2.70178,2.70178,,2.70178,,26.2647,26.2647,26.2647,,26.2647,,,,,,8.42385,2.70178,26.2647,1,0,1,567771,ENSDARG00000061436,8.42385,8.42385,,2.70178,2.70178,,26.2647,26.2647,,8.42385,2.70178,26.2647,0,,,,,,,,,,,,,,,0,,,,,,"Exp 5,1(1)",1.777459502,1.777459502,1.777459502,1.777459502,0,1.777459502,8.42385,8.42385,2.70178,2.70178,26.2647,26.2647,UP,1,0,0
GO:0009790,4,embryo development,29,139,1,1,1,0,0,0,1,0,0,10,139,18802,0.92901,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009792,5,embryo development ending in birth or egg hatching,29,119,1,1,1,0,0,0,1,0,0,10,119,18822,0.93894,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009799,4,specification of symmetry,3,158,1,1,1,0,0,0,1,0,0,10,158,18783,0.91967,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009855,5,determination of bilateral symmetry,3,158,1,1,1,0,0,0,1,0,0,10,158,18783,0.91967,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009887,4,animal organ morphogenesis,10,343,1,1,1,0,0,0,1,0,0,10,343,18598,0.83302,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009888,4,tissue development,30,410,3,2,2,2,2,2,3,1,1,9,409,18532,0.98127,0.1965,0.1965,0.24,336165,myl1,ENSDARG00000014196,,777.365,777.365,777.365,,777.365,,326.391,326.391,326.391,,326.391,,1851.45,1851.45,1851.45,,1851.45,,,,,,777.365,326.391,1851.45,1,0,1,336165,ENSDARG00000014196,777.365,777.365,,326.391,326.391,,1851.45,1851.45,,777.365,326.391,1851.45,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.832083941,1.832083941,1.832083941,1.832083941,0,1.832083941,777.365,777.365,326.391,326.391,1851.45,1851.45,UP,1,0,0
GO:0009889,5,regulation of biosynthetic process,58,2374,4,3,2,4,4,4,4,2,2,8,2372,16569,0.87995,0.36216,0.36216,0.084,58013;30678,noc2l;pcna,ENSDARG00000001754;ENSDARG00000054155,,396.249265,396.249265,9.99453,546.2466848,264.7165505,513.5988032,167.611525,167.611525,8.46305,225.0699318,113.4161222,211.6180305,942.84655,942.84655,11.8031,1316.694274,625.7949743,1237.998549,,,,,782.504;9.99453,326.76;8.46305,1873.89;11.8031,1,1,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Hill,1(0.5);Linear,1(0.5)",2.788368019,6.023144484,1.873780012,4.149364471,1.609081202,3.011572242,-360.8100156,1153.308546,-144.319486,479.542536,-881.998612,2767.691712,CONFLICT,0.5,0.5,0
GO:0009890,6,negative regulation of biosynthetic process,14,437,2,1,1,2,2,2,2,1,1,9,436,18505,0.97888,0.20812,0.20812,0.23,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0009892,5,negative regulation of metabolic process,38,890,2,1,1,2,2,2,2,1,1,9,889,18052,0.92281,0.38192,0.38192,0.11,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0009893,5,positive regulation of metabolic process,34,1047,1,0,0,1,1,1,1,0,0,10,1047,17894,0.56639,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009894,5,regulation of catabolic process,13,237,1,0,0,1,1,1,1,0,0,10,237,18704,0.88172,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009895,6,negative regulation of catabolic process,7,62,1,0,0,1,1,1,1,0,0,10,62,18879,0.96775,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009952,5,anterior/posterior pattern specification,4,173,1,1,1,0,0,0,1,0,0,10,173,18768,0.91235,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009953,5,dorsal/ventral pattern formation,4,126,1,1,0,0,0,0,1,0,0,10,126,18815,0.93545,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009966,5,regulation of signal transduction,18,1084,1,1,0,0,0,0,1,0,0,10,1084,17857,0.55479,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009986,3,cell surface,5,121,1,1,1,0,0,0,1,0,0,10,121,18820,0.93794,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0009987,2,cellular process,602,12510,27,20,14,17,17,15,27,6,6,4,12504,6437,0.45861,0.77333,0.74259,0.048,793447;573619;567771;266799;58013;30678,hbbe1.2;ndufab1a;col6a2;gatm;noc2l;pcna,ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000061436;ENSDARG00000036239;ENSDARG00000001754;ENSDARG00000054155,,406.66023,420.8575,8.42385,349.4297724,340.8593735,356.7372169,193.9984717,249.29,2.70178,150.0774826,163.1320832,156.7331633,879.0591333,710.5835,11.8031,855.0579843,735.5104905,853.9558095,,,,,432.901;797.324;8.42385;408.814;782.504;9.99453,253.739;327.486;2.70178;244.841;326.76;8.46305,738.565;1941.23;26.2647;682.602;1873.89;11.8031,5,1,5,793447;573619;567771;266799;30678,ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000061436;ENSDARG00000036239;ENSDARG00000054155,331.491476,408.814,332.0374911,167.446166,244.841,151.2163234,680.09296,682.602,785.4926223,432.901;797.324;8.42385;408.814;9.99453,253.739;327.486;2.70178;244.841;8.46305,738.565;1941.23;26.2647;682.602;11.8031,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Exp 5,1(0.17);Hill,1(0.17);Linear,4(0.67)",2.418642791,15.2583226,1.777459502,4.149364471,0.932321583,2.172115445,127.0581798,686.2622802,73.91147525,314.0854681,194.870251,1563.248016,UP,0.833333333,0.166666667,0
GO:0010468,6,regulation of gene expression,76,2690,3,2,1,3,3,3,3,1,1,9,2689,16252,0.57422,0.78374,1,0.037,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0010556,6,regulation of macromolecule biosynthetic process,54,2323,4,3,2,4,4,4,4,2,2,8,2321,16620,0.88584,0.35174,0.35174,0.086,58013;30678,noc2l;pcna,ENSDARG00000001754;ENSDARG00000054155,,396.249265,396.249265,9.99453,546.2466848,264.7165505,513.5988032,167.611525,167.611525,8.46305,225.0699318,113.4161222,211.6180305,942.84655,942.84655,11.8031,1316.694274,625.7949743,1237.998549,,,,,782.504;9.99453,326.76;8.46305,1873.89;11.8031,1,1,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Hill,1(0.5);Linear,1(0.5)",2.788368019,6.023144484,1.873780012,4.149364471,1.609081202,3.011572242,-360.8100156,1153.308546,-144.319486,479.542536,-881.998612,2767.691712,CONFLICT,0.5,0.5,0
GO:0010558,7,negative regulation of macromolecule biosynthetic process,14,421,2,1,1,2,2,2,2,1,1,9,420,18521,0.98031,0.20125,0.20125,0.24,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0010604,6,positive regulation of macromolecule metabolic process,30,943,1,0,0,1,1,1,1,0,0,10,943,17998,0.60018,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010605,6,negative regulation of macromolecule metabolic process,35,850,2,1,1,2,2,2,2,1,1,9,849,18092,0.9288,0.36809,0.36809,0.12,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0010608,7,posttranscriptional regulation of gene expression,21,263,1,0,0,1,1,1,1,0,0,10,263,18678,0.86955,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010628,7,positive regulation of gene expression,19,194,1,0,0,1,1,1,1,0,0,10,194,18747,0.9022,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010629,7,negative regulation of gene expression,13,295,1,0,0,1,1,1,1,0,0,10,295,18646,0.85477,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010638,7,positive regulation of organelle organization,7,140,1,1,1,0,0,0,1,0,0,10,140,18801,0.92852,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010639,7,negative regulation of organelle organization,8,104,1,0,0,1,1,0,1,0,0,10,104,18837,0.94644,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010646,5,regulation of cell communication,26,1225,2,2,1,0,0,0,2,0,0,10,1225,17716,0.51252,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010647,6,positive regulation of cell communication,6,457,1,1,1,0,0,0,1,0,0,10,457,18484,0.78336,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010817,4,regulation of hormone levels,4,96,1,1,1,0,0,0,1,0,0,10,96,18845,0.95047,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010927,5,cellular component assembly involved in morphogenesis,15,62,1,0,0,1,1,0,1,0,0,10,62,18879,0.96775,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010970,6,transport along microtubule,2,66,1,1,1,0,0,0,1,0,0,10,66,18875,0.96571,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0010975,8,regulation of neuron projection development,3,141,1,1,1,0,0,0,1,0,0,10,141,18800,0.92802,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
